Orthogroup	Syak	Prar
OG0001181	Syak.g_01296	Prar.g_01018
OG0001182	Syak.g_01287	Prar.g_01011
OG0001183	Syak.g_01282	Prar.g_00618
OG0001184	Syak.g_01571	Prar.g_00634
OG0001185	Syak.g_01643	Prar.g_00648
OG0001186	Syak.g_01709	Prar.g_00670
OG0001187	Syak.g_01712	Prar.g_00674
OG0001188	Syak.g_01714	Prar.g_00676
OG0001189	Syak.g_01736	Prar.g_00693
OG0001190	Syak.g_01942	Prar.g_00697
OG0001191	Syak.g_01928	Prar.g_00707
OG0001192	Syak.g_01921	Prar.g_00074
OG0001193	Syak.g_01888	Prar.g_00064
OG0001194	Syak.g_01882	Prar.g_00063
OG0001195	Syak.g_01881	Prar.g_00062
OG0001196	Syak.g_01811	Prar.g_00049
OG0001197	Syak.g_01809	Prar.g_00048
OG0001198	Syak.g_01798	Prar.g_00041
OG0001199	Syak.g_02249	Prar.g_00254
OG0001200	Syak.g_02247	Prar.g_00252
OG0001201	Syak.g_02191	Prar.g_00220
OG0001202	Syak.g_02061	Prar.g_00128
OG0001203	Syak.g_02307	Prar.g_00089
OG0001204	Syak.g_01404	Prar.g_00084
OG0001205	Syak.g_01181	Prar.g_00493
OG0001206	Syak.g_01148	Prar.g_00511
OG0001207	Syak.g_02566	Prar.g_00527
OG0001208	Syak.g_02576	Prar.g_00532
OG0001209	Syak.g_02643	Prar.g_01365
OG0001210	Syak.g_02654	Prar.g_01370
OG0001211	Syak.g_02669	Prar.g_01380
OG0001212	Syak.g_02728	Prar.g_01426
OG0001213	Syak.g_00025	Prar.g_01459
OG0001214	Syak.g_00037	Prar.g_01467
OG0001215	Syak.g_00697	Prar.g_01520
OG0001216	Syak.g_00805	Prar.g_01601
OG0001217	Syak.g_00138	Prar.g_01638
OG0001219	Syak.g_00551	Prar.g_01672
OG0001220	Syak.g_00580	Prar.g_01735
OG0001221	Syak.g_00390	Prar.g_01787
OG0001222	Syak.g_00517	Prar.g_01825
OG0001223	Syak.g_00472	Prar.g_01851
OG0001224	Syak.g_00739	Prar.g_01900
OG0001226	Syak.g_02239	Prar.g_01928
OG0001227	Syak.g_00963	Prar.g_01947
OG0001228	Syak.g_00619	Prar.g_01218
OG0001229	Syak.g_00711	Prar.g_00913
OG0001230	Syak.g_01030	Prar.g_00347
OG0001231	Syak.g_01777	Prar.g_00751
OG0001232	Syak.g_02385	Prar.g_01120
OG0001233	Syak.g_02359	Prar.g_00599
OG0001234	Syak.g_01374	Prar.g_01099
OG0001235	Syak.g_01362	Prar.g_01089
OG0001236	Syak.g_01568	Prar.g_00631
OG0001237	Syak.g_01573	Prar.g_00635
OG0001238	Syak.g_01926	Prar.g_00708
OG0001239	Syak.g_02252	Prar.g_00547
OG0001240	Syak.g_02206	Prar.g_00235
OG0001241	Syak.g_02197	Prar.g_00227
OG0001242	Syak.g_02168	Prar.g_00209
OG0001243	Syak.g_02160	Prar.g_00203
OG0001244	Syak.g_02132	Prar.g_00187
OG0001245	Syak.g_00248	Prar.g_00441
OG0001246	Syak.g_02604	Prar.g_01335
OG0001247	Syak.g_00618	Prar.g_01513
OG0001248	Syak.g_00147	Prar.g_01515
OG0001249	Syak.g_01251	Prar.g_01661
OG0001250	Syak.g_00602	Prar.g_01724
OG0001251	Syak.g_01875	Prar.g_01760
OG0001252	Syak.g_00754	Prar.g_01895
OG0001253	Syak.g_00250	Prar.g_01948
OG0001254	Syak.g_00272	Prar.g_01294
OG0001255	Syak.g_00066	Prar.g_01279
OG0001256	Syak.g_02430	Prar.g_00758
OG0001257	Syak.g_02502	Prar.g_00752
OG0001258	Syak.g_02420	Prar.g_01146
OG0001259	Syak.g_02361	Prar.g_00597
OG0001260	Syak.g_02332	Prar.g_00613
OG0001261	Syak.g_01315	Prar.g_01035
OG0001262	Syak.g_01734	Prar.g_00691
OG0001263	Syak.g_02157	Prar.g_00200
OG0001265	Syak.g_02170	Prar.g_00210
OG0001266	Syak.g_02057	Prar.g_00124
OG0001267	Syak.g_01459	Prar.g_00307
OG0001268	Syak.g_01240	Prar.g_00399
OG0001269	Syak.g_02323	Prar.g_00419
OG0001270	Syak.g_01194	Prar.g_00482
OG0001271	Syak.g_01121	Prar.g_00522
OG0001272	Syak.g_02580	Prar.g_00536
OG0001273	Syak.g_00030	Prar.g_01461
OG0001274	Syak.g_01988	Prar.g_01533
OG0001275	Syak.g_00633	Prar.g_01860
OG0001276	Syak.g_00649	Prar.g_01879
OG0001277	Syak.g_01829	Prar.g_01937
OG0001278	Syak.g_00671	Prar.g_01213
OG0001280	Syak.g_00933	Prar.g_00956
OG0001281	Syak.g_00944	Prar.g_00950
OG0001282	Syak.g_02564	Prar.g_00910
OG0001283	Syak.g_01818	Prar.g_00891
OG0001284	Syak.g_02446	Prar.g_00777
OG0001285	Syak.g_02381	Prar.g_01966
OG0001287	Syak.g_01652	Prar.g_00655
OG0001288	Syak.g_01686	Prar.g_00663
OG0001289	Syak.g_02222	Prar.g_00241
OG0001290	Syak.g_02198	Prar.g_00228
OG0001291	Syak.g_02147	Prar.g_00193
OG0001292	Syak.g_01410	Prar.g_00079
OG0001293	Syak.g_01432	Prar.g_00326
OG0001294	Syak.g_00355	Prar.g_00439
OG0001295	Syak.g_00740	Prar.g_00516
OG0001296	Syak.g_02610	Prar.g_01340
OG0001298	Syak.g_02703	Prar.g_01406
OG0001299	Syak.g_00349	Prar.g_01496
OG0001300	Syak.g_00706	Prar.g_01523
OG0001301	Syak.g_00721	Prar.g_01526
OG0001302	Syak.g_00068	Prar.g_01670
OG0001303	Syak.g_00548	Prar.g_01864
OG0001304	Syak.g_00664	Prar.g_01889
OG0001305	Syak.g_00728	Prar.g_01908
OG0001306	Syak.g_00915	Prar.g_01277
OG0001307	Syak.g_00344	Prar.g_00928
OG0001308	Syak.g_01054	Prar.g_00837
OG0001309	Syak.g_02620	Prar.g_00754
OG0001311	Syak.g_00651	Prar.g_01881
OG0001312	Syak.g_00537	Prar.g_01814
OG0001315	Syak.g_01284	Prar.g_00556
OG0001316	Syak.g_02140	Prar.g_00188
OG0001317	Syak.g_02302	Prar.g_00093
OG0001318	Syak.g_01424	Prar.g_00331
OG0001319	Syak.g_01448	Prar.g_00315
OG0001321	Syak.g_01172	Prar.g_00499
OG0001322	Syak.g_01171	Prar.g_00500
OG0001323	Syak.g_02623	Prar.g_01349
OG0001324	Syak.g_00707	Prar.g_01524
OG0001325	Syak.g_00800	Prar.g_01604
OG0001326	Syak.g_01870	Prar.g_01547
OG0001327	Syak.g_00362	Prar.g_01920
OG0001328	Syak.g_00383	Prar.g_01946
OG0001329	Syak.g_00280	Prar.g_01302
OG0001330	Syak.g_00925	Prar.g_00977
OG0001331	Syak.g_02559	Prar.g_00905
OG0001332	Syak.g_02485	Prar.g_00804
OG0001333	Syak.g_02365	Prar.g_01958
OG0001334	Syak.g_01274	Prar.g_00621
OG0001335	Syak.g_01273	Prar.g_00622
OG0001336	Syak.g_01817	Prar.g_00052
OG0001340	Syak.g_01261	Prar.g_00259
OG0001343	Syak.g_01877	Prar.g_01757
OG0001344	Syak.g_00893	Prar.g_01259
OG0001345	Syak.g_00856	Prar.g_01244
OG0001346	Syak.g_00937	Prar.g_00954
OG0001348	Syak.g_00774	Prar.g_00732
OG0001350	Syak.g_02306	Prar.g_00090
OG0001351	Syak.g_01164	Prar.g_00502
OG0001352	Syak.g_00764	Prar.g_01510
OG0001355	Syak.g_00144	Prar.g_00722, Prar.g_01158
OG0001356	Syak.g_00773	Prar.g_01181
OG0001358	Syak.g_00007	Prar.g_01450
OG0001359	Syak.g_01878	Prar.g_01758
OG0001360	Syak.g_00854	Prar.g_01949
OG0001361	Syak.g_00859	Prar.g_01247
OG0001364	Syak.g_01552	Prar.g_00624
OG0001365	Syak.g_01937	Prar.g_00701
OG0001369	Syak.g_02207	Prar.g_00236
OG0001371	Syak.g_02231	Prar.g_01509
OG0001373	Syak.g_01871	Prar.g_01548
OG0001374	Syak.g_01863	Prar.g_01540
OG0001375	Syak.g_01876	Prar.g_01756
OG0001376	Syak.g_01916	Prar.g_01914
OG0001377	Syak.g_01917	Prar.g_01915
OG0001378	Syak.g_01196	Prar.g_01325
OG0001380	Syak.g_00237	Prar.g_00923
OG0001382	Syak.g_01169	Prar.g_00738
OG0001385	Syak.g_01874	Prar.g_01551
OG0001386	Syak.g_01873	Prar.g_01550
OG0001387	Syak.g_01872	Prar.g_01549
OG0001388	Syak.g_01869	Prar.g_01546
OG0001389	Syak.g_01868	Prar.g_01545
OG0001390	Syak.g_01867	Prar.g_01544
OG0001391	Syak.g_01866	Prar.g_01543
OG0001392	Syak.g_01865	Prar.g_01542
OG0001393	Syak.g_01864	Prar.g_01541
OG0001395	Syak.g_00789	Prar.g_01891
OG0001399	Syak.g_01977, Syak.g_01103	Prar.g_01097
OG0001405	Syak.g_01271	Prar.g_00261
OG0001406	Syak.g_01915	Prar.g_01913
OG0001408	Syak.g_00087	Prar.g_01932, Prar.g_01931
OG0001409	Syak.g_00878	Prar.g_01256
OG0001410	Syak.g_00343	Prar.g_00927
OG0001411	Syak.g_01581	Prar.g_00869
OG0001413	Syak.g_00103	Prar.g_00763
OG0001416	Syak.g_00941	Prar.g_00507
OG0001417	Syak.g_00486	Prar.g_00518, Prar.g_00519
OG0001420	Syak.g_00997, Syak.g_02635	Prar.g_01316
OG0001422	Syak.g_00928	Prar.g_00734
OG0001429	Syak.g_00547	Prar.g_01673
OG0001430	Syak.g_01949, Syak.g_00314	Prar.g_00982
OG0001432	Syak.g_00095	Prar.g_00764
OG0001433	Syak.g_00771	Prar.g_01180
OG0001435	Syak.g_00369	Prar.g_01772
OG0001438	Syak.g_01475	Prar.g_00294
OG0001439	Syak.g_01506	Prar.g_00280
OG0001442	Syak.g_00415	Prar.g_01629
OG0001447	Syak.g_02159	Prar.g_00202
OG0001448	Syak.g_00121	Prar.g_00427
OG0001452	Syak.g_01419	Prar.g_01762
OG0001453	Syak.g_00465	Prar.g_01854
OG0001454	Syak.g_00249	Prar.g_01942
OG0001456	Syak.g_01855	Prar.g_01286
OG0001457	Syak.g_01854	Prar.g_01285
OG0001458	Syak.g_01853	Prar.g_01284
OG0001459	Syak.g_00311	Prar.g_00996
OG0001462	Syak.g_01750	Prar.g_00003
OG0001464	Syak.g_01260	Prar.g_00258
OG0001465	Syak.g_00775	Prar.g_01532
OG0001467	Syak.g_01022	Prar.g_01662
OG0001470	Syak.g_01592	Prar.g_00889
OG0001471	Syak.g_01501	Prar.g_00762
OG0001473	Syak.g_00102	Prar.g_00671
OG0001474	Syak.g_01239	Prar.g_00400
OG0001475	Syak.g_01594	Prar.g_00887
OG0001479	Syak.g_01242	Prar.g_00397
OG0001480	Syak.g_00084	Prar.g_00429
OG0001482	Syak.g_00476	Prar.g_00505
OG0001486	Syak.g_00900	Prar.g_01265
OG0001492	Syak.g_00668	Prar.g_01216
OG0001493	Syak.g_00676	Prar.g_01208
OG0001502	Syak.g_00586	Prar.g_01657
OG0001504	Syak.g_00310	Prar.g_00995
OG0001508	Syak.g_01591	Prar.g_00890
OG0001520	Syak.g_02689	Prar.g_00454, Prar.g_00455
OG0001528	Syak.g_01593	Prar.g_00888
OG0001546	Syak.g_02627	Prar.g_01354
OG0001551	Syak.g_00689	Prar.g_01287
OG0001553	Syak.g_01037	Prar.g_00342
OG0001554	Syak.g_01945	Prar.g_00756
OG0001565	Syak.g_00083	Prar.g_00475
OG0001572	Syak.g_00097	Prar.g_01192
OG0001582	Syak.g_00231	Prar.g_00517
OG0001588	Syak.g_01554	Prar.g_00363
OG0001602	Syak.g_00776	Prar.g_01531
OG0001625	Syak.g_01426	Prar.g_00329
OG0001633	Syak.g_00662	Prar.g_00914
OG0001647	Syak.g_01450	Prar.g_00314
OG0001712	Syak.g_00225	Prar.g_00472
OG0001713	Syak.g_00881	Prar.g_00560
OG0001726	Syak.g_00572	Prar.g_00469
OG0001745	Syak.g_00281	Prar.g_00765
OG0001924	Syak.g_02769	Prar.g_01574
OG0001925	Syak.g_02768	Prar.g_01573
OG0001926	Syak.g_02767	Prar.g_01572
OG0001927	Syak.g_02766	Prar.g_01571
OG0001993	Syak.g_02771	Prar.g_01576
OG0001994	Syak.g_02770	Prar.g_01575
OG0002109	Syak.g_01102	Prar.g_00937
OG0002111	Syak.g_00568	Prar.g_01421
OG0002125	Syak.g_01111	Prar.g_01080
OG0002156	Syak.g_01003	Prar.g_00583, Prar.g_00582
