Orthogroup	Syak	Pral
OG0001181	Syak.g_01296	Pral.g_00253
OG0001182	Syak.g_01287	Pral.g_00261
OG0001183	Syak.g_01282	Pral.g_00267
OG0001184	Syak.g_01571	Pral.g_00284
OG0001185	Syak.g_01643	Pral.g_00300
OG0001186	Syak.g_01709	Pral.g_00324
OG0001187	Syak.g_01712	Pral.g_00327
OG0001188	Syak.g_01714	Pral.g_00329
OG0001189	Syak.g_01736	Pral.g_00346
OG0001190	Syak.g_01942	Pral.g_00351
OG0001191	Syak.g_01928	Pral.g_00361
OG0001192	Syak.g_01921	Pral.g_00366
OG0001193	Syak.g_01888	Pral.g_00380
OG0001194	Syak.g_01882	Pral.g_00381
OG0001195	Syak.g_01881	Pral.g_00382
OG0001196	Syak.g_01811	Pral.g_00398
OG0001197	Syak.g_01809	Pral.g_00400
OG0001198	Syak.g_01798	Pral.g_00407
OG0001200	Syak.g_02247	Pral.g_00971
OG0001201	Syak.g_02191	Pral.g_00939
OG0001203	Syak.g_02307	Pral.g_00802
OG0001205	Syak.g_01181	Pral.g_00648
OG0001206	Syak.g_01148	Pral.g_00626
OG0001207	Syak.g_02566	Pral.g_00615
OG0001208	Syak.g_02576	Pral.g_00609
OG0001209	Syak.g_02643	Pral.g_00555
OG0001210	Syak.g_02654	Pral.g_00550
OG0001211	Syak.g_02669	Pral.g_00540
OG0001212	Syak.g_02728	Pral.g_00493
OG0001213	Syak.g_00025	Pral.g_00458
OG0001214	Syak.g_00037	Pral.g_01438
OG0001215	Syak.g_00697	Pral.g_01751
OG0001216	Syak.g_00805	Pral.g_01727
OG0001217	Syak.g_00138	Pral.g_00023
OG0001218	Syak.g_01093	Pral.g_01308
OG0001219	Syak.g_00551	Pral.g_01660
OG0001220	Syak.g_00580	Pral.g_01542
OG0001221	Syak.g_00390	Pral.g_01788
OG0001222	Syak.g_00517	Pral.g_01605
OG0001223	Syak.g_00472	Pral.g_01610
OG0001224	Syak.g_00739	Pral.g_01565
OG0001226	Syak.g_02239	Pral.g_01320, Pral.g_00967
OG0001227	Syak.g_00963	Pral.g_01327
OG0001228	Syak.g_00619	Pral.g_01421
OG0001229	Syak.g_00711	Pral.g_01299
OG0001230	Syak.g_01030	Pral.g_01174
OG0001232	Syak.g_02385	Pral.g_00130
OG0001233	Syak.g_02359	Pral.g_00150
OG0001234	Syak.g_01374	Pral.g_00188
OG0001235	Syak.g_01362	Pral.g_00192
OG0001236	Syak.g_01568	Pral.g_00281
OG0001237	Syak.g_01573	Pral.g_00285
OG0001238	Syak.g_01926	Pral.g_00362
OG0001239	Syak.g_02252	Pral.g_00976
OG0001240	Syak.g_02206	Pral.g_00954
OG0001241	Syak.g_02197	Pral.g_00945
OG0001242	Syak.g_02168	Pral.g_00926
OG0001243	Syak.g_02160	Pral.g_00919
OG0001244	Syak.g_02132	Pral.g_00904
OG0001245	Syak.g_00248	Pral.g_01840
OG0001246	Syak.g_02604	Pral.g_00016, Pral.g_00586
OG0001247	Syak.g_00618	Pral.g_01758
OG0001248	Syak.g_00147	Pral.g_01756
OG0001249	Syak.g_01251	Pral.g_00701
OG0001250	Syak.g_00602	Pral.g_01529
OG0001251	Syak.g_01875	Pral.g_01819
OG0001253	Syak.g_00250	Pral.g_01032
OG0001254	Syak.g_00272	Pral.g_00076
OG0001256	Syak.g_02430	Pral.g_01069
OG0001258	Syak.g_02420	Pral.g_00103
OG0001259	Syak.g_02361	Pral.g_00148
OG0001260	Syak.g_02332	Pral.g_00166
OG0001261	Syak.g_01315	Pral.g_00234
OG0001262	Syak.g_01734	Pral.g_00344
OG0001263	Syak.g_02157	Pral.g_00917
OG0001265	Syak.g_02170	Pral.g_00927
OG0001266	Syak.g_02057	Pral.g_00841
OG0001267	Syak.g_01459	Pral.g_00759
OG0001268	Syak.g_01240	Pral.g_00693
OG0001269	Syak.g_02323	Pral.g_01541
OG0001270	Syak.g_01194	Pral.g_00660
OG0001271	Syak.g_01121	Pral.g_00620
OG0001272	Syak.g_02580	Pral.g_00605
OG0001273	Syak.g_00030	Pral.g_01432
OG0001274	Syak.g_01988	Pral.g_00818
OG0001275	Syak.g_00633	Pral.g_01585
OG0001276	Syak.g_00649	Pral.g_01597
OG0001277	Syak.g_01829	Pral.g_01703
OG0001278	Syak.g_00671	Pral.g_01425
OG0001279	Syak.g_00105	Pral.g_00024
OG0001280	Syak.g_00933	Pral.g_01282
OG0001281	Syak.g_00944	Pral.g_01276
OG0001282	Syak.g_02564	Pral.g_01221
OG0001283	Syak.g_01818	Pral.g_00394
OG0001284	Syak.g_02446	Pral.g_01082
OG0001285	Syak.g_02381	Pral.g_00133
OG0001286	Syak.g_01301	Pral.g_00247
OG0001287	Syak.g_01652	Pral.g_00307
OG0001288	Syak.g_01686	Pral.g_00317
OG0001289	Syak.g_02222	Pral.g_00960
OG0001290	Syak.g_02198	Pral.g_00946
OG0001291	Syak.g_02147	Pral.g_00909
OG0001292	Syak.g_01410	Pral.g_00791
OG0001293	Syak.g_01432	Pral.g_00778
OG0001294	Syak.g_00355	Pral.g_00025
OG0001296	Syak.g_02610	Pral.g_00581
OG0001297	Syak.g_02614	Pral.g_00576
OG0001298	Syak.g_02703	Pral.g_00511
OG0001299	Syak.g_00349	Pral.g_01468
OG0001300	Syak.g_00706	Pral.g_01747
OG0001301	Syak.g_00721	Pral.g_01742
OG0001302	Syak.g_00068	Pral.g_01663
OG0001304	Syak.g_00664	Pral.g_01577
OG0001305	Syak.g_00728	Pral.g_01557
OG0001306	Syak.g_00915	Pral.g_01352
OG0001307	Syak.g_00344	Pral.g_01238
OG0001308	Syak.g_01054	Pral.g_01151
OG0001309	Syak.g_02620	Pral.g_00572
OG0001311	Syak.g_00651	Pral.g_01599
OG0001312	Syak.g_00537	Pral.g_01651
OG0001313	Syak.g_01140	Pral.g_01673
OG0001315	Syak.g_01284	Pral.g_01326
OG0001316	Syak.g_02140	Pral.g_00905
OG0001317	Syak.g_02302	Pral.g_00806
OG0001318	Syak.g_01424	Pral.g_00782
OG0001319	Syak.g_01448	Pral.g_00766
OG0001321	Syak.g_01172	Pral.g_00642
OG0001322	Syak.g_01171	Pral.g_00641
OG0001323	Syak.g_02623	Pral.g_00570
OG0001324	Syak.g_00707	Pral.g_01746
OG0001325	Syak.g_00800	Pral.g_01724
OG0001327	Syak.g_00362	Pral.g_01810
OG0001330	Syak.g_00925	Pral.g_01047
OG0001331	Syak.g_02559	Pral.g_01216
OG0001332	Syak.g_02485	Pral.g_01112
OG0001333	Syak.g_02365	Pral.g_00144
OG0001334	Syak.g_01274	Pral.g_00270
OG0001335	Syak.g_01273	Pral.g_00271
OG0001336	Syak.g_01817	Pral.g_00395
OG0001337	Syak.g_01262	Pral.g_00707
OG0001338	Syak.g_01258	Pral.g_00704
OG0001340	Syak.g_01261	Pral.g_00706
OG0001343	Syak.g_01877	Pral.g_01822
OG0001344	Syak.g_00893	Pral.g_01371
OG0001345	Syak.g_00856	Pral.g_01389
OG0001346	Syak.g_00937	Pral.g_01280
OG0001348	Syak.g_00774	Pral.g_01303
OG0001350	Syak.g_02306	Pral.g_00803
OG0001351	Syak.g_01164	Pral.g_00634
OG0001352	Syak.g_00764	Pral.g_01762
OG0001353	Syak.g_00612	Pral.g_01520
OG0001354	Syak.g_00485	Pral.g_01617
OG0001355	Syak.g_00144	Pral.g_01040
OG0001358	Syak.g_00007	Pral.g_00467
OG0001359	Syak.g_01878	Pral.g_01821
OG0001361	Syak.g_00859	Pral.g_01386
OG0001364	Syak.g_01552	Pral.g_00273
OG0001365	Syak.g_01937	Pral.g_00355
OG0001368	Syak.g_01403	Pral.g_01899, Pral.g_01702
OG0001369	Syak.g_02207	Pral.g_00955
OG0001371	Syak.g_02231	Pral.g_01763
OG0001375	Syak.g_01876	Pral.g_01823
OG0001379	Syak.g_00927	Pral.g_01287
OG0001380	Syak.g_00237	Pral.g_01345
OG0001394	Syak.g_00399	Pral.g_01784
OG0001398	Syak.g_00571	Pral.g_01710
OG0001401	Syak.g_00608	Pral.g_01672
OG0001402	Syak.g_00012	Pral.g_00463
OG0001405	Syak.g_01271	Pral.g_00713
OG0001409	Syak.g_00878	Pral.g_01376
OG0001410	Syak.g_00343	Pral.g_01237
OG0001411	Syak.g_01581	Pral.g_01264
OG0001425	Syak.g_01922	Pral.g_00365
OG0001429	Syak.g_00547	Pral.g_01659
OG0001430	Syak.g_01949, Syak.g_00314	Pral.g_01309
OG0001434	Syak.g_00404	Pral.g_01779
OG0001435	Syak.g_00369	Pral.g_01803
OG0001438	Syak.g_01475	Pral.g_00745
OG0001443	Syak.g_01909	Pral.g_01300
OG0001448	Syak.g_00121	Pral.g_01851
OG0001452	Syak.g_01419	Pral.g_01817
OG0001453	Syak.g_00465	Pral.g_00989
OG0001461	Syak.g_00276	Pral.g_00457
OG0001464	Syak.g_01260	Pral.g_00705
OG0001465	Syak.g_00775	Pral.g_01735
OG0001467	Syak.g_01022	Pral.g_01223
OG0001476	Syak.g_00882	Pral.g_01374
OG0001486	Syak.g_00900	Pral.g_01365
OG0001488	Syak.g_00872	Pral.g_01381
OG0001489	Syak.g_01291	Pral.g_00258
OG0001495	Syak.g_01357	Pral.g_00197
OG0001498	Syak.g_01214	Pral.g_00675
OG0001510	Syak.g_01662	Pral.g_00311
OG0001511	Syak.g_02183	Pral.g_00935
OG0001512	Syak.g_02308	Pral.g_01297
OG0001515	Syak.g_00701	Pral.g_01749
OG0001516	Syak.g_00346	Pral.g_01465
OG0001517	Syak.g_01245	Pral.g_00697
OG0001518	Syak.g_01924	Pral.g_00364
OG0001519	Syak.g_01907	Pral.g_00369
OG0001527	Syak.g_02682	Pral.g_00526
OG0001529	Syak.g_01743	Pral.g_01004
OG0001530	Syak.g_02185	Pral.g_00936
OG0001531	Syak.g_02309	Pral.g_00801
OG0001532	Syak.g_00838	Pral.g_01402
OG0001534	Syak.g_00665	Pral.g_01576
OG0001535	Syak.g_00646	Pral.g_01596
OG0001536	Syak.g_00508	Pral.g_01631
OG0001537	Syak.g_00392	Pral.g_01787
OG0001538	Syak.g_00439	Pral.g_01493
OG0001539	Syak.g_00364	Pral.g_01808
OG0001540	Syak.g_02155	Pral.g_00915
OG0001541	Syak.g_02089	Pral.g_00864
OG0001542	Syak.g_02080	Pral.g_00858
OG0001543	Syak.g_02007	Pral.g_01305
OG0001544	Syak.g_01908	Pral.g_00368
OG0001545	Syak.g_01830	Pral.g_00385
OG0001553	Syak.g_01037	Pral.g_01168
OG0001557	Syak.g_00400	Pral.g_01783
OG0001558	Syak.g_01774	Pral.g_00667, Pral.g_01676
OG0001559	Syak.g_02186	Pral.g_00937
OG0001560	Syak.g_02199	Pral.g_00947
OG0001561	Syak.g_00653	Pral.g_01601
OG0001562	Syak.g_00639	Pral.g_01589
OG0001563	Syak.g_01306	Pral.g_00242
OG0001565	Syak.g_00083	Pral.g_01872
OG0001574	Syak.g_02680	Pral.g_00528
OG0001576	Syak.g_00955	Pral.g_01268
OG0001577	Syak.g_00903	Pral.g_01362
OG0001579	Syak.g_01267	Pral.g_00709
OG0001580	Syak.g_01953	Pral.g_00997
OG0001588	Syak.g_01554	Pral.g_01229
OG0001589	Syak.g_02356	Pral.g_00153
OG0001591	Syak.g_00357	Pral.g_01770
OG0001592	Syak.g_01952	Pral.g_00998
OG0001602	Syak.g_00776	Pral.g_01736
OG0001614	Syak.g_01641	Pral.g_00299
OG0001616	Syak.g_00851	Pral.g_01392
OG0001617	Syak.g_00710	Pral.g_01745
OG0001619	Syak.g_00520	Pral.g_01641
OG0001620	Syak.g_01233	Pral.g_00689
OG0001621	Syak.g_01420	Pral.g_00786
OG0001622	Syak.g_01820	Pral.g_00393
OG0001636	Syak.g_01751	Pral.g_01010
OG0001638	Syak.g_02404	Pral.g_00118
OG0001639	Syak.g_02481	Pral.g_01109
OG0001640	Syak.g_00759	Pral.g_01572
OG0001642	Syak.g_00581	Pral.g_01540
OG0001644	Syak.g_00783	Pral.g_01714
OG0001652	Syak.g_01776	Pral.g_01678
OG0001654	Syak.g_02483	Pral.g_01111
OG0001655	Syak.g_00131	Pral.g_01302
OG0001656	Syak.g_01268	Pral.g_00710
OG0001657	Syak.g_02117	Pral.g_00889
OG0001658	Syak.g_01943	Pral.g_01002
OG0001659	Syak.g_00842	Pral.g_00433
OG0001671	Syak.g_02002	Pral.g_01685
OG0001673	Syak.g_02299	Pral.g_00808
OG0001676	Syak.g_01264	Pral.g_00708
OG0001678	Syak.g_01389	Pral.g_00174
OG0001679	Syak.g_00549	Pral.g_00703
OG0001692	Syak.g_01035	Pral.g_01170
OG0001694	Syak.g_01461	Pral.g_00757
OG0001703	Syak.g_02567	Pral.g_00614
OG0001713	Syak.g_00881	Pral.g_01375
OG0001717	Syak.g_02104	Pral.g_00876
OG0001729	Syak.g_02314	Pral.g_00798
OG0001731	Syak.g_02463	Pral.g_01096
OG0001737	Syak.g_01481	Pral.g_01686
OG0001748	Syak.g_02000	Pral.g_01684
OG0001761	Syak.g_02757	Pral.g_00473
OG0001770	Syak.g_00323	Pral.g_00028, Pral.g_00027, Pral.g_00001
OG0001803	Syak.g_01185	Pral.g_00652
OG0001810	Syak.g_02142	Pral.g_01688
OG0001813	Syak.g_01901	Pral.g_00372
OG0001816	Syak.g_00361	Pral.g_01811
OG0001837	Syak.g_02001	Pral.g_01683
OG0001907	Syak.g_02136	Pral.g_01056
OG0001936	Syak.g_00289	Pral.g_00069
OG0002111	Syak.g_00568	Pral.g_01869
OG0002237	Syak.g_00028	Pral.g_01431
OG0002247	Syak.g_02693	Pral.g_00517
OG0002348	Syak.g_00243	Pral.g_00033
OG0002349	Syak.g_02357	Pral.g_00152
OG0002589	Syak.g_00199	Pral.g_01877
OG0002700	Syak.g_02288	Pral.g_01319
OG0002931	Syak.g_00200	Pral.g_01876
