Orthogroup	Syak	Prak
OG0001175	Syak.g_01378	Prak.g_01723
OG0001176	Syak.g_01354	Prak.g_01731
OG0001177	Syak.g_01356	Prak.g_01733
OG0001178	Syak.g_02411	Prak.g_01650
OG0001179	Syak.g_01324	Prak.g_01763
OG0001181	Syak.g_01296	Prak.g_01790
OG0001182	Syak.g_01287	Prak.g_01798
OG0001183	Syak.g_01282	Prak.g_01803
OG0001184	Syak.g_01571	Prak.g_01821
OG0001185	Syak.g_01643	Prak.g_01837
OG0001186	Syak.g_01709	Prak.g_01861
OG0001187	Syak.g_01712	Prak.g_01864
OG0001188	Syak.g_01714	Prak.g_01866
OG0001189	Syak.g_01736	Prak.g_01883
OG0001190	Syak.g_01942	Prak.g_01888
OG0001191	Syak.g_01928	Prak.g_01898
OG0001192	Syak.g_01921	Prak.g_01903
OG0001193	Syak.g_01888	Prak.g_01915
OG0001194	Syak.g_01882	Prak.g_01916
OG0001195	Syak.g_01881	Prak.g_01917
OG0001196	Syak.g_01811	Prak.g_01933
OG0001197	Syak.g_01809	Prak.g_01935
OG0001198	Syak.g_01798	Prak.g_01942
OG0001199	Syak.g_02249	Prak.g_00079
OG0001200	Syak.g_02247	Prak.g_00081
OG0001201	Syak.g_02191	Prak.g_00114
OG0001202	Syak.g_02061	Prak.g_00212
OG0001203	Syak.g_02307	Prak.g_00254
OG0001204	Syak.g_01404	Prak.g_00260
OG0001205	Syak.g_01181	Prak.g_00407
OG0001206	Syak.g_01148	Prak.g_00427
OG0001207	Syak.g_02566	Prak.g_00438
OG0001208	Syak.g_02576	Prak.g_00443
OG0001209	Syak.g_02643	Prak.g_00494
OG0001210	Syak.g_02654	Prak.g_00499
OG0001211	Syak.g_02669	Prak.g_00510
OG0001212	Syak.g_02728	Prak.g_00557
OG0001213	Syak.g_00025	Prak.g_00592
OG0001214	Syak.g_00037	Prak.g_01106
OG0001215	Syak.g_00697	Prak.g_00818
OG0001216	Syak.g_00805	Prak.g_00839
OG0001217	Syak.g_00138	Prak.g_00728
OG0001218	Syak.g_01093	Prak.g_01235
OG0001219	Syak.g_00551	Prak.g_00944
OG0001220	Syak.g_00580	Prak.g_00901
OG0001221	Syak.g_00390	Prak.g_00781
OG0001222	Syak.g_00517	Prak.g_01023
OG0001223	Syak.g_00472	Prak.g_00991
OG0001224	Syak.g_00739	Prak.g_00924
OG0001226	Syak.g_02239	Prak.g_00600
OG0001227	Syak.g_00963	Prak.g_01220
OG0001228	Syak.g_00619	Prak.g_01122
OG0001229	Syak.g_00711	Prak.g_01234
OG0001230	Syak.g_01030	Prak.g_01384
OG0001231	Syak.g_01777	Prak.g_00384
OG0001232	Syak.g_02385	Prak.g_01668
OG0001233	Syak.g_02359	Prak.g_01688
OG0001234	Syak.g_01374	Prak.g_01725
OG0001235	Syak.g_01362	Prak.g_01729
OG0001236	Syak.g_01568	Prak.g_01818
OG0001237	Syak.g_01573	Prak.g_01822
OG0001238	Syak.g_01926	Prak.g_01899
OG0001239	Syak.g_02252	Prak.g_00076
OG0001240	Syak.g_02206	Prak.g_00097
OG0001241	Syak.g_02197	Prak.g_00107
OG0001242	Syak.g_02168	Prak.g_00127
OG0001243	Syak.g_02160	Prak.g_00134
OG0001244	Syak.g_02132	Prak.g_00149
OG0001245	Syak.g_00248	Prak.g_01211
OG0001247	Syak.g_00618	Prak.g_00811
OG0001248	Syak.g_00147	Prak.g_00813
OG0001249	Syak.g_01251	Prak.g_00353
OG0001250	Syak.g_00602	Prak.g_00888
OG0001251	Syak.g_01875	Prak.g_00749
OG0001252	Syak.g_00754	Prak.g_00929
OG0001253	Syak.g_00250	Prak.g_00603
OG0001254	Syak.g_00272	Prak.g_01552
OG0001255	Syak.g_00066	Prak.g_01190
OG0001256	Syak.g_02430	Prak.g_01480
OG0001258	Syak.g_02420	Prak.g_01641
OG0001259	Syak.g_02361	Prak.g_01686
OG0001260	Syak.g_02332	Prak.g_01703
OG0001261	Syak.g_01315	Prak.g_01771
OG0001262	Syak.g_01734	Prak.g_01881
OG0001263	Syak.g_02157	Prak.g_00136
OG0001265	Syak.g_02170	Prak.g_00126
OG0001266	Syak.g_02057	Prak.g_00216
OG0001267	Syak.g_01459	Prak.g_00298
OG0001268	Syak.g_01240	Prak.g_00361
OG0001269	Syak.g_02323	Prak.g_00900
OG0001270	Syak.g_01194	Prak.g_00396
OG0001271	Syak.g_01121	Prak.g_00433
OG0001272	Syak.g_02580	Prak.g_00447
OG0001273	Syak.g_00030	Prak.g_01112
OG0001274	Syak.g_01988	Prak.g_00240
OG0001275	Syak.g_00633	Prak.g_01001
OG0001276	Syak.g_00649	Prak.g_01015
OG0001277	Syak.g_01829	Prak.g_01921
OG0001278	Syak.g_00671	Prak.g_01118
OG0001279	Syak.g_00105	Prak.g_00668
OG0001280	Syak.g_00933	Prak.g_01276
OG0001281	Syak.g_00944	Prak.g_01282
OG0001282	Syak.g_02564	Prak.g_01330
OG0001283	Syak.g_01818	Prak.g_01930
OG0001284	Syak.g_02446	Prak.g_01466
OG0001285	Syak.g_02381	Prak.g_01671
OG0001286	Syak.g_01301	Prak.g_01784
OG0001287	Syak.g_01652	Prak.g_01844
OG0001288	Syak.g_01686	Prak.g_01854
OG0001289	Syak.g_02222	Prak.g_00091
OG0001290	Syak.g_02198	Prak.g_00106
OG0001291	Syak.g_02147	Prak.g_00144
OG0001292	Syak.g_01410	Prak.g_00265
OG0001293	Syak.g_01432	Prak.g_00278
OG0001295	Syak.g_00740	Prak.g_01514
OG0001296	Syak.g_02610	Prak.g_00470
OG0001297	Syak.g_02614	Prak.g_00475
OG0001298	Syak.g_02703	Prak.g_00537
OG0001299	Syak.g_00349	Prak.g_01075
OG0001300	Syak.g_00706	Prak.g_00822
OG0001301	Syak.g_00721	Prak.g_00827
OG0001302	Syak.g_00068	Prak.g_00940
OG0001303	Syak.g_00548	Prak.g_01607
OG0001304	Syak.g_00664	Prak.g_01028
OG0001305	Syak.g_00728	Prak.g_00916
OG0001306	Syak.g_00915	Prak.g_01187
OG0001307	Syak.g_00344	Prak.g_01304
OG0001308	Syak.g_01054	Prak.g_01401
OG0001309	Syak.g_02620	Prak.g_01508
OG0001311	Syak.g_00651	Prak.g_01017
OG0001312	Syak.g_00537	Prak.g_00953
OG0001314	Syak.g_00124	Prak.g_00635
OG0001315	Syak.g_01284	Prak.g_01225
OG0001316	Syak.g_02140	Prak.g_00148
OG0001317	Syak.g_02302	Prak.g_00250
OG0001318	Syak.g_01424	Prak.g_00274
OG0001319	Syak.g_01448	Prak.g_00291
OG0001321	Syak.g_01172	Prak.g_00413
OG0001322	Syak.g_01171	Prak.g_00414
OG0001323	Syak.g_02623	Prak.g_00480
OG0001324	Syak.g_00707	Prak.g_00823
OG0001325	Syak.g_00800	Prak.g_01058
OG0001327	Syak.g_00362	Prak.g_00758
OG0001328	Syak.g_00383	Prak.g_01258
OG0001329	Syak.g_00280	Prak.g_01604
OG0001330	Syak.g_00925	Prak.g_01497
OG0001331	Syak.g_02559	Prak.g_01335
OG0001332	Syak.g_02485	Prak.g_01437
OG0001333	Syak.g_02365	Prak.g_01682
OG0001334	Syak.g_01274	Prak.g_01806
OG0001335	Syak.g_01273	Prak.g_01807
OG0001337	Syak.g_01262	Prak.g_00348
OG0001338	Syak.g_01258	Prak.g_00351
OG0001340	Syak.g_01261	Prak.g_00349
OG0001343	Syak.g_01877	Prak.g_00746
OG0001344	Syak.g_00893	Prak.g_01168
OG0001345	Syak.g_00856	Prak.g_01152
OG0001346	Syak.g_00937	Prak.g_01278
OG0001348	Syak.g_00774	Prak.g_01512
OG0001350	Syak.g_02306	Prak.g_00253
OG0001351	Syak.g_01164	Prak.g_00419
OG0001352	Syak.g_00764	Prak.g_00807
OG0001353	Syak.g_00612	Prak.g_00878
OG0001354	Syak.g_00485	Prak.g_00983
OG0001355	Syak.g_00144	Prak.g_01037
OG0001356	Syak.g_00773	Prak.g_01633
OG0001357	Syak.g_00092	Prak.g_01251
OG0001359	Syak.g_01878	Prak.g_00747
OG0001364	Syak.g_01552	Prak.g_01809
OG0001365	Syak.g_01937	Prak.g_01892
OG0001368	Syak.g_01403	Prak.g_01252, Prak.g_00699, Prak.g_00633
OG0001369	Syak.g_02207	Prak.g_00096
OG0001371	Syak.g_02231	Prak.g_00806
OG0001375	Syak.g_01876	Prak.g_00745
OG0001379	Syak.g_00927	Prak.g_01271
OG0001380	Syak.g_00237	Prak.g_01237
OG0001382	Syak.g_01169	Prak.g_01240
OG0001394	Syak.g_00399	Prak.g_00785
OG0001398	Syak.g_00571	Prak.g_01537
OG0001401	Syak.g_00608	Prak.g_00883
OG0001402	Syak.g_00012	Prak.g_00586
OG0001409	Syak.g_00878	Prak.g_01164
OG0001410	Syak.g_00343	Prak.g_01303
OG0001411	Syak.g_01581	Prak.g_00066
OG0001422	Syak.g_00928	Prak.g_01247
OG0001425	Syak.g_01922	Prak.g_01902
OG0001429	Syak.g_00547	Prak.g_00945
OG0001430	Syak.g_01949, Syak.g_00314	Prak.g_01236
OG0001433	Syak.g_00771	Prak.g_01632
OG0001434	Syak.g_00404	Prak.g_00790
OG0001435	Syak.g_00369	Prak.g_00766
OG0001443	Syak.g_01909	Prak.g_01233
OG0001448	Syak.g_00121	Prak.g_00417
OG0001460	Syak.g_00770	Prak.g_01631
OG0001461	Syak.g_00276	Prak.g_00057
OG0001464	Syak.g_01260	Prak.g_00350
OG0001465	Syak.g_00775	Prak.g_00834
OG0001467	Syak.g_01022	Prak.g_01324
OG0001476	Syak.g_00882	Prak.g_01165
OG0001477	Syak.g_00718	Prak.g_00691
OG0001486	Syak.g_00900	Prak.g_01174
OG0001488	Syak.g_00872	Prak.g_01159
OG0001489	Syak.g_01291	Prak.g_01795
OG0001496	Syak.g_00715	Prak.g_00689
OG0001497	Syak.g_00717	Prak.g_00690
OG0001498	Syak.g_01214	Prak.g_00380
OG0001510	Syak.g_01662	Prak.g_01848
OG0001511	Syak.g_02183	Prak.g_00118
OG0001512	Syak.g_02308	Prak.g_01229
OG0001514	Syak.g_00714	Prak.g_00688
OG0001515	Syak.g_00701	Prak.g_00820
OG0001516	Syak.g_00346	Prak.g_01078
OG0001517	Syak.g_01245	Prak.g_00357
OG0001518	Syak.g_01924	Prak.g_01901
OG0001519	Syak.g_01907	Prak.g_01906
OG0001525	Syak.g_00091	Prak.g_01610
OG0001527	Syak.g_02682	Prak.g_00523
OG0001529	Syak.g_01743	Prak.g_00041
OG0001530	Syak.g_02185	Prak.g_00117
OG0001531	Syak.g_02309	Prak.g_00255
OG0001532	Syak.g_00838	Prak.g_01141
OG0001534	Syak.g_00665	Prak.g_01029
OG0001535	Syak.g_00646	Prak.g_01013
OG0001536	Syak.g_00508	Prak.g_00969
OG0001537	Syak.g_00392	Prak.g_00782
OG0001538	Syak.g_00439	Prak.g_00850
OG0001539	Syak.g_00364	Prak.g_00760
OG0001540	Syak.g_02155	Prak.g_00138
OG0001541	Syak.g_02089	Prak.g_00192
OG0001542	Syak.g_02080	Prak.g_00198
OG0001543	Syak.g_02007	Prak.g_01263
OG0001544	Syak.g_01908	Prak.g_01905
OG0001545	Syak.g_01830	Prak.g_01920
OG0001549	Syak.g_00577	Prak.g_00910
OG0001557	Syak.g_00400	Prak.g_00786
OG0001559	Syak.g_02186	Prak.g_00116
OG0001560	Syak.g_02199	Prak.g_00105
OG0001561	Syak.g_00653	Prak.g_01019
OG0001562	Syak.g_00639	Prak.g_01006
OG0001563	Syak.g_01306	Prak.g_01779
OG0001564	Syak.g_01860	Prak.g_00060
OG0001565	Syak.g_00083	Prak.g_00642
OG0001572	Syak.g_00097	Prak.g_00669
OG0001574	Syak.g_02680	Prak.g_00521
OG0001576	Syak.g_00955	Prak.g_01291
OG0001577	Syak.g_00903	Prak.g_01177
OG0001579	Syak.g_01267	Prak.g_00346
OG0001580	Syak.g_01953	Prak.g_00048
OG0001588	Syak.g_01554	Prak.g_00387
OG0001589	Syak.g_02356	Prak.g_01690
OG0001591	Syak.g_00357	Prak.g_00799
OG0001592	Syak.g_01952	Prak.g_00047
OG0001614	Syak.g_01641	Prak.g_01836
OG0001616	Syak.g_00851	Prak.g_01149
OG0001617	Syak.g_00710	Prak.g_00824
OG0001619	Syak.g_00520	Prak.g_00962
OG0001620	Syak.g_01233	Prak.g_00365
OG0001621	Syak.g_01420	Prak.g_00270
OG0001622	Syak.g_01820	Prak.g_01929
OG0001636	Syak.g_01751	Prak.g_00035
OG0001638	Syak.g_02404	Prak.g_01656
OG0001639	Syak.g_02481	Prak.g_01440
OG0001640	Syak.g_00759	Prak.g_00932
OG0001641	Syak.g_00467	Prak.g_00994
OG0001642	Syak.g_00581	Prak.g_00899
OG0001643	Syak.g_00040	Prak.g_01103
OG0001644	Syak.g_00783	Prak.g_01048
OG0001654	Syak.g_02483	Prak.g_01438
OG0001656	Syak.g_01268	Prak.g_00345
OG0001657	Syak.g_02117	Prak.g_00167
OG0001658	Syak.g_01943	Prak.g_00043
OG0001659	Syak.g_00842	Prak.g_01517
OG0001676	Syak.g_01264	Prak.g_00347
OG0001678	Syak.g_01389	Prak.g_01712
OG0001679	Syak.g_00549	Prak.g_00352
OG0001693	Syak.g_00735, Syak.g_00733	Prak.g_01589
OG0001717	Syak.g_02104	Prak.g_00684
OG0001733	Syak.g_00359	Prak.g_01629
OG0001747	Syak.g_02134, Syak.g_02135	Prak.g_00388
OG0001758	Syak.g_00292	Prak.g_01623
OG0001769	Syak.g_00972	Prak.g_01224
OG0001770	Syak.g_00323	Prak.g_01560
OG0001771	Syak.g_00145	Prak.g_01572
OG0001807	Syak.g_01548	Prak.g_00059
OG0001875	Syak.g_00293	Prak.g_01622
OG0001876	Syak.g_00294	Prak.g_01621
OG0001917	Syak.g_00648	Prak.g_01014
OG0001965	Syak.g_00384	Prak.g_01579
OG0002003	Syak.g_00700	Prak.g_00720
OG0002106	Syak.g_00071	Prak.g_01249
OG0002109	Syak.g_01102	Prak.g_00725
OG0002122	Syak.g_00699	Prak.g_00719
OG0002348	Syak.g_00243	Prak.g_01511
OG0002433	Syak.g_00130	Prak.g_01536
OG0002487	Syak.g_00128	Prak.g_01260
OG0002518	Syak.g_00195	Prak.g_00616
OG0002926	Syak.g_01101	Prak.g_00724
