Orthogroup	Pral	Syah
OG0001179	Pral.g_00226	Syah.g_00767
OG0001180	Pral.g_00249	Syah.g_00792
OG0001181	Pral.g_00253	Syah.g_00796
OG0001182	Pral.g_00261	Syah.g_00805
OG0001183	Pral.g_00267	Syah.g_00810
OG0001184	Pral.g_00284	Syah.g_00192
OG0001185	Pral.g_00300	Syah.g_00244
OG0001186	Pral.g_00324	Syah.g_00294
OG0001187	Pral.g_00327	Syah.g_00289
OG0001188	Pral.g_00329	Syah.g_00299
OG0001189	Pral.g_00346	Syah.g_00316
OG0001190	Pral.g_00351	Syah.g_00512
OG0001191	Pral.g_00361	Syah.g_00491
OG0001192	Pral.g_00366	Syah.g_00485
OG0001193	Pral.g_00380	Syah.g_00456
OG0001194	Pral.g_00381	Syah.g_00454
OG0001195	Pral.g_00382	Syah.g_00453
OG0001196	Pral.g_00398	Syah.g_00390
OG0001197	Pral.g_00400	Syah.g_00388
OG0001198	Pral.g_00407	Syah.g_00376
OG0001200	Pral.g_00971	Syah.g_02490
OG0001201	Pral.g_00939	Syah.g_02538
OG0001203	Pral.g_00802	Syah.g_00909
OG0001205	Pral.g_00648	Syah.g_02222
OG0001206	Pral.g_00626	Syah.g_01208
OG0001207	Pral.g_00615	Syah.g_00987
OG0001208	Pral.g_00609	Syah.g_00999
OG0001209	Pral.g_00555	Syah.g_01067
OG0001210	Pral.g_00550	Syah.g_01074
OG0001211	Pral.g_00540	Syah.g_01092
OG0001212	Pral.g_00493	Syah.g_01150
OG0001213	Pral.g_00458	Syah.g_01946
OG0001214	Pral.g_01438	Syah.g_01933
OG0001215	Pral.g_01751	Syah.g_01996
OG0001216	Pral.g_01727	Syah.g_01727
OG0001217	Pral.g_00023	Syah.g_01869
OG0001218	Pral.g_01308	Syah.g_01244
OG0001219	Pral.g_01660	Syah.g_01578
OG0001220	Pral.g_01542	Syah.g_02113
OG0001221	Pral.g_01788	Syah.g_01816
OG0001223	Pral.g_01610	Syah.g_01654
OG0001224	Pral.g_01565	Syah.g_02034
OG0001225	Pral.g_01563	Syah.g_02032
OG0001226	Pral.g_01320	Syah.g_01887
OG0001227	Pral.g_01327	Syah.g_00472
OG0001228	Pral.g_01421	Syah.g_02228
OG0001229	Pral.g_01299	Syah.g_02009
OG0001230	Pral.g_01174	Syah.g_01302
OG0001232	Pral.g_00130	Syah.g_02422
OG0001233	Pral.g_00150	Syah.g_02266
OG0001234	Pral.g_00188	Syah.g_00706
OG0001236	Pral.g_00281	Syah.g_00189
OG0001237	Pral.g_00285	Syah.g_00201
OG0001238	Pral.g_00362	Syah.g_00490
OG0001240	Pral.g_00954	Syah.g_02523
OG0001241	Pral.g_00945	Syah.g_02532
OG0001242	Pral.g_00926	Syah.g_00011
OG0001243	Pral.g_00919	Syah.g_00017
OG0001244	Pral.g_00904	Syah.g_00049
OG0001245	Pral.g_01840	Syah.g_01848
OG0001246	Pral.g_00016, Pral.g_00586	Syah.g_01025
OG0001247	Pral.g_01758	Syah.g_01741
OG0001248	Pral.g_01756	Syah.g_01744
OG0001249	Pral.g_00701	Syah.g_00849
OG0001250	Pral.g_01529	Syah.g_02090
OG0001251	Pral.g_01819	Syah.g_00448
OG0001253	Pral.g_01032	Syah.g_01849
OG0001254	Pral.g_00076	Syah.g_01438
OG0001256	Pral.g_01069	Syah.g_02369
OG0001258	Pral.g_00103	Syah.g_02379
OG0001259	Pral.g_00148	Syah.g_02264
OG0001260	Pral.g_00166	Syah.g_02286
OG0001262	Pral.g_00344	Syah.g_00314
OG0001263	Pral.g_00917	Syah.g_00020
OG0001265	Pral.g_00927	Syah.g_00009
OG0001266	Pral.g_00841	Syah.g_00590
OG0001267	Pral.g_00759	Syah.g_00624
OG0001268	Pral.g_00693	Syah.g_00864
OG0001269	Pral.g_01541	Syah.g_00916
OG0001270	Pral.g_00660	Syah.g_02238
OG0001271	Pral.g_00620	Syah.g_01218
OG0001272	Pral.g_00605	Syah.g_01003
OG0001273	Pral.g_01432	Syah.g_01940
OG0001274	Pral.g_00818	Syah.g_00537
OG0001275	Pral.g_01585	Syah.g_01669
OG0001276	Pral.g_01597	Syah.g_01685
OG0001277	Pral.g_01703	Syah.g_00404
OG0001278	Pral.g_01425	Syah.g_01390
OG0001279	Pral.g_00024	Syah.g_01323
OG0001280	Pral.g_01282	Syah.g_02197
OG0001281	Pral.g_01276	Syah.g_02207
OG0001282	Pral.g_01221	Syah.g_00985
OG0001283	Pral.g_00394	Syah.g_00395
OG0001284	Pral.g_01082	Syah.g_02348
OG0001286	Pral.g_00247	Syah.g_00790
OG0001287	Pral.g_00307	Syah.g_00252
OG0001288	Pral.g_00317	Syah.g_00266
OG0001289	Pral.g_00960	Syah.g_02508
OG0001291	Pral.g_00909	Syah.g_00032
OG0001292	Pral.g_00791	Syah.g_00671
OG0001293	Pral.g_00778	Syah.g_00650
OG0001294	Pral.g_00025	Syah.g_01507
OG0001296	Pral.g_00581	Syah.g_01030
OG0001297	Pral.g_00576	Syah.g_01034
OG0001298	Pral.g_00511	Syah.g_01128
OG0001299	Pral.g_01468	Syah.g_01501
OG0001300	Pral.g_01747	Syah.g_02005
OG0001301	Pral.g_01742	Syah.g_02018
OG0001302	Pral.g_01663	Syah.g_01901
OG0001304	Pral.g_01577	Syah.g_01698
OG0001305	Pral.g_01557	Syah.g_02024
OG0001306	Pral.g_01352	Syah.g_02179
OG0001307	Pral.g_01238	Syah.g_00724
OG0001309	Pral.g_00572	Syah.g_01040
OG0001310	Pral.g_00120	Syah.g_02402
OG0001311	Pral.g_01599	Syah.g_01687
OG0001312	Pral.g_01651	Syah.g_01590
OG0001313	Pral.g_01673	Syah.g_00564
OG0001315	Pral.g_01326	Syah.g_00808
OG0001316	Pral.g_00905	Syah.g_00039
OG0001317	Pral.g_00806	Syah.g_00905
OG0001318	Pral.g_00782	Syah.g_00658
OG0001319	Pral.g_00766	Syah.g_00635
OG0001321	Pral.g_00642	Syah.g_02216
OG0001322	Pral.g_00641	Syah.g_02215
OG0001323	Pral.g_00570	Syah.g_01043
OG0001324	Pral.g_01746	Syah.g_02006
OG0001325	Pral.g_01724	Syah.g_01723
OG0001327	Pral.g_01810	Syah.g_01519
OG0001330	Pral.g_01047	Syah.g_02190
OG0001332	Pral.g_01112	Syah.g_02308
OG0001333	Pral.g_00144	Syah.g_02260
OG0001334	Pral.g_00270	Syah.g_00818
OG0001335	Pral.g_00271	Syah.g_00819
OG0001336	Pral.g_00395	Syah.g_00394
OG0001337	Pral.g_00707	Syah.g_00815, Syah.g_00837
OG0001338	Pral.g_00704	Syah.g_00856, Syah.g_02456, Syah.g_00841, Syah.g_00829
OG0001340	Pral.g_00706	Syah.g_00838
OG0001341	Pral.g_01304	Syah.g_02011
OG0001343	Pral.g_01822	Syah.g_00450
OG0001344	Pral.g_01371	Syah.g_02153
OG0001345	Pral.g_01389	Syah.g_02124
OG0001346	Pral.g_01280	Syah.g_02200
OG0001348	Pral.g_01303	Syah.g_02073
OG0001352	Pral.g_01762	Syah.g_01058
OG0001353	Pral.g_01520	Syah.g_02079
OG0001354	Pral.g_01617	Syah.g_01641
OG0001355	Pral.g_01040	Syah.g_01077
OG0001358	Pral.g_00467	Syah.g_01963
OG0001359	Pral.g_01821	Syah.g_00451
OG0001361	Pral.g_01386	Syah.g_02127
OG0001362	Pral.g_01147	Syah.g_01275
OG0001363	Pral.g_01145	Syah.g_01273
OG0001364	Pral.g_00273	Syah.g_00174
OG0001368	Pral.g_01899, Pral.g_01702	Syah.g_00677
OG0001372	Pral.g_00043	Syah.g_01055
OG0001375	Pral.g_01823	Syah.g_00449
OG0001379	Pral.g_01287	Syah.g_02192
OG0001381	Pral.g_01343	Syah.g_00717
OG0001394	Pral.g_01784	Syah.g_01810
OG0001397	Pral.g_01146	Syah.g_01274
OG0001398	Pral.g_01710	Syah.g_01563
OG0001400	Pral.g_01057	Syah.g_00045
OG0001401	Pral.g_01672	Syah.g_02084
OG0001402	Pral.g_00463	Syah.g_01958
OG0001403	Pral.g_01013	Syah.g_00341
OG0001404	Pral.g_00979	Syah.g_02482
OG0001405	Pral.g_00713	Syah.g_00821
OG0001407	Pral.g_00051	Syah.g_01059
OG0001410	Pral.g_01237	Syah.g_00725
OG0001414	Pral.g_00812	Syah.g_00718
OG0001419	Pral.g_00052	Syah.g_01060
OG0001421	Pral.g_01068	Syah.g_01851
OG0001425	Pral.g_00365	Syah.g_00486
OG0001430	Pral.g_01309	Syah.g_00518
OG0001434	Pral.g_01779	Syah.g_01805
OG0001435	Pral.g_01803	Syah.g_01525
OG0001438	Pral.g_00745	Syah.g_00102
OG0001443	Pral.g_01300	Syah.g_00478
OG0001446	Pral.g_00048	Syah.g_01731
OG0001448	Pral.g_01851	Syah.g_01540
OG0001452	Pral.g_01817	Syah.g_00663
OG0001461	Pral.g_00457	Syah.g_00711
OG0001465	Pral.g_01735	Syah.g_01737
OG0001468	Pral.g_01834	Syah.g_01899
OG0001476	Pral.g_01374	Syah.g_02145
OG0001481	Pral.g_00671	Syah.g_01703
OG0001484	Pral.g_01053	Syah.g_00435
OG0001487	Pral.g_01120	Syah.g_01245
OG0001488	Pral.g_01381	Syah.g_02136
OG0001489	Pral.g_00258	Syah.g_00801
OG0001494	Pral.g_01255, Pral.g_01252	Syah.g_00325
OG0001495	Pral.g_00197	Syah.g_00735
OG0001498	Pral.g_00675	Syah.g_00889
OG0001499	Pral.g_01846	Syah.g_01463, Syah.g_01462
OG0001510	Pral.g_00311	Syah.g_00256
OG0001511	Pral.g_00935	Syah.g_02546
OG0001512	Pral.g_01297	Syah.g_00910
OG0001515	Pral.g_01749	Syah.g_02001
OG0001516	Pral.g_01465	Syah.g_01498
OG0001517	Pral.g_00697	Syah.g_00859
OG0001518	Pral.g_00364	Syah.g_00488
OG0001519	Pral.g_00369	Syah.g_00476
OG0001522	Pral.g_01521	Syah.g_02080
OG0001527	Pral.g_00526	Syah.g_01107
OG0001529	Pral.g_01004	Syah.g_00328
OG0001530	Pral.g_00936	Syah.g_02544
OG0001531	Pral.g_00801	Syah.g_00911
OG0001532	Pral.g_01402	Syah.g_01420
OG0001534	Pral.g_01576	Syah.g_01699
OG0001535	Pral.g_01596	Syah.g_01683
OG0001536	Pral.g_01631	Syah.g_01617
OG0001537	Pral.g_01787	Syah.g_01815
OG0001538	Pral.g_01493	Syah.g_01774
OG0001539	Pral.g_01808	Syah.g_01521
OG0001540	Pral.g_00915	Syah.g_00022
OG0001541	Pral.g_00864	Syah.g_00621
OG0001542	Pral.g_00858	Syah.g_00612
OG0001543	Pral.g_01305	Syah.g_00568
OG0001544	Pral.g_00368	Syah.g_00477
OG0001545	Pral.g_00385	Syah.g_00405
OG0001548	Pral.g_01858	Syah.g_01882
OG0001557	Pral.g_01783	Syah.g_01809
OG0001558	Pral.g_00667, Pral.g_01676	Syah.g_00562
OG0001559	Pral.g_00937	Syah.g_02543
OG0001560	Pral.g_00947	Syah.g_02531
OG0001561	Pral.g_01601	Syah.g_01689
OG0001562	Pral.g_01589	Syah.g_01675
OG0001563	Pral.g_00242	Syah.g_00784
OG0001574	Pral.g_00528	Syah.g_01105
OG0001575	Pral.g_00523	Syah.g_01110
OG0001576	Pral.g_01268	Syah.g_01172
OG0001577	Pral.g_01362	Syah.g_02162
OG0001579	Pral.g_00709	Syah.g_00824, Syah.g_00828
OG0001580	Pral.g_00997	Syah.g_00523, Syah.g_00522
OG0001586	Pral.g_01260	Syah.g_00218
OG0001588	Pral.g_01229	Syah.g_00177
OG0001589	Pral.g_00153	Syah.g_02269
OG0001591	Pral.g_01770	Syah.g_01509
OG0001592	Pral.g_00998	Syah.g_00521
OG0001602	Pral.g_01736	Syah.g_01738
OG0001614	Pral.g_00299	Syah.g_00242
OG0001616	Pral.g_01392	Syah.g_01430
OG0001617	Pral.g_01745	Syah.g_02008
OG0001619	Pral.g_01641	Syah.g_01607
OG0001620	Pral.g_00689	Syah.g_00871
OG0001621	Pral.g_00786	Syah.g_00662
OG0001622	Pral.g_00393	Syah.g_00396
OG0001636	Pral.g_01010	Syah.g_00336
OG0001638	Pral.g_00118	Syah.g_02399
OG0001639	Pral.g_01109	Syah.g_02312
OG0001640	Pral.g_01572	Syah.g_02060
OG0001644	Pral.g_01714	Syah.g_01709
OG0001652	Pral.g_01678	Syah.g_00560
OG0001654	Pral.g_01111	Syah.g_02310
OG0001655	Pral.g_01302	Syah.g_02446
OG0001656	Pral.g_00710	Syah.g_00827
OG0001657	Pral.g_00889	Syah.g_00063
OG0001658	Pral.g_01002	Syah.g_00513
OG0001659	Pral.g_00433	Syah.g_01424
OG0001671	Pral.g_01685	Syah.g_00550
OG0001673	Pral.g_00808	Syah.g_00903
OG0001676	Pral.g_00708	Syah.g_00826
OG0001678	Pral.g_00174	Syah.g_00691
OG0001679	Pral.g_00703	Syah.g_01114
OG0001691	Pral.g_01574	Syah.g_01965
OG0001692	Pral.g_01170	Syah.g_01297
OG0001694	Pral.g_00757	Syah.g_00622
OG0001703	Pral.g_00614	Syah.g_00988
OG0001713	Pral.g_01375	Syah.g_02144
OG0001717	Pral.g_00876	Syah.g_00076
OG0001729	Pral.g_00798	Syah.g_00914
OG0001731	Pral.g_01096	Syah.g_02332
OG0001737	Pral.g_01686	Syah.g_00108
OG0001748	Pral.g_01684	Syah.g_00549
OG0001761	Pral.g_00473	Syah.g_01971
OG0001770	Pral.g_00028, Pral.g_00027, Pral.g_00001	Syah.g_01448
OG0001795	Pral.g_01836	Syah.g_01461
OG0001803	Pral.g_00652	Syah.g_02226
OG0001810	Pral.g_01688	Syah.g_00037
OG0001813	Pral.g_00372	Syah.g_00467
OG0001816	Pral.g_01811	Syah.g_01518
OG0001837	Pral.g_01683	Syah.g_00555
OG0001907	Pral.g_01056	Syah.g_00043
OG0001916	Pral.g_00594	Syah.g_01014
OG0001936	Pral.g_00069	Syah.g_01889
OG0001974	Pral.g_00014	Syah.g_00515
OG0002237	Pral.g_01431	Syah.g_01942
OG0002247	Pral.g_00517	Syah.g_01119
OG0002285	Pral.g_01648	Syah.g_01593
OG0002349	Pral.g_00152	Syah.g_02268
OG0002426	Pral.g_00092	Syah.g_00212
OG0002490	Pral.g_00640	Syah.g_00214
OG0002589	Pral.g_01877	Syah.g_01482
OG0002931	Pral.g_01876	Syah.g_01483
OG0003370	Pral.g_01675	Syah.g_00563
OG0003371	Pral.g_01682	Syah.g_00556
OG0003372	Pral.g_01680	Syah.g_00558
OG0003660	Pral.g_01681	Syah.g_00557
OG0003806	Pral.g_01679	Syah.g_00559
OG0004259	Pral.g_01227	Syah.g_00221
