Orthogroup	Pral	Syaj
OG0001122	Pral.g_01593	Syaj.g_00817
OG0001123	Pral.g_01598	Syaj.g_00810
OG0001124	Pral.g_01600	Syaj.g_00808
OG0001125	Pral.g_01602	Syaj.g_00806
OG0001126	Pral.g_01571	Syaj.g_00413
OG0001127	Pral.g_01570	Syaj.g_00414
OG0001128	Pral.g_01569	Syaj.g_00417
OG0001129	Pral.g_01568	Syaj.g_00419
OG0001130	Pral.g_01567	Syaj.g_00420
OG0001131	Pral.g_01321	Syaj.g_01070
OG0001132	Pral.g_01033	Syaj.g_01166
OG0001133	Pral.g_01314	Syaj.g_01302
OG0001134	Pral.g_00056, Pral.g_00078	Syaj.g_00645
OG0001136	Pral.g_01364	Syaj.g_00300
OG0001137	Pral.g_01377	Syaj.g_00318
OG0001138	Pral.g_01401	Syaj.g_00620
OG0001139	Pral.g_01403	Syaj.g_00618
OG0001141	Pral.g_01404	Syaj.g_00616
OG0001142	Pral.g_01405	Syaj.g_00615
OG0001143	Pral.g_01412	Syaj.g_00602
OG0001144	Pral.g_01417	Syaj.g_00588
OG0001145	Pral.g_01289	Syaj.g_00276
OG0001146	Pral.g_01277	Syaj.g_01518
OG0001147	Pral.g_01235	Syaj.g_01438
OG0001148	Pral.g_01220	Syaj.g_00057
OG0001149	Pral.g_01219	Syaj.g_00056
OG0001150	Pral.g_01218	Syaj.g_00055
OG0001151	Pral.g_01207	Syaj.g_00043
OG0001152	Pral.g_01206	Syaj.g_00040
OG0001153	Pral.g_01128	Syaj.g_01425
OG0001154	Pral.g_01127	Syaj.g_01426
OG0001155	Pral.g_01108	Syaj.g_01637
OG0001156	Pral.g_01105	Syaj.g_01640
OG0001157	Pral.g_01104	Syaj.g_01641
OG0001158	Pral.g_01103	Syaj.g_01643
OG0001159	Pral.g_01102	Syaj.g_01644
OG0001160	Pral.g_01076	Syaj.g_01697
OG0001161	Pral.g_00045	Syaj.g_02148
OG0001163	Pral.g_00098	Syaj.g_01705
OG0001164	Pral.g_00102	Syaj.g_01711
OG0001165	Pral.g_00105	Syaj.g_01716
OG0001166	Pral.g_00126	Syaj.g_01746
OG0001167	Pral.g_00143	Syaj.g_01592
OG0001168	Pral.g_00145	Syaj.g_01594
OG0001169	Pral.g_00147	Syaj.g_01596
OG0001170	Pral.g_00149	Syaj.g_01597
OG0001171	Pral.g_00160	Syaj.g_01607
OG0001172	Pral.g_00175	Syaj.g_02641
OG0001173	Pral.g_00176	Syaj.g_02642
OG0001174	Pral.g_00184	Syaj.g_02650
OG0001175	Pral.g_00185	Syaj.g_02651
OG0001176	Pral.g_00194	Syaj.g_02688
OG0001177	Pral.g_00196	Syaj.g_02685
OG0001178	Pral.g_00112	Syaj.g_01726
OG0001179	Pral.g_00226	Syaj.g_02719
OG0001180	Pral.g_00249	Syaj.g_02744
OG0001181	Pral.g_00253	Syaj.g_02748
OG0001182	Pral.g_00261	Syaj.g_02757
OG0001183	Pral.g_00267	Syaj.g_02762
OG0001184	Pral.g_00284	Syaj.g_02449
OG0001185	Pral.g_00300	Syaj.g_02423
OG0001186	Pral.g_00324	Syaj.g_02339
OG0001187	Pral.g_00327	Syaj.g_02369
OG0001188	Pral.g_00329	Syaj.g_02336
OG0001189	Pral.g_00346	Syaj.g_02318
OG0001190	Pral.g_00351	Syaj.g_02111
OG0001191	Pral.g_00361	Syaj.g_02128
OG0001192	Pral.g_00366	Syaj.g_02138
OG0001193	Pral.g_00380	Syaj.g_02178
OG0001194	Pral.g_00381	Syaj.g_02180
OG0001195	Pral.g_00382	Syaj.g_02181
OG0001196	Pral.g_00398	Syaj.g_02244
OG0001197	Pral.g_00400	Syaj.g_02246
OG0001198	Pral.g_00407	Syaj.g_02259
OG0001200	Pral.g_00971	Syaj.g_01827
OG0001201	Pral.g_00939	Syaj.g_01888
OG0001203	Pral.g_00802	Syaj.g_02877
OG0001205	Pral.g_00648	Syaj.g_01545
OG0001206	Pral.g_00626	Syaj.g_01484
OG0001207	Pral.g_00615	Syaj.g_00061
OG0001208	Pral.g_00609	Syaj.g_00074
OG0001209	Pral.g_00555	Syaj.g_00147
OG0001210	Pral.g_00550	Syaj.g_00158
OG0001211	Pral.g_00540	Syaj.g_00184
OG0001212	Pral.g_00493	Syaj.g_00246
OG0001214	Pral.g_01438	Syaj.g_01281
OG0001215	Pral.g_01751	Syaj.g_00492
OG0001216	Pral.g_01727	Syaj.g_00958
OG0001218	Pral.g_01308	Syaj.g_01434
OG0001219	Pral.g_01660	Syaj.g_00782
OG0001220	Pral.g_01542	Syaj.g_00345
OG0001221	Pral.g_01788	Syaj.g_01067
OG0001222	Pral.g_01605	Syaj.g_00911
OG0001223	Pral.g_01610	Syaj.g_00844
OG0001224	Pral.g_01565	Syaj.g_00423
OG0001225	Pral.g_01563	Syaj.g_00425
OG0001227	Pral.g_01327	Syaj.g_02152
OG0001228	Pral.g_01421	Syaj.g_01565
OG0001229	Pral.g_01299	Syaj.g_00451
OG0001232	Pral.g_00130	Syaj.g_01757
OG0001233	Pral.g_00150	Syaj.g_01598
OG0001234	Pral.g_00188	Syaj.g_02655
OG0001235	Pral.g_00192	Syaj.g_02679
OG0001236	Pral.g_00281	Syaj.g_02453
OG0001237	Pral.g_00285	Syaj.g_02447
OG0001239	Pral.g_00976	Syaj.g_01822
OG0001240	Pral.g_00954	Syaj.g_01871
OG0001242	Pral.g_00926	Syaj.g_01913
OG0001243	Pral.g_00919	Syaj.g_01926
OG0001244	Pral.g_00904	Syaj.g_01960
OG0001246	Pral.g_00016, Pral.g_00586	Syaj.g_00100
OG0001247	Pral.g_01758	Syaj.g_00973
OG0001248	Pral.g_01756	Syaj.g_00978
OG0001250	Pral.g_01529	Syaj.g_00375
OG0001251	Pral.g_01819	Syaj.g_02187
OG0001253	Pral.g_01032	Syaj.g_01165
OG0001254	Pral.g_00076	Syaj.g_00646
OG0001256	Pral.g_01069	Syaj.g_01704
OG0001258	Pral.g_00103	Syaj.g_01714
OG0001260	Pral.g_00166	Syaj.g_01617
OG0001261	Pral.g_00234	Syaj.g_02728
OG0001262	Pral.g_00344	Syaj.g_02320
OG0001263	Pral.g_00917	Syaj.g_01929
OG0001265	Pral.g_00927	Syaj.g_01911
OG0001266	Pral.g_00841	Syaj.g_02036
OG0001267	Pral.g_00759	Syaj.g_02565
OG0001268	Pral.g_00693	Syaj.g_02811
OG0001270	Pral.g_00660	Syaj.g_01558
OG0001271	Pral.g_00620	Syaj.g_01447
OG0001272	Pral.g_00605	Syaj.g_00078
OG0001273	Pral.g_01432	Syaj.g_01288
OG0001274	Pral.g_00818	Syaj.g_02077
OG0001275	Pral.g_01585	Syaj.g_00827
OG0001276	Pral.g_01597	Syaj.g_00811
OG0001277	Pral.g_01703	Syaj.g_02227
OG0001278	Pral.g_01425	Syaj.g_00575
OG0001279	Pral.g_00024	Syaj.g_01356
OG0001280	Pral.g_01282	Syaj.g_01508
OG0001281	Pral.g_01276	Syaj.g_01519
OG0001282	Pral.g_01221	Syaj.g_00058
OG0001283	Pral.g_00394	Syaj.g_02238
OG0001284	Pral.g_01082	Syaj.g_01688
OG0001285	Pral.g_00133	Syaj.g_01170
OG0001286	Pral.g_00247	Syaj.g_02742
OG0001287	Pral.g_00307	Syaj.g_02415
OG0001288	Pral.g_00317	Syaj.g_02394
OG0001289	Pral.g_00960	Syaj.g_01845
OG0001290	Pral.g_00946	Syaj.g_01880
OG0001291	Pral.g_00909	Syaj.g_01939
OG0001292	Pral.g_00791	Syaj.g_02616
OG0001293	Pral.g_00778	Syaj.g_02594
OG0001294	Pral.g_00025	Syaj.g_00722
OG0001296	Pral.g_00581	Syaj.g_00106
OG0001297	Pral.g_00576	Syaj.g_00110
OG0001298	Pral.g_00511	Syaj.g_00221
OG0001299	Pral.g_01468	Syaj.g_00716
OG0001300	Pral.g_01747	Syaj.g_00479
OG0001301	Pral.g_01742	Syaj.g_00440
OG0001302	Pral.g_01663	Syaj.g_01251
OG0001304	Pral.g_01577	Syaj.g_00795
OG0001305	Pral.g_01557	Syaj.g_00433
OG0001306	Pral.g_01352	Syaj.g_00285
OG0001307	Pral.g_01238	Syaj.g_02672
OG0001309	Pral.g_00572	Syaj.g_00116
OG0001310	Pral.g_00120	Syaj.g_01735
OG0001311	Pral.g_01599	Syaj.g_00809
OG0001312	Pral.g_01651	Syaj.g_00931
OG0001313	Pral.g_01673	Syaj.g_01471, Syaj.g_01472
OG0001315	Pral.g_01326	Syaj.g_02760
OG0001316	Pral.g_00905	Syaj.g_01946
OG0001317	Pral.g_00806	Syaj.g_02857
OG0001319	Pral.g_00766	Syaj.g_02576
OG0001321	Pral.g_00642	Syaj.g_01528
OG0001322	Pral.g_00641	Syaj.g_01527
OG0001323	Pral.g_00570	Syaj.g_00119
OG0001324	Pral.g_01746	Syaj.g_00478
OG0001325	Pral.g_01724	Syaj.g_00953
OG0001327	Pral.g_01810	Syaj.g_00729
OG0001330	Pral.g_01047	Syaj.g_01501
OG0001332	Pral.g_01112	Syaj.g_01631
OG0001333	Pral.g_00144	Syaj.g_01593
OG0001334	Pral.g_00270	Syaj.g_02770
OG0001335	Pral.g_00271	Syaj.g_02771
OG0001336	Pral.g_00395	Syaj.g_02239
OG0001337	Pral.g_00707	Syaj.g_02795, Syaj.g_02786
OG0001338	Pral.g_00704	Syaj.g_02780, Syaj.g_02767, Syaj.g_00584, Syaj.g_02790
OG0001339	Pral.g_00943	Syaj.g_01883
OG0001340	Pral.g_00706	Syaj.g_02787
OG0001341	Pral.g_01304	Syaj.g_00449
OG0001343	Pral.g_01822	Syaj.g_02184
OG0001344	Pral.g_01371	Syaj.g_00307
OG0001345	Pral.g_01389	Syaj.g_00337
OG0001346	Pral.g_01280	Syaj.g_01512
OG0001348	Pral.g_01303	Syaj.g_00393
OG0001351	Pral.g_00634	Syaj.g_00272
OG0001352	Pral.g_01762	Syaj.g_00136
OG0001353	Pral.g_01520	Syaj.g_00386
OG0001354	Pral.g_01617	Syaj.g_00857
OG0001355	Pral.g_01040	Syaj.g_01244
OG0001358	Pral.g_00467	Syaj.g_01309
OG0001359	Pral.g_01821	Syaj.g_02183
OG0001361	Pral.g_01386	Syaj.g_00334
OG0001362	Pral.g_01147	Syaj.g_01396
OG0001363	Pral.g_01145	Syaj.g_01398
OG0001364	Pral.g_00273	Syaj.g_02473
OG0001368	Pral.g_01899, Pral.g_01702	Syaj.g_02622
OG0001369	Pral.g_00955	Syaj.g_01870
OG0001375	Pral.g_01823	Syaj.g_02185
OG0001379	Pral.g_01287	Syaj.g_01503
OG0001381	Pral.g_01343	Syaj.g_00405, Syaj.g_02663
OG0001394	Pral.g_01784	Syaj.g_01059
OG0001397	Pral.g_01146	Syaj.g_01397
OG0001398	Pral.g_01710	Syaj.g_01116
OG0001400	Pral.g_01057	Syaj.g_00151
OG0001401	Pral.g_01672	Syaj.g_00381
OG0001402	Pral.g_00463	Syaj.g_01304
OG0001403	Pral.g_01013	Syaj.g_02297
OG0001404	Pral.g_00979	Syaj.g_01817
OG0001405	Pral.g_00713	Syaj.g_02773
OG0001407	Pral.g_00051	Syaj.g_00137
OG0001410	Pral.g_01237	Syaj.g_02673
OG0001414	Pral.g_00812	Syaj.g_02664
OG0001419	Pral.g_00052	Syaj.g_00138
OG0001421	Pral.g_01068	Syaj.g_01235, Syaj.g_01167
OG0001425	Pral.g_00365	Syaj.g_02137
OG0001430	Pral.g_01309	Syaj.g_02104
OG0001434	Pral.g_01779	Syaj.g_01054
OG0001435	Pral.g_01803	Syaj.g_00736
OG0001438	Pral.g_00745	Syaj.g_02550
OG0001443	Pral.g_01300	Syaj.g_02145
OG0001446	Pral.g_00048	Syaj.g_00527
OG0001448	Pral.g_01851	Syaj.g_01813
OG0001452	Pral.g_01817	Syaj.g_02607
OG0001453	Pral.g_00989	Syaj.g_00838
OG0001463	Pral.g_00752	Syaj.g_00403
OG0001464	Pral.g_00705	Syaj.g_02788
OG0001465	Pral.g_01735	Syaj.g_00968
OG0001487	Pral.g_01120	Syaj.g_01433
OG0001488	Pral.g_01381	Syaj.g_00324
OG0001489	Pral.g_00258	Syaj.g_02753
OG0001494	Pral.g_01255, Pral.g_01252	Syaj.g_02353
OG0001498	Pral.g_00675	Syaj.g_02830
OG0001499	Pral.g_01846	Syaj.g_01211
OG0001505	Pral.g_00638	Syaj.g_02359
OG0001510	Pral.g_00311	Syaj.g_02410
OG0001511	Pral.g_00935	Syaj.g_01896
OG0001512	Pral.g_01297	Syaj.g_02878
OG0001515	Pral.g_01749	Syaj.g_00483
OG0001516	Pral.g_01465	Syaj.g_00713
OG0001517	Pral.g_00697	Syaj.g_02806
OG0001518	Pral.g_00364	Syaj.g_02132
OG0001519	Pral.g_00369	Syaj.g_02147
OG0001522	Pral.g_01521	Syaj.g_00385
OG0001523	Pral.g_00073	Syaj.g_00673
OG0001524	Pral.g_00072	Syaj.g_00672
OG0001527	Pral.g_00526	Syaj.g_00198
OG0001529	Pral.g_01004	Syaj.g_02311
OG0001530	Pral.g_00936	Syaj.g_01894
OG0001531	Pral.g_00801	Syaj.g_02879
OG0001532	Pral.g_01402	Syaj.g_00619
OG0001534	Pral.g_01576	Syaj.g_00794
OG0001535	Pral.g_01596	Syaj.g_00813
OG0001536	Pral.g_01631	Syaj.g_00903
OG0001537	Pral.g_01787	Syaj.g_01066
OG0001538	Pral.g_01493	Syaj.g_01018
OG0001539	Pral.g_01808	Syaj.g_00731
OG0001540	Pral.g_00915	Syaj.g_01931
OG0001541	Pral.g_00864	Syaj.g_02002
OG0001542	Pral.g_00858	Syaj.g_02011
OG0001543	Pral.g_01305	Syaj.g_02057
OG0001544	Pral.g_00368	Syaj.g_02146
OG0001545	Pral.g_00385	Syaj.g_02226
OG0001548	Pral.g_01858	Syaj.g_01222
OG0001557	Pral.g_01783	Syaj.g_01058
OG0001558	Pral.g_00667, Pral.g_01676	Syaj.g_02282
OG0001559	Pral.g_00937	Syaj.g_01893
OG0001560	Pral.g_00947	Syaj.g_01879
OG0001561	Pral.g_01601	Syaj.g_00807
OG0001562	Pral.g_01589	Syaj.g_00821
OG0001563	Pral.g_00242	Syaj.g_02737
OG0001574	Pral.g_00528	Syaj.g_00196
OG0001575	Pral.g_00523	Syaj.g_00201
OG0001576	Pral.g_01268	Syaj.g_00266
OG0001577	Pral.g_01362	Syaj.g_00298
OG0001579	Pral.g_00709	Syaj.g_02777
OG0001580	Pral.g_00997	Syaj.g_02100
OG0001588	Pral.g_01229	Syaj.g_02467
OG0001589	Pral.g_00153	Syaj.g_01600
OG0001592	Pral.g_00998	Syaj.g_02101
OG0001602	Pral.g_01736	Syaj.g_00969
OG0001614	Pral.g_00299	Syaj.g_02425
OG0001616	Pral.g_01392	Syaj.g_00642
OG0001617	Pral.g_01745	Syaj.g_00475
OG0001619	Pral.g_01641	Syaj.g_00914
OG0001620	Pral.g_00689	Syaj.g_02818
OG0001621	Pral.g_00786	Syaj.g_02606
OG0001622	Pral.g_00393	Syaj.g_02237
OG0001636	Pral.g_01010	Syaj.g_02303
OG0001638	Pral.g_00118	Syaj.g_01733
OG0001639	Pral.g_01109	Syaj.g_01636
OG0001640	Pral.g_01572	Syaj.g_00411
OG0001642	Pral.g_01540	Syaj.g_00347
OG0001644	Pral.g_01714	Syaj.g_00941
OG0001652	Pral.g_01678	Syaj.g_02280
OG0001654	Pral.g_01111	Syaj.g_01634
OG0001655	Pral.g_01302	Syaj.g_01238
OG0001656	Pral.g_00710	Syaj.g_02776
OG0001657	Pral.g_00889	Syaj.g_01976
OG0001658	Pral.g_01002	Syaj.g_02110
OG0001659	Pral.g_00433	Syaj.g_00634
OG0001671	Pral.g_01685	Syaj.g_02062
OG0001673	Pral.g_00808	Syaj.g_02855
OG0001676	Pral.g_00708	Syaj.g_02779
OG0001678	Pral.g_00174	Syaj.g_02640
OG0001679	Pral.g_00703	Syaj.g_00205
OG0001691	Pral.g_01574	Syaj.g_01312
OG0001692	Pral.g_01170	Syaj.g_01374
OG0001694	Pral.g_00757	Syaj.g_02563
OG0001703	Pral.g_00614	Syaj.g_00062
OG0001713	Pral.g_01375	Syaj.g_00314
OG0001717	Pral.g_00876	Syaj.g_01988
OG0001729	Pral.g_00798	Syaj.g_02885
OG0001731	Pral.g_01096	Syaj.g_01663
OG0001737	Pral.g_01686	Syaj.g_02544
OG0001748	Pral.g_01684	Syaj.g_02064
OG0001761	Pral.g_00473	Syaj.g_01328
OG0001770	Pral.g_00028, Pral.g_00027, Pral.g_00001	Syaj.g_02409
OG0001782	Pral.g_01045	Syaj.g_02355
OG0001795	Pral.g_01836	Syaj.g_02873
OG0001803	Pral.g_00652	Syaj.g_01549
OG0001810	Pral.g_01688	Syaj.g_01944
OG0001813	Pral.g_00372	Syaj.g_02164
OG0001816	Pral.g_01811	Syaj.g_00728
OG0001837	Pral.g_01683	Syaj.g_02063
OG0001907	Pral.g_01056	Syaj.g_01955
OG0001916	Pral.g_00594	Syaj.g_00089
OG0001936	Pral.g_00069	Syaj.g_01233
OG0001956	Pral.g_01547	Syaj.g_02662
OG0002154	Pral.g_01224	Syaj.g_01956
OG0002247	Pral.g_00517	Syaj.g_00210
OG0002274	Pral.g_01196	Syaj.g_02341
OG0002397	Pral.g_01668	Syaj.g_01136
OG0002490	Pral.g_00640	Syaj.g_02350
OG0002579	Pral.g_01225	Syaj.g_01957
OG0002837	Pral.g_00002, Pral.g_00097	Syaj.g_00696
OG0003399	Pral.g_00003	Syaj.g_00694
