Orthogroup	Pral	Syas
OG0001205	Pral.g_00648	Syas.g_02745
OG0001207	Pral.g_00615	Syas.g_01260
OG0001208	Pral.g_00609	Syas.g_01251
OG0001209	Pral.g_00555	Syas.g_00065
OG0001210	Pral.g_00550	Syas.g_00761
OG0001211	Pral.g_00540	Syas.g_00788
OG0001212	Pral.g_00493	Syas.g_00847
OG0001213	Pral.g_00458	Syas.g_00100
OG0001214	Pral.g_01438	Syas.g_00744
OG0001215	Pral.g_01751	Syas.g_02245
OG0001217	Pral.g_00023	Syas.g_01397, Syas.g_02493
OG0001218	Pral.g_01308	Syas.g_01309
OG0001219	Pral.g_01660	Syas.g_00399
OG0001220	Pral.g_01542	Syas.g_02447
OG0001221	Pral.g_01788	Syas.g_02669
OG0001222	Pral.g_01605	Syas.g_00448
OG0001223	Pral.g_01610	Syas.g_00541
OG0001224	Pral.g_01565	Syas.g_01015
OG0001225	Pral.g_01563	Syas.g_01017
OG0001226	Pral.g_01320, Pral.g_00967	Syas.g_02506
OG0001227	Pral.g_01327	Syas.g_00824
OG0001228	Pral.g_01421	Syas.g_02195
OG0001229	Pral.g_01299	Syas.g_00285
OG0001230	Pral.g_01174	Syas.g_02806
OG0001232	Pral.g_00130	Syas.g_02649
OG0001233	Pral.g_00150	Syas.g_02592
OG0001234	Pral.g_00188	Syas.g_01310
OG0001235	Pral.g_00192	Syas.g_01646
OG0001236	Pral.g_00281	Syas.g_02191
OG0001237	Pral.g_00285	Syas.g_02187
OG0001238	Pral.g_00362	Syas.g_01901
OG0001239	Pral.g_00976	Syas.g_02519
OG0001240	Pral.g_00954	Syas.g_02435
OG0001241	Pral.g_00945	Syas.g_02427
OG0001242	Pral.g_00926	Syas.g_02398
OG0001243	Pral.g_00919	Syas.g_02391
OG0001244	Pral.g_00904	Syas.g_02370
OG0001245	Pral.g_01840	Syas.g_00524
OG0001246	Pral.g_00016, Pral.g_00586	Syas.g_01224, Syas.g_01829
OG0001249	Pral.g_00701	Syas.g_01547
OG0001250	Pral.g_01529	Syas.g_00239
OG0001251	Pral.g_01819	Syas.g_00516, Syas.g_00408
OG0001253	Pral.g_01032	Syas.g_00143
OG0001256	Pral.g_01069	Syas.g_02698
OG0001258	Pral.g_00103	Syas.g_02688
OG0001259	Pral.g_00148	Syas.g_02594
OG0001260	Pral.g_00166	Syas.g_02572
OG0001261	Pral.g_00234	Syas.g_01599
OG0001262	Pral.g_00344	Syas.g_02091
OG0001263	Pral.g_00917	Syas.g_02388
OG0001265	Pral.g_00927	Syas.g_02399
OG0001266	Pral.g_00841	Syas.g_02266
OG0001267	Pral.g_00759	Syas.g_01753
OG0001268	Pral.g_00693	Syas.g_01535
OG0001269	Pral.g_01541	Syas.g_00510
OG0001270	Pral.g_00660	Syas.g_01499
OG0001271	Pral.g_00620	Syas.g_01336
OG0001272	Pral.g_00605	Syas.g_01247
OG0001273	Pral.g_01432	Syas.g_00751
OG0001274	Pral.g_00818	Syas.g_01849
OG0001275	Pral.g_01585	Syas.g_00554
OG0001276	Pral.g_01597	Syas.g_00215
OG0001277	Pral.g_01703	Syas.g_00110
OG0001278	Pral.g_01425	Syas.g_01074
OG0001279	Pral.g_00024	Syas.g_02792
OG0001280	Pral.g_01282	Syas.g_01095
OG0001281	Pral.g_01276	Syas.g_02845
OG0001282	Pral.g_01221	Syas.g_01262
OG0001284	Pral.g_01082	Syas.g_02713
OG0001286	Pral.g_00247	Syas.g_01585
OG0001287	Pral.g_00307	Syas.g_00136
OG0001288	Pral.g_00317	Syas.g_02144
OG0001289	Pral.g_00960	Syas.g_02474
OG0001290	Pral.g_00946	Syas.g_02428
OG0001291	Pral.g_00909	Syas.g_02378
OG0001292	Pral.g_00791	Syas.g_01693
OG0001293	Pral.g_00778	Syas.g_01720
OG0001294	Pral.g_00025	Syas.g_00692
OG0001296	Pral.g_00581	Syas.g_01217
OG0001297	Pral.g_00576	Syas.g_01213
OG0001298	Pral.g_00511	Syas.g_00829
OG0001299	Pral.g_01468	Syas.g_00700
OG0001304	Pral.g_01577	Syas.g_00199
OG0001305	Pral.g_01557	Syas.g_01027
OG0001306	Pral.g_01352	Syas.g_01202
OG0001307	Pral.g_01238	Syas.g_01923
OG0001308	Pral.g_01151	Syas.g_02830
OG0001309	Pral.g_00572	Syas.g_00003
OG0001310	Pral.g_00120	Syas.g_02666
OG0001311	Pral.g_01599	Syas.g_00213
OG0001312	Pral.g_01651	Syas.g_00414
OG0001315	Pral.g_01326	Syas.g_01566
OG0001317	Pral.g_00806	Syas.g_02553
OG0001318	Pral.g_00782	Syas.g_01706
OG0001319	Pral.g_00766	Syas.g_01736
OG0001323	Pral.g_00570	Syas.g_00006
OG0001325	Pral.g_01724	Syas.g_00179
OG0001327	Pral.g_01810	Syas.g_00687
OG0001330	Pral.g_01047	Syas.g_02865
OG0001331	Pral.g_01216	Syas.g_01267
OG0001333	Pral.g_00144	Syas.g_02598
OG0001336	Pral.g_00395	Syas.g_02003
OG0001337	Pral.g_00707	Syas.g_01548
OG0001339	Pral.g_00943	Syas.g_02425
OG0001345	Pral.g_01389	Syas.g_01132
OG0001346	Pral.g_01280	Syas.g_02853
OG0001348	Pral.g_01303	Syas.g_00119
OG0001351	Pral.g_00634	Syas.g_01280
OG0001353	Pral.g_01520	Syas.g_00228
OG0001354	Pral.g_01617	Syas.g_00526
OG0001355	Pral.g_01040	Syas.g_01057
OG0001358	Pral.g_00467	Syas.g_00122
OG0001361	Pral.g_01386	Syas.g_01135
OG0001364	Pral.g_00273	Syas.g_02212
OG0001365	Pral.g_00355	Syas.g_01886
OG0001371	Pral.g_01763	Syas.g_02499
OG0001379	Pral.g_01287	Syas.g_02861
OG0001380	Pral.g_01345	Syas.g_00126
OG0001394	Pral.g_01784	Syas.g_00627
OG0001398	Pral.g_01710	Syas.g_02481
OG0001401	Pral.g_01672	Syas.g_00233
OG0001402	Pral.g_00463	Syas.g_00112
OG0001403	Pral.g_01013	Syas.g_02069
OG0001409	Pral.g_01376	Syas.g_00154
OG0001411	Pral.g_01264	Syas.g_01156
OG0001418	Pral.g_01757	Syas.g_01177
OG0001429	Pral.g_01659	Syas.g_00401
OG0001435	Pral.g_01803	Syas.g_00678
OG0001438	Pral.g_00745	Syas.g_01767
OG0001441	Pral.g_00568	Syas.g_00008
OG0001443	Pral.g_01300	Syas.g_01910
OG0001450	Pral.g_01754	Syas.g_02208, Syas.g_00474
OG0001451	Pral.g_01553	Syas.g_02342, Syas.g_02343
OG0001452	Pral.g_01817	Syas.g_01700
OG0001453	Pral.g_00989	Syas.g_00547
OG0001461	Pral.g_00457	Syas.g_00566
OG0001476	Pral.g_01374	Syas.g_00155
OG0001484	Pral.g_01053	Syas.g_00166, Syas.g_00167
OG0001486	Pral.g_01365	Syas.g_01186
OG0001488	Pral.g_01381	Syas.g_01142
OG0001489	Pral.g_00258	Syas.g_01574
OG0001494	Pral.g_01255, Pral.g_01252	Syas.g_02633
OG0001495	Pral.g_00197	Syas.g_01641
OG0001498	Pral.g_00675	Syas.g_01511
OG0001505	Pral.g_00638	Syas.g_02135
OG0001510	Pral.g_00311	Syas.g_02151
OG0001511	Pral.g_00935	Syas.g_02413
OG0001512	Pral.g_01297	Syas.g_02559
OG0001515	Pral.g_01749	Syas.g_00734
OG0001517	Pral.g_00697	Syas.g_01540
OG0001518	Pral.g_00364	Syas.g_01903
OG0001519	Pral.g_00369	Syas.g_01912
OG0001522	Pral.g_01521	Syas.g_00369
OG0001527	Pral.g_00526	Syas.g_00803
OG0001529	Pral.g_01004	Syas.g_02082
OG0001530	Pral.g_00936	Syas.g_02415
OG0001531	Pral.g_00801	Syas.g_02560
OG0001532	Pral.g_01402	Syas.g_01113
OG0001534	Pral.g_01576	Syas.g_00198
OG0001535	Pral.g_01596	Syas.g_00218
OG0001536	Pral.g_01631	Syas.g_00456
OG0001537	Pral.g_01787	Syas.g_00651
OG0001538	Pral.g_01493	Syas.g_00591
OG0001539	Pral.g_01808	Syas.g_00683
OG0001540	Pral.g_00915	Syas.g_02386
OG0001541	Pral.g_00864	Syas.g_02316
OG0001542	Pral.g_00858	Syas.g_02294
OG0001543	Pral.g_01305	Syas.g_02230
OG0001544	Pral.g_00368	Syas.g_01911
OG0001545	Pral.g_00385	Syas.g_01982
OG0001557	Pral.g_01783	Syas.g_00626
OG0001558	Pral.g_00667, Pral.g_01676	Syas.g_02053
OG0001559	Pral.g_00937	Syas.g_02416
OG0001560	Pral.g_00947	Syas.g_02429
OG0001561	Pral.g_01601	Syas.g_00211
OG0001562	Pral.g_01589	Syas.g_00560
OG0001563	Pral.g_00242	Syas.g_01590
OG0001565	Pral.g_01872	Syas.g_00351
OG0001574	Pral.g_00528	Syas.g_00801
OG0001575	Pral.g_00523	Syas.g_00806
OG0001576	Pral.g_01268	Syas.g_02834
OG0001577	Pral.g_01362	Syas.g_01189
OG0001580	Pral.g_00997	Syas.g_01875
OG0001584	Pral.g_01478	Syas.g_00607
OG0001586	Pral.g_01254, Pral.g_01260	Syas.g_02637
OG0001587	Pral.g_00168	Syas.g_02569
OG0001589	Pral.g_00153	Syas.g_02589
OG0001591	Pral.g_01770	Syas.g_00690
OG0001592	Pral.g_00998	Syas.g_01877
OG0001614	Pral.g_00299	Syas.g_02165
OG0001616	Pral.g_01392	Syas.g_01127
OG0001617	Pral.g_01745	Syas.g_00076
OG0001619	Pral.g_01641	Syas.g_00445
OG0001620	Pral.g_00689	Syas.g_01528
OG0001621	Pral.g_00786	Syas.g_01702
OG0001622	Pral.g_00393	Syas.g_02002
OG0001636	Pral.g_01010	Syas.g_02075
OG0001638	Pral.g_00118	Syas.g_02670
OG0001639	Pral.g_01109	Syas.g_01477
OG0001640	Pral.g_01572	Syas.g_00989
OG0001644	Pral.g_01714	Syas.g_00921, Syas.g_00767
OG0001652	Pral.g_01678	Syas.g_02051
OG0001654	Pral.g_01111	Syas.g_01475
OG0001655	Pral.g_01302	Syas.g_01854
OG0001657	Pral.g_00889	Syas.g_02355
OG0001659	Pral.g_00433	Syas.g_01118
OG0001671	Pral.g_01685	Syas.g_01830
OG0001673	Pral.g_00808	Syas.g_02551
OG0001678	Pral.g_00174	Syas.g_01666
OG0001679	Pral.g_00703	Syas.g_02407
OG0001692	Pral.g_01170	Syas.g_02810
OG0001694	Pral.g_00757	Syas.g_01755
OG0001703	Pral.g_00614	Syas.g_01259
OG0001717	Pral.g_00876	Syas.g_02330
OG0001729	Pral.g_00798	Syas.g_02564
OG0001731	Pral.g_01096	Syas.g_02729
OG0001737	Pral.g_01686	Syas.g_01777
OG0001748	Pral.g_01684	Syas.g_01832
OG0001749	Pral.g_01188	Syas.g_02217
OG0001761	Pral.g_00473	Syas.g_01040
OG0001803	Pral.g_00652	Syas.g_02741
OG0001813	Pral.g_00372	Syas.g_01936
OG0001816	Pral.g_01811	Syas.g_00688
OG0001837	Pral.g_01683	Syas.g_01831
OG0001936	Pral.g_00069	Syas.g_00945
OG0001955	Pral.g_01307	Syas.g_00480
OG0001956	Pral.g_01547	Syas.g_00971
OG0001977	Pral.g_00376	Syas.g_01942
OG0002247	Pral.g_00517	Syas.g_00813
OG0002274	Pral.g_01196	Syas.g_02624
OG0002276	Pral.g_00669	Syas.g_00095
OG0002285	Pral.g_01648	Syas.g_00418
OG0002348	Pral.g_00033	Syas.g_00879
OG0002349	Pral.g_00152	Syas.g_02590
OG0002589	Pral.g_01877	Syas.g_00896
OG0002838	Pral.g_01250	Syas.g_00345
OG0002931	Pral.g_01876	Syas.g_00897
OG0003490	Pral.g_00007	Syas.g_00149
