Orthogroup	Pral	Syao
OG0001186	Pral.g_00324	Syao.g_02173
OG0001187	Pral.g_00327	Syao.g_02171
OG0001188	Pral.g_00329	Syao.g_02169
OG0001189	Pral.g_00346	Syao.g_02215
OG0001190	Pral.g_00351	Syao.g_02436
OG0001191	Pral.g_00361	Syao.g_02449
OG0001192	Pral.g_00366	Syao.g_02367
OG0001193	Pral.g_00380	Syao.g_02284
OG0001194	Pral.g_00381	Syao.g_02285
OG0001195	Pral.g_00382	Syao.g_02286
OG0001196	Pral.g_00398	Syao.g_02341
OG0001197	Pral.g_00400	Syao.g_02343
OG0001198	Pral.g_00407	Syao.g_02158
OG0001200	Pral.g_00971	Syao.g_02625
OG0001201	Pral.g_00939	Syao.g_02601
OG0001203	Pral.g_00802	Syao.g_00296, Syao.g_01705
OG0001205	Pral.g_00648	Syao.g_01620
OG0001206	Pral.g_00626	Syao.g_02701, Syao.g_02702
OG0001207	Pral.g_00615	Syao.g_00035
OG0001208	Pral.g_00609	Syao.g_00026
OG0001209	Pral.g_00555	Syao.g_01415
OG0001210	Pral.g_00550	Syao.g_00882
OG0001211	Pral.g_00540	Syao.g_00861
OG0001212	Pral.g_00493	Syao.g_01001
OG0001213	Pral.g_00458	Syao.g_01322
OG0001214	Pral.g_01438	Syao.g_00896
OG0001215	Pral.g_01751	Syao.g_00700
OG0001216	Pral.g_01727	Syao.g_00492
OG0001218	Pral.g_01308	Syao.g_00092
OG0001219	Pral.g_01660	Syao.g_00651
OG0001220	Pral.g_01542	Syao.g_00393
OG0001221	Pral.g_01788	Syao.g_01657
OG0001222	Pral.g_01605	Syao.g_00687
OG0001223	Pral.g_01610	Syao.g_00820
OG0001224	Pral.g_01565	Syao.g_00427
OG0001226	Pral.g_01320, Pral.g_00967	Syao.g_02633
OG0001227	Pral.g_01327	Syao.g_01047
OG0001228	Pral.g_01421	Syao.g_02256
OG0001229	Pral.g_01299	Syao.g_00220
OG0001230	Pral.g_01174	Syao.g_01503
OG0001232	Pral.g_00130	Syao.g_01664
OG0001233	Pral.g_00150	Syao.g_01643
OG0001234	Pral.g_00188	Syao.g_02035
OG0001235	Pral.g_00192	Syao.g_01863
OG0001236	Pral.g_00281	Syao.g_02261
OG0001237	Pral.g_00285	Syao.g_02265
OG0001238	Pral.g_00362	Syao.g_02451
OG0001239	Pral.g_00976	Syao.g_02620
OG0001240	Pral.g_00954	Syao.g_02669
OG0001242	Pral.g_00926	Syao.g_02576
OG0001243	Pral.g_00919	Syao.g_02584
OG0001244	Pral.g_00904	Syao.g_02477
OG0001245	Pral.g_01840	Syao.g_00362
OG0001247	Pral.g_01758	Syao.g_00390
OG0001249	Pral.g_00701	Syao.g_01882
OG0001250	Pral.g_01529	Syao.g_00556
OG0001251	Pral.g_01819	Syao.g_00641
OG0001253	Pral.g_01032	Syao.g_01220
OG0001254	Pral.g_00076	Syao.g_01426
OG0001256	Pral.g_01069	Syao.g_01572
OG0001258	Pral.g_00103	Syao.g_01561
OG0001259	Pral.g_00148	Syao.g_01645
OG0001260	Pral.g_00166	Syao.g_01623
OG0001261	Pral.g_00234	Syao.g_01814
OG0001262	Pral.g_00344	Syao.g_02213
OG0001263	Pral.g_00917	Syao.g_02541
OG0001265	Pral.g_00927	Syao.g_02574
OG0001266	Pral.g_00841	Syao.g_02465
OG0001267	Pral.g_00759	Syao.g_02063
OG0001268	Pral.g_00693	Syao.g_01871
OG0001270	Pral.g_00660	Syao.g_01733
OG0001271	Pral.g_00620	Syao.g_02685
OG0001272	Pral.g_00605	Syao.g_00120
OG0001274	Pral.g_00818	Syao.g_02401
OG0001275	Pral.g_01585	Syao.g_00806
OG0001276	Pral.g_01597	Syao.g_00450
OG0001277	Pral.g_01703	Syao.g_01334
OG0001278	Pral.g_01425	Syao.g_00265
OG0001279	Pral.g_00024	Syao.g_01528
OG0001281	Pral.g_01276	Syao.g_01454
OG0001282	Pral.g_01221	Syao.g_00037
OG0001283	Pral.g_00394	Syao.g_02335
OG0001284	Pral.g_01082	Syao.g_01587
OG0001285	Pral.g_00133	Syao.g_01010
OG0001286	Pral.g_00247	Syao.g_01835
OG0001288	Pral.g_00317	Syao.g_02187
OG0001289	Pral.g_00960	Syao.g_02649
OG0001291	Pral.g_00909	Syao.g_02551
OG0001292	Pral.g_00791	Syao.g_02111
OG0001293	Pral.g_00778	Syao.g_02091
OG0001294	Pral.g_00025	Syao.g_00948
OG0001296	Pral.g_00581	Syao.g_00163
OG0001297	Pral.g_00576	Syao.g_00159
OG0001298	Pral.g_00511	Syao.g_01043
OG0001299	Pral.g_01468	Syao.g_00942
OG0001302	Pral.g_01663	Syao.g_02711
OG0001304	Pral.g_01577	Syao.g_00466
OG0001305	Pral.g_01557	Syao.g_00382
OG0001306	Pral.g_01352	Syao.g_00141
OG0001308	Pral.g_01151	Syao.g_01500
OG0001310	Pral.g_00120	Syao.g_01681
OG0001311	Pral.g_01599	Syao.g_00452
OG0001312	Pral.g_01651	Syao.g_00635
OG0001313	Pral.g_01673	Syao.g_02692
OG0001315	Pral.g_01326	Syao.g_01853
OG0001317	Pral.g_00806	Syao.g_01701
OG0001318	Pral.g_00782	Syao.g_02099
OG0001319	Pral.g_00766	Syao.g_02075
OG0001323	Pral.g_00570	Syao.g_01392
OG0001325	Pral.g_01724	Syao.g_00487
OG0001327	Pral.g_01810	Syao.g_00953
OG0001330	Pral.g_01047	Syao.g_01444
OG0001331	Pral.g_01216	Syao.g_00042
OG0001332	Pral.g_01112	Syao.g_01244
OG0001333	Pral.g_00144	Syao.g_01649
OG0001335	Pral.g_00271	Syao.g_01913
OG0001336	Pral.g_00395	Syao.g_02336
OG0001337	Pral.g_00707	Syao.g_01893
OG0001338	Pral.g_00704	Syao.g_01890
OG0001340	Pral.g_00706	Syao.g_01892
OG0001341	Pral.g_01304	Syao.g_00602
OG0001343	Pral.g_01822	Syao.g_01235
OG0001345	Pral.g_01389	Syao.g_00179
OG0001351	Pral.g_00634	Syao.g_00060
OG0001353	Pral.g_01520	Syao.g_00439
OG0001354	Pral.g_01617	Syao.g_00833
OG0001358	Pral.g_00467	Syao.g_01343
OG0001359	Pral.g_01821	Syao.g_01234
OG0001361	Pral.g_01386	Syao.g_00182
OG0001364	Pral.g_00273	Syao.g_01969
OG0001365	Pral.g_00355	Syao.g_02441
OG0001368	Pral.g_01899, Pral.g_01702	Syao.g_02118
OG0001369	Pral.g_00955	Syao.g_02668
OG0001371	Pral.g_01763	Syao.g_02638
OG0001372	Pral.g_00043	Syao.g_00368
OG0001375	Pral.g_01823	Syao.g_01236
OG0001379	Pral.g_01287	Syao.g_01441
OG0001380	Pral.g_01345	Syao.g_00360
OG0001394	Pral.g_01784	Syao.g_00983
OG0001398	Pral.g_01710	Syao.g_02641
OG0001401	Pral.g_01672	Syao.g_00434
OG0001402	Pral.g_00463	Syao.g_01338
OG0001403	Pral.g_01013	Syao.g_02235
OG0001405	Pral.g_00713	Syao.g_01911
OG0001407	Pral.g_00051	Syao.g_00519
OG0001411	Pral.g_01264	Syao.g_01079, Syao.g_02007
OG0001415	Pral.g_00810	Syao.g_00999
OG0001418	Pral.g_01757	Syao.g_00212
OG0001419	Pral.g_00052	Syao.g_00520
OG0001425	Pral.g_00365	Syao.g_02366
OG0001429	Pral.g_01659	Syao.g_00648
OG0001434	Pral.g_01779	Syao.g_00988
OG0001435	Pral.g_01803	Syao.g_00961
OG0001437	Pral.g_00811	Syao.g_00998
OG0001438	Pral.g_00745	Syao.g_02049
OG0001441	Pral.g_00568	Syao.g_01394
OG0001443	Pral.g_01300	Syao.g_02369
OG0001452	Pral.g_01817	Syao.g_02104
OG0001453	Pral.g_00989	Syao.g_00814
OG0001461	Pral.g_00457	Syao.g_00788
OG0001467	Pral.g_01223	Syao.g_01225
OG0001468	Pral.g_01834	Syao.g_00604
OG0001476	Pral.g_01374	Syao.g_00324
OG0001486	Pral.g_01365	Syao.g_00125
OG0001487	Pral.g_01120	Syao.g_00091
OG0001488	Pral.g_01381	Syao.g_00190
OG0001489	Pral.g_00258	Syao.g_01823
OG0001495	Pral.g_00197	Syao.g_01803
OG0001498	Pral.g_00675	Syao.g_01717
OG0001505	Pral.g_00638	Syao.g_01138
OG0001510	Pral.g_00311	Syao.g_01944
OG0001511	Pral.g_00935	Syao.g_02593
OG0001512	Pral.g_01297	Syao.g_01707
OG0001515	Pral.g_01749	Syao.g_00626
OG0001517	Pral.g_00697	Syao.g_01876
OG0001518	Pral.g_00364	Syao.g_02365
OG0001519	Pral.g_00369	Syao.g_02371
OG0001522	Pral.g_01521	Syao.g_00568
OG0001526	Pral.g_01055	Syao.g_02559
OG0001527	Pral.g_00526	Syao.g_00846
OG0001529	Pral.g_01004	Syao.g_02222
OG0001530	Pral.g_00936	Syao.g_02591
OG0001532	Pral.g_01402	Syao.g_00226
OG0001534	Pral.g_01576	Syao.g_00467
OG0001535	Pral.g_01596	Syao.g_00448
OG0001536	Pral.g_01631	Syao.g_00679
OG0001537	Pral.g_01787	Syao.g_00977
OG0001538	Pral.g_01493	Syao.g_00761
OG0001539	Pral.g_01808	Syao.g_00956
OG0001540	Pral.g_00915	Syao.g_02543
OG0001541	Pral.g_00864	Syao.g_02518
OG0001542	Pral.g_00858	Syao.g_02527
OG0001543	Pral.g_01305	Syao.g_02382
OG0001544	Pral.g_00368	Syao.g_02370
OG0001545	Pral.g_00385	Syao.g_02312
OG0001553	Pral.g_01168	Syao.g_01510
OG0001557	Pral.g_01783	Syao.g_00984
OG0001558	Pral.g_00667, Pral.g_01676	Syao.g_02251
OG0001559	Pral.g_00937	Syao.g_02590
OG0001560	Pral.g_00947	Syao.g_02595
OG0001561	Pral.g_01601	Syao.g_00454
OG0001562	Pral.g_01589	Syao.g_00795
OG0001563	Pral.g_00242	Syao.g_01841
OG0001566	Pral.g_01767	Syao.g_01198
OG0001574	Pral.g_00528	Syao.g_00848
OG0001575	Pral.g_00523	Syao.g_00843
OG0001576	Pral.g_01268	Syao.g_01474
OG0001577	Pral.g_01362	Syao.g_00128
OG0001579	Pral.g_00709	Syao.g_01907
OG0001580	Pral.g_00997	Syao.g_02425
OG0001584	Pral.g_01478	Syao.g_00746
OG0001587	Pral.g_00168	Syao.g_01693
OG0001588	Pral.g_01229	Syao.g_01998
OG0001589	Pral.g_00153	Syao.g_01639, Syao.g_01640
OG0001591	Pral.g_01770	Syao.g_00950
OG0001592	Pral.g_00998	Syao.g_02426
OG0001605	Pral.g_01844	Syao.g_01284
OG0001613	Pral.g_00265	Syao.g_01854
OG0001614	Pral.g_00299	Syao.g_02144
OG0001616	Pral.g_01392	Syao.g_00174
OG0001617	Pral.g_01745	Syao.g_01201
OG0001619	Pral.g_01641	Syao.g_00690
OG0001620	Pral.g_00689	Syao.g_01864
OG0001621	Pral.g_00786	Syao.g_02103
OG0001622	Pral.g_00393	Syao.g_02334
OG0001636	Pral.g_01010	Syao.g_02229
OG0001638	Pral.g_00118	Syao.g_01684
OG0001640	Pral.g_01572	Syao.g_00502
OG0001642	Pral.g_01540	Syao.g_00233
OG0001644	Pral.g_01714	Syao.g_00474
OG0001652	Pral.g_01678	Syao.g_02253
OG0001654	Pral.g_01111	Syao.g_01697
OG0001655	Pral.g_01302	Syao.g_02660
OG0001656	Pral.g_00710	Syao.g_01908
OG0001657	Pral.g_00889	Syao.g_02491
OG0001658	Pral.g_01002	Syao.g_02435
OG0001659	Pral.g_00433	Syao.g_00020
OG0001671	Pral.g_01685	Syao.g_02387
OG0001673	Pral.g_00808	Syao.g_02713
OG0001676	Pral.g_00708	Syao.g_01895
OG0001678	Pral.g_00174	Syao.g_01938
OG0001679	Pral.g_00703	Syao.g_02566, Syao.g_02565
OG0001691	Pral.g_01574	Syao.g_00729
OG0001692	Pral.g_01170	Syao.g_01508
OG0001694	Pral.g_00757	Syao.g_02061
OG0001703	Pral.g_00614	Syao.g_00034
OG0001717	Pral.g_00876	Syao.g_02505
OG0001729	Pral.g_00798	Syao.g_01711
OG0001731	Pral.g_01096	Syao.g_01603
OG0001737	Pral.g_01686	Syao.g_02042
OG0001748	Pral.g_01684	Syao.g_02389
OG0001761	Pral.g_00473	Syao.g_00400
OG0001782	Pral.g_01045, Pral.g_01248	Syao.g_01965
OG0001803	Pral.g_00652	Syao.g_01615
OG0001813	Pral.g_00372	Syao.g_02360
OG0001816	Pral.g_01811	Syao.g_00952
OG0001837	Pral.g_01683	Syao.g_02388
OG0001936	Pral.g_00069	Syao.g_01296
OG0001955	Pral.g_01307	Syao.g_00609
OG0001956	Pral.g_01547	Syao.g_01376
OG0001974	Pral.g_00014	Syao.g_00320
OG0002111	Pral.g_01869	Syao.g_00600
OG0002154	Pral.g_01224	Syao.g_00867
OG0002246	Pral.g_00081	Syao.g_01724
OG0002247	Pral.g_00517	Syao.g_00836
OG0002285	Pral.g_01648	Syao.g_00632
OG0002348	Pral.g_00033	Syao.g_01224
OG0002349	Pral.g_00152	Syao.g_01641
OG0002363	Pral.g_00666	Syao.g_02272
OG0002397	Pral.g_01668	Syao.g_01162
OG0002729	Pral.g_01841	Syao.g_01467
OG0003034	Pral.g_01189	Syao.g_01089
OG0003347	Pral.g_01234	Syao.g_01994
OG0004645	Pral.g_01187	Syao.g_01086
