Orthogroup	Pral	Praq
OG0001169	Pral.g_00147	Praq.g_00457
OG0001170	Pral.g_00149	Praq.g_00455
OG0001171	Pral.g_00160	Praq.g_00446
OG0001172	Pral.g_00175	Praq.g_00948
OG0001173	Pral.g_00176	Praq.g_00947
OG0001174	Pral.g_00184	Praq.g_00939
OG0001175	Pral.g_00185	Praq.g_00938
OG0001176	Pral.g_00194	Praq.g_00931
OG0001177	Pral.g_00196	Praq.g_00928
OG0001178	Pral.g_00112	Praq.g_00923
OG0001179	Pral.g_00226	Praq.g_00895
OG0001180	Pral.g_00249	Praq.g_00874
OG0001181	Pral.g_00253	Praq.g_00870
OG0001182	Pral.g_00261	Praq.g_00863
OG0001183	Pral.g_00267	Praq.g_00728
OG0001184	Pral.g_00284	Praq.g_00744
OG0001185	Pral.g_00300	Praq.g_00758
OG0001186	Pral.g_00324	Praq.g_00684
OG0001187	Pral.g_00327	Praq.g_00688
OG0001188	Pral.g_00329	Praq.g_00690
OG0001189	Pral.g_00346	Praq.g_00707
OG0001190	Pral.g_00351	Praq.g_00711
OG0001191	Pral.g_00361	Praq.g_00721
OG0001192	Pral.g_00366	Praq.g_00390
OG0001193	Pral.g_00380	Praq.g_00400
OG0001194	Pral.g_00381	Praq.g_00401
OG0001195	Pral.g_00382	Praq.g_00402
OG0001196	Pral.g_00398	Praq.g_00415
OG0001197	Pral.g_00400	Praq.g_00416
OG0001198	Pral.g_00407	Praq.g_00423
OG0001200	Pral.g_00971	Praq.g_01927
OG0001201	Pral.g_00939	Praq.g_01895
OG0001203	Pral.g_00802	Praq.g_01764
OG0001205	Pral.g_00648	Praq.g_01112
OG0001206	Pral.g_00626	Praq.g_00512
OG0001207	Pral.g_00615	Praq.g_00528
OG0001208	Pral.g_00609	Praq.g_00533
OG0001209	Pral.g_00555	Praq.g_01067
OG0001210	Pral.g_00550	Praq.g_01062
OG0001211	Pral.g_00540	Praq.g_01052
OG0001212	Pral.g_00493	Praq.g_01006
OG0001213	Pral.g_00458	Praq.g_00973
OG0001214	Pral.g_01438	Praq.g_00965
OG0001215	Pral.g_01751	Praq.g_00819
OG0001216	Pral.g_01727	Praq.g_00585
OG0001217	Pral.g_00023	Praq.g_00622
OG0001218	Pral.g_01308	Praq.g_00630
OG0001219	Pral.g_01660	Praq.g_00658
OG0001220	Pral.g_01542	Praq.g_01449
OG0001221	Pral.g_01788	Praq.g_01501
OG0001222	Pral.g_01605	Praq.g_01540
OG0001223	Pral.g_01610	Praq.g_01566
OG0001224	Pral.g_01565	Praq.g_01615
OG0001225	Pral.g_01563	Praq.g_01617
OG0001226	Pral.g_01320, Pral.g_00967	Praq.g_01642
OG0001227	Pral.g_01327	Praq.g_01661
OG0001228	Pral.g_01421	Praq.g_01378
OG0001229	Pral.g_01299	Praq.g_00173
OG0001230	Pral.g_01174	Praq.g_00286
OG0001232	Pral.g_00130	Praq.g_00474
OG0001233	Pral.g_00150	Praq.g_00454
OG0001234	Pral.g_00188	Praq.g_00936
OG0001235	Pral.g_00192	Praq.g_00926
OG0001236	Pral.g_00281	Praq.g_00741
OG0001237	Pral.g_00285	Praq.g_00745
OG0001238	Pral.g_00362	Praq.g_00722
OG0001239	Pral.g_00976	Praq.g_01932
OG0001240	Pral.g_00954	Praq.g_01910
OG0001241	Pral.g_00945	Praq.g_01902
OG0001242	Pral.g_00926	Praq.g_01884
OG0001243	Pral.g_00919	Praq.g_01878
OG0001244	Pral.g_00904	Praq.g_01862
OG0001245	Pral.g_01840	Praq.g_01163
OG0001246	Pral.g_00016, Pral.g_00586	Praq.g_01098
OG0001247	Pral.g_01758	Praq.g_00812
OG0001248	Pral.g_01756	Praq.g_00814
OG0001249	Pral.g_00701	Praq.g_00647
OG0001250	Pral.g_01529	Praq.g_01438
OG0001251	Pral.g_01819	Praq.g_01474
OG0001253	Pral.g_01032	Praq.g_01662
OG0001254	Pral.g_00076	Praq.g_01302
OG0001256	Pral.g_01069	Praq.g_00384
OG0001259	Pral.g_00148	Praq.g_00456
OG0001260	Pral.g_00166	Praq.g_00440
OG0001261	Pral.g_00234	Praq.g_00887
OG0001262	Pral.g_00344	Praq.g_00705
OG0001263	Pral.g_00917	Praq.g_01875
OG0001264	Pral.g_01006	Praq.g_01242
OG0001265	Pral.g_00927	Praq.g_01885
OG0001266	Pral.g_00841	Praq.g_01799
OG0001267	Pral.g_00759	Praq.g_01723
OG0001268	Pral.g_00693	Praq.g_01206
OG0001269	Pral.g_01541	Praq.g_01185
OG0001270	Pral.g_00660	Praq.g_01123
OG0001271	Pral.g_00620	Praq.g_00523
OG0001272	Pral.g_00605	Praq.g_00537
OG0001273	Pral.g_01432	Praq.g_00971
OG0001274	Pral.g_00818	Praq.g_00832
OG0001275	Pral.g_01585	Praq.g_01575
OG0001276	Pral.g_01597	Praq.g_01594
OG0001277	Pral.g_01703	Praq.g_01651
OG0001278	Pral.g_01425	Praq.g_01383
OG0001280	Pral.g_01282	Praq.g_00132
OG0001281	Pral.g_01276	Praq.g_00138
OG0001282	Pral.g_01221	Praq.g_00178
OG0001283	Pral.g_00394	Praq.g_00197
OG0001284	Pral.g_01082	Praq.g_00364
OG0001285	Pral.g_00133	Praq.g_00471
OG0001287	Pral.g_00307	Praq.g_00765
OG0001288	Pral.g_00317	Praq.g_00773
OG0001289	Pral.g_00960	Praq.g_01916
OG0001290	Pral.g_00946	Praq.g_01903
OG0001291	Pral.g_00909	Praq.g_01868
OG0001292	Pral.g_00791	Praq.g_01754
OG0001293	Pral.g_00778	Praq.g_01742
OG0001294	Pral.g_00025	Praq.g_01165
OG0001296	Pral.g_00581	Praq.g_01093
OG0001297	Pral.g_00576	Praq.g_01088
OG0001298	Pral.g_00511	Praq.g_01026
OG0001299	Pral.g_01468	Praq.g_00795
OG0001300	Pral.g_01747	Praq.g_00822
OG0001301	Pral.g_01742	Praq.g_00825
OG0001302	Pral.g_01663	Praq.g_00656
OG0001304	Pral.g_01577	Praq.g_01604
OG0001305	Pral.g_01557	Praq.g_01623
OG0001306	Pral.g_01352	Praq.g_01319
OG0001307	Pral.g_01238	Praq.g_00158
OG0001308	Pral.g_01151	Praq.g_00304
OG0001310	Pral.g_00120	Praq.g_00485
OG0001311	Pral.g_01599	Praq.g_01596
OG0001312	Pral.g_01651	Praq.g_01529
OG0001315	Pral.g_01326	Praq.g_01942
OG0001316	Pral.g_00905	Praq.g_01863
OG0001317	Pral.g_00806	Praq.g_01768
OG0001318	Pral.g_00782	Praq.g_01747
OG0001319	Pral.g_00766	Praq.g_01731
OG0001320	Pral.g_01887, Pral.g_00062	Praq.g_01161
OG0001321	Pral.g_00642	Praq.g_00500
OG0001322	Pral.g_00641	Praq.g_00501
OG0001323	Pral.g_00570	Praq.g_01083
OG0001324	Pral.g_01746	Praq.g_00823
OG0001325	Pral.g_01724	Praq.g_00588
OG0001327	Pral.g_01810	Praq.g_01634
OG0001330	Pral.g_01047	Praq.g_00111
OG0001331	Pral.g_01216	Praq.g_00183
OG0001332	Pral.g_01112	Praq.g_00337
OG0001333	Pral.g_00144	Praq.g_00460
OG0001334	Pral.g_00270	Praq.g_00731
OG0001335	Pral.g_00271	Praq.g_00732
OG0001336	Pral.g_00395	Praq.g_00412
OG0001339	Pral.g_00943	Praq.g_01900
OG0001340	Pral.g_00706	Praq.g_01674
OG0001341	Pral.g_01304	Praq.g_00620
OG0001342	Pral.g_00090	Praq.g_00651
OG0001343	Pral.g_01822	Praq.g_01471
OG0001344	Pral.g_01371	Praq.g_01337
OG0001345	Pral.g_01389	Praq.g_01352
OG0001346	Pral.g_01280	Praq.g_00134
OG0001348	Pral.g_01303	Praq.g_00023
OG0001350	Pral.g_00803	Praq.g_01765
OG0001351	Pral.g_00634	Praq.g_00503
OG0001352	Pral.g_01762	Praq.g_00809
OG0001355	Pral.g_01040	Praq.g_00033, Praq.g_00044
OG0001358	Pral.g_00467	Praq.g_00982
OG0001359	Pral.g_01821	Praq.g_01472
OG0001361	Pral.g_01386	Praq.g_01349
OG0001362	Pral.g_01147	Praq.g_00308
OG0001363	Pral.g_01145	Praq.g_00310
OG0001364	Pral.g_00273	Praq.g_00734
OG0001365	Pral.g_00355	Praq.g_00715
OG0001369	Pral.g_00955	Praq.g_01911
OG0001371	Pral.g_01763	Praq.g_00808
OG0001372	Pral.g_00043	Praq.g_00629
OG0001375	Pral.g_01823	Praq.g_01470
OG0001380	Pral.g_01345	Praq.g_00163
OG0001381	Pral.g_01343	Praq.g_00169
OG0001397	Pral.g_01146	Praq.g_00309
OG0001400	Pral.g_01057	Praq.g_00265, Praq.g_00031, Praq.g_01397
OG0001403	Pral.g_01013	Praq.g_01233
OG0001404	Pral.g_00979	Praq.g_01935
OG0001405	Pral.g_00713	Praq.g_01676
OG0001407	Pral.g_00051	Praq.g_01640
OG0001409	Pral.g_01376	Praq.g_01340
OG0001410	Pral.g_01237	Praq.g_00159
OG0001411	Pral.g_01264	Praq.g_00219
OG0001414	Pral.g_00812	Praq.g_01773
OG0001415	Pral.g_00810	Praq.g_01771
OG0001418	Pral.g_01757	Praq.g_00813
OG0001419	Pral.g_00052	Praq.g_01641
OG0001421	Pral.g_01068	Praq.g_00385
OG0001424	Pral.g_01853	Praq.g_01657
OG0001425	Pral.g_00365	Praq.g_00389
OG0001429	Pral.g_01659	Praq.g_00659
OG0001430	Pral.g_01309	Praq.g_00106
OG0001431	Pral.g_00046	Praq.g_00109
OG0001434	Pral.g_01779	Praq.g_01509
OG0001435	Pral.g_01803	Praq.g_01486
OG0001437	Pral.g_00811	Praq.g_01772
OG0001438	Pral.g_00745	Praq.g_01709
OG0001441	Pral.g_00568	Praq.g_01081
OG0001446	Pral.g_00048	Praq.g_01924
OG0001448	Pral.g_01851	Praq.g_01177
OG0001450	Pral.g_01754	Praq.g_00816
OG0001451	Pral.g_01553	Praq.g_01459
OG0001452	Pral.g_01817	Praq.g_01476
OG0001453	Pral.g_00989	Praq.g_01569
OG0001455	Pral.g_00019	Praq.g_01289
OG0001463	Pral.g_00752	Praq.g_01716
OG0001464	Pral.g_00705	Praq.g_01673
OG0001465	Pral.g_01735	Praq.g_00831
OG0001466	Pral.g_00445	Praq.g_00083, Praq.g_00548, Praq.g_00857, Praq.g_00612
OG0001467	Pral.g_01223	Praq.g_00648
OG0001468	Pral.g_01834	Praq.g_01632
OG0001481	Pral.g_00671	Praq.g_01170
OG0001485	Pral.g_00065	Praq.g_00052
OG0001486	Pral.g_01365	Praq.g_01331
OG0001490	Pral.g_01886	Praq.g_01254
OG0001491	Pral.g_01665	Praq.g_00654
OG0001499	Pral.g_01846	Praq.g_01943
OG0001500	Pral.g_00776	Praq.g_01740
OG0001501	Pral.g_01691	Praq.g_00834
OG0001503	Pral.g_01902	Praq.g_01307
OG0001506	Pral.g_01115	Praq.g_00335
OG0001521	Pral.g_01689	Praq.g_00621
OG0001522	Pral.g_01521	Praq.g_01430
OG0001523	Pral.g_00073	Praq.g_01304
OG0001524	Pral.g_00072	Praq.g_01305
OG0001548	Pral.g_01858	Praq.g_00645
OG0001550	Pral.g_01701	Praq.g_01292
OG0001552	Pral.g_01067	Praq.g_01395
OG0001553	Pral.g_01168	Praq.g_00291
OG0001565	Pral.g_01872	Praq.g_01130
OG0001566	Pral.g_01767	Praq.g_00805
OG0001571	Pral.g_00034	Praq.g_01285
OG0001581	Pral.g_00670	Praq.g_01858
OG0001583	Pral.g_01666	Praq.g_00653, Praq.g_01244
OG0001584	Pral.g_01478	Praq.g_01521
OG0001587	Pral.g_00168	Praq.g_00955
OG0001588	Pral.g_01229	Praq.g_00270
OG0001595	Pral.g_00981	Praq.g_01936
OG0001596	Pral.g_00972	Praq.g_01928
OG0001597	Pral.g_01119	Praq.g_01182
OG0001599	Pral.g_00628	Praq.g_00510
OG0001600	Pral.g_00579	Praq.g_01091
OG0001601	Pral.g_01768	Praq.g_00803
OG0001602	Pral.g_01736	Praq.g_00830
OG0001603	Pral.g_01664	Praq.g_00655
OG0001604	Pral.g_01791	Praq.g_01498
OG0001605	Pral.g_01844	Praq.g_01587
OG0001606	Pral.g_01855	Praq.g_01648
OG0001607	Pral.g_01892	Praq.g_01306
OG0001608	Pral.g_01693	Praq.g_00166
OG0001609	Pral.g_01117	Praq.g_00333
OG0001610	Pral.g_01113	Praq.g_00336
OG0001611	Pral.g_01862	Praq.g_00010
OG0001613	Pral.g_00265	Praq.g_00726
OG0001628	Pral.g_00451	Praq.g_00632
OG0001630	Pral.g_01814	Praq.g_01479
OG0001632	Pral.g_01843	Praq.g_00087
OG0001648	Pral.g_00087, Pral.g_01294	Praq.g_01171
OG0001651	Pral.g_01863	Praq.g_00008
OG0001662	Pral.g_00426	Praq.g_01277
OG0001663	Pral.g_01349	Praq.g_01316
OG0001664	Pral.g_00054	Praq.g_00101
OG0001665	Pral.g_01329	Praq.g_00104
OG0001670	Pral.g_00070	Praq.g_00055, Praq.g_01406, Praq.g_00047, Praq.g_00037
OG0001684	Pral.g_00500	Praq.g_01014
OG0001685	Pral.g_00448	Praq.g_01461
OG0001686	Pral.g_01330	Praq.g_01586
OG0001687	Pral.g_00630	Praq.g_01631
OG0001688	Pral.g_00428	Praq.g_01636
OG0001706	Pral.g_00425	Praq.g_01404
OG0001707	Pral.g_01325	Praq.g_01655
OG0001708	Pral.g_01348	Praq.g_01315
OG0001713	Pral.g_01375	Praq.g_01946
OG0001722	Pral.g_01816	Praq.g_01477
OG0001723	Pral.g_01690	Praq.g_00086
OG0001725	Pral.g_00035	Praq.g_01156
OG0001742	Pral.g_01880	Praq.g_01167
OG0001746	Pral.g_00434	Praq.g_00074
OG0001774	Pral.g_01766	Praq.g_00806
OG0001778	Pral.g_01866	Praq.g_00108
OG0001985	Pral.g_01061	Praq.g_01467
OG0001986	Pral.g_01583	Praq.g_01573
OG0002089	Pral.g_00017	Praq.g_01286
OG0002097	Pral.g_01194	Praq.g_00234
OG0002111	Pral.g_01869	Praq.g_01011
OG0002273	Pral.g_01295	Praq.g_01945
OG0002274	Pral.g_01196	Praq.g_00235
OG0002379	Pral.g_00067	Praq.g_01248
OG0002426	Pral.g_00092	Praq.g_00249
OG0002427	Pral.g_01842	Praq.g_00063
OG0002783	Pral.g_01241	Praq.g_00572
OG0004041	Pral.g_00988	Praq.g_01402
