Orthogroup	Pral	Prax
OG0001168	Pral.g_00145	Prax.g_01521
OG0001169	Pral.g_00147	Prax.g_01519
OG0001170	Pral.g_00149	Prax.g_01517
OG0001171	Pral.g_00160	Prax.g_01507
OG0001172	Pral.g_00175	Prax.g_01265
OG0001173	Pral.g_00176	Prax.g_01266
OG0001174	Pral.g_00184	Prax.g_01274
OG0001175	Pral.g_00185	Prax.g_01275
OG0001176	Pral.g_00194	Prax.g_01282
OG0001177	Pral.g_00196	Prax.g_01285
OG0001178	Pral.g_00112	Prax.g_01290
OG0001179	Pral.g_00226	Prax.g_01322
OG0001180	Pral.g_00249	Prax.g_01344
OG0001181	Pral.g_00253	Prax.g_01348
OG0001182	Pral.g_00261	Prax.g_01355
OG0001183	Pral.g_00267	Prax.g_01359
OG0001184	Pral.g_00284	Prax.g_01375
OG0001185	Pral.g_00300	Prax.g_01389
OG0001186	Pral.g_00324	Prax.g_01412
OG0001187	Pral.g_00327	Prax.g_01416
OG0001188	Pral.g_00329	Prax.g_01419
OG0001189	Pral.g_00346	Prax.g_01436
OG0001190	Pral.g_00351	Prax.g_01440
OG0001191	Pral.g_00361	Prax.g_01450
OG0001192	Pral.g_00366	Prax.g_01454
OG0001193	Pral.g_00380	Prax.g_01464
OG0001194	Pral.g_00381	Prax.g_01465
OG0001195	Pral.g_00382	Prax.g_01466
OG0001196	Pral.g_00398	Prax.g_01479
OG0001197	Pral.g_00400	Prax.g_01480
OG0001198	Pral.g_00407	Prax.g_01487
OG0001200	Pral.g_00971	Prax.g_00647
OG0001201	Pral.g_00939	Prax.g_01111
OG0001203	Pral.g_00802	Prax.g_00980
OG0001205	Pral.g_00648	Prax.g_00755
OG0001206	Pral.g_00626	Prax.g_00739
OG0001207	Pral.g_00615	Prax.g_00725
OG0001208	Pral.g_00609	Prax.g_00720
OG0001209	Pral.g_00555	Prax.g_00666
OG0001210	Pral.g_00550	Prax.g_00001
OG0001211	Pral.g_00540	Prax.g_00011
OG0001212	Pral.g_00493	Prax.g_00055
OG0001213	Pral.g_00458	Prax.g_00088
OG0001214	Pral.g_01438	Prax.g_00096
OG0001215	Pral.g_01751	Prax.g_00952
OG0001216	Pral.g_01727	Prax.g_00483
OG0001217	Pral.g_00023	Prax.g_00428
OG0001218	Pral.g_01308	Prax.g_00420
OG0001219	Pral.g_01660	Prax.g_00384
OG0001220	Pral.g_01542	Prax.g_00321
OG0001221	Pral.g_01788	Prax.g_00572
OG0001222	Pral.g_01605	Prax.g_00612
OG0001223	Pral.g_01610	Prax.g_01147
OG0001224	Pral.g_01565	Prax.g_01200
OG0001225	Pral.g_01563	Prax.g_01202
OG0001226	Pral.g_01320, Pral.g_00967	Prax.g_01229
OG0001227	Pral.g_01327	Prax.g_01248
OG0001228	Pral.g_01421	Prax.g_00245
OG0001229	Pral.g_01299	Prax.g_01865
OG0001230	Pral.g_01174	Prax.g_01741
OG0001232	Pral.g_00130	Prax.g_01536
OG0001233	Pral.g_00150	Prax.g_01516
OG0001234	Pral.g_00188	Prax.g_01277
OG0001235	Pral.g_00192	Prax.g_01287
OG0001236	Pral.g_00281	Prax.g_01372
OG0001237	Pral.g_00285	Prax.g_01376
OG0001238	Pral.g_00362	Prax.g_01451
OG0001239	Pral.g_00976	Prax.g_00642
OG0001240	Pral.g_00954	Prax.g_01125
OG0001241	Pral.g_00945	Prax.g_01117
OG0001242	Pral.g_00926	Prax.g_01099
OG0001243	Pral.g_00919	Prax.g_01093
OG0001244	Pral.g_00904	Prax.g_01077
OG0001245	Pral.g_01840	Prax.g_00794
OG0001246	Pral.g_00016, Pral.g_00586	Prax.g_00697
OG0001247	Pral.g_01758	Prax.g_00959
OG0001248	Pral.g_01756	Prax.g_00957
OG0001249	Pral.g_00701	Prax.g_00395
OG0001250	Pral.g_01529	Prax.g_00332
OG0001251	Pral.g_01819	Prax.g_00547
OG0001253	Pral.g_01032	Prax.g_01249
OG0001254	Pral.g_00076	Prax.g_00163
OG0001256	Pral.g_01069	Prax.g_01638
OG0001258	Pral.g_00103	Prax.g_01562
OG0001259	Pral.g_00148	Prax.g_01518
OG0001260	Pral.g_00166	Prax.g_01501
OG0001261	Pral.g_00234	Prax.g_01330
OG0001262	Pral.g_00344	Prax.g_01434
OG0001263	Pral.g_00917	Prax.g_01090
OG0001264	Pral.g_01006	Prax.g_01976
OG0001265	Pral.g_00927	Prax.g_01100
OG0001266	Pral.g_00841	Prax.g_01015
OG0001267	Pral.g_00759	Prax.g_00895
OG0001268	Pral.g_00693	Prax.g_00834
OG0001269	Pral.g_01541	Prax.g_00814
OG0001270	Pral.g_00660	Prax.g_00766
OG0001271	Pral.g_00620	Prax.g_00730
OG0001272	Pral.g_00605	Prax.g_00716
OG0001273	Pral.g_01432	Prax.g_00090
OG0001274	Pral.g_00818	Prax.g_00939
OG0001275	Pral.g_01585	Prax.g_01157
OG0001276	Pral.g_01597	Prax.g_01179
OG0001277	Pral.g_01703	Prax.g_01237
OG0001278	Pral.g_01425	Prax.g_00250
OG0001279	Pral.g_00024	Prax.g_01957
OG0001280	Pral.g_01282	Prax.g_01900
OG0001281	Pral.g_01276	Prax.g_01894
OG0001282	Pral.g_01221	Prax.g_01862
OG0001283	Pral.g_00394	Prax.g_01843
OG0001284	Pral.g_01082	Prax.g_01658
OG0001285	Pral.g_00133	Prax.g_01533
OG0001286	Pral.g_00247	Prax.g_01342
OG0001287	Pral.g_00307	Prax.g_01396
OG0001288	Pral.g_00317	Prax.g_01405
OG0001289	Pral.g_00960	Prax.g_00658
OG0001290	Pral.g_00946	Prax.g_01118
OG0001291	Pral.g_00909	Prax.g_01083
OG0001292	Pral.g_00791	Prax.g_00927
OG0001293	Pral.g_00778	Prax.g_00914
OG0001294	Pral.g_00025	Prax.g_00796
OG0001296	Pral.g_00581	Prax.g_00692
OG0001297	Pral.g_00576	Prax.g_00687
OG0001298	Pral.g_00511	Prax.g_00037
OG0001299	Pral.g_01468	Prax.g_00976
OG0001300	Pral.g_01747	Prax.g_00949
OG0001301	Pral.g_01742	Prax.g_00946
OG0001302	Pral.g_01663	Prax.g_00386
OG0001304	Pral.g_01577	Prax.g_01189
OG0001305	Pral.g_01557	Prax.g_01208
OG0001306	Pral.g_01352	Prax.g_00186
OG0001307	Pral.g_01238	Prax.g_01880
OG0001308	Pral.g_01151	Prax.g_01718
OG0001309	Pral.g_00572	Prax.g_01634
OG0001310	Pral.g_00120	Prax.g_01547
OG0001311	Pral.g_01599	Prax.g_01181
OG0001312	Pral.g_01651	Prax.g_00601
OG0001315	Pral.g_01326	Prax.g_00633
OG0001316	Pral.g_00905	Prax.g_01078
OG0001317	Pral.g_00806	Prax.g_00984
OG0001318	Pral.g_00782	Prax.g_00919
OG0001319	Pral.g_00766	Prax.g_00903
OG0001320	Pral.g_01887, Pral.g_00062	Prax.g_00793
OG0001321	Pral.g_00642	Prax.g_00749
OG0001322	Pral.g_00641	Prax.g_00748
OG0001323	Pral.g_00570	Prax.g_00682
OG0001324	Pral.g_01746	Prax.g_00948
OG0001325	Pral.g_01724	Prax.g_00480
OG0001327	Pral.g_01810	Prax.g_01221
OG0001330	Pral.g_01047	Prax.g_01929
OG0001331	Pral.g_01216	Prax.g_01857
OG0001332	Pral.g_01112	Prax.g_01685
OG0001333	Pral.g_00144	Prax.g_01522
OG0001334	Pral.g_00270	Prax.g_01362
OG0001335	Pral.g_00271	Prax.g_01363
OG0001336	Pral.g_00395	Prax.g_01476
OG0001339	Pral.g_00943	Prax.g_01115
OG0001340	Pral.g_00706	Prax.g_00845
OG0001341	Pral.g_01304	Prax.g_00430
OG0001342	Pral.g_00090	Prax.g_00391
OG0001343	Pral.g_01822	Prax.g_00544
OG0001344	Pral.g_01371	Prax.g_00204
OG0001345	Pral.g_01389	Prax.g_00219
OG0001346	Pral.g_01280	Prax.g_01898
OG0001348	Pral.g_01303	Prax.g_01611, Prax.g_01610
OG0001350	Pral.g_00803	Prax.g_00981
OG0001352	Pral.g_01762	Prax.g_00962
OG0001353	Pral.g_01520	Prax.g_00341
OG0001354	Pral.g_01617	Prax.g_01139
OG0001358	Pral.g_00467	Prax.g_00079
OG0001359	Pral.g_01821	Prax.g_00545
OG0001361	Pral.g_01386	Prax.g_00216
OG0001362	Pral.g_01147	Prax.g_01714
OG0001363	Pral.g_01145	Prax.g_01712
OG0001364	Pral.g_00273	Prax.g_01365
OG0001365	Pral.g_00355	Prax.g_01444
OG0001369	Pral.g_00955	Prax.g_01126
OG0001371	Pral.g_01763	Prax.g_00963
OG0001372	Pral.g_00043	Prax.g_00421, Prax.g_00457
OG0001375	Pral.g_01823	Prax.g_00543
OG0001379	Pral.g_01287	Prax.g_01905
OG0001380	Pral.g_01345	Prax.g_01875
OG0001381	Pral.g_01343	Prax.g_01869
OG0001394	Pral.g_01784	Prax.g_00576
OG0001397	Pral.g_01146	Prax.g_01713
OG0001402	Pral.g_00463	Prax.g_00412
OG0001403	Pral.g_01013	Prax.g_00283
OG0001404	Pral.g_00979	Prax.g_00639
OG0001405	Pral.g_00713	Prax.g_00847
OG0001407	Pral.g_00051	Prax.g_01227
OG0001409	Pral.g_01376	Prax.g_00207
OG0001410	Pral.g_01237	Prax.g_01879
OG0001411	Pral.g_01264	Prax.g_01822
OG0001414	Pral.g_00812	Prax.g_00989
OG0001415	Pral.g_00810	Prax.g_00987
OG0001418	Pral.g_01757	Prax.g_00958
OG0001419	Pral.g_00052	Prax.g_01228
OG0001421	Pral.g_01068	Prax.g_01637
OG0001424	Pral.g_01853	Prax.g_01244
OG0001429	Pral.g_01659	Prax.g_00383
OG0001431	Pral.g_00046	Prax.g_01931
OG0001434	Pral.g_01779	Prax.g_00581
OG0001437	Pral.g_00811	Prax.g_00988
OG0001438	Pral.g_00745	Prax.g_00882
OG0001441	Pral.g_00568	Prax.g_00680
OG0001446	Pral.g_00048	Prax.g_00650
OG0001448	Pral.g_01851	Prax.g_00806
OG0001450	Pral.g_01754	Prax.g_00955
OG0001451	Pral.g_01553	Prax.g_00312
OG0001452	Pral.g_01817	Prax.g_00548
OG0001453	Pral.g_00989	Prax.g_01151
OG0001455	Pral.g_00019	Prax.g_00148
OG0001461	Pral.g_00457	Prax.g_01569
OG0001463	Pral.g_00752	Prax.g_00889
OG0001464	Pral.g_00705	Prax.g_00844
OG0001465	Pral.g_01735	Prax.g_00940
OG0001466	Pral.g_00445	Prax.g_00439
OG0001467	Pral.g_01223	Prax.g_00394
OG0001468	Pral.g_01834	Prax.g_01218
OG0001481	Pral.g_00671	Prax.g_00800
OG0001484	Pral.g_01053	Prax.g_01921
OG0001485	Pral.g_00065	Prax.g_01600
OG0001486	Pral.g_01365	Prax.g_00198
OG0001490	Pral.g_01886	Prax.g_00274
OG0001491	Pral.g_01665	Prax.g_00388
OG0001495	Pral.g_00197	Prax.g_01284
OG0001499	Pral.g_01846	Prax.g_00632
OG0001500	Pral.g_00776	Prax.g_00912
OG0001501	Pral.g_01691	Prax.g_00937
OG0001503	Pral.g_01902	Prax.g_00168
OG0001506	Pral.g_01115	Prax.g_01687
OG0001521	Pral.g_01689	Prax.g_00429
OG0001522	Pral.g_01521	Prax.g_00340
OG0001523	Pral.g_00073	Prax.g_00165
OG0001524	Pral.g_00072	Prax.g_00166
OG0001548	Pral.g_01858	Prax.g_00397
OG0001550	Pral.g_01701	Prax.g_00151
OG0001553	Pral.g_01168	Prax.g_01736
OG0001557	Pral.g_01783	Prax.g_00577
OG0001566	Pral.g_01767	Prax.g_00966
OG0001571	Pral.g_00034	Prax.g_00144
OG0001581	Pral.g_00670	Prax.g_01074
OG0001583	Pral.g_01666	Prax.g_00389
OG0001584	Pral.g_01478	Prax.g_00593
OG0001587	Pral.g_00168	Prax.g_01258
OG0001588	Pral.g_01229	Prax.g_01756
OG0001595	Pral.g_00981	Prax.g_00638
OG0001596	Pral.g_00972	Prax.g_00646
OG0001597	Pral.g_01119	Prax.g_00811
OG0001598	Pral.g_01744	Prax.g_00507, Prax.g_00775
OG0001599	Pral.g_00628	Prax.g_00741
OG0001600	Pral.g_00579	Prax.g_00690
OG0001601	Pral.g_01768	Prax.g_00968
OG0001602	Pral.g_01736	Prax.g_00941
OG0001603	Pral.g_01664	Prax.g_00387
OG0001604	Pral.g_01791	Prax.g_00569
OG0001605	Pral.g_01844	Prax.g_01172
OG0001606	Pral.g_01855	Prax.g_01234
OG0001607	Pral.g_01892	Prax.g_00167
OG0001608	Pral.g_01693	Prax.g_01872
OG0001609	Pral.g_01117	Prax.g_01689
OG0001610	Pral.g_01113	Prax.g_01686
OG0001611	Pral.g_01862	Prax.g_01624
OG0001612	Pral.g_00063	Prax.g_01599
OG0001613	Pral.g_00265	Prax.g_01357
OG0001628	Pral.g_00451	Prax.g_00418
OG0001630	Pral.g_01814	Prax.g_00551
OG0001632	Pral.g_01843	Prax.g_01954
OG0001648	Pral.g_00087, Pral.g_01294	Prax.g_00801
OG0001651	Pral.g_01863	Prax.g_01625
OG0001662	Pral.g_00426	Prax.g_00131
OG0001663	Pral.g_01349	Prax.g_00183
OG0001685	Pral.g_00448	Prax.g_00310
OG0001686	Pral.g_01330	Prax.g_01171
OG0001687	Pral.g_00630	Prax.g_01217
OG0001688	Pral.g_00428	Prax.g_01223
OG0001689	Pral.g_00315	Prax.g_01403
OG0001706	Pral.g_00425	Prax.g_01163
OG0001707	Pral.g_01325	Prax.g_01242
OG0001708	Pral.g_01348	Prax.g_00182
OG0001713	Pral.g_01375	Prax.g_00630
OG0001722	Pral.g_01816	Prax.g_00549
OG0001723	Pral.g_01690	Prax.g_01956
OG0001725	Pral.g_00035	Prax.g_00788
OG0001727	Pral.g_01854	Prax.g_01578
OG0001742	Pral.g_01880	Prax.g_00797
OG0001743	Pral.g_00047	Prax.g_00129
OG0001774	Pral.g_01766	Prax.g_00965
OG0001778	Pral.g_01866	Prax.g_01932
OG0001782	Pral.g_01045, Pral.g_01248	Prax.g_01731
OG0001985	Pral.g_01061	Prax.g_00303
OG0001986	Pral.g_01583	Prax.g_01155
OG0002062	Pral.g_01882	Prax.g_01575
OG0002089	Pral.g_00017	Prax.g_00145
OG0002097	Pral.g_01194	Prax.g_01807
OG0002274	Pral.g_01196	Prax.g_01806
OG0002316	Pral.g_01831	Prax.g_01211
OG0002349	Pral.g_00152	Prax.g_01514
OG0002426	Pral.g_00059	Prax.g_00628
OG0002426	Pral.g_00092	Prax.g_01795
OG0002427	Pral.g_01842	Prax.g_00497
