Orthogroup	Pral	Syag
OG0001176	Pral.g_00194	Syag.g_02723
OG0001177	Pral.g_00196	Syag.g_02720
OG0001178	Pral.g_00112	Syag.g_01694
OG0001179	Pral.g_00226	Syag.g_02754
OG0001180	Pral.g_00249	Syag.g_02780
OG0001181	Pral.g_00253	Syag.g_02784
OG0001182	Pral.g_00261	Syag.g_02793
OG0001183	Pral.g_00267	Syag.g_02798
OG0001184	Pral.g_00284	Syag.g_02428
OG0001185	Pral.g_00300	Syag.g_02399
OG0001186	Pral.g_00324	Syag.g_02364
OG0001187	Pral.g_00327	Syag.g_02361
OG0001188	Pral.g_00329	Syag.g_02359
OG0001189	Pral.g_00346	Syag.g_02334
OG0001190	Pral.g_00351	Syag.g_02126
OG0001191	Pral.g_00361	Syag.g_02142
OG0001192	Pral.g_00366	Syag.g_02149
OG0001193	Pral.g_00380	Syag.g_02182
OG0001194	Pral.g_00381	Syag.g_02185
OG0001195	Pral.g_00382	Syag.g_02186
OG0001196	Pral.g_00398	Syag.g_02254
OG0001197	Pral.g_00400	Syag.g_02256
OG0001198	Pral.g_00407	Syag.g_02269
OG0001200	Pral.g_00971	Syag.g_01827
OG0001201	Pral.g_00939	Syag.g_01886
OG0001203	Pral.g_00802	Syag.g_01783
OG0001206	Pral.g_00626	Syag.g_01328
OG0001207	Pral.g_00615	Syag.g_01536
OG0001208	Pral.g_00609	Syag.g_01526
OG0001209	Pral.g_00555	Syag.g_01451
OG0001210	Pral.g_00550	Syag.g_01442
OG0001211	Pral.g_00540	Syag.g_00272
OG0001212	Pral.g_00493	Syag.g_00334
OG0001213	Pral.g_00458	Syag.g_00394
OG0001214	Pral.g_01438	Syag.g_00412
OG0001215	Pral.g_01751	Syag.g_01014
OG0001216	Pral.g_01727	Syag.g_00920
OG0001217	Pral.g_00023	Syag.g_00151
OG0001218	Pral.g_01308	Syag.g_01364
OG0001219	Pral.g_01660	Syag.g_00767
OG0001220	Pral.g_01542	Syag.g_00743
OG0001221	Pral.g_01788	Syag.g_00628
OG0001222	Pral.g_01605	Syag.g_00797
OG0001223	Pral.g_01610	Syag.g_00843
OG0001224	Pral.g_01565	Syag.g_00969
OG0001225	Pral.g_01563	Syag.g_00971
OG0001226	Pral.g_01320, Pral.g_00967	Syag.g_01835
OG0001227	Pral.g_01327	Syag.g_01240
OG0001228	Pral.g_01421	Syag.g_00709
OG0001229	Pral.g_01299	Syag.g_00997
OG0001230	Pral.g_01174	Syag.g_01430
OG0001232	Pral.g_00130	Syag.g_01724
OG0001233	Pral.g_00150	Syag.g_01745
OG0001234	Pral.g_00188	Syag.g_02708
OG0001235	Pral.g_00192	Syag.g_02715
OG0001236	Pral.g_00281	Syag.g_02432
OG0001237	Pral.g_00285	Syag.g_02426
OG0001238	Pral.g_00362	Syag.g_02144
OG0001239	Pral.g_00976	Syag.g_01822
OG0001240	Pral.g_00954	Syag.g_01869
OG0001241	Pral.g_00945	Syag.g_01879
OG0001243	Pral.g_00919	Syag.g_01920
OG0001244	Pral.g_00904	Syag.g_01948
OG0001245	Pral.g_01840	Syag.g_00213
OG0001246	Pral.g_00016, Pral.g_00586	Syag.g_01498
OG0001247	Pral.g_01758	Syag.g_00710
OG0001248	Pral.g_01756	Syag.g_00175
OG0001249	Pral.g_00701	Syag.g_02837
OG0001250	Pral.g_01529	Syag.g_00725
OG0001251	Pral.g_01819	Syag.g_00472
OG0001253	Pral.g_01032	Syag.g_00094
OG0001254	Pral.g_00076	Syag.g_02165
OG0001256	Pral.g_01069	Syag.g_01673
OG0001258	Pral.g_00103	Syag.g_01683
OG0001259	Pral.g_00148	Syag.g_01743
OG0001260	Pral.g_00166	Syag.g_01763
OG0001261	Pral.g_00234	Syag.g_02763
OG0001262	Pral.g_00344	Syag.g_02336
OG0001263	Pral.g_00917	Syag.g_01923
OG0001265	Pral.g_00927	Syag.g_01910
OG0001266	Pral.g_00841	Syag.g_02036
OG0001267	Pral.g_00759	Syag.g_02598
OG0001268	Pral.g_00693	Syag.g_02850
OG0001269	Pral.g_01541	Syag.g_00480
OG0001270	Pral.g_00660	Syag.g_00030
OG0001271	Pral.g_00620	Syag.g_01353
OG0001272	Pral.g_00605	Syag.g_01522
OG0001273	Pral.g_01432	Syag.g_00405
OG0001274	Pral.g_00818	Syag.g_02076
OG0001275	Pral.g_01585	Syag.g_00857
OG0001276	Pral.g_01597	Syag.g_00874
OG0001278	Pral.g_01425	Syag.g_01054
OG0001279	Pral.g_00024	Syag.g_00490
OG0001280	Pral.g_01282	Syag.g_01189
OG0001281	Pral.g_01276	Syag.g_01219
OG0001282	Pral.g_01221	Syag.g_01538
OG0001283	Pral.g_00394	Syag.g_02248
OG0001284	Pral.g_01082	Syag.g_01656
OG0001285	Pral.g_00133	Syag.g_00142, Syag.g_02205
OG0001286	Pral.g_00247	Syag.g_02778
OG0001287	Pral.g_00307	Syag.g_02391
OG0001288	Pral.g_00317	Syag.g_02373
OG0001289	Pral.g_00960	Syag.g_01850
OG0001290	Pral.g_00946	Syag.g_01878
OG0001291	Pral.g_00909	Syag.g_01933
OG0001292	Pral.g_00791	Syag.g_02667
OG0001293	Pral.g_00778	Syag.g_02625
OG0001294	Pral.g_00025	Syag.g_00593
OG0001296	Pral.g_00581	Syag.g_01492
OG0001297	Pral.g_00576	Syag.g_01488
OG0001298	Pral.g_00511	Syag.g_00309
OG0001299	Pral.g_01468	Syag.g_00582
OG0001300	Pral.g_01747	Syag.g_01003
OG0001301	Pral.g_01742	Syag.g_00987
OG0001302	Pral.g_01663	Syag.g_00442
OG0001304	Pral.g_01577	Syag.g_00890
OG0001305	Pral.g_01557	Syag.g_00981
OG0001306	Pral.g_01352	Syag.g_01160
OG0001307	Pral.g_01238	Syag.g_00577
OG0001308	Pral.g_01151	Syag.g_01406
OG0001309	Pral.g_00572	Syag.g_01482
OG0001311	Pral.g_01599	Syag.g_00876
OG0001312	Pral.g_01651	Syag.g_00779
OG0001313	Pral.g_01673	Syag.g_01336, Syag.g_01335, Syag.g_00391
OG0001315	Pral.g_01326	Syag.g_02796
OG0001316	Pral.g_00905	Syag.g_01940
OG0001317	Pral.g_00806	Syag.g_01787
OG0001318	Pral.g_00782	Syag.g_02633
OG0001319	Pral.g_00766	Syag.g_02609
OG0001321	Pral.g_00642	Syag.g_00050
OG0001322	Pral.g_00641	Syag.g_00051
OG0001323	Pral.g_00570	Syag.g_01479
OG0001324	Pral.g_01746	Syag.g_01002
OG0001325	Pral.g_01724	Syag.g_00916
OG0001330	Pral.g_01047	Syag.g_01181
OG0001331	Pral.g_01216	Syag.g_01543
OG0001332	Pral.g_01112	Syag.g_01611
OG0001333	Pral.g_00144	Syag.g_01739
OG0001334	Pral.g_00270	Syag.g_02807
OG0001335	Pral.g_00271	Syag.g_02808
OG0001336	Pral.g_00395	Syag.g_02249
OG0001337	Pral.g_00707	Syag.g_02804, Syag.g_02824
OG0001338	Pral.g_00704	Syag.g_02818, Syag.g_02831, Syag.g_01431, Syag.g_02827
OG0001339	Pral.g_00943	Syag.g_01881
OG0001341	Pral.g_01304	Syag.g_00233
OG0001343	Pral.g_01822	Syag.g_00562
OG0001344	Pral.g_01371	Syag.g_01136
OG0001345	Pral.g_01389	Syag.g_01108
OG0001346	Pral.g_01280	Syag.g_01193
OG0001348	Pral.g_01303	Syag.g_00941
OG0001351	Pral.g_00634	Syag.g_00055
OG0001352	Pral.g_01762	Syag.g_01459
OG0001353	Pral.g_01520	Syag.g_00716
OG0001354	Pral.g_01617	Syag.g_00830
OG0001358	Pral.g_00467	Syag.g_00374
OG0001359	Pral.g_01821	Syag.g_00561
OG0001361	Pral.g_01386	Syag.g_01111
OG0001364	Pral.g_00273	Syag.g_02448
OG0001365	Pral.g_00355	Syag.g_02131
OG0001368	Pral.g_01899, Pral.g_01702	Syag.g_02674
OG0001369	Pral.g_00955	Syag.g_01868
OG0001375	Pral.g_01823	Syag.g_00563
OG0001379	Pral.g_01287	Syag.g_01183
OG0001380	Pral.g_01345	Syag.g_00252
OG0001394	Pral.g_01784	Syag.g_00635
OG0001398	Pral.g_01710	Syag.g_00751
OG0001401	Pral.g_01672	Syag.g_00720
OG0001402	Pral.g_00463	Syag.g_00379
OG0001403	Pral.g_01013	Syag.g_02308
OG0001404	Pral.g_00979	Syag.g_01818
OG0001405	Pral.g_00713	Syag.g_02810
OG0001409	Pral.g_01376	Syag.g_01125
OG0001410	Pral.g_01237	Syag.g_00576
OG0001411	Pral.g_01264	Syag.g_02424
OG0001419	Pral.g_00052	Syag.g_01466
OG0001425	Pral.g_00365	Syag.g_02148
OG0001429	Pral.g_01659	Syag.g_00770
OG0001435	Pral.g_01803	Syag.g_00605
OG0001438	Pral.g_00745	Syag.g_02583
OG0001443	Pral.g_01300	Syag.g_02157
OG0001448	Pral.g_01851	Syag.g_01350
OG0001452	Pral.g_01817	Syag.g_02638
OG0001453	Pral.g_00989	Syag.g_00849
OG0001461	Pral.g_00457	Syag.g_00521
OG0001465	Pral.g_01735	Syag.g_00940
OG0001467	Pral.g_01223	Syag.g_01322
OG0001484	Pral.g_01053	Syag.g_02203
OG0001486	Pral.g_01365	Syag.g_01143
OG0001487	Pral.g_01120	Syag.g_01365
OG0001488	Pral.g_01381	Syag.g_01119
OG0001489	Pral.g_00258	Syag.g_02789
OG0001494	Pral.g_01255, Pral.g_01252	Syag.g_02489
OG0001495	Pral.g_00197	Syag.g_02719
OG0001498	Pral.g_00675	Syag.g_00006
OG0001510	Pral.g_00311	Syag.g_02386
OG0001511	Pral.g_00935	Syag.g_01893
OG0001512	Pral.g_01297	Syag.g_01781
OG0001515	Pral.g_01749	Syag.g_01007
OG0001516	Pral.g_01465	Syag.g_00579
OG0001517	Pral.g_00697	Syag.g_02844
OG0001518	Pral.g_00364	Syag.g_02146
OG0001519	Pral.g_00369	Syag.g_02161
OG0001527	Pral.g_00526	Syag.g_00287
OG0001529	Pral.g_01004	Syag.g_02327
OG0001530	Pral.g_00936	Syag.g_01891
OG0001531	Pral.g_00801	Syag.g_01780
OG0001532	Pral.g_01402	Syag.g_01089
OG0001534	Pral.g_01576	Syag.g_00891
OG0001535	Pral.g_01596	Syag.g_00871
OG0001536	Pral.g_01631	Syag.g_00805
OG0001537	Pral.g_01787	Syag.g_00629
OG0001538	Pral.g_01493	Syag.g_00672
OG0001539	Pral.g_01808	Syag.g_00601
OG0001540	Pral.g_00915	Syag.g_01925
OG0001541	Pral.g_00864	Syag.g_01990
OG0001542	Pral.g_00858	Syag.g_01999
OG0001543	Pral.g_01305	Syag.g_02058
OG0001544	Pral.g_00368	Syag.g_02158
OG0001545	Pral.g_00385	Syag.g_02238
OG0001553	Pral.g_01168	Syag.g_01424
OG0001557	Pral.g_01783	Syag.g_00636
OG0001558	Pral.g_00667, Pral.g_01676	Syag.g_02292
OG0001559	Pral.g_00937	Syag.g_01890
OG0001560	Pral.g_00947	Syag.g_01877
OG0001561	Pral.g_01601	Syag.g_00878
OG0001562	Pral.g_01589	Syag.g_00863
OG0001563	Pral.g_00242	Syag.g_02772
OG0001565	Pral.g_01872	Syag.g_00449
OG0001574	Pral.g_00528	Syag.g_00285
OG0001575	Pral.g_00523	Syag.g_00290
OG0001576	Pral.g_01268	Syag.g_01233
OG0001577	Pral.g_01362	Syag.g_01146
OG0001579	Pral.g_00709	Syag.g_02813, Syag.g_02817
OG0001580	Pral.g_00997	Syag.g_02112
OG0001588	Pral.g_01229	Syag.g_02446
OG0001589	Pral.g_00153	Syag.g_01748
OG0001591	Pral.g_01770	Syag.g_00595
OG0001592	Pral.g_00998	Syag.g_02113
OG0001602	Pral.g_01736	Syag.g_00939
OG0001614	Pral.g_00299	Syag.g_02401
OG0001616	Pral.g_01392	Syag.g_01102
OG0001617	Pral.g_01745	Syag.g_00998
OG0001619	Pral.g_01641	Syag.g_00794
OG0001620	Pral.g_00689	Syag.g_02857
OG0001621	Pral.g_00786	Syag.g_02637
OG0001622	Pral.g_00393	Syag.g_02247
OG0001636	Pral.g_01010	Syag.g_02314
OG0001638	Pral.g_00118	Syag.g_01700
OG0001639	Pral.g_01109	Syag.g_01615
OG0001640	Pral.g_01572	Syag.g_00955
OG0001642	Pral.g_01540	Syag.g_00742
OG0001644	Pral.g_01714	Syag.g_00902
OG0001652	Pral.g_01678	Syag.g_02290
OG0001654	Pral.g_01111	Syag.g_01613
OG0001656	Pral.g_00710	Syag.g_02816
OG0001657	Pral.g_00889	Syag.g_01962
OG0001658	Pral.g_01002	Syag.g_02125
OG0001659	Pral.g_00433	Syag.g_01093
OG0001671	Pral.g_01685	Syag.g_02063
OG0001673	Pral.g_00808	Syag.g_01789
OG0001676	Pral.g_00708	Syag.g_02815
OG0001678	Pral.g_00174	Syag.g_02692
OG0001691	Pral.g_01574	Syag.g_00486
OG0001692	Pral.g_01170	Syag.g_01426
OG0001694	Pral.g_00757	Syag.g_02596
OG0001703	Pral.g_00614	Syag.g_01535
OG0001713	Pral.g_01375	Syag.g_01128
OG0001717	Pral.g_00876	Syag.g_01976
OG0001729	Pral.g_00798	Syag.g_01774
OG0001731	Pral.g_01096	Syag.g_01640
OG0001737	Pral.g_01686	Syag.g_02577
OG0001748	Pral.g_01684	Syag.g_02065
OG0001749	Pral.g_01188	Syag.g_02506
OG0001761	Pral.g_00473	Syag.g_00361
OG0001770	Pral.g_00028, Pral.g_00027, Pral.g_00001	Syag.g_00523
OG0001803	Pral.g_00652	Syag.g_00039
OG0001810	Pral.g_01688	Syag.g_01938
OG0001813	Pral.g_00372	Syag.g_02168
OG0001816	Pral.g_01811	Syag.g_00599
OG0001837	Pral.g_01683	Syag.g_02064
OG0001907	Pral.g_01056	Syag.g_01944
OG0001916	Pral.g_00594	Syag.g_01510
OG0001936	Pral.g_00069	Syag.g_00111
OG0001974	Pral.g_00014	Syag.g_02122
OG0002177	Pral.g_00453	Syag.g_01022
OG0002237	Pral.g_01431	Syag.g_00403
OG0002246	Pral.g_00081	Syag.g_00015
OG0002247	Pral.g_00517	Syag.g_00298
OG0002348	Pral.g_00033	Syag.g_00117
OG0002349	Pral.g_00152	Syag.g_01747
OG0002426	Pral.g_00092	Syag.g_02507
OG0002434	Pral.g_00531	Syag.g_00281
OG0003034	Pral.g_01189	Syag.g_02504
