Orthogroup	Pral	Syan
OG0001183	Pral.g_00267	Syan.g_02166
OG0001184	Pral.g_00284	Syan.g_01929
OG0001185	Pral.g_00300	Syan.g_01902
OG0001186	Pral.g_00324	Syan.g_01864
OG0001187	Pral.g_00327	Syan.g_01811
OG0001188	Pral.g_00329	Syan.g_01806
OG0001189	Pral.g_00346	Syan.g_01723
OG0001190	Pral.g_00351	Syan.g_01565
OG0001191	Pral.g_00361	Syan.g_01578
OG0001192	Pral.g_00366	Syan.g_01585
OG0001193	Pral.g_00380	Syan.g_01626
OG0001194	Pral.g_00381	Syan.g_01627
OG0001195	Pral.g_00382	Syan.g_01628
OG0001196	Pral.g_00398	Syan.g_01693
OG0001197	Pral.g_00400	Syan.g_01695
OG0001198	Pral.g_00407	Syan.g_01793
OG0001200	Pral.g_00971	Syan.g_02915
OG0001201	Pral.g_00939	Syan.g_02975
OG0001203	Pral.g_00802	Syan.g_02426
OG0001205	Pral.g_00648	Syan.g_01337
OG0001206	Pral.g_00626	Syan.g_02880
OG0001207	Pral.g_00615	Syan.g_02772
OG0001208	Pral.g_00609	Syan.g_02762
OG0001209	Pral.g_00555	Syan.g_01163
OG0001210	Pral.g_00550	Syan.g_00830
OG0001211	Pral.g_00540	Syan.g_00852
OG0001212	Pral.g_00493	Syan.g_01002
OG0001213	Pral.g_00458	Syan.g_01141
OG0001214	Pral.g_01438	Syan.g_00814
OG0001215	Pral.g_01751	Syan.g_00539
OG0001216	Pral.g_01727	Syan.g_00319
OG0001217	Pral.g_00023	Syan.g_00617
OG0001218	Pral.g_01308	Syan.g_02837
OG0001219	Pral.g_01660	Syan.g_00477
OG0001220	Pral.g_01542	Syan.g_00203
OG0001221	Pral.g_01788	Syan.g_01446
OG0001222	Pral.g_01605	Syan.g_00552
OG0001223	Pral.g_01610	Syan.g_00599
OG0001224	Pral.g_01565	Syan.g_00294
OG0001225	Pral.g_01563	Syan.g_00292
OG0001226	Pral.g_01320, Pral.g_00967	Syan.g_02922
OG0001227	Pral.g_01327	Syan.g_00940
OG0001228	Pral.g_01421	Syan.g_01938
OG0001229	Pral.g_01299	Syan.g_02631
OG0001230	Pral.g_01174	Syan.g_01288
OG0001232	Pral.g_00130	Syan.g_01439
OG0001233	Pral.g_00150	Syan.g_01461
OG0001234	Pral.g_00188	Syan.g_01995
OG0001235	Pral.g_00192	Syan.g_02130
OG0001236	Pral.g_00281	Syan.g_01933
OG0001237	Pral.g_00285	Syan.g_01928
OG0001239	Pral.g_00976	Syan.g_02910
OG0001240	Pral.g_00954	Syan.g_02963
OG0001242	Pral.g_00926	Syan.g_02297
OG0001243	Pral.g_00919	Syan.g_02289
OG0001244	Pral.g_00904	Syan.g_03004
OG0001245	Pral.g_01840	Syan.g_00179
OG0001246	Pral.g_00016, Pral.g_00586	Syan.g_02734
OG0001247	Pral.g_01758	Syan.g_00199
OG0001249	Pral.g_00701	Syan.g_02150
OG0001250	Pral.g_01529	Syan.g_00382
OG0001251	Pral.g_01819	Syan.g_00490
OG0001253	Pral.g_01032	Syan.g_00099
OG0001254	Pral.g_00076	Syan.g_01148
OG0001256	Pral.g_01069	Syan.g_01384
OG0001258	Pral.g_00103	Syan.g_01395
OG0001259	Pral.g_00148	Syan.g_01459
OG0001260	Pral.g_00166	Syan.g_01478
OG0001261	Pral.g_00234	Syan.g_02209
OG0001262	Pral.g_00344	Syan.g_01721
OG0001263	Pral.g_00917	Syan.g_02286
OG0001264	Pral.g_01006	Syan.g_02949
OG0001265	Pral.g_00927	Syan.g_02299
OG0001266	Pral.g_00841	Syan.g_03088
OG0001267	Pral.g_00759	Syan.g_02023
OG0001268	Pral.g_00693	Syan.g_02138
OG0001270	Pral.g_00660	Syan.g_02393
OG0001271	Pral.g_00620	Syan.g_02849
OG0001272	Pral.g_00605	Syan.g_02758
OG0001274	Pral.g_00818	Syan.g_01528
OG0001275	Pral.g_01585	Syan.g_00628
OG0001276	Pral.g_01597	Syan.g_00360
OG0001277	Pral.g_01703	Syan.g_00007
OG0001278	Pral.g_01425	Syan.g_02585
OG0001279	Pral.g_00024	Syan.g_01306
OG0001281	Pral.g_01276	Syan.g_01220
OG0001282	Pral.g_01221	Syan.g_02774
OG0001283	Pral.g_00394	Syan.g_01687
OG0001284	Pral.g_01082	Syan.g_01369
OG0001285	Pral.g_00133	Syan.g_00977
OG0001286	Pral.g_00247	Syan.g_02193
OG0001287	Pral.g_00307	Syan.g_01894
OG0001289	Pral.g_00960	Syan.g_02942
OG0001291	Pral.g_00909	Syan.g_02273
OG0001292	Pral.g_00791	Syan.g_02091
OG0001293	Pral.g_00778	Syan.g_02051
OG0001294	Pral.g_00025	Syan.g_00758
OG0001296	Pral.g_00581	Syan.g_02728
OG0001297	Pral.g_00576	Syan.g_02724
OG0001298	Pral.g_00511	Syan.g_00944
OG0001299	Pral.g_01468	Syan.g_00764
OG0001304	Pral.g_01577	Syan.g_00345
OG0001305	Pral.g_01557	Syan.g_00191
OG0001306	Pral.g_01352	Syan.g_02714
OG0001308	Pral.g_01151	Syan.g_01248
OG0001309	Pral.g_00572	Syan.g_01196
OG0001310	Pral.g_00120	Syan.g_01422
OG0001311	Pral.g_01599	Syan.g_00358
OG0001312	Pral.g_01651	Syan.g_00496
OG0001313	Pral.g_01673	Syan.g_02860
OG0001315	Pral.g_01326	Syan.g_02168
OG0001317	Pral.g_00806	Syan.g_02422
OG0001318	Pral.g_00782	Syan.g_02060
OG0001319	Pral.g_00766	Syan.g_02034
OG0001323	Pral.g_00570	Syan.g_01193
OG0001325	Pral.g_01724	Syan.g_00323
OG0001327	Pral.g_01810	Syan.g_00753
OG0001330	Pral.g_01047	Syan.g_01202
OG0001331	Pral.g_01216	Syan.g_02779
OG0001332	Pral.g_01112	Syan.g_00412
OG0001333	Pral.g_00144	Syan.g_01455
OG0001336	Pral.g_00395	Syan.g_01688
OG0001337	Pral.g_00707	Syan.g_02151
OG0001341	Pral.g_01304	Syan.g_00524
OG0001345	Pral.g_01389	Syan.g_02655
OG0001346	Pral.g_01280	Syan.g_01214
OG0001351	Pral.g_00634	Syan.g_02804
OG0001353	Pral.g_01520	Syan.g_00372
OG0001354	Pral.g_01617	Syan.g_00585
OG0001358	Pral.g_00467	Syan.g_00017
OG0001361	Pral.g_01386	Syan.g_02658
OG0001364	Pral.g_00273	Syan.g_01950
OG0001365	Pral.g_00355	Syan.g_01570
OG0001368	Pral.g_01899, Pral.g_01702	Syan.g_02098
OG0001369	Pral.g_00955	Syan.g_02962
OG0001371	Pral.g_01763	Syan.g_02927, Syan.g_02928
OG0001379	Pral.g_01287	Syan.g_01206
OG0001380	Pral.g_01345	Syan.g_00442
OG0001394	Pral.g_01784	Syan.g_00722
OG0001398	Pral.g_01710	Syan.g_02932
OG0001400	Pral.g_01057	Syan.g_02263
OG0001401	Pral.g_01672	Syan.g_00376
OG0001402	Pral.g_00463	Syan.g_00011
OG0001403	Pral.g_01013	Syan.g_01744
OG0001404	Pral.g_00979	Syan.g_00343
OG0001407	Pral.g_00051	Syan.g_00455
OG0001409	Pral.g_01376	Syan.g_00284
OG0001411	Pral.g_01264	Syan.g_01125
OG0001415	Pral.g_00810	Syan.g_01004
OG0001418	Pral.g_01757	Syan.g_02689
OG0001419	Pral.g_00052	Syan.g_00454
OG0001425	Pral.g_00365	Syan.g_01584
OG0001429	Pral.g_01659	Syan.g_00480
OG0001434	Pral.g_01779	Syan.g_00717
OG0001435	Pral.g_01803	Syan.g_00745
OG0001437	Pral.g_00811	Syan.g_01005
OG0001438	Pral.g_00745	Syan.g_02009
OG0001441	Pral.g_00568	Syan.g_01191
OG0001443	Pral.g_01300	Syan.g_01590
OG0001452	Pral.g_01817	Syan.g_02066
OG0001453	Pral.g_00989	Syan.g_00608
OG0001461	Pral.g_00457	Syan.g_00657
OG0001467	Pral.g_01223	Syan.g_00107
OG0001476	Pral.g_01374	Syan.g_00283
OG0001486	Pral.g_01365	Syan.g_02698
OG0001487	Pral.g_01120	Syan.g_02836
OG0001488	Pral.g_01381	Syan.g_02666
OG0001489	Pral.g_00258	Syan.g_02182
OG0001495	Pral.g_00197	Syan.g_02257
OG0001498	Pral.g_00675	Syan.g_02317
OG0001510	Pral.g_00311	Syan.g_01890
OG0001511	Pral.g_00935	Syan.g_02983
OG0001512	Pral.g_01297	Syan.g_02428
OG0001515	Pral.g_01749	Syan.g_00505
OG0001516	Pral.g_01465	Syan.g_00172
OG0001517	Pral.g_00697	Syan.g_02143
OG0001518	Pral.g_00364	Syan.g_01582
OG0001519	Pral.g_00369	Syan.g_01592
OG0001522	Pral.g_01521	Syan.g_00464
OG0001527	Pral.g_00526	Syan.g_00867
OG0001529	Pral.g_01004	Syan.g_01730
OG0001530	Pral.g_00936	Syan.g_02981
OG0001531	Pral.g_00801	Syan.g_01511, Syan.g_02436
OG0001532	Pral.g_01402	Syan.g_02637
OG0001534	Pral.g_01576	Syan.g_00344
OG0001535	Pral.g_01596	Syan.g_00362
OG0001536	Pral.g_01631	Syan.g_00560
OG0001537	Pral.g_01787	Syan.g_00729
OG0001538	Pral.g_01493	Syan.g_00685
OG0001539	Pral.g_01808	Syan.g_00750
OG0001540	Pral.g_00915	Syan.g_02284
OG0001541	Pral.g_00864	Syan.g_03048
OG0001542	Pral.g_00858	Syan.g_03059
OG0001543	Pral.g_01305	Syan.g_03110
OG0001544	Pral.g_00368	Syan.g_01591
OG0001545	Pral.g_00385	Syan.g_01661
OG0001553	Pral.g_01168	Syan.g_01282
OG0001557	Pral.g_01783	Syan.g_00721
OG0001558	Pral.g_00667, Pral.g_01676	Syan.g_01760
OG0001559	Pral.g_00937	Syan.g_02980
OG0001560	Pral.g_00947	Syan.g_02969
OG0001561	Pral.g_01601	Syan.g_00356
OG0001562	Pral.g_01589	Syan.g_00650
OG0001563	Pral.g_00242	Syan.g_02200
OG0001566	Pral.g_01767	Syan.g_01072
OG0001574	Pral.g_00528	Syan.g_00865
OG0001575	Pral.g_00523	Syan.g_00870
OG0001576	Pral.g_01268	Syan.g_01242
OG0001577	Pral.g_01362	Syan.g_02701
OG0001580	Pral.g_00997	Syan.g_01551
OG0001584	Pral.g_01478	Syan.g_00701
OG0001587	Pral.g_00168	Syan.g_01482
OG0001588	Pral.g_01229	Syan.g_02262
OG0001589	Pral.g_00153	Syan.g_01463
OG0001591	Pral.g_01770	Syan.g_00756
OG0001592	Pral.g_00998	Syan.g_01552
OG0001614	Pral.g_00299	Syan.g_01905
OG0001616	Pral.g_01392	Syan.g_02649
OG0001617	Pral.g_01745	Syan.g_01033
OG0001619	Pral.g_01641	Syan.g_00549
OG0001620	Pral.g_00689	Syan.g_02131
OG0001621	Pral.g_00786	Syan.g_02064
OG0001622	Pral.g_00393	Syan.g_01686
OG0001636	Pral.g_01010	Syan.g_01738
OG0001638	Pral.g_00118	Syan.g_01418
OG0001639	Pral.g_01109	Syan.g_02407
OG0001640	Pral.g_01572	Syan.g_00309
OG0001642	Pral.g_01540	Syan.g_02603
OG0001644	Pral.g_01714	Syan.g_00336
OG0001652	Pral.g_01678	Syan.g_01762
OG0001654	Pral.g_01111	Syan.g_02409
OG0001655	Pral.g_01302	Syan.g_00416
OG0001657	Pral.g_00889	Syan.g_03019
OG0001658	Pral.g_01002	Syan.g_01564
OG0001659	Pral.g_00433	Syan.g_02642
OG0001671	Pral.g_01685	Syan.g_03115, Syan.g_01514
OG0001673	Pral.g_00808	Syan.g_02896
OG0001678	Pral.g_00174	Syan.g_02109
OG0001679	Pral.g_00703	Syan.g_02307
OG0001691	Pral.g_01574	Syan.g_01609
OG0001692	Pral.g_01170	Syan.g_01284
OG0001694	Pral.g_00757	Syan.g_02021
OG0001703	Pral.g_00614	Syan.g_02770
OG0001717	Pral.g_00876	Syan.g_03034
OG0001729	Pral.g_00798	Syan.g_01506, Syan.g_02440
OG0001731	Pral.g_01096	Syan.g_01353
OG0001737	Pral.g_01686	Syan.g_02002
OG0001748	Pral.g_01684	Syan.g_01516
OG0001761	Pral.g_00473	Syan.g_00207
OG0001774	Pral.g_01766	Syan.g_02509
OG0001782	Pral.g_01045, Pral.g_01248	Syan.g_01869
OG0001803	Pral.g_00652	Syan.g_01341
OG0001810	Pral.g_01688	Syan.g_02265
OG0001813	Pral.g_00372	Syan.g_01613
OG0001816	Pral.g_01811	Syan.g_00754
OG0001837	Pral.g_01683	Syan.g_01515
OG0001907	Pral.g_01056	Syan.g_00148
OG0001936	Pral.g_00069	Syan.g_00425
OG0001955	Pral.g_01307	Syan.g_00517
OG0001974	Pral.g_00014	Syan.g_00279
OG0001977	Pral.g_00376	Syan.g_01621
OG0002052	Pral.g_01606	Syan.g_00061
OG0002097	Pral.g_01194	Syan.g_01105
OG0002111	Pral.g_01869	Syan.g_00413
OG0002154	Pral.g_01224	Syan.g_00846
OG0002246	Pral.g_00081	Syan.g_02323
OG0002247	Pral.g_00517	Syan.g_00877
OG0002274	Pral.g_01196	Syan.g_01104
OG0002285	Pral.g_01648	Syan.g_00499
OG0002379	Pral.g_00067	Syan.g_00214
OG0002700	Pral.g_01319	Syan.g_02461
