Orthogroup	Syah	Prat
OG0001173	Syah.g_00693	Prat.g_01661
OG0001174	Syah.g_00701	Prat.g_01669
OG0001175	Syah.g_00702	Prat.g_01670
OG0001176	Syah.g_00738	Prat.g_01678
OG0001177	Syah.g_00736	Prat.g_01680
OG0001178	Syah.g_02390	Prat.g_01597
OG0001179	Syah.g_00767	Prat.g_01710
OG0001180	Syah.g_00792	Prat.g_01732
OG0001181	Syah.g_00796	Prat.g_01736
OG0001182	Syah.g_00805	Prat.g_01745
OG0001183	Syah.g_00810	Prat.g_01749
OG0001184	Syah.g_00192	Prat.g_01766
OG0001185	Syah.g_00244	Prat.g_01783
OG0001186	Syah.g_00294	Prat.g_01807
OG0001187	Syah.g_00289	Prat.g_01810
OG0001188	Syah.g_00299	Prat.g_01812
OG0001189	Syah.g_00316	Prat.g_01829
OG0001190	Syah.g_00512	Prat.g_01834
OG0001191	Syah.g_00491	Prat.g_01844
OG0001192	Syah.g_00485	Prat.g_01849
OG0001193	Syah.g_00456	Prat.g_01863
OG0001194	Syah.g_00454	Prat.g_01864
OG0001195	Syah.g_00453	Prat.g_01865
OG0001196	Syah.g_00390	Prat.g_01881
OG0001197	Syah.g_00388	Prat.g_01883
OG0001198	Syah.g_00376	Prat.g_01890
OG0001200	Syah.g_02490	Prat.g_00073
OG0001201	Syah.g_02538	Prat.g_00105
OG0001202	Syah.g_00594	Prat.g_00201
OG0001203	Syah.g_00909	Prat.g_00243
OG0001205	Syah.g_02222	Prat.g_00406
OG0001206	Syah.g_01208	Prat.g_00425
OG0001207	Syah.g_00987	Prat.g_00436
OG0001208	Syah.g_00999	Prat.g_00442
OG0001209	Syah.g_01067	Prat.g_00497
OG0001210	Syah.g_01074	Prat.g_00501
OG0001211	Syah.g_01092	Prat.g_00511
OG0001212	Syah.g_01150	Prat.g_00558
OG0001213	Syah.g_01946	Prat.g_00593
OG0001214	Syah.g_01933	Prat.g_01088
OG0001215	Syah.g_01996	Prat.g_00764
OG0001216	Syah.g_01727	Prat.g_00790
OG0001217	Syah.g_01869	Prat.g_01486
OG0001218	Syah.g_01244	Prat.g_01217
OG0001219	Syah.g_01578	Prat.g_00863
OG0001220	Syah.g_02113	Prat.g_00984
OG0001221	Syah.g_01816	Prat.g_00728
OG0001223	Syah.g_01654	Prat.g_00914
OG0001224	Syah.g_02034	Prat.g_00961
OG0001225	Syah.g_02032	Prat.g_00963
OG0001226	Syah.g_01887	Prat.g_00078
OG0001227	Syah.g_00472	Prat.g_01197
OG0001228	Syah.g_02228	Prat.g_01106
OG0001229	Syah.g_02009	Prat.g_01228
OG0001230	Syah.g_01302	Prat.g_01343
OG0001232	Syah.g_02422	Prat.g_01614
OG0001233	Syah.g_02266	Prat.g_01635
OG0001234	Syah.g_00706	Prat.g_01672
OG0001236	Syah.g_00189	Prat.g_01763
OG0001237	Syah.g_00201	Prat.g_01767
OG0001238	Syah.g_00490	Prat.g_01845
OG0001240	Syah.g_02523	Prat.g_00090
OG0001241	Syah.g_02532	Prat.g_00099
OG0001243	Syah.g_00017	Prat.g_00125
OG0001244	Syah.g_00049	Prat.g_00140
OG0001245	Syah.g_01848	Prat.g_00671
OG0001246	Syah.g_01025	Prat.g_01485, Prat.g_00467
OG0001247	Syah.g_01741	Prat.g_00757
OG0001248	Syah.g_01744	Prat.g_00759
OG0001249	Syah.g_00849	Prat.g_00345
OG0001250	Syah.g_02090	Prat.g_00997
OG0001251	Syah.g_00448	Prat.g_00695
OG0001253	Syah.g_01849	Prat.g_01480
OG0001254	Syah.g_01438	Prat.g_01559
OG0001255	Syah.g_00919	Prat.g_01172
OG0001256	Syah.g_02369	Prat.g_01446
OG0001258	Syah.g_02379	Prat.g_01588
OG0001259	Syah.g_02264	Prat.g_01633
OG0001260	Syah.g_02286	Prat.g_01651
OG0001262	Syah.g_00314	Prat.g_01827
OG0001263	Syah.g_00020	Prat.g_00127
OG0001265	Syah.g_00009	Prat.g_00117
OG0001266	Syah.g_00590	Prat.g_00205
OG0001267	Syah.g_00624	Prat.g_00287
OG0001268	Syah.g_00864	Prat.g_00353
OG0001269	Syah.g_00916	Prat.g_00985
OG0001270	Syah.g_02238	Prat.g_00394
OG0001271	Syah.g_01218	Prat.g_00431
OG0001272	Syah.g_01003	Prat.g_00446
OG0001273	Syah.g_01940	Prat.g_01095
OG0001274	Syah.g_00537	Prat.g_00228
OG0001275	Syah.g_01669	Prat.g_00922
OG0001276	Syah.g_01685	Prat.g_00936
OG0001277	Syah.g_00404	Prat.g_00817
OG0001278	Syah.g_01390	Prat.g_01102
OG0001279	Syah.g_01323	Prat.g_00828
OG0001280	Syah.g_02197	Prat.g_01248
OG0001281	Syah.g_02207	Prat.g_01254
OG0001282	Syah.g_00985	Prat.g_01292
OG0001283	Syah.g_00395	Prat.g_01877
OG0001284	Syah.g_02348	Prat.g_01433
OG0001286	Syah.g_00790	Prat.g_01730
OG0001287	Syah.g_00252	Prat.g_01790
OG0001288	Syah.g_00266	Prat.g_01800
OG0001289	Syah.g_02508	Prat.g_00085
OG0001291	Syah.g_00032	Prat.g_00135
OG0001292	Syah.g_00671	Prat.g_00254
OG0001293	Syah.g_00650	Prat.g_00268
OG0001294	Syah.g_01507	Prat.g_01546
OG0001295	Syah.g_01076	Prat.g_01215
OG0001296	Syah.g_01030	Prat.g_00472
OG0001297	Syah.g_01034	Prat.g_00477
OG0001298	Syah.g_01128	Prat.g_00541
OG0001299	Syah.g_01501	Prat.g_01057
OG0001300	Syah.g_02005	Prat.g_00768
OG0001301	Syah.g_02018	Prat.g_00773
OG0001302	Syah.g_01901	Prat.g_00859
OG0001303	Syah.g_01580	Prat.g_01550
OG0001304	Syah.g_01698	Prat.g_00949
OG0001305	Syah.g_02024	Prat.g_00969
OG0001306	Syah.g_02179	Prat.g_01170
OG0001307	Syah.g_00724	Prat.g_01283
OG0001309	Syah.g_01040	Prat.g_00481
OG0001310	Syah.g_02402	Prat.g_01604
OG0001311	Syah.g_01687	Prat.g_00938
OG0001312	Syah.g_01590	Prat.g_00872
OG0001313	Syah.g_00564	Prat.g_00849
OG0001316	Syah.g_00039	Prat.g_00139
OG0001317	Syah.g_00905	Prat.g_00239
OG0001318	Syah.g_00658	Prat.g_00263
OG0001319	Syah.g_00635	Prat.g_00280
OG0001321	Syah.g_02216	Prat.g_00413
OG0001322	Syah.g_02215	Prat.g_00414
OG0001324	Syah.g_02006	Prat.g_00769
OG0001325	Syah.g_01723	Prat.g_00793
OG0001327	Syah.g_01519	Prat.g_00704
OG0001329	Syah.g_01906	Prat.g_01542
OG0001330	Syah.g_02190	Prat.g_01468
OG0001332	Syah.g_02308	Prat.g_01403
OG0001333	Syah.g_02260	Prat.g_01629
OG0001334	Syah.g_00818	Prat.g_01752
OG0001335	Syah.g_00819	Prat.g_01753
OG0001336	Syah.g_00394	Prat.g_01878
OG0001337	Syah.g_00815, Syah.g_00837	Prat.g_00339
OG0001338	Syah.g_00856, Syah.g_02456, Syah.g_00841, Syah.g_00829	Prat.g_00342
OG0001340	Syah.g_00838	Prat.g_00340
OG0001341	Syah.g_02011	Prat.g_01225
OG0001343	Syah.g_00450	Prat.g_00692
OG0001344	Syah.g_02153	Prat.g_01152
OG0001346	Syah.g_02200	Prat.g_01250
OG0001348	Syah.g_02073	Prat.g_00827
OG0001352	Syah.g_01058	Prat.g_00753
OG0001353	Syah.g_02079	Prat.g_01005
OG0001354	Syah.g_01641	Prat.g_00906
OG0001359	Syah.g_00451	Prat.g_00693
OG0001361	Syah.g_02127	Prat.g_01138
OG0001362	Syah.g_01275	Prat.g_01367
OG0001363	Syah.g_01273	Prat.g_01369
OG0001364	Syah.g_00174	Prat.g_01755
OG0001368	Syah.g_00677	Prat.g_00632, Prat.g_00818
OG0001370	Syah.g_00429, Syah.g_01732	Prat.g_00422
OG0001372	Syah.g_01055	Prat.g_01503
OG0001375	Syah.g_00449	Prat.g_00691
OG0001379	Syah.g_02192	Prat.g_01243
OG0001381	Syah.g_00717	Prat.g_01181
OG0001394	Syah.g_01810	Prat.g_00732
OG0001397	Syah.g_01274	Prat.g_01368
OG0001398	Syah.g_01563	Prat.g_00810
OG0001400	Syah.g_00045	Prat.g_01458
OG0001401	Syah.g_02084	Prat.g_00850
OG0001402	Syah.g_01958	Prat.g_00588
OG0001403	Syah.g_00341	Prat.g_00032
OG0001404	Syah.g_02482	Prat.g_00065
OG0001405	Syah.g_00821	Prat.g_00333
OG0001407	Syah.g_01059	Prat.g_01521
OG0001410	Syah.g_00725	Prat.g_01284
OG0001414	Syah.g_00718	Prat.g_00233
OG0001416	Syah.g_02204	Prat.g_00421
OG0001419	Syah.g_01060	Prat.g_01522
OG0001421	Syah.g_01851	Prat.g_01447
OG0001425	Syah.g_00486	Prat.g_01848
OG0001428	Syah.g_00081	Prat.g_00173
OG0001430	Syah.g_00518	Prat.g_01216
OG0001434	Syah.g_01805	Prat.g_00737
OG0001435	Syah.g_01525	Prat.g_00711
OG0001438	Syah.g_00102	Prat.g_00301
OG0001443	Syah.g_00478	Prat.g_01227
OG0001446	Syah.g_01731	Prat.g_01504
OG0001448	Syah.g_01540	Prat.g_00658
OG0001452	Syah.g_00663	Prat.g_00697
OG0001461	Syah.g_00711	Prat.g_00378
OG0001465	Syah.g_01737	Prat.g_00779
OG0001468	Syah.g_01899	Prat.g_00679
OG0001477	Syah.g_02015	Prat.g_01514, Prat.g_01515
OG0001481	Syah.g_01703	Prat.g_00375
OG0001484	Syah.g_00435	Prat.g_00635
OG0001487	Syah.g_01245	Prat.g_01395
OG0001488	Syah.g_02136	Prat.g_01143
OG0001489	Syah.g_00801	Prat.g_01741
OG0001494	Syah.g_00325	Prat.g_01271
OG0001495	Syah.g_00735	Prat.g_01681
OG0001496	Syah.g_02013	Prat.g_01512
OG0001497	Syah.g_02014	Prat.g_01513
OG0001498	Syah.g_00889	Prat.g_00371
OG0001499	Syah.g_01463, Syah.g_01462	Prat.g_00667
OG0001510	Syah.g_00256	Prat.g_01794
OG0001511	Syah.g_02546	Prat.g_00109
OG0001512	Syah.g_00910	Prat.g_01231
OG0001514	Syah.g_02012	Prat.g_01511
OG0001515	Syah.g_02001	Prat.g_00766
OG0001516	Syah.g_01498	Prat.g_01060
OG0001517	Syah.g_00859	Prat.g_01328, Prat.g_00349
OG0001518	Syah.g_00488	Prat.g_01847
OG0001519	Syah.g_00476	Prat.g_01852
OG0001527	Syah.g_01107	Prat.g_00526
OG0001529	Syah.g_00328	Prat.g_00043
OG0001530	Syah.g_02544	Prat.g_00108
OG0001531	Syah.g_00911	Prat.g_00244
OG0001532	Syah.g_01420	Prat.g_01125
OG0001534	Syah.g_01699	Prat.g_00950
OG0001535	Syah.g_01683	Prat.g_00935
OG0001536	Syah.g_01617	Prat.g_00892
OG0001537	Syah.g_01815	Prat.g_00729
OG0001538	Syah.g_01774	Prat.g_01032
OG0001539	Syah.g_01521	Prat.g_00706
OG0001540	Syah.g_00022	Prat.g_00129
OG0001541	Syah.g_00621	Prat.g_00181
OG0001542	Syah.g_00612	Prat.g_00187
OG0001543	Syah.g_00568	Prat.g_01221
OG0001544	Syah.g_00477	Prat.g_01851
OG0001545	Syah.g_00405	Prat.g_01868
OG0001548	Syah.g_01882	Prat.g_00643
OG0001549	Syah.g_02121	Prat.g_00975
OG0001557	Syah.g_01809	Prat.g_00733
OG0001558	Syah.g_00562	Prat.g_00846
OG0001559	Syah.g_02543	Prat.g_00107
OG0001560	Syah.g_02531	Prat.g_00097
OG0001561	Syah.g_01689	Prat.g_00940
OG0001562	Syah.g_01675	Prat.g_00927
OG0001563	Syah.g_00784	Prat.g_01725
OG0001574	Syah.g_01105	Prat.g_00524
OG0001575	Syah.g_01110	Prat.g_00529
OG0001576	Syah.g_01172	Prat.g_01262
OG0001577	Syah.g_02162	Prat.g_01160
OG0001579	Syah.g_00824, Syah.g_00828	Prat.g_00337
OG0001580	Syah.g_00523, Syah.g_00522	Prat.g_00050
OG0001589	Syah.g_02269	Prat.g_01638
OG0001591	Syah.g_01509	Prat.g_00746
OG0001592	Syah.g_00521	Prat.g_00049
OG0001602	Syah.g_01738	Prat.g_00778
OG0001614	Syah.g_00242	Prat.g_01782
OG0001616	Syah.g_01430	Prat.g_01133
OG0001617	Syah.g_02008	Prat.g_00770
OG0001619	Syah.g_01607	Prat.g_00882
OG0001620	Syah.g_00871	Prat.g_00357
OG0001621	Syah.g_00662	Prat.g_00259
OG0001622	Syah.g_00396	Prat.g_01876
OG0001625	Syah.g_00656	Prat.g_00265
OG0001636	Syah.g_00336	Prat.g_00035
OG0001639	Syah.g_02312	Prat.g_01406
OG0001640	Syah.g_02060	Prat.g_00954
OG0001643	Syah.g_01930	Prat.g_01085
OG0001644	Syah.g_01709	Prat.g_00806
OG0001652	Syah.g_00560	Prat.g_00844
OG0001654	Syah.g_02310	Prat.g_01404
OG0001655	Syah.g_02446	Prat.g_01230
OG0001656	Syah.g_00827	Prat.g_00336
OG0001657	Syah.g_00063	Prat.g_00155
OG0001658	Syah.g_00513	Prat.g_00045
OG0001671	Syah.g_00550	Prat.g_00837
OG0001673	Syah.g_00903	Prat.g_00237
OG0001676	Syah.g_00826	Prat.g_00338
OG0001678	Syah.g_00691	Prat.g_01659
OG0001679	Syah.g_01114	Prat.g_00343
OG0001691	Syah.g_01965	Prat.g_00952
OG0001692	Syah.g_01297	Prat.g_01347
OG0001693	Syah.g_02029	Prat.g_00625
OG0001694	Syah.g_00622	Prat.g_00289
OG0001703	Syah.g_00988	Prat.g_00437
OG0001713	Syah.g_02144	Prat.g_01149
OG0001717	Syah.g_00076	Prat.g_00168
OG0001729	Syah.g_00914	Prat.g_00247
OG0001731	Syah.g_02332	Prat.g_01419
OG0001737	Syah.g_00108	Prat.g_00836
OG0001748	Syah.g_00549	Prat.g_00838
OG0001752	Syah.g_02289	Prat.g_01653
OG0001761	Syah.g_01971	Prat.g_00578
OG0001769	Syah.g_01915	Prat.g_01222
OG0001770	Syah.g_01448	Prat.g_01553
OG0001771	Syah.g_02078	Prat.g_01576
OG0001795	Syah.g_01461	Prat.g_00675
OG0001803	Syah.g_02226	Prat.g_00402
OG0001810	Syah.g_00037	Prat.g_00832
OG0001813	Syah.g_00467	Prat.g_01855
OG0001816	Syah.g_01518	Prat.g_00703
OG0001835	Syah.g_01363	Prat.g_01543
OG0001837	Syah.g_00555	Prat.g_00839
OG0001907	Syah.g_00043	Prat.g_01459
OG0001916	Syah.g_01014	Prat.g_00457
OG0001974	Syah.g_00515	Prat.g_01491
OG0002001	Syah.g_01201	Prat.g_01568
OG0002237	Syah.g_01942	Prat.g_01096
OG0002247	Syah.g_01119	Prat.g_00535
OG0002276	Syah.g_00943	Prat.g_01545, Prat.g_01565
OG0002285	Syah.g_01593	Prat.g_00875
OG0002349	Syah.g_02268	Prat.g_01637
OG0002490	Syah.g_00214	Prat.g_01527, Prat.g_01531
OG0002794	Syah.g_00326	Prat.g_01270
OG0003370	Syah.g_00563	Prat.g_00847
OG0003371	Syah.g_00556	Prat.g_00840
OG0003372	Syah.g_00558	Prat.g_00842
OG0003660	Syah.g_00557	Prat.g_00841
OG0003806	Syah.g_00559	Prat.g_00843
