Orthogroup	Syah	Prbf
OG0001127	Syah.g_02057	Prbf.g_01160
OG0001128	Syah.g_02040	Prbf.g_01162
OG0001129	Syah.g_02038	Prbf.g_01163
OG0001130	Syah.g_02037	Prbf.g_01164
OG0001131	Syah.g_01819	Prbf.g_01705
OG0001132	Syah.g_01850	Prbf.g_00296
OG0001133	Syah.g_01957	Prbf.g_00094
OG0001134	Syah.g_01437	Prbf.g_00788
OG0001136	Syah.g_02160	Prbf.g_00915
OG0001137	Syah.g_02141	Prbf.g_00927
OG0001138	Syah.g_01421	Prbf.g_00948
OG0001139	Syah.g_01419	Prbf.g_00950
OG0001140	Syah.g_01418	Prbf.g_00951
OG0001141	Syah.g_01417	Prbf.g_00952
OG0001142	Syah.g_01416	Prbf.g_00953
OG0001143	Syah.g_01408	Prbf.g_00960
OG0001144	Syah.g_01399	Prbf.g_00965
OG0001145	Syah.g_02188	Prbf.g_00034
OG0001146	Syah.g_02206	Prbf.g_00022
OG0001147	Syah.g_01234	Prbf.g_00002
OG0001148	Syah.g_00984	Prbf.g_00097
OG0001149	Syah.g_00983	Prbf.g_00098
OG0001150	Syah.g_00982	Prbf.g_00099
OG0001151	Syah.g_00970	Prbf.g_00110
OG0001152	Syah.g_00969	Prbf.g_00111
OG0001153	Syah.g_01253	Prbf.g_00189
OG0001154	Syah.g_01252	Prbf.g_00190
OG0001155	Syah.g_02313	Prbf.g_00207
OG0001156	Syah.g_02316	Prbf.g_00210
OG0001157	Syah.g_02317	Prbf.g_00211
OG0001158	Syah.g_02318	Prbf.g_00212
OG0001159	Syah.g_02319	Prbf.g_00213
OG0001161	Syah.g_00475	Prbf.g_00750
OG0001162	Syah.g_01745	Prbf.g_00812
OG0001163	Syah.g_02370	Prbf.g_00702
OG0001164	Syah.g_02376	Prbf.g_00698
OG0001165	Syah.g_02381	Prbf.g_00695
OG0001166	Syah.g_02410	Prbf.g_00674
OG0001167	Syah.g_02259	Prbf.g_00657
OG0001168	Syah.g_02261	Prbf.g_00655
OG0001169	Syah.g_02263	Prbf.g_00653
OG0001170	Syah.g_02265	Prbf.g_00651
OG0001171	Syah.g_02276	Prbf.g_00641
OG0001172	Syah.g_00692	Prbf.g_00625
OG0001173	Syah.g_00693	Prbf.g_00624
OG0001174	Syah.g_00701	Prbf.g_00616
OG0001175	Syah.g_00702	Prbf.g_00615
OG0001176	Syah.g_00738	Prbf.g_00607
OG0001177	Syah.g_00736	Prbf.g_00605
OG0001178	Syah.g_02390	Prbf.g_00688
OG0001179	Syah.g_00767	Prbf.g_00575
OG0001180	Syah.g_00792	Prbf.g_00552
OG0001181	Syah.g_00796	Prbf.g_00548
OG0001182	Syah.g_00805	Prbf.g_00540
OG0001183	Syah.g_00810	Prbf.g_00535
OG0001184	Syah.g_00192	Prbf.g_00517
OG0001185	Syah.g_00244	Prbf.g_00501
OG0001186	Syah.g_00294	Prbf.g_00476
OG0001187	Syah.g_00289	Prbf.g_00473
OG0001188	Syah.g_00299	Prbf.g_00471
OG0001189	Syah.g_00316	Prbf.g_00455
OG0001190	Syah.g_00512	Prbf.g_00450
OG0001191	Syah.g_00491	Prbf.g_00440
OG0001192	Syah.g_00485	Prbf.g_00435
OG0001193	Syah.g_00456	Prbf.g_00423
OG0001194	Syah.g_00454	Prbf.g_00422
OG0001195	Syah.g_00453	Prbf.g_00421
OG0001196	Syah.g_00390	Prbf.g_00405
OG0001197	Syah.g_00388	Prbf.g_00403
OG0001198	Syah.g_00376	Prbf.g_00396
OG0001199	Syah.g_02488	Prbf.g_01401
OG0001200	Syah.g_02490	Prbf.g_01403
OG0001201	Syah.g_02538	Prbf.g_01436
OG0001202	Syah.g_00594	Prbf.g_01534
OG0001203	Syah.g_00909	Prbf.g_01576
OG0001204	Syah.g_00676	Prbf.g_01582
OG0001205	Syah.g_02222	Prbf.g_01729
OG0001206	Syah.g_01208	Prbf.g_01749
OG0001207	Syah.g_00987	Prbf.g_01760
OG0001208	Syah.g_00999	Prbf.g_01765
OG0001209	Syah.g_01067	Prbf.g_01816
OG0001210	Syah.g_01074	Prbf.g_01821
OG0001211	Syah.g_01092	Prbf.g_01831
OG0001212	Syah.g_01150	Prbf.g_01878
OG0001213	Syah.g_01946	Prbf.g_01913
OG0001214	Syah.g_01933	Prbf.g_00984
OG0001215	Syah.g_01996	Prbf.g_01272
OG0001216	Syah.g_01727	Prbf.g_01251
OG0001217	Syah.g_01869	Prbf.g_00280
OG0001218	Syah.g_01244	Prbf.g_00855
OG0001219	Syah.g_01578	Prbf.g_01146
OG0001220	Syah.g_02113	Prbf.g_01189
OG0001221	Syah.g_01816	Prbf.g_01309
OG0001223	Syah.g_01654	Prbf.g_01099
OG0001224	Syah.g_02034	Prbf.g_01166
OG0001225	Syah.g_02032	Prbf.g_01168
OG0001226	Syah.g_01887	Prbf.g_01921
OG0001227	Syah.g_00472	Prbf.g_00870
OG0001228	Syah.g_02228	Prbf.g_00968
OG0001229	Syah.g_02009	Prbf.g_00856
OG0001230	Syah.g_01302	Prbf.g_00150
OG0001231	Syah.g_00356	Prbf.g_01706
OG0001232	Syah.g_02422	Prbf.g_00670
OG0001233	Syah.g_02266	Prbf.g_00650
OG0001234	Syah.g_00706	Prbf.g_00613
OG0001236	Syah.g_00189	Prbf.g_00520
OG0001237	Syah.g_00201	Prbf.g_00516
OG0001238	Syah.g_00490	Prbf.g_00439
OG0001240	Syah.g_02523	Prbf.g_01419
OG0001241	Syah.g_02532	Prbf.g_01429
OG0001242	Syah.g_00011	Prbf.g_01449
OG0001243	Syah.g_00017	Prbf.g_01456
OG0001244	Syah.g_00049	Prbf.g_01471
OG0001245	Syah.g_01848	Prbf.g_00879
OG0001247	Syah.g_01741	Prbf.g_01279
OG0001248	Syah.g_01744	Prbf.g_01277
OG0001249	Syah.g_00849	Prbf.g_01675
OG0001250	Syah.g_02090	Prbf.g_01202
OG0001251	Syah.g_00448	Prbf.g_00837
OG0001252	Syah.g_02041	Prbf.g_01161
OG0001253	Syah.g_01849	Prbf.g_01924
OG0001254	Syah.g_01438	Prbf.g_00786
OG0001255	Syah.g_00919	Prbf.g_00900
OG0001256	Syah.g_02369	Prbf.g_00246
OG0001258	Syah.g_02379	Prbf.g_00697
OG0001259	Syah.g_02264	Prbf.g_00652
OG0001260	Syah.g_02286	Prbf.g_00635
OG0001263	Syah.g_00020	Prbf.g_01458
OG0001265	Syah.g_00009	Prbf.g_01448
OG0001266	Syah.g_00590	Prbf.g_01538
OG0001267	Syah.g_00624	Prbf.g_01620
OG0001268	Syah.g_00864	Prbf.g_01683
OG0001269	Syah.g_00916	Prbf.g_01190
OG0001270	Syah.g_02238	Prbf.g_01718
OG0001271	Syah.g_01218	Prbf.g_01755
OG0001272	Syah.g_01003	Prbf.g_01769
OG0001273	Syah.g_01940	Prbf.g_00978
OG0001274	Syah.g_00537	Prbf.g_01562
OG0001275	Syah.g_01669	Prbf.g_01089
OG0001276	Syah.g_01685	Prbf.g_01075
OG0001277	Syah.g_00404	Prbf.g_00417
OG0001278	Syah.g_01390	Prbf.g_00972
OG0001279	Syah.g_01323	Prbf.g_00339
OG0001280	Syah.g_02197	Prbf.g_00027
OG0001281	Syah.g_02207	Prbf.g_00021
OG0001282	Syah.g_00985	Prbf.g_00096
OG0001283	Syah.g_00395	Prbf.g_00408
OG0001284	Syah.g_02348	Prbf.g_00232
OG0001286	Syah.g_00790	Prbf.g_00554
OG0001287	Syah.g_00252	Prbf.g_00494
OG0001288	Syah.g_00266	Prbf.g_00483
OG0001289	Syah.g_02508	Prbf.g_01413
OG0001291	Syah.g_00032	Prbf.g_01466
OG0001292	Syah.g_00671	Prbf.g_01587
OG0001293	Syah.g_00650	Prbf.g_01600
OG0001295	Syah.g_01076	Prbf.g_00824
OG0001296	Syah.g_01030	Prbf.g_01792
OG0001297	Syah.g_01034	Prbf.g_01797
OG0001298	Syah.g_01128	Prbf.g_01858
OG0001299	Syah.g_01501	Prbf.g_01015
OG0001300	Syah.g_02005	Prbf.g_01268
OG0001301	Syah.g_02018	Prbf.g_01263
OG0001302	Syah.g_01901	Prbf.g_01150
OG0001303	Syah.g_01580	Prbf.g_00731
OG0001304	Syah.g_01698	Prbf.g_01062
OG0001305	Syah.g_02024	Prbf.g_01174
OG0001306	Syah.g_02179	Prbf.g_00903
OG0001307	Syah.g_00724	Prbf.g_00070
OG0001309	Syah.g_01040	Prbf.g_00274
OG0001310	Syah.g_02402	Prbf.g_00680
OG0001311	Syah.g_01687	Prbf.g_01073
OG0001312	Syah.g_01590	Prbf.g_01137
OG0001314	Syah.g_02117	Prbf.g_00372
OG0001315	Syah.g_00808	Prbf.g_00865
OG0001316	Syah.g_00039	Prbf.g_01470
OG0001317	Syah.g_00905	Prbf.g_01572
OG0001318	Syah.g_00658	Prbf.g_01596
OG0001319	Syah.g_00635	Prbf.g_01613
OG0001321	Syah.g_02216	Prbf.g_01735
OG0001322	Syah.g_02215	Prbf.g_01736
OG0001323	Syah.g_01043	Prbf.g_01802
OG0001324	Syah.g_02006	Prbf.g_01267
OG0001325	Syah.g_01723	Prbf.g_01032
OG0001327	Syah.g_01519	Prbf.g_01332
OG0001328	Syah.g_01822	Prbf.g_00045
OG0001329	Syah.g_01906	Prbf.g_00734
OG0001330	Syah.g_02190	Prbf.g_00263
OG0001332	Syah.g_02308	Prbf.g_00203
OG0001333	Syah.g_02260	Prbf.g_00656
OG0001334	Syah.g_00818	Prbf.g_00532
OG0001335	Syah.g_00819	Prbf.g_00531
OG0001337	Syah.g_00815, Syah.g_00837	Prbf.g_01670
OG0001338	Syah.g_00856, Syah.g_02456, Syah.g_00841, Syah.g_00829	Prbf.g_01673
OG0001340	Syah.g_00838	Prbf.g_01671
OG0001341	Syah.g_02011	Prbf.g_00863
OG0001343	Syah.g_00450	Prbf.g_00840
OG0001344	Syah.g_02153	Prbf.g_00922
OG0001345	Syah.g_02124	Prbf.g_00938
OG0001346	Syah.g_02200	Prbf.g_00025
OG0001348	Syah.g_02073	Prbf.g_00826
OG0001349	Syah.g_02427	Prbf.g_00119
OG0001352	Syah.g_01058	Prbf.g_01283
OG0001353	Syah.g_02079	Prbf.g_01212
OG0001354	Syah.g_01641	Prbf.g_01107
OG0001355	Syah.g_01077	Prbf.g_01053
OG0001359	Syah.g_00451	Prbf.g_00839
OG0001362	Syah.g_01275	Prbf.g_00171
OG0001363	Syah.g_01273	Prbf.g_00173
OG0001364	Syah.g_00174	Prbf.g_00529
OG0001368	Syah.g_00677	Prbf.g_00051, Prbf.g_00309, Prbf.g_00374
OG0001370	Syah.g_00429, Syah.g_01732	Prbf.g_01746
OG0001372	Syah.g_01055	Prbf.g_01922
OG0001375	Syah.g_00449	Prbf.g_00841
OG0001379	Syah.g_02192	Prbf.g_00032
OG0001381	Syah.g_00717	Prbf.g_00893
OG0001382	Syah.g_00258	Prbf.g_00063
OG0001394	Syah.g_01810	Prbf.g_01305
OG0001397	Syah.g_01274	Prbf.g_00172
OG0001398	Syah.g_01563	Prbf.g_00801
OG0001401	Syah.g_02084	Prbf.g_01207
OG0001402	Syah.g_01958	Prbf.g_01907
OG0001403	Syah.g_00341	Prbf.g_01353
OG0001404	Syah.g_02482	Prbf.g_01395
OG0001407	Syah.g_01059	Prbf.g_00059
OG0001410	Syah.g_00725	Prbf.g_00069
OG0001414	Syah.g_00718	Prbf.g_01567
OG0001419	Syah.g_01060	Prbf.g_00060
OG0001421	Syah.g_01851	Prbf.g_00247
OG0001423	Syah.g_00965	Prbf.g_00361
OG0001425	Syah.g_00486	Prbf.g_00436
OG0001428	Syah.g_00081	Prbf.g_01506
OG0001430	Syah.g_00518	Prbf.g_00854
OG0001433	Syah.g_01513	Prbf.g_00706
OG0001434	Syah.g_01805	Prbf.g_01300
OG0001435	Syah.g_01525	Prbf.g_01324
OG0001443	Syah.g_00478	Prbf.g_00857
OG0001446	Syah.g_01731	Prbf.g_00291
OG0001448	Syah.g_01540	Prbf.g_01739
OG0001460	Syah.g_01512	Prbf.g_00707
OG0001461	Syah.g_00711	Prbf.g_01379
OG0001465	Syah.g_01737	Prbf.g_01256
OG0001468	Syah.g_01899	Prbf.g_00849
OG0001476	Syah.g_02145	Prbf.g_00925
OG0001477	Syah.g_02015	Prbf.g_00316
OG0001481	Syah.g_01703	Prbf.g_00046
OG0001484	Syah.g_00435	Prbf.g_00262
OG0001487	Syah.g_01245	Prbf.g_00197
OG0001488	Syah.g_02136	Prbf.g_00931
OG0001489	Syah.g_00801	Prbf.g_00543
OG0001496	Syah.g_02013	Prbf.g_00318
OG0001497	Syah.g_02014	Prbf.g_00317
OG0001498	Syah.g_00889	Prbf.g_01702
OG0001510	Syah.g_00256	Prbf.g_00490, Prbf.g_00489
OG0001511	Syah.g_02546	Prbf.g_01440
OG0001512	Syah.g_00910	Prbf.g_00861
OG0001514	Syah.g_02012	Prbf.g_00319
OG0001515	Syah.g_02001	Prbf.g_01270
OG0001516	Syah.g_01498	Prbf.g_01012
OG0001517	Syah.g_00859	Prbf.g_01679
OG0001518	Syah.g_00488	Prbf.g_00437
OG0001519	Syah.g_00476	Prbf.g_00432
OG0001522	Syah.g_02080	Prbf.g_01211
OG0001527	Syah.g_01107	Prbf.g_01844
OG0001529	Syah.g_00328	Prbf.g_01363
OG0001530	Syah.g_02544	Prbf.g_01439
OG0001531	Syah.g_00911	Prbf.g_01577
OG0001532	Syah.g_01420	Prbf.g_00949
OG0001534	Syah.g_01699	Prbf.g_01061
OG0001535	Syah.g_01683	Prbf.g_01077
OG0001536	Syah.g_01617	Prbf.g_01121
OG0001537	Syah.g_01815	Prbf.g_01308
OG0001538	Syah.g_01774	Prbf.g_01240
OG0001539	Syah.g_01521	Prbf.g_01330
OG0001540	Syah.g_00022	Prbf.g_01460
OG0001541	Syah.g_00621	Prbf.g_01514
OG0001542	Syah.g_00612	Prbf.g_01520
OG0001543	Syah.g_00568	Prbf.g_00040
OG0001544	Syah.g_00477	Prbf.g_00433
OG0001545	Syah.g_00405	Prbf.g_00418
OG0001549	Syah.g_02121	Prbf.g_01180
OG0001557	Syah.g_01809	Prbf.g_01304
OG0001559	Syah.g_02543	Prbf.g_01438
OG0001560	Syah.g_02531	Prbf.g_01427
OG0001561	Syah.g_01689	Prbf.g_01071
OG0001562	Syah.g_01675	Prbf.g_01084
OG0001563	Syah.g_00784	Prbf.g_00559
OG0001572	Syah.g_01333	Prbf.g_00338
OG0001574	Syah.g_01105	Prbf.g_01842
OG0001575	Syah.g_01110	Prbf.g_01847
OG0001576	Syah.g_01172	Prbf.g_00012
OG0001577	Syah.g_02162	Prbf.g_00913
OG0001579	Syah.g_00824, Syah.g_00828	Prbf.g_01668
OG0001580	Syah.g_00523, Syah.g_00522	Prbf.g_01370
OG0001588	Syah.g_00177	Prbf.g_01709
OG0001589	Syah.g_02269	Prbf.g_00648
OG0001591	Syah.g_01509	Prbf.g_01291
OG0001592	Syah.g_00521	Prbf.g_01369
OG0001614	Syah.g_00242	Prbf.g_00502
OG0001616	Syah.g_01430	Prbf.g_00941
OG0001617	Syah.g_02008	Prbf.g_01266
OG0001619	Syah.g_01607	Prbf.g_01128
OG0001620	Syah.g_00871	Prbf.g_01687
OG0001621	Syah.g_00662	Prbf.g_01592
OG0001622	Syah.g_00396	Prbf.g_00409
OG0001636	Syah.g_00336	Prbf.g_01357
OG0001638	Syah.g_02399	Prbf.g_00682
OG0001639	Syah.g_02312	Prbf.g_00206
OG0001640	Syah.g_02060	Prbf.g_01158
OG0001641	Syah.g_01660	Prbf.g_01096
OG0001643	Syah.g_01930	Prbf.g_00987
OG0001644	Syah.g_01709	Prbf.g_01042
OG0001654	Syah.g_02310	Prbf.g_00204
OG0001656	Syah.g_00827	Prbf.g_01667
OG0001657	Syah.g_00063	Prbf.g_01489
OG0001658	Syah.g_00513	Prbf.g_01365
OG0001659	Syah.g_01424	Prbf.g_00821
OG0001676	Syah.g_00826	Prbf.g_01669
OG0001678	Syah.g_00691	Prbf.g_00626
OG0001679	Syah.g_01114	Prbf.g_01674
OG0001691	Syah.g_01965	Prbf.g_01156
OG0001693	Syah.g_02029	Prbf.g_00749
OG0001717	Syah.g_00076	Prbf.g_00323
OG0001733	Syah.g_01514	Prbf.g_00709
OG0001747	Syah.g_00044	Prbf.g_01710
OG0001758	Syah.g_01464	Prbf.g_00715
OG0001769	Syah.g_01915	Prbf.g_00866
OG0001770	Syah.g_01448	Prbf.g_00778
OG0001771	Syah.g_02078	Prbf.g_00766
OG0001795	Syah.g_01461	Prbf.g_00726, Prbf.g_00851
OG0001807	Syah.g_00170	Prbf.g_01381
OG0001842	Syah.g_02303	Prbf.g_00294
OG0001875	Syah.g_01465	Prbf.g_00716
OG0001876	Syah.g_01466	Prbf.g_00717
OG0001916	Syah.g_01014	Prbf.g_01779
OG0001917	Syah.g_01684	Prbf.g_01076
OG0001930	Syah.g_02304	Prbf.g_00293
OG0001931	Syah.g_02305	Prbf.g_00292
OG0001965	Syah.g_01902	Prbf.g_00759
OG0002106	Syah.g_00469	Prbf.g_00054
OG0002340	Syah.g_00576	Prbf.g_01544
OG0002518	Syah.g_01479	Prbf.g_01937
