Orthogroup	Syah	Prbe
OG0001126	Syah.g_02058	Prbe.g_01308
OG0001127	Syah.g_02057	Prbe.g_01307
OG0001128	Syah.g_02040	Prbe.g_01305
OG0001129	Syah.g_02038	Prbe.g_01304
OG0001130	Syah.g_02037	Prbe.g_01303
OG0001131	Syah.g_01819	Prbe.g_01919
OG0001132	Syah.g_01850	Prbe.g_00071
OG0001133	Syah.g_01957	Prbe.g_00374
OG0001134	Syah.g_01437	Prbe.g_00041
OG0001136	Syah.g_02160	Prbe.g_01552
OG0001137	Syah.g_02141	Prbe.g_01540
OG0001138	Syah.g_01421	Prbe.g_01519
OG0001139	Syah.g_01419	Prbe.g_01517
OG0001140	Syah.g_01418	Prbe.g_01516
OG0001141	Syah.g_01417	Prbe.g_01515
OG0001142	Syah.g_01416	Prbe.g_01514
OG0001143	Syah.g_01408	Prbe.g_01507
OG0001144	Syah.g_01399	Prbe.g_01502
OG0001145	Syah.g_02188	Prbe.g_00901
OG0001146	Syah.g_02206	Prbe.g_00889
OG0001147	Syah.g_01234	Prbe.g_00869
OG0001148	Syah.g_00984	Prbe.g_00371
OG0001149	Syah.g_00983	Prbe.g_00370
OG0001150	Syah.g_00982	Prbe.g_00369
OG0001151	Syah.g_00970	Prbe.g_00358
OG0001152	Syah.g_00969	Prbe.g_00357
OG0001153	Syah.g_01253	Prbe.g_00279
OG0001154	Syah.g_01252	Prbe.g_00278
OG0001155	Syah.g_02313	Prbe.g_00261
OG0001156	Syah.g_02316	Prbe.g_00258
OG0001157	Syah.g_02317	Prbe.g_00257
OG0001158	Syah.g_02318	Prbe.g_00256
OG0001159	Syah.g_02319	Prbe.g_00255
OG0001161	Syah.g_00475	Prbe.g_01042
OG0001162	Syah.g_01745	Prbe.g_00017
OG0001163	Syah.g_02370	Prbe.g_00994
OG0001164	Syah.g_02376	Prbe.g_00990
OG0001165	Syah.g_02381	Prbe.g_00987
OG0001166	Syah.g_02410	Prbe.g_00966
OG0001167	Syah.g_02259	Prbe.g_00949
OG0001168	Syah.g_02261	Prbe.g_00947
OG0001169	Syah.g_02263	Prbe.g_00945
OG0001170	Syah.g_02265	Prbe.g_00943
OG0001171	Syah.g_02276	Prbe.g_00933
OG0001172	Syah.g_00692	Prbe.g_01113
OG0001173	Syah.g_00693	Prbe.g_01112
OG0001174	Syah.g_00701	Prbe.g_01104
OG0001175	Syah.g_00702	Prbe.g_01103
OG0001176	Syah.g_00738	Prbe.g_01095
OG0001177	Syah.g_00736	Prbe.g_01093
OG0001178	Syah.g_02390	Prbe.g_00980
OG0001179	Syah.g_00767	Prbe.g_00853
OG0001180	Syah.g_00792	Prbe.g_00830
OG0001181	Syah.g_00796	Prbe.g_00826
OG0001182	Syah.g_00805	Prbe.g_00818
OG0001183	Syah.g_00810	Prbe.g_00813
OG0001184	Syah.g_00192	Prbe.g_00795
OG0001185	Syah.g_00244	Prbe.g_00779
OG0001186	Syah.g_00294	Prbe.g_00747
OG0001187	Syah.g_00289	Prbe.g_00750
OG0001188	Syah.g_00299	Prbe.g_00752
OG0001189	Syah.g_00316	Prbe.g_01146
OG0001190	Syah.g_00512	Prbe.g_01151
OG0001191	Syah.g_00491	Prbe.g_01161
OG0001192	Syah.g_00485	Prbe.g_01166
OG0001193	Syah.g_00456	Prbe.g_01178
OG0001194	Syah.g_00454	Prbe.g_01179
OG0001195	Syah.g_00453	Prbe.g_01180
OG0001196	Syah.g_00390	Prbe.g_01196
OG0001197	Syah.g_00388	Prbe.g_01198
OG0001198	Syah.g_00376	Prbe.g_01062
OG0001199	Syah.g_02488	Prbe.g_00179
OG0001200	Syah.g_02490	Prbe.g_00181
OG0001201	Syah.g_02538	Prbe.g_01650
OG0001202	Syah.g_00594	Prbe.g_01748
OG0001203	Syah.g_00909	Prbe.g_01790
OG0001204	Syah.g_00676	Prbe.g_01796
OG0001205	Syah.g_02222	Prbe.g_01943
OG0001206	Syah.g_01208	Prbe.g_00667
OG0001207	Syah.g_00987	Prbe.g_00656
OG0001208	Syah.g_00999	Prbe.g_00651
OG0001209	Syah.g_01067	Prbe.g_00600
OG0001210	Syah.g_01074	Prbe.g_00595
OG0001211	Syah.g_01092	Prbe.g_00585
OG0001212	Syah.g_01150	Prbe.g_00538
OG0001213	Syah.g_01946	Prbe.g_00503
OG0001214	Syah.g_01933	Prbe.g_01483
OG0001215	Syah.g_01996	Prbe.g_00465
OG0001216	Syah.g_01727	Prbe.g_01216
OG0001217	Syah.g_01869	Prbe.g_00055
OG0001218	Syah.g_01244	Prbe.g_01612
OG0001219	Syah.g_01578	Prbe.g_01321
OG0001220	Syah.g_02113	Prbe.g_01278
OG0001221	Syah.g_01816	Prbe.g_00428
OG0001223	Syah.g_01654	Prbe.g_01368
OG0001224	Syah.g_02034	Prbe.g_01301
OG0001225	Syah.g_02032	Prbe.g_01299
OG0001226	Syah.g_01887	Prbe.g_00495
OG0001227	Syah.g_00472	Prbe.g_01597
OG0001228	Syah.g_02228	Prbe.g_01499
OG0001229	Syah.g_02009	Prbe.g_01611
OG0001230	Syah.g_01302	Prbe.g_00318
OG0001231	Syah.g_00356	Prbe.g_01920
OG0001232	Syah.g_02422	Prbe.g_00962
OG0001233	Syah.g_02266	Prbe.g_00942
OG0001234	Syah.g_00706	Prbe.g_01101
OG0001236	Syah.g_00189	Prbe.g_00798
OG0001237	Syah.g_00201	Prbe.g_00794
OG0001238	Syah.g_00490	Prbe.g_01162
OG0001240	Syah.g_02523	Prbe.g_01633
OG0001241	Syah.g_02532	Prbe.g_01643
OG0001242	Syah.g_00011	Prbe.g_01663
OG0001243	Syah.g_00017	Prbe.g_01670
OG0001244	Syah.g_00049	Prbe.g_01685
OG0001245	Syah.g_01848	Prbe.g_01588
OG0001247	Syah.g_01741	Prbe.g_00458
OG0001248	Syah.g_01744	Prbe.g_00460
OG0001249	Syah.g_00849	Prbe.g_01889
OG0001250	Syah.g_02090	Prbe.g_01265
OG0001251	Syah.g_00448	Prbe.g_00106
OG0001252	Syah.g_02041	Prbe.g_01306
OG0001253	Syah.g_01849	Prbe.g_00492
OG0001254	Syah.g_01438	Prbe.g_00043
OG0001255	Syah.g_00919	Prbe.g_01567
OG0001256	Syah.g_02369	Prbe.g_00222
OG0001258	Syah.g_02379	Prbe.g_00989
OG0001259	Syah.g_02264	Prbe.g_00944
OG0001260	Syah.g_02286	Prbe.g_00927
OG0001262	Syah.g_00314	Prbe.g_01144
OG0001263	Syah.g_00020	Prbe.g_01672
OG0001265	Syah.g_00009	Prbe.g_01662
OG0001266	Syah.g_00590	Prbe.g_01752
OG0001267	Syah.g_00624	Prbe.g_01834
OG0001268	Syah.g_00864	Prbe.g_01897
OG0001269	Syah.g_00916	Prbe.g_01277
OG0001270	Syah.g_02238	Prbe.g_01932
OG0001271	Syah.g_01218	Prbe.g_00661
OG0001272	Syah.g_01003	Prbe.g_00647
OG0001273	Syah.g_01940	Prbe.g_01489
OG0001274	Syah.g_00537	Prbe.g_01776
OG0001275	Syah.g_01669	Prbe.g_01378
OG0001276	Syah.g_01685	Prbe.g_01392
OG0001277	Syah.g_00404	Prbe.g_01184
OG0001278	Syah.g_01390	Prbe.g_01495
OG0001279	Syah.g_01323	Prbe.g_00721
OG0001280	Syah.g_02197	Prbe.g_00894
OG0001281	Syah.g_02207	Prbe.g_00888
OG0001282	Syah.g_00985	Prbe.g_00372
OG0001283	Syah.g_00395	Prbe.g_01193
OG0001284	Syah.g_02348	Prbe.g_00236
OG0001286	Syah.g_00790	Prbe.g_00832
OG0001287	Syah.g_00252	Prbe.g_00772
OG0001288	Syah.g_00266	Prbe.g_00762
OG0001289	Syah.g_02508	Prbe.g_00191
OG0001291	Syah.g_00032	Prbe.g_01680
OG0001292	Syah.g_00671	Prbe.g_01801
OG0001293	Syah.g_00650	Prbe.g_01814
OG0001295	Syah.g_01076	Prbe.g_00005
OG0001296	Syah.g_01030	Prbe.g_00624
OG0001297	Syah.g_01034	Prbe.g_00619
OG0001298	Syah.g_01128	Prbe.g_00558
OG0001299	Syah.g_01501	Prbe.g_01452
OG0001300	Syah.g_02005	Prbe.g_01199
OG0001301	Syah.g_02018	Prbe.g_01204
OG0001302	Syah.g_01901	Prbe.g_01317
OG0001303	Syah.g_01580	Prbe.g_01023
OG0001304	Syah.g_01698	Prbe.g_01405
OG0001305	Syah.g_02024	Prbe.g_01293
OG0001306	Syah.g_02179	Prbe.g_01564
OG0001307	Syah.g_00724	Prbe.g_00398
OG0001309	Syah.g_01040	Prbe.g_00194
OG0001310	Syah.g_02402	Prbe.g_00972
OG0001311	Syah.g_01687	Prbe.g_01394
OG0001312	Syah.g_01590	Prbe.g_01330
OG0001314	Syah.g_02117	Prbe.g_00688
OG0001315	Syah.g_00808	Prbe.g_01602
OG0001316	Syah.g_00039	Prbe.g_01684
OG0001317	Syah.g_00905	Prbe.g_01786
OG0001318	Syah.g_00658	Prbe.g_01810
OG0001319	Syah.g_00635	Prbe.g_01827
OG0001321	Syah.g_02216	Prbe.g_01949
OG0001322	Syah.g_02215	Prbe.g_01950
OG0001323	Syah.g_01043	Prbe.g_00614
OG0001324	Syah.g_02006	Prbe.g_01200
OG0001325	Syah.g_01723	Prbe.g_01435
OG0001327	Syah.g_01519	Prbe.g_00405
OG0001328	Syah.g_01822	Prbe.g_00912
OG0001329	Syah.g_01906	Prbe.g_01026
OG0001330	Syah.g_02190	Prbe.g_00205
OG0001332	Syah.g_02308	Prbe.g_00265
OG0001333	Syah.g_02260	Prbe.g_00948
OG0001334	Syah.g_00818	Prbe.g_00810
OG0001335	Syah.g_00819	Prbe.g_00809
OG0001337	Syah.g_00815, Syah.g_00837	Prbe.g_01884
OG0001338	Syah.g_00856, Syah.g_02456, Syah.g_00841, Syah.g_00829	Prbe.g_01887
OG0001340	Syah.g_00838	Prbe.g_01885
OG0001341	Syah.g_02011	Prbe.g_01604
OG0001343	Syah.g_00450	Prbe.g_00103
OG0001344	Syah.g_02153	Prbe.g_01545
OG0001345	Syah.g_02124	Prbe.g_01529
OG0001346	Syah.g_02200	Prbe.g_00892
OG0001348	Syah.g_02073	Prbe.g_00003
OG0001349	Syah.g_02427	Prbe.g_00349
OG0001352	Syah.g_01058	Prbe.g_00454
OG0001353	Syah.g_02079	Prbe.g_01255
OG0001354	Syah.g_01641	Prbe.g_01360
OG0001355	Syah.g_01077	Prbe.g_01414
OG0001359	Syah.g_00451	Prbe.g_00104
OG0001362	Syah.g_01275	Prbe.g_00297
OG0001363	Syah.g_01273	Prbe.g_00295
OG0001364	Syah.g_00174	Prbe.g_00807
OG0001368	Syah.g_00677	Prbe.g_01629, Prbe.g_00084, Prbe.g_00686
OG0001370	Syah.g_00429, Syah.g_01732	Prbe.g_00670
OG0001372	Syah.g_01055	Prbe.g_00494
OG0001375	Syah.g_00449	Prbe.g_00102
OG0001379	Syah.g_02192	Prbe.g_00899
OG0001381	Syah.g_00717	Prbe.g_01574
OG0001382	Syah.g_00258	Prbe.g_01617
OG0001394	Syah.g_01810	Prbe.g_00432
OG0001397	Syah.g_01274	Prbe.g_00296
OG0001398	Syah.g_01563	Prbe.g_00028
OG0001401	Syah.g_02084	Prbe.g_01260
OG0001402	Syah.g_01958	Prbe.g_00509
OG0001403	Syah.g_00341	Prbe.g_00131
OG0001404	Syah.g_02482	Prbe.g_00173
OG0001407	Syah.g_01059	Prbe.g_01621
OG0001410	Syah.g_00725	Prbe.g_00399
OG0001414	Syah.g_00718	Prbe.g_01781
OG0001419	Syah.g_01060	Prbe.g_01620
OG0001421	Syah.g_01851	Prbe.g_00221
OG0001423	Syah.g_00965	Prbe.g_00698
OG0001425	Syah.g_00486	Prbe.g_01165
OG0001428	Syah.g_00081	Prbe.g_01720
OG0001430	Syah.g_00518	Prbe.g_01613
OG0001433	Syah.g_01513	Prbe.g_00998
OG0001434	Syah.g_01805	Prbe.g_00437
OG0001435	Syah.g_01525	Prbe.g_00413
OG0001443	Syah.g_00478	Prbe.g_01610
OG0001446	Syah.g_01731	Prbe.g_00066
OG0001448	Syah.g_01540	Prbe.g_00677
OG0001460	Syah.g_01512	Prbe.g_00999
OG0001461	Syah.g_00711	Prbe.g_00157
OG0001465	Syah.g_01737	Prbe.g_01211
OG0001468	Syah.g_01899	Prbe.g_00094
OG0001476	Syah.g_02145	Prbe.g_01542
OG0001477	Syah.g_02015	Prbe.g_00744
OG0001481	Syah.g_01703	Prbe.g_00913
OG0001484	Syah.g_00435	Prbe.g_00206
OG0001487	Syah.g_01245	Prbe.g_00271
OG0001488	Syah.g_02136	Prbe.g_01536
OG0001489	Syah.g_00801	Prbe.g_00821
OG0001496	Syah.g_02013	Prbe.g_00742
OG0001497	Syah.g_02014	Prbe.g_00743
OG0001498	Syah.g_00889	Prbe.g_01916
OG0001510	Syah.g_00256	Prbe.g_00768
OG0001511	Syah.g_02546	Prbe.g_01654
OG0001512	Syah.g_00910	Prbe.g_01606
OG0001514	Syah.g_02012	Prbe.g_00741
OG0001515	Syah.g_02001	Prbe.g_00467
OG0001516	Syah.g_01498	Prbe.g_01455
OG0001517	Syah.g_00859	Prbe.g_01893
OG0001518	Syah.g_00488	Prbe.g_01164
OG0001519	Syah.g_00476	Prbe.g_01169
OG0001522	Syah.g_02080	Prbe.g_01256
OG0001527	Syah.g_01107	Prbe.g_00572
OG0001529	Syah.g_00328	Prbe.g_00141
OG0001530	Syah.g_02544	Prbe.g_01653
OG0001531	Syah.g_00911	Prbe.g_01791
OG0001532	Syah.g_01420	Prbe.g_01518
OG0001534	Syah.g_01699	Prbe.g_01406
OG0001535	Syah.g_01683	Prbe.g_01390
OG0001536	Syah.g_01617	Prbe.g_01346
OG0001537	Syah.g_01815	Prbe.g_00429
OG0001538	Syah.g_01774	Prbe.g_01227
OG0001539	Syah.g_01521	Prbe.g_00407
OG0001540	Syah.g_00022	Prbe.g_01674
OG0001541	Syah.g_00621	Prbe.g_01728
OG0001542	Syah.g_00612	Prbe.g_01734
OG0001543	Syah.g_00568	Prbe.g_00907
OG0001544	Syah.g_00477	Prbe.g_01168
OG0001545	Syah.g_00405	Prbe.g_01183
OG0001549	Syah.g_02121	Prbe.g_01287
OG0001557	Syah.g_01809	Prbe.g_00433
OG0001559	Syah.g_02543	Prbe.g_01652
OG0001560	Syah.g_02531	Prbe.g_01641
OG0001561	Syah.g_01689	Prbe.g_01396
OG0001562	Syah.g_01675	Prbe.g_01383
OG0001563	Syah.g_00784	Prbe.g_00837
OG0001572	Syah.g_01333	Prbe.g_00722
OG0001574	Syah.g_01105	Prbe.g_00574
OG0001575	Syah.g_01110	Prbe.g_00569
OG0001576	Syah.g_01172	Prbe.g_00879
OG0001577	Syah.g_02162	Prbe.g_01554
OG0001579	Syah.g_00824, Syah.g_00828	Prbe.g_01882
OG0001580	Syah.g_00523, Syah.g_00522	Prbe.g_00148
OG0001588	Syah.g_00177	Prbe.g_01923
OG0001589	Syah.g_02269	Prbe.g_00940
OG0001591	Syah.g_01509	Prbe.g_00446
OG0001592	Syah.g_00521	Prbe.g_00147
OG0001614	Syah.g_00242	Prbe.g_00780
OG0001616	Syah.g_01430	Prbe.g_01526
OG0001617	Syah.g_02008	Prbe.g_01201
OG0001619	Syah.g_01607	Prbe.g_01339
OG0001620	Syah.g_00871	Prbe.g_01901
OG0001621	Syah.g_00662	Prbe.g_01806
OG0001622	Syah.g_00396	Prbe.g_01192
OG0001636	Syah.g_00336	Prbe.g_00135
OG0001638	Syah.g_02399	Prbe.g_00974
OG0001639	Syah.g_02312	Prbe.g_00262
OG0001640	Syah.g_02060	Prbe.g_01309
OG0001641	Syah.g_01660	Prbe.g_01371
OG0001643	Syah.g_01930	Prbe.g_01480
OG0001644	Syah.g_01709	Prbe.g_01425
OG0001654	Syah.g_02310	Prbe.g_00264
OG0001656	Syah.g_00827	Prbe.g_01881
OG0001657	Syah.g_00063	Prbe.g_01703
OG0001658	Syah.g_00513	Prbe.g_00143
OG0001659	Syah.g_01424	Prbe.g_00008
OG0001676	Syah.g_00826	Prbe.g_01883
OG0001678	Syah.g_00691	Prbe.g_00918
OG0001679	Syah.g_01114	Prbe.g_01888
OG0001691	Syah.g_01965	Prbe.g_01311
OG0001693	Syah.g_02029	Prbe.g_01041
OG0001717	Syah.g_00076	Prbe.g_00737
OG0001733	Syah.g_01514	Prbe.g_01001
OG0001747	Syah.g_00044	Prbe.g_01924
OG0001758	Syah.g_01464	Prbe.g_01007
OG0001769	Syah.g_01915	Prbe.g_01601
OG0001770	Syah.g_01448	Prbe.g_01117
OG0001771	Syah.g_02078	Prbe.g_01129
OG0001795	Syah.g_01461	Prbe.g_01018, Prbe.g_00092
OG0001807	Syah.g_00170	Prbe.g_00159
OG0001842	Syah.g_02303	Prbe.g_00069
OG0001875	Syah.g_01465	Prbe.g_01008
OG0001876	Syah.g_01466	Prbe.g_01009
OG0001916	Syah.g_01014	Prbe.g_00637
OG0001917	Syah.g_01684	Prbe.g_01391
OG0001930	Syah.g_02304	Prbe.g_00068
OG0001931	Syah.g_02305	Prbe.g_00067
OG0001965	Syah.g_01902	Prbe.g_01051
OG0002106	Syah.g_00469	Prbe.g_01626
OG0002340	Syah.g_00576	Prbe.g_01758
OG0002518	Syah.g_01479	Prbe.g_00479
