Orthogroup	Syah	Prbc
OG0001126	Syah.g_02058	Prbc.g_02101
OG0001127	Syah.g_02057	Prbc.g_02102
OG0001128	Syah.g_02040	Prbc.g_02105
OG0001129	Syah.g_02038	Prbc.g_02106
OG0001130	Syah.g_02037	Prbc.g_02107
OG0001131	Syah.g_01819	Prbc.g_01941
OG0001132	Syah.g_01850	Prbc.g_02152
OG0001133	Syah.g_01957	Prbc.g_02128
OG0001134	Syah.g_01437	Prbc.g_00896
OG0001136	Syah.g_02160	Prbc.g_01449
OG0001137	Syah.g_02141	Prbc.g_01436
OG0001138	Syah.g_01421	Prbc.g_01416
OG0001139	Syah.g_01419	Prbc.g_01414
OG0001140	Syah.g_01418	Prbc.g_01413
OG0001141	Syah.g_01417	Prbc.g_01412
OG0001142	Syah.g_01416	Prbc.g_01411
OG0001143	Syah.g_01408	Prbc.g_01404
OG0001144	Syah.g_01399	Prbc.g_01399
OG0001145	Syah.g_02188	Prbc.g_00558
OG0001146	Syah.g_02206	Prbc.g_00570
OG0001147	Syah.g_01234	Prbc.g_00589
OG0001148	Syah.g_00984	Prbc.g_00659
OG0001149	Syah.g_00983	Prbc.g_00660
OG0001150	Syah.g_00982	Prbc.g_00661
OG0001151	Syah.g_00970	Prbc.g_00672
OG0001152	Syah.g_00969	Prbc.g_00673
OG0001153	Syah.g_01253	Prbc.g_00739
OG0001154	Syah.g_01252	Prbc.g_00740
OG0001155	Syah.g_02313	Prbc.g_00756
OG0001156	Syah.g_02316	Prbc.g_00759
OG0001157	Syah.g_02317	Prbc.g_00760
OG0001158	Syah.g_02318	Prbc.g_00761
OG0001159	Syah.g_02319	Prbc.g_00762
OG0001161	Syah.g_00475	Prbc.g_01485
OG0001162	Syah.g_01745	Prbc.g_00799
OG0001163	Syah.g_02370	Prbc.g_00825
OG0001164	Syah.g_02376	Prbc.g_00829
OG0001165	Syah.g_02381	Prbc.g_00831
OG0001166	Syah.g_02410	Prbc.g_00849
OG0001167	Syah.g_02259	Prbc.g_00867
OG0001168	Syah.g_02261	Prbc.g_00868
OG0001169	Syah.g_02263	Prbc.g_00870
OG0001170	Syah.g_02265	Prbc.g_00872
OG0001171	Syah.g_02276	Prbc.g_00882
OG0001172	Syah.g_00692	Prbc.g_00937
OG0001173	Syah.g_00693	Prbc.g_00938
OG0001174	Syah.g_00701	Prbc.g_00946
OG0001175	Syah.g_00702	Prbc.g_00947
OG0001176	Syah.g_00738	Prbc.g_00959
OG0001177	Syah.g_00736	Prbc.g_00957
OG0001178	Syah.g_02390	Prbc.g_01309
OG0001179	Syah.g_00767	Prbc.g_00301
OG0001180	Syah.g_00792	Prbc.g_00278
OG0001181	Syah.g_00796	Prbc.g_00274
OG0001182	Syah.g_00805	Prbc.g_00266
OG0001183	Syah.g_00810	Prbc.g_00247
OG0001184	Syah.g_00192	Prbc.g_00231
OG0001185	Syah.g_00244	Prbc.g_00216
OG0001186	Syah.g_00294	Prbc.g_00189
OG0001187	Syah.g_00289	Prbc.g_00966
OG0001188	Syah.g_00299	Prbc.g_00968
OG0001189	Syah.g_00316	Prbc.g_00985
OG0001190	Syah.g_00512	Prbc.g_00990
OG0001191	Syah.g_00491	Prbc.g_01000
OG0001192	Syah.g_00485	Prbc.g_01005
OG0001193	Syah.g_00456	Prbc.g_01018
OG0001194	Syah.g_00454	Prbc.g_01019
OG0001195	Syah.g_00453	Prbc.g_01020
OG0001196	Syah.g_00390	Prbc.g_01054
OG0001197	Syah.g_00388	Prbc.g_01056
OG0001198	Syah.g_00376	Prbc.g_01066
OG0001199	Syah.g_02488	Prbc.g_00499
OG0001200	Syah.g_02490	Prbc.g_00497
OG0001201	Syah.g_02538	Prbc.g_00465
OG0001202	Syah.g_00594	Prbc.g_00372
OG0001203	Syah.g_00909	Prbc.g_00332
OG0001204	Syah.g_00676	Prbc.g_01141
OG0001205	Syah.g_02222	Prbc.g_01506
OG0001206	Syah.g_01208	Prbc.g_01525
OG0001207	Syah.g_00987	Prbc.g_01536
OG0001208	Syah.g_00999	Prbc.g_01542
OG0001209	Syah.g_01067	Prbc.g_01614
OG0001210	Syah.g_01074	Prbc.g_01619
OG0001211	Syah.g_01092	Prbc.g_01630
OG0001212	Syah.g_01150	Prbc.g_01672
OG0001213	Syah.g_01946	Prbc.g_01706
OG0001214	Syah.g_01933	Prbc.g_01714
OG0001215	Syah.g_01996	Prbc.g_01772
OG0001216	Syah.g_01727	Prbc.g_01789
OG0001217	Syah.g_01869	Prbc.g_00521
OG0001218	Syah.g_01244	Prbc.g_01829
OG0001219	Syah.g_01578	Prbc.g_02005
OG0001220	Syah.g_02113	Prbc.g_01913
OG0001221	Syah.g_01816	Prbc.g_01989
OG0001223	Syah.g_01654	Prbc.g_02053
OG0001224	Syah.g_02034	Prbc.g_02109
OG0001225	Syah.g_02032	Prbc.g_02111
OG0001226	Syah.g_01887	Prbc.g_00930
OG0001227	Syah.g_00472	Prbc.g_02133
OG0001228	Syah.g_02228	Prbc.g_01396
OG0001229	Syah.g_02009	Prbc.g_00138
OG0001230	Syah.g_01302	Prbc.g_00700
OG0001231	Syah.g_00356	Prbc.g_01833
OG0001232	Syah.g_02422	Prbc.g_00853
OG0001233	Syah.g_02266	Prbc.g_00873
OG0001234	Syah.g_00706	Prbc.g_00949
OG0001236	Syah.g_00189	Prbc.g_00234
OG0001237	Syah.g_00201	Prbc.g_00230
OG0001238	Syah.g_00490	Prbc.g_01001
OG0001240	Syah.g_02523	Prbc.g_00480
OG0001241	Syah.g_02532	Prbc.g_00471
OG0001242	Syah.g_00011	Prbc.g_00452
OG0001243	Syah.g_00017	Prbc.g_00445
OG0001244	Syah.g_00049	Prbc.g_00429
OG0001245	Syah.g_01848	Prbc.g_01317
OG0001246	Syah.g_01025	Prbc.g_01584
OG0001247	Syah.g_01741	Prbc.g_01765
OG0001248	Syah.g_01744	Prbc.g_01767
OG0001249	Syah.g_00849	Prbc.g_01230
OG0001251	Syah.g_00448	Prbc.g_00923
OG0001252	Syah.g_02041	Prbc.g_02104
OG0001253	Syah.g_01849	Prbc.g_00804
OG0001254	Syah.g_01438	Prbc.g_00898
OG0001255	Syah.g_00919	Prbc.g_01463
OG0001256	Syah.g_02369	Prbc.g_00795
OG0001257	Syah.g_01237	Prbc.g_00800
OG0001259	Syah.g_02264	Prbc.g_00871
OG0001260	Syah.g_02286	Prbc.g_00888
OG0001262	Syah.g_00314	Prbc.g_00983
OG0001263	Syah.g_00020	Prbc.g_00442
OG0001269	Syah.g_00916	Prbc.g_01912
OG0001273	Syah.g_01940	Prbc.g_01708
OG0001277	Syah.g_00404	Prbc.g_01042
OG0001279	Syah.g_01323	Prbc.g_00133
OG0001280	Syah.g_02197	Prbc.g_00565
OG0001282	Syah.g_00985	Prbc.g_00658
OG0001283	Syah.g_00395	Prbc.g_01050
OG0001284	Syah.g_02348	Prbc.g_00781
OG0001286	Syah.g_00790	Prbc.g_00280
OG0001287	Syah.g_00252	Prbc.g_00209
OG0001288	Syah.g_00266	Prbc.g_00198
OG0001289	Syah.g_02508	Prbc.g_00486
OG0001294	Syah.g_01507	Prbc.g_00646, Prbc.g_01483
OG0001295	Syah.g_01076	Prbc.g_01471
OG0001296	Syah.g_01030	Prbc.g_01589
OG0001297	Syah.g_01034	Prbc.g_01594
OG0001299	Syah.g_01501	Prbc.g_01744
OG0001300	Syah.g_02005	Prbc.g_01776
OG0001301	Syah.g_02018	Prbc.g_01778
OG0001302	Syah.g_01901	Prbc.g_02003
OG0001303	Syah.g_01580	Prbc.g_00092
OG0001304	Syah.g_01698	Prbc.g_02095
OG0001305	Syah.g_02024	Prbc.g_01931
OG0001306	Syah.g_02179	Prbc.g_01461
OG0001307	Syah.g_00724	Prbc.g_00586
OG0001309	Syah.g_01040	Prbc.g_01598
OG0001310	Syah.g_02402	Prbc.g_00843
OG0001311	Syah.g_01687	Prbc.g_02087
OG0001312	Syah.g_01590	Prbc.g_02014
OG0001314	Syah.g_02117	Prbc.g_01137
OG0001315	Syah.g_00808	Prbc.g_00249
OG0001316	Syah.g_00039	Prbc.g_00431
OG0001317	Syah.g_00905	Prbc.g_00336
OG0001318	Syah.g_00658	Prbc.g_01152
OG0001321	Syah.g_02216	Prbc.g_01512
OG0001322	Syah.g_02215	Prbc.g_01513
OG0001324	Syah.g_02006	Prbc.g_01777
OG0001325	Syah.g_01723	Prbc.g_01792
OG0001326	Syah.g_00443	Prbc.g_00915
OG0001327	Syah.g_01519	Prbc.g_01966
OG0001328	Syah.g_01822	Prbc.g_01985
OG0001329	Syah.g_01906	Prbc.g_00803
OG0001330	Syah.g_02190	Prbc.g_00559
OG0001332	Syah.g_02308	Prbc.g_00754
OG0001334	Syah.g_00818	Prbc.g_00244
OG0001335	Syah.g_00819	Prbc.g_00243
OG0001336	Syah.g_00394	Prbc.g_01051
OG0001337	Syah.g_00815, Syah.g_00837	Prbc.g_01224
OG0001340	Syah.g_00838	Prbc.g_01225
OG0001341	Syah.g_02011	Prbc.g_00539
OG0001343	Syah.g_00450	Prbc.g_01956, Prbc.g_01957
OG0001344	Syah.g_02153	Prbc.g_01441
OG0001345	Syah.g_02124	Prbc.g_01425
OG0001346	Syah.g_02200	Prbc.g_00567
OG0001347	Syah.g_00284	Prbc.g_00181
OG0001348	Syah.g_02073	Prbc.g_02169
OG0001352	Syah.g_01058	Prbc.g_01761
OG0001354	Syah.g_01641	Prbc.g_02046
OG0001355	Syah.g_01077	Prbc.g_00802
OG0001357	Syah.g_00935	Prbc.g_01294
OG0001358	Syah.g_01963	Prbc.g_01697
OG0001359	Syah.g_00451	Prbc.g_01958
OG0001360	Syah.g_02122	Prbc.g_01423
OG0001362	Syah.g_01275	Prbc.g_00723
OG0001363	Syah.g_01273	Prbc.g_01521
OG0001368	Syah.g_00677	Prbc.g_00149, Prbc.g_00130
OG0001370	Syah.g_00429, Syah.g_01732	Prbc.g_00170
OG0001372	Syah.g_01055	Prbc.g_01116
OG0001373	Syah.g_00444	Prbc.g_00914
OG0001374	Syah.g_00436	Prbc.g_00922
OG0001375	Syah.g_00449	Prbc.g_01955
OG0001376	Syah.g_00483	Prbc.g_01943
OG0001377	Syah.g_00484	Prbc.g_01944
OG0001378	Syah.g_02239	Prbc.g_01495
OG0001381	Syah.g_00717	Prbc.g_00655
OG0001385	Syah.g_00447	Prbc.g_00911
OG0001386	Syah.g_00446	Prbc.g_00912
OG0001387	Syah.g_00445	Prbc.g_00913
OG0001388	Syah.g_00442	Prbc.g_00916
OG0001389	Syah.g_00441	Prbc.g_00917
OG0001390	Syah.g_00440	Prbc.g_00918
OG0001391	Syah.g_00439	Prbc.g_00919
OG0001392	Syah.g_00438	Prbc.g_00920
OG0001393	Syah.g_00437	Prbc.g_00921
OG0001394	Syah.g_01810	Prbc.g_01993
OG0001395	Syah.g_01705	Prbc.g_02098
OG0001396	Syah.g_00149	Prbc.g_00180
OG0001397	Syah.g_01274	Prbc.g_00724
OG0001398	Syah.g_01563	Prbc.g_01806
OG0001401	Syah.g_02084	Prbc.g_01896
OG0001402	Syah.g_01958	Prbc.g_01701
OG0001403	Syah.g_00341	Prbc.g_01100
OG0001404	Syah.g_02482	Prbc.g_00505
OG0001405	Syah.g_00821	Prbc.g_01218
OG0001406	Syah.g_00482	Prbc.g_01942
OG0001407	Syah.g_01059	Prbc.g_01947
OG0001408	Syah.g_01378	Prbc.g_02187
OG0001410	Syah.g_00725	Prbc.g_00587
OG0001413	Syah.g_01894	Prbc.g_01834
OG0001414	Syah.g_00718	Prbc.g_00342
OG0001417	Syah.g_01640	Prbc.g_01482
OG0001419	Syah.g_01060	Prbc.g_01825
OG0001420	Syah.g_01053	Prbc.g_00119
OG0001421	Syah.g_01851	Prbc.g_00796
OG0001425	Syah.g_00486	Prbc.g_01004
OG0001430	Syah.g_00518	Prbc.g_01945
OG0001432	Syah.g_01348	Prbc.g_02076
OG0001433	Syah.g_01513	Prbc.g_00602
OG0001434	Syah.g_01805	Prbc.g_01998
OG0001435	Syah.g_01525	Prbc.g_01973
OG0001439	Syah.g_00128	Prbc.g_01199
OG0001442	Syah.g_01795	Prbc.g_00689
OG0001443	Syah.g_00478	Prbc.g_00905
OG0001446	Syah.g_01731	Prbc.g_00494
OG0001447	Syah.g_00018	Prbc.g_00444
OG0001454	Syah.g_01888	Prbc.g_01310
OG0001456	Syah.g_00434	Prbc.g_01489
OG0001457	Syah.g_00433	Prbc.g_01488
OG0001458	Syah.g_00432	Prbc.g_01487
OG0001460	Syah.g_01512	Prbc.g_00601
OG0001461	Syah.g_00711	Prbc.g_00014
OG0001468	Syah.g_01899	Prbc.g_01954
OG0001470	Syah.g_02242	Prbc.g_00187
OG0001471	Syah.g_00123	Prbc.g_01484
OG0001473	Syah.g_01903	Prbc.g_00642
OG0001474	Syah.g_00865	Prbc.g_01251
OG0001475	Syah.g_02244	Prbc.g_00185
OG0001476	Syah.g_02145	Prbc.g_01438
OG0001477	Syah.g_02015	Prbc.g_00010
OG0001480	Syah.g_02114	Prbc.g_00151
OG0001481	Syah.g_01703	Prbc.g_02120
OG0001482	Syah.g_01650	Prbc.g_02132
OG0001484	Syah.g_00435	Prbc.g_01278
OG0001487	Syah.g_01245	Prbc.g_00747
OG0001488	Syah.g_02136	Prbc.g_01432
OG0001489	Syah.g_00801	Prbc.g_00269
OG0001495	Syah.g_00735	Prbc.g_00956
OG0001496	Syah.g_02013	Prbc.g_00008
OG0001497	Syah.g_02014	Prbc.g_00009
OG0001498	Syah.g_00889	Prbc.g_01269
OG0001499	Syah.g_01463, Syah.g_01462	Prbc.g_00519
OG0001507	Syah.g_02464	Prbc.g_00117
OG0001508	Syah.g_02241	Prbc.g_00188
OG0001510	Syah.g_00256	Prbc.g_00205
OG0001511	Syah.g_02546	Prbc.g_00461
OG0001512	Syah.g_00910	Prbc.g_00820
OG0001514	Syah.g_02012	Prbc.g_00007
OG0001515	Syah.g_02001	Prbc.g_01774
OG0001516	Syah.g_01498	Prbc.g_01741
OG0001517	Syah.g_00859	Prbc.g_01247
OG0001518	Syah.g_00488	Prbc.g_01003
OG0001519	Syah.g_00476	Prbc.g_01008
OG0001522	Syah.g_02080	Prbc.g_01892
OG0001528	Syah.g_02243	Prbc.g_00186
OG0001529	Syah.g_00328	Prbc.g_01119
OG0001530	Syah.g_02544	Prbc.g_00462
OG0001531	Syah.g_00911	Prbc.g_00331
OG0001532	Syah.g_01420	Prbc.g_01415
OG0001534	Syah.g_01699	Prbc.g_02096
OG0001535	Syah.g_01683	Prbc.g_02084
OG0001536	Syah.g_01617	Prbc.g_02032
OG0001537	Syah.g_01815	Prbc.g_01990
OG0001538	Syah.g_01774	Prbc.g_01863
OG0001539	Syah.g_01521	Prbc.g_01968
OG0001540	Syah.g_00022	Prbc.g_00440
OG0001541	Syah.g_00621	Prbc.g_00392
OG0001542	Syah.g_00612	Prbc.g_00386
OG0001543	Syah.g_00568	Prbc.g_01939
OG0001544	Syah.g_00477	Prbc.g_01007
OG0001545	Syah.g_00405	Prbc.g_01041
OG0001548	Syah.g_01882	Prbc.g_01567, Prbc.g_02149
OG0001549	Syah.g_02121	Prbc.g_01922
OG0001551	Syah.g_02068	Prbc.g_00908
OG0001557	Syah.g_01809	Prbc.g_01994
OG0001559	Syah.g_02543	Prbc.g_00463
OG0001560	Syah.g_02531	Prbc.g_00473
OG0001561	Syah.g_01689	Prbc.g_02089
OG0001562	Syah.g_01675	Prbc.g_02078
OG0001563	Syah.g_00784	Prbc.g_00285
OG0001570	Syah.g_01553	Prbc.g_00639
OG0001572	Syah.g_01333	Prbc.g_00019, Prbc.g_00096
OG0001575	Syah.g_01110	Prbc.g_01645
OG0001576	Syah.g_01172	Prbc.g_00578
OG0001577	Syah.g_02162	Prbc.g_01451
OG0001578	Syah.g_01885, Syah.g_01371	Prbc.g_00003
OG0001579	Syah.g_00824, Syah.g_00828	Prbc.g_01222
OG0001582	Syah.g_02442	Prbc.g_01480
OG0001585	Syah.g_01840	Prbc.g_01334
OG0001589	Syah.g_02269	Prbc.g_00875
OG0001591	Syah.g_01509	Prbc.g_01751
OG0001623	Syah.g_00842	Prbc.g_01226
OG0001633	Syah.g_01551	Prbc.g_00931
OG0001634	Syah.g_01504	Prbc.g_01747
OG0001635	Syah.g_00270	Prbc.g_01559
OG0001644	Syah.g_01709	Prbc.g_01802
OG0001656	Syah.g_00827	Prbc.g_01221
OG0001659	Syah.g_01424	Prbc.g_01419
OG0001667	Syah.g_02458	Prbc.g_00142
OG0001673	Syah.g_00903	Prbc.g_00338
OG0001676	Syah.g_00826	Prbc.g_01223
OG0001691	Syah.g_01965	Prbc.g_02099
OG0001692	Syah.g_01297	Prbc.g_00704
OG0001694	Syah.g_00622	Prbc.g_01174
OG0001695	Syah.g_00409	Prbc.g_01024
OG0001703	Syah.g_00988	Prbc.g_01537
OG0001713	Syah.g_02144	Prbc.g_02175
OG0001715	Syah.g_01877	Prbc.g_00154
OG0001718	Syah.g_02043	Prbc.g_00614
OG0001738	Syah.g_00142	Prbc.g_01212
OG0001739	Syah.g_00411	Prbc.g_01023
OG0001740	Syah.g_00407	Prbc.g_01026
OG0001758	Syah.g_01464	Prbc.g_00552, Prbc.g_00020
OG0001769	Syah.g_01915	Prbc.g_01372
OG0001770	Syah.g_01448	Prbc.g_00021, Prbc.g_01364
OG0001810	Syah.g_00037	Prbc.g_01783
OG0001816	Syah.g_01518	Prbc.g_01965
OG0001835	Syah.g_01363	Prbc.g_00026
OG0001875	Syah.g_01465	Prbc.g_00553
OG0001876	Syah.g_01466	Prbc.g_00554
OG0001907	Syah.g_00043	Prbc.g_00430
OG0001915	Syah.g_00381	Prbc.g_01058
OG0001916	Syah.g_01014	Prbc.g_01555
OG0001917	Syah.g_01684	Prbc.g_02085
OG0001954	Syah.g_01545	Prbc.g_00145
OG0001974	Syah.g_00515	Prbc.g_00534
OG0001990	Syah.g_00406	Prbc.g_00535
OG0002018	Syah.g_00408	Prbc.g_01025
OG0002020	Syah.g_00413	Prbc.g_01028
OG0002021	Syah.g_00415	Prbc.g_01030
OG0002022	Syah.g_00417	Prbc.g_01031
OG0002023	Syah.g_00418	Prbc.g_01032
OG0002024	Syah.g_00426	Prbc.g_01034
OG0002054	Syah.g_00427	Prbc.g_01035
OG0002055	Syah.g_00423	Prbc.g_01040
OG0002131	Syah.g_00414	Prbc.g_01029
OG0002132	Syah.g_00422	Prbc.g_01033
OG0002133	Syah.g_00424	Prbc.g_01039
OG0002178	Syah.g_00420	Prbc.g_01038
OG0002380	Syah.g_02298	Prbc.g_00039
OG0002507	Syah.g_02050	Prbc.g_00091, Prbc.g_02069
OG0003247	Syah.g_01480	Prbc.g_01570
OG0003816	Syah.g_01243	Prbc.g_01113
OG0005697	Syah.g_01186	Prbc.g_01566
