Orthogroup	Syah	Prap
OG0001175	Syah.g_00702	Prap.g_01700
OG0001176	Syah.g_00738	Prap.g_01692
OG0001177	Syah.g_00736	Prap.g_01690
OG0001178	Syah.g_02390	Prap.g_01774
OG0001179	Syah.g_00767	Prap.g_01660
OG0001180	Syah.g_00792	Prap.g_01636
OG0001181	Syah.g_00796	Prap.g_01632
OG0001182	Syah.g_00805	Prap.g_01624
OG0001183	Syah.g_00810	Prap.g_01619
OG0001184	Syah.g_00192	Prap.g_01601
OG0001185	Syah.g_00244	Prap.g_01585
OG0001186	Syah.g_00294	Prap.g_01561
OG0001187	Syah.g_00289	Prap.g_01558
OG0001188	Syah.g_00299	Prap.g_01556
OG0001189	Syah.g_00316	Prap.g_01540
OG0001190	Syah.g_00512	Prap.g_01535
OG0001191	Syah.g_00491	Prap.g_01525
OG0001192	Syah.g_00485	Prap.g_01520
OG0001193	Syah.g_00456	Prap.g_01508
OG0001194	Syah.g_00454	Prap.g_01507
OG0001195	Syah.g_00453	Prap.g_01506
OG0001196	Syah.g_00390	Prap.g_01490
OG0001197	Syah.g_00388	Prap.g_01488
OG0001198	Syah.g_00376	Prap.g_01868
OG0001199	Syah.g_02488	Prap.g_00876
OG0001201	Syah.g_02538	Prap.g_01068
OG0001202	Syah.g_00594	Prap.g_00970
OG0001203	Syah.g_00909	Prap.g_01474
OG0001204	Syah.g_00676	Prap.g_01468
OG0001205	Syah.g_02222	Prap.g_01321
OG0001206	Syah.g_01208	Prap.g_01301
OG0001207	Syah.g_00987	Prap.g_01290
OG0001208	Syah.g_00999	Prap.g_01285
OG0001209	Syah.g_01067	Prap.g_01234
OG0001210	Syah.g_01074	Prap.g_01229
OG0001211	Syah.g_01092	Prap.g_01219
OG0001212	Syah.g_01150	Prap.g_01172
OG0001213	Syah.g_01946	Prap.g_01137
OG0001214	Syah.g_01933	Prap.g_00390
OG0001215	Syah.g_01996	Prap.g_00810
OG0001216	Syah.g_01727	Prap.g_00789
OG0001217	Syah.g_01869	Prap.g_00036
OG0001218	Syah.g_01244	Prap.g_00519
OG0001219	Syah.g_01578	Prap.g_00685
OG0001220	Syah.g_02113	Prap.g_00727
OG0001221	Syah.g_01816	Prap.g_00847
OG0001223	Syah.g_01654	Prap.g_00275
OG0001224	Syah.g_02034	Prap.g_00704
OG0001225	Syah.g_02032	Prap.g_00706
OG0001226	Syah.g_01887	Prap.g_01129
OG0001227	Syah.g_00472	Prap.g_00504
OG0001228	Syah.g_02228	Prap.g_00406
OG0001229	Syah.g_02009	Prap.g_00518
OG0001230	Syah.g_01302	Prap.g_00114
OG0001231	Syah.g_00356	Prap.g_01344
OG0001233	Syah.g_02266	Prap.g_01735
OG0001234	Syah.g_00706	Prap.g_01698
OG0001236	Syah.g_00189	Prap.g_01604
OG0001237	Syah.g_00201	Prap.g_01600
OG0001238	Syah.g_00490	Prap.g_01524
OG0001240	Syah.g_02523	Prap.g_01085
OG0001241	Syah.g_02532	Prap.g_01075
OG0001242	Syah.g_00011	Prap.g_01055
OG0001243	Syah.g_00017	Prap.g_01048
OG0001244	Syah.g_00049	Prap.g_01033
OG0001245	Syah.g_01848	Prap.g_00495
OG0001247	Syah.g_01741	Prap.g_00817
OG0001248	Syah.g_01744	Prap.g_00815
OG0001249	Syah.g_00849	Prap.g_01375
OG0001250	Syah.g_02090	Prap.g_00740
OG0001251	Syah.g_00448	Prap.g_00659
OG0001252	Syah.g_02041	Prap.g_00699
OG0001253	Syah.g_01849	Prap.g_01126
OG0001254	Syah.g_01438	Prap.g_01881
OG0001255	Syah.g_00919	Prap.g_00474
OG0001256	Syah.g_02369	Prap.g_00210
OG0001258	Syah.g_02379	Prap.g_01783
OG0001259	Syah.g_02264	Prap.g_01737
OG0001260	Syah.g_02286	Prap.g_01720
OG0001263	Syah.g_00020	Prap.g_01046
OG0001265	Syah.g_00009	Prap.g_01056
OG0001266	Syah.g_00590	Prap.g_00966
OG0001267	Syah.g_00624	Prap.g_01430
OG0001268	Syah.g_00864	Prap.g_01367
OG0001269	Syah.g_00916	Prap.g_00728
OG0001270	Syah.g_02238	Prap.g_01332
OG0001271	Syah.g_01218	Prap.g_01295
OG0001272	Syah.g_01003	Prap.g_01281
OG0001273	Syah.g_01940	Prap.g_00396
OG0001274	Syah.g_00537	Prap.g_00942
OG0001275	Syah.g_01669	Prap.g_00285
OG0001276	Syah.g_01685	Prap.g_00299
OG0001277	Syah.g_00404	Prap.g_01502
OG0001278	Syah.g_01390	Prap.g_00402
OG0001279	Syah.g_01323	Prap.g_00610
OG0001280	Syah.g_02197	Prap.g_00560
OG0001281	Syah.g_02207	Prap.g_00566
OG0001282	Syah.g_00985	Prap.g_00060
OG0001283	Syah.g_00395	Prap.g_01493
OG0001284	Syah.g_02348	Prap.g_00196
OG0001286	Syah.g_00790	Prap.g_01638
OG0001287	Syah.g_00252	Prap.g_01578
OG0001288	Syah.g_00266	Prap.g_01568
OG0001289	Syah.g_02508	Prap.g_01091
OG0001291	Syah.g_00032	Prap.g_01038
OG0001292	Syah.g_00671	Prap.g_01463
OG0001293	Syah.g_00650	Prap.g_01450
OG0001295	Syah.g_01076	Prap.g_01919
OG0001296	Syah.g_01030	Prap.g_01258
OG0001297	Syah.g_01034	Prap.g_01253
OG0001298	Syah.g_01128	Prap.g_01192
OG0001299	Syah.g_01501	Prap.g_00359
OG0001300	Syah.g_02005	Prap.g_00806
OG0001301	Syah.g_02018	Prap.g_00801
OG0001302	Syah.g_01901	Prap.g_00688
OG0001303	Syah.g_01580	Prap.g_01817
OG0001304	Syah.g_01698	Prap.g_00312
OG0001305	Syah.g_02024	Prap.g_00712
OG0001306	Syah.g_02179	Prap.g_00471
OG0001307	Syah.g_00724	Prap.g_01927
OG0001309	Syah.g_01040	Prap.g_00238
OG0001310	Syah.g_02402	Prap.g_01766
OG0001311	Syah.g_01687	Prap.g_00301
OG0001312	Syah.g_01590	Prap.g_00676
OG0001314	Syah.g_02117	Prap.g_00644
OG0001315	Syah.g_00808	Prap.g_00509
OG0001316	Syah.g_00039	Prap.g_01034
OG0001317	Syah.g_00905	Prap.g_01478
OG0001318	Syah.g_00658	Prap.g_01454
OG0001319	Syah.g_00635	Prap.g_01437
OG0001321	Syah.g_02216	Prap.g_01315
OG0001322	Syah.g_02215	Prap.g_01314
OG0001323	Syah.g_01043	Prap.g_01248
OG0001324	Syah.g_02006	Prap.g_00805
OG0001325	Syah.g_01723	Prap.g_00342
OG0001327	Syah.g_01519	Prap.g_00870
OG0001328	Syah.g_01822	Prap.g_00542
OG0001329	Syah.g_01906	Prap.g_01820
OG0001330	Syah.g_02190	Prap.g_00227
OG0001332	Syah.g_02308	Prap.g_00167
OG0001333	Syah.g_02260	Prap.g_01741
OG0001334	Syah.g_00818	Prap.g_01616
OG0001335	Syah.g_00819	Prap.g_01615
OG0001337	Syah.g_00815, Syah.g_00837	Prap.g_01380
OG0001338	Syah.g_00856, Syah.g_02456, Syah.g_00841, Syah.g_00829	Prap.g_01377
OG0001340	Syah.g_00838	Prap.g_01379
OG0001341	Syah.g_02011	Prap.g_00511
OG0001343	Syah.g_00450	Prap.g_00662
OG0001344	Syah.g_02153	Prap.g_00452
OG0001345	Syah.g_02124	Prap.g_00436
OG0001346	Syah.g_02200	Prap.g_00562
OG0001348	Syah.g_02073	Prap.g_01921
OG0001349	Syah.g_02427	Prap.g_00083
OG0001352	Syah.g_01058	Prap.g_00821
OG0001353	Syah.g_02079	Prap.g_00750
OG0001354	Syah.g_01641	Prap.g_00267
OG0001355	Syah.g_01077	Prap.g_00321
OG0001359	Syah.g_00451	Prap.g_00661
OG0001362	Syah.g_01275	Prap.g_00135
OG0001363	Syah.g_01273	Prap.g_00137
OG0001364	Syah.g_00174	Prap.g_01613
OG0001368	Syah.g_00677	Prap.g_00536, Prap.g_00007, Prap.g_00646
OG0001370	Syah.g_00429, Syah.g_01732	Prap.g_01304
OG0001372	Syah.g_01055	Prap.g_01128
OG0001375	Syah.g_00449	Prap.g_00663
OG0001379	Syah.g_02192	Prap.g_00555
OG0001381	Syah.g_00717	Prap.g_00481
OG0001382	Syah.g_00258	Prap.g_00524
OG0001394	Syah.g_01810	Prap.g_00843
OG0001397	Syah.g_01274	Prap.g_00136
OG0001398	Syah.g_01563	Prap.g_01896
OG0001401	Syah.g_02084	Prap.g_00745
OG0001402	Syah.g_01958	Prap.g_01143
OG0001403	Syah.g_00341	Prap.g_00924
OG0001404	Syah.g_02482	Prap.g_00882
OG0001407	Syah.g_01059	Prap.g_00528
OG0001410	Syah.g_00725	Prap.g_01926
OG0001414	Syah.g_00718	Prap.g_01483
OG0001419	Syah.g_01060	Prap.g_00527
OG0001421	Syah.g_01851	Prap.g_00211
OG0001423	Syah.g_00965	Prap.g_00633
OG0001425	Syah.g_00486	Prap.g_01521
OG0001428	Syah.g_00081	Prap.g_00998
OG0001430	Syah.g_00518	Prap.g_00520
OG0001433	Syah.g_01513	Prap.g_01792
OG0001434	Syah.g_01805	Prap.g_00838
OG0001435	Syah.g_01525	Prap.g_00862
OG0001443	Syah.g_00478	Prap.g_00517
OG0001446	Syah.g_01731	Prap.g_00025
OG0001448	Syah.g_01540	Prap.g_01311
OG0001460	Syah.g_01512	Prap.g_01793
OG0001461	Syah.g_00711	Prap.g_00898
OG0001465	Syah.g_01737	Prap.g_00794
OG0001468	Syah.g_01899	Prap.g_00671
OG0001476	Syah.g_02145	Prap.g_00449
OG0001477	Syah.g_02015	Prap.g_00587
OG0001481	Syah.g_01703	Prap.g_00541
OG0001484	Syah.g_00435	Prap.g_00226
OG0001487	Syah.g_01245	Prap.g_00161
OG0001488	Syah.g_02136	Prap.g_00443
OG0001489	Syah.g_00801	Prap.g_01627
OG0001496	Syah.g_02013	Prap.g_00589
OG0001497	Syah.g_02014	Prap.g_00588
OG0001498	Syah.g_00889	Prap.g_01348
OG0001510	Syah.g_00256	Prap.g_01574
OG0001511	Syah.g_02546	Prap.g_01064
OG0001512	Syah.g_00910	Prap.g_00513
OG0001514	Syah.g_02012	Prap.g_00590
OG0001515	Syah.g_02001	Prap.g_00808
OG0001516	Syah.g_01498	Prap.g_00362
OG0001517	Syah.g_00859	Prap.g_01371
OG0001518	Syah.g_00488	Prap.g_01522
OG0001519	Syah.g_00476	Prap.g_01517
OG0001522	Syah.g_02080	Prap.g_00749
OG0001527	Syah.g_01107	Prap.g_01206
OG0001529	Syah.g_00328	Prap.g_00914
OG0001530	Syah.g_02544	Prap.g_01065
OG0001531	Syah.g_00911	Prap.g_01473
OG0001532	Syah.g_01420	Prap.g_00425
OG0001534	Syah.g_01699	Prap.g_00313
OG0001535	Syah.g_01683	Prap.g_00297
OG0001536	Syah.g_01617	Prap.g_00253
OG0001537	Syah.g_01815	Prap.g_00846
OG0001538	Syah.g_01774	Prap.g_00778
OG0001539	Syah.g_01521	Prap.g_00868
OG0001540	Syah.g_00022	Prap.g_01044
OG0001541	Syah.g_00621	Prap.g_00990
OG0001542	Syah.g_00612	Prap.g_00984
OG0001543	Syah.g_00568	Prap.g_00547
OG0001544	Syah.g_00477	Prap.g_01518
OG0001545	Syah.g_00405	Prap.g_01503
OG0001549	Syah.g_02121	Prap.g_00718
OG0001557	Syah.g_01809	Prap.g_00842
OG0001559	Syah.g_02543	Prap.g_01066
OG0001560	Syah.g_02531	Prap.g_01077
OG0001561	Syah.g_01689	Prap.g_00303
OG0001562	Syah.g_01675	Prap.g_00290
OG0001563	Syah.g_00784	Prap.g_01643
OG0001572	Syah.g_01333	Prap.g_00609
OG0001574	Syah.g_01105	Prap.g_01208
OG0001575	Syah.g_01110	Prap.g_01203
OG0001576	Syah.g_01172	Prap.g_00575
OG0001577	Syah.g_02162	Prap.g_00461
OG0001579	Syah.g_00824, Syah.g_00828	Prap.g_01382
OG0001580	Syah.g_00523, Syah.g_00522	Prap.g_00907
OG0001588	Syah.g_00177	Prap.g_01341
OG0001589	Syah.g_02269	Prap.g_01733
OG0001591	Syah.g_01509	Prap.g_00829
OG0001592	Syah.g_00521	Prap.g_00908
OG0001614	Syah.g_00242	Prap.g_01586
OG0001616	Syah.g_01430	Prap.g_00433
OG0001617	Syah.g_02008	Prap.g_00804
OG0001619	Syah.g_01607	Prap.g_00246
OG0001620	Syah.g_00871	Prap.g_01363
OG0001621	Syah.g_00662	Prap.g_01458
OG0001622	Syah.g_00396	Prap.g_01494
OG0001636	Syah.g_00336	Prap.g_00920
OG0001638	Syah.g_02399	Prap.g_01768
OG0001639	Syah.g_02312	Prap.g_00170
OG0001640	Syah.g_02060	Prap.g_00696
OG0001641	Syah.g_01660	Prap.g_00278
OG0001643	Syah.g_01930	Prap.g_00387
OG0001644	Syah.g_01709	Prap.g_00332
OG0001654	Syah.g_02310	Prap.g_00168
OG0001656	Syah.g_00827	Prap.g_01383
OG0001657	Syah.g_00063	Prap.g_01015
OG0001658	Syah.g_00513	Prap.g_00912
OG0001659	Syah.g_01424	Prap.g_01916
OG0001676	Syah.g_00826	Prap.g_01381
OG0001678	Syah.g_00691	Prap.g_01711
OG0001679	Syah.g_01114	Prap.g_01376
OG0001691	Syah.g_01965	Prap.g_00694
OG0001693	Syah.g_02029	Prap.g_01835
OG0001717	Syah.g_00076	Prap.g_00594
OG0001733	Syah.g_01514	Prap.g_01795
OG0001747	Syah.g_00044	Prap.g_01340
OG0001758	Syah.g_01464	Prap.g_01801
OG0001769	Syah.g_01915	Prap.g_00508
OG0001770	Syah.g_01448	Prap.g_01864
OG0001771	Syah.g_02078	Prap.g_01852
OG0001795	Syah.g_01461	Prap.g_01812, Prap.g_00673
OG0001807	Syah.g_00170	Prap.g_00896
OG0001842	Syah.g_02303	Prap.g_00022
OG0001875	Syah.g_01465	Prap.g_01802
OG0001876	Syah.g_01466	Prap.g_01803
OG0001916	Syah.g_01014	Prap.g_01271
OG0001917	Syah.g_01684	Prap.g_00298
OG0001930	Syah.g_02304	Prap.g_00023
OG0001931	Syah.g_02305	Prap.g_00024
OG0001965	Syah.g_01902	Prap.g_01845
OG0002106	Syah.g_00469	Prap.g_00533
OG0002340	Syah.g_00576	Prap.g_00960
OG0002518	Syah.g_01479	Prap.g_01113
