Orthogroup	Pran	Syas
OG0001181	Pran.g_01115	Syas.g_01579
OG0001182	Pran.g_01122	Syas.g_01571
OG0001183	Pran.g_01126	Syas.g_01564
OG0001184	Pran.g_01141	Syas.g_02188
OG0001185	Pran.g_01155	Syas.g_02162
OG0001186	Pran.g_01178	Syas.g_02113
OG0001187	Pran.g_01183	Syas.g_02111
OG0001190	Pran.g_01205	Syas.g_01881
OG0001191	Pran.g_01215	Syas.g_01900
OG0001193	Pran.g_01230	Syas.g_01952
OG0001194	Pran.g_01231	Syas.g_01953
OG0001195	Pran.g_01232	Syas.g_01954
OG0001196	Pran.g_01245	Syas.g_02010
OG0001197	Pran.g_01246	Syas.g_02012
OG0001198	Pran.g_01254	Syas.g_02031
OG0001199	Pran.g_00358	Syas.g_02516
OG0001200	Pran.g_00356	Syas.g_02514
OG0001201	Pran.g_00325	Syas.g_02419
OG0001202	Pran.g_00233	Syas.g_02270
OG0001204	Pran.g_01949	Syas.g_01687
OG0001205	Pran.g_01735	Syas.g_02745
OG0001207	Pran.g_01701	Syas.g_01260
OG0001208	Pran.g_01696	Syas.g_01251
OG0001209	Pran.g_01643	Syas.g_00065
OG0001210	Pran.g_01638	Syas.g_00761
OG0001211	Pran.g_01628	Syas.g_00788
OG0001212	Pran.g_01582	Syas.g_00847
OG0001213	Pran.g_01549	Syas.g_00100
OG0001214	Pran.g_01541	Syas.g_00744
OG0001215	Pran.g_01488	Syas.g_02245
OG0001217	Pran.g_01415	Syas.g_01397, Syas.g_02493
OG0001218	Pran.g_01407	Syas.g_01309
OG0001219	Pran.g_01354	Syas.g_00399
OG0001220	Pran.g_01292	Syas.g_02447
OG0001221	Pran.g_00440	Syas.g_02669
OG0001222	Pran.g_00479	Syas.g_00448
OG0001223	Pran.g_00505	Syas.g_00541
OG0001225	Pran.g_00566	Syas.g_01017
OG0001226	Pran.g_00159	Syas.g_02506
OG0001227	Pran.g_00141	Syas.g_00824
OG0001228	Pran.g_00015	Syas.g_02195
OG0001229	Pran.g_00843	Syas.g_00285
OG0001230	Pran.g_00741	Syas.g_02806
OG0001231	Pran.g_00634	Syas.g_02050
OG0001232	Pran.g_00993	Syas.g_02649
OG0001233	Pran.g_01013	Syas.g_02592
OG0001234	Pran.g_01048	Syas.g_01310
OG0001235	Pran.g_01057	Syas.g_01646
OG0001237	Pran.g_01142	Syas.g_02187
OG0001238	Pran.g_01216	Syas.g_01901
OG0001239	Pran.g_00361	Syas.g_02519
OG0001240	Pran.g_00340	Syas.g_02435
OG0001241	Pran.g_00332	Syas.g_02427
OG0001242	Pran.g_00314	Syas.g_02398
OG0001244	Pran.g_00293	Syas.g_02370
OG0001245	Pran.g_01815	Syas.g_00524
OG0001246	Pran.g_01674	Syas.g_01829, Syas.g_01224
OG0001249	Pran.g_01365	Syas.g_01547
OG0001250	Pran.g_01303	Syas.g_00239
OG0001251	Pran.g_00414	Syas.g_00516, Syas.g_00408
OG0001252	Pran.g_00559	Syas.g_00994
OG0001253	Pran.g_00140	Syas.g_00143
OG0001255	Pran.g_00076	Syas.g_00492
OG0001256	Pran.g_00641	Syas.g_02698
OG0001257	Pran.g_00635	Syas.g_01407, Syas.g_00319, Syas.g_01448
OG0001258	Pran.g_00967	Syas.g_02688
OG0001259	Pran.g_01011	Syas.g_02594
OG0001260	Pran.g_01027	Syas.g_02572
OG0001261	Pran.g_01097	Syas.g_01599
OG0001262	Pran.g_01200	Syas.g_02091
OG0001265	Pran.g_00315	Syas.g_02399
OG0001266	Pran.g_00229	Syas.g_02266
OG0001267	Pran.g_01914	Syas.g_01753
OG0001268	Pran.g_01856	Syas.g_01535
OG0001269	Pran.g_01835	Syas.g_00510
OG0001270	Pran.g_01746	Syas.g_01499
OG0001271	Pran.g_01706	Syas.g_01336
OG0001272	Pran.g_01692	Syas.g_01247
OG0001273	Pran.g_01547	Syas.g_00751
OG0001274	Pran.g_01473	Syas.g_01849
OG0001275	Pran.g_00515	Syas.g_00554
OG0001276	Pran.g_00543	Syas.g_00215
OG0001277	Pran.g_00152	Syas.g_00110
OG0001278	Pran.g_00010	Syas.g_01074
OG0001279	Pran.g_00609	Syas.g_02792
OG0001280	Pran.g_00877	Syas.g_01095
OG0001281	Pran.g_00871	Syas.g_02845
OG0001282	Pran.g_00840	Syas.g_01262
OG0001284	Pran.g_00663	Syas.g_02124, Syas.g_02713
OG0001286	Pran.g_01109	Syas.g_01585
OG0001287	Pran.g_01162	Syas.g_00136
OG0001288	Pran.g_01171	Syas.g_02144
OG0001289	Pran.g_00345	Syas.g_02474
OG0001290	Pran.g_00333	Syas.g_02428
OG0001291	Pran.g_00299	Syas.g_02378
OG0001292	Pran.g_01944	Syas.g_01693
OG0001293	Pran.g_01932	Syas.g_01720
OG0001294	Pran.g_01817	Syas.g_00692
OG0001295	Pran.g_01711	Syas.g_00770
OG0001296	Pran.g_01669	Syas.g_01217
OG0001297	Pran.g_01664	Syas.g_01213
OG0001298	Pran.g_01601	Syas.g_00829
OG0001299	Pran.g_01512	Syas.g_00700
OG0001303	Pran.g_01434	Syas.g_00400
OG0001304	Pran.g_00553	Syas.g_00199
OG0001305	Pran.g_00572	Syas.g_01027
OG0001306	Pran.g_00074	Syas.g_01202
OG0001308	Pran.g_00723	Syas.g_02830
OG0001309	Pran.g_00637	Syas.g_00003
OG0001310	Pran.g_00982	Syas.g_02666
OG0001311	Pran.g_00545	Syas.g_00213
OG0001312	Pran.g_00468	Syas.g_00414
OG0001315	Pran.g_00371	Syas.g_01566
OG0001317	Pran.g_00198	Syas.g_02553
OG0001318	Pran.g_01936	Syas.g_01706
OG0001319	Pran.g_01921	Syas.g_01736
OG0001323	Pran.g_01659	Syas.g_00006
OG0001325	Pran.g_01455	Syas.g_00179
OG0001326	Pran.g_00184	Syas.g_01960, Syas.g_01961
OG0001327	Pran.g_00167	Syas.g_00687
OG0001329	Pran.g_00101	Syas.g_00773
OG0001331	Pran.g_00835	Syas.g_01267
OG0001333	Pran.g_01007	Syas.g_02598
OG0001336	Pran.g_01242	Syas.g_02003
OG0001339	Pran.g_00330	Syas.g_02425
OG0001345	Pran.g_00041	Syas.g_01132
OG0001346	Pran.g_00875	Syas.g_02853
OG0001348	Pran.g_00604	Syas.g_00119
OG0001349	Pran.g_00792	Syas.g_02643
OG0001353	Pran.g_01311	Syas.g_00228
OG0001354	Pran.g_00497	Syas.g_00526
OG0001356	Pran.g_01390	Syas.g_01715, Syas.g_00972
OG0001358	Pran.g_01558	Syas.g_00122
OG0001360	Pran.g_00139	Syas.g_01130
OG0001361	Pran.g_00044	Syas.g_01135
OG0001364	Pran.g_01132	Syas.g_02212
OG0001365	Pran.g_01209	Syas.g_01886
OG0001371	Pran.g_01499	Syas.g_02499
OG0001373	Pran.g_00183	Syas.g_01959
OG0001374	Pran.g_00191	Syas.g_01968
OG0001376	Pran.g_00173	Syas.g_00468
OG0001377	Pran.g_00172	Syas.g_00467
OG0001378	Pran.g_00130	Syas.g_01500
OG0001379	Pran.g_00882	Syas.g_02861
OG0001380	Pran.g_00852	Syas.g_00126
OG0001385	Pran.g_00180	Syas.g_01956
OG0001386	Pran.g_00181	Syas.g_01957
OG0001387	Pran.g_00182	Syas.g_01958
OG0001388	Pran.g_00185	Syas.g_01962
OG0001389	Pran.g_00186	Syas.g_01963
OG0001390	Pran.g_00187	Syas.g_01964
OG0001391	Pran.g_00188	Syas.g_01965
OG0001392	Pran.g_00189	Syas.g_01966
OG0001393	Pran.g_00190	Syas.g_01967
OG0001394	Pran.g_00444	Syas.g_00627
OG0001395	Pran.g_00555	Syas.g_00195
OG0001398	Pran.g_00596	Syas.g_02481
OG0001399	Pran.g_01050	Syas.g_02459
OG0001403	Pran.g_00394	Syas.g_02069
OG0001406	Pran.g_00174	Syas.g_00469
OG0001408	Pran.g_00156	Syas.g_00142
OG0001409	Pran.g_00053	Syas.g_00154
OG0001411	Pran.g_00809	Syas.g_01156
OG0001413	Pran.g_00648	Syas.g_01481
OG0001416	Pran.g_01719	Syas.g_01061
OG0001417	Pran.g_01709	Syas.g_00507
OG0001418	Pran.g_01494	Syas.g_01177
OG0001420	Pran.g_00121	Syas.g_00017
OG0001423	Pran.g_01777	Syas.g_02532
OG0001428	Pran.g_00260	Syas.g_02325
OG0001429	Pran.g_01353	Syas.g_00401
OG0001432	Pran.g_00650	Syas.g_01484
OG0001433	Pran.g_01391	Syas.g_01398
OG0001438	Pran.g_01901	Syas.g_01767
OG0001439	Pran.g_01887	Syas.g_01809
OG0001441	Pran.g_01657	Syas.g_00008
OG0001443	Pran.g_00595	Syas.g_01910
OG0001447	Pran.g_00308	Syas.g_02390
OG0001449	Pran.g_01794	Syas.g_02567
OG0001450	Pran.g_01491	Syas.g_02208, Syas.g_00474
OG0001451	Pran.g_01282	Syas.g_02342, Syas.g_02343
OG0001452	Pran.g_00416	Syas.g_01700
OG0001453	Pran.g_00509	Syas.g_00547
OG0001454	Pran.g_00146	Syas.g_01483
OG0001456	Pran.g_00082	Syas.g_01969
OG0001457	Pran.g_00081	Syas.g_01970
OG0001458	Pran.g_00080	Syas.g_01971
OG0001459	Pran.g_00642, Pran.g_00954	Syas.g_02778
OG0001460	Pran.g_01392	Syas.g_01399
OG0001461	Pran.g_00916	Syas.g_00566
OG0001471	Pran.g_00647	Syas.g_01819
OG0001473	Pran.g_01180	Syas.g_00323
OG0001474	Pran.g_01855	Syas.g_01534
OG0001480	Pran.g_01826	Syas.g_00771
OG0001482	Pran.g_01721	Syas.g_00535
OG0001484	Pran.g_01414	Syas.g_00166, Syas.g_00167
OG0001486	Pran.g_00062	Syas.g_01186
OG0001492	Pran.g_00013	Syas.g_01077
OG0001493	Pran.g_00005	Syas.g_01069
OG0001502	Pran.g_01373	Syas.g_00290
OG0001504	Pran.g_00953	Syas.g_02777
OG0001507	Pran.g_00613	Syas.g_01183
OG0001527	Pran.g_01615	Syas.g_00803
OG0001546	Pran.g_01654	Syas.g_00011
OG0001547	Pran.g_01371	Syas.g_00300
OG0001554	Pran.g_00639	Syas.g_00153
OG0001555	Pran.g_00624	Syas.g_00654
OG0001556	Pran.g_01398	Syas.g_00976, Syas.g_01679
OG0001565	Pran.g_01757	Syas.g_00351
OG0001567	Pran.g_01372	Syas.g_00294
OG0001568	Pran.g_01370	Syas.g_00368
OG0001570	Pran.g_00118	Syas.g_00309
OG0001584	Pran.g_00460	Syas.g_00607
OG0001587	Pran.g_01029	Syas.g_02569
OG0001634	Pran.g_00610	Syas.g_00697
OG0001666	Pran.g_00955	Syas.g_02785
OG0001700	Pran.g_01393	Syas.g_01390, Syas.g_01391
OG0001990	Pran.g_01773	Syas.g_01973
OG0002029	Pran.g_00956	Syas.g_01930, Syas.g_02786
OG0002097	Pran.g_00813	Syas.g_02623
OG0002107	Pran.g_01774	Syas.g_00272
OG0002225	Pran.g_01775	Syas.g_00273
OG0002227	Pran.g_01396	Syas.g_01904
OG0002274	Pran.g_00814	Syas.g_02624
OG0002369	Pran.g_00784	Syas.g_02628
OG0002622	Pran.g_00782	Syas.g_01892
OG0002892	Pran.g_01762	Syas.g_00908
