Orthogroup	Pran	Syar
OG0001143	Pran.g_00023	Syar.g_01698
OG0001144	Pran.g_00018	Syar.g_01707
OG0001145	Pran.g_00884	Syar.g_02769
OG0001146	Pran.g_00872	Syar.g_02782
OG0001147	Pran.g_00854	Syar.g_01276
OG0001148	Pran.g_00839	Syar.g_01459
OG0001149	Pran.g_00838	Syar.g_01458
OG0001150	Pran.g_00837	Syar.g_01457
OG0001151	Pran.g_00826	Syar.g_01238
OG0001152	Pran.g_00825	Syar.g_01237
OG0001153	Pran.g_00701	Syar.g_01398
OG0001154	Pran.g_00700	Syar.g_01397
OG0001155	Pran.g_00688	Syar.g_01211
OG0001156	Pran.g_00685	Syar.g_01185
OG0001157	Pran.g_00684	Syar.g_01184
OG0001158	Pran.g_00683	Syar.g_01183
OG0001159	Pran.g_00682	Syar.g_01182
OG0001160	Pran.g_00658	Syar.g_02908
OG0001161	Pran.g_00646	Syar.g_00382
OG0001162	Pran.g_00632	Syar.g_03081
OG0001163	Pran.g_00962	Syar.g_02917
OG0001164	Pran.g_00966	Syar.g_02922
OG0001165	Pran.g_00969	Syar.g_02927
OG0001166	Pran.g_00989	Syar.g_02959
OG0001167	Pran.g_01006	Syar.g_02982
OG0001168	Pran.g_01008	Syar.g_02983
OG0001169	Pran.g_01010	Syar.g_02985
OG0001170	Pran.g_01012	Syar.g_02987
OG0001171	Pran.g_01021	Syar.g_02999
OG0001172	Pran.g_01035	Syar.g_00143
OG0001173	Pran.g_01036	Syar.g_00142
OG0001174	Pran.g_01045	Syar.g_00134
OG0001175	Pran.g_01046	Syar.g_00133
OG0001176	Pran.g_01053	Syar.g_01025
OG0001177	Pran.g_01055	Syar.g_01023
OG0001178	Pran.g_01060	Syar.g_02943
OG0001179	Pran.g_01089	Syar.g_01055
OG0001181	Pran.g_01115	Syar.g_01082
OG0001182	Pran.g_01122	Syar.g_01090
OG0001183	Pran.g_01126	Syar.g_01096
OG0001184	Pran.g_01141	Syar.g_00653
OG0001185	Pran.g_01155	Syar.g_00614
OG0001186	Pran.g_01178	Syar.g_00562
OG0001187	Pran.g_01183	Syar.g_00548
OG0001188	Pran.g_01185	Syar.g_00546
OG0001190	Pran.g_01205	Syar.g_00330
OG0001191	Pran.g_01215	Syar.g_00349
OG0001192	Pran.g_01220	Syar.g_00356
OG0001193	Pran.g_01230	Syar.g_00711
OG0001194	Pran.g_01231	Syar.g_00622
OG0001195	Pran.g_01232	Syar.g_00623
OG0001196	Pran.g_01245	Syar.g_00453
OG0001197	Pran.g_01246	Syar.g_00455
OG0001198	Pran.g_01254	Syar.g_00467
OG0001199	Pran.g_00358	Syar.g_03045
OG0001200	Pran.g_00356	Syar.g_03047
OG0001201	Pran.g_00325	Syar.g_03120
OG0001202	Pran.g_00233	Syar.g_00991
OG0001204	Pran.g_01949	Syar.g_00154
OG0001205	Pran.g_01735	Syar.g_02869
OG0001207	Pran.g_01701	Syar.g_01462
OG0001208	Pran.g_01696	Syar.g_01471
OG0001211	Pran.g_01628	Syar.g_02323
OG0001212	Pran.g_01582	Syar.g_02027
OG0001213	Pran.g_01549	Syar.g_02239
OG0001214	Pran.g_01541	Syar.g_02420
OG0001215	Pran.g_01488	Syar.g_00965
OG0001216	Pran.g_01458	Syar.g_01909
OG0001217	Pran.g_01415	Syar.g_02852
OG0001218	Pran.g_01407	Syar.g_01388
OG0001219	Pran.g_01354	Syar.g_02585
OG0001222	Pran.g_00479	Syar.g_02552
OG0001223	Pran.g_00505	Syar.g_02505
OG0001225	Pran.g_00566	Syar.g_01929
OG0001226	Pran.g_00159	Syar.g_03054
OG0001227	Pran.g_00141	Syar.g_02213
OG0001230	Pran.g_00741	Syar.g_02816
OG0001231	Pran.g_00634	Syar.g_00485
OG0001232	Pran.g_00993	Syar.g_02968
OG0001233	Pran.g_01013	Syar.g_02988
OG0001235	Pran.g_01057	Syar.g_01019
OG0001237	Pran.g_01142	Syar.g_00652
OG0001238	Pran.g_01216	Syar.g_00351
OG0001239	Pran.g_00361	Syar.g_03043
OG0001240	Pran.g_00340	Syar.g_03101
OG0001241	Pran.g_00332	Syar.g_03149, Syar.g_03112
OG0001242	Pran.g_00314	Syar.g_00043
OG0001244	Pran.g_00293	Syar.g_00075
OG0001245	Pran.g_01815	Syar.g_00999
OG0001246	Pran.g_01674	Syar.g_01910
OG0001247	Pran.g_01495	Syar.g_02024
OG0001248	Pran.g_01493	Syar.g_02059
OG0001249	Pran.g_01365	Syar.g_01113
OG0001250	Pran.g_01303	Syar.g_01819, Syar.g_03240
OG0001251	Pran.g_00414	Syar.g_02575
OG0001252	Pran.g_00559	Syar.g_01372
OG0001253	Pran.g_00140	Syar.g_02015
OG0001254	Pran.g_00091	Syar.g_02233
OG0001255	Pran.g_00076	Syar.g_01746
OG0001256	Pran.g_00641	Syar.g_02915
OG0001257	Pran.g_00635	Syar.g_00807, Syar.g_02468, Syar.g_02269
OG0001258	Pran.g_00967	Syar.g_02925
OG0001259	Pran.g_01011	Syar.g_02986
OG0001260	Pran.g_01027	Syar.g_03007
OG0001262	Pran.g_01200	Syar.g_00527
OG0001265	Pran.g_00315	Syar.g_00041
OG0001266	Pran.g_00229	Syar.g_00987
OG0001267	Pran.g_01914	Syar.g_00225
OG0001268	Pran.g_01856	Syar.g_01124
OG0001269	Pran.g_01835	Syar.g_00688
OG0001270	Pran.g_01746	Syar.g_01175
OG0001271	Pran.g_01706	Syar.g_01270
OG0001272	Pran.g_01692	Syar.g_01475
OG0001273	Pran.g_01547	Syar.g_02413
OG0001274	Pran.g_01473	Syar.g_00929
OG0001275	Pran.g_00515	Syar.g_02490
OG0001276	Pran.g_00543	Syar.g_01797
OG0001277	Pran.g_00152	Syar.g_02250
OG0001278	Pran.g_00010	Syar.g_01720
OG0001279	Pran.g_00609	Syar.g_02841
OG0001280	Pran.g_00877	Syar.g_03317
OG0001281	Pran.g_00871	Syar.g_02783
OG0001282	Pran.g_00840	Syar.g_01460, Syar.g_01351
OG0001283	Pran.g_00820	Syar.g_00447
OG0001284	Pran.g_00663	Syar.g_02900
OG0001285	Pran.g_00996	Syar.g_02972
OG0001286	Pran.g_01109	Syar.g_01077
OG0001287	Pran.g_01162	Syar.g_00606
OG0001288	Pran.g_01171	Syar.g_00591
OG0001289	Pran.g_00345	Syar.g_03080
OG0001290	Pran.g_00333	Syar.g_03111
OG0001291	Pran.g_00299	Syar.g_00064
OG0001292	Pran.g_01944	Syar.g_00160
OG0001293	Pran.g_01932	Syar.g_00198
OG0001294	Pran.g_01817	Syar.g_01687
OG0001295	Pran.g_01711	Syar.g_00693
OG0001296	Pran.g_01669	Syar.g_01506
OG0001297	Pran.g_01664	Syar.g_01510
OG0001298	Pran.g_01601	Syar.g_02210
OG0001299	Pran.g_01512	Syar.g_01915
OG0001303	Pran.g_01434	Syar.g_02583
OG0001304	Pran.g_00553	Syar.g_01557
OG0001305	Pran.g_00572	Syar.g_01937
OG0001306	Pran.g_00074	Syar.g_01521
OG0001308	Pran.g_00723	Syar.g_02798
OG0001309	Pran.g_00637	Syar.g_00360
OG0001310	Pran.g_00982	Syar.g_02951
OG0001311	Pran.g_00545	Syar.g_01795
OG0001312	Pran.g_00468	Syar.g_02569
OG0001315	Pran.g_00371	Syar.g_01094
OG0001317	Pran.g_00198	Syar.g_03025
OG0001318	Pran.g_01936	Syar.g_00186
OG0001319	Pran.g_01921	Syar.g_00215
OG0001325	Pran.g_01455	Syar.g_01577
OG0001326	Pran.g_00184	Syar.g_00632
OG0001327	Pran.g_00167	Syar.g_01674
OG0001329	Pran.g_00101	Syar.g_02337
OG0001331	Pran.g_00835	Syar.g_01455
OG0001334	Pran.g_01129	Syar.g_03166
OG0001336	Pran.g_01242	Syar.g_00448
OG0001339	Pran.g_00330	Syar.g_03114
OG0001343	Pran.g_00411	Syar.g_03210
OG0001345	Pran.g_00041	Syar.g_01958
OG0001346	Pran.g_00875	Syar.g_02778
OG0001348	Pran.g_00604	Syar.g_02259
OG0001349	Pran.g_00792	Syar.g_02764
OG0001353	Pran.g_01311	Syar.g_01809
OG0001354	Pran.g_00497	Syar.g_02520
OG0001356	Pran.g_01390	Syar.g_00176
OG0001358	Pran.g_01558	Syar.g_02262
OG0001359	Pran.g_00412	Syar.g_03211
OG0001360	Pran.g_00139	Syar.g_01961
OG0001361	Pran.g_00044	Syar.g_01955
OG0001364	Pran.g_01132	Syar.g_00284
OG0001365	Pran.g_01209	Syar.g_00335
OG0001371	Pran.g_01499	Syar.g_03059
OG0001373	Pran.g_00183	Syar.g_00631
OG0001374	Pran.g_00191	Syar.g_00642
OG0001376	Pran.g_00173	Syar.g_03203, Syar.g_02600
OG0001377	Pran.g_00172	Syar.g_02599, Syar.g_03202
OG0001378	Pran.g_00130	Syar.g_01174
OG0001379	Pran.g_00882	Syar.g_02772
OG0001382	Pran.g_00618	Syar.g_02834, Syar.g_03204
OG0001385	Pran.g_00180	Syar.g_00628
OG0001386	Pran.g_00181	Syar.g_00629
OG0001387	Pran.g_00182	Syar.g_00630
OG0001388	Pran.g_00185	Syar.g_00635
OG0001389	Pran.g_00186	Syar.g_00636
OG0001390	Pran.g_00187	Syar.g_00637
OG0001391	Pran.g_00188	Syar.g_00638
OG0001392	Pran.g_00189	Syar.g_00640
OG0001393	Pran.g_00190	Syar.g_00641
OG0001394	Pran.g_00444	Syar.g_02608
OG0001395	Pran.g_00555	Syar.g_01561
OG0001403	Pran.g_00394	Syar.g_00504
OG0001406	Pran.g_00174	Syar.g_02601
OG0001408	Pran.g_00156	Syar.g_02042
OG0001411	Pran.g_00809	Syar.g_02761, Syar.g_02360
OG0001413	Pran.g_00648	Syar.g_02062, Syar.g_02063
OG0001415	Pran.g_00201	Syar.g_01553
OG0001416	Pran.g_01719	Syar.g_00433
OG0001417	Pran.g_01709	Syar.g_01885
OG0001418	Pran.g_01494	Syar.g_01546
OG0001420	Pran.g_00121	Syar.g_02680
OG0001428	Pran.g_00260	Syar.g_00108
OG0001429	Pran.g_01353	Syar.g_02582
OG0001432	Pran.g_00650	Syar.g_02064, Syar.g_02123
OG0001433	Pran.g_01391	Syar.g_00173
OG0001434	Pran.g_00448	Syar.g_02613
OG0001437	Pran.g_00202	Syar.g_01554
OG0001438	Pran.g_01901	Syar.g_00240
OG0001439	Pran.g_01887	Syar.g_00824
OG0001441	Pran.g_01657	Syar.g_02691
OG0001442	Pran.g_01431	Syar.g_02622
OG0001443	Pran.g_00595	Syar.g_00378
OG0001447	Pran.g_00308	Syar.g_00052
OG0001449	Pran.g_01794	Syar.g_01897
OG0001450	Pran.g_01491	Syar.g_00880
OG0001452	Pran.g_00416	Syar.g_00167
OG0001453	Pran.g_00509	Syar.g_02498
OG0001454	Pran.g_00146	Syar.g_02065, Syar.g_02122
OG0001456	Pran.g_00082	Syar.g_00643
OG0001457	Pran.g_00081	Syar.g_00644
OG0001458	Pran.g_00080	Syar.g_00645
OG0001459	Pran.g_00642, Pran.g_00954	Syar.g_00418, Syar.g_02047
OG0001460	Pran.g_01392	Syar.g_00172
OG0001461	Pran.g_00916	Syar.g_02478
OG0001462	Pran.g_00390	Syar.g_00511
OG0001471	Pran.g_00647	Syar.g_00830
OG0001474	Pran.g_01855	Syar.g_01125
OG0001480	Pran.g_01826	Syar.g_02013
OG0001482	Pran.g_01721	Syar.g_02511
OG0001486	Pran.g_00062	Syar.g_01537
OG0001492	Pran.g_00013	Syar.g_01717
OG0001493	Pran.g_00005	Syar.g_01725
OG0001502	Pran.g_01373	Syar.g_01840
OG0001504	Pran.g_00953	Syar.g_02046
OG0001507	Pran.g_00613	Syar.g_03257, Syar.g_01540
OG0001525	Pran.g_00629	Syar.g_01315
OG0001527	Pran.g_01615	Syar.g_02309
OG0001546	Pran.g_01654	Syar.g_03276, Syar.g_02688
OG0001547	Pran.g_01371	Syar.g_01855
OG0001554	Pran.g_00639	Syar.g_00327
OG0001555	Pran.g_00624	Syar.g_01689
OG0001556	Pran.g_01398	Syar.g_00177
OG0001565	Pran.g_01757	Syar.g_03069
OG0001567	Pran.g_01372	Syar.g_01847
OG0001568	Pran.g_01370	Syar.g_01866
OG0001570	Pran.g_00118	Syar.g_02858
OG0001587	Pran.g_01029	Syar.g_03010
OG0001613	Pran.g_01124	Syar.g_01093
OG0001634	Pran.g_00610	Syar.g_01691
OG0001669	Pran.g_00910	Syar.g_00323, Syar.g_00555
OG0001745	Pran.g_00651	Syar.g_02010
OG0001923	Pran.g_00793	Syar.g_00582, Syar.g_00583, Syar.g_00267
OG0001991	Pran.g_01387	Syar.g_01636
OG0002107	Pran.g_01774	Syar.g_00670, Syar.g_00313, Syar.g_00870
OG0002154	Pran.g_00818	Syar.g_00251
OG0002225	Pran.g_01775	Syar.g_00669, Syar.g_00315, Syar.g_00868
OG0002227	Pran.g_01396	Syar.g_00355
OG0002270	Pran.g_00757	Syar.g_02461, Syar.g_02463, Syar.g_02462
OG0002375	Pran.g_00791	Syar.g_02713, Syar.g_02699, Syar.g_02697
OG0002622	Pran.g_00782	Syar.g_02533
OG0002776	Pran.g_01776	Syar.g_00316, Syar.g_00867
OG0003346	Pran.g_00762	Syar.g_02712
