Orthogroup	Pran	Prbk
OG0001130	Pran.g_00562	Prbk.g_00062
OG0001131	Pran.g_00154	Prbk.g_00627
OG0001132	Pran.g_00144	Prbk.g_02595
OG0001133	Pran.g_00110	Prbk.g_02613
OG0001134	Pran.g_00093	Prbk.g_02195
OG0001135	Pran.g_00090	Prbk.g_02197
OG0001136	Pran.g_00063	Prbk.g_01021
OG0001137	Pran.g_00052	Prbk.g_00155
OG0001138	Pran.g_00034	Prbk.g_00137
OG0001139	Pran.g_00033	Prbk.g_00135
OG0001140	Pran.g_00032	Prbk.g_00134
OG0001141	Pran.g_00031	Prbk.g_00133
OG0001142	Pran.g_00030	Prbk.g_00132
OG0001143	Pran.g_00023	Prbk.g_01504
OG0001144	Pran.g_00018	Prbk.g_00188
OG0001145	Pran.g_00884	Prbk.g_01194
OG0001146	Pran.g_00872	Prbk.g_01178
OG0001147	Pran.g_00854	Prbk.g_02120
OG0001148	Pran.g_00839	Prbk.g_02051
OG0001149	Pran.g_00838	Prbk.g_02050
OG0001150	Pran.g_00837	Prbk.g_02049
OG0001151	Pran.g_00826	Prbk.g_02037
OG0001152	Pran.g_00825	Prbk.g_02036
OG0001153	Pran.g_00701	Prbk.g_01217
OG0001154	Pran.g_00700	Prbk.g_01216
OG0001155	Pran.g_00688	Prbk.g_02004
OG0001156	Pran.g_00685	Prbk.g_02001
OG0001157	Pran.g_00684	Prbk.g_02596
OG0001158	Pran.g_00683	Prbk.g_02000
OG0001159	Pran.g_00682	Prbk.g_01999
OG0001160	Pran.g_00658	Prbk.g_00934
OG0001161	Pran.g_00646	Prbk.g_02593
OG0001162	Pran.g_00632	Prbk.g_01788
OG0001163	Pran.g_00962	Prbk.g_00920
OG0001164	Pran.g_00966	Prbk.g_00915
OG0001165	Pran.g_00969	Prbk.g_00912
OG0001166	Pran.g_00989	Prbk.g_01438
OG0001167	Pran.g_01006	Prbk.g_01417
OG0001168	Pran.g_01008	Prbk.g_01415
OG0001169	Pran.g_01010	Prbk.g_01413
OG0001170	Pran.g_01012	Prbk.g_01411
OG0001171	Pran.g_01021	Prbk.g_01401
OG0001172	Pran.g_01035	Prbk.g_01908
OG0001173	Pran.g_01036	Prbk.g_01909
OG0001174	Pran.g_01045	Prbk.g_01917
OG0001175	Pran.g_01046	Prbk.g_01918
OG0001176	Pran.g_01053	Prbk.g_00991
OG0001177	Pran.g_01055	Prbk.g_00993
OG0001178	Pran.g_01060	Prbk.g_00901
OG0001179	Pran.g_01089	Prbk.g_00962
OG0001180	Pran.g_01111	Prbk.g_00804
OG0001181	Pran.g_01115	Prbk.g_00808
OG0001182	Pran.g_01122	Prbk.g_00817
OG0001183	Pran.g_01126	Prbk.g_00845
OG0001184	Pran.g_01141	Prbk.g_00521
OG0001185	Pran.g_01155	Prbk.g_00231
OG0001186	Pran.g_01178	Prbk.g_01568
OG0001187	Pran.g_01183	Prbk.g_01572
OG0001188	Pran.g_01185	Prbk.g_01576
OG0001190	Pran.g_01205	Prbk.g_02160
OG0001191	Pran.g_01215	Prbk.g_02173
OG0001192	Pran.g_01220	Prbk.g_02180
OG0001193	Pran.g_01230	Prbk.g_02218
OG0001194	Pran.g_01231	Prbk.g_02224
OG0001195	Pran.g_01232	Prbk.g_02225
OG0001196	Pran.g_01245	Prbk.g_02261
OG0001197	Pran.g_01246	Prbk.g_02263
OG0001198	Pran.g_01254	Prbk.g_02275
OG0001199	Pran.g_00358	Prbk.g_01314
OG0001200	Pran.g_00356	Prbk.g_01312
OG0001201	Pran.g_00325	Prbk.g_00010
OG0001202	Pran.g_00233	Prbk.g_01254
OG0001204	Pran.g_01949	Prbk.g_01013
OG0001205	Pran.g_01735	Prbk.g_00318
OG0001206	Pran.g_01716	Prbk.g_02089
OG0001207	Pran.g_01701	Prbk.g_02053
OG0001208	Pran.g_01696	Prbk.g_02063
OG0001209	Pran.g_01643	Prbk.g_01083
OG0001210	Pran.g_01638	Prbk.g_01095
OG0001211	Pran.g_01628	Prbk.g_01892
OG0001212	Pran.g_01582	Prbk.g_01140
OG0001213	Pran.g_01549	Prbk.g_02623
OG0001214	Pran.g_01541	Prbk.g_02633
OG0001215	Pran.g_01488	Prbk.g_01816
OG0001216	Pran.g_01458	Prbk.g_00616
OG0001217	Pran.g_01415	Prbk.g_01872
OG0001218	Pran.g_01407	Prbk.g_01205
OG0001219	Pran.g_01354	Prbk.g_02367
OG0001220	Pran.g_01292	Prbk.g_02559
OG0001221	Pran.g_00440	Prbk.g_02420
OG0001222	Pran.g_00479	Prbk.g_02189
OG0001223	Pran.g_00505	Prbk.g_02299
OG0001225	Pran.g_00566	Prbk.g_00058
OG0001226	Pran.g_00159	Prbk.g_01682
OG0001227	Pran.g_00141	Prbk.g_02022
OG0001228	Pran.g_00015	Prbk.g_00183
OG0001229	Pran.g_00843	Prbk.g_00923
OG0001230	Pran.g_00741	Prbk.g_00249
OG0001231	Pran.g_00634	Prbk.g_01637
OG0001232	Pran.g_00993	Prbk.g_01433
OG0001233	Pran.g_01013	Prbk.g_01410
OG0001234	Pran.g_01048	Prbk.g_01921
OG0001235	Pran.g_01057	Prbk.g_00996
OG0001237	Pran.g_01142	Prbk.g_00524
OG0001238	Pran.g_01216	Prbk.g_02174
OG0001239	Pran.g_00361	Prbk.g_01317
OG0001240	Pran.g_00340	Prbk.g_00027
OG0001241	Pran.g_00332	Prbk.g_00017
OG0001242	Pran.g_00314	Prbk.g_00200
OG0001245	Pran.g_01815	Prbk.g_01693
OG0001246	Pran.g_01674	Prbk.g_01044
OG0001247	Pran.g_01495	Prbk.g_02509
OG0001248	Pran.g_01493	Prbk.g_01805
OG0001249	Pran.g_01365	Prbk.g_00865
OG0001250	Pran.g_01303	Prbk.g_02538
OG0001252	Pran.g_00559	Prbk.g_00065
OG0001253	Pran.g_00140	Prbk.g_01700
OG0001254	Pran.g_00091	Prbk.g_02196
OG0001255	Pran.g_00076	Prbk.g_01776
OG0001258	Pran.g_00967	Prbk.g_00914
OG0001259	Pran.g_01011	Prbk.g_01412
OG0001260	Pran.g_01027	Prbk.g_01382
OG0001261	Pran.g_01097	Prbk.g_00953
OG0001262	Pran.g_01200	Prbk.g_01595
OG0001265	Pran.g_00315	Prbk.g_00198
OG0001266	Pran.g_00229	Prbk.g_01250
OG0001267	Pran.g_01914	Prbk.g_00417
OG0001268	Pran.g_01856	Prbk.g_00877
OG0001269	Pran.g_01835	Prbk.g_02556
OG0001270	Pran.g_01746	Prbk.g_00330
OG0001271	Pran.g_01706	Prbk.g_02110
OG0001272	Pran.g_01692	Prbk.g_02067
OG0001273	Pran.g_01547	Prbk.g_02626
OG0001274	Pran.g_01473	Prbk.g_00651
OG0001275	Pran.g_00515	Prbk.g_00570
OG0001276	Pran.g_00543	Prbk.g_00587
OG0001277	Pran.g_00152	Prbk.g_02247
OG0001278	Pran.g_00010	Prbk.g_00176
OG0001279	Pran.g_00609	Prbk.g_01933
OG0001280	Pran.g_00877	Prbk.g_01186
OG0001281	Pran.g_00871	Prbk.g_01177
OG0001283	Pran.g_00820	Prbk.g_02256
OG0001285	Pran.g_00996	Prbk.g_01429
OG0001286	Pran.g_01109	Prbk.g_00802
OG0001288	Pran.g_01171	Prbk.g_01534
OG0001290	Pran.g_00333	Prbk.g_00018
OG0001291	Pran.g_00299	Prbk.g_00553
OG0001292	Pran.g_01944	Prbk.g_01007
OG0001293	Pran.g_01932	Prbk.g_00381
OG0001294	Pran.g_01817	Prbk.g_00707
OG0001295	Pran.g_01711	Prbk.g_01098
OG0001297	Pran.g_01664	Prbk.g_01053
OG0001298	Pran.g_01601	Prbk.g_01114
OG0001300	Pran.g_01485	Prbk.g_01801
OG0001301	Pran.g_01482	Prbk.g_01761
OG0001302	Pran.g_01356	Prbk.g_01455
OG0001303	Pran.g_01434	Prbk.g_02365
OG0001308	Pran.g_00723	Prbk.g_00277
OG0001309	Pran.g_00637	Prbk.g_01059
OG0001310	Pran.g_00982	Prbk.g_01444
OG0001311	Pran.g_00545	Prbk.g_00589
OG0001312	Pran.g_00468	Prbk.g_02354
OG0001316	Pran.g_00294	Prbk.g_00560
OG0001319	Pran.g_01921	Prbk.g_00407
OG0001321	Pran.g_01726	Prbk.g_00309
OG0001322	Pran.g_01725	Prbk.g_00308
OG0001323	Pran.g_01659	Prbk.g_01062
OG0001324	Pran.g_01484	Prbk.g_01800
OG0001326	Pran.g_00184	Prbk.g_02231
OG0001328	Pran.g_00142	Prbk.g_02413
OG0001329	Pran.g_00101	Prbk.g_01661
OG0001331	Pran.g_00835	Prbk.g_02047
OG0001332	Pran.g_00690	Prbk.g_02016
OG0001333	Pran.g_01007	Prbk.g_01416
OG0001334	Pran.g_01129	Prbk.g_00849
OG0001335	Pran.g_01130	Prbk.g_00850
OG0001336	Pran.g_01242	Prbk.g_02257
OG0001339	Pran.g_00330	Prbk.g_00015
OG0001340	Pran.g_01866	Prbk.g_00860
OG0001341	Pran.g_01418	Prbk.g_02519
OG0001344	Pran.g_00056	Prbk.g_00142
OG0001348	Pran.g_00604	Prbk.g_00671
OG0001352	Pran.g_01498	Prbk.g_01767
OG0001353	Pran.g_01311	Prbk.g_02529
OG0001354	Pran.g_00497	Prbk.g_02308
OG0001356	Pran.g_01390	Prbk.g_02191
OG0001358	Pran.g_01558	Prbk.g_02607
OG0001360	Pran.g_00139	Prbk.g_00123
OG0001361	Pran.g_00044	Prbk.g_00102
OG0001362	Pran.g_00719	Prbk.g_00281
OG0001363	Pran.g_00717	Prbk.g_00283
OG0001365	Pran.g_01209	Prbk.g_02165
OG0001371	Pran.g_01499	Prbk.g_01361
OG0001372	Pran.g_01408, Pran.g_01379	Prbk.g_01468
OG0001373	Pran.g_00183	Prbk.g_02230
OG0001374	Pran.g_00191	Prbk.g_02238
OG0001376	Pran.g_00173	Prbk.g_02183
OG0001377	Pran.g_00172	Prbk.g_02182
OG0001378	Pran.g_00130	Prbk.g_00337
OG0001379	Pran.g_00882	Prbk.g_01191
OG0001380	Pran.g_00852	Prbk.g_02564
OG0001381	Pran.g_00847	Prbk.g_00629
OG0001382	Pran.g_00618	Prbk.g_00623
OG0001385	Pran.g_00180	Prbk.g_02227
OG0001386	Pran.g_00181	Prbk.g_02228
OG0001387	Pran.g_00182	Prbk.g_02229
OG0001388	Pran.g_00185	Prbk.g_02232
OG0001389	Pran.g_00186	Prbk.g_02233
OG0001390	Pran.g_00187	Prbk.g_02234
OG0001391	Pran.g_00188	Prbk.g_02235
OG0001392	Pran.g_00189	Prbk.g_02236
OG0001393	Pran.g_00190	Prbk.g_02237
OG0001394	Pran.g_00444	Prbk.g_02437
OG0001395	Pran.g_00555	Prbk.g_00600
OG0001397	Pran.g_00718	Prbk.g_00282
OG0001398	Pran.g_00596	Prbk.g_01694
OG0001399	Pran.g_01050	Prbk.g_00834, Prbk.g_00821
OG0001403	Pran.g_00394	Prbk.g_01618
OG0001405	Pran.g_01868	Prbk.g_00852
OG0001406	Pran.g_00174	Prbk.g_02184
OG0001409	Pran.g_00053	Prbk.g_00153
OG0001414	Pran.g_00203	Prbk.g_01364
OG0001415	Pran.g_00201	Prbk.g_01135
OG0001416	Pran.g_01719	Prbk.g_01180
OG0001418	Pran.g_01494	Prbk.g_01925
OG0001422	Pran.g_00607	Prbk.g_02082
OG0001423	Pran.g_01777	Prbk.g_02679, Prbk.g_01945
OG0001425	Pran.g_01219	Prbk.g_02177
OG0001434	Pran.g_00448	Prbk.g_02441
OG0001437	Pran.g_00202	Prbk.g_01136
OG0001438	Pran.g_01901	Prbk.g_00432
OG0001441	Pran.g_01657	Prbk.g_01064
OG0001442	Pran.g_01431	Prbk.g_02445
OG0001443	Pran.g_00595	Prbk.g_00922
OG0001446	Pran.g_00353	Prbk.g_01665
OG0001449	Pran.g_01794	Prbk.g_01465
OG0001450	Pran.g_01491	Prbk.g_01827
OG0001451	Pran.g_01282	Prbk.g_00598
OG0001455	Pran.g_00108, Pran.g_00935	Prbk.g_00694
OG0001461	Pran.g_00916	Prbk.g_00296
OG0001462	Pran.g_00390	Prbk.g_01611
OG0001463	Pran.g_01908	Prbk.g_00425
OG0001464	Pran.g_01865	Prbk.g_00861
OG0001472	Pran.g_00638	Prbk.g_01841
OG0001474	Pran.g_01855	Prbk.g_00878
OG0001481	Pran.g_01821	Prbk.g_00303
OG0001484	Pran.g_01414	Prbk.g_00625
OG0001485	Pran.g_00575, Pran.g_00912	Prbk.g_02012
OG0001491	Pran.g_01358	Prbk.g_01642
OG0001500	Pran.g_01930	Prbk.g_01365
OG0001501	Pran.g_01471	Prbk.g_00169
OG0001503	Pran.g_00085	Prbk.g_01456
OG0001506	Pran.g_00692	Prbk.g_01654
OG0001525	Pran.g_00629	Prbk.g_02665
OG0001527	Pran.g_01615	Prbk.g_01878
OG0001550	Pran.g_00105	Prbk.g_01692
OG0001553	Pran.g_00736	Prbk.g_00256
OG0001555	Pran.g_00624	Prbk.g_01476
OG0001565	Pran.g_01757	Prbk.g_02513
OG0001569	Pran.g_00134	Prbk.g_02659
OG0001572	Pran.g_01768	Prbk.g_01332
OG0001598	Pran.g_00927	Prbk.g_01039
OG0001605	Pran.g_00536	Prbk.g_01656
OG0001634	Pran.g_00610	Prbk.g_00710
OG0001684	Pran.g_01589	Prbk.g_01128
OG0001698	Pran.g_00166	Prbk.g_01771
OG0001835	Pran.g_01785	Prbk.g_01759
OG0002154	Pran.g_00818	Prbk.g_00540
