Orthogroup	Prbl	Prbm
OG0001068	Prbl.g_01785	Prbm.g_00614
OG0001069	Prbl.g_01784	Prbm.g_00615
OG0001070	Prbl.g_01780	Prbm.g_00617
OG0001071	Prbl.g_01779	Prbm.g_00618
OG0001072	Prbl.g_01776	Prbm.g_00619
OG0001073	Prbl.g_01757	Prbm.g_00634
OG0001074	Prbl.g_01610	Prbm.g_00646
OG0001075	Prbl.g_01611	Prbm.g_00647
OG0001076	Prbl.g_01619	Prbm.g_00654
OG0001077	Prbl.g_01629	Prbm.g_00659
OG0001078	Prbl.g_01640	Prbm.g_00667
OG0001079	Prbl.g_01659	Prbm.g_00678
OG0001080	Prbl.g_01041	Prbm.g_00684
OG0001081	Prbl.g_01031	Prbm.g_00686
OG0001082	Prbl.g_01030	Prbm.g_00687
OG0001083	Prbl.g_01405	Prbm.g_00692
OG0001084	Prbl.g_01404	Prbm.g_00693
OG0001085	Prbl.g_01394	Prbm.g_00703
OG0001086	Prbl.g_01392	Prbm.g_00704
OG0001087	Prbl.g_01853	Prbm.g_00725
OG0001088	Prbl.g_01857	Prbm.g_00726
OG0001089	Prbl.g_00024	Prbm.g_00734
OG0001090	Prbl.g_02565	Prbm.g_00743
OG0001091	Prbl.g_02563	Prbm.g_00745
OG0001092	Prbl.g_02562	Prbm.g_00746
OG0001093	Prbl.g_02558	Prbm.g_00751
OG0001094	Prbl.g_02341	Prbm.g_00808
OG0001095	Prbl.g_02322	Prbm.g_00827
OG0001096	Prbl.g_02306	Prbm.g_00842
OG0001097	Prbl.g_01550	Prbm.g_00860
OG0001098	Prbl.g_02423	Prbm.g_00877
OG0001099	Prbl.g_01329	Prbm.g_00914
OG0001100	Prbl.g_02414	Prbm.g_00921
OG0001101	Prbl.g_02413	Prbm.g_00923
OG0001102	Prbl.g_02410	Prbm.g_00926
OG0001103	Prbl.g_02408	Prbm.g_00928
OG0001104	Prbl.g_02351	Prbm.g_00794
OG0001105	Prbl.g_02356	Prbm.g_00798
OG0001106	Prbl.g_02466	Prbm.g_00976
OG0001107	Prbl.g_02476	Prbm.g_00986
OG0001108	Prbl.g_02483	Prbm.g_00990
OG0001109	Prbl.g_02485	Prbm.g_00991
OG0001110	Prbl.g_02487	Prbm.g_00993
OG0001111	Prbl.g_02489	Prbm.g_00994
OG0001112	Prbl.g_02491	Prbm.g_00995
OG0001113	Prbl.g_02492	Prbm.g_00996
OG0001114	Prbl.g_02493	Prbm.g_00997
OG0001115	Prbl.g_02495	Prbm.g_00999
OG0001116	Prbl.g_02496	Prbm.g_01000
OG0001117	Prbl.g_02497	Prbm.g_01001
OG0001118	Prbl.g_02498	Prbm.g_01002
OG0001119	Prbl.g_02499	Prbm.g_01003
OG0001120	Prbl.g_02501	Prbm.g_01004
OG0001122	Prbl.g_02529	Prbm.g_01033
OG0001123	Prbl.g_02536	Prbm.g_01037
OG0001124	Prbl.g_02538	Prbm.g_01039
OG0001125	Prbl.g_02540	Prbm.g_01041
OG0001126	Prbl.g_00939	Prbm.g_01052
OG0001127	Prbl.g_00938	Prbm.g_01053
OG0001128	Prbl.g_00935	Prbm.g_01056
OG0001129	Prbl.g_00934	Prbm.g_01057
OG0001130	Prbl.g_00933	Prbm.g_01058
OG0001131	Prbl.g_02575	Prbm.g_00894
OG0001132	Prbl.g_01603	Prbm.g_01103
OG0001133	Prbl.g_01621	Prbm.g_01079
OG0001134	Prbl.g_02204	Prbm.g_01910
OG0001135	Prbl.g_02202	Prbm.g_01913
OG0001136	Prbl.g_02082	Prbm.g_01552
OG0001137	Prbl.g_02102	Prbm.g_01539
OG0001138	Prbl.g_01118	Prbm.g_01518
OG0001139	Prbl.g_01116	Prbm.g_01516
OG0001140	Prbl.g_01115	Prbm.g_01515
OG0001141	Prbl.g_01114	Prbm.g_01514
OG0001142	Prbl.g_01113	Prbm.g_01513
OG0001143	Prbl.g_01376	Prbm.g_01506
OG0001144	Prbl.g_02580	Prbm.g_01501
OG0001145	Prbl.g_01711	Prbm.g_01603
OG0001146	Prbl.g_01727	Prbm.g_01615
OG0001147	Prbl.g_01333	Prbm.g_01634
OG0001148	Prbl.g_00501	Prbm.g_01662
OG0001149	Prbl.g_00500	Prbm.g_01663
OG0001150	Prbl.g_00499	Prbm.g_01664
OG0001151	Prbl.g_00487	Prbm.g_01675
OG0001152	Prbl.g_00486	Prbm.g_01676
OG0001153	Prbl.g_00704	Prbm.g_01740
OG0001154	Prbl.g_00705	Prbm.g_01741
OG0001155	Prbl.g_00454	Prbm.g_01757
OG0001156	Prbl.g_00451	Prbm.g_01760
OG0001157	Prbl.g_01604	Prbm.g_01761
OG0001158	Prbl.g_00450	Prbm.g_01762
OG0001159	Prbl.g_00449	Prbm.g_01763
OG0001160	Prbl.g_00420	Prbm.g_01789
OG0001161	Prbl.g_01601	Prbm.g_01586
OG0001162	Prbl.g_00048	Prbm.g_01801
OG0001163	Prbl.g_00406	Prbm.g_01833
OG0001164	Prbl.g_00401	Prbm.g_01837
OG0001165	Prbl.g_00398	Prbm.g_01840
OG0001166	Prbl.g_00371	Prbm.g_01858
OG0001167	Prbl.g_00350	Prbm.g_01876
OG0001168	Prbl.g_00348	Prbm.g_01877
OG0001169	Prbl.g_00346	Prbm.g_01879
OG0001170	Prbl.g_00344	Prbm.g_01881
OG0001171	Prbl.g_00334	Prbm.g_01891
OG0001173	Prbl.g_01062	Prbm.g_01953
OG0001174	Prbl.g_01054	Prbm.g_01961
OG0001175	Prbl.g_01053	Prbm.g_01962
OG0001176	Prbl.g_00953	Prbm.g_01974
OG0001177	Prbl.g_00951	Prbm.g_01972
OG0001179	Prbl.g_00982	Prbm.g_02016
OG0001180	Prbl.g_01134	Prbm.g_02039
OG0001181	Prbl.g_01138	Prbm.g_02043
OG0001182	Prbl.g_01147	Prbm.g_02052
OG0001183	Prbl.g_01175	Prbm.g_02058
OG0001184	Prbl.g_00848	Prbm.g_02074
OG0001185	Prbl.g_01291	Prbm.g_02089
OG0001186	Prbl.g_02026	Prbm.g_02140
OG0001187	Prbl.g_02022	Prbm.g_02145
OG0001188	Prbl.g_02018	Prbm.g_02147
OG0001189	Prbl.g_01996	Prbm.g_02164
OG0001190	Prbl.g_02239	Prbm.g_02169
OG0001191	Prbl.g_02226	Prbm.g_02179
OG0001192	Prbl.g_02219	Prbm.g_02184
OG0001193	Prbl.g_02181	Prbm.g_02197
OG0001194	Prbl.g_02175	Prbm.g_02198
OG0001195	Prbl.g_02174	Prbm.g_02199
OG0001196	Prbl.g_02138	Prbm.g_02219
OG0001197	Prbl.g_02136	Prbm.g_02221
OG0001198	Prbl.g_02124	Prbm.g_02230
OG0001199	Prbl.g_00602	Prbm.g_00131
OG0001200	Prbl.g_00600	Prbm.g_00133
OG0001201	Prbl.g_00551	Prbm.g_00165
OG0001202	Prbl.g_00095	Prbm.g_00259
OG0001203	Prbl.g_00197	Prbm.g_00298
OG0001204	Prbl.g_02667	Prbm.g_00304
OG0001205	Prbl.g_00642	Prbm.g_00455
OG0001206	Prbl.g_01363	Prbm.g_00491
OG0001207	Prbl.g_00503	Prbm.g_00502
OG0001208	Prbl.g_00513	Prbm.g_00508
OG0001209	Prbl.g_00763	Prbm.g_00568
OG0001210	Prbl.g_00751	Prbm.g_00573
OG0001211	Prbl.g_01884	Prbm.g_00583
OG0001212	Prbl.g_01765	Prbm.g_00626
OG0001213	Prbl.g_01631	Prbm.g_00660
OG0001214	Prbl.g_01641	Prbm.g_00668
OG0001215	Prbl.g_01858	Prbm.g_00727
OG0001216	Prbl.g_02564	Prbm.g_00744
OG0001217	Prbl.g_01904	Prbm.g_00111
OG0001218	Prbl.g_00716	Prbm.g_00785
OG0001219	Prbl.g_02435	Prbm.g_00957
OG0001220	Prbl.g_01567	Prbm.g_00867
OG0001221	Prbl.g_02383	Prbm.g_00941
OG0001222	Prbl.g_02210	Prbm.g_00889
OG0001223	Prbl.g_02503	Prbm.g_01005
OG0001224	Prbl.g_00931	Prbm.g_01060
OG0001225	Prbl.g_00929	Prbm.g_01062
OG0001226	Prbl.g_01704	Prbm.g_01945
OG0001227	Prbl.g_00472	Prbm.g_01085
OG0001228	Prbl.g_02585	Prbm.g_01498
OG0001229	Prbl.g_00409	Prbm.g_01176
OG0001230	Prbl.g_00252	Prbm.g_01701
OG0001231	Prbl.g_01957	Prbm.g_00789
OG0001232	Prbl.g_00366	Prbm.g_01862
OG0001233	Prbl.g_00343	Prbm.g_01882
OG0001234	Prbl.g_01050	Prbm.g_01964
OG0001235	Prbl.g_00948	Prbm.g_01968
OG0001236	Prbl.g_00852	Prbm.g_02071
OG0001237	Prbl.g_00845	Prbm.g_02075
OG0001238	Prbl.g_02225	Prbm.g_02180
OG0001239	Prbl.g_00605	Prbm.g_00128
OG0001240	Prbl.g_00568	Prbm.g_00150
OG0001241	Prbl.g_00558	Prbm.g_00159
OG0001242	Prbl.g_01322	Prbm.g_00178
OG0001243	Prbl.g_00828	Prbm.g_00185
OG0001245	Prbl.g_01693	Prbm.g_01353
OG0001246	Prbl.g_00803	Prbm.g_00538
OG0001247	Prbl.g_02295	Prbm.g_00719
OG0001248	Prbl.g_01869	Prbm.g_00722
OG0001249	Prbl.g_01195	Prbm.g_00395
OG0001252	Prbl.g_00936	Prbm.g_01055
OG0001253	Prbl.g_01686	Prbm.g_01806
OG0001254	Prbl.g_02203	Prbm.g_01912
OG0001255	Prbl.g_00036	Prbm.g_01566
OG0001258	Prbl.g_00400	Prbm.g_01838
OG0001259	Prbl.g_00345	Prbm.g_01880
OG0001260	Prbl.g_00315	Prbm.g_01897
OG0001261	Prbl.g_00991	Prbm.g_02024
OG0001262	Prbl.g_01999	Prbm.g_02162
OG0001263	Prbl.g_00826	Prbm.g_00188
OG0001269	Prbl.g_01564	Prbm.g_00866
OG0001273	Prbl.g_01634	Prbm.g_00662
OG0001277	Prbl.g_02152	Prbm.g_02207
OG0001279	Prbl.g_00156	Prbm.g_01171
OG0001280	Prbl.g_01719	Prbm.g_01610
OG0001283	Prbl.g_02143	Prbm.g_02215
OG0001285	Prbl.g_00362	Prbm.g_01865
OG0001286	Prbl.g_01132	Prbm.g_02037
OG0001288	Prbl.g_02059	Prbm.g_02106
OG0001290	Prbl.g_00559	Prbm.g_00158
OG0001294	Prbl.g_01393	Prbm.g_01584, Prbm.g_01649
OG0001295	Prbl.g_00748	Prbm.g_01574
OG0001297	Prbl.g_00793	Prbm.g_00548
OG0001300	Prbl.g_01873	Prbm.g_00731
OG0001301	Prbl.g_00022	Prbm.g_00733
OG0001302	Prbl.g_01930	Prbm.g_00955
OG0001303	Prbl.g_02437	Prbm.g_01273
OG0001307	Prbl.g_00723	Prbm.g_01594
OG0001308	Prbl.g_00224	Prbm.g_01720
OG0001309	Prbl.g_00787	Prbm.g_00552
OG0001310	Prbl.g_00377	Prbm.g_01852
OG0001311	Prbl.g_02537	Prbm.g_01038
OG0001312	Prbl.g_02448	Prbm.g_00966
OG0001316	Prbl.g_00809	Prbm.g_00199
OG0001321	Prbl.g_00633	Prbm.g_00461
OG0001322	Prbl.g_00632	Prbm.g_00462
OG0001324	Prbl.g_01874	Prbm.g_00732
OG0001326	Prbl.g_02168	Prbm.g_01929
OG0001328	Prbl.g_02390	Prbm.g_00937
OG0001329	Prbl.g_01079	Prbm.g_01805
OG0001330	Prbl.g_01712	Prbm.g_01604
OG0001331	Prbl.g_00497	Prbm.g_01666
OG0001332	Prbl.g_00466	Prbm.g_01755
OG0001334	Prbl.g_01179	Prbm.g_02061
OG0001335	Prbl.g_01180	Prbm.g_02062
OG0001336	Prbl.g_02142	Prbm.g_02216
OG0001337	Prbl.g_01189	Prbm.g_00387
OG0001339	Prbl.g_00556	Prbm.g_00161
OG0001340	Prbl.g_01190	Prbm.g_00388
OG0001341	Prbl.g_02285	Prbm.g_00091
OG0001344	Prbl.g_02089	Prbm.g_01544
OG0001347	Prbl.g_02051	Prbm.g_02118
OG0001348	Prbl.g_01243	Prbm.g_01122
OG0001351	Prbl.g_00624	Prbm.g_00481
OG0001352	Prbl.g_00027	Prbm.g_00714
OG0001354	Prbl.g_02494	Prbm.g_00998
OG0001355	Prbl.g_02379	Prbm.g_01804
OG0001356	Prbl.g_02208	Prbm.g_01145, Prbm.g_01433
OG0001357	Prbl.g_00679, Prbl.g_01685, Prbl.g_00628	Prbm.g_00463
OG0001360	Prbl.g_01104	Prbm.g_01526
OG0001362	Prbl.g_00220	Prbm.g_01724
OG0001363	Prbl.g_00218	Prbm.g_00487
OG0001365	Prbl.g_02234	Prbm.g_02173
OG0001366	Prbl.g_00368	Prbm.g_01684
OG0001366	Prbl.g_01335	Prbm.g_01650
OG0001369	Prbl.g_00569	Prbm.g_00149
OG0001370	Prbl.g_02288	Prbm.g_01208
OG0001371	Prbl.g_01915	Prbm.g_00713
OG0001372	Prbl.g_01943	Prbm.g_00047
OG0001373	Prbl.g_02169	Prbm.g_01928
OG0001374	Prbl.g_02161	Prbm.g_01936
OG0001376	Prbl.g_02216	Prbm.g_00896
OG0001377	Prbl.g_02217	Prbm.g_00897
OG0001378	Prbl.g_00661	Prbm.g_00443
OG0001380	Prbl.g_01572	Prbm.g_01573
OG0001381	Prbl.g_02577	Prbm.g_01658
OG0001385	Prbl.g_02172	Prbm.g_01925
OG0001386	Prbl.g_02171	Prbm.g_01926
OG0001387	Prbl.g_02170	Prbm.g_01927
OG0001388	Prbl.g_02167	Prbm.g_01930
OG0001389	Prbl.g_02166	Prbm.g_01931
OG0001390	Prbl.g_02165	Prbm.g_01932
OG0001391	Prbl.g_02164	Prbm.g_01933
OG0001392	Prbl.g_02163	Prbm.g_01934
OG0001393	Prbl.g_02162	Prbm.g_01935
OG0001394	Prbl.g_02366	Prbm.g_00945
OG0001395	Prbl.g_02548	Prbm.g_01049
OG0001396	Prbl.g_02050	Prbm.g_02119
OG0001397	Prbl.g_00219	Prbm.g_01725
OG0001398	Prbl.g_01692	Prbm.g_00761
OG0001399	Prbl.g_01164, Prbl.g_01151	Prbm.g_00080
OG0001401	Prbl.g_01541	Prbm.g_01225, Prbm.g_00851
OG0001402	Prbl.g_01620	Prbm.g_00655
OG0001403	Prbl.g_01976	Prbm.g_00030
OG0001405	Prbl.g_01182	Prbm.g_00381
OG0001406	Prbl.g_02215	Prbm.g_00895
OG0001409	Prbl.g_02100	Prbm.g_01540
OG0001410	Prbl.g_00724	Prbm.g_01632
OG0001414	Prbl.g_01918	Prbm.g_00288
OG0001415	Prbl.g_01770	Prbm.g_00290
OG0001418	Prbl.g_01046	Prbm.g_00720
OG0001422	Prbl.g_01370	Prbm.g_01080
OG0001425	Prbl.g_02222	Prbm.g_02183
OG0001431	Prbl.g_02617	Prbm.g_01181
OG0001434	Prbl.g_02362	Prbm.g_00949
OG0001435	Prbl.g_02411	Prbm.g_00925
OG0001437	Prbl.g_01769	Prbm.g_00289
OG0001441	Prbl.g_00782	Prbm.g_00555
OG0001442	Prbl.g_02358	Prbm.g_01690
OG0001443	Prbl.g_00408	Prbm.g_01919
OG0001446	Prbl.g_01075	Prbm.g_00136
OG0001450	Prbl.g_01847	Prbm.g_00724
OG0001451	Prbl.g_02546	Prbm.g_00878
OG0001455	Prbl.g_00138	Prbm.g_00048
OG0001461	Prbl.g_00620	Prbm.g_00071
OG0001463	Prbl.g_01445	Prbm.g_00343
OG0001464	Prbl.g_01191	Prbm.g_00768
OG0001470	Prbl.g_02028	Prbm.g_02128
OG0001472	Prbl.g_01833	Prbm.g_00893
OG0001475	Prbl.g_02030	Prbm.g_02136
OG0001476	Prbl.g_02095	Prbm.g_01541
OG0001477	Prbl.g_00017	Prbm.g_01829
OG0001481	Prbl.g_00627	Prbm.g_01071
OG0001484	Prbl.g_02573	Prbm.g_01315
OG0001485	Prbl.g_00462	Prbm.g_01182
OG0001487	Prbl.g_00715, Prbl.g_00714, Prbl.g_00713	Prbm.g_01748
OG0001488	Prbl.g_02106	Prbm.g_01535
OG0001489	Prbl.g_01143	Prbm.g_02049
OG0001491	Prbl.g_01099	Prbm.g_00950
OG0001495	Prbl.g_00950	Prbm.g_01971
OG0001496	Prbl.g_00013	Prbm.g_01831
OG0001497	Prbl.g_00016	Prbm.g_01830
OG0001498	Prbl.g_02675	Prbm.g_00424
OG0001500	Prbl.g_01919	Prbm.g_00321
OG0001501	Prbl.g_00120	Prbm.g_01326
OG0001503	Prbl.g_01931	Prbm.g_01123
OG0001506	Prbl.g_01086	Prbm.g_01752
OG0001508	Prbl.g_02027	Prbm.g_02139
OG0001509	Prbl.g_02046, Prbl.g_02048, Prbl.g_01299	Prbm.g_02121
OG0001510	Prbl.g_02635	Prbm.g_02100
OG0001511	Prbl.g_00544	Prbm.g_00169
OG0001512	Prbl.g_00195	Prbm.g_01824
OG0001513	Prbl.g_01706	Prbm.g_00046
OG0001514	Prbl.g_00012	Prbm.g_01832
OG0001515	Prbl.g_01865	Prbm.g_00729
OG0001516	Prbl.g_01402	Prbm.g_00695
OG0001517	Prbl.g_01202	Prbm.g_00401
OG0001518	Prbl.g_02223	Prbm.g_02182
OG0001519	Prbl.g_02212	Prbm.g_02187
OG0001525	Prbl.g_01807	Prbm.g_00086
OG0001528	Prbl.g_02024	Prbm.g_02137
OG0001529	Prbl.g_01989	Prbm.g_00050
OG0001530	Prbl.g_00546	Prbm.g_00168
OG0001531	Prbl.g_00194	Prbm.g_00299
OG0001532	Prbl.g_01117	Prbm.g_01517
OG0001534	Prbl.g_02545	Prbm.g_01047
OG0001535	Prbl.g_02533	Prbm.g_01036
OG0001536	Prbl.g_02474	Prbm.g_00984
OG0001537	Prbl.g_02374	Prbm.g_00942
OG0001538	Prbl.g_02330	Prbm.g_00819
OG0001539	Prbl.g_01587	Prbm.g_00920
OG0001540	Prbl.g_00824	Prbm.g_00190
OG0001541	Prbl.g_00267	Prbm.g_00239
OG0001542	Prbl.g_00073	Prbm.g_00245
OG0001543	Prbl.g_01241	Prbm.g_00892
OG0001544	Prbl.g_02213	Prbm.g_02186
OG0001545	Prbl.g_02153	Prbm.g_02206
OG0001550	Prbl.g_01694	Prbm.g_01314
OG0001553	Prbl.g_00245	Prbm.g_01707
OG0001555	Prbl.g_01949	Prbm.g_01826
OG0001558	Prbl.g_01960	Prbm.g_01221
OG0001559	Prbl.g_00547	Prbm.g_00167
OG0001560	Prbl.g_00560	Prbm.g_00157
OG0001561	Prbl.g_02539	Prbm.g_01040
OG0001562	Prbl.g_02525	Prbm.g_01030
OG0001563	Prbl.g_00999	Prbm.g_02032
OG0001569	Prbl.g_01813	Prbm.g_01311
OG0001575	Prbl.g_01901	Prbm.g_00598
OG0001576	Prbl.g_01737	Prbm.g_01623
OG0001577	Prbl.g_02080	Prbm.g_01554
OG0001579	Prbl.g_01186	Prbm.g_00385
OG0001589	Prbl.g_00341	Prbm.g_01884
OG0001591	Prbl.g_01591	Prbm.g_00705
OG0001598	Prbl.g_02064	Prbm.g_01067
OG0001634	Prbl.g_01396	Prbm.g_00701
OG0001642	Prbl.g_01563	Prbm.g_01643
OG0001652	Prbl.g_01958	Prbm.g_01219
OG0001656	Prbl.g_01185	Prbm.g_00384
OG0001661	Prbl.g_01077, Prbl.g_01071	Prbm.g_01108
OG0001671	Prbl.g_01248	Prbm.g_01212
OG0001673	Prbl.g_01921	Prbm.g_00292
OG0001676	Prbl.g_01188	Prbm.g_00386
OG0001684	Prbl.g_01777	Prbm.g_00396
OG0001691	Prbl.g_02422	Prbm.g_01050
OG0001692	Prbl.g_00247	Prbm.g_01705
OG0001694	Prbl.g_01451	Prbm.g_00338
OG0001695	Prbl.g_02158	Prbm.g_02203
OG0001696	Prbl.g_01846	Prbm.g_00879
OG0001698	Prbl.g_00031	Prbm.g_01686
OG0001703	Prbl.g_00504	Prbm.g_00503
OG0001715	Prbl.g_01675	Prbm.g_01192
OG0001740	Prbl.g_02155	Prbm.g_02205
OG0001746	Prbl.g_00681	Prbm.g_01184
OG0001748	Prbl.g_01250	Prbm.g_01213
OG0001757	Prbl.g_02597, Prbl.g_01709	Prbm.g_01152
OG0001793	Prbl.g_01684	Prbm.g_01360
OG0001802	Prbl.g_01337	Prbm.g_02054
OG0001810	Prbl.g_00811	Prbm.g_00738
OG0001835	Prbl.g_00020	Prbm.g_01306
OG0001837	Prbl.g_01249	Prbm.g_01214
OG0001907	Prbl.g_00311	Prbm.g_00200
OG0001955	Prbl.g_01560	Prbm.g_00098
OG0001956	Prbl.g_01578	Prbm.g_00872
OG0001962	Prbl.g_00142	Prbm.g_00083
OG0001963	Prbl.g_01167, Prbl.g_01168	Prbm.g_01976
OG0001977	Prbl.g_02187	Prbm.g_02193
OG0002018	Prbl.g_02156	Prbm.g_02204
OG0002036	Prbl.g_00395	Prbm.g_01320
OG0002052	Prbl.g_02211	Prbm.g_00890
OG0002063	Prbl.g_00052	Prbm.g_01468
OG0002164	Prbl.g_01089	Prbm.g_01078
OG0002165	Prbl.g_01082	Prbm.g_00115
OG0002229	Prbl.g_02034	Prbm.g_02113
OG0002232	Prbl.g_01834	Prbm.g_00718
OG0002240	Prbl.g_01334	Prbm.g_00180
OG0002282	Prbl.g_01093	Prbm.g_00902
OG0002283	Prbl.g_01705	Prbm.g_01269
OG0002284	Prbl.g_01868	Prbm.g_01589
OG0002381	Prbl.g_00200, Prbl.g_01312	Prbm.g_01636
OG0002383	Prbl.g_02595	Prbm.g_01266
OG0002434	Prbl.g_01893	Prbm.g_00592
OG0002450	Prbl.g_02133	Prbm.g_02224
OG0002493	Prbl.g_01908	Prbm.g_01211, Prbm.g_01206
OG0002582	Prbl.g_02047	Prbm.g_02120
OG0002704	Prbl.g_02035	Prbm.g_02112
OG0002714	Prbl.g_01390	Prbm.g_01305
