Orthogroup	Prbl	Syar
OG0001100	Prbl.g_02414	Syar.g_01625
OG0001101	Prbl.g_02413	Syar.g_01623
OG0001102	Prbl.g_02410	Syar.g_01620
OG0001103	Prbl.g_02408	Syar.g_01618
OG0001104	Prbl.g_02351	Syar.g_02616
OG0001105	Prbl.g_02356	Syar.g_02620
OG0001106	Prbl.g_02466	Syar.g_02553
OG0001107	Prbl.g_02476	Syar.g_02541
OG0001109	Prbl.g_02485	Syar.g_02529
OG0001110	Prbl.g_02487	Syar.g_02527
OG0001111	Prbl.g_02489	Syar.g_02525
OG0001112	Prbl.g_02491	Syar.g_02523
OG0001113	Prbl.g_02492	Syar.g_02522
OG0001114	Prbl.g_02493	Syar.g_02521
OG0001115	Prbl.g_02495	Syar.g_02519
OG0001116	Prbl.g_02496	Syar.g_02517
OG0001117	Prbl.g_02497	Syar.g_02516
OG0001118	Prbl.g_02498	Syar.g_02515
OG0001119	Prbl.g_02499	Syar.g_02513
OG0001120	Prbl.g_02501	Syar.g_02507
OG0001122	Prbl.g_02529	Syar.g_01803
OG0001123	Prbl.g_02536	Syar.g_01796
OG0001124	Prbl.g_02538	Syar.g_01793
OG0001125	Prbl.g_02540	Syar.g_01791
OG0001126	Prbl.g_00939	Syar.g_01375
OG0001127	Prbl.g_00938	Syar.g_01374
OG0001128	Prbl.g_00935	Syar.g_01371
OG0001129	Prbl.g_00934	Syar.g_01369
OG0001130	Prbl.g_00933	Syar.g_01368
OG0001131	Prbl.g_02575	Syar.g_02448
OG0001132	Prbl.g_01603	Syar.g_00684
OG0001133	Prbl.g_01621	Syar.g_02249
OG0001134	Prbl.g_02204	Syar.g_02235
OG0001135	Prbl.g_02202	Syar.g_02232
OG0001136	Prbl.g_02082	Syar.g_01536
OG0001137	Prbl.g_02102	Syar.g_01944
OG0001138	Prbl.g_01118	Syar.g_01977
OG0001139	Prbl.g_01116	Syar.g_01980
OG0001140	Prbl.g_01115	Syar.g_01981
OG0001141	Prbl.g_01114	Syar.g_01982
OG0001142	Prbl.g_01113	Syar.g_01983
OG0001143	Prbl.g_01376	Syar.g_01698
OG0001144	Prbl.g_02580	Syar.g_01707
OG0001145	Prbl.g_01711	Syar.g_02769
OG0001146	Prbl.g_01727	Syar.g_02782
OG0001147	Prbl.g_01333	Syar.g_01276
OG0001148	Prbl.g_00501	Syar.g_01459
OG0001149	Prbl.g_00500	Syar.g_01458
OG0001150	Prbl.g_00499	Syar.g_01457
OG0001151	Prbl.g_00487	Syar.g_01238
OG0001152	Prbl.g_00486	Syar.g_01237
OG0001153	Prbl.g_00704	Syar.g_01398
OG0001154	Prbl.g_00705	Syar.g_01397
OG0001155	Prbl.g_00454	Syar.g_01211
OG0001156	Prbl.g_00451	Syar.g_01185
OG0001157	Prbl.g_01604	Syar.g_01184
OG0001158	Prbl.g_00450	Syar.g_01183
OG0001159	Prbl.g_00449	Syar.g_01182
OG0001160	Prbl.g_00420	Syar.g_02908
OG0001161	Prbl.g_01601	Syar.g_00382
OG0001162	Prbl.g_00048	Syar.g_03081
OG0001163	Prbl.g_00406	Syar.g_02917
OG0001164	Prbl.g_00401	Syar.g_02922
OG0001165	Prbl.g_00398	Syar.g_02927
OG0001166	Prbl.g_00371	Syar.g_02959
OG0001167	Prbl.g_00350	Syar.g_02982
OG0001168	Prbl.g_00348	Syar.g_02983
OG0001169	Prbl.g_00346	Syar.g_02985
OG0001170	Prbl.g_00344	Syar.g_02987
OG0001171	Prbl.g_00334	Syar.g_02999
OG0001173	Prbl.g_01062	Syar.g_00142
OG0001174	Prbl.g_01054	Syar.g_00134
OG0001175	Prbl.g_01053	Syar.g_00133
OG0001176	Prbl.g_00953	Syar.g_01025
OG0001177	Prbl.g_00951	Syar.g_01023
OG0001179	Prbl.g_00982	Syar.g_01055
OG0001181	Prbl.g_01138	Syar.g_01082
OG0001182	Prbl.g_01147	Syar.g_01090
OG0001183	Prbl.g_01175	Syar.g_01096
OG0001184	Prbl.g_00848	Syar.g_00653
OG0001185	Prbl.g_01291	Syar.g_00614
OG0001186	Prbl.g_02026	Syar.g_00562
OG0001187	Prbl.g_02022	Syar.g_00548
OG0001188	Prbl.g_02018	Syar.g_00546
OG0001189	Prbl.g_01996	Syar.g_00525
OG0001190	Prbl.g_02239	Syar.g_00330
OG0001191	Prbl.g_02226	Syar.g_00349
OG0001192	Prbl.g_02219	Syar.g_00356
OG0001193	Prbl.g_02181	Syar.g_00711
OG0001194	Prbl.g_02175	Syar.g_00622
OG0001195	Prbl.g_02174	Syar.g_00623
OG0001196	Prbl.g_02138	Syar.g_00453
OG0001197	Prbl.g_02136	Syar.g_00455
OG0001198	Prbl.g_02124	Syar.g_00467
OG0001199	Prbl.g_00602	Syar.g_03045
OG0001200	Prbl.g_00600	Syar.g_03047
OG0001201	Prbl.g_00551	Syar.g_03120
OG0001202	Prbl.g_00095	Syar.g_00991
OG0001203	Prbl.g_00197	Syar.g_03021
OG0001204	Prbl.g_02667	Syar.g_00154
OG0001205	Prbl.g_00642	Syar.g_02869
OG0001207	Prbl.g_00503	Syar.g_01462
OG0001208	Prbl.g_00513	Syar.g_01471
OG0001211	Prbl.g_01884	Syar.g_02323
OG0001212	Prbl.g_01765	Syar.g_02027
OG0001213	Prbl.g_01631	Syar.g_02239
OG0001214	Prbl.g_01641	Syar.g_02420
OG0001215	Prbl.g_01858	Syar.g_00965
OG0001216	Prbl.g_02564	Syar.g_01909
OG0001217	Prbl.g_01904	Syar.g_02852
OG0001218	Prbl.g_00716	Syar.g_01388
OG0001219	Prbl.g_02435	Syar.g_02585
OG0001222	Prbl.g_02210	Syar.g_02552
OG0001223	Prbl.g_02503	Syar.g_02505
OG0001224	Prbl.g_00931	Syar.g_01361
OG0001225	Prbl.g_00929	Syar.g_01929
OG0001226	Prbl.g_01704	Syar.g_03054
OG0001227	Prbl.g_00472	Syar.g_02213
OG0001230	Prbl.g_00252	Syar.g_02816
OG0001231	Prbl.g_01957	Syar.g_00485
OG0001232	Prbl.g_00366	Syar.g_02968
OG0001233	Prbl.g_00343	Syar.g_02988
OG0001235	Prbl.g_00948	Syar.g_01019
OG0001236	Prbl.g_00852	Syar.g_00657
OG0001237	Prbl.g_00845	Syar.g_00652
OG0001238	Prbl.g_02225	Syar.g_00351
OG0001239	Prbl.g_00605	Syar.g_03043
OG0001240	Prbl.g_00568	Syar.g_03101
OG0001241	Prbl.g_00558	Syar.g_03149, Syar.g_03112
OG0001242	Prbl.g_01322	Syar.g_00043
OG0001243	Prbl.g_00828	Syar.g_00051
OG0001245	Prbl.g_01693	Syar.g_00999
OG0001246	Prbl.g_00803	Syar.g_01910
OG0001247	Prbl.g_02295	Syar.g_02024
OG0001248	Prbl.g_01869	Syar.g_02059
OG0001249	Prbl.g_01195	Syar.g_01113
OG0001250	Prbl.g_01546	Syar.g_01819, Syar.g_03240
OG0001252	Prbl.g_00936	Syar.g_01372
OG0001253	Prbl.g_01686	Syar.g_02015
OG0001254	Prbl.g_02203	Syar.g_02233
OG0001255	Prbl.g_00036	Syar.g_01746
OG0001258	Prbl.g_00400	Syar.g_02925
OG0001259	Prbl.g_00345	Syar.g_02986
OG0001260	Prbl.g_00315	Syar.g_03007
OG0001262	Prbl.g_01999	Syar.g_00527
OG0001263	Prbl.g_00826	Syar.g_00054
OG0001265	Prbl.g_01324	Syar.g_00041
OG0001266	Prbl.g_00099	Syar.g_00987
OG0001267	Prbl.g_01453	Syar.g_00225
OG0001268	Prbl.g_01207	Syar.g_01124
OG0001269	Prbl.g_01564	Syar.g_00688
OG0001270	Prbl.g_00654	Syar.g_01175
OG0001271	Prbl.g_01343	Syar.g_01270
OG0001272	Prbl.g_00517	Syar.g_01475
OG0001273	Prbl.g_01634	Syar.g_02413
OG0001274	Prbl.g_01263	Syar.g_00929
OG0001275	Prbl.g_02518	Syar.g_02490
OG0001276	Prbl.g_02535	Syar.g_01797
OG0001277	Prbl.g_02152	Syar.g_02250
OG0001278	Prbl.g_02592	Syar.g_01720
OG0001279	Prbl.g_00156	Syar.g_02841
OG0001280	Prbl.g_01719	Syar.g_03317
OG0001281	Prbl.g_01728	Syar.g_02783
OG0001283	Prbl.g_02143	Syar.g_00447
OG0001285	Prbl.g_00362	Syar.g_02972
OG0001286	Prbl.g_01132	Syar.g_01077
OG0001288	Prbl.g_02059	Syar.g_00591
OG0001290	Prbl.g_00559	Syar.g_03111
OG0001291	Prbl.g_00816	Syar.g_00064
OG0001292	Prbl.g_01512	Syar.g_00160
OG0001293	Prbl.g_01489	Syar.g_00198
OG0001294	Prbl.g_01393	Syar.g_01687
OG0001295	Prbl.g_00748	Syar.g_00693
OG0001297	Prbl.g_00793	Syar.g_01510
OG0001298	Prbl.g_01791	Syar.g_02210
OG0001303	Prbl.g_02437	Syar.g_02583
OG0001307	Prbl.g_00723	Syar.g_02591
OG0001308	Prbl.g_00224	Syar.g_02798
OG0001309	Prbl.g_00787	Syar.g_00360
OG0001310	Prbl.g_00377	Syar.g_02951
OG0001311	Prbl.g_02537	Syar.g_01795
OG0001312	Prbl.g_02448	Syar.g_02569
OG0001313	Prbl.g_01354	Syar.g_01264
OG0001319	Prbl.g_01463	Syar.g_00215
OG0001326	Prbl.g_02168	Syar.g_00632
OG0001329	Prbl.g_01079	Syar.g_02337
OG0001331	Prbl.g_00497	Syar.g_01455
OG0001334	Prbl.g_01179	Syar.g_03166
OG0001336	Prbl.g_02142	Syar.g_00448
OG0001337	Prbl.g_01189	Syar.g_01112
OG0001339	Prbl.g_00556	Syar.g_03114
OG0001347	Prbl.g_02051	Syar.g_00565
OG0001347	Prbl.g_01002	Syar.g_02401
OG0001348	Prbl.g_01243	Syar.g_02259
OG0001351	Prbl.g_00624	Syar.g_01420
OG0001353	Prbl.g_01537	Syar.g_01809
OG0001354	Prbl.g_02494	Syar.g_02520
OG0001355	Prbl.g_02379	Syar.g_01912
OG0001358	Prbl.g_01615	Syar.g_02262
OG0001360	Prbl.g_01104	Syar.g_01961
OG0001361	Prbl.g_00182	Syar.g_01955
OG0001365	Prbl.g_02234	Syar.g_00335
OG0001366	Prbl.g_00368	Syar.g_02962
OG0001370	Prbl.g_02288	Syar.g_00013
OG0001371	Prbl.g_01915	Syar.g_03059
OG0001373	Prbl.g_02169	Syar.g_00631
OG0001374	Prbl.g_02161	Syar.g_00642
OG0001376	Prbl.g_02216	Syar.g_03203, Syar.g_02600
OG0001377	Prbl.g_02217	Syar.g_02599, Syar.g_03202
OG0001378	Prbl.g_00661	Syar.g_01174
OG0001379	Prbl.g_01714	Syar.g_02772
OG0001382	Prbl.g_02571	Syar.g_02834, Syar.g_03204
OG0001383	Prbl.g_00191	Syar.g_01880
OG0001383	Prbl.g_00190	Syar.g_03016
OG0001385	Prbl.g_02172	Syar.g_00628
OG0001386	Prbl.g_02171	Syar.g_00629
OG0001387	Prbl.g_02170	Syar.g_00630
OG0001388	Prbl.g_02167	Syar.g_00635
OG0001389	Prbl.g_02166	Syar.g_00636
OG0001390	Prbl.g_02165	Syar.g_00637
OG0001391	Prbl.g_02164	Syar.g_00638
OG0001392	Prbl.g_02163	Syar.g_00640
OG0001393	Prbl.g_02162	Syar.g_00641
OG0001394	Prbl.g_02366	Syar.g_02608
OG0001395	Prbl.g_02548	Syar.g_01561
OG0001396	Prbl.g_02050	Syar.g_00566
OG0001401	Prbl.g_01541	Syar.g_01813
OG0001402	Prbl.g_01620	Syar.g_02252
OG0001403	Prbl.g_01976	Syar.g_00504
OG0001406	Prbl.g_02215	Syar.g_02601
OG0001412	Prbl.g_02052	Syar.g_00564
OG0001415	Prbl.g_01770	Syar.g_01553
OG0001416	Prbl.g_01725	Syar.g_00433
OG0001418	Prbl.g_01046	Syar.g_01546
OG0001434	Prbl.g_02362	Syar.g_02613
OG0001435	Prbl.g_02411	Syar.g_01621
OG0001436	Prbl.g_00872	Syar.g_03234
OG0001437	Prbl.g_01769	Syar.g_01554
OG0001438	Prbl.g_01438	Syar.g_00240
OG0001441	Prbl.g_00782	Syar.g_02691
OG0001442	Prbl.g_02358	Syar.g_02622
OG0001443	Prbl.g_00408	Syar.g_00378
OG0001444	Prbl.g_00574	Syar.g_03096
OG0001444	Prbl.g_01234	Syar.g_03093
OG0001449	Prbl.g_01940	Syar.g_01897
OG0001450	Prbl.g_01847	Syar.g_00880
OG0001461	Prbl.g_00620	Syar.g_02478
OG0001462	Prbl.g_01983	Syar.g_00511
OG0001470	Prbl.g_02028	Syar.g_02358, Syar.g_02369
OG0001475	Prbl.g_02030	Syar.g_02370
OG0001476	Prbl.g_02095	Syar.g_01647, Syar.g_02077, Syar.g_02128
OG0001477	Prbl.g_00017	Syar.g_02277
OG0001479	Prbl.g_01205	Syar.g_01122
OG0001487	Prbl.g_00715, Prbl.g_00714, Prbl.g_00713	Syar.g_01389
OG0001488	Prbl.g_02106	Syar.g_03222, Syar.g_01948
OG0001489	Prbl.g_01143	Syar.g_01087
OG0001495	Prbl.g_00950	Syar.g_01022
OG0001496	Prbl.g_00013	Syar.g_02279
OG0001497	Prbl.g_00016	Syar.g_02278
OG0001498	Prbl.g_02675	Syar.g_03286
OG0001508	Prbl.g_02027	Syar.g_02372
OG0001509	Prbl.g_02048, Prbl.g_01299	Syar.g_00570
OG0001510	Prbl.g_02635	Syar.g_00601
OG0001511	Prbl.g_00544	Syar.g_03129
OG0001512	Prbl.g_00195	Syar.g_03020
OG0001514	Prbl.g_00012	Syar.g_02280
OG0001515	Prbl.g_01865	Syar.g_03266, Syar.g_02594
OG0001516	Prbl.g_01402	Syar.g_01918
OG0001517	Prbl.g_01202	Syar.g_01119
OG0001518	Prbl.g_02223	Syar.g_00353
OG0001519	Prbl.g_02212	Syar.g_00380, Syar.g_00002
OG0001525	Prbl.g_01807	Syar.g_01315
OG0001527	Prbl.g_01898	Syar.g_02309
OG0001528	Prbl.g_02024	Syar.g_02371
OG0001529	Prbl.g_01989	Syar.g_00518
OG0001530	Prbl.g_00546	Syar.g_03127
OG0001531	Prbl.g_00194	Syar.g_03019
OG0001532	Prbl.g_01117	Syar.g_01978
OG0001533	Prbl.g_01699, Prbl.g_00662	Syar.g_01173
OG0001534	Prbl.g_02545	Syar.g_01558
OG0001535	Prbl.g_02533	Syar.g_01799
OG0001536	Prbl.g_02474	Syar.g_02544
OG0001537	Prbl.g_02374	Syar.g_02602
OG0001538	Prbl.g_02330	Syar.g_02644
OG0001539	Prbl.g_01587	Syar.g_01626
OG0001540	Prbl.g_00824	Syar.g_00056
OG0001541	Prbl.g_00267	Syar.g_00117
OG0001542	Prbl.g_00073	Syar.g_00128
OG0001543	Prbl.g_01241	Syar.g_00949
OG0001544	Prbl.g_02213	Syar.g_00379, Syar.g_00001
OG0001545	Prbl.g_02153	Syar.g_00865
OG0001555	Prbl.g_01949	Syar.g_01689
OG0001558	Prbl.g_01960	Syar.g_00488
OG0001559	Prbl.g_00547	Syar.g_03126
OG0001560	Prbl.g_00560	Syar.g_03110
OG0001561	Prbl.g_02539	Syar.g_01792
OG0001562	Prbl.g_02525	Syar.g_02484
OG0001563	Prbl.g_00999	Syar.g_01072
OG0001565	Prbl.g_02291	Syar.g_03069
OG0001574	Prbl.g_01896	Syar.g_02311
OG0001575	Prbl.g_01901	Syar.g_02306
OG0001576	Prbl.g_01737	Syar.g_02794
OG0001577	Prbl.g_02080	Syar.g_01534
OG0001580	Prbl.g_02250	Syar.g_00895
OG0001590	Prbl.g_01565	Syar.g_02412
OG0001591	Prbl.g_01591	Syar.g_01685
OG0001592	Prbl.g_02249	Syar.g_03309, Syar.g_00310
OG0001614	Prbl.g_01293	Syar.g_00617
OG0001615	Prbl.g_02646	Syar.g_03185, Syar.g_02334
OG0001616	Prbl.g_01380	Syar.g_01964
OG0001617	Prbl.g_00728	Syar.g_01972
OG0001618	Prbl.g_02557	Syar.g_01298, Syar.g_01196, Syar.g_01571
OG0001619	Prbl.g_02464	Syar.g_02556
OG0001620	Prbl.g_01215	Syar.g_01131
OG0001621	Prbl.g_01500	Syar.g_00169
OG0001622	Prbl.g_02144	Syar.g_00446
OG0001627	Prbl.g_00458	Syar.g_01215
OG0001634	Prbl.g_01396	Syar.g_01691
OG0001636	Prbl.g_01982	Syar.g_00510
OG0001637	Prbl.g_00325	Syar.g_00971, Syar.g_02007
OG0001638	Prbl.g_00379	Syar.g_03132, Syar.g_02949
OG0001639	Prbl.g_00455	Syar.g_01212
OG0001640	Prbl.g_00940	Syar.g_01377
OG0001641	Prbl.g_02507	Syar.g_02500
OG0001642	Prbl.g_01563	Syar.g_01387
OG0001643	Prbl.g_01644	Syar.g_02423
OG0001652	Prbl.g_01958	Syar.g_00486
OG0001653	Prbl.g_00571	Syar.g_03099
OG0001654	Prbl.g_00457	Syar.g_01214
OG0001657	Prbl.g_00292	Syar.g_00089
OG0001658	Prbl.g_02240	Syar.g_00329
OG0001661	Prbl.g_01077, Prbl.g_01071	Syar.g_00911
OG0001671	Prbl.g_01248	Syar.g_00943, Syar.g_03173
OG0001672	Prbl.g_00594	Syar.g_03053
OG0001673	Prbl.g_01921	Syar.g_03028
OG0001674	Prbl.g_00320	Syar.g_02089, Syar.g_00300, Syar.g_00299
OG0001675	Prbl.g_02522, Prbl.g_02524	Syar.g_02486
OG0001677	Prbl.g_01176	Syar.g_01097
OG0001692	Prbl.g_00247	Syar.g_02812
OG0001694	Prbl.g_01451	Syar.g_00227
OG0001695	Prbl.g_02158	Syar.g_00864
OG0001702	Prbl.g_00581	Syar.g_03087
OG0001703	Prbl.g_00504	Syar.g_01463
OG0001712	Prbl.g_02283	Syar.g_01846
OG0001714	Prbl.g_02038	Syar.g_00576
OG0001715	Prbl.g_01675	Syar.g_00804
OG0001716	Prbl.g_01559	Syar.g_01642, Syar.g_00805
OG0001726	Prbl.g_02425	Syar.g_01863
OG0001729	Prbl.g_00189	Syar.g_03015
OG0001730	Prbl.g_02624	Syar.g_00837, Syar.g_00806
OG0001731	Prbl.g_00442	Syar.g_02884
OG0001732	Prbl.g_01373	Syar.g_00464, Syar.g_01702
OG0001734	Prbl.g_01561	Syar.g_00188
OG0001735	Prbl.g_01410	Syar.g_02469
OG0001737	Prbl.g_01433	Syar.g_00855
OG0001738	Prbl.g_00899	Syar.g_00717
OG0001748	Prbl.g_01250	Syar.g_00941
OG0001749	Prbl.g_00882	Syar.g_00264
OG0001750	Prbl.g_00573	Syar.g_03097, Syar.g_01648
OG0001751	Prbl.g_01920	Syar.g_03029
OG0001752	Prbl.g_02621	Syar.g_03214, Syar.g_03009
OG0001753	Prbl.g_00319	Syar.g_00919, Syar.g_01879
OG0001754	Prbl.g_00322	Syar.g_00973
OG0001755	Prbl.g_00788	Syar.g_01515
OG0001761	Prbl.g_01826	Syar.g_01703, Syar.g_00182
OG0001762	Prbl.g_02515	Syar.g_02493
OG0001763	Prbl.g_02502	Syar.g_02506
OG0001764	Prbl.g_02428	Syar.g_01870
OG0001766	Prbl.g_01423	Syar.g_00902
OG0001767	Prbl.g_00874	Syar.g_02733
OG0001768	Prbl.g_00080	Syar.g_02918
OG0001783	Prbl.g_01288	Syar.g_00611
OG0001784	Prbl.g_00578	Syar.g_03090
OG0001786	Prbl.g_00426	Syar.g_02903
OG0001787	Prbl.g_00767	Syar.g_03272, Syar.g_01927
OG0001788	Prbl.g_00764	Syar.g_02351
OG0001789	Prbl.g_01721	Syar.g_02776
OG0001790	Prbl.g_02073	Syar.g_01528, Syar.g_03295
OG0001792	Prbl.g_02581	Syar.g_01708
OG0001794	Prbl.g_02604	Syar.g_03304
OG0001796	Prbl.g_02527	Syar.g_01808
OG0001797	Prbl.g_02457	Syar.g_00681
OG0001798	Prbl.g_01622	Syar.g_02248
OG0001799	Prbl.g_01661	Syar.g_02434
OG0001800	Prbl.g_00159	Syar.g_02840
OG0001801	Prbl.g_00256	Syar.g_02821
OG0001803	Prbl.g_00646	Syar.g_02873
OG0001804	Prbl.g_02676	Syar.g_01164
OG0001805	Prbl.g_01507	Syar.g_00927
OG0001806	Prbl.g_01462	Syar.g_00216
OG0001808	Prbl.g_00860	Syar.g_00286, Syar.g_03226
OG0001809	Prbl.g_00813	Syar.g_02274
OG0001810	Prbl.g_00811	Syar.g_00071
OG0001811	Prbl.g_00070	Syar.g_00125, Syar.g_02050
OG0001812	Prbl.g_02248	Syar.g_03308, Syar.g_00311
OG0001813	Prbl.g_02193	Syar.g_00696
OG0001814	Prbl.g_02135	Syar.g_00456
OG0001815	Prbl.g_02126	Syar.g_00465
OG0001837	Prbl.g_01249	Syar.g_00942
OG0001838	Prbl.g_02113	Syar.g_00478
OG0001839	Prbl.g_01978	Syar.g_00506
OG0001840	Prbl.g_01995	Syar.g_00524
OG0001841	Prbl.g_02003	Syar.g_00531
OG0001842	Prbl.g_01232	Syar.g_02270
OG0001843	Prbl.g_01294	Syar.g_00618
OG0001844	Prbl.g_01295	Syar.g_00619
OG0001845	Prbl.g_01301	Syar.g_00621
OG0001846	Prbl.g_01321	Syar.g_00044
OG0001847	Prbl.g_01323	Syar.g_00042
OG0001848	Prbl.g_01327	Syar.g_00037
OG0001849	Prbl.g_00586	Syar.g_03079
OG0001850	Prbl.g_00593	Syar.g_03055
OG0001851	Prbl.g_00598	Syar.g_03049
OG0001852	Prbl.g_00599	Syar.g_03048
OG0001853	Prbl.g_00606	Syar.g_03042
OG0001854	Prbl.g_01924	Syar.g_03023
OG0001855	Prbl.g_00236	Syar.g_00846
OG0001856	Prbl.g_00421	Syar.g_02907
OG0001857	Prbl.g_00424	Syar.g_02904
OG0001858	Prbl.g_00445	Syar.g_02339
OG0001859	Prbl.g_00493	Syar.g_01451
OG0001860	Prbl.g_00505	Syar.g_01465
OG0001861	Prbl.g_00518	Syar.g_01476
OG0001862	Prbl.g_00530	Syar.g_01488
OG0001863	Prbl.g_00535	Syar.g_01495
OG0001864	Prbl.g_00753	Syar.g_02227
OG0001865	Prbl.g_01778	Syar.g_02198
OG0001866	Prbl.g_01753	Syar.g_02174
OG0001867	Prbl.g_01743	Syar.g_02172
OG0001868	Prbl.g_01724	Syar.g_02780
OG0001869	Prbl.g_02079	Syar.g_01533
OG0001870	Prbl.g_02087	Syar.g_01543
OG0001871	Prbl.g_02092	Syar.g_01552
OG0001872	Prbl.g_02588	Syar.g_01715
OG0001873	Prbl.g_01381	Syar.g_01965
OG0001874	Prbl.g_01105	Syar.g_01962
OG0001877	Prbl.g_01866	Syar.g_02593
OG0001878	Prbl.g_02519	Syar.g_02489
OG0001879	Prbl.g_02511	Syar.g_02495
OG0001880	Prbl.g_02481	Syar.g_03302, Syar.g_02535
OG0001881	Prbl.g_02480	Syar.g_03301, Syar.g_02536
OG0001882	Prbl.g_02460	Syar.g_00678, Syar.g_03147
OG0001883	Prbl.g_02455	Syar.g_02561
OG0001884	Prbl.g_02446	Syar.g_02571
OG0001885	Prbl.g_02433	Syar.g_02587
OG0001886	Prbl.g_02429	Syar.g_01871
OG0001887	Prbl.g_02391	Syar.g_01971
OG0001888	Prbl.g_02349	Syar.g_02614
OG0001889	Prbl.g_02321	Syar.g_02654
OG0001890	Prbl.g_01553	Syar.g_01831
OG0001891	Prbl.g_01557	Syar.g_01839
OG0001892	Prbl.g_01570	Syar.g_03139, Syar.g_02837
OG0001893	Prbl.g_01623	Syar.g_02247
OG0001894	Prbl.g_01638	Syar.g_02417
OG0001895	Prbl.g_00162	Syar.g_02824
OG0001896	Prbl.g_00664	Syar.g_01171
OG0001897	Prbl.g_01209	Syar.g_01128
OG0001898	Prbl.g_01193	Syar.g_01110
OG0001899	Prbl.g_00989	Syar.g_01062
OG0001900	Prbl.g_01488	Syar.g_00200
OG0001901	Prbl.g_01487	Syar.g_00201
OG0001902	Prbl.g_01446	Syar.g_00232
OG0001903	Prbl.g_01437	Syar.g_00241
OG0001904	Prbl.g_00868	Syar.g_00282
OG0001905	Prbl.g_00858	Syar.g_00288
OG0001906	Prbl.g_00823	Syar.g_00057
OG0001907	Prbl.g_00311	Syar.g_00072
OG0001908	Prbl.g_00266	Syar.g_00119
OG0001909	Prbl.g_00078	Syar.g_01010
OG0001910	Prbl.g_01254	Syar.g_00937
OG0001912	Prbl.g_02229	Syar.g_00345
OG0001913	Prbl.g_02227	Syar.g_00347
OG0001914	Prbl.g_02199	Syar.g_02237
OG0001929	Prbl.g_02010	Syar.g_00538
OG0001930	Prbl.g_01231	Syar.g_02271
OG0001931	Prbl.g_01230	Syar.g_02272
OG0001932	Prbl.g_01292	Syar.g_00616
OG0001933	Prbl.g_00549	Syar.g_03122
OG0001934	Prbl.g_00564	Syar.g_03106
OG0001935	Prbl.g_00601	Syar.g_03046
OG0001936	Prbl.g_01944	Syar.g_02054
OG0001937	Prbl.g_00434	Syar.g_02892
OG0001938	Prbl.g_00507	Syar.g_01467
OG0001939	Prbl.g_02648	Syar.g_00339
OG0001940	Prbl.g_01792	Syar.g_02211
OG0001941	Prbl.g_01729	Syar.g_02784
OG0001943	Prbl.g_02098	Syar.g_01382
OG0001944	Prbl.g_01070	Syar.g_02836
OG0001946	Prbl.g_01871	Syar.g_02597
OG0001947	Prbl.g_00942	Syar.g_01379
OG0001948	Prbl.g_02504	Syar.g_02504
OG0001949	Prbl.g_02490	Syar.g_02524
OG0001950	Prbl.g_02488	Syar.g_02526
OG0001951	Prbl.g_02479	Syar.g_02537
OG0001952	Prbl.g_02459	Syar.g_00679
OG0001953	Prbl.g_02458	Syar.g_00680
OG0001955	Prbl.g_01560	Syar.g_00733
OG0001957	Prbl.g_01628	Syar.g_02242
OG0001958	Prbl.g_01407	Syar.g_02471
OG0001960	Prbl.g_00721	Syar.g_01278
OG0001961	Prbl.g_01345	Syar.g_01268
OG0001964	Prbl.g_01052	Syar.g_00131
OG0001966	Prbl.g_01493	Syar.g_00194
OG0001967	Prbl.g_01491	Syar.g_00196
OG0001968	Prbl.g_01490	Syar.g_00197
OG0001969	Prbl.g_01418	Syar.g_00827
OG0001970	Prbl.g_00821	Syar.g_00059
OG0001971	Prbl.g_00076	Syar.g_01012
OG0001972	Prbl.g_01267	Syar.g_00916
OG0001973	Prbl.g_02268	Syar.g_00908
OG0001974	Prbl.g_02242	Syar.g_00325
OG0001975	Prbl.g_02200	Syar.g_02236
OG0001976	Prbl.g_02198	Syar.g_02238
OG0001977	Prbl.g_02187	Syar.g_00703
OG0001995	Prbl.g_00757	Syar.g_02034
OG0001996	Prbl.g_01974	Syar.g_00502
OG0001997	Prbl.g_00575	Syar.g_03095
OG0001998	Prbl.g_00328	Syar.g_03218, Syar.g_00016, Syar.g_01735
OG0001999	Prbl.g_00351	Syar.g_02142, Syar.g_02981
OG0002002	Prbl.g_02587	Syar.g_01714
OG0002003	Prbl.g_01861	Syar.g_02127
OG0002004	Prbl.g_01848	Syar.g_00361
OG0002006	Prbl.g_00943	Syar.g_01380
OG0002007	Prbl.g_00944	Syar.g_01994, Syar.g_01381
OG0002008	Prbl.g_02517	Syar.g_02491
OG0002009	Prbl.g_02371	Syar.g_02604
OG0002010	Prbl.g_00697	Syar.g_01406
OG0002011	Prbl.g_00683	Syar.g_00966
OG0002013	Prbl.g_00895	Syar.g_03062
OG0002015	Prbl.g_00879	Syar.g_00280
OG0002016	Prbl.g_01247	Syar.g_00944
OG0002017	Prbl.g_02184	Syar.g_00706
OG0002038	Prbl.g_02094	Syar.g_02839
OG0002039	Prbl.g_02107	Syar.g_03221
OG0002040	Prbl.g_00177	Syar.g_02140
OG0002041	Prbl.g_02500	Syar.g_02508
OG0002042	Prbl.g_02484	Syar.g_02530
OG0002043	Prbl.g_02439	Syar.g_02580
OG0002045	Prbl.g_01347	Syar.g_01265
OG0002046	Prbl.g_01350	Syar.g_01258
OG0002047	Prbl.g_02672	Syar.g_01160
OG0002048	Prbl.g_01173	Syar.g_01092
