Orthogroup	Syac	Prbb
OG0001117	Syac.g_01205	Prbb.g_01004
OG0001118	Syac.g_01206	Prbb.g_01005
OG0001119	Syac.g_01208	Prbb.g_01006
OG0001120	Syac.g_01213	Prbb.g_01007
OG0001121	Syac.g_01949, Syac.g_01170	Prbb.g_01627
OG0001122	Syac.g_01238	Prbb.g_01038
OG0001123	Syac.g_01245	Prbb.g_01043
OG0001124	Syac.g_01247	Prbb.g_01045
OG0001125	Syac.g_01249	Prbb.g_01047
OG0001126	Syac.g_00870	Prbb.g_01058
OG0001127	Syac.g_00871	Prbb.g_01059
OG0001128	Syac.g_00875	Prbb.g_01062
OG0001129	Syac.g_00877	Prbb.g_01063
OG0001130	Syac.g_00878	Prbb.g_01064
OG0001131	Syac.g_01382	Prbb.g_00897
OG0001132	Syac.g_01062	Prbb.g_01108
OG0001133	Syac.g_00958	Prbb.g_01085
OG0001134	Syac.g_01466	Prbb.g_01887
OG0001135	Syac.g_01464	Prbb.g_01890
OG0001136	Syac.g_00767	Prbb.g_01520
OG0001137	Syac.g_00786	Prbb.g_01507
OG0001138	Syac.g_01486	Prbb.g_01486
OG0001139	Syac.g_01488	Prbb.g_01484
OG0001140	Syac.g_01489	Prbb.g_01483
OG0001141	Syac.g_01490	Prbb.g_01482
OG0001142	Syac.g_01491	Prbb.g_01481
OG0001143	Syac.g_01499	Prbb.g_01474
OG0001144	Syac.g_01508	Prbb.g_01469
OG0001145	Syac.g_00740	Prbb.g_01578
OG0001146	Syac.g_00722	Prbb.g_01590
OG0001147	Syac.g_01689	Prbb.g_01612
OG0001148	Syac.g_01918	Prbb.g_01641
OG0001149	Syac.g_01919	Prbb.g_01642
OG0001150	Syac.g_01920	Prbb.g_01643
OG0001151	Syac.g_01932	Prbb.g_01654
OG0001152	Syac.g_01933	Prbb.g_01655
OG0001153	Syac.g_01670	Prbb.g_01716
OG0001154	Syac.g_01671	Prbb.g_01717
OG0001155	Syac.g_00621	Prbb.g_01733
OG0001156	Syac.g_00618	Prbb.g_01736
OG0001157	Syac.g_00617	Prbb.g_01737
OG0001158	Syac.g_00616	Prbb.g_01738
OG0001159	Syac.g_00615	Prbb.g_01739
OG0001160	Syac.g_00570	Prbb.g_01765
OG0001161	Syac.g_02385	Prbb.g_01555
OG0001162	Syac.g_01307	Prbb.g_01778
OG0001163	Syac.g_00562	Prbb.g_01815
OG0001164	Syac.g_00556	Prbb.g_01819
OG0001165	Syac.g_00551	Prbb.g_01822
OG0001166	Syac.g_00520	Prbb.g_01840
OG0001167	Syac.g_00667	Prbb.g_01858
OG0001168	Syac.g_00665	Prbb.g_01859
OG0001169	Syac.g_00663	Prbb.g_01861
OG0001170	Syac.g_00661	Prbb.g_01863
OG0001171	Syac.g_00650	Prbb.g_01873
OG0001172	Syac.g_02187	Prbb.g_01926
OG0001173	Syac.g_02186	Prbb.g_01927
OG0001174	Syac.g_02178	Prbb.g_01935
OG0001175	Syac.g_02177	Prbb.g_01936
OG0001176	Syac.g_02141	Prbb.g_01947
OG0001177	Syac.g_02143	Prbb.g_01945
OG0001178	Syac.g_00539	Prbb.g_01279
OG0001179	Syac.g_02112	Prbb.g_01984
OG0001180	Syac.g_02087	Prbb.g_02007
OG0001181	Syac.g_02083	Prbb.g_02011
OG0001182	Syac.g_02074	Prbb.g_02019
OG0001183	Syac.g_02070	Prbb.g_02025
OG0001184	Syac.g_00186	Prbb.g_02041
OG0001185	Syac.g_00162	Prbb.g_02056
OG0001186	Syac.g_00082	Prbb.g_02097
OG0001187	Syac.g_00085	Prbb.g_02100
OG0001188	Syac.g_00076	Prbb.g_02102
OG0001189	Syac.g_00054	Prbb.g_02119
OG0001190	Syac.g_02353	Prbb.g_02124
OG0001191	Syac.g_02368	Prbb.g_02134
OG0001192	Syac.g_02374	Prbb.g_02139
OG0001193	Syac.g_02406	Prbb.g_02152
OG0001194	Syac.g_02408	Prbb.g_02153
OG0001195	Syac.g_02409	Prbb.g_02154
OG0001196	Syac.g_02477	Prbb.g_02175
OG0001197	Syac.g_02479	Prbb.g_02177
OG0001198	Syac.g_02491	Prbb.g_02186
OG0001199	Syac.g_00445	Prbb.g_00129
OG0001200	Syac.g_00443	Prbb.g_00131
OG0001201	Syac.g_00395	Prbb.g_00163
OG0001202	Syac.g_02285	Prbb.g_00256
OG0001203	Syac.g_01967	Prbb.g_00295
OG0001204	Syac.g_02200	Prbb.g_00301
OG0001205	Syac.g_00706	Prbb.g_00450
OG0001206	Syac.g_01715	Prbb.g_00469
OG0001207	Syac.g_01915	Prbb.g_00480
OG0001208	Syac.g_01902	Prbb.g_00487
OG0001209	Syac.g_01833	Prbb.g_00538
OG0001210	Syac.g_01826	Prbb.g_00543
OG0001211	Syac.g_01809	Prbb.g_00554
OG0001212	Syac.g_01751	Prbb.g_00596
OG0001213	Syac.g_00968	Prbb.g_00630
OG0001214	Syac.g_00981	Prbb.g_00638
OG0001215	Syac.g_00919	Prbb.g_00696
OG0001216	Syac.g_01285	Prbb.g_00715
OG0001217	Syac.g_01043	Prbb.g_00108
OG0001218	Syac.g_01679	Prbb.g_00754
OG0001220	Syac.g_00813	Prbb.g_00837
OG0001221	Syac.g_01379	Prbb.g_00944
OG0001223	Syac.g_01215	Prbb.g_01008
OG0001224	Syac.g_00880	Prbb.g_01066
OG0001225	Syac.g_00882	Prbb.g_01068
OG0001227	Syac.g_02387	Prbb.g_01090
OG0001228	Syac.g_00700	Prbb.g_01465
OG0001229	Syac.g_00906	Prbb.g_01201
OG0001230	Syac.g_01621	Prbb.g_01678
OG0001231	Syac.g_00017	Prbb.g_00758
OG0001232	Syac.g_00509	Prbb.g_01844
OG0001233	Syac.g_00660	Prbb.g_01864
OG0001234	Syac.g_02173	Prbb.g_01938
OG0001235	Syac.g_02147	Prbb.g_01942
OG0001236	Syac.g_00189	Prbb.g_02038
OG0001237	Syac.g_00184	Prbb.g_02042
OG0001238	Syac.g_02369	Prbb.g_02135
OG0001240	Syac.g_00411	Prbb.g_00148
OG0001241	Syac.g_00402	Prbb.g_00157
OG0001242	Syac.g_00370	Prbb.g_00176
OG0001243	Syac.g_00363	Prbb.g_00183
OG0001244	Syac.g_00333	Prbb.g_00199
OG0001245	Syac.g_01064	Prbb.g_01288
OG0001246	Syac.g_01876	Prbb.g_00508
OG0001247	Syac.g_01303	Prbb.g_00689
OG0001248	Syac.g_01306	Prbb.g_00691
OG0001249	Syac.g_02029	Prbb.g_00389
OG0001251	Syac.g_02415	Prbb.g_01913
OG0001252	Syac.g_00874	Prbb.g_01061
OG0001253	Syac.g_01063	Prbb.g_01783
OG0001254	Syac.g_01465	Prbb.g_01889
OG0001255	Syac.g_01957	Prbb.g_01534
OG0001256	Syac.g_00563	Prbb.g_01774
OG0001257	Syac.g_01686	Prbb.g_01779
OG0001258	Syac.g_00553	Prbb.g_01820
OG0001259	Syac.g_00662	Prbb.g_01862
OG0001260	Syac.g_00640	Prbb.g_01879
OG0001262	Syac.g_00056	Prbb.g_02117
OG0001263	Syac.g_00360	Prbb.g_00186
OG0001269	Syac.g_01960	Prbb.g_00836
OG0001273	Syac.g_00974	Prbb.g_00632
OG0001277	Syac.g_02463	Prbb.g_02163
OG0001279	Syac.g_01605	Prbb.g_01196
OG0001280	Syac.g_00731	Prbb.g_01585
OG0001281	Syac.g_00721	Prbb.g_01591
OG0001282	Syac.g_01917	Prbb.g_01640
OG0001283	Syac.g_02472	Prbb.g_02171
OG0001284	Syac.g_00586	Prbb.g_01759
OG0001285	Syac.g_01060	Prbb.g_01847
OG0001286	Syac.g_02089	Prbb.g_02005
OG0001287	Syac.g_00154	Prbb.g_02063
OG0001288	Syac.g_00141	Prbb.g_02074
OG0001289	Syac.g_00426	Prbb.g_00142
OG0001294	Syac.g_01411	Prbb.g_01553, Prbb.g_01628
OG0001295	Syac.g_01824	Prbb.g_01542
OG0001296	Syac.g_01870	Prbb.g_00513
OG0001297	Syac.g_01866	Prbb.g_00518
OG0001299	Syac.g_01417	Prbb.g_00669
OG0001300	Syac.g_00910	Prbb.g_00701
OG0001301	Syac.g_00897	Prbb.g_00703
OG0001302	Syac.g_01012	Prbb.g_00958
OG0001303	Syac.g_01137	Prbb.g_01388
OG0001304	Syac.g_01257	Prbb.g_01052
OG0001305	Syac.g_00890	Prbb.g_00888
OG0001306	Syac.g_00749	Prbb.g_01532
OG0001307	Syac.g_02156	Prbb.g_01609
OG0001309	Syac.g_01860	Prbb.g_00522
OG0001310	Syac.g_00528	Prbb.g_01834
OG0001311	Syac.g_01246	Prbb.g_01044
OG0001312	Syac.g_01147	Prbb.g_00969
OG0001315	Syac.g_02072	Prbb.g_02023
OG0001316	Syac.g_00342	Prbb.g_00197
OG0001317	Syac.g_01971	Prbb.g_00291
OG0001318	Syac.g_02218	Prbb.g_00312
OG0001321	Syac.g_00712	Prbb.g_00456
OG0001322	Syac.g_00713	Prbb.g_00457
OG0001324	Syac.g_00909	Prbb.g_00702
OG0001325	Syac.g_01281	Prbb.g_00718
OG0001326	Syac.g_02420	Prbb.g_01905
OG0001328	Syac.g_01385	Prbb.g_00940
OG0001329	Syac.g_01007	Prbb.g_01782
OG0001330	Syac.g_00738	Prbb.g_01579
OG0001332	Syac.g_00625	Prbb.g_01731
OG0001334	Syac.g_02061	Prbb.g_02028
OG0001335	Syac.g_02060	Prbb.g_02029
OG0001336	Syac.g_02473	Prbb.g_02172
OG0001337	Syac.g_02064, Syac.g_02040	Prbb.g_00383
OG0001339	Syac.g_00400	Prbb.g_00159
OG0001340	Syac.g_02039	Prbb.g_00384
OG0001341	Syac.g_00904	Prbb.g_00086
OG0001343	Syac.g_02413	Prbb.g_00912
OG0001344	Syac.g_00774	Prbb.g_01512
OG0001345	Syac.g_00803	Prbb.g_01496
OG0001346	Syac.g_00728	Prbb.g_01587
OG0001347	Syac.g_00228	Prbb.g_02088
OG0001348	Syac.g_00857	Prbb.g_01125
OG0001352	Syac.g_01842	Prbb.g_00685
OG0001354	Syac.g_01201	Prbb.g_01001
OG0001355	Syac.g_01823	Prbb.g_01781
OG0001357	Syac.g_01943	Prbb.g_01814
OG0001358	Syac.g_00952	Prbb.g_00621
OG0001359	Syac.g_02412	Prbb.g_00913
OG0001360	Syac.g_00805	Prbb.g_01494
OG0001362	Syac.g_01649	Prbb.g_01700
OG0001363	Syac.g_01651	Prbb.g_00465
OG0001370	Syac.g_01294, Syac.g_02438	Prbb.g_01235
OG0001372	Syac.g_01845	Prbb.g_00053
OG0001373	Syac.g_02419	Prbb.g_01904
OG0001374	Syac.g_02427	Prbb.g_01912
OG0001375	Syac.g_02414	Prbb.g_00911
OG0001376	Syac.g_02376	Prbb.g_00899
OG0001377	Syac.g_02375	Prbb.g_00900
OG0001378	Syac.g_00689	Prbb.g_00439
OG0001380	Syac.g_01589	Prbb.g_01541
OG0001381	Syac.g_02162	Prbb.g_01637
OG0001385	Syac.g_02416	Prbb.g_01901
OG0001386	Syac.g_02417	Prbb.g_01902
OG0001387	Syac.g_02418	Prbb.g_01903
OG0001388	Syac.g_02421	Prbb.g_01906
OG0001389	Syac.g_02422	Prbb.g_01907
OG0001390	Syac.g_02423	Prbb.g_01908
OG0001391	Syac.g_02424	Prbb.g_01909
OG0001392	Syac.g_02425	Prbb.g_01910
OG0001393	Syac.g_02426	Prbb.g_01911
OG0001394	Syac.g_01373	Prbb.g_00948
OG0001395	Syac.g_01262	Prbb.g_01055
OG0001396	Syac.g_00124, Syac.g_00229	Prbb.g_02089
OG0001398	Syac.g_01120	Prbb.g_00732
OG0001401	Syac.g_00844, Syac.g_00845	Prbb.g_00820
OG0001402	Syac.g_00957	Prbb.g_00625
OG0001403	Syac.g_00033	Prbb.g_00031
OG0001404	Syac.g_00451	Prbb.g_00123
OG0001405	Syac.g_02058	Prbb.g_00377
OG0001406	Syac.g_02377	Prbb.g_00898
OG0001407	Syac.g_01841	Prbb.g_00903
OG0001408	Syac.g_01530	Prbb.g_00097
OG0001410	Syac.g_02155	Prbb.g_01610
OG0001412	Syac.g_00122	Prbb.g_02086
OG0001413	Syac.g_01019	Prbb.g_00759
OG0001414	Syac.g_02161	Prbb.g_00285
OG0001417	Syac.g_01200	Prbb.g_01552
OG0001419	Syac.g_01840	Prbb.g_00750
OG0001420	Syac.g_01847	Prbb.g_01183
OG0001423	Syac.g_00457	Prbb.g_01665, Prbb.g_01664
OG0001425	Syac.g_02373	Prbb.g_02138
OG0001430	Syac.g_02345	Prbb.g_00901
OG0001432	Syac.g_01572	Prbb.g_01033
OG0001434	Syac.g_01368	Prbb.g_00953
OG0001435	Syac.g_01399	Prbb.g_00928
OG0001439	Syac.g_00250	Prbb.g_00358
OG0001442	Syac.g_01358	Prbb.g_01667
OG0001443	Syac.g_02382	Prbb.g_01896
OG0001446	Syac.g_01293	Prbb.g_00134
OG0001447	Syac.g_00362	Prbb.g_00184
OG0001456	Syac.g_02434	Prbb.g_01559
OG0001457	Syac.g_02435	Prbb.g_01558
OG0001458	Syac.g_02436	Prbb.g_01557
OG0001461	Syac.g_02168	Prbb.g_01437
OG0001468	Syac.g_01014	Prbb.g_00910
OG0001470	Syac.g_00683	Prbb.g_00853
OG0001471	Syac.g_00257	Prbb.g_01554
OG0001473	Syac.g_01010	Prbb.g_01623
OG0001474	Syac.g_02013	Prbb.g_00399
OG0001475	Syac.g_00681	Prbb.g_00855
OG0001476	Syac.g_00782	Prbb.g_01509
OG0001477	Syac.g_00900	Prbb.g_01415
OG0001480	Syac.g_00812	Prbb.g_01215
OG0001481	Syac.g_01260	Prbb.g_01077
OG0001482	Syac.g_01210	Prbb.g_01089
OG0001487	Syac.g_01678	Prbb.g_01724
OG0001488	Syac.g_00791	Prbb.g_01503
OG0001489	Syac.g_02078	Prbb.g_02016
OG0001494	Syac.g_00088	Prbb.g_00870
OG0001495	Syac.g_02144	Prbb.g_01944
OG0001496	Syac.g_00902	Prbb.g_01413
OG0001497	Syac.g_00901	Prbb.g_01414
OG0001498	Syac.g_01987	Prbb.g_00417
OG0001499	Syac.g_01441	Prbb.g_00110
OG0001505	Syac.g_00105	Prbb.g_00857
OG0001508	Syac.g_00684	Prbb.g_02096
OG0001509	Syac.g_00117, Syac.g_00114, Syac.g_00230	Prbb.g_02090
OG0001510	Syac.g_00150	Prbb.g_02067
OG0001511	Syac.g_00387	Prbb.g_00167
OG0001512	Syac.g_01966	Prbb.g_01801
OG0001513	Syac.g_00185	Prbb.g_00050
OG0001514	Syac.g_00903	Prbb.g_01412
OG0001515	Syac.g_00914	Prbb.g_00699
OG0001516	Syac.g_01420	Prbb.g_00666
OG0001517	Syac.g_02019	Prbb.g_00395
OG0001518	Syac.g_02371	Prbb.g_02137
OG0001519	Syac.g_02384	Prbb.g_02142
OG0001522	Syac.g_00849	Prbb.g_00816
OG0001528	Syac.g_00682	Prbb.g_00854
OG0001529	Syac.g_00047	Prbb.g_00056
OG0001530	Syac.g_00389	Prbb.g_00166
OG0001531	Syac.g_01965	Prbb.g_00296
OG0001532	Syac.g_01487	Prbb.g_01485
OG0001534	Syac.g_01258	Prbb.g_01053
OG0001535	Syac.g_01242	Prbb.g_01041
OG0001536	Syac.g_01177	Prbb.g_00987
OG0001537	Syac.g_01378	Prbb.g_00945
OG0001538	Syac.g_01336	Prbb.g_00788
OG0001539	Syac.g_01403	Prbb.g_00923
OG0001540	Syac.g_00358	Prbb.g_00188
OG0001541	Syac.g_02256	Prbb.g_00236
OG0001542	Syac.g_02265	Prbb.g_00242
OG0001543	Syac.g_02307	Prbb.g_00896
OG0001544	Syac.g_02383	Prbb.g_02141
OG0001545	Syac.g_02462	Prbb.g_02162
OG0001548	Syac.g_01030	Prbb.g_01105
OG0001551	Syac.g_00861	Prbb.g_01898
OG0001557	Syac.g_01372	Prbb.g_00949
OG0001559	Syac.g_00390	Prbb.g_00165
OG0001560	Syac.g_00403	Prbb.g_00155
OG0001561	Syac.g_01248	Prbb.g_01046
OG0001562	Syac.g_01234	Prbb.g_01035
OG0001563	Syac.g_02095	Prbb.g_02000
OG0001564	Syac.g_02430	Prbb.g_00863
OG0001570	Syac.g_01108	Prbb.g_01331
OG0001575	Syac.g_01791	Prbb.g_00569
OG0001576	Syac.g_01729	Prbb.g_01599
OG0001577	Syac.g_00765	Prbb.g_01522
OG0001578	Syac.g_01457, Syac.g_01028	Prbb.g_01408
OG0001579	Syac.g_02054, Syac.g_02049	Prbb.g_00381
OG0001586	Syac.g_00104, Syac.g_00498	Prbb.g_00872
OG0001589	Syac.g_00657	Prbb.g_01866
OG0001591	Syac.g_01409	Prbb.g_00676
OG0001623	Syac.g_02036	Prbb.g_00385
OG0001634	Syac.g_01414	Prbb.g_00672
OG0001644	Syac.g_01266	Prbb.g_00728
OG0001656	Syac.g_02050	Prbb.g_00380
OG0001659	Syac.g_01478	Prbb.g_01489
OG0001667	Syac.g_00472	Prbb.g_01206
OG0001673	Syac.g_01973	Prbb.g_00289
OG0001676	Syac.g_02051	Prbb.g_00382
OG0001691	Syac.g_00950	Prbb.g_01056
OG0001692	Syac.g_01626	Prbb.g_01682
OG0001694	Syac.g_02255	Prbb.g_00333
OG0001695	Syac.g_02457	Prbb.g_02158
OG0001703	Syac.g_01914	Prbb.g_00481
OG0001713	Syac.g_00783	Prbb.g_01131
OG0001715	Syac.g_01035	Prbb.g_01219
OG0001718	Syac.g_00465	Prbb.g_01140
OG0001738	Syac.g_00236	Prbb.g_00371
OG0001739	Syac.g_02455	Prbb.g_02157
OG0001740	Syac.g_02459	Prbb.g_02161
OG0001755	Syac.g_01861	Prbb.g_00856
OG0001758	Syac.g_01440	Prbb.g_01572
OG0001769	Syac.g_00998	Prbb.g_01441
OG0001810	Syac.g_00344	Prbb.g_00709
OG0001816	Syac.g_01405	Prbb.g_00920
OG0001835	Syac.g_01587	Prbb.g_01417
OG0001875	Syac.g_01439	Prbb.g_01573
OG0001876	Syac.g_01438	Prbb.g_01574
OG0001907	Syac.g_00338	Prbb.g_00198
OG0001915	Syac.g_02486	Prbb.g_02179
OG0001916	Syac.g_01887	Prbb.g_00500
OG0001917	Syac.g_01243	Prbb.g_01042
OG0001923	Syac.g_00128	Prbb.g_00114
OG0001954	Syac.g_01099	Prbb.g_01209
OG0001978	Syac.g_00121, Syac.g_00113, Syac.g_00109	Prbb.g_01808
OG0001979	Syac.g_00916	Prbb.g_00041
OG0001990	Syac.g_02460	Prbb.g_00074
OG0002018	Syac.g_02458	Prbb.g_02160
OG0002434	Syac.g_01800	Prbb.g_00563
OG0002937	Syac.g_01696	Prbb.g_01605
OG0003184	Syac.g_00384, Syac.g_01994	Prbb.g_00414
OG0003816	Syac.g_01680	Prbb.g_01952
