Orthogroup	Syac	Prax
OG0001171	Syac.g_00650	Prax.g_01507
OG0001172	Syac.g_02187	Prax.g_01265
OG0001173	Syac.g_02186	Prax.g_01266
OG0001174	Syac.g_02178	Prax.g_01274
OG0001175	Syac.g_02177	Prax.g_01275
OG0001176	Syac.g_02141	Prax.g_01282
OG0001177	Syac.g_02143	Prax.g_01285
OG0001178	Syac.g_00539	Prax.g_01290
OG0001179	Syac.g_02112	Prax.g_01322
OG0001180	Syac.g_02087	Prax.g_01344
OG0001181	Syac.g_02083	Prax.g_01348
OG0001182	Syac.g_02074	Prax.g_01355
OG0001183	Syac.g_02070	Prax.g_01359
OG0001184	Syac.g_00186	Prax.g_01375
OG0001185	Syac.g_00162	Prax.g_01389
OG0001186	Syac.g_00082	Prax.g_01412
OG0001187	Syac.g_00085	Prax.g_01416
OG0001188	Syac.g_00076	Prax.g_01419
OG0001189	Syac.g_00054	Prax.g_01436
OG0001190	Syac.g_02353	Prax.g_01440
OG0001191	Syac.g_02368	Prax.g_01450
OG0001192	Syac.g_02374	Prax.g_01454
OG0001193	Syac.g_02406	Prax.g_01464
OG0001194	Syac.g_02408	Prax.g_01465
OG0001195	Syac.g_02409	Prax.g_01466
OG0001196	Syac.g_02477	Prax.g_01479
OG0001197	Syac.g_02479	Prax.g_01480
OG0001198	Syac.g_02491	Prax.g_01487
OG0001199	Syac.g_00445	Prax.g_00645
OG0001200	Syac.g_00443	Prax.g_00647
OG0001201	Syac.g_00395	Prax.g_01111
OG0001202	Syac.g_02285	Prax.g_01019
OG0001203	Syac.g_01967	Prax.g_00980
OG0001204	Syac.g_02200	Prax.g_00932
OG0001205	Syac.g_00706	Prax.g_00755
OG0001206	Syac.g_01715	Prax.g_00739
OG0001207	Syac.g_01915	Prax.g_00725
OG0001208	Syac.g_01902	Prax.g_00720
OG0001209	Syac.g_01833	Prax.g_00666
OG0001210	Syac.g_01826	Prax.g_00001
OG0001211	Syac.g_01809	Prax.g_00011
OG0001212	Syac.g_01751	Prax.g_00055
OG0001213	Syac.g_00968	Prax.g_00088
OG0001214	Syac.g_00981	Prax.g_00096
OG0001215	Syac.g_00919	Prax.g_00952
OG0001216	Syac.g_01285	Prax.g_00483
OG0001217	Syac.g_01043	Prax.g_00428
OG0001218	Syac.g_01679	Prax.g_00420
OG0001220	Syac.g_00813	Prax.g_00321
OG0001221	Syac.g_01379	Prax.g_00572
OG0001223	Syac.g_01215	Prax.g_01147
OG0001224	Syac.g_00880	Prax.g_01200
OG0001225	Syac.g_00882	Prax.g_01202
OG0001226	Syac.g_01026	Prax.g_01229
OG0001227	Syac.g_02387	Prax.g_01248
OG0001228	Syac.g_00700	Prax.g_00245
OG0001229	Syac.g_00906	Prax.g_01865
OG0001230	Syac.g_01621	Prax.g_01741
OG0001231	Syac.g_00017	Prax.g_01631
OG0001232	Syac.g_00509	Prax.g_01536
OG0001233	Syac.g_00660	Prax.g_01516
OG0001234	Syac.g_02173	Prax.g_01277
OG0001235	Syac.g_02147	Prax.g_01287
OG0001236	Syac.g_00189	Prax.g_01372
OG0001237	Syac.g_00184	Prax.g_01376
OG0001238	Syac.g_02369	Prax.g_01451
OG0001240	Syac.g_00411	Prax.g_01125
OG0001241	Syac.g_00402	Prax.g_01117
OG0001242	Syac.g_00370	Prax.g_01099
OG0001243	Syac.g_00363	Prax.g_01093
OG0001244	Syac.g_00333	Prax.g_01077
OG0001245	Syac.g_01064	Prax.g_00794
OG0001246	Syac.g_01876	Prax.g_00697
OG0001247	Syac.g_01303	Prax.g_00959
OG0001248	Syac.g_01306	Prax.g_00957
OG0001249	Syac.g_02029	Prax.g_00395
OG0001250	Syac.g_00838	Prax.g_00332
OG0001251	Syac.g_02415	Prax.g_00547
OG0001252	Syac.g_00874	Prax.g_01195
OG0001253	Syac.g_01063	Prax.g_01249
OG0001254	Syac.g_01465	Prax.g_00163
OG0001255	Syac.g_01957	Prax.g_00184
OG0001256	Syac.g_00563	Prax.g_01638
OG0001257	Syac.g_01686	Prax.g_01632
OG0001258	Syac.g_00553	Prax.g_01562
OG0001259	Syac.g_00662	Prax.g_01518
OG0001260	Syac.g_00640	Prax.g_01501
OG0001262	Syac.g_00056	Prax.g_01434
OG0001263	Syac.g_00360	Prax.g_01090
OG0001265	Syac.g_00372	Prax.g_01100
OG0001266	Syac.g_02289	Prax.g_01015
OG0001267	Syac.g_02253	Prax.g_00895
OG0001268	Syac.g_02014	Prax.g_00834
OG0001269	Syac.g_01960	Prax.g_00814
OG0001270	Syac.g_00690	Prax.g_00766
OG0001271	Syac.g_01703	Prax.g_00730
OG0001272	Syac.g_01898	Prax.g_00716
OG0001273	Syac.g_00974	Prax.g_00090
OG0001274	Syac.g_02323	Prax.g_00939
OG0001275	Syac.g_01228	Prax.g_01157
OG0001276	Syac.g_01244	Prax.g_01179
OG0001277	Syac.g_02463	Prax.g_01237
OG0001278	Syac.g_01517	Prax.g_00250
OG0001279	Syac.g_01605	Prax.g_01957
OG0001280	Syac.g_00731	Prax.g_01900
OG0001281	Syac.g_00721	Prax.g_01894
OG0001282	Syac.g_01917	Prax.g_01862
OG0001283	Syac.g_02472	Prax.g_01843
OG0001284	Syac.g_00586	Prax.g_01658
OG0001285	Syac.g_01060	Prax.g_01533
OG0001286	Syac.g_02089	Prax.g_01342
OG0001287	Syac.g_00154	Prax.g_01396
OG0001288	Syac.g_00141	Prax.g_01405
OG0001289	Syac.g_00426	Prax.g_00658
OG0001291	Syac.g_00349	Prax.g_01083
OG0001292	Syac.g_02205	Prax.g_00927
OG0001293	Syac.g_02226	Prax.g_00914
OG0001294	Syac.g_01411	Prax.g_00796
OG0001295	Syac.g_01824	Prax.g_00734
OG0001296	Syac.g_01870	Prax.g_00692
OG0001297	Syac.g_01866	Prax.g_00687
OG0001298	Syac.g_01774	Prax.g_00037
OG0001299	Syac.g_01417	Prax.g_00976
OG0001300	Syac.g_00910	Prax.g_00949
OG0001301	Syac.g_00897	Prax.g_00946
OG0001302	Syac.g_01012	Prax.g_00386
OG0001303	Syac.g_01137	Prax.g_01161
OG0001304	Syac.g_01257	Prax.g_01189
OG0001305	Syac.g_00890	Prax.g_01208
OG0001306	Syac.g_00749	Prax.g_00186
OG0001307	Syac.g_02156	Prax.g_01880
OG0001309	Syac.g_01860	Prax.g_01634
OG0001310	Syac.g_00528	Prax.g_01547
OG0001311	Syac.g_01246	Prax.g_01181
OG0001312	Syac.g_01147	Prax.g_00601
OG0001315	Syac.g_02072	Prax.g_00633
OG0001316	Syac.g_00342	Prax.g_01078
OG0001317	Syac.g_01971	Prax.g_00984
OG0001318	Syac.g_02218	Prax.g_00919
OG0001319	Syac.g_02242	Prax.g_00903
OG0001321	Syac.g_00712	Prax.g_00749
OG0001322	Syac.g_00713	Prax.g_00748
OG0001323	Syac.g_01857	Prax.g_00682
OG0001324	Syac.g_00909	Prax.g_00948
OG0001325	Syac.g_01281	Prax.g_00480
OG0001326	Syac.g_02420	Prax.g_00535
OG0001328	Syac.g_01385	Prax.g_01247
OG0001329	Syac.g_01007	Prax.g_00154
OG0001330	Syac.g_00738	Prax.g_01929
OG0001332	Syac.g_00625	Prax.g_01685
OG0001333	Syac.g_00666	Prax.g_01522
OG0001334	Syac.g_02061	Prax.g_01362
OG0001335	Syac.g_02060	Prax.g_01363
OG0001336	Syac.g_02473	Prax.g_01476
OG0001339	Syac.g_00400	Prax.g_01115
OG0001340	Syac.g_02039	Prax.g_00845
OG0001341	Syac.g_00904	Prax.g_00430
OG0001343	Syac.g_02413	Prax.g_00544
OG0001344	Syac.g_00774	Prax.g_00204
OG0001345	Syac.g_00803	Prax.g_00219
OG0001346	Syac.g_00728	Prax.g_01898
OG0001348	Syac.g_00857	Prax.g_01611, Prax.g_01610
OG0001352	Syac.g_01842	Prax.g_00962
OG0001353	Syac.g_00850	Prax.g_00341
OG0001354	Syac.g_01201	Prax.g_01139
OG0001358	Syac.g_00952	Prax.g_00079
OG0001359	Syac.g_02412	Prax.g_00545
OG0001360	Syac.g_00805	Prax.g_01250
OG0001361	Syac.g_00800	Prax.g_00216
OG0001362	Syac.g_01649	Prax.g_01714
OG0001363	Syac.g_01651	Prax.g_01712
OG0001364	Syac.g_00204	Prax.g_01365
OG0001372	Syac.g_01845	Prax.g_00421, Prax.g_00457
OG0001373	Syac.g_02419	Prax.g_00534
OG0001374	Syac.g_02427	Prax.g_00542
OG0001375	Syac.g_02414	Prax.g_00543
OG0001376	Syac.g_02376	Prax.g_01214
OG0001377	Syac.g_02375	Prax.g_01215
OG0001378	Syac.g_00689	Prax.g_00125
OG0001379	Syac.g_00736	Prax.g_01905
OG0001380	Syac.g_01589	Prax.g_01875
OG0001381	Syac.g_02162	Prax.g_01869
OG0001382	Syac.g_00148	Prax.g_01618
OG0001385	Syac.g_02416	Prax.g_00531
OG0001386	Syac.g_02417	Prax.g_00532
OG0001387	Syac.g_02418	Prax.g_00533
OG0001388	Syac.g_02421	Prax.g_00536
OG0001389	Syac.g_02422	Prax.g_00537
OG0001390	Syac.g_02423	Prax.g_00538
OG0001391	Syac.g_02424	Prax.g_00539
OG0001392	Syac.g_02425	Prax.g_00540
OG0001393	Syac.g_02426	Prax.g_00541
OG0001394	Syac.g_01373	Prax.g_00576
OG0001395	Syac.g_01262	Prax.g_01191
OG0001402	Syac.g_00957	Prax.g_00412
OG0001403	Syac.g_00033	Prax.g_00283
OG0001404	Syac.g_00451	Prax.g_00639
OG0001405	Syac.g_02058	Prax.g_00847
OG0001406	Syac.g_02377	Prax.g_01213
OG0001407	Syac.g_01841	Prax.g_01227
OG0001408	Syac.g_01530	Prax.g_01232
OG0001410	Syac.g_02155	Prax.g_01879
OG0001413	Syac.g_01019	Prax.g_01643
OG0001414	Syac.g_02161	Prax.g_00989
OG0001416	Syac.g_00724	Prax.g_00742
OG0001417	Syac.g_01200	Prax.g_00732
OG0001419	Syac.g_01840	Prax.g_01228
OG0001420	Syac.g_01847	Prax.g_00134
OG0001428	Syac.g_00301	Prax.g_01046
OG0001432	Syac.g_01572	Prax.g_01645
OG0001434	Syac.g_01368	Prax.g_00581
OG0001438	Syac.g_00280	Prax.g_00882
OG0001439	Syac.g_00250	Prax.g_00868
OG0001442	Syac.g_01358	Prax.g_00438
OG0001446	Syac.g_01293	Prax.g_00650
OG0001447	Syac.g_00362	Prax.g_01092
OG0001448	Syac.g_01094	Prax.g_00806
OG0001449	Syac.g_02197	Prax.g_00779
OG0001452	Syac.g_02214	Prax.g_00548
OG0001456	Syac.g_02434	Prax.g_00177
OG0001457	Syac.g_02435	Prax.g_00178
OG0001458	Syac.g_02436	Prax.g_00179
OG0001459	Syac.g_01445	Prax.g_01943
OG0001461	Syac.g_02168	Prax.g_01569
OG0001462	Syac.g_00039	Prax.g_00279
OG0001465	Syac.g_01299	Prax.g_00940
OG0001468	Syac.g_01014	Prax.g_01218
OG0001470	Syac.g_00683	Prax.g_01841
OG0001471	Syac.g_00257	Prax.g_01642
OG0001473	Syac.g_01010	Prax.g_01413
OG0001474	Syac.g_02013	Prax.g_00833
OG0001475	Syac.g_00681	Prax.g_01839
OG0001479	Syac.g_02016	Prax.g_00836
OG0001480	Syac.g_00812	Prax.g_00804
OG0001481	Syac.g_01260	Prax.g_00800
OG0001482	Syac.g_01210	Prax.g_00744
OG0001492	Syac.g_01514	Prax.g_00247
OG0001493	Syac.g_01522	Prax.g_00255
OG0001495	Syac.g_02144	Prax.g_01284
OG0001499	Syac.g_01441	Prax.g_00632
OG0001502	Syac.g_00818	Prax.g_00403
OG0001504	Syac.g_01446	Prax.g_01942
OG0001508	Syac.g_00684	Prax.g_01842
OG0001520	Syac.g_01787	Prax.g_00784
OG0001522	Syac.g_00849	Prax.g_00340
OG0001528	Syac.g_00682	Prax.g_01840
OG0001546	Syac.g_01853	Prax.g_00677
OG0001547	Syac.g_01122	Prax.g_00401
OG0001548	Syac.g_01030	Prax.g_00397
OG0001551	Syac.g_00861	Prax.g_00176
OG0001557	Syac.g_01372	Prax.g_00577
OG0001564	Syac.g_02430	Prax.g_00489
OG0001567	Syac.g_01121	Prax.g_00402
OG0001568	Syac.g_01124	Prax.g_00400
OG0001570	Syac.g_01108	Prax.g_00137
OG0001572	Syac.g_01584	Prax.g_01964
OG0001585	Syac.g_01072	Prax.g_01952
OG0001588	Syac.g_00200	Prax.g_01756
OG0001602	Syac.g_01300	Prax.g_00941
OG0001625	Syac.g_02220	Prax.g_00917
OG0001635	Syac.g_00137	Prax.g_01586
OG0001647	Syac.g_02244	Prax.g_00902
OG0001666	Syac.g_01452	Prax.g_01944
OG0001667	Syac.g_00472	Prax.g_01926
OG0001680	Syac.g_00788, Syac.g_00526	Prax.g_00521
OG0001713	Syac.g_00783	Prax.g_00630
OG0001718	Syac.g_00465	Prax.g_00810
OG0001959	Syac.g_00119, Syac.g_00120	Prax.g_01963
OG0001962	Syac.g_02328	Prax.g_00262
OG0001990	Syac.g_02460	Prax.g_00172
OG0002013	Syac.g_01990	Prax.g_01782
OG0002349	Syac.g_00658	Prax.g_01514
OG0002458	Syac.g_02431	Prax.g_00488
OG0002459	Syac.g_02429	Prax.g_00490
OG0002460	Syac.g_02428	Prax.g_00491
OG0002627	Syac.g_00087	Prax.g_01779
