Orthogroup	Prak	Syaq
OG0001142	Prak.g_01137	Syaq.g_00191
OG0001143	Prak.g_01130	Syaq.g_00182
OG0001144	Prak.g_01125	Syaq.g_00166
OG0001145	Prak.g_01269	Syaq.g_00284
OG0001146	Prak.g_01281	Syaq.g_00305
OG0001147	Prak.g_01301	Syaq.g_00438
OG0001148	Prak.g_01331	Syaq.g_01761
OG0001149	Prak.g_01332	Syaq.g_01760
OG0001150	Prak.g_01333	Syaq.g_01759
OG0001151	Prak.g_01344	Syaq.g_01746
OG0001152	Prak.g_01345	Syaq.g_01745
OG0001153	Prak.g_01423	Syaq.g_00413
OG0001154	Prak.g_01424	Syaq.g_00414
OG0001155	Prak.g_01441	Syaq.g_01739
OG0001156	Prak.g_01444	Syaq.g_01729
OG0001157	Prak.g_01445	Syaq.g_01728
OG0001158	Prak.g_01446	Syaq.g_01727
OG0001159	Prak.g_01447	Syaq.g_01726
OG0001160	Prak.g_01473	Syaq.g_01693
OG0001161	Prak.g_01588	Syaq.g_01233
OG0001162	Prak.g_01526	Syaq.g_00331
OG0001163	Prak.g_01636	Syaq.g_01685
OG0001164	Prak.g_01640	Syaq.g_01679
OG0001165	Prak.g_01643	Syaq.g_01674
OG0001166	Prak.g_01664	Syaq.g_01652
OG0001167	Prak.g_01681	Syaq.g_01039
OG0001169	Prak.g_01685	Syaq.g_01620
OG0001170	Prak.g_01687	Syaq.g_01618
OG0001171	Prak.g_01697	Syaq.g_01607
OG0001172	Prak.g_01713	Syaq.g_00690
OG0001173	Prak.g_01714	Syaq.g_00689
OG0001174	Prak.g_01722	Syaq.g_00681
OG0001175	Prak.g_01723	Syaq.g_00680
OG0001176	Prak.g_01731	Syaq.g_00656
OG0001177	Prak.g_01733	Syaq.g_00658
OG0001178	Prak.g_01650	Syaq.g_01667
OG0001179	Prak.g_01763	Syaq.g_00626
OG0001180	Prak.g_01786	Syaq.g_00600
OG0001181	Prak.g_01790	Syaq.g_00596
OG0001182	Prak.g_01798	Syaq.g_00587
OG0001183	Prak.g_01803	Syaq.g_00579
OG0001184	Prak.g_01821	Syaq.g_00995
OG0001185	Prak.g_01837	Syaq.g_01022
OG0001186	Prak.g_01861	Syaq.g_01058
OG0001187	Prak.g_01864	Syaq.g_01061
OG0001188	Prak.g_01866	Syaq.g_01065
OG0001189	Prak.g_01883	Syaq.g_01095
OG0001190	Prak.g_01888	Syaq.g_01264
OG0001191	Prak.g_01898	Syaq.g_01248
OG0001192	Prak.g_01903	Syaq.g_01242
OG0001193	Prak.g_01915	Syaq.g_01217
OG0001194	Prak.g_01916	Syaq.g_01214
OG0001195	Prak.g_01917	Syaq.g_01213
OG0001196	Prak.g_01933	Syaq.g_01169
OG0001197	Prak.g_01935	Syaq.g_01167
OG0001198	Prak.g_01942	Syaq.g_01153
OG0001199	Prak.g_00079	Syaq.g_01553
OG0001200	Prak.g_00081	Syaq.g_01551
OG0001201	Prak.g_00114	Syaq.g_01486
OG0001202	Prak.g_00212	Syaq.g_01358
OG0001203	Prak.g_00254	Syaq.g_01581
OG0001204	Prak.g_00260	Syaq.g_00709
OG0001205	Prak.g_00407	Syaq.g_00491
OG0001206	Prak.g_00427	Syaq.g_00468
OG0001207	Prak.g_00438	Syaq.g_01764
OG0001208	Prak.g_00443	Syaq.g_01774
OG0001209	Prak.g_00494	Syaq.g_01841
OG0001210	Prak.g_00499	Syaq.g_01852
OG0001211	Prak.g_00510	Syaq.g_01932
OG0001212	Prak.g_00557	Syaq.g_01990
OG0001213	Prak.g_00592	Syaq.g_02072
OG0001214	Prak.g_01106	Syaq.g_02084
OG0001215	Prak.g_00818	Syaq.g_02580
OG0001216	Prak.g_00839	Syaq.g_00026
OG0001217	Prak.g_00728	Syaq.g_01885
OG0001218	Prak.g_01235	Syaq.g_00423
OG0001219	Prak.g_00944	Syaq.g_02434
OG0001220	Prak.g_00901	Syaq.g_02412
OG0001221	Prak.g_00781	Syaq.g_02300
OG0001222	Prak.g_01023	Syaq.g_02472
OG0001223	Prak.g_00991	Syaq.g_02516
OG0001224	Prak.g_00924	Syaq.g_02683
OG0001225	Prak.g_00922	Syaq.g_02681
OG0001226	Prak.g_00600	Syaq.g_01543
OG0001227	Prak.g_01220	Syaq.g_00333
OG0001230	Prak.g_01384	Syaq.g_00361
OG0001231	Prak.g_00384	Syaq.g_01133
OG0001232	Prak.g_01668	Syaq.g_01643
OG0001233	Prak.g_01688	Syaq.g_01617
OG0001234	Prak.g_01725	Syaq.g_00676
OG0001235	Prak.g_01729	Syaq.g_00665
OG0001236	Prak.g_01818	Syaq.g_00990
OG0001237	Prak.g_01822	Syaq.g_00999
OG0001238	Prak.g_01899	Syaq.g_01246
OG0001239	Prak.g_00076	Syaq.g_01556
OG0001240	Prak.g_00097	Syaq.g_01502
OG0001241	Prak.g_00107	Syaq.g_01492
OG0001243	Prak.g_00134	Syaq.g_01457
OG0001244	Prak.g_00149	Syaq.g_01430
OG0001245	Prak.g_01211	Syaq.g_01916
OG0001248	Prak.g_00813	Syaq.g_01891
OG0001249	Prak.g_00353	Syaq.g_00563
OG0001250	Prak.g_00888	Syaq.g_02389
OG0001251	Prak.g_00749	Syaq.g_02135
OG0001252	Prak.g_00929	Syaq.g_02690
OG0001253	Prak.g_00603	Syaq.g_01918
OG0001254	Prak.g_01552	Syaq.g_02214
OG0001255	Prak.g_01190	Syaq.g_02111
OG0001256	Prak.g_01480	Syaq.g_01686
OG0001258	Prak.g_01641	Syaq.g_01676
OG0001259	Prak.g_01686	Syaq.g_01619
OG0001260	Prak.g_01703	Syaq.g_01595
OG0001261	Prak.g_01771	Syaq.g_00617
OG0001262	Prak.g_01881	Syaq.g_01093
OG0001263	Prak.g_00136	Syaq.g_01454
OG0001265	Prak.g_00126	Syaq.g_01466
OG0001266	Prak.g_00216	Syaq.g_01354
OG0001267	Prak.g_00298	Syaq.g_00763
OG0001268	Prak.g_00361	Syaq.g_00553
OG0001269	Prak.g_00900	Syaq.g_01866
OG0001270	Prak.g_00396	Syaq.g_00504
OG0001271	Prak.g_00433	Syaq.g_00445
OG0001272	Prak.g_00447	Syaq.g_01778
OG0001273	Prak.g_01112	Syaq.g_02077
OG0001274	Prak.g_00240	Syaq.g_01303
OG0001275	Prak.g_01001	Syaq.g_02531
OG0001276	Prak.g_01015	Syaq.g_00062
OG0001278	Prak.g_01118	Syaq.g_00155
OG0001279	Prak.g_00668	Syaq.g_01867
OG0001280	Prak.g_01276	Syaq.g_00294
OG0001281	Prak.g_01282	Syaq.g_00306
OG0001282	Prak.g_01330	Syaq.g_01762
OG0001283	Prak.g_01930	Syaq.g_01175
OG0001284	Prak.g_01466	Syaq.g_01700
OG0001285	Prak.g_01671	Syaq.g_01639
OG0001286	Prak.g_01784	Syaq.g_00602
OG0001287	Prak.g_01844	Syaq.g_01030
OG0001289	Prak.g_00091	Syaq.g_01528
OG0001290	Prak.g_00106	Syaq.g_01493
OG0001291	Prak.g_00144	Syaq.g_01444
OG0001293	Prak.g_00278	Syaq.g_00736
OG0001296	Prak.g_00470	Syaq.g_01808
OG0001297	Prak.g_00475	Syaq.g_01812
OG0001298	Prak.g_00537	Syaq.g_01967
OG0001299	Prak.g_01075	Syaq.g_02246
OG0001300	Prak.g_00822	Syaq.g_02589
OG0001301	Prak.g_00827	Syaq.g_02602
OG0001302	Prak.g_00940	Syaq.g_02115
OG0001303	Prak.g_01607	Syaq.g_02437
OG0001304	Prak.g_01028	Syaq.g_00049
OG0001305	Prak.g_00916	Syaq.g_02673
OG0001306	Prak.g_01187	Syaq.g_00267
OG0001308	Prak.g_01401	Syaq.g_00385
OG0001312	Prak.g_00953	Syaq.g_02449
OG0001314	Prak.g_00635	Syaq.g_00826
OG0001315	Prak.g_01225	Syaq.g_00581
OG0001316	Prak.g_00148	Syaq.g_01437
OG0001317	Prak.g_00250	Syaq.g_01576
OG0001318	Prak.g_00274	Syaq.g_00728
OG0001319	Prak.g_00291	Syaq.g_00751
OG0001321	Prak.g_00413	Syaq.g_00483
OG0001322	Prak.g_00414	Syaq.g_00482
OG0001323	Prak.g_00480	Syaq.g_01820
OG0001324	Prak.g_00823	Syaq.g_02590
OG0001325	Prak.g_01058	Syaq.g_00030
OG0001327	Prak.g_00758	Syaq.g_02259
OG0001328	Prak.g_01258	Syaq.g_02280
OG0001329	Prak.g_01604	Syaq.g_02113
OG0001330	Prak.g_01497	Syaq.g_00287
OG0001331	Prak.g_01335	Syaq.g_01757
OG0001333	Prak.g_01682	Syaq.g_01622
OG0001337	Prak.g_00348	Syaq.g_00564
OG0001343	Prak.g_00746	Syaq.g_00700
OG0001345	Prak.g_01152	Syaq.g_00213
OG0001346	Prak.g_01278	Syaq.g_00298
OG0001348	Prak.g_01512	Syaq.g_02703
OG0001349	Prak.g_01353	Syaq.g_00942
OG0001350	Prak.g_00253	Syaq.g_01580
OG0001351	Prak.g_00419	Syaq.g_00476
OG0001352	Prak.g_00807	Syaq.g_01904
OG0001353	Prak.g_00878	Syaq.g_02379
OG0001354	Prak.g_00983	Syaq.g_02503
OG0001355	Prak.g_01037	Syaq.g_00797
OG0001356	Prak.g_01633	Syaq.g_02555
OG0001359	Prak.g_00747	Syaq.g_00699
OG0001364	Prak.g_01809	Syaq.g_00972
OG0001365	Prak.g_01892	Syaq.g_01259
OG0001368	Prak.g_01252, Prak.g_00699, Prak.g_00633	Syaq.g_00708
OG0001369	Prak.g_00096	Syaq.g_01503
OG0001375	Prak.g_00745	Syaq.g_00701
OG0001379	Prak.g_01271	Syaq.g_00289
OG0001380	Prak.g_01237	Syaq.g_01915
OG0001382	Prak.g_01240	Syaq.g_00662
OG0001394	Prak.g_00785	Syaq.g_02307
OG0001401	Prak.g_00883	Syaq.g_02383
OG0001402	Prak.g_00586	Syaq.g_02061
OG0001409	Prak.g_01164	Syaq.g_00229
OG0001418	Prak.g_00812	Syaq.g_00243
OG0001428	Prak.g_00184	Syaq.g_01396
OG0001429	Prak.g_00945	Syaq.g_02438
OG0001430	Prak.g_01236	Syaq.g_01271
OG0001433	Prak.g_01632	Syaq.g_00128
OG0001434	Prak.g_00790	Syaq.g_02312
OG0001435	Prak.g_00766	Syaq.g_02265
OG0001443	Prak.g_01233	Syaq.g_01236
OG0001448	Prak.g_00417	Syaq.g_01873
OG0001460	Prak.g_01631	Syaq.g_00129
OG0001461	Prak.g_00057	Syaq.g_02163
OG0001465	Prak.g_00834	Syaq.g_02704
OG0001467	Prak.g_01324	Syaq.g_00354
OG0001476	Prak.g_01165	Syaq.g_00233
OG0001477	Prak.g_00691	Syaq.g_02599
OG0001484	Prak.g_01496	Syaq.g_02628
OG0001486	Prak.g_01174	Syaq.g_00251
OG0001487	Prak.g_01431	Syaq.g_00422
OG0001488	Prak.g_01159	Syaq.g_00224
OG0001489	Prak.g_01795	Syaq.g_00591
OG0001496	Prak.g_00689	Syaq.g_02596
OG0001497	Prak.g_00690	Syaq.g_02598
OG0001498	Prak.g_00380	Syaq.g_00528
OG0001505	Prak.g_00695	Syaq.g_00934, Syaq.g_00906
OG0001510	Prak.g_01848	Syaq.g_01034
OG0001511	Prak.g_00118	Syaq.g_01478
OG0001512	Prak.g_01229	Syaq.g_01583
OG0001514	Prak.g_00688	Syaq.g_02595
OG0001515	Prak.g_00820	Syaq.g_02585
OG0001516	Prak.g_01078	Syaq.g_02243
OG0001517	Prak.g_00357	Syaq.g_00558
OG0001518	Prak.g_01901	Syaq.g_01244
OG0001519	Prak.g_01906	Syaq.g_01234
OG0001525	Prak.g_01610	Syaq.g_02129
OG0001527	Prak.g_00523	Syaq.g_01946
OG0001529	Prak.g_00041	Syaq.g_01102
OG0001530	Prak.g_00117	Syaq.g_01480
OG0001531	Prak.g_00255	Syaq.g_01584
OG0001532	Prak.g_01141	Syaq.g_00195
OG0001534	Prak.g_01029	Syaq.g_00048
OG0001535	Prak.g_01013	Syaq.g_00065
OG0001536	Prak.g_00969	Syaq.g_02480
OG0001537	Prak.g_00782	Syaq.g_02301
OG0001538	Prak.g_00850	Syaq.g_02345
OG0001539	Prak.g_00760	Syaq.g_02261
OG0001540	Prak.g_00138	Syaq.g_01452
OG0001541	Prak.g_00192	Syaq.g_01387
OG0001542	Prak.g_00198	Syaq.g_01379
OG0001544	Prak.g_01905	Syaq.g_01235
OG0001545	Prak.g_01920	Syaq.g_01185
OG0001549	Prak.g_00910	Syaq.g_02416
OG0001557	Prak.g_00786	Syaq.g_02308
OG0001559	Prak.g_00116	Syaq.g_01481
OG0001560	Prak.g_00105	Syaq.g_01494
OG0001561	Prak.g_01019	Syaq.g_00059
OG0001562	Prak.g_01006	Syaq.g_00073
OG0001563	Prak.g_01779	Syaq.g_00608
OG0001564	Prak.g_00060	Syaq.g_02158
OG0001565	Prak.g_00642	Syaq.g_02120
OG0001574	Prak.g_00521	Syaq.g_01944
OG0001575	Prak.g_00526	Syaq.g_01949
OG0001576	Prak.g_01291	Syaq.g_00326
OG0001577	Prak.g_01177	Syaq.g_00254
OG0001580	Prak.g_00048	Syaq.g_01275
OG0001588	Prak.g_00387	Syaq.g_00974
OG0001591	Prak.g_00799	Syaq.g_02254
OG0001592	Prak.g_00047	Syaq.g_01274
OG0001605	Prak.g_00722	Syaq.g_01892
OG0001614	Prak.g_01836	Syaq.g_01020
OG0001616	Prak.g_01149	Syaq.g_00208
OG0001617	Prak.g_00824	Syaq.g_02593
OG0001619	Prak.g_00962	Syaq.g_02469
OG0001620	Prak.g_00365	Syaq.g_00546
OG0001621	Prak.g_00270	Syaq.g_00724
OG0001622	Prak.g_01929	Syaq.g_01176
OG0001636	Prak.g_00035	Syaq.g_01109
OG0001638	Prak.g_01656	Syaq.g_01660
OG0001639	Prak.g_01440	Syaq.g_01738
OG0001640	Prak.g_00932	Syaq.g_02695
OG0001641	Prak.g_00994	Syaq.g_02520
OG0001642	Prak.g_00899	Syaq.g_02411
OG0001643	Prak.g_01103	Syaq.g_02087
OG0001654	Prak.g_01438	Syaq.g_01736
OG0001657	Prak.g_00167	Syaq.g_01413
OG0001658	Prak.g_00043	Syaq.g_01265
OG0001659	Prak.g_01517	Syaq.g_00199
OG0001678	Prak.g_01712	Syaq.g_00691
OG0001679	Prak.g_00352	Syaq.g_02436
OG0001693	Prak.g_01589	Syaq.g_02678
OG0001709	Prak.g_01367	Syaq.g_00943
OG0001733	Prak.g_01629	Syaq.g_02256
OG0001747	Prak.g_00388	Syaq.g_01432
OG0001770	Prak.g_01560	Syaq.g_02165
OG0001807	Prak.g_00059	Syaq.g_00968
OG0001916	Prak.g_00457	Syaq.g_01790
OG0001917	Prak.g_01014	Syaq.g_00063
OG0001996	Prak.g_00029	Syaq.g_01116
OG0002003	Prak.g_00720	Syaq.g_02584
OG0002019	Prak.g_01520	Syaq.g_00994
OG0002052	Prak.g_01024	Syaq.g_02551
OG0002122	Prak.g_00719	Syaq.g_02583
OG0002246	Prak.g_01593	Syaq.g_00518
OG0002389	Prak.g_01799	Syaq.g_00586
