Orthogroup	Prak	Syac
OG0001178	Prak.g_01650	Syac.g_00539
OG0001179	Prak.g_01763	Syac.g_02112
OG0001180	Prak.g_01786	Syac.g_02087
OG0001181	Prak.g_01790	Syac.g_02083
OG0001182	Prak.g_01798	Syac.g_02074
OG0001183	Prak.g_01803	Syac.g_02070
OG0001184	Prak.g_01821	Syac.g_00186
OG0001185	Prak.g_01837	Syac.g_00162
OG0001186	Prak.g_01861	Syac.g_00082
OG0001187	Prak.g_01864	Syac.g_00085
OG0001188	Prak.g_01866	Syac.g_00076
OG0001189	Prak.g_01883	Syac.g_00054
OG0001190	Prak.g_01888	Syac.g_02353
OG0001191	Prak.g_01898	Syac.g_02368
OG0001192	Prak.g_01903	Syac.g_02374
OG0001193	Prak.g_01915	Syac.g_02406
OG0001194	Prak.g_01916	Syac.g_02408
OG0001195	Prak.g_01917	Syac.g_02409
OG0001196	Prak.g_01933	Syac.g_02477
OG0001197	Prak.g_01935	Syac.g_02479
OG0001198	Prak.g_01942	Syac.g_02491
OG0001199	Prak.g_00079	Syac.g_00445
OG0001200	Prak.g_00081	Syac.g_00443
OG0001201	Prak.g_00114	Syac.g_00395
OG0001202	Prak.g_00212	Syac.g_02285
OG0001203	Prak.g_00254	Syac.g_01967
OG0001204	Prak.g_00260	Syac.g_02200
OG0001205	Prak.g_00407	Syac.g_00706
OG0001206	Prak.g_00427	Syac.g_01715
OG0001207	Prak.g_00438	Syac.g_01915
OG0001208	Prak.g_00443	Syac.g_01902
OG0001209	Prak.g_00494	Syac.g_01833
OG0001210	Prak.g_00499	Syac.g_01826
OG0001211	Prak.g_00510	Syac.g_01809
OG0001212	Prak.g_00557	Syac.g_01751
OG0001213	Prak.g_00592	Syac.g_00968
OG0001214	Prak.g_01106	Syac.g_00981
OG0001215	Prak.g_00818	Syac.g_00919
OG0001216	Prak.g_00839	Syac.g_01285
OG0001217	Prak.g_00728	Syac.g_01043
OG0001218	Prak.g_01235	Syac.g_01679
OG0001220	Prak.g_00901	Syac.g_00813
OG0001221	Prak.g_00781	Syac.g_01379
OG0001223	Prak.g_00991	Syac.g_01215
OG0001224	Prak.g_00924	Syac.g_00880
OG0001225	Prak.g_00922	Syac.g_00882
OG0001226	Prak.g_00600	Syac.g_01026
OG0001227	Prak.g_01220	Syac.g_02387
OG0001228	Prak.g_01122	Syac.g_00700
OG0001229	Prak.g_01234	Syac.g_00906
OG0001230	Prak.g_01384	Syac.g_01621
OG0001231	Prak.g_00384	Syac.g_00017
OG0001232	Prak.g_01668	Syac.g_00509
OG0001233	Prak.g_01688	Syac.g_00660
OG0001234	Prak.g_01725	Syac.g_02173
OG0001235	Prak.g_01729	Syac.g_02147
OG0001236	Prak.g_01818	Syac.g_00189
OG0001237	Prak.g_01822	Syac.g_00184
OG0001238	Prak.g_01899	Syac.g_02369
OG0001240	Prak.g_00097	Syac.g_00411
OG0001241	Prak.g_00107	Syac.g_00402
OG0001242	Prak.g_00127	Syac.g_00370
OG0001243	Prak.g_00134	Syac.g_00363
OG0001244	Prak.g_00149	Syac.g_00333
OG0001245	Prak.g_01211	Syac.g_01064
OG0001247	Prak.g_00811	Syac.g_01303
OG0001248	Prak.g_00813	Syac.g_01306
OG0001249	Prak.g_00353	Syac.g_02029
OG0001250	Prak.g_00888	Syac.g_00838
OG0001251	Prak.g_00749	Syac.g_02415
OG0001252	Prak.g_00929	Syac.g_00874
OG0001253	Prak.g_00603	Syac.g_01063
OG0001254	Prak.g_01552	Syac.g_01465
OG0001255	Prak.g_01190	Syac.g_01957
OG0001256	Prak.g_01480	Syac.g_00563
OG0001258	Prak.g_01641	Syac.g_00553
OG0001259	Prak.g_01686	Syac.g_00662
OG0001260	Prak.g_01703	Syac.g_00640
OG0001262	Prak.g_01881	Syac.g_00056
OG0001263	Prak.g_00136	Syac.g_00360
OG0001265	Prak.g_00126	Syac.g_00372
OG0001266	Prak.g_00216	Syac.g_02289
OG0001267	Prak.g_00298	Syac.g_02253
OG0001268	Prak.g_00361	Syac.g_02014
OG0001269	Prak.g_00900	Syac.g_01960
OG0001270	Prak.g_00396	Syac.g_00690
OG0001271	Prak.g_00433	Syac.g_01703
OG0001272	Prak.g_00447	Syac.g_01898
OG0001273	Prak.g_01112	Syac.g_00974
OG0001274	Prak.g_00240	Syac.g_02323
OG0001275	Prak.g_01001	Syac.g_01228
OG0001276	Prak.g_01015	Syac.g_01244
OG0001277	Prak.g_01921	Syac.g_02463
OG0001278	Prak.g_01118	Syac.g_01517
OG0001279	Prak.g_00668	Syac.g_01605
OG0001280	Prak.g_01276	Syac.g_00731
OG0001281	Prak.g_01282	Syac.g_00721
OG0001282	Prak.g_01330	Syac.g_01917
OG0001283	Prak.g_01930	Syac.g_02472
OG0001284	Prak.g_01466	Syac.g_00586
OG0001285	Prak.g_01671	Syac.g_01060
OG0001286	Prak.g_01784	Syac.g_02089
OG0001287	Prak.g_01844	Syac.g_00154
OG0001288	Prak.g_01854	Syac.g_00141
OG0001289	Prak.g_00091	Syac.g_00426
OG0001291	Prak.g_00144	Syac.g_00349
OG0001292	Prak.g_00265	Syac.g_02205
OG0001293	Prak.g_00278	Syac.g_02226
OG0001295	Prak.g_01514	Syac.g_01824
OG0001296	Prak.g_00470	Syac.g_01870
OG0001297	Prak.g_00475	Syac.g_01866
OG0001298	Prak.g_00537	Syac.g_01774
OG0001299	Prak.g_01075	Syac.g_01417
OG0001300	Prak.g_00822	Syac.g_00910
OG0001301	Prak.g_00827	Syac.g_00897
OG0001302	Prak.g_00940	Syac.g_01012
OG0001303	Prak.g_01607	Syac.g_01137
OG0001304	Prak.g_01028	Syac.g_01257
OG0001305	Prak.g_00916	Syac.g_00890
OG0001306	Prak.g_01187	Syac.g_00749
OG0001307	Prak.g_01304	Syac.g_02156
OG0001309	Prak.g_01508	Syac.g_01860
OG0001310	Prak.g_01658	Syac.g_00528
OG0001311	Prak.g_01017	Syac.g_01246
OG0001312	Prak.g_00953	Syac.g_01147
OG0001314	Prak.g_00635	Syac.g_00809, Syac.g_00460
OG0001315	Prak.g_01225	Syac.g_02072
OG0001316	Prak.g_00148	Syac.g_00342
OG0001317	Prak.g_00250	Syac.g_01971
OG0001318	Prak.g_00274	Syac.g_02218
OG0001319	Prak.g_00291	Syac.g_02242
OG0001321	Prak.g_00413	Syac.g_00712
OG0001322	Prak.g_00414	Syac.g_00713
OG0001323	Prak.g_00480	Syac.g_01857
OG0001324	Prak.g_00823	Syac.g_00909
OG0001325	Prak.g_01058	Syac.g_01281
OG0001328	Prak.g_01258	Syac.g_01385
OG0001329	Prak.g_01604	Syac.g_01007
OG0001330	Prak.g_01497	Syac.g_00738
OG0001332	Prak.g_01437	Syac.g_00625
OG0001333	Prak.g_01682	Syac.g_00666
OG0001334	Prak.g_01806	Syac.g_02061
OG0001335	Prak.g_01807	Syac.g_02060
OG0001337	Prak.g_00348	Syac.g_02064, Syac.g_02040
OG0001338	Prak.g_00351	Syac.g_02048, Syac.g_02022, Syac.g_00474, Syac.g_02037
OG0001339	Prak.g_00109	Syac.g_00400
OG0001340	Prak.g_00349	Syac.g_02039
OG0001341	Prak.g_01227	Syac.g_00904
OG0001343	Prak.g_00746	Syac.g_02413
OG0001344	Prak.g_01168	Syac.g_00774
OG0001345	Prak.g_01152	Syac.g_00803
OG0001346	Prak.g_01278	Syac.g_00728
OG0001348	Prak.g_01512	Syac.g_00857
OG0001349	Prak.g_01353	Syac.g_00504
OG0001352	Prak.g_00807	Syac.g_01842
OG0001353	Prak.g_00878	Syac.g_00850
OG0001354	Prak.g_00983	Syac.g_01201
OG0001355	Prak.g_01037	Syac.g_01823
OG0001359	Prak.g_00747	Syac.g_02412
OG0001362	Prak.g_01405	Syac.g_01649
OG0001363	Prak.g_01407	Syac.g_01651
OG0001364	Prak.g_01809	Syac.g_00204
OG0001370	Prak.g_00424	Syac.g_02438, Syac.g_01294
OG0001372	Prak.g_00601	Syac.g_01845
OG0001375	Prak.g_00745	Syac.g_02414
OG0001379	Prak.g_01271	Syac.g_00736
OG0001380	Prak.g_01237	Syac.g_01589
OG0001381	Prak.g_01197	Syac.g_02162
OG0001382	Prak.g_01240	Syac.g_00148
OG0001394	Prak.g_00785	Syac.g_01373
OG0001398	Prak.g_01537	Syac.g_01120
OG0001401	Prak.g_00883	Syac.g_00844, Syac.g_00845
OG0001402	Prak.g_00586	Syac.g_00957
OG0001403	Prak.g_00031	Syac.g_00033
OG0001404	Prak.g_00073	Syac.g_00451
OG0001407	Prak.g_01244	Syac.g_01841
OG0001410	Prak.g_01303	Syac.g_02155
OG0001411	Prak.g_00066	Syac.g_00180
OG0001414	Prak.g_00245	Syac.g_02161
OG0001419	Prak.g_01243	Syac.g_01840
OG0001423	Prak.g_00645	Syac.g_00457
OG0001425	Prak.g_01902	Syac.g_02373
OG0001428	Prak.g_00184	Syac.g_00301
OG0001430	Prak.g_01236	Syac.g_02345
OG0001434	Prak.g_00790	Syac.g_01368
OG0001435	Prak.g_00766	Syac.g_01399
OG0001443	Prak.g_01233	Syac.g_02382
OG0001446	Prak.g_00717	Syac.g_01293
OG0001448	Prak.g_00417	Syac.g_01094
OG0001461	Prak.g_00057	Syac.g_02168
OG0001465	Prak.g_00834	Syac.g_01299
OG0001468	Prak.g_00737	Syac.g_01014
OG0001476	Prak.g_01165	Syac.g_00782
OG0001477	Prak.g_00691	Syac.g_00900
OG0001481	Prak.g_01257	Syac.g_01260
OG0001487	Prak.g_01431	Syac.g_01678
OG0001488	Prak.g_01159	Syac.g_00791
OG0001489	Prak.g_01795	Syac.g_02078
OG0001496	Prak.g_00689	Syac.g_00902
OG0001497	Prak.g_00690	Syac.g_00901
OG0001498	Prak.g_00380	Syac.g_01987
OG0001505	Prak.g_00695	Syac.g_00105
OG0001510	Prak.g_01848	Syac.g_00150
OG0001511	Prak.g_00118	Syac.g_00387
OG0001512	Prak.g_01229	Syac.g_01966
OG0001514	Prak.g_00688	Syac.g_00903
OG0001515	Prak.g_00820	Syac.g_00914
OG0001516	Prak.g_01078	Syac.g_01420
OG0001517	Prak.g_00357	Syac.g_02019
OG0001518	Prak.g_01901	Syac.g_02371
OG0001519	Prak.g_01906	Syac.g_02384
OG0001522	Prak.g_00879	Syac.g_00849
OG0001527	Prak.g_00523	Syac.g_01794
OG0001529	Prak.g_00041	Syac.g_00047
OG0001530	Prak.g_00117	Syac.g_00389
OG0001531	Prak.g_00255	Syac.g_01965
OG0001532	Prak.g_01141	Syac.g_01487
OG0001534	Prak.g_01029	Syac.g_01258
OG0001535	Prak.g_01013	Syac.g_01242
OG0001536	Prak.g_00969	Syac.g_01177
OG0001537	Prak.g_00782	Syac.g_01378
OG0001538	Prak.g_00850	Syac.g_01336
OG0001539	Prak.g_00760	Syac.g_01403
OG0001540	Prak.g_00138	Syac.g_00358
OG0001541	Prak.g_00192	Syac.g_02256
OG0001542	Prak.g_00198	Syac.g_02265
OG0001543	Prak.g_01263	Syac.g_02307
OG0001544	Prak.g_01905	Syac.g_02383
OG0001545	Prak.g_01920	Syac.g_02462
OG0001557	Prak.g_00786	Syac.g_01372
OG0001559	Prak.g_00116	Syac.g_00390
OG0001560	Prak.g_00105	Syac.g_00403
OG0001561	Prak.g_01019	Syac.g_01248
OG0001562	Prak.g_01006	Syac.g_01234
OG0001563	Prak.g_01779	Syac.g_02095
OG0001564	Prak.g_00060	Syac.g_02430
OG0001572	Prak.g_00669	Syac.g_01584
OG0001574	Prak.g_00521	Syac.g_01796
OG0001575	Prak.g_00526	Syac.g_01791
OG0001576	Prak.g_01291	Syac.g_01729
OG0001577	Prak.g_01177	Syac.g_00765
OG0001579	Prak.g_00346	Syac.g_02054, Syac.g_02049
OG0001580	Prak.g_00048	Syac.g_02341
OG0001588	Prak.g_00387	Syac.g_00200
OG0001589	Prak.g_01690	Syac.g_00657
OG0001591	Prak.g_00799	Syac.g_01409
OG0001592	Prak.g_00047	Syac.g_02342
OG0001614	Prak.g_01836	Syac.g_00164
OG0001616	Prak.g_01149	Syac.g_01472
OG0001617	Prak.g_00824	Syac.g_00907
OG0001619	Prak.g_00962	Syac.g_01164
OG0001620	Prak.g_00365	Syac.g_02007
OG0001621	Prak.g_00270	Syac.g_02215
OG0001622	Prak.g_01929	Syac.g_02471
OG0001636	Prak.g_00035	Syac.g_00038
OG0001639	Prak.g_01440	Syac.g_00622
OG0001640	Prak.g_00932	Syac.g_00868
OG0001641	Prak.g_00994	Syac.g_01219
OG0001643	Prak.g_01103	Syac.g_00984
OG0001644	Prak.g_01048	Syac.g_01266
OG0001654	Prak.g_01438	Syac.g_00624
OG0001656	Prak.g_00345	Syac.g_02050
OG0001657	Prak.g_00167	Syac.g_00319
OG0001658	Prak.g_00043	Syac.g_02352
OG0001659	Prak.g_01517	Syac.g_01478
OG0001676	Prak.g_00347	Syac.g_02051
OG0001678	Prak.g_01712	Syac.g_02188
OG0001679	Prak.g_00352	Syac.g_01788
OG0001691	Prak.g_00934	Syac.g_00950
OG0001693	Prak.g_01589	Syac.g_00885
OG0001717	Prak.g_00684	Syac.g_00306
OG0001747	Prak.g_00388	Syac.g_00337
OG0001758	Prak.g_01623	Syac.g_01440
OG0001769	Prak.g_01224	Syac.g_00998
OG0001770	Prak.g_01560	Syac.g_01454
OG0001771	Prak.g_01572	Syac.g_00851
OG0001795	Prak.g_01612, Prak.g_00735	Syac.g_01443
OG0001807	Prak.g_00059	Syac.g_00208
OG0001842	Prak.g_00714	Syac.g_00630
OG0001875	Prak.g_01622	Syac.g_01439
OG0001876	Prak.g_01621	Syac.g_01438
OG0001916	Prak.g_00457	Syac.g_01887
OG0001917	Prak.g_01014	Syac.g_01243
OG0001923	Prak.g_01366	Syac.g_00128
OG0001930	Prak.g_00715	Syac.g_00629
OG0001931	Prak.g_00716	Syac.g_00628
OG0001965	Prak.g_01579	Syac.g_01011
OG0002106	Prak.g_01249	Syac.g_02391
OG0002340	Prak.g_00222	Syac.g_02299
