Orthogroup	Prak	Syaj
OG0001120	Prak.g_00990	Syaj.g_00846
OG0001122	Prak.g_01010	Syaj.g_00817
OG0001123	Prak.g_01016	Syaj.g_00810
OG0001124	Prak.g_01018	Syaj.g_00808
OG0001125	Prak.g_01020	Syaj.g_00806
OG0001126	Prak.g_00931	Syaj.g_00413
OG0001127	Prak.g_00930	Syaj.g_00414
OG0001128	Prak.g_00928	Syaj.g_00417
OG0001129	Prak.g_00927	Syaj.g_00419
OG0001130	Prak.g_00926	Syaj.g_00420
OG0001131	Prak.g_00383	Syaj.g_01070
OG0001132	Prak.g_00712	Syaj.g_01166
OG0001133	Prak.g_01328	Syaj.g_01302
OG0001134	Prak.g_01550	Syaj.g_00645
OG0001136	Prak.g_01175	Syaj.g_00300
OG0001137	Prak.g_01163	Syaj.g_00318
OG0001138	Prak.g_01142	Syaj.g_00620
OG0001139	Prak.g_01140	Syaj.g_00618
OG0001140	Prak.g_01139	Syaj.g_00617
OG0001141	Prak.g_01138	Syaj.g_00616
OG0001142	Prak.g_01137	Syaj.g_00615
OG0001143	Prak.g_01130	Syaj.g_00602
OG0001144	Prak.g_01125	Syaj.g_00588
OG0001145	Prak.g_01269	Syaj.g_00276
OG0001146	Prak.g_01281	Syaj.g_01518
OG0001147	Prak.g_01301	Syaj.g_01438
OG0001148	Prak.g_01331	Syaj.g_00057
OG0001149	Prak.g_01332	Syaj.g_00056
OG0001150	Prak.g_01333	Syaj.g_00055
OG0001151	Prak.g_01344	Syaj.g_00043
OG0001152	Prak.g_01345	Syaj.g_00040
OG0001153	Prak.g_01423	Syaj.g_01425
OG0001154	Prak.g_01424	Syaj.g_01426
OG0001155	Prak.g_01441	Syaj.g_01637
OG0001156	Prak.g_01444	Syaj.g_01640
OG0001157	Prak.g_01445	Syaj.g_01641
OG0001158	Prak.g_01446	Syaj.g_01643
OG0001159	Prak.g_01447	Syaj.g_01644
OG0001160	Prak.g_01473	Syaj.g_01697
OG0001161	Prak.g_01588	Syaj.g_02148
OG0001162	Prak.g_01526	Syaj.g_00979
OG0001163	Prak.g_01636	Syaj.g_01705
OG0001164	Prak.g_01640	Syaj.g_01711
OG0001165	Prak.g_01643	Syaj.g_01716
OG0001166	Prak.g_01664	Syaj.g_01746
OG0001167	Prak.g_01681	Syaj.g_01592
OG0001168	Prak.g_01683	Syaj.g_01594
OG0001169	Prak.g_01685	Syaj.g_01596
OG0001170	Prak.g_01687	Syaj.g_01597
OG0001171	Prak.g_01697	Syaj.g_01607
OG0001172	Prak.g_01713	Syaj.g_02641
OG0001173	Prak.g_01714	Syaj.g_02642
OG0001174	Prak.g_01722	Syaj.g_02650
OG0001175	Prak.g_01723	Syaj.g_02651
OG0001176	Prak.g_01731	Syaj.g_02688
OG0001177	Prak.g_01733	Syaj.g_02685
OG0001178	Prak.g_01650	Syaj.g_01726
OG0001179	Prak.g_01763	Syaj.g_02719
OG0001180	Prak.g_01786	Syaj.g_02744
OG0001181	Prak.g_01790	Syaj.g_02748
OG0001182	Prak.g_01798	Syaj.g_02757
OG0001183	Prak.g_01803	Syaj.g_02762
OG0001184	Prak.g_01821	Syaj.g_02449
OG0001185	Prak.g_01837	Syaj.g_02423
OG0001186	Prak.g_01861	Syaj.g_02339
OG0001187	Prak.g_01864	Syaj.g_02369
OG0001188	Prak.g_01866	Syaj.g_02336
OG0001189	Prak.g_01883	Syaj.g_02318
OG0001190	Prak.g_01888	Syaj.g_02111
OG0001191	Prak.g_01898	Syaj.g_02128
OG0001192	Prak.g_01903	Syaj.g_02138
OG0001193	Prak.g_01915	Syaj.g_02178
OG0001194	Prak.g_01916	Syaj.g_02180
OG0001195	Prak.g_01917	Syaj.g_02181
OG0001196	Prak.g_01933	Syaj.g_02244
OG0001197	Prak.g_01935	Syaj.g_02246
OG0001198	Prak.g_01942	Syaj.g_02259
OG0001199	Prak.g_00079	Syaj.g_01825
OG0001200	Prak.g_00081	Syaj.g_01827
OG0001201	Prak.g_00114	Syaj.g_01888
OG0001202	Prak.g_00212	Syaj.g_02032
OG0001203	Prak.g_00254	Syaj.g_02877
OG0001204	Prak.g_00260	Syaj.g_02621
OG0001205	Prak.g_00407	Syaj.g_01545
OG0001206	Prak.g_00427	Syaj.g_01484
OG0001207	Prak.g_00438	Syaj.g_00061
OG0001208	Prak.g_00443	Syaj.g_00074
OG0001209	Prak.g_00494	Syaj.g_00147
OG0001210	Prak.g_00499	Syaj.g_00158
OG0001211	Prak.g_00510	Syaj.g_00184
OG0001212	Prak.g_00557	Syaj.g_00246
OG0001214	Prak.g_01106	Syaj.g_01281
OG0001215	Prak.g_00818	Syaj.g_00492
OG0001216	Prak.g_00839	Syaj.g_00958
OG0001218	Prak.g_01235	Syaj.g_01434
OG0001219	Prak.g_00944	Syaj.g_00782
OG0001220	Prak.g_00901	Syaj.g_00345
OG0001221	Prak.g_00781	Syaj.g_01067
OG0001222	Prak.g_01023	Syaj.g_00911
OG0001223	Prak.g_00991	Syaj.g_00844
OG0001224	Prak.g_00924	Syaj.g_00423
OG0001225	Prak.g_00922	Syaj.g_00425
OG0001227	Prak.g_01220	Syaj.g_02152
OG0001228	Prak.g_01122	Syaj.g_01565
OG0001229	Prak.g_01234	Syaj.g_00451
OG0001231	Prak.g_00384	Syaj.g_02279
OG0001232	Prak.g_01668	Syaj.g_01757
OG0001233	Prak.g_01688	Syaj.g_01598
OG0001234	Prak.g_01725	Syaj.g_02655
OG0001235	Prak.g_01729	Syaj.g_02679
OG0001236	Prak.g_01818	Syaj.g_02453
OG0001237	Prak.g_01822	Syaj.g_02447
OG0001239	Prak.g_00076	Syaj.g_01822
OG0001240	Prak.g_00097	Syaj.g_01871
OG0001242	Prak.g_00127	Syaj.g_01913
OG0001243	Prak.g_00134	Syaj.g_01926
OG0001244	Prak.g_00149	Syaj.g_01960
OG0001247	Prak.g_00811	Syaj.g_00973
OG0001248	Prak.g_00813	Syaj.g_00978
OG0001250	Prak.g_00888	Syaj.g_00375
OG0001251	Prak.g_00749	Syaj.g_02187
OG0001252	Prak.g_00929	Syaj.g_00416
OG0001253	Prak.g_00603	Syaj.g_01165
OG0001254	Prak.g_01552	Syaj.g_00646
OG0001256	Prak.g_01480	Syaj.g_01704
OG0001258	Prak.g_01641	Syaj.g_01714
OG0001260	Prak.g_01703	Syaj.g_01617
OG0001261	Prak.g_01771	Syaj.g_02728
OG0001262	Prak.g_01881	Syaj.g_02320
OG0001263	Prak.g_00136	Syaj.g_01929
OG0001265	Prak.g_00126	Syaj.g_01911
OG0001266	Prak.g_00216	Syaj.g_02036
OG0001267	Prak.g_00298	Syaj.g_02565
OG0001268	Prak.g_00361	Syaj.g_02811
OG0001270	Prak.g_00396	Syaj.g_01558
OG0001271	Prak.g_00433	Syaj.g_01447
OG0001272	Prak.g_00447	Syaj.g_00078
OG0001273	Prak.g_01112	Syaj.g_01288
OG0001274	Prak.g_00240	Syaj.g_02077
OG0001275	Prak.g_01001	Syaj.g_00827
OG0001276	Prak.g_01015	Syaj.g_00811
OG0001277	Prak.g_01921	Syaj.g_02227
OG0001278	Prak.g_01118	Syaj.g_00575
OG0001279	Prak.g_00668	Syaj.g_01356
OG0001280	Prak.g_01276	Syaj.g_01508
OG0001281	Prak.g_01282	Syaj.g_01519
OG0001282	Prak.g_01330	Syaj.g_00058
OG0001283	Prak.g_01930	Syaj.g_02238
OG0001284	Prak.g_01466	Syaj.g_01688
OG0001285	Prak.g_01671	Syaj.g_01170
OG0001286	Prak.g_01784	Syaj.g_02742
OG0001287	Prak.g_01844	Syaj.g_02415
OG0001288	Prak.g_01854	Syaj.g_02394
OG0001289	Prak.g_00091	Syaj.g_01845
OG0001290	Prak.g_00106	Syaj.g_01880
OG0001291	Prak.g_00144	Syaj.g_01939
OG0001292	Prak.g_00265	Syaj.g_02616
OG0001293	Prak.g_00278	Syaj.g_02594
OG0001295	Prak.g_01514	Syaj.g_00161
OG0001296	Prak.g_00470	Syaj.g_00106
OG0001297	Prak.g_00475	Syaj.g_00110
OG0001298	Prak.g_00537	Syaj.g_00221
OG0001299	Prak.g_01075	Syaj.g_00716
OG0001300	Prak.g_00822	Syaj.g_00479
OG0001301	Prak.g_00827	Syaj.g_00440
OG0001302	Prak.g_00940	Syaj.g_01251
OG0001303	Prak.g_01607	Syaj.g_00784
OG0001304	Prak.g_01028	Syaj.g_00795
OG0001305	Prak.g_00916	Syaj.g_00433
OG0001306	Prak.g_01187	Syaj.g_00285
OG0001307	Prak.g_01304	Syaj.g_02672
OG0001309	Prak.g_01508	Syaj.g_00116
OG0001310	Prak.g_01658	Syaj.g_01735
OG0001311	Prak.g_01017	Syaj.g_00809
OG0001312	Prak.g_00953	Syaj.g_00931
OG0001314	Prak.g_00635	Syaj.g_00524, Syaj.g_01091
OG0001315	Prak.g_01225	Syaj.g_02760
OG0001316	Prak.g_00148	Syaj.g_01946
OG0001317	Prak.g_00250	Syaj.g_02857
OG0001319	Prak.g_00291	Syaj.g_02576
OG0001321	Prak.g_00413	Syaj.g_01528
OG0001322	Prak.g_00414	Syaj.g_01527
OG0001323	Prak.g_00480	Syaj.g_00119
OG0001324	Prak.g_00823	Syaj.g_00478
OG0001325	Prak.g_01058	Syaj.g_00953
OG0001327	Prak.g_00758	Syaj.g_00729
OG0001328	Prak.g_01258	Syaj.g_00764
OG0001329	Prak.g_01604	Syaj.g_00028
OG0001330	Prak.g_01497	Syaj.g_01501
OG0001332	Prak.g_01437	Syaj.g_01631
OG0001333	Prak.g_01682	Syaj.g_01593
OG0001334	Prak.g_01806	Syaj.g_02770
OG0001335	Prak.g_01807	Syaj.g_02771
OG0001337	Prak.g_00348	Syaj.g_02795, Syaj.g_02786
OG0001338	Prak.g_00351	Syaj.g_02780, Syaj.g_02767, Syaj.g_00584, Syaj.g_02790
OG0001339	Prak.g_00109	Syaj.g_01883
OG0001340	Prak.g_00349	Syaj.g_02787
OG0001341	Prak.g_01227	Syaj.g_00449
OG0001343	Prak.g_00746	Syaj.g_02184
OG0001344	Prak.g_01168	Syaj.g_00307
OG0001345	Prak.g_01152	Syaj.g_00337
OG0001346	Prak.g_01278	Syaj.g_01512
OG0001348	Prak.g_01512	Syaj.g_00393
OG0001349	Prak.g_01353	Syaj.g_01763
OG0001350	Prak.g_00253	Syaj.g_02876
OG0001351	Prak.g_00419	Syaj.g_00272
OG0001352	Prak.g_00807	Syaj.g_00136
OG0001353	Prak.g_00878	Syaj.g_00386
OG0001354	Prak.g_00983	Syaj.g_00857
OG0001355	Prak.g_01037	Syaj.g_01244
OG0001359	Prak.g_00747	Syaj.g_02183
OG0001362	Prak.g_01405	Syaj.g_01396
OG0001363	Prak.g_01407	Syaj.g_01398
OG0001364	Prak.g_01809	Syaj.g_02473
OG0001368	Prak.g_01252, Prak.g_00699, Prak.g_00633	Syaj.g_02622
OG0001369	Prak.g_00096	Syaj.g_01870
OG0001370	Prak.g_00424	Syaj.g_01171, Syaj.g_01672, Syaj.g_01252
OG0001375	Prak.g_00745	Syaj.g_02185
OG0001379	Prak.g_01271	Syaj.g_01503
OG0001381	Prak.g_01197	Syaj.g_00405, Syaj.g_02663
OG0001382	Prak.g_01240	Syaj.g_00685
OG0001394	Prak.g_00785	Syaj.g_01059
OG0001397	Prak.g_01406	Syaj.g_01397
OG0001398	Prak.g_01537	Syaj.g_01116
OG0001401	Prak.g_00883	Syaj.g_00381
OG0001402	Prak.g_00586	Syaj.g_01304
OG0001403	Prak.g_00031	Syaj.g_02297
OG0001404	Prak.g_00073	Syaj.g_01817
OG0001407	Prak.g_01244	Syaj.g_00137
OG0001410	Prak.g_01303	Syaj.g_02673
OG0001414	Prak.g_00245	Syaj.g_02664
OG0001419	Prak.g_01243	Syaj.g_00138
OG0001421	Prak.g_01481	Syaj.g_01235, Syaj.g_01167
OG0001425	Prak.g_01902	Syaj.g_02137
OG0001428	Prak.g_00184	Syaj.g_01993
OG0001430	Prak.g_01236	Syaj.g_02104
OG0001434	Prak.g_00790	Syaj.g_01054
OG0001435	Prak.g_00766	Syaj.g_00736
OG0001443	Prak.g_01233	Syaj.g_02145
OG0001446	Prak.g_00717	Syaj.g_00527
OG0001448	Prak.g_00417	Syaj.g_01813
OG0001463	Prak.g_00305	Syaj.g_00403
OG0001464	Prak.g_00350	Syaj.g_02788
OG0001465	Prak.g_00834	Syaj.g_00968
OG0001477	Prak.g_00691	Syaj.g_00444
OG0001487	Prak.g_01431	Syaj.g_01433
OG0001488	Prak.g_01159	Syaj.g_00324
OG0001489	Prak.g_01795	Syaj.g_02753
OG0001496	Prak.g_00689	Syaj.g_00446
OG0001497	Prak.g_00690	Syaj.g_00445
OG0001498	Prak.g_00380	Syaj.g_02830
OG0001505	Prak.g_00695	Syaj.g_02359
OG0001510	Prak.g_01848	Syaj.g_02410
OG0001511	Prak.g_00118	Syaj.g_01896
OG0001512	Prak.g_01229	Syaj.g_02878
OG0001513	Prak.g_01577	Syaj.g_02690
OG0001514	Prak.g_00688	Syaj.g_00447
OG0001515	Prak.g_00820	Syaj.g_00483
OG0001516	Prak.g_01078	Syaj.g_00713
OG0001517	Prak.g_00357	Syaj.g_02806
OG0001518	Prak.g_01901	Syaj.g_02132
OG0001519	Prak.g_01906	Syaj.g_02147
OG0001522	Prak.g_00879	Syaj.g_00385
OG0001523	Prak.g_01555	Syaj.g_00673
OG0001524	Prak.g_01556	Syaj.g_00672
OG0001525	Prak.g_01610	Syaj.g_02159
OG0001527	Prak.g_00523	Syaj.g_00198
OG0001529	Prak.g_00041	Syaj.g_02311
OG0001530	Prak.g_00117	Syaj.g_01894
OG0001531	Prak.g_00255	Syaj.g_02879
OG0001532	Prak.g_01141	Syaj.g_00619
OG0001534	Prak.g_01029	Syaj.g_00794
OG0001535	Prak.g_01013	Syaj.g_00813
OG0001536	Prak.g_00969	Syaj.g_00903
OG0001537	Prak.g_00782	Syaj.g_01066
OG0001538	Prak.g_00850	Syaj.g_01018
OG0001539	Prak.g_00760	Syaj.g_00731
OG0001540	Prak.g_00138	Syaj.g_01931
OG0001541	Prak.g_00192	Syaj.g_02002
OG0001542	Prak.g_00198	Syaj.g_02011
OG0001543	Prak.g_01263	Syaj.g_02057
OG0001544	Prak.g_01905	Syaj.g_02146
OG0001545	Prak.g_01920	Syaj.g_02226
OG0001557	Prak.g_00786	Syaj.g_01058
OG0001559	Prak.g_00116	Syaj.g_01893
OG0001560	Prak.g_00105	Syaj.g_01879
OG0001561	Prak.g_01019	Syaj.g_00807
OG0001562	Prak.g_01006	Syaj.g_00821
OG0001563	Prak.g_01779	Syaj.g_02737
OG0001564	Prak.g_00060	Syaj.g_00657
OG0001572	Prak.g_00669	Syaj.g_00522
OG0001574	Prak.g_00521	Syaj.g_00196
OG0001575	Prak.g_00526	Syaj.g_00201
OG0001576	Prak.g_01291	Syaj.g_00266
OG0001577	Prak.g_01177	Syaj.g_00298
OG0001579	Prak.g_00346	Syaj.g_02777
OG0001580	Prak.g_00048	Syaj.g_02100
OG0001588	Prak.g_00387	Syaj.g_02467
OG0001589	Prak.g_01690	Syaj.g_01600
OG0001592	Prak.g_00047	Syaj.g_02101
OG0001614	Prak.g_01836	Syaj.g_02425
OG0001616	Prak.g_01149	Syaj.g_00642
OG0001617	Prak.g_00824	Syaj.g_00475
OG0001619	Prak.g_00962	Syaj.g_00914
OG0001620	Prak.g_00365	Syaj.g_02818
OG0001621	Prak.g_00270	Syaj.g_02606
OG0001622	Prak.g_01929	Syaj.g_02237
OG0001636	Prak.g_00035	Syaj.g_02303
OG0001638	Prak.g_01656	Syaj.g_01733
OG0001639	Prak.g_01440	Syaj.g_01636
OG0001640	Prak.g_00932	Syaj.g_00411
OG0001641	Prak.g_00994	Syaj.g_00840
OG0001642	Prak.g_00899	Syaj.g_00347
OG0001643	Prak.g_01103	Syaj.g_01278
OG0001644	Prak.g_01048	Syaj.g_00941
OG0001654	Prak.g_01438	Syaj.g_01634
OG0001656	Prak.g_00345	Syaj.g_02776
OG0001657	Prak.g_00167	Syaj.g_01976
OG0001658	Prak.g_00043	Syaj.g_02110
OG0001659	Prak.g_01517	Syaj.g_00634
OG0001676	Prak.g_00347	Syaj.g_02779
OG0001678	Prak.g_01712	Syaj.g_02640
OG0001679	Prak.g_00352	Syaj.g_00205
OG0001691	Prak.g_00934	Syaj.g_01312
OG0001693	Prak.g_01589	Syaj.g_00428
OG0001717	Prak.g_00684	Syaj.g_01988
OG0001733	Prak.g_01629	Syaj.g_00726
OG0001747	Prak.g_00388	Syaj.g_01958
OG0001758	Prak.g_01623	Syaj.g_00665
OG0001769	Prak.g_01224	Syaj.g_01264
OG0001770	Prak.g_01560	Syaj.g_02409
OG0001771	Prak.g_01572	Syaj.g_00669
OG0001795	Prak.g_01612, Prak.g_00735	Syaj.g_02873
OG0001807	Prak.g_00059	Syaj.g_02477
OG0001842	Prak.g_00714	Syaj.g_01627
OG0001916	Prak.g_00457	Syaj.g_00089
OG0001917	Prak.g_01014	Syaj.g_00812
OG0001930	Prak.g_00715	Syaj.g_01628
OG0001931	Prak.g_00716	Syaj.g_01629
OG0001956	Prak.g_00906	Syaj.g_02662
OG0001965	Prak.g_01579	Syaj.g_01254
OG0002019	Prak.g_01520	Syaj.g_01105
OG0002106	Prak.g_01249	Syaj.g_00365
OG0002384	Prak.g_01616	Syaj.g_01198
OG0002397	Prak.g_01004	Syaj.g_01136
OG0002487	Prak.g_01260	Syaj.g_01800
OG0002663	Prak.g_01624	Syaj.g_00130
