Orthogroup	Prak	Syai
OG0001169	Prak.g_01685	Syai.g_02258
OG0001170	Prak.g_01687	Syai.g_02260
OG0001171	Prak.g_01697	Syai.g_02270
OG0001172	Prak.g_01713	Syai.g_00323
OG0001173	Prak.g_01714	Syai.g_00324
OG0001174	Prak.g_01722	Syai.g_00332
OG0001175	Prak.g_01723	Syai.g_00333
OG0001176	Prak.g_01731	Syai.g_00352
OG0001177	Prak.g_01733	Syai.g_00350
OG0001178	Prak.g_01650	Syai.g_02383
OG0001179	Prak.g_01763	Syai.g_00385
OG0001180	Prak.g_01786	Syai.g_00410
OG0001181	Prak.g_01790	Syai.g_00414
OG0001182	Prak.g_01798	Syai.g_00423
OG0001183	Prak.g_01803	Syai.g_00429
OG0001184	Prak.g_01821	Syai.g_00156
OG0001185	Prak.g_01837	Syai.g_00117
OG0001186	Prak.g_01861	Syai.g_00084
OG0001187	Prak.g_01864	Syai.g_00081
OG0001188	Prak.g_01866	Syai.g_00078
OG0001189	Prak.g_01883	Syai.g_00061
OG0001190	Prak.g_01888	Syai.g_02776
OG0001191	Prak.g_01898	Syai.g_02788
OG0001192	Prak.g_01903	Syai.g_02793
OG0001193	Prak.g_01915	Syai.g_02835
OG0001194	Prak.g_01916	Syai.g_02838
OG0001195	Prak.g_01917	Syai.g_02839
OG0001196	Prak.g_01933	Syai.g_02913
OG0001197	Prak.g_01935	Syai.g_02915
OG0001198	Prak.g_01942	Syai.g_02930
OG0001199	Prak.g_00079	Syai.g_02480
OG0001200	Prak.g_00081	Syai.g_02482
OG0001202	Prak.g_00212	Syai.g_02674
OG0001203	Prak.g_00254	Syai.g_00540
OG0001204	Prak.g_00260	Syai.g_00312
OG0001205	Prak.g_00407	Syai.g_02212
OG0001206	Prak.g_00427	Syai.g_00853
OG0001207	Prak.g_00438	Syai.g_00629
OG0001208	Prak.g_00443	Syai.g_00640
OG0001209	Prak.g_00494	Syai.g_00711
OG0001210	Prak.g_00499	Syai.g_00720
OG0001211	Prak.g_00510	Syai.g_00735
OG0001212	Prak.g_00557	Syai.g_00799
OG0001213	Prak.g_00592	Syai.g_01082
OG0001214	Prak.g_01106	Syai.g_01106
OG0001215	Prak.g_00818	Syai.g_01958
OG0001216	Prak.g_00839	Syai.g_01388
OG0001217	Prak.g_00728	Syai.g_01185
OG0001218	Prak.g_01235	Syai.g_00893
OG0001219	Prak.g_00944	Syai.g_01561
OG0001220	Prak.g_00901	Syai.g_02087
OG0001221	Prak.g_00781	Syai.g_01284
OG0001222	Prak.g_01023	Syai.g_01516
OG0001223	Prak.g_00991	Syai.g_01463
OG0001224	Prak.g_00924	Syai.g_02011
OG0001225	Prak.g_00922	Syai.g_02009
OG0001226	Prak.g_00600	Syai.g_01154
OG0001227	Prak.g_01220	Syai.g_02806
OG0001228	Prak.g_01122	Syai.g_02218
OG0001229	Prak.g_01234	Syai.g_01986
OG0001230	Prak.g_01384	Syai.g_00964
OG0001231	Prak.g_00384	Syai.g_00017
OG0001232	Prak.g_01668	Syai.g_02410
OG0001233	Prak.g_01688	Syai.g_02261
OG0001234	Prak.g_01725	Syai.g_00337
OG0001235	Prak.g_01729	Syai.g_00343
OG0001236	Prak.g_01818	Syai.g_00159
OG0001237	Prak.g_01822	Syai.g_00137
OG0001238	Prak.g_01899	Syai.g_02789
OG0001239	Prak.g_00076	Syai.g_02477
OG0001240	Prak.g_00097	Syai.g_02527
OG0001241	Prak.g_00107	Syai.g_02537
OG0001242	Prak.g_00127	Syai.g_02566
OG0001243	Prak.g_00134	Syai.g_02573
OG0001244	Prak.g_00149	Syai.g_02605
OG0001245	Prak.g_01211	Syai.g_02091
OG0001247	Prak.g_00811	Syai.g_01380
OG0001248	Prak.g_00813	Syai.g_01377
OG0001249	Prak.g_00353	Syai.g_00464
OG0001250	Prak.g_00888	Syai.g_02053
OG0001251	Prak.g_00749	Syai.g_02845
OG0001252	Prak.g_00929	Syai.g_02018
OG0001254	Prak.g_01552	Syai.g_01744
OG0001255	Prak.g_01190	Syai.g_01915
OG0001256	Prak.g_01480	Syai.g_02362
OG0001258	Prak.g_01641	Syai.g_02372
OG0001259	Prak.g_01686	Syai.g_02259
OG0001260	Prak.g_01703	Syai.g_02281
OG0001261	Prak.g_01771	Syai.g_00394
OG0001262	Prak.g_01881	Syai.g_00063
OG0001263	Prak.g_00136	Syai.g_02576
OG0001265	Prak.g_00126	Syai.g_02563
OG0001266	Prak.g_00216	Syai.g_02679
OG0001267	Prak.g_00298	Syai.g_00259
OG0001268	Prak.g_00361	Syai.g_00492
OG0001269	Prak.g_00900	Syai.g_01699
OG0001270	Prak.g_00396	Syai.g_02231
OG0001271	Prak.g_00433	Syai.g_00862
OG0001272	Prak.g_00447	Syai.g_00644
OG0001273	Prak.g_01112	Syai.g_01099
OG0001274	Prak.g_00240	Syai.g_02706
OG0001275	Prak.g_01001	Syai.g_01447
OG0001276	Prak.g_01015	Syai.g_01431
OG0001277	Prak.g_01921	Syai.g_02899
OG0001278	Prak.g_01118	Syai.g_01799
OG0001279	Prak.g_00668	Syai.g_00991
OG0001280	Prak.g_01276	Syai.g_02176
OG0001281	Prak.g_01282	Syai.g_02186
OG0001282	Prak.g_01330	Syai.g_00627
OG0001283	Prak.g_01930	Syai.g_02908
OG0001284	Prak.g_01466	Syai.g_02338
OG0001285	Prak.g_01671	Syai.g_02866
OG0001286	Prak.g_01784	Syai.g_00408
OG0001287	Prak.g_01844	Syai.g_00109
OG0001289	Prak.g_00091	Syai.g_02504
OG0001290	Prak.g_00106	Syai.g_02536
OG0001291	Prak.g_00144	Syai.g_02587
OG0001292	Prak.g_00265	Syai.g_00306
OG0001293	Prak.g_00278	Syai.g_00285
OG0001295	Prak.g_01514	Syai.g_00722
OG0001296	Prak.g_00470	Syai.g_00672
OG0001297	Prak.g_00475	Syai.g_00676
OG0001298	Prak.g_00537	Syai.g_00773
OG0001299	Prak.g_01075	Syai.g_01236
OG0001300	Prak.g_00822	Syai.g_01982
OG0001301	Prak.g_00827	Syai.g_01995
OG0001302	Prak.g_00940	Syai.g_01142
OG0001303	Prak.g_01607	Syai.g_01559
OG0001304	Prak.g_01028	Syai.g_01418
OG0001305	Prak.g_00916	Syai.g_02001
OG0001306	Prak.g_01187	Syai.g_02160
OG0001307	Prak.g_01304	Syai.g_01717
OG0001308	Prak.g_01401	Syai.g_00943
OG0001309	Prak.g_01508	Syai.g_00682
OG0001311	Prak.g_01017	Syai.g_01429
OG0001312	Prak.g_00953	Syai.g_01549
OG0001314	Prak.g_00635	Syai.g_01341, Syai.g_01810
OG0001315	Prak.g_01225	Syai.g_00427
OG0001316	Prak.g_00148	Syai.g_02593
OG0001317	Prak.g_00250	Syai.g_00534
OG0001318	Prak.g_00274	Syai.g_00293
OG0001319	Prak.g_00291	Syai.g_00270
OG0001321	Prak.g_00413	Syai.g_02195
OG0001322	Prak.g_00414	Syai.g_02194
OG0001323	Prak.g_00480	Syai.g_00685
OG0001324	Prak.g_00823	Syai.g_01983
OG0001325	Prak.g_01058	Syai.g_01392
OG0001327	Prak.g_00758	Syai.g_01250
OG0001328	Prak.g_01258	Syai.g_01278
OG0001330	Prak.g_01497	Syai.g_02167
OG0001331	Prak.g_01335	Syai.g_00622
OG0001332	Prak.g_01437	Syai.g_02293
OG0001333	Prak.g_01682	Syai.g_02255
OG0001334	Prak.g_01806	Syai.g_00438
OG0001335	Prak.g_01807	Syai.g_00439
OG0001337	Prak.g_00348	Syai.g_00434, Syai.g_00452
OG0001338	Prak.g_00351	Syai.g_00448, Syai.g_01658, Syai.g_00456
OG0001339	Prak.g_00109	Syai.g_02539
OG0001340	Prak.g_00349	Syai.g_00453
OG0001343	Prak.g_00746	Syai.g_02842
OG0001344	Prak.g_01168	Syai.g_02139
OG0001345	Prak.g_01152	Syai.g_02110
OG0001346	Prak.g_01278	Syai.g_02180
OG0001348	Prak.g_01512	Syai.g_02033
OG0001349	Prak.g_01353	Syai.g_02417
OG0001350	Prak.g_00253	Syai.g_00539
OG0001351	Prak.g_00419	Syai.g_00843
OG0001352	Prak.g_00807	Syai.g_00700
OG0001353	Prak.g_00878	Syai.g_02042
OG0001354	Prak.g_00983	Syai.g_01477
OG0001355	Prak.g_01037	Syai.g_01698
OG0001356	Prak.g_01633	Syai.g_02032
OG0001357	Prak.g_01251	Syai.g_00918, Syai.g_01612
OG0001359	Prak.g_00747	Syai.g_02841
OG0001362	Prak.g_01405	Syai.g_00938
OG0001363	Prak.g_01407	Syai.g_00936
OG0001364	Prak.g_01809	Syai.g_00173
OG0001368	Prak.g_01252, Prak.g_00699, Prak.g_00633	Syai.g_00313
OG0001370	Prak.g_00424	Syai.g_02317
OG0001375	Prak.g_00745	Syai.g_02843
OG0001379	Prak.g_01271	Syai.g_02169
OG0001380	Prak.g_01237	Syai.g_01168
OG0001381	Prak.g_01197	Syai.g_02819, Syai.g_01723
OG0001394	Prak.g_00785	Syai.g_01290
OG0001397	Prak.g_01406	Syai.g_00937
OG0001398	Prak.g_01537	Syai.g_01587
OG0001401	Prak.g_00883	Syai.g_02046, Syai.g_02047
OG0001402	Prak.g_00586	Syai.g_01070
OG0001404	Prak.g_00073	Syai.g_02473
OG0001407	Prak.g_01244	Syai.g_00701
OG0001414	Prak.g_00245	Syai.g_01722
OG0001419	Prak.g_01243	Syai.g_00702
OG0001421	Prak.g_01481	Syai.g_01621
OG0001422	Prak.g_01247	Syai.g_02171
OG0001423	Prak.g_00645	Syai.g_02446, Syai.g_02822, Syai.g_02466
OG0001425	Prak.g_01902	Syai.g_02792
OG0001428	Prak.g_00184	Syai.g_02637
OG0001430	Prak.g_01236	Syai.g_02768
OG0001433	Prak.g_01632	Syai.g_02031
OG0001435	Prak.g_00766	Syai.g_01256
OG0001443	Prak.g_01233	Syai.g_02800
OG0001446	Prak.g_00717	Syai.g_00832
OG0001448	Prak.g_00417	Syai.g_02808
OG0001460	Prak.g_01631	Syai.g_02030
OG0001461	Prak.g_00057	Syai.g_01730
OG0001465	Prak.g_00834	Syai.g_01384
OG0001467	Prak.g_01324	Syai.g_01141
OG0001468	Prak.g_00737	Syai.g_01144
OG0001472	Prak.g_00609	Syai.g_01931
OG0001476	Prak.g_01165	Syai.g_02131
OG0001477	Prak.g_00691	Syai.g_01992
OG0001484	Prak.g_01496	Syai.g_02864
OG0001487	Prak.g_01431	Syai.g_00894
OG0001488	Prak.g_01159	Syai.g_02121
OG0001489	Prak.g_01795	Syai.g_00419
OG0001496	Prak.g_00689	Syai.g_01990
OG0001497	Prak.g_00690	Syai.g_01991
OG0001498	Prak.g_00380	Syai.g_00518
OG0001510	Prak.g_01848	Syai.g_00105
OG0001511	Prak.g_00118	Syai.g_02549
OG0001512	Prak.g_01229	Syai.g_00541
OG0001514	Prak.g_00688	Syai.g_01989
OG0001515	Prak.g_00820	Syai.g_01978
OG0001516	Prak.g_01078	Syai.g_01233
OG0001517	Prak.g_00357	Syai.g_00487
OG0001518	Prak.g_01901	Syai.g_02791
OG0001519	Prak.g_01906	Syai.g_02802
OG0001527	Prak.g_00523	Syai.g_00749
OG0001529	Prak.g_00041	Syai.g_00054
OG0001530	Prak.g_00117	Syai.g_02547
OG0001531	Prak.g_00255	Syai.g_00542
OG0001532	Prak.g_01141	Syai.g_01764
OG0001534	Prak.g_01029	Syai.g_01417
OG0001535	Prak.g_01013	Syai.g_01433
OG0001536	Prak.g_00969	Syai.g_01508
OG0001537	Prak.g_00782	Syai.g_01285
OG0001538	Prak.g_00850	Syai.g_01326
OG0001539	Prak.g_00760	Syai.g_01252
OG0001540	Prak.g_00138	Syai.g_02578
OG0001541	Prak.g_00192	Syai.g_02646
OG0001542	Prak.g_00198	Syai.g_02655
OG0001543	Prak.g_01263	Syai.g_02692
OG0001544	Prak.g_01905	Syai.g_02801
OG0001545	Prak.g_01920	Syai.g_02898
OG0001549	Prak.g_00910	Syai.g_02106
OG0001552	Prak.g_01484	Syai.g_01018
OG0001557	Prak.g_00786	Syai.g_01291
OG0001559	Prak.g_00116	Syai.g_02546
OG0001560	Prak.g_00105	Syai.g_02535
OG0001561	Prak.g_01019	Syai.g_01427
OG0001562	Prak.g_01006	Syai.g_01441
OG0001563	Prak.g_01779	Syai.g_00403
OG0001564	Prak.g_00060	Syai.g_02869
OG0001572	Prak.g_00669	Syai.g_00564
OG0001574	Prak.g_00521	Syai.g_00747
OG0001575	Prak.g_00526	Syai.g_00752
OG0001576	Prak.g_01291	Syai.g_00817
OG0001577	Prak.g_01177	Syai.g_02148
OG0001579	Prak.g_00346	Syai.g_00447
OG0001580	Prak.g_00048	Syai.g_02758
OG0001588	Prak.g_00387	Syai.g_00170
OG0001589	Prak.g_01690	Syai.g_02263
OG0001591	Prak.g_00799	Syai.g_01244
OG0001592	Prak.g_00047	Syai.g_02760
OG0001614	Prak.g_01836	Syai.g_00119
OG0001616	Prak.g_01149	Syai.g_01751
OG0001617	Prak.g_00824	Syai.g_01985
OG0001619	Prak.g_00962	Syai.g_01519
OG0001620	Prak.g_00365	Syai.g_00499
OG0001621	Prak.g_00270	Syai.g_00297
OG0001622	Prak.g_01929	Syai.g_02907
OG0001638	Prak.g_01656	Syai.g_02390
OG0001639	Prak.g_01440	Syai.g_02297
OG0001640	Prak.g_00932	Syai.g_02022
OG0001641	Prak.g_00994	Syai.g_01457
OG0001642	Prak.g_00899	Syai.g_02085
OG0001643	Prak.g_01103	Syai.g_01109
OG0001644	Prak.g_01048	Syai.g_01406
OG0001654	Prak.g_01438	Syai.g_02295
OG0001656	Prak.g_00345	Syai.g_00445
OG0001657	Prak.g_00167	Syai.g_02619
OG0001658	Prak.g_00043	Syai.g_02775
OG0001659	Prak.g_01517	Syai.g_01759
OG0001676	Prak.g_00347	Syai.g_00444
OG0001678	Prak.g_01712	Syai.g_00322
OG0001679	Prak.g_00352	Syai.g_00756
OG0001691	Prak.g_00934	Syai.g_01064
OG0001717	Prak.g_00684	Syai.g_02632
OG0001733	Prak.g_01629	Syai.g_01247
OG0001747	Prak.g_00388	Syai.g_02600
OG0001758	Prak.g_01623	Syai.g_01708
OG0001769	Prak.g_01224	Syai.g_01123
OG0001771	Prak.g_01572	Syai.g_01697
OG0001807	Prak.g_00059	Syai.g_00177
OG0001842	Prak.g_00714	Syai.g_02289
OG0001875	Prak.g_01622	Syai.g_01707
OG0001876	Prak.g_01621	Syai.g_01706
OG0001916	Prak.g_00457	Syai.g_00655
OG0001917	Prak.g_01014	Syai.g_01432
OG0001930	Prak.g_00715	Syai.g_02290
OG0001931	Prak.g_00716	Syai.g_02291
OG0001965	Prak.g_01579	Syai.g_01131
OG0001996	Prak.g_00029	Syai.g_00036
OG0002106	Prak.g_01249	Syai.g_00555
OG0002177	Prak.g_00597	Syai.g_01182
OG0002293	Prak.g_00674	Syai.g_00879
OG0002348	Prak.g_01511	Syai.g_01637
OG0002384	Prak.g_01616	Syai.g_00598
OG0002389	Prak.g_01799	Syai.g_00424
OG0002436	Prak.g_01575	Syai.g_00606
OG0002487	Prak.g_01260	Syai.g_01842
OG0002518	Prak.g_00616	Syai.g_01532, Syai.g_01662
OG0002663	Prak.g_01624	Syai.g_02098
OG0002927	Prak.g_00941	Syai.g_00581
