Orthogroup	Prak	Syaa
OG0001124	Prak.g_01018	Syaa.g_01292
OG0001125	Prak.g_01020	Syaa.g_01290
OG0001126	Prak.g_00931	Syaa.g_00864
OG0001127	Prak.g_00930	Syaa.g_00865
OG0001128	Prak.g_00928	Syaa.g_00868
OG0001129	Prak.g_00927	Syaa.g_00870
OG0001130	Prak.g_00926	Syaa.g_00871
OG0001131	Prak.g_00383	Syaa.g_01108
OG0001132	Prak.g_00712	Syaa.g_01468
OG0001133	Prak.g_01328	Syaa.g_01656
OG0001134	Prak.g_01550	Syaa.g_01028
OG0001136	Prak.g_01175	Syaa.g_00767
OG0001137	Prak.g_01163	Syaa.g_00786
OG0001138	Prak.g_01142	Syaa.g_01002
OG0001139	Prak.g_01140	Syaa.g_01000
OG0001140	Prak.g_01139	Syaa.g_00999
OG0001141	Prak.g_01138	Syaa.g_00998
OG0001142	Prak.g_01137	Syaa.g_00997
OG0001143	Prak.g_01130	Syaa.g_00987
OG0001144	Prak.g_01125	Syaa.g_00978
OG0001145	Prak.g_01269	Syaa.g_00748
OG0001146	Prak.g_01281	Syaa.g_00729
OG0001147	Prak.g_01301	Syaa.g_01837
OG0001148	Prak.g_01331	Syaa.g_02061
OG0001149	Prak.g_01332	Syaa.g_02062
OG0001150	Prak.g_01333	Syaa.g_02063
OG0001151	Prak.g_01344	Syaa.g_02076
OG0001152	Prak.g_01345	Syaa.g_02077
OG0001153	Prak.g_01423	Syaa.g_01811
OG0001154	Prak.g_01424	Syaa.g_01812
OG0001156	Prak.g_01444	Syaa.g_00623
OG0001157	Prak.g_01445	Syaa.g_00622
OG0001158	Prak.g_01446	Syaa.g_00619
OG0001159	Prak.g_01447	Syaa.g_00618
OG0001160	Prak.g_01473	Syaa.g_00574
OG0001161	Prak.g_01588	Syaa.g_02620
OG0001162	Prak.g_01526	Syaa.g_01203
OG0001163	Prak.g_01636	Syaa.g_00566
OG0001164	Prak.g_01640	Syaa.g_00560
OG0001165	Prak.g_01643	Syaa.g_00555
OG0001166	Prak.g_01664	Syaa.g_00527
OG0001167	Prak.g_01681	Syaa.g_00673
OG0001168	Prak.g_01683	Syaa.g_00672
OG0001169	Prak.g_01685	Syaa.g_00670
OG0001170	Prak.g_01687	Syaa.g_00668
OG0001171	Prak.g_01697	Syaa.g_00655
OG0001172	Prak.g_01713	Syaa.g_02347
OG0001173	Prak.g_01714	Syaa.g_02346
OG0001174	Prak.g_01722	Syaa.g_02338
OG0001175	Prak.g_01723	Syaa.g_02337
OG0001176	Prak.g_01731	Syaa.g_02314
OG0001177	Prak.g_01733	Syaa.g_02316
OG0001178	Prak.g_01650	Syaa.g_00546
OG0001179	Prak.g_01763	Syaa.g_02268
OG0001180	Prak.g_01786	Syaa.g_02243
OG0001181	Prak.g_01790	Syaa.g_02239
OG0001182	Prak.g_01798	Syaa.g_02230
OG0001183	Prak.g_01803	Syaa.g_02224
OG0001184	Prak.g_01821	Syaa.g_00151
OG0001186	Prak.g_01861	Syaa.g_00081
OG0001187	Prak.g_01864	Syaa.g_00082
OG0001188	Prak.g_01866	Syaa.g_00075
OG0001189	Prak.g_01883	Syaa.g_00057
OG0001190	Prak.g_01888	Syaa.g_02592
OG0001191	Prak.g_01898	Syaa.g_02605
OG0001192	Prak.g_01903	Syaa.g_02612
OG0001193	Prak.g_01915	Syaa.g_02658
OG0001194	Prak.g_01916	Syaa.g_02660
OG0001195	Prak.g_01917	Syaa.g_02661
OG0001196	Prak.g_01933	Syaa.g_02741
OG0001197	Prak.g_01935	Syaa.g_02743
OG0001198	Prak.g_01942	Syaa.g_02755
OG0001199	Prak.g_00079	Syaa.g_00347
OG0001200	Prak.g_00081	Syaa.g_00345
OG0001201	Prak.g_00114	Syaa.g_02381
OG0001202	Prak.g_00212	Syaa.g_02528
OG0001203	Prak.g_00254	Syaa.g_02106
OG0001204	Prak.g_00260	Syaa.g_00316
OG0001205	Prak.g_00407	Syaa.g_00713
OG0001206	Prak.g_00427	Syaa.g_01855
OG0001207	Prak.g_00438	Syaa.g_02058
OG0001208	Prak.g_00443	Syaa.g_02049
OG0001209	Prak.g_00494	Syaa.g_01977
OG0001210	Prak.g_00499	Syaa.g_01967
OG0001211	Prak.g_00510	Syaa.g_01950
OG0001212	Prak.g_00557	Syaa.g_01892
OG0001213	Prak.g_00592	Syaa.g_01646
OG0001214	Prak.g_01106	Syaa.g_01631
OG0001215	Prak.g_00818	Syaa.g_00914
OG0001216	Prak.g_00839	Syaa.g_01238
OG0001217	Prak.g_00728	Syaa.g_01559
OG0001218	Prak.g_01235	Syaa.g_01820
OG0001219	Prak.g_00944	Syaa.g_01404
OG0001220	Prak.g_00901	Syaa.g_00812
OG0001221	Prak.g_00781	Syaa.g_01111
OG0001222	Prak.g_01023	Syaa.g_01371
OG0001223	Prak.g_00991	Syaa.g_01326
OG0001224	Prak.g_00924	Syaa.g_00874
OG0001225	Prak.g_00922	Syaa.g_00876
OG0001226	Prak.g_00600	Syaa.g_01579
OG0001227	Prak.g_01220	Syaa.g_02622
OG0001228	Prak.g_01122	Syaa.g_00695
OG0001229	Prak.g_01234	Syaa.g_00899
OG0001230	Prak.g_01384	Syaa.g_01764
OG0001231	Prak.g_00384	Syaa.g_00017
OG0001232	Prak.g_01668	Syaa.g_00508
OG0001233	Prak.g_01688	Syaa.g_00667
OG0001234	Prak.g_01725	Syaa.g_02333
OG0001235	Prak.g_01729	Syaa.g_02323
OG0001236	Prak.g_01818	Syaa.g_00154
OG0001238	Prak.g_01899	Syaa.g_02607
OG0001239	Prak.g_00076	Syaa.g_00350
OG0001240	Prak.g_00097	Syaa.g_02364
OG0001241	Prak.g_00107	Syaa.g_02374
OG0001242	Prak.g_00127	Syaa.g_02407
OG0001243	Prak.g_00134	Syaa.g_02415
OG0001244	Prak.g_00149	Syaa.g_02445
OG0001245	Prak.g_01211	Syaa.g_01492
OG0001247	Prak.g_00811	Syaa.g_01207
OG0001248	Prak.g_00813	Syaa.g_01204
OG0001250	Prak.g_00888	Syaa.g_00832
OG0001251	Prak.g_00749	Syaa.g_02667
OG0001252	Prak.g_00929	Syaa.g_00867
OG0001253	Prak.g_00603	Syaa.g_01467
OG0001254	Prak.g_01552	Syaa.g_01029
OG0001255	Prak.g_01190	Syaa.g_01696
OG0001256	Prak.g_01480	Syaa.g_00567
OG0001258	Prak.g_01641	Syaa.g_00557
OG0001259	Prak.g_01686	Syaa.g_00669
OG0001260	Prak.g_01703	Syaa.g_00642
OG0001261	Prak.g_01771	Syaa.g_02259
OG0001262	Prak.g_01881	Syaa.g_00059
OG0001263	Prak.g_00136	Syaa.g_02418
OG0001265	Prak.g_00126	Syaa.g_02405
OG0001266	Prak.g_00216	Syaa.g_02532
OG0001267	Prak.g_00298	Syaa.g_00262
OG0001268	Prak.g_00361	Syaa.g_02176
OG0001269	Prak.g_00900	Syaa.g_01499
OG0001270	Prak.g_00396	Syaa.g_00701
OG0001271	Prak.g_00433	Syaa.g_01845
OG0001272	Prak.g_00447	Syaa.g_02045
OG0001273	Prak.g_01112	Syaa.g_01639
OG0001274	Prak.g_00240	Syaa.g_02563
OG0001275	Prak.g_01001	Syaa.g_01311
OG0001276	Prak.g_01015	Syaa.g_01295
OG0001277	Prak.g_01921	Syaa.g_02724
OG0001278	Prak.g_01118	Syaa.g_00966
OG0001279	Prak.g_00668	Syaa.g_01749
OG0001280	Prak.g_01276	Syaa.g_00738
OG0001281	Prak.g_01282	Syaa.g_00728
OG0001282	Prak.g_01330	Syaa.g_02060
OG0001283	Prak.g_01930	Syaa.g_02734
OG0001284	Prak.g_01466	Syaa.g_00583
OG0001286	Prak.g_01784	Syaa.g_02245
OG0001287	Prak.g_01844	Syaa.g_00121
OG0001289	Prak.g_00091	Syaa.g_00327
OG0001290	Prak.g_00106	Syaa.g_02373
OG0001291	Prak.g_00144	Syaa.g_02428
OG0001292	Prak.g_00265	Syaa.g_00310
OG0001293	Prak.g_00278	Syaa.g_00288
OG0001295	Prak.g_01514	Syaa.g_01964
OG0001296	Prak.g_00470	Syaa.g_02017
OG0001297	Prak.g_00475	Syaa.g_02013
OG0001298	Prak.g_00537	Syaa.g_01913
OG0001299	Prak.g_01075	Syaa.g_01070
OG0001300	Prak.g_00822	Syaa.g_00905
OG0001301	Prak.g_00827	Syaa.g_00891
OG0001302	Prak.g_00940	Syaa.g_01600
OG0001303	Prak.g_01607	Syaa.g_01402
OG0001304	Prak.g_01028	Syaa.g_01281
OG0001305	Prak.g_00916	Syaa.g_00885
OG0001306	Prak.g_01187	Syaa.g_00753
OG0001309	Prak.g_01508	Syaa.g_02005
OG0001310	Prak.g_01658	Syaa.g_00535
OG0001311	Prak.g_01017	Syaa.g_01293
OG0001312	Prak.g_00953	Syaa.g_01391
OG0001314	Prak.g_00635	Syaa.g_01225
OG0001315	Prak.g_01225	Syaa.g_02226
OG0001316	Prak.g_00148	Syaa.g_02434
OG0001317	Prak.g_00250	Syaa.g_02112
OG0001318	Prak.g_00274	Syaa.g_00296
OG0001319	Prak.g_00291	Syaa.g_00273
OG0001321	Prak.g_00413	Syaa.g_00719
OG0001322	Prak.g_00414	Syaa.g_00720
OG0001323	Prak.g_00480	Syaa.g_02002
OG0001324	Prak.g_00823	Syaa.g_00904
OG0001325	Prak.g_01058	Syaa.g_01243
OG0001327	Prak.g_00758	Syaa.g_01083
OG0001328	Prak.g_01258	Syaa.g_01104
OG0001330	Prak.g_01497	Syaa.g_00746
OG0001331	Prak.g_01335	Syaa.g_02065
OG0001334	Prak.g_01806	Syaa.g_02216
OG0001335	Prak.g_01807	Syaa.g_02215
OG0001337	Prak.g_00348	Syaa.g_02219, Syaa.g_02200
OG0001338	Prak.g_00351	Syaa.g_02206, Syaa.g_02184, Syaa.g_02195
OG0001339	Prak.g_00109	Syaa.g_02376
OG0001340	Prak.g_00349	Syaa.g_02199
OG0001341	Prak.g_01227	Syaa.g_00897
OG0001343	Prak.g_00746	Syaa.g_02664
OG0001344	Prak.g_01168	Syaa.g_00775
OG0001345	Prak.g_01152	Syaa.g_00803
OG0001346	Prak.g_01278	Syaa.g_00734
OG0001348	Prak.g_01512	Syaa.g_00847
OG0001349	Prak.g_01353	Syaa.g_00437
OG0001350	Prak.g_00253	Syaa.g_02107
OG0001351	Prak.g_00419	Syaa.g_01863
OG0001352	Prak.g_00807	Syaa.g_01987
OG0001353	Prak.g_00878	Syaa.g_00841
OG0001354	Prak.g_00983	Syaa.g_01338
OG0001355	Prak.g_01037	Syaa.g_01524
OG0001356	Prak.g_01633	Syaa.g_00848
OG0001357	Prak.g_01251	Syaa.g_02307
OG0001359	Prak.g_00747	Syaa.g_02663
OG0001362	Prak.g_01405	Syaa.g_01789
OG0001363	Prak.g_01407	Syaa.g_01791
OG0001364	Prak.g_01809	Syaa.g_00171
OG0001368	Prak.g_01252, Prak.g_00699, Prak.g_00633	Syaa.g_00317
OG0001369	Prak.g_00096	Syaa.g_02363
OG0001370	Prak.g_00424	Syaa.g_02140, Syaa.g_01218
OG0001375	Prak.g_00745	Syaa.g_02665
OG0001379	Prak.g_01271	Syaa.g_00744
OG0001382	Prak.g_01240	Syaa.g_01866
OG0001394	Prak.g_00785	Syaa.g_01118
OG0001398	Prak.g_01537	Syaa.g_01424
OG0001401	Prak.g_00883	Syaa.g_00837
OG0001402	Prak.g_00586	Syaa.g_01658
OG0001404	Prak.g_00073	Syaa.g_00355
OG0001407	Prak.g_01244	Syaa.g_01986
OG0001411	Prak.g_00066	Syaa.g_00457
OG0001419	Prak.g_01243	Syaa.g_01985
OG0001421	Prak.g_01481	Syaa.g_01583, Syaa.g_01469
OG0001422	Prak.g_01247	Syaa.g_00743
OG0001423	Prak.g_00645	Syaa.g_00365
OG0001428	Prak.g_00184	Syaa.g_02481
OG0001430	Prak.g_01236	Syaa.g_02584
OG0001433	Prak.g_01632	Syaa.g_00849
OG0001434	Prak.g_00790	Syaa.g_01123
OG0001435	Prak.g_00766	Syaa.g_01090
OG0001443	Prak.g_01233	Syaa.g_02617
OG0001448	Prak.g_00417	Syaa.g_00423
OG0001460	Prak.g_01631	Syaa.g_00850
OG0001461	Prak.g_00057	Syaa.g_02328
OG0001465	Prak.g_00834	Syaa.g_01211
OG0001467	Prak.g_01324	Syaa.g_01601
OG0001468	Prak.g_00737	Syaa.g_01597
OG0001477	Prak.g_00691	Syaa.g_00893
OG0001486	Prak.g_01174	Syaa.g_00768
OG0001487	Prak.g_01431	Syaa.g_01819
OG0001488	Prak.g_01159	Syaa.g_00791
OG0001489	Prak.g_01795	Syaa.g_02234
OG0001496	Prak.g_00689	Syaa.g_00895
OG0001497	Prak.g_00690	Syaa.g_00894
OG0001498	Prak.g_00380	Syaa.g_02148
OG0001505	Prak.g_00695	Syaa.g_00495
OG0001510	Prak.g_01848	Syaa.g_00116
OG0001511	Prak.g_00118	Syaa.g_02389
OG0001512	Prak.g_01229	Syaa.g_02105
OG0001514	Prak.g_00688	Syaa.g_00896
OG0001515	Prak.g_00820	Syaa.g_00909
OG0001516	Prak.g_01078	Syaa.g_01067
OG0001517	Prak.g_00357	Syaa.g_02181
OG0001518	Prak.g_01901	Syaa.g_02609
OG0001519	Prak.g_01906	Syaa.g_02619
OG0001523	Prak.g_01555	Syaa.g_02713
OG0001524	Prak.g_01556	Syaa.g_02714
OG0001527	Prak.g_00523	Syaa.g_01936
OG0001529	Prak.g_00041	Syaa.g_00050
OG0001530	Prak.g_00117	Syaa.g_02387
OG0001531	Prak.g_00255	Syaa.g_02104
OG0001532	Prak.g_01141	Syaa.g_01001
OG0001534	Prak.g_01029	Syaa.g_01280
OG0001535	Prak.g_01013	Syaa.g_01297
OG0001536	Prak.g_00969	Syaa.g_01362
OG0001537	Prak.g_00782	Syaa.g_01112
OG0001538	Prak.g_00850	Syaa.g_01159
OG0001539	Prak.g_00760	Syaa.g_01085
OG0001540	Prak.g_00138	Syaa.g_02420
OG0001541	Prak.g_00192	Syaa.g_02490
OG0001542	Prak.g_00198	Syaa.g_02499
OG0001543	Prak.g_01263	Syaa.g_02547
OG0001544	Prak.g_01905	Syaa.g_02618
OG0001545	Prak.g_01920	Syaa.g_02723
OG0001549	Prak.g_00910	Syaa.g_00806
OG0001552	Prak.g_01484	Syaa.g_01229
OG0001557	Prak.g_00786	Syaa.g_01119
OG0001559	Prak.g_00116	Syaa.g_02386
OG0001560	Prak.g_00105	Syaa.g_02372
OG0001561	Prak.g_01019	Syaa.g_01291
OG0001562	Prak.g_01006	Syaa.g_01305
OG0001563	Prak.g_01779	Syaa.g_02250
OG0001564	Prak.g_00060	Syaa.g_02683
OG0001572	Prak.g_00669	Syaa.g_01180
OG0001574	Prak.g_00521	Syaa.g_01938
OG0001575	Prak.g_00526	Syaa.g_01933
OG0001577	Prak.g_01177	Syaa.g_00765
OG0001579	Prak.g_00346	Syaa.g_02207
OG0001580	Prak.g_00048	Syaa.g_02580
OG0001588	Prak.g_00387	Syaa.g_00168
OG0001589	Prak.g_01690	Syaa.g_00664
OG0001591	Prak.g_00799	Syaa.g_01078
OG0001592	Prak.g_00047	Syaa.g_02581
OG0001607	Prak.g_00659	Syaa.g_01519
OG0001614	Prak.g_01836	Syaa.g_00130
OG0001616	Prak.g_01149	Syaa.g_01024
OG0001617	Prak.g_00824	Syaa.g_00901
OG0001619	Prak.g_00962	Syaa.g_01374
OG0001620	Prak.g_00365	Syaa.g_02169
OG0001621	Prak.g_00270	Syaa.g_00300
OG0001622	Prak.g_01929	Syaa.g_02733
OG0001636	Prak.g_00035	Syaa.g_00043
OG0001638	Prak.g_01656	Syaa.g_00538
OG0001639	Prak.g_01440	Syaa.g_00626
OG0001640	Prak.g_00932	Syaa.g_00862
OG0001641	Prak.g_00994	Syaa.g_01321
OG0001642	Prak.g_00899	Syaa.g_00814
OG0001643	Prak.g_01103	Syaa.g_01628
OG0001644	Prak.g_01048	Syaa.g_01263
OG0001654	Prak.g_01438	Syaa.g_00628
OG0001656	Prak.g_00345	Syaa.g_02209
OG0001657	Prak.g_00167	Syaa.g_02464
OG0001658	Prak.g_00043	Syaa.g_02591
OG0001659	Prak.g_01517	Syaa.g_01006
OG0001678	Prak.g_01712	Syaa.g_02348
OG0001691	Prak.g_00934	Syaa.g_01665
OG0001693	Prak.g_01589	Syaa.g_00880
OG0001709	Prak.g_01367	Syaa.g_00453
OG0001717	Prak.g_00684	Syaa.g_02476
OG0001733	Prak.g_01629	Syaa.g_01080
OG0001747	Prak.g_00388	Syaa.g_02442
OG0001769	Prak.g_01224	Syaa.g_01614
OG0001770	Prak.g_01560	Syaa.g_00115
OG0001771	Prak.g_01572	Syaa.g_01514
OG0001807	Prak.g_00059	Syaa.g_00176
OG0001842	Prak.g_00714	Syaa.g_00634
OG0001916	Prak.g_00457	Syaa.g_02034
OG0001917	Prak.g_01014	Syaa.g_01296
OG0001930	Prak.g_00715	Syaa.g_00633
OG0001931	Prak.g_00716	Syaa.g_00632
OG0001965	Prak.g_01579	Syaa.g_01602
OG0001996	Prak.g_00029	Syaa.g_00036
OG0002019	Prak.g_01520	Syaa.g_01419
OG0002096	Prak.g_00698, Prak.g_01364	Syaa.g_00492
OG0002106	Prak.g_01249	Syaa.g_02085
OG0002344	Prak.g_00375	Syaa.g_02159, Syaa.g_02396
