Orthogroup	Prak	Syab
OG0001170	Prak.g_01687	Syab.g_02328
OG0001171	Prak.g_01697	Syab.g_02339
OG0001172	Prak.g_01713	Syab.g_00371
OG0001173	Prak.g_01714	Syab.g_00372
OG0001174	Prak.g_01722	Syab.g_00380
OG0001175	Prak.g_01723	Syab.g_00381
OG0001176	Prak.g_01731	Syab.g_00398
OG0001177	Prak.g_01733	Syab.g_00396
OG0001178	Prak.g_01650	Syab.g_02263
OG0001179	Prak.g_01763	Syab.g_00427
OG0001180	Prak.g_01786	Syab.g_00453
OG0001181	Prak.g_01790	Syab.g_00457
OG0001182	Prak.g_01798	Syab.g_00467
OG0001183	Prak.g_01803	Syab.g_00474
OG0001184	Prak.g_01821	Syab.g_00196
OG0001185	Prak.g_01837	Syab.g_00119
OG0001186	Prak.g_01861	Syab.g_00085
OG0001187	Prak.g_01864	Syab.g_00081
OG0001188	Prak.g_01866	Syab.g_00079
OG0001189	Prak.g_01883	Syab.g_00058
OG0001190	Prak.g_01888	Syab.g_02755
OG0001191	Prak.g_01898	Syab.g_02771
OG0001192	Prak.g_01903	Syab.g_02778
OG0001193	Prak.g_01915	Syab.g_02827
OG0001194	Prak.g_01916	Syab.g_02833
OG0001195	Prak.g_01917	Syab.g_02834
OG0001196	Prak.g_01933	Syab.g_02896
OG0001197	Prak.g_01935	Syab.g_02898
OG0001198	Prak.g_01942	Syab.g_02911
OG0001199	Prak.g_00079	Syab.g_02440
OG0001200	Prak.g_00081	Syab.g_02442
OG0001201	Prak.g_00114	Syab.g_02501
OG0001202	Prak.g_00212	Syab.g_02635
OG0001203	Prak.g_00254	Syab.g_02369
OG0001204	Prak.g_00260	Syab.g_00353
OG0001205	Prak.g_00407	Syab.g_00593
OG0001206	Prak.g_00427	Syab.g_00641
OG0001207	Prak.g_00438	Syab.g_02088
OG0001208	Prak.g_00443	Syab.g_02098
OG0001209	Prak.g_00494	Syab.g_02038
OG0001210	Prak.g_00499	Syab.g_02030
OG0001211	Prak.g_00510	Syab.g_02013
OG0001212	Prak.g_00557	Syab.g_01955
OG0001213	Prak.g_00592	Syab.g_01886
OG0001214	Prak.g_01106	Syab.g_01872
OG0001215	Prak.g_00818	Syab.g_01171
OG0001216	Prak.g_00839	Syab.g_01269
OG0001217	Prak.g_00728	Syab.g_01464
OG0001218	Prak.g_01235	Syab.g_00723
OG0001220	Prak.g_00901	Syab.g_01737
OG0001221	Prak.g_00781	Syab.g_01607
OG0001222	Prak.g_01023	Syab.g_01396
OG0001223	Prak.g_00991	Syab.g_01345
OG0001224	Prak.g_00924	Syab.g_01214
OG0001225	Prak.g_00922	Syab.g_01212
OG0001226	Prak.g_00600	Syab.g_02450
OG0001227	Prak.g_01220	Syab.g_00891
OG0001228	Prak.g_01122	Syab.g_01697
OG0001229	Prak.g_01234	Syab.g_01184
OG0001230	Prak.g_01384	Syab.g_00791
OG0001231	Prak.g_00384	Syab.g_00017
OG0001232	Prak.g_01668	Syab.g_02306
OG0001233	Prak.g_01688	Syab.g_02329
OG0001234	Prak.g_01725	Syab.g_00385
OG0001235	Prak.g_01729	Syab.g_00391
OG0001236	Prak.g_01818	Syab.g_00200
OG0001237	Prak.g_01822	Syab.g_00192
OG0001238	Prak.g_01899	Syab.g_02773
OG0001239	Prak.g_00076	Syab.g_02437
OG0001240	Prak.g_00097	Syab.g_02484
OG0001241	Prak.g_00107	Syab.g_02494
OG0001242	Prak.g_00127	Syab.g_02525
OG0001243	Prak.g_00134	Syab.g_02533
OG0001244	Prak.g_00149	Syab.g_02561
OG0001245	Prak.g_01211	Syab.g_01762
OG0001247	Prak.g_00811	Syab.g_02825
OG0001248	Prak.g_00813	Syab.g_01163
OG0001249	Prak.g_00353	Syab.g_00514
OG0001250	Prak.g_00888	Syab.g_01714
OG0001251	Prak.g_00749	Syab.g_01816
OG0001252	Prak.g_00929	Syab.g_01228
OG0001253	Prak.g_00603	Syab.g_01761
OG0001254	Prak.g_01552	Syab.g_01749
OG0001255	Prak.g_01190	Syab.g_01846
OG0001256	Prak.g_01480	Syab.g_02238
OG0001258	Prak.g_01641	Syab.g_02250
OG0001259	Prak.g_01686	Syab.g_02327
OG0001260	Prak.g_01703	Syab.g_02350
OG0001261	Prak.g_01771	Syab.g_00436
OG0001262	Prak.g_01881	Syab.g_00060
OG0001263	Prak.g_00136	Syab.g_02536
OG0001265	Prak.g_00126	Syab.g_02523
OG0001266	Prak.g_00216	Syab.g_02639
OG0001267	Prak.g_00298	Syab.g_00295
OG0001268	Prak.g_00361	Syab.g_00529
OG0001269	Prak.g_00900	Syab.g_01809
OG0001270	Prak.g_00396	Syab.g_00579
OG0001271	Prak.g_00433	Syab.g_00694
OG0001272	Prak.g_00447	Syab.g_02102
OG0001273	Prak.g_01112	Syab.g_01878
OG0001274	Prak.g_00240	Syab.g_02706
OG0001275	Prak.g_01001	Syab.g_01330
OG0001276	Prak.g_01015	Syab.g_01313
OG0001277	Prak.g_01921	Syab.g_02163
OG0001278	Prak.g_01118	Syab.g_01152
OG0001279	Prak.g_00668	Syab.g_01807
OG0001280	Prak.g_01276	Syab.g_00918
OG0001281	Prak.g_01282	Syab.g_00906
OG0001282	Prak.g_01330	Syab.g_02086
OG0001283	Prak.g_01930	Syab.g_02885
OG0001284	Prak.g_01466	Syab.g_02211
OG0001285	Prak.g_01671	Syab.g_02309
OG0001286	Prak.g_01784	Syab.g_00451
OG0001287	Prak.g_01844	Syab.g_00111
OG0001288	Prak.g_01854	Syab.g_00094
OG0001289	Prak.g_00091	Syab.g_02465
OG0001290	Prak.g_00106	Syab.g_02493
OG0001291	Prak.g_00144	Syab.g_02546
OG0001292	Prak.g_00265	Syab.g_00348
OG0001293	Prak.g_00278	Syab.g_00322
OG0001295	Prak.g_01514	Syab.g_01215
OG0001296	Prak.g_00470	Syab.g_02132
OG0001297	Prak.g_00475	Syab.g_02136
OG0001298	Prak.g_00537	Syab.g_01980
OG0001299	Prak.g_01075	Syab.g_01557
OG0001300	Prak.g_00822	Syab.g_01180
OG0001301	Prak.g_00827	Syab.g_01197
OG0001302	Prak.g_00940	Syab.g_01844
OG0001303	Prak.g_01607	Syab.g_01424
OG0001304	Prak.g_01028	Syab.g_01298
OG0001305	Prak.g_00916	Syab.g_01204
OG0001306	Prak.g_01187	Syab.g_00941
OG0001307	Prak.g_01304	Syab.g_01552
OG0001308	Prak.g_01401	Syab.g_00759
OG0001309	Prak.g_01508	Syab.g_02142
OG0001310	Prak.g_01658	Syab.g_02288
OG0001311	Prak.g_01017	Syab.g_01311
OG0001312	Prak.g_00953	Syab.g_01414
OG0001315	Prak.g_01225	Syab.g_00472
OG0001316	Prak.g_00148	Syab.g_02552
OG0001317	Prak.g_00250	Syab.g_02373
OG0001318	Prak.g_00274	Syab.g_00333
OG0001319	Prak.g_00291	Syab.g_00306
OG0001321	Prak.g_00413	Syab.g_00616
OG0001322	Prak.g_00414	Syab.g_00617
OG0001323	Prak.g_00480	Syab.g_02145
OG0001324	Prak.g_00823	Syab.g_01181
OG0001325	Prak.g_01058	Syab.g_01273
OG0001327	Prak.g_00758	Syab.g_01643
OG0001328	Prak.g_01258	Syab.g_01616
OG0001329	Prak.g_01604	Syab.g_00361
OG0001330	Prak.g_01497	Syab.g_00925
OG0001331	Prak.g_01335	Syab.g_02081
OG0001332	Prak.g_01437	Syab.g_02165
OG0001333	Prak.g_01682	Syab.g_02323
OG0001334	Prak.g_01806	Syab.g_00483
OG0001335	Prak.g_01807	Syab.g_00484
OG0001337	Prak.g_00348	Syab.g_00480, Syab.g_00502
OG0001338	Prak.g_00351	Syab.g_00495, Syab.g_00509, Syab.g_02229, Syab.g_00505
OG0001339	Prak.g_00109	Syab.g_02496
OG0001340	Prak.g_00349	Syab.g_00503
OG0001341	Prak.g_01227	Syab.g_01779
OG0001343	Prak.g_00746	Syab.g_00359
OG0001344	Prak.g_01168	Syab.g_00974
OG0001345	Prak.g_01152	Syab.g_01008
OG0001346	Prak.g_01278	Syab.g_00914
OG0001348	Prak.g_01512	Syab.g_01258
OG0001349	Prak.g_01353	Syab.g_00150
OG0001351	Prak.g_00419	Syab.g_00625
OG0001353	Prak.g_00878	Syab.g_01702
OG0001354	Prak.g_00983	Syab.g_01358
OG0001359	Prak.g_00747	Syab.g_00360
OG0001362	Prak.g_01405	Syab.g_00754
OG0001363	Prak.g_01407	Syab.g_00752
OG0001364	Prak.g_01809	Syab.g_00211
OG0001365	Prak.g_01892	Syab.g_02760
OG0001369	Prak.g_00096	Syab.g_02483
OG0001370	Prak.g_00424	Syab.g_01831
OG0001375	Prak.g_00745	Syab.g_00358
OG0001379	Prak.g_01271	Syab.g_00923
OG0001381	Prak.g_01197	Syab.g_01937
OG0001382	Prak.g_01240	Syab.g_00393
OG0001394	Prak.g_00785	Syab.g_01599
OG0001397	Prak.g_01406	Syab.g_00753
OG0001398	Prak.g_01537	Syab.g_02457
OG0001401	Prak.g_00883	Syab.g_01708
OG0001402	Prak.g_00586	Syab.g_01896
OG0001404	Prak.g_00073	Syab.g_02433
OG0001407	Prak.g_01244	Syab.g_01158
OG0001409	Prak.g_01164	Syab.g_00988
OG0001410	Prak.g_01303	Syab.g_01550
OG0001411	Prak.g_00066	Syab.g_00147
OG0001414	Prak.g_00245	Syab.g_01938
OG0001415	Prak.g_00247	Syab.g_02471
OG0001419	Prak.g_01243	Syab.g_01159
OG0001425	Prak.g_01902	Syab.g_02777
OG0001428	Prak.g_00184	Syab.g_02594
OG0001429	Prak.g_00945	Syab.g_01423
OG0001430	Prak.g_01236	Syab.g_02743
OG0001434	Prak.g_00790	Syab.g_01594
OG0001435	Prak.g_00766	Syab.g_01637
OG0001443	Prak.g_01233	Syab.g_02794
OG0001448	Prak.g_00417	Syab.g_01789
OG0001450	Prak.g_00815	Syab.g_01081
OG0001461	Prak.g_00057	Syab.g_01754
OG0001463	Prak.g_00305	Syab.g_01104
OG0001467	Prak.g_01324	Syab.g_00805
OG0001472	Prak.g_00609	Syab.g_01800
OG0001476	Prak.g_01165	Syab.g_00984
OG0001477	Prak.g_00691	Syab.g_01191
OG0001481	Prak.g_01257	Syab.g_00621
OG0001484	Prak.g_01496	Syab.g_02849
OG0001486	Prak.g_01174	Syab.g_00967
OG0001488	Prak.g_01159	Syab.g_00994
OG0001489	Prak.g_01795	Syab.g_00462
OG0001496	Prak.g_00689	Syab.g_01188
OG0001497	Prak.g_00690	Syab.g_01190
OG0001498	Prak.g_00380	Syab.g_00552
OG0001505	Prak.g_00695	Syab.g_00189
OG0001510	Prak.g_01848	Syab.g_00103
OG0001511	Prak.g_00118	Syab.g_02509
OG0001512	Prak.g_01229	Syab.g_02368
OG0001513	Prak.g_01577	Syab.g_00470
OG0001514	Prak.g_00688	Syab.g_01187
OG0001515	Prak.g_00820	Syab.g_01176
OG0001516	Prak.g_01078	Syab.g_01554
OG0001517	Prak.g_00357	Syab.g_00524
OG0001518	Prak.g_01901	Syab.g_02775
OG0001519	Prak.g_01906	Syab.g_02796
OG0001522	Prak.g_00879	Syab.g_01703
OG0001525	Prak.g_01610	Syab.g_01823
OG0001527	Prak.g_00523	Syab.g_01998
OG0001529	Prak.g_00041	Syab.g_00051
OG0001530	Prak.g_00117	Syab.g_02507
OG0001531	Prak.g_00255	Syab.g_02367
OG0001532	Prak.g_01141	Syab.g_01024
OG0001534	Prak.g_01029	Syab.g_01297
OG0001535	Prak.g_01013	Syab.g_01316
OG0001536	Prak.g_00969	Syab.g_01388
OG0001537	Prak.g_00782	Syab.g_01606
OG0001538	Prak.g_00850	Syab.g_01278
OG0001539	Prak.g_00760	Syab.g_01641
OG0001540	Prak.g_00138	Syab.g_02538
OG0001541	Prak.g_00192	Syab.g_02603
OG0001542	Prak.g_00198	Syab.g_02614
OG0001543	Prak.g_01263	Syab.g_02686
OG0001544	Prak.g_01905	Syab.g_02795
OG0001545	Prak.g_01920	Syab.g_02874
OG0001557	Prak.g_00786	Syab.g_01598
OG0001559	Prak.g_00116	Syab.g_02506
OG0001560	Prak.g_00105	Syab.g_02492
OG0001561	Prak.g_01019	Syab.g_01309
OG0001562	Prak.g_01006	Syab.g_01324
OG0001564	Prak.g_00060	Syab.g_00177
OG0001565	Prak.g_00642	Syab.g_01837
OG0001572	Prak.g_00669	Syab.g_02215
OG0001574	Prak.g_00521	Syab.g_02000
OG0001575	Prak.g_00526	Syab.g_01995
OG0001576	Prak.g_01291	Syab.g_00896
OG0001577	Prak.g_01177	Syab.g_00964
OG0001579	Prak.g_00346	Syab.g_00489, Syab.g_00494
OG0001580	Prak.g_00048	Syab.g_02740
OG0001589	Prak.g_01690	Syab.g_02331
OG0001591	Prak.g_00799	Syab.g_01566
OG0001592	Prak.g_00047	Syab.g_02741
OG0001614	Prak.g_01836	Syab.g_00121
OG0001616	Prak.g_01149	Syab.g_01013
OG0001617	Prak.g_00824	Syab.g_01183
OG0001619	Prak.g_00962	Syab.g_01399
OG0001620	Prak.g_00365	Syab.g_00535
OG0001621	Prak.g_00270	Syab.g_00337
OG0001622	Prak.g_01929	Syab.g_02884
OG0001636	Prak.g_00035	Syab.g_00041
OG0001638	Prak.g_01656	Syab.g_02270
OG0001639	Prak.g_01440	Syab.g_02170
OG0001640	Prak.g_00932	Syab.g_01233
OG0001641	Prak.g_00994	Syab.g_01341
OG0001642	Prak.g_00899	Syab.g_02027
OG0001643	Prak.g_01103	Syab.g_01869
OG0001644	Prak.g_01048	Syab.g_01672
OG0001654	Prak.g_01438	Syab.g_02168
OG0001656	Prak.g_00345	Syab.g_00493
OG0001657	Prak.g_00167	Syab.g_02575
OG0001658	Prak.g_00043	Syab.g_02754
OG0001659	Prak.g_01517	Syab.g_01020
OG0001669	Prak.g_01295, Prak.g_01587	Syab.g_02892
OG0001676	Prak.g_00347	Syab.g_00492
OG0001678	Prak.g_01712	Syab.g_00370
OG0001679	Prak.g_00352	Syab.g_01425, Syab.g_02475
OG0001693	Prak.g_01589	Syab.g_01209
OG0001709	Prak.g_01367	Syab.g_00162
OG0001717	Prak.g_00684	Syab.g_02588
OG0001747	Prak.g_00388	Syab.g_02559
OG0001758	Prak.g_01623	Syab.g_01483
OG0001770	Prak.g_01560	Syab.g_01743
OG0001807	Prak.g_00059	Syab.g_00215
OG0001875	Prak.g_01622	Syab.g_01493
OG0001876	Prak.g_01621	Syab.g_01494
OG0001917	Prak.g_01014	Syab.g_01314
OG0001922	Prak.g_01373	Syab.g_00153
OG0001965	Prak.g_01579	Syab.g_02045
OG0002003	Prak.g_00720	Syab.g_01175
OG0002106	Prak.g_01249	Syab.g_00956
OG0002122	Prak.g_00719	Syab.g_01174
OG0002177	Prak.g_00597	Syab.g_01480
OG0002246	Prak.g_01593	Syab.g_00563
OG0002340	Prak.g_00222	Syab.g_02676
OG0002433	Prak.g_01536	Syab.g_02671
OG0002663	Prak.g_01624	Syab.g_00346
