Orthogroup	Prak	Syak
OG0001175	Prak.g_01723	Syak.g_01378
OG0001176	Prak.g_01731	Syak.g_01354
OG0001177	Prak.g_01733	Syak.g_01356
OG0001178	Prak.g_01650	Syak.g_02411
OG0001179	Prak.g_01763	Syak.g_01324
OG0001181	Prak.g_01790	Syak.g_01296
OG0001182	Prak.g_01798	Syak.g_01287
OG0001183	Prak.g_01803	Syak.g_01282
OG0001184	Prak.g_01821	Syak.g_01571
OG0001185	Prak.g_01837	Syak.g_01643
OG0001186	Prak.g_01861	Syak.g_01709
OG0001187	Prak.g_01864	Syak.g_01712
OG0001188	Prak.g_01866	Syak.g_01714
OG0001189	Prak.g_01883	Syak.g_01736
OG0001190	Prak.g_01888	Syak.g_01942
OG0001191	Prak.g_01898	Syak.g_01928
OG0001192	Prak.g_01903	Syak.g_01921
OG0001193	Prak.g_01915	Syak.g_01888
OG0001194	Prak.g_01916	Syak.g_01882
OG0001195	Prak.g_01917	Syak.g_01881
OG0001196	Prak.g_01933	Syak.g_01811
OG0001197	Prak.g_01935	Syak.g_01809
OG0001198	Prak.g_01942	Syak.g_01798
OG0001199	Prak.g_00079	Syak.g_02249
OG0001200	Prak.g_00081	Syak.g_02247
OG0001201	Prak.g_00114	Syak.g_02191
OG0001202	Prak.g_00212	Syak.g_02061
OG0001203	Prak.g_00254	Syak.g_02307
OG0001204	Prak.g_00260	Syak.g_01404
OG0001205	Prak.g_00407	Syak.g_01181
OG0001206	Prak.g_00427	Syak.g_01148
OG0001207	Prak.g_00438	Syak.g_02566
OG0001208	Prak.g_00443	Syak.g_02576
OG0001209	Prak.g_00494	Syak.g_02643
OG0001210	Prak.g_00499	Syak.g_02654
OG0001211	Prak.g_00510	Syak.g_02669
OG0001212	Prak.g_00557	Syak.g_02728
OG0001213	Prak.g_00592	Syak.g_00025
OG0001214	Prak.g_01106	Syak.g_00037
OG0001215	Prak.g_00818	Syak.g_00697
OG0001216	Prak.g_00839	Syak.g_00805
OG0001217	Prak.g_00728	Syak.g_00138
OG0001218	Prak.g_01235	Syak.g_01093
OG0001219	Prak.g_00944	Syak.g_00551
OG0001220	Prak.g_00901	Syak.g_00580
OG0001221	Prak.g_00781	Syak.g_00390
OG0001222	Prak.g_01023	Syak.g_00517
OG0001223	Prak.g_00991	Syak.g_00472
OG0001224	Prak.g_00924	Syak.g_00739
OG0001226	Prak.g_00600	Syak.g_02239
OG0001227	Prak.g_01220	Syak.g_00963
OG0001228	Prak.g_01122	Syak.g_00619
OG0001229	Prak.g_01234	Syak.g_00711
OG0001230	Prak.g_01384	Syak.g_01030
OG0001231	Prak.g_00384	Syak.g_01777
OG0001232	Prak.g_01668	Syak.g_02385
OG0001233	Prak.g_01688	Syak.g_02359
OG0001234	Prak.g_01725	Syak.g_01374
OG0001235	Prak.g_01729	Syak.g_01362
OG0001236	Prak.g_01818	Syak.g_01568
OG0001237	Prak.g_01822	Syak.g_01573
OG0001238	Prak.g_01899	Syak.g_01926
OG0001239	Prak.g_00076	Syak.g_02252
OG0001240	Prak.g_00097	Syak.g_02206
OG0001241	Prak.g_00107	Syak.g_02197
OG0001242	Prak.g_00127	Syak.g_02168
OG0001243	Prak.g_00134	Syak.g_02160
OG0001244	Prak.g_00149	Syak.g_02132
OG0001245	Prak.g_01211	Syak.g_00248
OG0001247	Prak.g_00811	Syak.g_00618
OG0001248	Prak.g_00813	Syak.g_00147
OG0001249	Prak.g_00353	Syak.g_01251
OG0001250	Prak.g_00888	Syak.g_00602
OG0001251	Prak.g_00749	Syak.g_01875
OG0001252	Prak.g_00929	Syak.g_00754
OG0001253	Prak.g_00603	Syak.g_00250
OG0001254	Prak.g_01552	Syak.g_00272
OG0001255	Prak.g_01190	Syak.g_00066
OG0001256	Prak.g_01480	Syak.g_02430
OG0001258	Prak.g_01641	Syak.g_02420
OG0001259	Prak.g_01686	Syak.g_02361
OG0001260	Prak.g_01703	Syak.g_02332
OG0001261	Prak.g_01771	Syak.g_01315
OG0001262	Prak.g_01881	Syak.g_01734
OG0001263	Prak.g_00136	Syak.g_02157
OG0001265	Prak.g_00126	Syak.g_02170
OG0001266	Prak.g_00216	Syak.g_02057
OG0001267	Prak.g_00298	Syak.g_01459
OG0001268	Prak.g_00361	Syak.g_01240
OG0001269	Prak.g_00900	Syak.g_02323
OG0001270	Prak.g_00396	Syak.g_01194
OG0001271	Prak.g_00433	Syak.g_01121
OG0001272	Prak.g_00447	Syak.g_02580
OG0001273	Prak.g_01112	Syak.g_00030
OG0001274	Prak.g_00240	Syak.g_01988
OG0001275	Prak.g_01001	Syak.g_00633
OG0001276	Prak.g_01015	Syak.g_00649
OG0001277	Prak.g_01921	Syak.g_01829
OG0001278	Prak.g_01118	Syak.g_00671
OG0001279	Prak.g_00668	Syak.g_00105
OG0001280	Prak.g_01276	Syak.g_00933
OG0001281	Prak.g_01282	Syak.g_00944
OG0001282	Prak.g_01330	Syak.g_02564
OG0001283	Prak.g_01930	Syak.g_01818
OG0001284	Prak.g_01466	Syak.g_02446
OG0001285	Prak.g_01671	Syak.g_02381
OG0001286	Prak.g_01784	Syak.g_01301
OG0001287	Prak.g_01844	Syak.g_01652
OG0001288	Prak.g_01854	Syak.g_01686
OG0001289	Prak.g_00091	Syak.g_02222
OG0001290	Prak.g_00106	Syak.g_02198
OG0001291	Prak.g_00144	Syak.g_02147
OG0001292	Prak.g_00265	Syak.g_01410
OG0001293	Prak.g_00278	Syak.g_01432
OG0001295	Prak.g_01514	Syak.g_00740
OG0001296	Prak.g_00470	Syak.g_02610
OG0001297	Prak.g_00475	Syak.g_02614
OG0001298	Prak.g_00537	Syak.g_02703
OG0001299	Prak.g_01075	Syak.g_00349
OG0001300	Prak.g_00822	Syak.g_00706
OG0001301	Prak.g_00827	Syak.g_00721
OG0001302	Prak.g_00940	Syak.g_00068
OG0001303	Prak.g_01607	Syak.g_00548
OG0001304	Prak.g_01028	Syak.g_00664
OG0001305	Prak.g_00916	Syak.g_00728
OG0001306	Prak.g_01187	Syak.g_00915
OG0001307	Prak.g_01304	Syak.g_00344
OG0001308	Prak.g_01401	Syak.g_01054
OG0001309	Prak.g_01508	Syak.g_02620
OG0001311	Prak.g_01017	Syak.g_00651
OG0001312	Prak.g_00953	Syak.g_00537
OG0001314	Prak.g_00635	Syak.g_00124
OG0001315	Prak.g_01225	Syak.g_01284
OG0001316	Prak.g_00148	Syak.g_02140
OG0001317	Prak.g_00250	Syak.g_02302
OG0001318	Prak.g_00274	Syak.g_01424
OG0001319	Prak.g_00291	Syak.g_01448
OG0001321	Prak.g_00413	Syak.g_01172
OG0001322	Prak.g_00414	Syak.g_01171
OG0001323	Prak.g_00480	Syak.g_02623
OG0001324	Prak.g_00823	Syak.g_00707
OG0001325	Prak.g_01058	Syak.g_00800
OG0001327	Prak.g_00758	Syak.g_00362
OG0001328	Prak.g_01258	Syak.g_00383
OG0001329	Prak.g_01604	Syak.g_00280
OG0001330	Prak.g_01497	Syak.g_00925
OG0001331	Prak.g_01335	Syak.g_02559
OG0001332	Prak.g_01437	Syak.g_02485
OG0001333	Prak.g_01682	Syak.g_02365
OG0001334	Prak.g_01806	Syak.g_01274
OG0001335	Prak.g_01807	Syak.g_01273
OG0001337	Prak.g_00348	Syak.g_01262
OG0001338	Prak.g_00351	Syak.g_01258
OG0001340	Prak.g_00349	Syak.g_01261
OG0001343	Prak.g_00746	Syak.g_01877
OG0001344	Prak.g_01168	Syak.g_00893
OG0001345	Prak.g_01152	Syak.g_00856
OG0001346	Prak.g_01278	Syak.g_00937
OG0001348	Prak.g_01512	Syak.g_00774
OG0001350	Prak.g_00253	Syak.g_02306
OG0001351	Prak.g_00419	Syak.g_01164
OG0001352	Prak.g_00807	Syak.g_00764
OG0001353	Prak.g_00878	Syak.g_00612
OG0001354	Prak.g_00983	Syak.g_00485
OG0001355	Prak.g_01037	Syak.g_00144
OG0001356	Prak.g_01633	Syak.g_00773
OG0001357	Prak.g_01251	Syak.g_00092
OG0001359	Prak.g_00747	Syak.g_01878
OG0001364	Prak.g_01809	Syak.g_01552
OG0001365	Prak.g_01892	Syak.g_01937
OG0001368	Prak.g_01252, Prak.g_00699, Prak.g_00633	Syak.g_01403
OG0001369	Prak.g_00096	Syak.g_02207
OG0001371	Prak.g_00806	Syak.g_02231
OG0001375	Prak.g_00745	Syak.g_01876
OG0001379	Prak.g_01271	Syak.g_00927
OG0001380	Prak.g_01237	Syak.g_00237
OG0001382	Prak.g_01240	Syak.g_01169
OG0001394	Prak.g_00785	Syak.g_00399
OG0001398	Prak.g_01537	Syak.g_00571
OG0001401	Prak.g_00883	Syak.g_00608
OG0001402	Prak.g_00586	Syak.g_00012
OG0001409	Prak.g_01164	Syak.g_00878
OG0001410	Prak.g_01303	Syak.g_00343
OG0001411	Prak.g_00066	Syak.g_01581
OG0001422	Prak.g_01247	Syak.g_00928
OG0001425	Prak.g_01902	Syak.g_01922
OG0001429	Prak.g_00945	Syak.g_00547
OG0001430	Prak.g_01236	Syak.g_01949, Syak.g_00314
OG0001433	Prak.g_01632	Syak.g_00771
OG0001434	Prak.g_00790	Syak.g_00404
OG0001435	Prak.g_00766	Syak.g_00369
OG0001443	Prak.g_01233	Syak.g_01909
OG0001448	Prak.g_00417	Syak.g_00121
OG0001460	Prak.g_01631	Syak.g_00770
OG0001461	Prak.g_00057	Syak.g_00276
OG0001464	Prak.g_00350	Syak.g_01260
OG0001465	Prak.g_00834	Syak.g_00775
OG0001467	Prak.g_01324	Syak.g_01022
OG0001476	Prak.g_01165	Syak.g_00882
OG0001477	Prak.g_00691	Syak.g_00718
OG0001486	Prak.g_01174	Syak.g_00900
OG0001488	Prak.g_01159	Syak.g_00872
OG0001489	Prak.g_01795	Syak.g_01291
OG0001496	Prak.g_00689	Syak.g_00715
OG0001497	Prak.g_00690	Syak.g_00717
OG0001498	Prak.g_00380	Syak.g_01214
OG0001510	Prak.g_01848	Syak.g_01662
OG0001511	Prak.g_00118	Syak.g_02183
OG0001512	Prak.g_01229	Syak.g_02308
OG0001514	Prak.g_00688	Syak.g_00714
OG0001515	Prak.g_00820	Syak.g_00701
OG0001516	Prak.g_01078	Syak.g_00346
OG0001517	Prak.g_00357	Syak.g_01245
OG0001518	Prak.g_01901	Syak.g_01924
OG0001519	Prak.g_01906	Syak.g_01907
OG0001525	Prak.g_01610	Syak.g_00091
OG0001527	Prak.g_00523	Syak.g_02682
OG0001529	Prak.g_00041	Syak.g_01743
OG0001530	Prak.g_00117	Syak.g_02185
OG0001531	Prak.g_00255	Syak.g_02309
OG0001532	Prak.g_01141	Syak.g_00838
OG0001534	Prak.g_01029	Syak.g_00665
OG0001535	Prak.g_01013	Syak.g_00646
OG0001536	Prak.g_00969	Syak.g_00508
OG0001537	Prak.g_00782	Syak.g_00392
OG0001538	Prak.g_00850	Syak.g_00439
OG0001539	Prak.g_00760	Syak.g_00364
OG0001540	Prak.g_00138	Syak.g_02155
OG0001541	Prak.g_00192	Syak.g_02089
OG0001542	Prak.g_00198	Syak.g_02080
OG0001543	Prak.g_01263	Syak.g_02007
OG0001544	Prak.g_01905	Syak.g_01908
OG0001545	Prak.g_01920	Syak.g_01830
OG0001549	Prak.g_00910	Syak.g_00577
OG0001557	Prak.g_00786	Syak.g_00400
OG0001559	Prak.g_00116	Syak.g_02186
OG0001560	Prak.g_00105	Syak.g_02199
OG0001561	Prak.g_01019	Syak.g_00653
OG0001562	Prak.g_01006	Syak.g_00639
OG0001563	Prak.g_01779	Syak.g_01306
OG0001564	Prak.g_00060	Syak.g_01860
OG0001565	Prak.g_00642	Syak.g_00083
OG0001572	Prak.g_00669	Syak.g_00097
OG0001574	Prak.g_00521	Syak.g_02680
OG0001576	Prak.g_01291	Syak.g_00955
OG0001577	Prak.g_01177	Syak.g_00903
OG0001579	Prak.g_00346	Syak.g_01267
OG0001580	Prak.g_00048	Syak.g_01953
OG0001588	Prak.g_00387	Syak.g_01554
OG0001589	Prak.g_01690	Syak.g_02356
OG0001591	Prak.g_00799	Syak.g_00357
OG0001592	Prak.g_00047	Syak.g_01952
OG0001614	Prak.g_01836	Syak.g_01641
OG0001616	Prak.g_01149	Syak.g_00851
OG0001617	Prak.g_00824	Syak.g_00710
OG0001619	Prak.g_00962	Syak.g_00520
OG0001620	Prak.g_00365	Syak.g_01233
OG0001621	Prak.g_00270	Syak.g_01420
OG0001622	Prak.g_01929	Syak.g_01820
OG0001636	Prak.g_00035	Syak.g_01751
OG0001638	Prak.g_01656	Syak.g_02404
OG0001639	Prak.g_01440	Syak.g_02481
OG0001640	Prak.g_00932	Syak.g_00759
OG0001641	Prak.g_00994	Syak.g_00467
OG0001642	Prak.g_00899	Syak.g_00581
OG0001643	Prak.g_01103	Syak.g_00040
OG0001644	Prak.g_01048	Syak.g_00783
OG0001654	Prak.g_01438	Syak.g_02483
OG0001656	Prak.g_00345	Syak.g_01268
OG0001657	Prak.g_00167	Syak.g_02117
OG0001658	Prak.g_00043	Syak.g_01943
OG0001659	Prak.g_01517	Syak.g_00842
OG0001676	Prak.g_00347	Syak.g_01264
OG0001678	Prak.g_01712	Syak.g_01389
OG0001679	Prak.g_00352	Syak.g_00549
OG0001693	Prak.g_01589	Syak.g_00735, Syak.g_00733
OG0001717	Prak.g_00684	Syak.g_02104
OG0001733	Prak.g_01629	Syak.g_00359
OG0001747	Prak.g_00388	Syak.g_02134, Syak.g_02135
OG0001758	Prak.g_01623	Syak.g_00292
OG0001769	Prak.g_01224	Syak.g_00972
OG0001770	Prak.g_01560	Syak.g_00323
OG0001771	Prak.g_01572	Syak.g_00145
OG0001807	Prak.g_00059	Syak.g_01548
OG0001875	Prak.g_01622	Syak.g_00293
OG0001876	Prak.g_01621	Syak.g_00294
OG0001917	Prak.g_01014	Syak.g_00648
OG0001965	Prak.g_01579	Syak.g_00384
OG0002003	Prak.g_00720	Syak.g_00700
OG0002106	Prak.g_01249	Syak.g_00071
OG0002109	Prak.g_00725	Syak.g_01102
OG0002122	Prak.g_00719	Syak.g_00699
OG0002348	Prak.g_01511	Syak.g_00243
OG0002433	Prak.g_01536	Syak.g_00130
OG0002487	Prak.g_01260	Syak.g_00128
OG0002518	Prak.g_00616	Syak.g_00195
OG0002926	Prak.g_00724	Syak.g_01101
