Orthogroup	Syar	Pram
OG0001155	Syar.g_01211	Pram.g_01328
OG0001156	Syar.g_01185	Pram.g_01325
OG0001157	Syar.g_01184	Pram.g_01324
OG0001158	Syar.g_01183	Pram.g_01323
OG0001159	Syar.g_01182	Pram.g_01322
OG0001160	Syar.g_02908	Pram.g_01296
OG0001161	Syar.g_00382	Pram.g_01577
OG0001162	Syar.g_03081	Pram.g_01590
OG0001163	Syar.g_02917	Pram.g_01624
OG0001164	Syar.g_02922	Pram.g_01627
OG0001165	Syar.g_02927	Pram.g_01630
OG0001166	Syar.g_02959	Pram.g_01651
OG0001167	Syar.g_02982	Pram.g_01669
OG0001168	Syar.g_02983	Pram.g_01671
OG0001169	Syar.g_02985	Pram.g_01673
OG0001170	Syar.g_02987	Pram.g_01675
OG0001171	Syar.g_02999	Pram.g_01685
OG0001172	Syar.g_00143	Pram.g_01700
OG0001173	Syar.g_00142	Pram.g_01701
OG0001174	Syar.g_00134	Pram.g_01709
OG0001175	Syar.g_00133	Pram.g_01710
OG0001176	Syar.g_01025	Pram.g_01718
OG0001177	Syar.g_01023	Pram.g_01720
OG0001178	Syar.g_02943	Pram.g_01637
OG0001179	Syar.g_01055	Pram.g_01753
OG0001181	Syar.g_01082	Pram.g_01780
OG0001182	Syar.g_01090	Pram.g_01788
OG0001183	Syar.g_01096	Pram.g_01794
OG0001184	Syar.g_00653	Pram.g_01812
OG0001185	Syar.g_00614	Pram.g_01828
OG0001186	Syar.g_00562	Pram.g_01852
OG0001187	Syar.g_00548	Pram.g_01855
OG0001188	Syar.g_00546	Pram.g_01857
OG0001189	Syar.g_00525	Pram.g_01874
OG0001190	Syar.g_00330	Pram.g_01879
OG0001191	Syar.g_00349	Pram.g_01889
OG0001192	Syar.g_00356	Pram.g_01894
OG0001193	Syar.g_00711	Pram.g_01907
OG0001194	Syar.g_00622	Pram.g_01908
OG0001195	Syar.g_00623	Pram.g_01909
OG0001196	Syar.g_00453	Pram.g_01926
OG0001197	Syar.g_00455	Pram.g_01928
OG0001198	Syar.g_00467	Pram.g_01935
OG0001199	Syar.g_03045	Pram.g_00059
OG0001200	Syar.g_03047	Pram.g_00061
OG0001201	Syar.g_03120	Pram.g_00092
OG0001202	Syar.g_00991	Pram.g_00184
OG0001203	Syar.g_03021	Pram.g_00225
OG0001204	Syar.g_00154	Pram.g_00231
OG0001205	Syar.g_02869	Pram.g_00380
OG0001207	Syar.g_01462	Pram.g_00413
OG0001208	Syar.g_01471	Pram.g_00418
OG0001211	Syar.g_02323	Pram.g_00487
OG0001212	Syar.g_02027	Pram.g_00533
OG0001213	Syar.g_02239	Pram.g_00569
OG0001215	Syar.g_00965	Pram.g_00781
OG0001216	Syar.g_01909	Pram.g_00803
OG0001217	Syar.g_02852	Pram.g_01539
OG0001218	Syar.g_01388	Pram.g_01196
OG0001219	Syar.g_02585	Pram.g_00911
OG0001222	Syar.g_02552	Pram.g_00988
OG0001223	Syar.g_02505	Pram.g_00960
OG0001224	Syar.g_01361	Pram.g_00892
OG0001225	Syar.g_01929	Pram.g_00890
OG0001226	Syar.g_03054	Pram.g_00577
OG0001227	Syar.g_02213	Pram.g_01188
OG0001230	Syar.g_02816	Pram.g_01388
OG0001231	Syar.g_00485	Pram.g_00357
OG0001232	Syar.g_02968	Pram.g_01655
OG0001233	Syar.g_02988	Pram.g_01676
OG0001235	Syar.g_01019	Pram.g_01716
OG0001236	Syar.g_00657	Pram.g_01809
OG0001237	Syar.g_00652	Pram.g_01813
OG0001238	Syar.g_00351	Pram.g_01890
OG0001239	Syar.g_03043	Pram.g_00056
OG0001240	Syar.g_03101	Pram.g_00077
OG0001241	Syar.g_03112	Pram.g_00086
OG0001242	Syar.g_00043	Pram.g_00105
OG0001243	Syar.g_00051	Pram.g_00112
OG0001244	Syar.g_00075	Pram.g_00127
OG0001245	Syar.g_00999	Pram.g_01177
OG0001246	Syar.g_01910	Pram.g_00680
OG0001247	Syar.g_02024	Pram.g_00774
OG0001248	Syar.g_02059	Pram.g_00776
OG0001249	Syar.g_01113	Pram.g_00325
OG0001250	Syar.g_01819, Syar.g_03240	Pram.g_00851
OG0001251	Syar.g_02575	Pram.g_00714
OG0001252	Syar.g_01372	Pram.g_00897
OG0001253	Syar.g_02015	Pram.g_00579
OG0001254	Syar.g_02233	Pram.g_01548
OG0001255	Syar.g_01746	Pram.g_01157
OG0001256	Syar.g_02915	Pram.g_01289
OG0001258	Syar.g_02925	Pram.g_01628
OG0001259	Syar.g_02986	Pram.g_01674
OG0001262	Syar.g_00527	Pram.g_01872
OG0001263	Syar.g_00054	Pram.g_00114
OG0001265	Syar.g_00041	Pram.g_00104
OG0001266	Syar.g_00987	Pram.g_00188
OG0001267	Syar.g_00225	Pram.g_00268
OG0001268	Syar.g_01124	Pram.g_00334
OG0001269	Syar.g_00688	Pram.g_00864
OG0001270	Syar.g_01175	Pram.g_00369
OG0001271	Syar.g_01270	Pram.g_00408
OG0001272	Syar.g_01475	Pram.g_00422
OG0001273	Syar.g_02413	Pram.g_01079
OG0001274	Syar.g_00929	Pram.g_00211
OG0001275	Syar.g_02490	Pram.g_00969
OG0001276	Syar.g_01797	Pram.g_00980
OG0001278	Syar.g_01720	Pram.g_01085
OG0001279	Syar.g_02841	Pram.g_01253
OG0001280	Syar.g_03317	Pram.g_01229
OG0001281	Syar.g_02783	Pram.g_01235
OG0001282	Syar.g_01460, Syar.g_01351	Pram.g_01467
OG0001283	Syar.g_00447	Pram.g_01922
OG0001284	Syar.g_02900	Pram.g_01302
OG0001285	Syar.g_02972	Pram.g_01658
OG0001286	Syar.g_01077	Pram.g_01774
OG0001287	Syar.g_00606	Pram.g_01835
OG0001288	Syar.g_00591	Pram.g_01845
OG0001289	Syar.g_03080	Pram.g_00071
OG0001290	Syar.g_03111	Pram.g_00085
OG0001291	Syar.g_00064	Pram.g_00122
OG0001292	Syar.g_00160	Pram.g_00236
OG0001293	Syar.g_00198	Pram.g_00249
OG0001296	Syar.g_01506	Pram.g_00446
OG0001297	Syar.g_01510	Pram.g_00451
OG0001298	Syar.g_02210	Pram.g_00515
OG0001299	Syar.g_01915	Pram.g_01043
OG0001304	Syar.g_01557	Pram.g_00993
OG0001305	Syar.g_01937	Pram.g_00884
OG0001306	Syar.g_01521	Pram.g_01155
OG0001307	Syar.g_02591	Pram.g_01477
OG0001308	Syar.g_02798	Pram.g_01368
OG0001309	Syar.g_00360	Pram.g_01272
OG0001310	Syar.g_02951	Pram.g_01645
OG0001311	Syar.g_01795	Pram.g_00982
OG0001312	Syar.g_02569	Pram.g_00920
OG0001315	Syar.g_01094	Pram.g_01553
OG0001317	Syar.g_03025	Pram.g_00221
OG0001318	Syar.g_00186	Pram.g_00245
OG0001319	Syar.g_00215	Pram.g_00261
OG0001325	Syar.g_01577	Pram.g_01025
OG0001327	Syar.g_01674	Pram.g_00723
OG0001329	Syar.g_02337	Pram.g_01598
OG0001331	Syar.g_01455	Pram.g_01462
OG0001334	Syar.g_03166	Pram.g_01797
OG0001336	Syar.g_00448	Pram.g_01923
OG0001337	Syar.g_01112	Pram.g_00320
OG0001338	Syar.g_03232	Pram.g_00323
OG0001339	Syar.g_03114	Pram.g_00088
OG0001343	Syar.g_03210	Pram.g_00711
OG0001346	Syar.g_02778	Pram.g_01231
OG0001348	Syar.g_02259	Pram.g_01526
OG0001349	Syar.g_02764	Pram.g_01401
OG0001351	Syar.g_01420	Pram.g_00394
OG0001353	Syar.g_01809	Pram.g_00841
OG0001354	Syar.g_02520	Pram.g_00953
OG0001355	Syar.g_01912	Pram.g_01003
OG0001358	Syar.g_02262	Pram.g_00558
OG0001359	Syar.g_03211	Pram.g_00712
OG0001361	Syar.g_01955	Pram.g_01121
OG0001364	Syar.g_00284	Pram.g_01800
OG0001365	Syar.g_00335	Pram.g_01883
OG0001371	Syar.g_03059	Pram.g_00769
OG0001379	Syar.g_02772	Pram.g_01224
OG0001382	Syar.g_02834, Syar.g_03204	Pram.g_01200
OG0001394	Syar.g_02608	Pram.g_00749
OG0001401	Syar.g_01813	Pram.g_00846
OG0001402	Syar.g_02252	Pram.g_00563
OG0001403	Syar.g_00504	Pram.g_00017
OG0001411	Syar.g_02761, Syar.g_02360	Pram.g_01422, Pram.g_00046
OG0001415	Syar.g_01553	Pram.g_00218
OG0001418	Syar.g_01546	Pram.g_00775
OG0001429	Syar.g_02582	Pram.g_00912
OG0001430	Syar.g_03306	Pram.g_01197
OG0001435	Syar.g_01621	Pram.g_00730
OG0001437	Syar.g_01554	Pram.g_00217
OG0001441	Syar.g_02691	Pram.g_00459
OG0001443	Syar.g_00378	Pram.g_01543
OG0001450	Syar.g_00880	Pram.g_00778
OG0001453	Syar.g_02498	Pram.g_01487
OG0001460	Syar.g_00172	Pram.g_01623
OG0001461	Syar.g_02478	Pram.g_01575
OG0001467	Syar.g_01745	Pram.g_01470
OG0001476	Syar.g_01647, Syar.g_02077, Syar.g_02128	Pram.g_01132
OG0001477	Syar.g_02277	Pram.g_01521
OG0001486	Syar.g_01537	Pram.g_01142
OG0001487	Syar.g_01389	Pram.g_01338
OG0001488	Syar.g_01948	Pram.g_01126
OG0001489	Syar.g_01087	Pram.g_01785
OG0001495	Syar.g_01022	Pram.g_01721
OG0001496	Syar.g_02279	Pram.g_01519
OG0001497	Syar.g_02278	Pram.g_01520
OG0001498	Syar.g_03286, Syar.g_01163	Pram.g_00353
OG0001505	Syar.g_02696	Pram.g_01414
OG0001510	Syar.g_00601	Pram.g_01839
OG0001511	Syar.g_03129	Pram.g_00096
OG0001512	Syar.g_03020	Pram.g_01192
OG0001514	Syar.g_02280	Pram.g_01518
OG0001515	Syar.g_03266, Syar.g_02594	Pram.g_00783
OG0001517	Syar.g_01119	Pram.g_00329
OG0001518	Syar.g_00353	Pram.g_01892
OG0001519	Syar.g_00380, Syar.g_00002	Pram.g_01897
OG0001527	Syar.g_02309	Pram.g_00501
OG0001529	Syar.g_00518	Pram.g_00025
OG0001530	Syar.g_03127	Pram.g_00095
OG0001531	Syar.g_03019	Pram.g_00226
OG0001532	Syar.g_01978	Pram.g_01108
OG0001534	Syar.g_01558	Pram.g_00994
OG0001535	Syar.g_01799	Pram.g_00979
OG0001536	Syar.g_02544	Pram.g_00939
OG0001537	Syar.g_02602	Pram.g_00746
OG0001538	Syar.g_02644	Pram.g_00814
OG0001539	Syar.g_01626	Pram.g_00725
OG0001540	Syar.g_00056	Pram.g_00116
OG0001541	Syar.g_00117	Pram.g_00164
OG0001542	Syar.g_00128	Pram.g_00170
OG0001543	Syar.g_00949	Pram.g_01538
OG0001544	Syar.g_00379, Syar.g_00001	Pram.g_01896
OG0001545	Syar.g_00865	Pram.g_01912
OG0001549	Syar.g_02838	Pram.g_00875
OG0001557	Syar.g_02609	Pram.g_00750
OG0001559	Syar.g_03126	Pram.g_00094
OG0001560	Syar.g_03110	Pram.g_00084
OG0001561	Syar.g_01792	Pram.g_00984
OG0001563	Syar.g_01072	Pram.g_01769
OG0001565	Syar.g_03069	Pram.g_01576
OG0001574	Syar.g_02311	Pram.g_00499
OG0001575	Syar.g_02306	Pram.g_00504
OG0001576	Syar.g_02794	Pram.g_01243
OG0001580	Syar.g_00895	Pram.g_00032
OG0001587	Syar.g_03010	Pram.g_01692
OG0001591	Syar.g_01685	Pram.g_00762
OG0001592	Syar.g_03309, Syar.g_00310	Pram.g_00031
OG0001613	Syar.g_01093	Pram.g_01792
OG0001614	Syar.g_00617	Pram.g_01827
OG0001616	Syar.g_01964	Pram.g_01116
OG0001617	Syar.g_01972	Pram.g_00787
OG0001619	Syar.g_02556	Pram.g_00929
OG0001620	Syar.g_01131	Pram.g_00338
OG0001621	Syar.g_00169	Pram.g_00241
OG0001622	Syar.g_00446	Pram.g_01921
OG0001634	Syar.g_01691	Pram.g_01040
OG0001636	Syar.g_00510	Pram.g_00020
OG0001638	Syar.g_02949, Syar.g_03132	Pram.g_01643
OG0001639	Syar.g_01212	Pram.g_01329
OG0001640	Syar.g_01377	Pram.g_00900
OG0001641	Syar.g_02500	Pram.g_00962
OG0001642	Syar.g_01387	Pram.g_00863
OG0001643	Syar.g_02423	Pram.g_01071
OG0001644	Syar.g_01876	Pram.g_01015
OG0001658	Syar.g_00329	Pram.g_00027
OG0001659	Syar.g_01973	Pram.g_01264
OG0001661	Syar.g_00911	Pram.g_00637
OG0001678	Syar.g_00144	Pram.g_01699
OG0001679	Syar.g_00032	Pram.g_00324
OG0001713	Syar.g_02147	Pram.g_01217
OG0001717	Syar.g_00103	Pram.g_00678
OG0001731	Syar.g_02884	Pram.g_01316
OG0001762	Syar.g_02493	Pram.g_00967
OG0001764	Syar.g_01870	Pram.g_01009
OG0001771	Syar.g_02677	Pram.g_01571
OG0001955	Syar.g_00733	Pram.g_01541
OG0001974	Syar.g_00325	Pram.g_00360
OG0001977	Syar.g_00703	Pram.g_01903
OG0002003	Syar.g_02127	Pram.g_00688
OG0002019	Syar.g_00615	Pram.g_01951
OG0002109	Syar.g_00759, Syar.g_01997	Pram.g_00692
OG0002110	Syar.g_00859	Pram.g_01488
OG0002344	Syar.g_00030, Syar.g_01149, Syar.g_01154	Pram.g_00348
OG0002348	Syar.g_00309	Pram.g_01527
OG0002559	Syar.g_01267	Pram.g_00592
OG0002730	Syar.g_01595	Pram.g_00614
OG0003491	Syar.g_00304	Pram.g_00585
OG0003493	Syar.g_00801	Pram.g_01433
