Orthogroup	Syar	Praq
OG0001162	Syar.g_03081	Praq.g_00005
OG0001165	Syar.g_02927	Praq.g_00498
OG0001166	Syar.g_02959	Praq.g_00478
OG0001167	Syar.g_02982	Praq.g_00461
OG0001168	Syar.g_02983	Praq.g_00459
OG0001169	Syar.g_02985	Praq.g_00457
OG0001170	Syar.g_02987	Praq.g_00455
OG0001171	Syar.g_02999	Praq.g_00446
OG0001172	Syar.g_00143	Praq.g_00948
OG0001173	Syar.g_00142	Praq.g_00947
OG0001174	Syar.g_00134	Praq.g_00939
OG0001175	Syar.g_00133	Praq.g_00938
OG0001176	Syar.g_01025	Praq.g_00931
OG0001177	Syar.g_01023	Praq.g_00928
OG0001178	Syar.g_02943	Praq.g_00923
OG0001179	Syar.g_01055	Praq.g_00895
OG0001181	Syar.g_01082	Praq.g_00870
OG0001182	Syar.g_01090	Praq.g_00863
OG0001183	Syar.g_01096	Praq.g_00728
OG0001184	Syar.g_00653	Praq.g_00744
OG0001185	Syar.g_00614	Praq.g_00758
OG0001186	Syar.g_00562	Praq.g_00684
OG0001187	Syar.g_00548	Praq.g_00688
OG0001188	Syar.g_00546	Praq.g_00690
OG0001189	Syar.g_00525	Praq.g_00707
OG0001190	Syar.g_00330	Praq.g_00711
OG0001191	Syar.g_00349	Praq.g_00721
OG0001192	Syar.g_00356	Praq.g_00390
OG0001193	Syar.g_00711	Praq.g_00400
OG0001194	Syar.g_00622	Praq.g_00401
OG0001195	Syar.g_00623	Praq.g_00402
OG0001196	Syar.g_00453	Praq.g_00415
OG0001197	Syar.g_00455	Praq.g_00416
OG0001198	Syar.g_00467	Praq.g_00423
OG0001199	Syar.g_03045	Praq.g_01929
OG0001200	Syar.g_03047	Praq.g_01927
OG0001201	Syar.g_03120	Praq.g_01895
OG0001202	Syar.g_00991	Praq.g_01803
OG0001203	Syar.g_03021	Praq.g_01764
OG0001204	Syar.g_00154	Praq.g_01759
OG0001205	Syar.g_02869	Praq.g_01112
OG0001207	Syar.g_01462	Praq.g_00528
OG0001208	Syar.g_01471	Praq.g_00533
OG0001211	Syar.g_02323	Praq.g_01052
OG0001212	Syar.g_02027	Praq.g_01006
OG0001213	Syar.g_02239	Praq.g_00973
OG0001214	Syar.g_02420	Praq.g_00965
OG0001215	Syar.g_00965	Praq.g_00819
OG0001216	Syar.g_01909	Praq.g_00585
OG0001217	Syar.g_02852	Praq.g_00622
OG0001218	Syar.g_01388	Praq.g_00630
OG0001219	Syar.g_02585	Praq.g_00658
OG0001222	Syar.g_02552	Praq.g_01540
OG0001223	Syar.g_02505	Praq.g_01566
OG0001224	Syar.g_01361	Praq.g_01615
OG0001225	Syar.g_01929	Praq.g_01617
OG0001226	Syar.g_03054	Praq.g_01642
OG0001227	Syar.g_02213	Praq.g_01661
OG0001230	Syar.g_02816	Praq.g_00286
OG0001231	Syar.g_00485	Praq.g_00003
OG0001232	Syar.g_02968	Praq.g_00474
OG0001233	Syar.g_02988	Praq.g_00454
OG0001235	Syar.g_01019	Praq.g_00926
OG0001236	Syar.g_00657	Praq.g_00741
OG0001237	Syar.g_00652	Praq.g_00745
OG0001238	Syar.g_00351	Praq.g_00722
OG0001239	Syar.g_03043	Praq.g_01932
OG0001240	Syar.g_03101	Praq.g_01910
OG0001241	Syar.g_03112	Praq.g_01902
OG0001242	Syar.g_00043	Praq.g_01884
OG0001243	Syar.g_00051	Praq.g_01878
OG0001244	Syar.g_00075	Praq.g_01862
OG0001245	Syar.g_00999	Praq.g_01163
OG0001246	Syar.g_01910	Praq.g_01098
OG0001247	Syar.g_02024	Praq.g_00812
OG0001248	Syar.g_02059	Praq.g_00814
OG0001249	Syar.g_01113	Praq.g_00647
OG0001250	Syar.g_01819, Syar.g_03240	Praq.g_01438
OG0001251	Syar.g_02575	Praq.g_01474
OG0001252	Syar.g_01372	Praq.g_01610
OG0001253	Syar.g_02015	Praq.g_01662
OG0001254	Syar.g_02233	Praq.g_01302
OG0001255	Syar.g_01746	Praq.g_01317
OG0001256	Syar.g_02915	Praq.g_00384
OG0001257	Syar.g_00807	Praq.g_00002
OG0001259	Syar.g_02986	Praq.g_00456
OG0001260	Syar.g_03007	Praq.g_00440
OG0001262	Syar.g_00527	Praq.g_00705
OG0001263	Syar.g_00054	Praq.g_01875
OG0001265	Syar.g_00041	Praq.g_01885
OG0001266	Syar.g_00987	Praq.g_01799
OG0001267	Syar.g_00225	Praq.g_01723
OG0001268	Syar.g_01124	Praq.g_01206
OG0001269	Syar.g_00688	Praq.g_01185
OG0001270	Syar.g_01175	Praq.g_01123
OG0001271	Syar.g_01270	Praq.g_00523
OG0001272	Syar.g_01475	Praq.g_00537
OG0001273	Syar.g_02413	Praq.g_00971
OG0001274	Syar.g_00929	Praq.g_00832
OG0001275	Syar.g_02490	Praq.g_01575
OG0001276	Syar.g_01797	Praq.g_01594
OG0001277	Syar.g_02250	Praq.g_01651
OG0001278	Syar.g_01720	Praq.g_01383
OG0001280	Syar.g_03317	Praq.g_00132
OG0001281	Syar.g_02783	Praq.g_00138
OG0001282	Syar.g_01460, Syar.g_01351	Praq.g_00178
OG0001283	Syar.g_00447	Praq.g_00197
OG0001284	Syar.g_02900	Praq.g_00364
OG0001285	Syar.g_02972	Praq.g_00471
OG0001287	Syar.g_00606	Praq.g_00765
OG0001288	Syar.g_00591	Praq.g_00773
OG0001289	Syar.g_03080	Praq.g_01916
OG0001290	Syar.g_03111	Praq.g_01903
OG0001291	Syar.g_00064	Praq.g_01868
OG0001292	Syar.g_00160	Praq.g_01754
OG0001293	Syar.g_00198	Praq.g_01742
OG0001294	Syar.g_01687	Praq.g_01165
OG0001295	Syar.g_00693	Praq.g_00517
OG0001296	Syar.g_01506	Praq.g_01093
OG0001297	Syar.g_01510	Praq.g_01088
OG0001298	Syar.g_02210	Praq.g_01026
OG0001299	Syar.g_01915	Praq.g_00795
OG0001303	Syar.g_02583	Praq.g_01579
OG0001304	Syar.g_01557	Praq.g_01604
OG0001305	Syar.g_01937	Praq.g_01623
OG0001306	Syar.g_01521	Praq.g_01319
OG0001307	Syar.g_02591	Praq.g_00158
OG0001308	Syar.g_02798	Praq.g_00304
OG0001310	Syar.g_02951	Praq.g_00485
OG0001311	Syar.g_01795	Praq.g_01596
OG0001312	Syar.g_02569	Praq.g_01529
OG0001315	Syar.g_01094	Praq.g_01942
OG0001317	Syar.g_03025	Praq.g_01768
OG0001318	Syar.g_00186	Praq.g_01747
OG0001319	Syar.g_00215	Praq.g_01731
OG0001325	Syar.g_01577	Praq.g_00588
OG0001326	Syar.g_00632	Praq.g_00846
OG0001327	Syar.g_01674	Praq.g_01634
OG0001329	Syar.g_02337	Praq.g_01294
OG0001331	Syar.g_01455	Praq.g_00183
OG0001334	Syar.g_03166	Praq.g_00731
OG0001336	Syar.g_00448	Praq.g_00412
OG0001339	Syar.g_03114	Praq.g_01900
OG0001343	Syar.g_03210	Praq.g_01471
OG0001345	Syar.g_01958	Praq.g_01352
OG0001346	Syar.g_02778	Praq.g_00134
OG0001348	Syar.g_02259	Praq.g_00023
OG0001349	Syar.g_02764	Praq.g_00221
OG0001351	Syar.g_01420	Praq.g_00503
OG0001355	Syar.g_01912	Praq.g_00033, Praq.g_00044
OG0001358	Syar.g_02262	Praq.g_00982
OG0001359	Syar.g_03211	Praq.g_01472
OG0001360	Syar.g_01961	Praq.g_01663
OG0001361	Syar.g_01955	Praq.g_01349
OG0001364	Syar.g_00284	Praq.g_00734
OG0001365	Syar.g_00335	Praq.g_00715
OG0001370	Syar.g_00013	Praq.g_00509
OG0001371	Syar.g_03059	Praq.g_00808
OG0001373	Syar.g_00631	Praq.g_00847
OG0001374	Syar.g_00642	Praq.g_00839
OG0001376	Syar.g_02600, Syar.g_03203	Praq.g_01628
OG0001377	Syar.g_03202, Syar.g_02599	Praq.g_01629
OG0001378	Syar.g_01174	Praq.g_01272
OG0001382	Syar.g_02834, Syar.g_03204	Praq.g_00016
OG0001385	Syar.g_00628	Praq.g_00850
OG0001386	Syar.g_00629	Praq.g_00849
OG0001387	Syar.g_00630	Praq.g_00848
OG0001388	Syar.g_00635	Praq.g_00845
OG0001389	Syar.g_00636	Praq.g_00844
OG0001390	Syar.g_00637	Praq.g_00843
OG0001391	Syar.g_00638	Praq.g_00842
OG0001392	Syar.g_00640	Praq.g_00841
OG0001393	Syar.g_00641	Praq.g_00840
OG0001395	Syar.g_01561	Praq.g_01606
OG0001403	Syar.g_00504	Praq.g_01233
OG0001406	Syar.g_02601	Praq.g_01627
OG0001408	Syar.g_02042	Praq.g_01646, Praq.g_01645
OG0001411	Syar.g_02761, Syar.g_02360	Praq.g_00219
OG0001413	Syar.g_02063	Praq.g_00379
OG0001415	Syar.g_01553	Praq.g_01771
OG0001416	Syar.g_00433	Praq.g_00508
OG0001417	Syar.g_01885	Praq.g_00519, Praq.g_00520
OG0001418	Syar.g_01546	Praq.g_00813
OG0001420	Syar.g_02680	Praq.g_01280
OG0001428	Syar.g_00108	Praq.g_01830
OG0001429	Syar.g_02582	Praq.g_00659
OG0001430	Syar.g_03306	Praq.g_00106
OG0001432	Syar.g_02064, Syar.g_02123	Praq.g_00377
OG0001433	Syar.g_00173	Praq.g_00066
OG0001434	Syar.g_02613	Praq.g_01509
OG0001435	Syar.g_01621	Praq.g_01486
OG0001437	Syar.g_01554	Praq.g_01772
OG0001438	Syar.g_00240	Praq.g_01709
OG0001439	Syar.g_00824	Praq.g_01695
OG0001441	Syar.g_02691	Praq.g_01081
OG0001442	Syar.g_02622	Praq.g_00613
OG0001447	Syar.g_00052	Praq.g_01877
OG0001450	Syar.g_00880	Praq.g_00816
OG0001452	Syar.g_00167	Praq.g_01476
OG0001453	Syar.g_02498	Praq.g_01569
OG0001454	Syar.g_02065, Syar.g_02122	Praq.g_01656
OG0001456	Syar.g_00643	Praq.g_01310
OG0001457	Syar.g_00644	Praq.g_01311
OG0001458	Syar.g_00645	Praq.g_01312
OG0001459	Syar.g_00418, Syar.g_02047	Praq.g_00092
OG0001462	Syar.g_00511	Praq.g_01238
OG0001467	Syar.g_01745	Praq.g_00648
OG0001470	Syar.g_02358, Syar.g_02369	Praq.g_00199
OG0001471	Syar.g_00830	Praq.g_00380
OG0001474	Syar.g_01125	Praq.g_01205
OG0001475	Syar.g_02370	Praq.g_00201
OG0001479	Syar.g_01122	Praq.g_01208
OG0001480	Syar.g_02013	Praq.g_01175
OG0001482	Syar.g_02511	Praq.g_00506
OG0001486	Syar.g_01537	Praq.g_01331
OG0001492	Syar.g_01717	Praq.g_01380
OG0001493	Syar.g_01725	Praq.g_01388
OG0001502	Syar.g_01840	Praq.g_00643
OG0001504	Syar.g_02046	Praq.g_00093
OG0001507	Syar.g_03257, Syar.g_01540	Praq.g_01957
OG0001508	Syar.g_02372	Praq.g_00198
OG0001520	Syar.g_02053	Praq.g_01151, Praq.g_01150
OG0001528	Syar.g_02371	Praq.g_00200
OG0001546	Syar.g_03276, Syar.g_02688	Praq.g_01078
OG0001554	Syar.g_00327	Praq.g_00386
OG0001555	Syar.g_01689	Praq.g_00012
OG0001565	Syar.g_03069	Praq.g_01130
OG0001587	Syar.g_03010	Praq.g_00955
OG0001613	Syar.g_01093	Praq.g_00726
OG0001625	Syar.g_00192	Praq.g_01745
OG0001627	Syar.g_01215	Praq.g_00628
OG0001647	Syar.g_00217	Praq.g_01730
OG0001712	Syar.g_01846	Praq.g_01133
OG0001713	Syar.g_02147	Praq.g_01946
OG0001726	Syar.g_01863	Praq.g_01136
OG0001745	Syar.g_02010	Praq.g_00376
OG0001924	Syar.g_02672	Praq.g_00559
OG0001925	Syar.g_02671	Praq.g_00558
OG0001926	Syar.g_02669	Praq.g_00557
OG0001927	Syar.g_02668	Praq.g_00556
OG0001993	Syar.g_02674	Praq.g_00561
OG0001994	Syar.g_02673	Praq.g_00560
OG0002109	Syar.g_00759, Syar.g_01997	Praq.g_00151
OG0002110	Syar.g_00859	Praq.g_00852, Praq.g_00855
OG0002364	Syar.g_02581	Praq.g_00660
OG0002559	Syar.g_01267	Praq.g_01403
OG0002895	Syar.g_00760	Praq.g_00150
