Orthogroup	Syar	Prbi
OG0001110	Syar.g_02527	Prbi.g_01014
OG0001111	Syar.g_02525	Prbi.g_01015
OG0001112	Syar.g_02523	Prbi.g_01016
OG0001113	Syar.g_02522	Prbi.g_01017
OG0001114	Syar.g_02521	Prbi.g_01018
OG0001115	Syar.g_02519	Prbi.g_01020
OG0001116	Syar.g_02517	Prbi.g_01021
OG0001117	Syar.g_02516	Prbi.g_01022
OG0001118	Syar.g_02515	Prbi.g_01023
OG0001119	Syar.g_02513	Prbi.g_01024
OG0001120	Syar.g_02507	Prbi.g_01026
OG0001122	Syar.g_01803	Prbi.g_01058
OG0001123	Syar.g_01796	Prbi.g_01062
OG0001124	Syar.g_01793	Prbi.g_01064
OG0001125	Syar.g_01791	Prbi.g_01065
OG0001126	Syar.g_01375	Prbi.g_01075
OG0001127	Syar.g_01374	Prbi.g_01076
OG0001128	Syar.g_01371	Prbi.g_01078
OG0001129	Syar.g_01369	Prbi.g_01079
OG0001130	Syar.g_01368	Prbi.g_01080
OG0001131	Syar.g_02448	Prbi.g_01117
OG0001132	Syar.g_00684	Prbi.g_01127
OG0001133	Syar.g_02249	Prbi.g_01161
OG0001134	Syar.g_02235	Prbi.g_01174
OG0001135	Syar.g_02232	Prbi.g_01177
OG0001136	Syar.g_01536	Prbi.g_01204
OG0001137	Syar.g_01944	Prbi.g_01215
OG0001138	Syar.g_01977	Prbi.g_01233
OG0001139	Syar.g_01980	Prbi.g_01234
OG0001140	Syar.g_01981	Prbi.g_01235
OG0001141	Syar.g_01982	Prbi.g_01236
OG0001142	Syar.g_01983	Prbi.g_01237
OG0001143	Syar.g_01698	Prbi.g_01244
OG0001144	Syar.g_01707	Prbi.g_01249
OG0001145	Syar.g_02769	Prbi.g_01383
OG0001146	Syar.g_02782	Prbi.g_01395
OG0001147	Syar.g_01276	Prbi.g_01425
OG0001148	Syar.g_01459	Prbi.g_01441
OG0001149	Syar.g_01458	Prbi.g_01442
OG0001150	Syar.g_01457	Prbi.g_01443
OG0001151	Syar.g_01238	Prbi.g_01454
OG0001152	Syar.g_01237	Prbi.g_01455
OG0001153	Syar.g_01398	Prbi.g_01622
OG0001154	Syar.g_01397	Prbi.g_01623
OG0001155	Syar.g_01211	Prbi.g_01635
OG0001156	Syar.g_01185	Prbi.g_01638
OG0001157	Syar.g_01184	Prbi.g_01639
OG0001158	Syar.g_01183	Prbi.g_01640
OG0001159	Syar.g_01182	Prbi.g_01641
OG0001160	Syar.g_02908	Prbi.g_01665
OG0001161	Syar.g_00382	Prbi.g_01678
OG0001162	Syar.g_03081	Prbi.g_01689
OG0001163	Syar.g_02917	Prbi.g_01779
OG0001164	Syar.g_02922	Prbi.g_01783
OG0001166	Syar.g_02959	Prbi.g_01806
OG0001167	Syar.g_02982	Prbi.g_01823
OG0001168	Syar.g_02983	Prbi.g_01825
OG0001169	Syar.g_02985	Prbi.g_01827
OG0001170	Syar.g_02987	Prbi.g_01829
OG0001171	Syar.g_02999	Prbi.g_01838
OG0001172	Syar.g_00143	Prbi.g_01851
OG0001173	Syar.g_00142	Prbi.g_01852
OG0001174	Syar.g_00134	Prbi.g_01860
OG0001175	Syar.g_00133	Prbi.g_01861
OG0001176	Syar.g_01025	Prbi.g_01869
OG0001177	Syar.g_01023	Prbi.g_01872
OG0001178	Syar.g_02943	Prbi.g_01877
OG0001179	Syar.g_01055	Prbi.g_01922
OG0001181	Syar.g_01082	Prbi.g_01948
OG0001182	Syar.g_01090	Prbi.g_01955
OG0001183	Syar.g_01096	Prbi.g_01959
OG0001184	Syar.g_00653	Prbi.g_01975
OG0001185	Syar.g_00614	Prbi.g_01989
OG0001186	Syar.g_00562	Prbi.g_02012
OG0001187	Syar.g_00548	Prbi.g_02028
OG0001188	Syar.g_00546	Prbi.g_02031
OG0001189	Syar.g_00525	Prbi.g_02048
OG0001190	Syar.g_00330	Prbi.g_02052
OG0001191	Syar.g_00349	Prbi.g_02062
OG0001192	Syar.g_00356	Prbi.g_02067
OG0001193	Syar.g_00711	Prbi.g_02077
OG0001194	Syar.g_00622	Prbi.g_02078
OG0001195	Syar.g_00623	Prbi.g_02079
OG0001196	Syar.g_00453	Prbi.g_02092
OG0001197	Syar.g_00455	Prbi.g_02093
OG0001198	Syar.g_00467	Prbi.g_02100
OG0001199	Syar.g_03045	Prbi.g_00081
OG0001200	Syar.g_03047	Prbi.g_00083
OG0001201	Syar.g_03120	Prbi.g_00115
OG0001202	Syar.g_00991	Prbi.g_00223
OG0001203	Syar.g_03021	Prbi.g_00262
OG0001204	Syar.g_00154	Prbi.g_00267
OG0001205	Syar.g_02869	Prbi.g_00446
OG0001207	Syar.g_01462	Prbi.g_00480
OG0001208	Syar.g_01471	Prbi.g_00485
OG0001211	Syar.g_02323	Prbi.g_00553
OG0001212	Syar.g_02027	Prbi.g_00598
OG0001213	Syar.g_02239	Prbi.g_00631
OG0001214	Syar.g_02420	Prbi.g_00640
OG0001215	Syar.g_00965	Prbi.g_00693
OG0001216	Syar.g_01909	Prbi.g_00747
OG0001217	Syar.g_02852	Prbi.g_00792
OG0001218	Syar.g_01388	Prbi.g_00800
OG0001219	Syar.g_02585	Prbi.g_00835
OG0001222	Syar.g_02552	Prbi.g_01001
OG0001223	Syar.g_02505	Prbi.g_01027
OG0001224	Syar.g_01361	Prbi.g_01082
OG0001225	Syar.g_01929	Prbi.g_01084
OG0001226	Syar.g_03054	Prbi.g_01111
OG0001227	Syar.g_02213	Prbi.g_01130
OG0001230	Syar.g_02816	Prbi.g_01581
OG0001231	Syar.g_00485	Prbi.g_01687
OG0001232	Syar.g_02968	Prbi.g_01810
OG0001233	Syar.g_02988	Prbi.g_01830
OG0001235	Syar.g_01019	Prbi.g_01874
OG0001236	Syar.g_00657	Prbi.g_01972
OG0001237	Syar.g_00652	Prbi.g_01976
OG0001238	Syar.g_00351	Prbi.g_02063
OG0001239	Syar.g_03043	Prbi.g_00078
OG0001240	Syar.g_03101	Prbi.g_00100
OG0001241	Syar.g_03112	Prbi.g_00108
OG0001242	Syar.g_00043	Prbi.g_00127
OG0001243	Syar.g_00051	Prbi.g_00133
OG0001244	Syar.g_00075	Prbi.g_00149
OG0001245	Syar.g_00999	Prbi.g_00404
OG0001246	Syar.g_01910	Prbi.g_00507
OG0001247	Syar.g_02024	Prbi.g_00686
OG0001248	Syar.g_02059	Prbi.g_00688
OG0001249	Syar.g_01113	Prbi.g_00825
OG0001250	Syar.g_01819, Syar.g_03240	Prbi.g_00888
OG0001251	Syar.g_02575	Prbi.g_00935
OG0001252	Syar.g_01372	Prbi.g_01077
OG0001253	Syar.g_02015	Prbi.g_01131
OG0001254	Syar.g_02233	Prbi.g_01176
OG0001255	Syar.g_01746	Prbi.g_01191
OG0001256	Syar.g_02915	Prbi.g_01680
OG0001257	Syar.g_00807	Prbi.g_01686
OG0001258	Syar.g_02925	Prbi.g_01784
OG0001259	Syar.g_02986	Prbi.g_01828
OG0001260	Syar.g_03007	Prbi.g_01844
OG0001262	Syar.g_00527	Prbi.g_02046
OG0001263	Syar.g_00054	Prbi.g_00136
OG0001265	Syar.g_00041	Prbi.g_00126
OG0001266	Syar.g_00987	Prbi.g_00227
OG0001267	Syar.g_00225	Prbi.g_00304
OG0001268	Syar.g_01124	Prbi.g_00363
OG0001269	Syar.g_00688	Prbi.g_00383
OG0001270	Syar.g_01175	Prbi.g_00435
OG0001271	Syar.g_01270	Prbi.g_00475
OG0001272	Syar.g_01475	Prbi.g_00489
OG0001273	Syar.g_02413	Prbi.g_00634
OG0001274	Syar.g_00929	Prbi.g_00707
OG0001275	Syar.g_02490	Prbi.g_01037
OG0001276	Syar.g_01797	Prbi.g_01061
OG0001277	Syar.g_02250	Prbi.g_01119
OG0001278	Syar.g_01720	Prbi.g_01257
OG0001279	Syar.g_02841	Prbi.g_01332
OG0001280	Syar.g_03317	Prbi.g_01390
OG0001281	Syar.g_02783	Prbi.g_01396
OG0001282	Syar.g_01460, Syar.g_01351	Prbi.g_01440
OG0001283	Syar.g_00447	Prbi.g_01459
OG0001284	Syar.g_02900	Prbi.g_01660
OG0001285	Syar.g_02972	Prbi.g_01813
OG0001286	Syar.g_01077	Prbi.g_01942
OG0001287	Syar.g_00606	Prbi.g_01996
OG0001288	Syar.g_00591	Prbi.g_02005
OG0001289	Syar.g_03080	Prbi.g_00094
OG0001290	Syar.g_03111	Prbi.g_00107
OG0001291	Syar.g_00064	Prbi.g_00143
OG0001292	Syar.g_00160	Prbi.g_00272
OG0001293	Syar.g_00198	Prbi.g_00285
OG0001294	Syar.g_01687	Prbi.g_00402
OG0001295	Syar.g_00693	Prbi.g_00469
OG0001296	Syar.g_01506	Prbi.g_00512
OG0001297	Syar.g_01510	Prbi.g_00517
OG0001298	Syar.g_02210	Prbi.g_00579
OG0001299	Syar.g_01915	Prbi.g_00669
OG0001303	Syar.g_02583	Prbi.g_01041
OG0001304	Syar.g_01557	Prbi.g_01071
OG0001305	Syar.g_01937	Prbi.g_01090
OG0001306	Syar.g_01521	Prbi.g_01193
OG0001307	Syar.g_02591	Prbi.g_01422
OG0001308	Syar.g_02798	Prbi.g_01601
OG0001309	Syar.g_00360	Prbi.g_01684
OG0001310	Syar.g_02951	Prbi.g_01799
OG0001311	Syar.g_01795	Prbi.g_01063
OG0001312	Syar.g_02569	Prbi.g_00990
OG0001315	Syar.g_01094	Prbi.g_00068
OG0001317	Syar.g_03025	Prbi.g_00258
OG0001318	Syar.g_00186	Prbi.g_00280
OG0001319	Syar.g_00215	Prbi.g_00296
OG0001325	Syar.g_01577	Prbi.g_00750
OG0001326	Syar.g_00632	Prbi.g_00923
OG0001327	Syar.g_01674	Prbi.g_01102
OG0001329	Syar.g_02337	Prbi.g_01169
OG0001331	Syar.g_01455	Prbi.g_01445
OG0001334	Syar.g_03166	Prbi.g_01962
OG0001336	Syar.g_00448	Prbi.g_02089
OG0001339	Syar.g_03114	Prbi.g_00110
OG0001343	Syar.g_03210	Prbi.g_00932
OG0001345	Syar.g_01958	Prbi.g_01226
OG0001346	Syar.g_02778	Prbi.g_01392
OG0001348	Syar.g_02259	Prbi.g_01707
OG0001349	Syar.g_02764	Prbi.g_01590
OG0001351	Syar.g_01420	Prbi.g_00455
OG0001353	Syar.g_01809	Prbi.g_00879
OG0001354	Syar.g_02520	Prbi.g_01019
OG0001355	Syar.g_01912	Prbi.g_01724
OG0001358	Syar.g_02262	Prbi.g_00622
OG0001359	Syar.g_03211	Prbi.g_00933
OG0001360	Syar.g_01961	Prbi.g_01132
OG0001361	Syar.g_01955	Prbi.g_01223
OG0001364	Syar.g_00284	Prbi.g_01965
OG0001365	Syar.g_00335	Prbi.g_02056
OG0001370	Syar.g_00013	Prbi.g_00461
OG0001371	Syar.g_03059	Prbi.g_00682
OG0001373	Syar.g_00631	Prbi.g_00922
OG0001374	Syar.g_00642	Prbi.g_00930
OG0001376	Syar.g_02600, Syar.g_03203	Prbi.g_01096
OG0001377	Syar.g_03202, Syar.g_02599	Prbi.g_01097
OG0001378	Syar.g_01174	Prbi.g_01141
OG0001379	Syar.g_02772	Prbi.g_01385
OG0001382	Syar.g_02834, Syar.g_03204	Prbi.g_01699
OG0001385	Syar.g_00628	Prbi.g_00919
OG0001386	Syar.g_00629	Prbi.g_00920
OG0001387	Syar.g_00630	Prbi.g_00921
OG0001388	Syar.g_00635	Prbi.g_00924
OG0001389	Syar.g_00636	Prbi.g_00925
OG0001390	Syar.g_00637	Prbi.g_00926
OG0001391	Syar.g_00638	Prbi.g_00927
OG0001392	Syar.g_00640	Prbi.g_00928
OG0001393	Syar.g_00641	Prbi.g_00929
OG0001394	Syar.g_02608	Prbi.g_00966
OG0001395	Syar.g_01561	Prbi.g_01073
OG0001402	Syar.g_02252	Prbi.g_00808
OG0001403	Syar.g_00504	Prbi.g_00030
OG0001406	Syar.g_02601	Prbi.g_01095
OG0001408	Syar.g_02042	Prbi.g_01114
OG0001411	Syar.g_02761, Syar.g_02360	Prbi.g_01491
OG0001413	Syar.g_02063	Prbi.g_01675
OG0001415	Syar.g_01553	Prbi.g_00255
OG0001416	Syar.g_00433	Prbi.g_00460
OG0001417	Syar.g_01885	Prbi.g_00471
OG0001418	Syar.g_01546	Prbi.g_00687
OG0001420	Syar.g_02680	Prbi.g_01150
OG0001428	Syar.g_00108	Prbi.g_00196
OG0001429	Syar.g_02582	Prbi.g_00836
OG0001430	Syar.g_03306	Prbi.g_01356
OG0001432	Syar.g_02064, Syar.g_02123	Prbi.g_01673
OG0001433	Syar.g_00173	Prbi.g_01302
OG0001435	Syar.g_01621	Prbi.g_00947
OG0001437	Syar.g_01554	Prbi.g_00254
OG0001438	Syar.g_00240	Prbi.g_00317
OG0001439	Syar.g_00824	Prbi.g_00331
OG0001441	Syar.g_02691	Prbi.g_00524
OG0001442	Syar.g_02622	Prbi.g_00781
OG0001447	Syar.g_00052	Prbi.g_00134
OG0001449	Syar.g_01897	Prbi.g_00421
OG0001450	Syar.g_00880	Prbi.g_00690
OG0001452	Syar.g_00167	Prbi.g_00937
OG0001453	Syar.g_02498	Prbi.g_01031
OG0001454	Syar.g_02065, Syar.g_02122	Prbi.g_01125
OG0001456	Syar.g_00643	Prbi.g_01184
OG0001457	Syar.g_00644	Prbi.g_01185
OG0001458	Syar.g_00645	Prbi.g_01186
OG0001459	Syar.g_00418, Syar.g_02047	Prbi.g_01344
OG0001460	Syar.g_00172	Prbi.g_01303
OG0001461	Syar.g_02478	Prbi.g_01545
OG0001462	Syar.g_00511	Prbi.g_00034
OG0001467	Syar.g_01745	Prbi.g_00826
OG0001471	Syar.g_00830	Prbi.g_01676
OG0001474	Syar.g_01125	Prbi.g_00364
OG0001475	Syar.g_02370	Prbi.g_01472
OG0001479	Syar.g_01122	Prbi.g_00361
OG0001480	Syar.g_02013	Prbi.g_00393
OG0001482	Syar.g_02511	Prbi.g_00458
OG0001486	Syar.g_01537	Prbi.g_01205
OG0001492	Syar.g_01717	Prbi.g_01254
OG0001493	Syar.g_01725	Prbi.g_01262
OG0001495	Syar.g_01022	Prbi.g_01871
OG0001502	Syar.g_01840	Prbi.g_00817
OG0001504	Syar.g_02046	Prbi.g_01345
OG0001505	Syar.g_02696	Prbi.g_01509
OG0001507	Syar.g_03257, Syar.g_01540	Prbi.g_01739
OG0001508	Syar.g_02372	Prbi.g_01473
OG0001513	Syar.g_00995	Prbi.g_01761
OG0001520	Syar.g_02053	Prbi.g_00416
OG0001546	Syar.g_03276, Syar.g_02688	Prbi.g_00527
OG0001547	Syar.g_01855	Prbi.g_00819
OG0001554	Syar.g_00327	Prbi.g_01682
OG0001555	Syar.g_01689	Prbi.g_01695
OG0001557	Syar.g_02609	Prbi.g_00967
OG0001567	Syar.g_01847	Prbi.g_00818
OG0001568	Syar.g_01866	Prbi.g_00820
OG0001570	Syar.g_02858	Prbi.g_01152
OG0001587	Syar.g_03010	Prbi.g_01846
OG0001590	Syar.g_02412	Prbi.g_01538
OG0001613	Syar.g_01093	Prbi.g_01957
OG0001625	Syar.g_00192	Prbi.g_00282
OG0001627	Syar.g_01215	Prbi.g_00797
OG0001647	Syar.g_00217	Prbi.g_00297
OG0001695	Syar.g_00864	Prbi.g_01299, Prbi.g_01550
OG0001745	Syar.g_02010	Prbi.g_01672
OG0001995	Syar.g_02034	Prbi.g_01411
OG0002020	Syar.g_00892	Prbi.g_01297, Prbi.g_01552
OG0002021	Syar.g_00425	Prbi.g_01295, Prbi.g_01554
OG0002022	Syar.g_00426	Prbi.g_01294, Prbi.g_01555
OG0002023	Syar.g_00427	Prbi.g_01293, Prbi.g_01556
OG0002024	Syar.g_00875, Syar.g_00004	Prbi.g_01289, Prbi.g_01560
OG0002054	Syar.g_00876	Prbi.g_01288, Prbi.g_01561
OG0002055	Syar.g_00872	Prbi.g_01291, Prbi.g_01558
OG0002125	Syar.g_01280	Prbi.g_01880, Prbi.g_00163, Prbi.g_00717
OG0002131	Syar.g_00424	Prbi.g_01296, Prbi.g_01553
OG0002132	Syar.g_00866	Prbi.g_01292, Prbi.g_01557
OG0002364	Syar.g_02581	Prbi.g_00837
OG0002445	Syar.g_01281	Prbi.g_01879, Prbi.g_00712, Prbi.g_00164
OG0002722	Syar.g_02708	Prbi.g_00742
OG0002767	Syar.g_03172	Prbi.g_00045, Prbi.g_01412
OG0003491	Syar.g_00304	Prbi.g_01416
