Orthogroup	Syar	Prbb
OG0001109	Syar.g_02529	Prbb.g_00994
OG0001110	Syar.g_02527	Prbb.g_00996
OG0001111	Syar.g_02525	Prbb.g_00997
OG0001112	Syar.g_02523	Prbb.g_00998
OG0001113	Syar.g_02522	Prbb.g_00999
OG0001114	Syar.g_02521	Prbb.g_01000
OG0001115	Syar.g_02519	Prbb.g_01002
OG0001116	Syar.g_02517	Prbb.g_01003
OG0001117	Syar.g_02516	Prbb.g_01004
OG0001118	Syar.g_02515	Prbb.g_01005
OG0001119	Syar.g_02513	Prbb.g_01006
OG0001120	Syar.g_02507	Prbb.g_01007
OG0001122	Syar.g_01803	Prbb.g_01038
OG0001123	Syar.g_01796	Prbb.g_01043
OG0001124	Syar.g_01793	Prbb.g_01045
OG0001125	Syar.g_01791	Prbb.g_01047
OG0001126	Syar.g_01375	Prbb.g_01058
OG0001127	Syar.g_01374	Prbb.g_01059
OG0001128	Syar.g_01371	Prbb.g_01062
OG0001129	Syar.g_01369	Prbb.g_01063
OG0001130	Syar.g_01368	Prbb.g_01064
OG0001131	Syar.g_02448	Prbb.g_00897
OG0001132	Syar.g_00684	Prbb.g_01108
OG0001133	Syar.g_02249	Prbb.g_01085
OG0001134	Syar.g_02235	Prbb.g_01887
OG0001135	Syar.g_02232	Prbb.g_01890
OG0001136	Syar.g_01536	Prbb.g_01520
OG0001137	Syar.g_01944	Prbb.g_01507
OG0001138	Syar.g_01977	Prbb.g_01486
OG0001139	Syar.g_01980	Prbb.g_01484
OG0001140	Syar.g_01981	Prbb.g_01483
OG0001141	Syar.g_01982	Prbb.g_01482
OG0001142	Syar.g_01983	Prbb.g_01481
OG0001143	Syar.g_01698	Prbb.g_01474
OG0001144	Syar.g_01707	Prbb.g_01469
OG0001145	Syar.g_02769	Prbb.g_01578
OG0001146	Syar.g_02782	Prbb.g_01590
OG0001147	Syar.g_01276	Prbb.g_01612
OG0001148	Syar.g_01459	Prbb.g_01641
OG0001149	Syar.g_01458	Prbb.g_01642
OG0001150	Syar.g_01457	Prbb.g_01643
OG0001151	Syar.g_01238	Prbb.g_01654
OG0001152	Syar.g_01237	Prbb.g_01655
OG0001153	Syar.g_01398	Prbb.g_01716
OG0001154	Syar.g_01397	Prbb.g_01717
OG0001155	Syar.g_01211	Prbb.g_01733
OG0001156	Syar.g_01185	Prbb.g_01736
OG0001157	Syar.g_01184	Prbb.g_01737
OG0001158	Syar.g_01183	Prbb.g_01738
OG0001159	Syar.g_01182	Prbb.g_01739
OG0001160	Syar.g_02908	Prbb.g_01765
OG0001161	Syar.g_00382	Prbb.g_01555
OG0001162	Syar.g_03081	Prbb.g_01778
OG0001163	Syar.g_02917	Prbb.g_01815
OG0001164	Syar.g_02922	Prbb.g_01819
OG0001165	Syar.g_02927	Prbb.g_01822
OG0001166	Syar.g_02959	Prbb.g_01840
OG0001167	Syar.g_02982	Prbb.g_01858
OG0001168	Syar.g_02983	Prbb.g_01859
OG0001169	Syar.g_02985	Prbb.g_01861
OG0001170	Syar.g_02987	Prbb.g_01863
OG0001171	Syar.g_02999	Prbb.g_01873
OG0001172	Syar.g_00143	Prbb.g_01926
OG0001173	Syar.g_00142	Prbb.g_01927
OG0001174	Syar.g_00134	Prbb.g_01935
OG0001175	Syar.g_00133	Prbb.g_01936
OG0001176	Syar.g_01025	Prbb.g_01947
OG0001177	Syar.g_01023	Prbb.g_01945
OG0001178	Syar.g_02943	Prbb.g_01279
OG0001179	Syar.g_01055	Prbb.g_01984
OG0001181	Syar.g_01082	Prbb.g_02011
OG0001182	Syar.g_01090	Prbb.g_02019
OG0001183	Syar.g_01096	Prbb.g_02025
OG0001184	Syar.g_00653	Prbb.g_02041
OG0001185	Syar.g_00614	Prbb.g_02056
OG0001186	Syar.g_00562	Prbb.g_02097
OG0001187	Syar.g_00548	Prbb.g_02100
OG0001188	Syar.g_00546	Prbb.g_02102
OG0001189	Syar.g_00525	Prbb.g_02119
OG0001190	Syar.g_00330	Prbb.g_02124
OG0001191	Syar.g_00349	Prbb.g_02134
OG0001192	Syar.g_00356	Prbb.g_02139
OG0001193	Syar.g_00711	Prbb.g_02152
OG0001194	Syar.g_00622	Prbb.g_02153
OG0001195	Syar.g_00623	Prbb.g_02154
OG0001196	Syar.g_00453	Prbb.g_02175
OG0001197	Syar.g_00455	Prbb.g_02177
OG0001198	Syar.g_00467	Prbb.g_02186
OG0001199	Syar.g_03045	Prbb.g_00129
OG0001200	Syar.g_03047	Prbb.g_00131
OG0001201	Syar.g_03120	Prbb.g_00163
OG0001202	Syar.g_00991	Prbb.g_00256
OG0001203	Syar.g_03021	Prbb.g_00295
OG0001204	Syar.g_00154	Prbb.g_00301
OG0001205	Syar.g_02869	Prbb.g_00450
OG0001207	Syar.g_01462	Prbb.g_00480
OG0001208	Syar.g_01471	Prbb.g_00487
OG0001211	Syar.g_02323	Prbb.g_00554
OG0001212	Syar.g_02027	Prbb.g_00596
OG0001213	Syar.g_02239	Prbb.g_00630
OG0001214	Syar.g_02420	Prbb.g_00638
OG0001215	Syar.g_00965	Prbb.g_00696
OG0001216	Syar.g_01909	Prbb.g_00715
OG0001217	Syar.g_02852	Prbb.g_00108
OG0001218	Syar.g_01388	Prbb.g_00754
OG0001219	Syar.g_02585	Prbb.g_00960
OG0001222	Syar.g_02552	Prbb.g_00893
OG0001223	Syar.g_02505	Prbb.g_01008
OG0001224	Syar.g_01361	Prbb.g_01066
OG0001225	Syar.g_01929	Prbb.g_01068
OG0001227	Syar.g_02213	Prbb.g_01090
OG0001230	Syar.g_02816	Prbb.g_01678
OG0001231	Syar.g_00485	Prbb.g_00758
OG0001232	Syar.g_02968	Prbb.g_01844
OG0001233	Syar.g_02988	Prbb.g_01864
OG0001235	Syar.g_01019	Prbb.g_01942
OG0001236	Syar.g_00657	Prbb.g_02038
OG0001237	Syar.g_00652	Prbb.g_02042
OG0001238	Syar.g_00351	Prbb.g_02135
OG0001239	Syar.g_03043	Prbb.g_00126
OG0001240	Syar.g_03101	Prbb.g_00148
OG0001241	Syar.g_03112	Prbb.g_00157
OG0001242	Syar.g_00043	Prbb.g_00176
OG0001243	Syar.g_00051	Prbb.g_00183
OG0001244	Syar.g_00075	Prbb.g_00199
OG0001245	Syar.g_00999	Prbb.g_01288
OG0001246	Syar.g_01910	Prbb.g_00508
OG0001247	Syar.g_02024	Prbb.g_00689
OG0001248	Syar.g_02059	Prbb.g_00691
OG0001249	Syar.g_01113	Prbb.g_00389
OG0001251	Syar.g_02575	Prbb.g_01913
OG0001252	Syar.g_01372	Prbb.g_01061
OG0001253	Syar.g_02015	Prbb.g_01783
OG0001254	Syar.g_02233	Prbb.g_01889
OG0001255	Syar.g_01746	Prbb.g_01534
OG0001256	Syar.g_02915	Prbb.g_01774
OG0001257	Syar.g_00807	Prbb.g_01779
OG0001258	Syar.g_02925	Prbb.g_01820
OG0001259	Syar.g_02986	Prbb.g_01862
OG0001260	Syar.g_03007	Prbb.g_01879
OG0001262	Syar.g_00527	Prbb.g_02117
OG0001263	Syar.g_00054	Prbb.g_00186
OG0001269	Syar.g_00688	Prbb.g_00836
OG0001273	Syar.g_02413	Prbb.g_00632
OG0001277	Syar.g_02250	Prbb.g_02163
OG0001279	Syar.g_02841	Prbb.g_01196
OG0001280	Syar.g_03317	Prbb.g_01585
OG0001281	Syar.g_02783	Prbb.g_01591
OG0001282	Syar.g_01460, Syar.g_01351	Prbb.g_01640
OG0001283	Syar.g_00447	Prbb.g_02171
OG0001284	Syar.g_02900	Prbb.g_01759
OG0001285	Syar.g_02972	Prbb.g_01847
OG0001286	Syar.g_01077	Prbb.g_02005
OG0001287	Syar.g_00606	Prbb.g_02063
OG0001288	Syar.g_00591	Prbb.g_02074
OG0001289	Syar.g_03080	Prbb.g_00142
OG0001290	Syar.g_03111	Prbb.g_00156
OG0001294	Syar.g_01687	Prbb.g_01628, Prbb.g_01553
OG0001295	Syar.g_00693	Prbb.g_01542
OG0001296	Syar.g_01506	Prbb.g_00513
OG0001297	Syar.g_01510	Prbb.g_00518
OG0001299	Syar.g_01915	Prbb.g_00669
OG0001303	Syar.g_02583	Prbb.g_01388
OG0001304	Syar.g_01557	Prbb.g_01052
OG0001305	Syar.g_01937	Prbb.g_00888
OG0001306	Syar.g_01521	Prbb.g_01532
OG0001307	Syar.g_02591	Prbb.g_01609
OG0001308	Syar.g_02798	Prbb.g_01696
OG0001309	Syar.g_00360	Prbb.g_00522
OG0001310	Syar.g_02951	Prbb.g_01834
OG0001311	Syar.g_01795	Prbb.g_01044
OG0001312	Syar.g_02569	Prbb.g_00969
OG0001315	Syar.g_01094	Prbb.g_02023
OG0001317	Syar.g_03025	Prbb.g_00291
OG0001318	Syar.g_00186	Prbb.g_00312
OG0001325	Syar.g_01577	Prbb.g_00718
OG0001326	Syar.g_00632	Prbb.g_01905
OG0001327	Syar.g_01674	Prbb.g_00921
OG0001329	Syar.g_02337	Prbb.g_01782
OG0001331	Syar.g_01455	Prbb.g_01645
OG0001334	Syar.g_03166	Prbb.g_02028
OG0001336	Syar.g_00448	Prbb.g_02172
OG0001337	Syar.g_01112	Prbb.g_00383
OG0001339	Syar.g_03114	Prbb.g_00159
OG0001343	Syar.g_03210	Prbb.g_00912
OG0001345	Syar.g_01958	Prbb.g_01496
OG0001346	Syar.g_02778	Prbb.g_01587
OG0001347	Syar.g_00565, Syar.g_02401	Prbb.g_02088
OG0001348	Syar.g_02259	Prbb.g_01125
OG0001349	Syar.g_02764	Prbb.g_00876
OG0001351	Syar.g_01420	Prbb.g_00459
OG0001354	Syar.g_02520	Prbb.g_01001
OG0001355	Syar.g_01912	Prbb.g_01781
OG0001358	Syar.g_02262	Prbb.g_00621
OG0001359	Syar.g_03211	Prbb.g_00913
OG0001360	Syar.g_01961	Prbb.g_01494
OG0001365	Syar.g_00335	Prbb.g_02128
OG0001366	Syar.g_02962	Prbb.g_01629, Prbb.g_00047, Prbb.g_01955
OG0001370	Syar.g_00013	Prbb.g_01235
OG0001371	Syar.g_03059	Prbb.g_00684
OG0001373	Syar.g_00631	Prbb.g_01904
OG0001374	Syar.g_00642	Prbb.g_01912
OG0001376	Syar.g_02600, Syar.g_03203	Prbb.g_00899
OG0001377	Syar.g_03202, Syar.g_02599	Prbb.g_00900
OG0001378	Syar.g_01174	Prbb.g_00439
OG0001385	Syar.g_00628	Prbb.g_01901
OG0001386	Syar.g_00629	Prbb.g_01902
OG0001387	Syar.g_00630	Prbb.g_01903
OG0001388	Syar.g_00635	Prbb.g_01906
OG0001389	Syar.g_00636	Prbb.g_01907
OG0001390	Syar.g_00637	Prbb.g_01908
OG0001391	Syar.g_00638	Prbb.g_01909
OG0001392	Syar.g_00640	Prbb.g_01910
OG0001393	Syar.g_00641	Prbb.g_01911
OG0001394	Syar.g_02608	Prbb.g_00948
OG0001395	Syar.g_01561	Prbb.g_01055
OG0001396	Syar.g_02402	Prbb.g_02089
OG0001401	Syar.g_01813	Prbb.g_00820
OG0001402	Syar.g_02252	Prbb.g_00625
OG0001403	Syar.g_00504	Prbb.g_00031
OG0001406	Syar.g_02601	Prbb.g_00898
OG0001408	Syar.g_02042	Prbb.g_00097
OG0001412	Syar.g_02400	Prbb.g_02086
OG0001413	Syar.g_02063	Prbb.g_00759
OG0001415	Syar.g_01553	Prbb.g_00287
OG0001417	Syar.g_01885	Prbb.g_01552
OG0001418	Syar.g_01546	Prbb.g_00690
OG0001420	Syar.g_02680	Prbb.g_01183
OG0001429	Syar.g_02582	Prbb.g_00961
OG0001430	Syar.g_03306	Prbb.g_00901
OG0001432	Syar.g_02064, Syar.g_02123	Prbb.g_01033
OG0001433	Syar.g_00173	Prbb.g_01163
OG0001434	Syar.g_02613	Prbb.g_00953
OG0001435	Syar.g_01621	Prbb.g_00928
OG0001437	Syar.g_01554	Prbb.g_00286
OG0001439	Syar.g_00824	Prbb.g_00358
OG0001441	Syar.g_02691	Prbb.g_00525
OG0001442	Syar.g_02622	Prbb.g_01667
OG0001443	Syar.g_00378	Prbb.g_01896
OG0001447	Syar.g_00052	Prbb.g_00184
OG0001450	Syar.g_00880	Prbb.g_00693
OG0001453	Syar.g_02498	Prbb.g_01011
OG0001454	Syar.g_02065, Syar.g_02122	Prbb.g_01280
OG0001456	Syar.g_00643	Prbb.g_01559
OG0001457	Syar.g_00644	Prbb.g_01558
OG0001458	Syar.g_00645	Prbb.g_01557
OG0001460	Syar.g_00172	Prbb.g_01162
OG0001461	Syar.g_02478	Prbb.g_01437
OG0001467	Syar.g_01745	Prbb.g_00115
OG0001470	Syar.g_02358, Syar.g_02369	Prbb.g_00853
OG0001471	Syar.g_00830	Prbb.g_01554
OG0001474	Syar.g_01125	Prbb.g_00399
OG0001475	Syar.g_02370	Prbb.g_00855
OG0001476	Syar.g_01647, Syar.g_02077, Syar.g_02128	Prbb.g_01509
OG0001477	Syar.g_02277	Prbb.g_01415
OG0001480	Syar.g_02013	Prbb.g_01215
OG0001482	Syar.g_02511	Prbb.g_01089
OG0001486	Syar.g_01537	Prbb.g_01519
OG0001487	Syar.g_01389	Prbb.g_01724
OG0001488	Syar.g_01948	Prbb.g_01503
OG0001489	Syar.g_01087	Prbb.g_02016
OG0001495	Syar.g_01022	Prbb.g_01944
OG0001496	Syar.g_02279	Prbb.g_01413
OG0001497	Syar.g_02278	Prbb.g_01414
OG0001498	Syar.g_03286, Syar.g_01163	Prbb.g_00417
OG0001505	Syar.g_02696	Prbb.g_00857
OG0001507	Syar.g_03257, Syar.g_01540	Prbb.g_01181
OG0001508	Syar.g_02372	Prbb.g_02096
OG0001509	Syar.g_00570, Syar.g_03249	Prbb.g_02090
OG0001510	Syar.g_00601	Prbb.g_02067
OG0001511	Syar.g_03129	Prbb.g_00167
OG0001512	Syar.g_03020	Prbb.g_01801
OG0001513	Syar.g_00995	Prbb.g_00050
OG0001514	Syar.g_02280	Prbb.g_01412
OG0001515	Syar.g_03266, Syar.g_02594	Prbb.g_00699
OG0001517	Syar.g_01119	Prbb.g_00395
OG0001518	Syar.g_00353	Prbb.g_02137
OG0001519	Syar.g_00380, Syar.g_00002	Prbb.g_02142
OG0001528	Syar.g_02371	Prbb.g_00854
OG0001529	Syar.g_00518	Prbb.g_00056
OG0001530	Syar.g_03127	Prbb.g_00166
OG0001531	Syar.g_03019	Prbb.g_00296
OG0001532	Syar.g_01978	Prbb.g_01485
OG0001534	Syar.g_01558	Prbb.g_01053
OG0001535	Syar.g_01799	Prbb.g_01041
OG0001536	Syar.g_02544	Prbb.g_00987
OG0001537	Syar.g_02602	Prbb.g_00945
OG0001538	Syar.g_02644	Prbb.g_00788
OG0001539	Syar.g_01626	Prbb.g_00923
OG0001540	Syar.g_00056	Prbb.g_00188
OG0001541	Syar.g_00117	Prbb.g_00236
OG0001542	Syar.g_00128	Prbb.g_00242
OG0001543	Syar.g_00949	Prbb.g_00896
OG0001544	Syar.g_00379, Syar.g_00001	Prbb.g_02141
OG0001545	Syar.g_00865	Prbb.g_02162
OG0001549	Syar.g_02838	Prbb.g_00846
OG0001555	Syar.g_01689	Prbb.g_01803
OG0001556	Syar.g_00177	Prbb.g_01154
OG0001557	Syar.g_02609	Prbb.g_00949
OG0001559	Syar.g_03126	Prbb.g_00165
OG0001560	Syar.g_03110	Prbb.g_00155
OG0001561	Syar.g_01792	Prbb.g_01046
OG0001562	Syar.g_02484	Prbb.g_01035
OG0001563	Syar.g_01072	Prbb.g_02000
OG0001570	Syar.g_02858	Prbb.g_01331
OG0001575	Syar.g_02306	Prbb.g_00569
OG0001576	Syar.g_02794	Prbb.g_01599
OG0001577	Syar.g_01534	Prbb.g_01522
OG0001578	Syar.g_00863	Prbb.g_01408
OG0001591	Syar.g_01685	Prbb.g_00676
OG0001613	Syar.g_01093	Prbb.g_02022
OG0001623	Syar.g_01109, Syar.g_01694, Syar.g_01104	Prbb.g_00385
OG0001634	Syar.g_01691	Prbb.g_00672
OG0001642	Syar.g_01387	Prbb.g_01621
OG0001644	Syar.g_01876	Prbb.g_00728
OG0001659	Syar.g_01973	Prbb.g_01489
OG0001661	Syar.g_00911	Prbb.g_01112
OG0001673	Syar.g_03028	Prbb.g_00289
OG0001692	Syar.g_02812	Prbb.g_01682
OG0001694	Syar.g_00227	Prbb.g_00333
OG0001695	Syar.g_00864	Prbb.g_02158
OG0001703	Syar.g_01463	Prbb.g_00481
OG0001713	Syar.g_02147	Prbb.g_01131
OG0001715	Syar.g_00804	Prbb.g_01219
OG0001733	Syar.g_00179	Prbb.g_01152
OG0001738	Syar.g_00717	Prbb.g_00371
OG0001739	Syar.g_00862	Prbb.g_02157
OG0001755	Syar.g_01515	Prbb.g_00856
OG0001769	Syar.g_02437	Prbb.g_01441
OG0001810	Syar.g_00071	Prbb.g_00709
OG0001816	Syar.g_01675	Prbb.g_00920
OG0001907	Syar.g_00072	Prbb.g_00198
OG0001915	Syar.g_00462	Prbb.g_02179
OG0001917	Syar.g_01798	Prbb.g_01042
OG0001923	Syar.g_00583, Syar.g_00267	Prbb.g_00114
OG0001954	Syar.g_02066	Prbb.g_01209
OG0001955	Syar.g_00733	Prbb.g_00092
OG0001977	Syar.g_00703	Prbb.g_02148
OG0001979	Syar.g_01841, Syar.g_00404	Prbb.g_00041
OG0001991	Syar.g_01636	Prbb.g_01165
OG0002227	Syar.g_00355	Prbb.g_01156
OG0002229	Syar.g_00550	Prbb.g_02081
OG0002384	Syar.g_00354	Prbb.g_01308, Prbb.g_01567
OG0002506	Syar.g_01931	Prbb.g_00906
OG0002704	Syar.g_00551	Prbb.g_02080
OG0002808	Syar.g_00512	Prbb.g_00034
OG0002905	Syar.g_00603, Syar.g_00552	Prbb.g_02091
OG0003068	Syar.g_02355	Prbb.g_01809
OG0003418	Syar.g_02737	Prbb.g_02095
OG0004274	Syar.g_00574	Prbb.g_01615
