Orthogroup	Syar	Prao
OG0001166	Syar.g_02959	Prao.g_01571
OG0001167	Syar.g_02982	Prao.g_01588
OG0001168	Syar.g_02983	Prao.g_01590
OG0001169	Syar.g_02985	Prao.g_01592
OG0001170	Syar.g_02987	Prao.g_01594
OG0001171	Syar.g_02999	Prao.g_01603
OG0001172	Syar.g_00143	Prao.g_01618
OG0001173	Syar.g_00142	Prao.g_01619
OG0001174	Syar.g_00134	Prao.g_01627
OG0001175	Syar.g_00133	Prao.g_01628
OG0001176	Syar.g_01025	Prao.g_01635
OG0001177	Syar.g_01023	Prao.g_01638
OG0001178	Syar.g_02943	Prao.g_01643
OG0001179	Syar.g_01055	Prao.g_01671
OG0001181	Syar.g_01082	Prao.g_01697
OG0001182	Syar.g_01090	Prao.g_01704
OG0001183	Syar.g_01096	Prao.g_01708
OG0001184	Syar.g_00653	Prao.g_01724
OG0001185	Syar.g_00614	Prao.g_01738
OG0001186	Syar.g_00562	Prao.g_01761
OG0001187	Syar.g_00548	Prao.g_01765
OG0001188	Syar.g_00546	Prao.g_01768
OG0001189	Syar.g_00525	Prao.g_01785
OG0001190	Syar.g_00330	Prao.g_01789
OG0001191	Syar.g_00349	Prao.g_01799
OG0001192	Syar.g_00356	Prao.g_01804
OG0001193	Syar.g_00711	Prao.g_01814
OG0001194	Syar.g_00622	Prao.g_01815
OG0001195	Syar.g_00623	Prao.g_01816
OG0001196	Syar.g_00453	Prao.g_01829
OG0001197	Syar.g_00455	Prao.g_01830
OG0001198	Syar.g_00467	Prao.g_01838
OG0001199	Syar.g_03045	Prao.g_00213
OG0001200	Syar.g_03047	Prao.g_00215
OG0001201	Syar.g_03120	Prao.g_00246
OG0001202	Syar.g_00991	Prao.g_00337
OG0001203	Syar.g_03021	Prao.g_00376
OG0001204	Syar.g_00154	Prao.g_00381
OG0001205	Syar.g_02869	Prao.g_00549
OG0001207	Syar.g_01462	Prao.g_00583
OG0001208	Syar.g_01471	Prao.g_00588
OG0001211	Syar.g_02323	Prao.g_01169
OG0001212	Syar.g_02027	Prao.g_00034
OG0001213	Syar.g_02239	Prao.g_00068
OG0001214	Syar.g_02420	Prao.g_00076
OG0001215	Syar.g_00965	Prao.g_00128
OG0001216	Syar.g_01909	Prao.g_00650
OG0001217	Syar.g_02852	Prao.g_00687
OG0001218	Syar.g_01388	Prao.g_00694
OG0001219	Syar.g_02585	Prao.g_00729
OG0001222	Syar.g_02552	Prao.g_00894
OG0001223	Syar.g_02505	Prao.g_00920
OG0001224	Syar.g_01361	Prao.g_00970
OG0001225	Syar.g_01929	Prao.g_00972
OG0001226	Syar.g_03054	Prao.g_01001
OG0001227	Syar.g_02213	Prao.g_01019
OG0001230	Syar.g_02816	Prao.g_01389
OG0001231	Syar.g_00485	Prao.g_01493
OG0001232	Syar.g_02968	Prao.g_01575
OG0001233	Syar.g_02988	Prao.g_01595
OG0001235	Syar.g_01019	Prao.g_01640
OG0001236	Syar.g_00657	Prao.g_01721
OG0001238	Syar.g_00351	Prao.g_01800
OG0001239	Syar.g_03043	Prao.g_00210
OG0001240	Syar.g_03101	Prao.g_00232
OG0001241	Syar.g_03112	Prao.g_00240
OG0001242	Syar.g_00043	Prao.g_00258
OG0001243	Syar.g_00051	Prao.g_00264
OG0001244	Syar.g_00075	Prao.g_00279
OG0001245	Syar.g_00999	Prao.g_00514
OG0001246	Syar.g_01910	Prao.g_00610
OG0001247	Syar.g_02024	Prao.g_00121
OG0001248	Syar.g_02059	Prao.g_00123
OG0001249	Syar.g_01113	Prao.g_00718
OG0001250	Syar.g_01819, Syar.g_03240	Prao.g_00782
OG0001251	Syar.g_02575	Prao.g_00830
OG0001252	Syar.g_01372	Prao.g_00965
OG0001253	Syar.g_02015	Prao.g_01020
OG0001254	Syar.g_02233	Prao.g_01120
OG0001255	Syar.g_01746	Prao.g_01105
OG0001256	Syar.g_02915	Prao.g_01486
OG0001257	Syar.g_00807	Prao.g_01492
OG0001258	Syar.g_02925	Prao.g_01549
OG0001259	Syar.g_02986	Prao.g_01593
OG0001260	Syar.g_03007	Prao.g_01609
OG0001262	Syar.g_00527	Prao.g_01783
OG0001263	Syar.g_00054	Prao.g_00267
OG0001265	Syar.g_00041	Prao.g_00257
OG0001266	Syar.g_00987	Prao.g_00341
OG0001267	Syar.g_00225	Prao.g_00417
OG0001268	Syar.g_01124	Prao.g_00475
OG0001269	Syar.g_00688	Prao.g_00493
OG0001270	Syar.g_01175	Prao.g_00538
OG0001271	Syar.g_01270	Prao.g_00578
OG0001272	Syar.g_01475	Prao.g_00592
OG0001273	Syar.g_02413	Prao.g_00070
OG0001274	Syar.g_00929	Prao.g_00141
OG0001275	Syar.g_02490	Prao.g_00930
OG0001276	Syar.g_01797	Prao.g_00949
OG0001277	Syar.g_02250	Prao.g_01009
OG0001278	Syar.g_01720	Prao.g_01039
OG0001280	Syar.g_03317	Prao.g_01277
OG0001281	Syar.g_02783	Prao.g_01271
OG0001282	Syar.g_01460, Syar.g_01351	Prao.g_01238
OG0001283	Syar.g_00447	Prao.g_01216
OG0001284	Syar.g_02900	Prao.g_01466
OG0001285	Syar.g_02972	Prao.g_01578
OG0001286	Syar.g_01077	Prao.g_01691
OG0001287	Syar.g_00606	Prao.g_01745
OG0001288	Syar.g_00591	Prao.g_01754
OG0001289	Syar.g_03080	Prao.g_00226
OG0001290	Syar.g_03111	Prao.g_00239
OG0001292	Syar.g_00160	Prao.g_00386
OG0001293	Syar.g_00198	Prao.g_00399
OG0001294	Syar.g_01687	Prao.g_00512
OG0001295	Syar.g_00693	Prao.g_00573
OG0001296	Syar.g_01506	Prao.g_00615
OG0001297	Syar.g_01510	Prao.g_00620
OG0001298	Syar.g_02210	Prao.g_01869
OG0001299	Syar.g_01915	Prao.g_00105
OG0001304	Syar.g_01557	Prao.g_00959
OG0001305	Syar.g_01937	Prao.g_00978
OG0001306	Syar.g_01521	Prao.g_01103
OG0001307	Syar.g_02591	Prao.g_01256
OG0001308	Syar.g_02798	Prao.g_01407
OG0001309	Syar.g_00360	Prao.g_01490
OG0001310	Syar.g_02951	Prao.g_01564
OG0001311	Syar.g_01795	Prao.g_00951
OG0001312	Syar.g_02569	Prao.g_00883
OG0001313	Syar.g_01264	Prao.g_00641
OG0001315	Syar.g_01094	Prao.g_00200
OG0001317	Syar.g_03025	Prao.g_00372
OG0001318	Syar.g_00186	Prao.g_00394
OG0001319	Syar.g_00215	Prao.g_00410
OG0001325	Syar.g_01577	Prao.g_00653
OG0001326	Syar.g_00632	Prao.g_00817
OG0001327	Syar.g_01674	Prao.g_00993
OG0001329	Syar.g_02337	Prao.g_01129
OG0001331	Syar.g_01455	Prao.g_01233
OG0001334	Syar.g_03166	Prao.g_01711
OG0001336	Syar.g_00448	Prao.g_01826
OG0001339	Syar.g_03114	Prao.g_00242
OG0001343	Syar.g_03210	Prao.g_00826, Prao.g_00827
OG0001345	Syar.g_01958	Prao.g_01070
OG0001346	Syar.g_02778	Prao.g_01275
OG0001347	Syar.g_02401	Prao.g_01189
OG0001349	Syar.g_02764	Prao.g_01360
OG0001351	Syar.g_01420	Prao.g_00558
OG0001353	Syar.g_01809	Prao.g_00773
OG0001354	Syar.g_02520	Prao.g_00912
OG0001355	Syar.g_01912	Prao.g_01521
OG0001358	Syar.g_02262	Prao.g_00059
OG0001359	Syar.g_03211	Prao.g_00828
OG0001360	Syar.g_01961	Prao.g_01021
OG0001361	Syar.g_01955	Prao.g_01073
OG0001364	Syar.g_00284	Prao.g_01714
OG0001365	Syar.g_00335	Prao.g_01793
OG0001371	Syar.g_03059	Prao.g_00117
OG0001373	Syar.g_00631	Prao.g_00816
OG0001374	Syar.g_00642	Prao.g_00824
OG0001376	Syar.g_02600, Syar.g_03203	Prao.g_00987
OG0001377	Syar.g_03202, Syar.g_02599	Prao.g_00988
OG0001378	Syar.g_01174	Prao.g_01157
OG0001379	Syar.g_02772	Prao.g_01282
OG0001382	Syar.g_02834, Syar.g_03204	Prao.g_01505
OG0001385	Syar.g_00628	Prao.g_00813
OG0001386	Syar.g_00629	Prao.g_00814
OG0001387	Syar.g_00630	Prao.g_00815
OG0001388	Syar.g_00635	Prao.g_00818
OG0001389	Syar.g_00636	Prao.g_00819
OG0001390	Syar.g_00637	Prao.g_00820
OG0001391	Syar.g_00638	Prao.g_00821
OG0001392	Syar.g_00640	Prao.g_00822
OG0001393	Syar.g_00641	Prao.g_00823
OG0001395	Syar.g_01561	Prao.g_00961
OG0001396	Syar.g_00566	Prao.g_01188
OG0001401	Syar.g_01813	Prao.g_00642
OG0001402	Syar.g_02252	Prao.g_00702
OG0001406	Syar.g_02601	Prao.g_00986
OG0001408	Syar.g_02042	Prao.g_01005
OG0001411	Syar.g_02761, Syar.g_02360	Prao.g_01218
OG0001412	Syar.g_02400	Prao.g_01190
OG0001413	Syar.g_02063	Prao.g_01481
OG0001415	Syar.g_01553	Prao.g_00369
OG0001416	Syar.g_00433	Prao.g_00565
OG0001417	Syar.g_01885	Prao.g_00575
OG0001418	Syar.g_01546	Prao.g_00122
OG0001420	Syar.g_02680	Prao.g_01148
OG0001428	Syar.g_00108	Prao.g_00310
OG0001429	Syar.g_02582	Prao.g_00730
OG0001430	Syar.g_03306	Prao.g_01312
OG0001432	Syar.g_02064, Syar.g_02123	Prao.g_01479
OG0001437	Syar.g_01554	Prao.g_00368
OG0001438	Syar.g_00240	Prao.g_00430
OG0001439	Syar.g_00824	Prao.g_00443
OG0001441	Syar.g_02691	Prao.g_00627
OG0001442	Syar.g_02622	Prao.g_00678
OG0001447	Syar.g_00052	Prao.g_00265
OG0001449	Syar.g_01897	Prao.g_00527
OG0001450	Syar.g_00880	Prao.g_00125
OG0001452	Syar.g_00167	Prao.g_00832
OG0001453	Syar.g_02498	Prao.g_00924
OG0001454	Syar.g_02065, Syar.g_02122	Prao.g_01014
OG0001456	Syar.g_00643	Prao.g_01112
OG0001457	Syar.g_00644	Prao.g_01111
OG0001458	Syar.g_00645	Prao.g_01110
OG0001459	Syar.g_00418, Syar.g_02047	Prao.g_01323
OG0001462	Syar.g_00511	Prao.g_00180
OG0001467	Syar.g_01745	Prao.g_00719
OG0001471	Syar.g_00830	Prao.g_01482
OG0001477	Syar.g_02277	Prao.g_00006
OG0001479	Syar.g_01122	Prao.g_00473
OG0001480	Syar.g_02013	Prao.g_00504
OG0001482	Syar.g_02511	Prao.g_00561
OG0001486	Syar.g_01537	Prao.g_01091
OG0001492	Syar.g_01717	Prao.g_01042
OG0001493	Syar.g_01725	Prao.g_01034
OG0001495	Syar.g_01022	Prao.g_01637
OG0001496	Syar.g_02279	Prao.g_00008
OG0001497	Syar.g_02278	Prao.g_00007
OG0001502	Syar.g_01840	Prao.g_00710
OG0001504	Syar.g_02046	Prao.g_01322
OG0001505	Syar.g_02696	Prao.g_01205
OG0001507	Syar.g_03257, Syar.g_01540	Prao.g_01532
OG0001514	Syar.g_02280	Prao.g_00009
OG0001520	Syar.g_02053	Prao.g_00522
OG0001546	Syar.g_03276, Syar.g_02688	Prao.g_00630
OG0001547	Syar.g_01855	Prao.g_00712
OG0001549	Syar.g_02838	Prao.g_00800
OG0001554	Syar.g_00327	Prao.g_01488
OG0001555	Syar.g_01689	Prao.g_01501
OG0001558	Syar.g_00488	Prao.g_00638
OG0001567	Syar.g_01847	Prao.g_00711
OG0001568	Syar.g_01866	Prao.g_00713
OG0001570	Syar.g_02858	Prao.g_01146
OG0001573	Syar.g_02700	Prao.g_01352
OG0001587	Syar.g_03010	Prao.g_01611
OG0001613	Syar.g_01093	Prao.g_01706
OG0001625	Syar.g_00192	Prao.g_00396
OG0001627	Syar.g_01215	Prao.g_00691
OG0001641	Syar.g_02500	Prao.g_01200
OG0001647	Syar.g_00217	Prao.g_00411
OG0001652	Syar.g_00486	Prao.g_00636
OG0001669	Syar.g_00323, Syar.g_00555	Prao.g_00184
OG0001671	Syar.g_03173, Syar.g_00943	Prao.g_00151
OG0001745	Syar.g_02010	Prao.g_01478
OG0001748	Syar.g_00941	Prao.g_00152
OG0001837	Syar.g_00942	Prao.g_00153
OG0001991	Syar.g_01636	Prao.g_00562
OG0002364	Syar.g_02581	Prao.g_00731
OG0002375	Syar.g_02713, Syar.g_02699, Syar.g_02697	Prao.g_01361
OG0002699	Syar.g_02732	Prao.g_01356
OG0002731	Syar.g_01559	Prao.g_00643
