Orthogroup	Syar	Prar
OG0001159	Syar.g_01182	Prar.g_00796
OG0001160	Syar.g_02908	Prar.g_00772
OG0001161	Syar.g_00382	Prar.g_00760
OG0001162	Syar.g_03081	Prar.g_00749
OG0001163	Syar.g_02917	Prar.g_01151
OG0001164	Syar.g_02922	Prar.g_01147
OG0001165	Syar.g_02927	Prar.g_01144
OG0001166	Syar.g_02959	Prar.g_01124
OG0001167	Syar.g_02982	Prar.g_01959
OG0001168	Syar.g_02983	Prar.g_01957
OG0001169	Syar.g_02985	Prar.g_00596
OG0001170	Syar.g_02987	Prar.g_00598
OG0001171	Syar.g_02999	Prar.g_00607
OG0001172	Syar.g_00143	Prar.g_01111
OG0001173	Syar.g_00142	Prar.g_01110
OG0001174	Syar.g_00134	Prar.g_01102
OG0001175	Syar.g_00133	Prar.g_01101
OG0001176	Syar.g_01025	Prar.g_01094
OG0001177	Syar.g_01023	Prar.g_01091
OG0001178	Syar.g_02943	Prar.g_01086
OG0001179	Syar.g_01055	Prar.g_01043
OG0001181	Syar.g_01082	Prar.g_01018
OG0001182	Syar.g_01090	Prar.g_01011
OG0001183	Syar.g_01096	Prar.g_00618
OG0001184	Syar.g_00653	Prar.g_00634
OG0001185	Syar.g_00614	Prar.g_00648
OG0001186	Syar.g_00562	Prar.g_00670
OG0001187	Syar.g_00548	Prar.g_00674
OG0001188	Syar.g_00546	Prar.g_00676
OG0001189	Syar.g_00525	Prar.g_00693
OG0001190	Syar.g_00330	Prar.g_00697
OG0001191	Syar.g_00349	Prar.g_00707
OG0001192	Syar.g_00356	Prar.g_00074
OG0001193	Syar.g_00711	Prar.g_00064
OG0001194	Syar.g_00622	Prar.g_00063
OG0001195	Syar.g_00623	Prar.g_00062
OG0001196	Syar.g_00453	Prar.g_00049
OG0001197	Syar.g_00455	Prar.g_00048
OG0001198	Syar.g_00467	Prar.g_00041
OG0001199	Syar.g_03045	Prar.g_00254
OG0001200	Syar.g_03047	Prar.g_00252
OG0001201	Syar.g_03120	Prar.g_00220
OG0001202	Syar.g_00991	Prar.g_00128
OG0001203	Syar.g_03021	Prar.g_00089
OG0001204	Syar.g_00154	Prar.g_00084
OG0001205	Syar.g_02869	Prar.g_00493
OG0001207	Syar.g_01462	Prar.g_00527
OG0001208	Syar.g_01471	Prar.g_00532
OG0001211	Syar.g_02323	Prar.g_01380
OG0001212	Syar.g_02027	Prar.g_01426
OG0001213	Syar.g_02239	Prar.g_01459
OG0001214	Syar.g_02420	Prar.g_01467
OG0001215	Syar.g_00965	Prar.g_01520
OG0001216	Syar.g_01909	Prar.g_01601
OG0001217	Syar.g_02852	Prar.g_01638
OG0001219	Syar.g_02585	Prar.g_01672
OG0001222	Syar.g_02552	Prar.g_01825
OG0001223	Syar.g_02505	Prar.g_01851
OG0001224	Syar.g_01361	Prar.g_01900
OG0001225	Syar.g_01929	Prar.g_01902
OG0001226	Syar.g_03054	Prar.g_01928
OG0001227	Syar.g_02213	Prar.g_01947
OG0001230	Syar.g_02816	Prar.g_00347
OG0001231	Syar.g_00485	Prar.g_00751
OG0001232	Syar.g_02968	Prar.g_01120
OG0001233	Syar.g_02988	Prar.g_00599
OG0001235	Syar.g_01019	Prar.g_01089
OG0001236	Syar.g_00657	Prar.g_00631
OG0001237	Syar.g_00652	Prar.g_00635
OG0001238	Syar.g_00351	Prar.g_00708
OG0001239	Syar.g_03043	Prar.g_00547
OG0001240	Syar.g_03101	Prar.g_00235
OG0001241	Syar.g_03112	Prar.g_00227
OG0001242	Syar.g_00043	Prar.g_00209
OG0001243	Syar.g_00051	Prar.g_00203
OG0001244	Syar.g_00075	Prar.g_00187
OG0001245	Syar.g_00999	Prar.g_00441
OG0001246	Syar.g_01910	Prar.g_01335
OG0001247	Syar.g_02024	Prar.g_01513
OG0001248	Syar.g_02059	Prar.g_01515
OG0001249	Syar.g_01113	Prar.g_01661
OG0001250	Syar.g_01819, Syar.g_03240	Prar.g_01724
OG0001251	Syar.g_02575	Prar.g_01760
OG0001252	Syar.g_01372	Prar.g_01895
OG0001253	Syar.g_02015	Prar.g_01948
OG0001254	Syar.g_02233	Prar.g_01294
OG0001255	Syar.g_01746	Prar.g_01279
OG0001256	Syar.g_02915	Prar.g_00758
OG0001257	Syar.g_00807	Prar.g_00752
OG0001258	Syar.g_02925	Prar.g_01146
OG0001259	Syar.g_02986	Prar.g_00597
OG0001260	Syar.g_03007	Prar.g_00613
OG0001262	Syar.g_00527	Prar.g_00691
OG0001263	Syar.g_00054	Prar.g_00200
OG0001265	Syar.g_00041	Prar.g_00210
OG0001266	Syar.g_00987	Prar.g_00124
OG0001267	Syar.g_00225	Prar.g_00307
OG0001268	Syar.g_01124	Prar.g_00399
OG0001269	Syar.g_00688	Prar.g_00419
OG0001270	Syar.g_01175	Prar.g_00482
OG0001271	Syar.g_01270	Prar.g_00522
OG0001272	Syar.g_01475	Prar.g_00536
OG0001273	Syar.g_02413	Prar.g_01461
OG0001274	Syar.g_00929	Prar.g_01533
OG0001275	Syar.g_02490	Prar.g_01860
OG0001276	Syar.g_01797	Prar.g_01879
OG0001277	Syar.g_02250	Prar.g_01937
OG0001278	Syar.g_01720	Prar.g_01213
OG0001280	Syar.g_03317	Prar.g_00956
OG0001281	Syar.g_02783	Prar.g_00950
OG0001282	Syar.g_01460, Syar.g_01351	Prar.g_00910
OG0001283	Syar.g_00447	Prar.g_00891
OG0001284	Syar.g_02900	Prar.g_00777
OG0001285	Syar.g_02972	Prar.g_01966
OG0001287	Syar.g_00606	Prar.g_00655
OG0001288	Syar.g_00591	Prar.g_00663
OG0001289	Syar.g_03080	Prar.g_00241
OG0001290	Syar.g_03111	Prar.g_00228
OG0001291	Syar.g_00064	Prar.g_00193
OG0001292	Syar.g_00160	Prar.g_00079
OG0001293	Syar.g_00198	Prar.g_00326
OG0001294	Syar.g_01687	Prar.g_00439
OG0001295	Syar.g_00693	Prar.g_00516
OG0001296	Syar.g_01506	Prar.g_01340
OG0001298	Syar.g_02210	Prar.g_01406
OG0001299	Syar.g_01915	Prar.g_01496
OG0001303	Syar.g_02583	Prar.g_01864
OG0001304	Syar.g_01557	Prar.g_01889
OG0001305	Syar.g_01937	Prar.g_01908
OG0001306	Syar.g_01521	Prar.g_01277
OG0001307	Syar.g_02591	Prar.g_00928
OG0001308	Syar.g_02798	Prar.g_00837
OG0001309	Syar.g_00360	Prar.g_00754
OG0001310	Syar.g_02951	Prar.g_01131
OG0001311	Syar.g_01795	Prar.g_01881
OG0001312	Syar.g_02569	Prar.g_01814
OG0001315	Syar.g_01094	Prar.g_00556
OG0001317	Syar.g_03025	Prar.g_00093
OG0001318	Syar.g_00186	Prar.g_00331
OG0001319	Syar.g_00215	Prar.g_00315
OG0001325	Syar.g_01577	Prar.g_01604
OG0001326	Syar.g_00632	Prar.g_01547
OG0001327	Syar.g_01674	Prar.g_01920
OG0001329	Syar.g_02337	Prar.g_01302
OG0001331	Syar.g_01455	Prar.g_00905
OG0001334	Syar.g_03166	Prar.g_00621
OG0001336	Syar.g_00448	Prar.g_00052
OG0001339	Syar.g_03114	Prar.g_00225
OG0001343	Syar.g_03210	Prar.g_01757
OG0001345	Syar.g_01958	Prar.g_01244
OG0001346	Syar.g_02778	Prar.g_00954
OG0001348	Syar.g_02259	Prar.g_00732
OG0001349	Syar.g_02764	Prar.g_00867
OG0001351	Syar.g_01420	Prar.g_00502
OG0001355	Syar.g_01912	Prar.g_00722, Prar.g_01158
OG0001358	Syar.g_02262	Prar.g_01450
OG0001359	Syar.g_03211	Prar.g_01758
OG0001360	Syar.g_01961	Prar.g_01949
OG0001361	Syar.g_01955	Prar.g_01247
OG0001364	Syar.g_00284	Prar.g_00624
OG0001365	Syar.g_00335	Prar.g_00701
OG0001370	Syar.g_00013	Prar.g_00508
OG0001371	Syar.g_03059	Prar.g_01509
OG0001373	Syar.g_00631	Prar.g_01548
OG0001374	Syar.g_00642	Prar.g_01540
OG0001376	Syar.g_02600, Syar.g_03203	Prar.g_01914
OG0001377	Syar.g_03202, Syar.g_02599	Prar.g_01915
OG0001378	Syar.g_01174	Prar.g_01325
OG0001382	Syar.g_02834, Syar.g_03204	Prar.g_00738
OG0001385	Syar.g_00628	Prar.g_01551
OG0001386	Syar.g_00629	Prar.g_01550
OG0001387	Syar.g_00630	Prar.g_01549
OG0001388	Syar.g_00635	Prar.g_01546
OG0001389	Syar.g_00636	Prar.g_01545
OG0001390	Syar.g_00637	Prar.g_01544
OG0001391	Syar.g_00638	Prar.g_01543
OG0001392	Syar.g_00640	Prar.g_01542
OG0001393	Syar.g_00641	Prar.g_01541
OG0001395	Syar.g_01561	Prar.g_01891
OG0001403	Syar.g_00504	Prar.g_00008
OG0001406	Syar.g_02601	Prar.g_01913
OG0001408	Syar.g_02042	Prar.g_01932, Prar.g_01931
OG0001411	Syar.g_02761, Syar.g_02360	Prar.g_00869
OG0001413	Syar.g_02063	Prar.g_00763
OG0001415	Syar.g_01553	Prar.g_00096
OG0001416	Syar.g_00433	Prar.g_00507
OG0001417	Syar.g_01885	Prar.g_00518, Prar.g_00519
OG0001418	Syar.g_01546	Prar.g_01514
OG0001420	Syar.g_02680	Prar.g_01316
OG0001428	Syar.g_00108	Prar.g_00155
OG0001429	Syar.g_02582	Prar.g_01673
OG0001430	Syar.g_03306	Prar.g_00982
OG0001432	Syar.g_02064, Syar.g_02123	Prar.g_00764
OG0001433	Syar.g_00173	Prar.g_01180
OG0001435	Syar.g_01621	Prar.g_01772
OG0001437	Syar.g_01554	Prar.g_00097
OG0001438	Syar.g_00240	Prar.g_00294
OG0001439	Syar.g_00824	Prar.g_00280
OG0001441	Syar.g_02691	Prar.g_01351
OG0001442	Syar.g_02622	Prar.g_01629
OG0001447	Syar.g_00052	Prar.g_00202
OG0001450	Syar.g_00880	Prar.g_01517
OG0001452	Syar.g_00167	Prar.g_01762
OG0001453	Syar.g_02498	Prar.g_01854
OG0001454	Syar.g_02065, Syar.g_02122	Prar.g_01942
OG0001456	Syar.g_00643	Prar.g_01286
OG0001457	Syar.g_00644	Prar.g_01285
OG0001458	Syar.g_00645	Prar.g_01284
OG0001459	Syar.g_00418, Syar.g_02047	Prar.g_00996
OG0001462	Syar.g_00511	Prar.g_00003
OG0001467	Syar.g_01745	Prar.g_01662
OG0001470	Syar.g_02358, Syar.g_02369	Prar.g_00889
OG0001471	Syar.g_00830	Prar.g_00762
OG0001474	Syar.g_01125	Prar.g_00400
OG0001475	Syar.g_02370	Prar.g_00887
OG0001479	Syar.g_01122	Prar.g_00397
OG0001480	Syar.g_02013	Prar.g_00429
OG0001482	Syar.g_02511	Prar.g_00505
OG0001486	Syar.g_01537	Prar.g_01265
OG0001492	Syar.g_01717	Prar.g_01216
OG0001493	Syar.g_01725	Prar.g_01208
OG0001502	Syar.g_01840	Prar.g_01657
OG0001504	Syar.g_02046	Prar.g_00995
OG0001507	Syar.g_03257, Syar.g_01540	Prar.g_00714
OG0001508	Syar.g_02372	Prar.g_00890
OG0001520	Syar.g_02053	Prar.g_00454, Prar.g_00455
OG0001528	Syar.g_02371	Prar.g_00888
OG0001546	Syar.g_03276, Syar.g_02688	Prar.g_01354
OG0001554	Syar.g_00327	Prar.g_00756
OG0001555	Syar.g_01689	Prar.g_00742
OG0001565	Syar.g_03069	Prar.g_00475
OG0001587	Syar.g_03010	Prar.g_01118
OG0001613	Syar.g_01093	Prar.g_00616
OG0001625	Syar.g_00192	Prar.g_00329
OG0001627	Syar.g_01215	Prar.g_01643
OG0001647	Syar.g_00217	Prar.g_00314
OG0001712	Syar.g_01846	Prar.g_00472
OG0001713	Syar.g_02147	Prar.g_00560
OG0001726	Syar.g_01863	Prar.g_00469
OG0001745	Syar.g_02010	Prar.g_00765
OG0001924	Syar.g_02672	Prar.g_01574
OG0001925	Syar.g_02671	Prar.g_01573
OG0001926	Syar.g_02669	Prar.g_01572
OG0001927	Syar.g_02668	Prar.g_01571
OG0001993	Syar.g_02674	Prar.g_01576
OG0001994	Syar.g_02673	Prar.g_01575
OG0002109	Syar.g_00759, Syar.g_01997	Prar.g_00937
OG0002110	Syar.g_00859	Prar.g_01553, Prar.g_01556
OG0002125	Syar.g_01280	Prar.g_01080
OG0002364	Syar.g_02581	Prar.g_01674
OG0002445	Syar.g_01281	Prar.g_01085
OG0002895	Syar.g_00760	Prar.g_00938
