Orthogroup	Syar	Praw
OG0001159	Syar.g_01182	Praw.g_00388
OG0001160	Syar.g_02908	Praw.g_00412
OG0001161	Syar.g_00382	Praw.g_00423
OG0001162	Syar.g_03081	Praw.g_00434
OG0001163	Syar.g_02917	Praw.g_00507
OG0001164	Syar.g_02922	Praw.g_00511
OG0001165	Syar.g_02927	Praw.g_00514
OG0001166	Syar.g_02959	Praw.g_00534
OG0001167	Syar.g_02982	Praw.g_00551
OG0001168	Syar.g_02983	Praw.g_00553
OG0001169	Syar.g_02985	Praw.g_00555
OG0001170	Syar.g_02987	Praw.g_00557
OG0001171	Syar.g_02999	Praw.g_00567
OG0001172	Syar.g_00143	Praw.g_01914
OG0001173	Syar.g_00142	Praw.g_01913
OG0001174	Syar.g_00134	Praw.g_01905
OG0001175	Syar.g_00133	Praw.g_01904
OG0001176	Syar.g_01025	Praw.g_01897
OG0001177	Syar.g_01023	Praw.g_01895
OG0001178	Syar.g_02943	Praw.g_01890
OG0001179	Syar.g_01055	Praw.g_00112
OG0001181	Syar.g_01082	Praw.g_00086
OG0001182	Syar.g_01090	Praw.g_00079
OG0001183	Syar.g_01096	Praw.g_00075
OG0001184	Syar.g_00653	Praw.g_00059
OG0001185	Syar.g_00614	Praw.g_00045
OG0001186	Syar.g_00562	Praw.g_00021
OG0001187	Syar.g_00548	Praw.g_00017
OG0001188	Syar.g_00546	Praw.g_00015
OG0001189	Syar.g_00525	Praw.g_01191
OG0001190	Syar.g_00330	Praw.g_01187
OG0001191	Syar.g_00349	Praw.g_01177
OG0001192	Syar.g_00356	Praw.g_01172
OG0001193	Syar.g_00711	Praw.g_01162
OG0001194	Syar.g_00622	Praw.g_01161
OG0001195	Syar.g_00623	Praw.g_01160
OG0001196	Syar.g_00453	Praw.g_01147
OG0001197	Syar.g_00455	Praw.g_01146
OG0001198	Syar.g_00467	Praw.g_01139
OG0001199	Syar.g_03045	Praw.g_01360
OG0001200	Syar.g_03047	Praw.g_01358
OG0001201	Syar.g_03120	Praw.g_01327
OG0001202	Syar.g_00991	Praw.g_01236
OG0001203	Syar.g_03021	Praw.g_01197
OG0001204	Syar.g_00154	Praw.g_00890
OG0001205	Syar.g_02869	Praw.g_00702
OG0001207	Syar.g_01462	Praw.g_00670
OG0001211	Syar.g_02323	Praw.g_00598
OG0001212	Syar.g_02027	Praw.g_01942
OG0001213	Syar.g_02239	Praw.g_00165
OG0001214	Syar.g_02420	Praw.g_01885
OG0001215	Syar.g_00965	Praw.g_01832
OG0001216	Syar.g_01909	Praw.g_01807
OG0001217	Syar.g_02852	Praw.g_01759
OG0001218	Syar.g_01388	Praw.g_01751
OG0001219	Syar.g_02585	Praw.g_01708
OG0001222	Syar.g_02552	Praw.g_01547
OG0001223	Syar.g_02505	Praw.g_01521
OG0001224	Syar.g_01361	Praw.g_01471
OG0001225	Syar.g_01929	Praw.g_01469
OG0001226	Syar.g_03054	Praw.g_01443
OG0001227	Syar.g_02213	Praw.g_01424
OG0001230	Syar.g_02816	Praw.g_01091
OG0001231	Syar.g_00485	Praw.g_00432
OG0001232	Syar.g_02968	Praw.g_00538
OG0001233	Syar.g_02988	Praw.g_00558
OG0001235	Syar.g_01019	Praw.g_01893
OG0001236	Syar.g_00657	Praw.g_00062
OG0001237	Syar.g_00652	Praw.g_00058
OG0001238	Syar.g_00351	Praw.g_01176
OG0001239	Syar.g_03043	Praw.g_01363
OG0001241	Syar.g_03112	Praw.g_01334
OG0001242	Syar.g_00043	Praw.g_01316
OG0001243	Syar.g_00051	Praw.g_01310
OG0001244	Syar.g_00075	Praw.g_01294
OG0001245	Syar.g_00999	Praw.g_00753
OG0001246	Syar.g_01910	Praw.g_00644
OG0001247	Syar.g_02024	Praw.g_01839
OG0001248	Syar.g_02059	Praw.g_01837
OG0001249	Syar.g_01113	Praw.g_01719
OG0001250	Syar.g_01819, Syar.g_03240	Praw.g_01658
OG0001251	Syar.g_02575	Praw.g_01610
OG0001252	Syar.g_01372	Praw.g_01476
OG0001253	Syar.g_02015	Praw.g_01423
OG0001254	Syar.g_02233	Praw.g_00203
OG0001255	Syar.g_01746	Praw.g_00218
OG0001256	Syar.g_02915	Praw.g_00425
OG0001257	Syar.g_00807	Praw.g_00431
OG0001258	Syar.g_02925	Praw.g_00512
OG0001259	Syar.g_02986	Praw.g_00556
OG0001260	Syar.g_03007	Praw.g_00573
OG0001262	Syar.g_00527	Praw.g_01193
OG0001263	Syar.g_00054	Praw.g_01307
OG0001265	Syar.g_00041	Praw.g_01317
OG0001266	Syar.g_00987	Praw.g_01232
OG0001267	Syar.g_00225	Praw.g_00854
OG0001268	Syar.g_01124	Praw.g_00791
OG0001269	Syar.g_00688	Praw.g_00773
OG0001270	Syar.g_01175	Praw.g_00713
OG0001271	Syar.g_01270	Praw.g_00675
OG0001272	Syar.g_01475	Praw.g_00662
OG0001273	Syar.g_02413	Praw.g_00167
OG0001274	Syar.g_00929	Praw.g_01819
OG0001275	Syar.g_02490	Praw.g_01511
OG0001276	Syar.g_01797	Praw.g_01492
OG0001277	Syar.g_02250	Praw.g_01435
OG0001278	Syar.g_01720	Praw.g_00284
OG0001279	Syar.g_02841	Praw.g_00930
OG0001280	Syar.g_03317	Praw.g_00980
OG0001281	Syar.g_02783	Praw.g_00986
OG0001282	Syar.g_01460, Syar.g_01351	Praw.g_01017
OG0001284	Syar.g_02900	Praw.g_00407
OG0001285	Syar.g_02972	Praw.g_00541
OG0001286	Syar.g_01077	Praw.g_00092
OG0001287	Syar.g_00606	Praw.g_00037
OG0001288	Syar.g_00591	Praw.g_00028
OG0001289	Syar.g_03080	Praw.g_01347
OG0001290	Syar.g_03111	Praw.g_01335
OG0001291	Syar.g_00064	Praw.g_01300
OG0001292	Syar.g_00160	Praw.g_00885
OG0001293	Syar.g_00198	Praw.g_00873
OG0001294	Syar.g_01687	Praw.g_00755
OG0001295	Syar.g_00693	Praw.g_00680
OG0001296	Syar.g_01506	Praw.g_00639
OG0001297	Syar.g_01510	Praw.g_00634
OG0001298	Syar.g_02210	Praw.g_01924
OG0001299	Syar.g_01915	Praw.g_01856
OG0001303	Syar.g_02583	Praw.g_01507
OG0001304	Syar.g_01557	Praw.g_01482
OG0001305	Syar.g_01937	Praw.g_01463
OG0001306	Syar.g_01521	Praw.g_00220
OG0001307	Syar.g_02591	Praw.g_00998
OG0001308	Syar.g_02798	Praw.g_00347
OG0001309	Syar.g_00360	Praw.g_00429
OG0001310	Syar.g_02951	Praw.g_00527
OG0001311	Syar.g_01795	Praw.g_01490
OG0001312	Syar.g_02569	Praw.g_01558
OG0001315	Syar.g_01094	Praw.g_01373
OG0001317	Syar.g_03025	Praw.g_01201
OG0001318	Syar.g_00186	Praw.g_00877
OG0001319	Syar.g_00215	Praw.g_00862
OG0001325	Syar.g_01577	Praw.g_01804
OG0001326	Syar.g_00632	Praw.g_01622
OG0001327	Syar.g_01674	Praw.g_01452
OG0001329	Syar.g_02337	Praw.g_00194
OG0001331	Syar.g_01455	Praw.g_01022
OG0001334	Syar.g_03166	Praw.g_00072
OG0001336	Syar.g_00448	Praw.g_01150
OG0001339	Syar.g_03114	Praw.g_01332
OG0001343	Syar.g_03210	Praw.g_01613
OG0001345	Syar.g_01958	Praw.g_00253
OG0001346	Syar.g_02778	Praw.g_00982
OG0001347	Syar.g_02401	Praw.g_00340
OG0001348	Syar.g_02259	Praw.g_00453
OG0001349	Syar.g_02764	Praw.g_01082
OG0001351	Syar.g_01420	Praw.g_00693
OG0001353	Syar.g_01809	Praw.g_01666
OG0001354	Syar.g_02520	Praw.g_01529
OG0001355	Syar.g_01912	Praw.g_00463
OG0001358	Syar.g_02262	Praw.g_00156
OG0001359	Syar.g_03211	Praw.g_01612
OG0001360	Syar.g_01961	Praw.g_01422
OG0001361	Syar.g_01955	Praw.g_00250
OG0001364	Syar.g_00284	Praw.g_00069
OG0001365	Syar.g_00335	Praw.g_01183
OG0001371	Syar.g_03059	Praw.g_01843
OG0001373	Syar.g_00631	Praw.g_01623
OG0001374	Syar.g_00642	Praw.g_01615
OG0001376	Syar.g_02600, Syar.g_03203	Praw.g_01458
OG0001377	Syar.g_03202, Syar.g_02599	Praw.g_01457
OG0001378	Syar.g_01174	Praw.g_00171
OG0001379	Syar.g_02772	Praw.g_00975
OG0001382	Syar.g_02834, Syar.g_03204	Praw.g_00445
OG0001385	Syar.g_00628	Praw.g_01626
OG0001386	Syar.g_00629	Praw.g_01625
OG0001387	Syar.g_00630	Praw.g_01624
OG0001388	Syar.g_00635	Praw.g_01621
OG0001389	Syar.g_00636	Praw.g_01620
OG0001390	Syar.g_00637	Praw.g_01619
OG0001391	Syar.g_00638	Praw.g_01618
OG0001392	Syar.g_00640	Praw.g_01617
OG0001393	Syar.g_00641	Praw.g_01616
OG0001395	Syar.g_01561	Praw.g_01480
OG0001396	Syar.g_02402	Praw.g_00341
OG0001401	Syar.g_01813	Praw.g_00908
OG0001402	Syar.g_02252	Praw.g_01744
OG0001403	Syar.g_00504	Praw.g_01398
OG0001406	Syar.g_02601	Praw.g_01459
OG0001408	Syar.g_02042	Praw.g_01440
OG0001411	Syar.g_02761, Syar.g_02360	Praw.g_01053
OG0001413	Syar.g_02063	Praw.g_00421
OG0001415	Syar.g_01553	Praw.g_01204
OG0001416	Syar.g_00433	Praw.g_00688
OG0001417	Syar.g_01885	Praw.g_00678
OG0001418	Syar.g_01546	Praw.g_01838
OG0001420	Syar.g_02680	Praw.g_00179
OG0001428	Syar.g_00108	Praw.g_01263
OG0001429	Syar.g_02582	Praw.g_01707
OG0001430	Syar.g_03306	Praw.g_00948
OG0001432	Syar.g_02064, Syar.g_02123	Praw.g_00420
OG0001433	Syar.g_00173	Praw.g_01735
OG0001434	Syar.g_02613	Praw.g_01578
OG0001437	Syar.g_01554	Praw.g_01205
OG0001438	Syar.g_00240	Praw.g_00841
OG0001439	Syar.g_00824	Praw.g_00827
OG0001441	Syar.g_02691	Praw.g_00627
OG0001442	Syar.g_02622	Praw.g_01770
OG0001443	Syar.g_00378	Praw.g_00498
OG0001447	Syar.g_00052	Praw.g_01309
OG0001449	Syar.g_01897	Praw.g_00738
OG0001450	Syar.g_00880	Praw.g_01835
OG0001452	Syar.g_00167	Praw.g_01609
OG0001453	Syar.g_02498	Praw.g_01517
OG0001454	Syar.g_02065, Syar.g_02122	Praw.g_01429
OG0001456	Syar.g_00643	Praw.g_00211
OG0001457	Syar.g_00644	Praw.g_00212
OG0001458	Syar.g_00645	Praw.g_00213
OG0001459	Syar.g_00418, Syar.g_02047	Praw.g_00939
OG0001460	Syar.g_00172	Praw.g_01736
OG0001462	Syar.g_00511	Praw.g_01394
OG0001467	Syar.g_01745	Praw.g_01718
OG0001471	Syar.g_00830	Praw.g_00422
OG0001477	Syar.g_02277	Praw.g_00320
OG0001479	Syar.g_01122	Praw.g_00793
OG0001480	Syar.g_02013	Praw.g_00763
OG0001482	Syar.g_02511	Praw.g_00690
OG0001486	Syar.g_01537	Praw.g_00232
OG0001492	Syar.g_01717	Praw.g_00281
OG0001493	Syar.g_01725	Praw.g_00289
OG0001496	Syar.g_02279	Praw.g_00318
OG0001497	Syar.g_02278	Praw.g_00319
OG0001502	Syar.g_01840	Praw.g_01727
OG0001504	Syar.g_02046	Praw.g_00940, Praw.g_00485
OG0001505	Syar.g_02696	Praw.g_01044
OG0001507	Syar.g_03257, Syar.g_01540	Praw.g_00478
OG0001514	Syar.g_02280	Praw.g_00317
OG0001525	Syar.g_01315	Praw.g_00436
OG0001546	Syar.g_03276, Syar.g_02688	Praw.g_00624
OG0001547	Syar.g_01855	Praw.g_01725
OG0001549	Syar.g_02838	Praw.g_01640
OG0001554	Syar.g_00327	Praw.g_00427
OG0001555	Syar.g_01689	Praw.g_00441
OG0001556	Syar.g_00177	Praw.g_01742
OG0001558	Syar.g_00488	Praw.g_00911
OG0001565	Syar.g_03069	Praw.g_00731
OG0001567	Syar.g_01847	Praw.g_01726
OG0001568	Syar.g_01866	Praw.g_01724
OG0001587	Syar.g_03010	Praw.g_01920
OG0001613	Syar.g_01093	Praw.g_00077
OG0001627	Syar.g_01215	Praw.g_01754
OG0001647	Syar.g_00217	Praw.g_00861
OG0001652	Syar.g_00486	Praw.g_00909
OG0001671	Syar.g_03173, Syar.g_00943	Praw.g_00916
OG0001745	Syar.g_02010	Praw.g_00419
OG0001792	Syar.g_01708	Praw.g_01068
OG0002227	Syar.g_00355	Praw.g_01740
OG0002244	Syar.g_01824	Praw.g_00477
