Orthogroup	Syar	Prax
OG0001163	Syar.g_02917	Prax.g_01567
OG0001164	Syar.g_02922	Prax.g_01563
OG0001165	Syar.g_02927	Prax.g_01560
OG0001166	Syar.g_02959	Prax.g_01540
OG0001167	Syar.g_02982	Prax.g_01523
OG0001168	Syar.g_02983	Prax.g_01521
OG0001169	Syar.g_02985	Prax.g_01519
OG0001170	Syar.g_02987	Prax.g_01517
OG0001171	Syar.g_02999	Prax.g_01507
OG0001172	Syar.g_00143	Prax.g_01265
OG0001173	Syar.g_00142	Prax.g_01266
OG0001174	Syar.g_00134	Prax.g_01274
OG0001175	Syar.g_00133	Prax.g_01275
OG0001176	Syar.g_01025	Prax.g_01282
OG0001177	Syar.g_01023	Prax.g_01285
OG0001178	Syar.g_02943	Prax.g_01290
OG0001179	Syar.g_01055	Prax.g_01322
OG0001181	Syar.g_01082	Prax.g_01348
OG0001182	Syar.g_01090	Prax.g_01355
OG0001183	Syar.g_01096	Prax.g_01359
OG0001184	Syar.g_00653	Prax.g_01375
OG0001185	Syar.g_00614	Prax.g_01389
OG0001186	Syar.g_00562	Prax.g_01412
OG0001187	Syar.g_00548	Prax.g_01416
OG0001188	Syar.g_00546	Prax.g_01419
OG0001189	Syar.g_00525	Prax.g_01436
OG0001190	Syar.g_00330	Prax.g_01440
OG0001191	Syar.g_00349	Prax.g_01450
OG0001192	Syar.g_00356	Prax.g_01454
OG0001193	Syar.g_00711	Prax.g_01464
OG0001194	Syar.g_00622	Prax.g_01465
OG0001195	Syar.g_00623	Prax.g_01466
OG0001196	Syar.g_00453	Prax.g_01479
OG0001197	Syar.g_00455	Prax.g_01480
OG0001198	Syar.g_00467	Prax.g_01487
OG0001199	Syar.g_03045	Prax.g_00645
OG0001200	Syar.g_03047	Prax.g_00647
OG0001201	Syar.g_03120	Prax.g_01111
OG0001202	Syar.g_00991	Prax.g_01019
OG0001203	Syar.g_03021	Prax.g_00980
OG0001204	Syar.g_00154	Prax.g_00932
OG0001205	Syar.g_02869	Prax.g_00755
OG0001207	Syar.g_01462	Prax.g_00725
OG0001208	Syar.g_01471	Prax.g_00720
OG0001211	Syar.g_02323	Prax.g_00011
OG0001212	Syar.g_02027	Prax.g_00055
OG0001213	Syar.g_02239	Prax.g_00088
OG0001214	Syar.g_02420	Prax.g_00096
OG0001215	Syar.g_00965	Prax.g_00952
OG0001216	Syar.g_01909	Prax.g_00483
OG0001217	Syar.g_02852	Prax.g_00428
OG0001218	Syar.g_01388	Prax.g_00420
OG0001219	Syar.g_02585	Prax.g_00384
OG0001222	Syar.g_02552	Prax.g_00612
OG0001223	Syar.g_02505	Prax.g_01147
OG0001224	Syar.g_01361	Prax.g_01200
OG0001225	Syar.g_01929	Prax.g_01202
OG0001226	Syar.g_03054	Prax.g_01229
OG0001227	Syar.g_02213	Prax.g_01248
OG0001230	Syar.g_02816	Prax.g_01741
OG0001231	Syar.g_00485	Prax.g_01631
OG0001232	Syar.g_02968	Prax.g_01536
OG0001233	Syar.g_02988	Prax.g_01516
OG0001235	Syar.g_01019	Prax.g_01287
OG0001236	Syar.g_00657	Prax.g_01372
OG0001237	Syar.g_00652	Prax.g_01376
OG0001238	Syar.g_00351	Prax.g_01451
OG0001239	Syar.g_03043	Prax.g_00642
OG0001240	Syar.g_03101	Prax.g_01125
OG0001241	Syar.g_03112	Prax.g_01117
OG0001242	Syar.g_00043	Prax.g_01099
OG0001243	Syar.g_00051	Prax.g_01093
OG0001244	Syar.g_00075	Prax.g_01077
OG0001245	Syar.g_00999	Prax.g_00794
OG0001246	Syar.g_01910	Prax.g_00697
OG0001247	Syar.g_02024	Prax.g_00959
OG0001248	Syar.g_02059	Prax.g_00957
OG0001249	Syar.g_01113	Prax.g_00395
OG0001250	Syar.g_01819, Syar.g_03240	Prax.g_00332
OG0001251	Syar.g_02575	Prax.g_00547
OG0001252	Syar.g_01372	Prax.g_01195
OG0001253	Syar.g_02015	Prax.g_01249
OG0001254	Syar.g_02233	Prax.g_00163
OG0001255	Syar.g_01746	Prax.g_00184
OG0001256	Syar.g_02915	Prax.g_01638
OG0001257	Syar.g_00807	Prax.g_01632
OG0001258	Syar.g_02925	Prax.g_01562
OG0001259	Syar.g_02986	Prax.g_01518
OG0001260	Syar.g_03007	Prax.g_01501
OG0001262	Syar.g_00527	Prax.g_01434
OG0001263	Syar.g_00054	Prax.g_01090
OG0001265	Syar.g_00041	Prax.g_01100
OG0001266	Syar.g_00987	Prax.g_01015
OG0001267	Syar.g_00225	Prax.g_00895
OG0001268	Syar.g_01124	Prax.g_00834
OG0001269	Syar.g_00688	Prax.g_00814
OG0001270	Syar.g_01175	Prax.g_00766
OG0001271	Syar.g_01270	Prax.g_00730
OG0001272	Syar.g_01475	Prax.g_00716
OG0001273	Syar.g_02413	Prax.g_00090
OG0001274	Syar.g_00929	Prax.g_00939
OG0001275	Syar.g_02490	Prax.g_01157
OG0001276	Syar.g_01797	Prax.g_01179
OG0001277	Syar.g_02250	Prax.g_01237
OG0001278	Syar.g_01720	Prax.g_00250
OG0001279	Syar.g_02841	Prax.g_01957
OG0001280	Syar.g_03317	Prax.g_01900
OG0001281	Syar.g_02783	Prax.g_01894
OG0001282	Syar.g_01460, Syar.g_01351	Prax.g_01862
OG0001283	Syar.g_00447	Prax.g_01843
OG0001284	Syar.g_02900	Prax.g_01658
OG0001285	Syar.g_02972	Prax.g_01533
OG0001286	Syar.g_01077	Prax.g_01342
OG0001287	Syar.g_00606	Prax.g_01396
OG0001288	Syar.g_00591	Prax.g_01405
OG0001289	Syar.g_03080	Prax.g_00658
OG0001290	Syar.g_03111	Prax.g_01118
OG0001291	Syar.g_00064	Prax.g_01083
OG0001292	Syar.g_00160	Prax.g_00927
OG0001293	Syar.g_00198	Prax.g_00914
OG0001294	Syar.g_01687	Prax.g_00796
OG0001295	Syar.g_00693	Prax.g_00734
OG0001296	Syar.g_01506	Prax.g_00692
OG0001297	Syar.g_01510	Prax.g_00687
OG0001298	Syar.g_02210	Prax.g_00037
OG0001299	Syar.g_01915	Prax.g_00976
OG0001303	Syar.g_02583	Prax.g_01161
OG0001304	Syar.g_01557	Prax.g_01189
OG0001305	Syar.g_01937	Prax.g_01208
OG0001306	Syar.g_01521	Prax.g_00186
OG0001307	Syar.g_02591	Prax.g_01880
OG0001308	Syar.g_02798	Prax.g_01718
OG0001309	Syar.g_00360	Prax.g_01634
OG0001310	Syar.g_02951	Prax.g_01547
OG0001311	Syar.g_01795	Prax.g_01181
OG0001312	Syar.g_02569	Prax.g_00601
OG0001315	Syar.g_01094	Prax.g_00633
OG0001317	Syar.g_03025	Prax.g_00984
OG0001318	Syar.g_00186	Prax.g_00919
OG0001319	Syar.g_00215	Prax.g_00903
OG0001325	Syar.g_01577	Prax.g_00480
OG0001326	Syar.g_00632	Prax.g_00535
OG0001327	Syar.g_01674	Prax.g_01221
OG0001329	Syar.g_02337	Prax.g_00154
OG0001331	Syar.g_01455	Prax.g_01857
OG0001334	Syar.g_03166	Prax.g_01362
OG0001336	Syar.g_00448	Prax.g_01476
OG0001339	Syar.g_03114	Prax.g_01115
OG0001343	Syar.g_03210	Prax.g_00544
OG0001345	Syar.g_01958	Prax.g_00219
OG0001346	Syar.g_02778	Prax.g_01898
OG0001348	Syar.g_02259	Prax.g_01611, Prax.g_01610
OG0001349	Syar.g_02764	Prax.g_01820
OG0001353	Syar.g_01809	Prax.g_00341
OG0001354	Syar.g_02520	Prax.g_01139
OG0001358	Syar.g_02262	Prax.g_00079
OG0001359	Syar.g_03211	Prax.g_00545
OG0001360	Syar.g_01961	Prax.g_01250
OG0001361	Syar.g_01955	Prax.g_00216
OG0001364	Syar.g_00284	Prax.g_01365
OG0001365	Syar.g_00335	Prax.g_01444
OG0001371	Syar.g_03059	Prax.g_00963
OG0001373	Syar.g_00631	Prax.g_00534
OG0001374	Syar.g_00642	Prax.g_00542
OG0001376	Syar.g_02600, Syar.g_03203	Prax.g_01214
OG0001377	Syar.g_03202, Syar.g_02599	Prax.g_01215
OG0001378	Syar.g_01174	Prax.g_00125
OG0001379	Syar.g_02772	Prax.g_01905
OG0001382	Syar.g_02834, Syar.g_03204	Prax.g_01618
OG0001385	Syar.g_00628	Prax.g_00531
OG0001386	Syar.g_00629	Prax.g_00532
OG0001387	Syar.g_00630	Prax.g_00533
OG0001388	Syar.g_00635	Prax.g_00536
OG0001389	Syar.g_00636	Prax.g_00537
OG0001390	Syar.g_00637	Prax.g_00538
OG0001391	Syar.g_00638	Prax.g_00539
OG0001392	Syar.g_00640	Prax.g_00540
OG0001393	Syar.g_00641	Prax.g_00541
OG0001394	Syar.g_02608	Prax.g_00576
OG0001395	Syar.g_01561	Prax.g_01191
OG0001402	Syar.g_02252	Prax.g_00412
OG0001403	Syar.g_00504	Prax.g_00283
OG0001406	Syar.g_02601	Prax.g_01213
OG0001408	Syar.g_02042	Prax.g_01232
OG0001411	Syar.g_02761, Syar.g_02360	Prax.g_01822
OG0001413	Syar.g_02063	Prax.g_01643
OG0001415	Syar.g_01553	Prax.g_00987
OG0001416	Syar.g_00433	Prax.g_00742
OG0001417	Syar.g_01885	Prax.g_00732
OG0001418	Syar.g_01546	Prax.g_00958
OG0001420	Syar.g_02680	Prax.g_00134
OG0001428	Syar.g_00108	Prax.g_01046
OG0001429	Syar.g_02582	Prax.g_00383
OG0001432	Syar.g_02064, Syar.g_02123	Prax.g_01645
OG0001433	Syar.g_00173	Prax.g_00526
OG0001434	Syar.g_02613	Prax.g_00581
OG0001437	Syar.g_01554	Prax.g_00988
OG0001438	Syar.g_00240	Prax.g_00882
OG0001439	Syar.g_00824	Prax.g_00868
OG0001441	Syar.g_02691	Prax.g_00680
OG0001442	Syar.g_02622	Prax.g_00438
OG0001447	Syar.g_00052	Prax.g_01092
OG0001449	Syar.g_01897	Prax.g_00779
OG0001450	Syar.g_00880	Prax.g_00955
OG0001452	Syar.g_00167	Prax.g_00548
OG0001453	Syar.g_02498	Prax.g_01151
OG0001454	Syar.g_02065, Syar.g_02122	Prax.g_01243
OG0001456	Syar.g_00643	Prax.g_00177
OG0001457	Syar.g_00644	Prax.g_00178
OG0001458	Syar.g_00645	Prax.g_00179
OG0001459	Syar.g_00418, Syar.g_02047	Prax.g_01943
OG0001460	Syar.g_00172	Prax.g_00525
OG0001461	Syar.g_02478	Prax.g_01569
OG0001462	Syar.g_00511	Prax.g_00279
OG0001467	Syar.g_01745	Prax.g_00394
OG0001470	Syar.g_02358, Syar.g_02369	Prax.g_01841
OG0001471	Syar.g_00830	Prax.g_01642
OG0001474	Syar.g_01125	Prax.g_00833
OG0001475	Syar.g_02370	Prax.g_01839
OG0001479	Syar.g_01122	Prax.g_00836
OG0001480	Syar.g_02013	Prax.g_00804
OG0001482	Syar.g_02511	Prax.g_00744
OG0001486	Syar.g_01537	Prax.g_00198
OG0001492	Syar.g_01717	Prax.g_00247
OG0001493	Syar.g_01725	Prax.g_00255
OG0001495	Syar.g_01022	Prax.g_01284
OG0001502	Syar.g_01840	Prax.g_00403
OG0001504	Syar.g_02046	Prax.g_01942
OG0001507	Syar.g_03257, Syar.g_01540	Prax.g_01590
OG0001508	Syar.g_02372	Prax.g_01842
OG0001520	Syar.g_02053	Prax.g_00784
OG0001525	Syar.g_01315	Prax.g_01626
OG0001528	Syar.g_02371	Prax.g_01840
OG0001546	Syar.g_03276, Syar.g_02688	Prax.g_00677
OG0001547	Syar.g_01855	Prax.g_00401
OG0001554	Syar.g_00327	Prax.g_01636
OG0001555	Syar.g_01689	Prax.g_01622
OG0001556	Syar.g_00177	Prax.g_00518
OG0001557	Syar.g_02609	Prax.g_00577
OG0001567	Syar.g_01847	Prax.g_00402
OG0001568	Syar.g_01866	Prax.g_00400
OG0001570	Syar.g_02858	Prax.g_00137
OG0001587	Syar.g_03010	Prax.g_01258
OG0001613	Syar.g_01093	Prax.g_01357
OG0001625	Syar.g_00192	Prax.g_00917
OG0001627	Syar.g_01215	Prax.g_00424
OG0001647	Syar.g_00217	Prax.g_00902
OG0001680	Syar.g_02953	Prax.g_00521
OG0001713	Syar.g_02147	Prax.g_00630
OG0001745	Syar.g_02010	Prax.g_01646
OG0002013	Syar.g_03062	Prax.g_01782
OG0002019	Syar.g_00615	Prax.g_00503
OG0002107	Syar.g_00313, Syar.g_00870	Prax.g_00171
OG0002225	Syar.g_00315, Syar.g_00868	Prax.g_00170
OG0002227	Syar.g_00355	Prax.g_00520
OG0002349	Syar.g_02990	Prax.g_01514
OG0002776	Syar.g_00316, Syar.g_00867	Prax.g_00169
OG0003053	Syar.g_03060	Prax.g_01781
