Orthogroup	Syar	Prab
OG0001158	Syar.g_01183	Prab.g_01516
OG0001159	Syar.g_01182	Prab.g_01517
OG0001160	Syar.g_02908	Prab.g_01541
OG0001161	Syar.g_00382	Prab.g_01553
OG0001162	Syar.g_03081	Prab.g_01567
OG0001163	Syar.g_02917	Prab.g_01661
OG0001164	Syar.g_02922	Prab.g_01665
OG0001165	Syar.g_02927	Prab.g_01668
OG0001166	Syar.g_02959	Prab.g_01688
OG0001167	Syar.g_02982	Prab.g_01705
OG0001168	Syar.g_02983	Prab.g_01707
OG0001169	Syar.g_02985	Prab.g_01709
OG0001170	Syar.g_02987	Prab.g_01711
OG0001171	Syar.g_02999	Prab.g_01720
OG0001172	Syar.g_00143	Prab.g_01734
OG0001173	Syar.g_00142	Prab.g_01735
OG0001174	Syar.g_00134	Prab.g_01743
OG0001175	Syar.g_00133	Prab.g_01744
OG0001176	Syar.g_01025	Prab.g_01751
OG0001177	Syar.g_01023	Prab.g_01753
OG0001178	Syar.g_02943	Prab.g_01758
OG0001179	Syar.g_01055	Prab.g_01786
OG0001181	Syar.g_01082	Prab.g_01812
OG0001182	Syar.g_01090	Prab.g_01819
OG0001183	Syar.g_01096	Prab.g_01823
OG0001184	Syar.g_00653	Prab.g_01838
OG0001185	Syar.g_00614	Prab.g_01852
OG0001186	Syar.g_00562	Prab.g_01875
OG0001187	Syar.g_00548	Prab.g_01880
OG0001188	Syar.g_00546	Prab.g_01882
OG0001189	Syar.g_00525	Prab.g_01899
OG0001190	Syar.g_00330	Prab.g_01903
OG0001191	Syar.g_00349	Prab.g_01913
OG0001192	Syar.g_00356	Prab.g_01918
OG0001193	Syar.g_00711	Prab.g_01928
OG0001194	Syar.g_00622	Prab.g_01929
OG0001195	Syar.g_00623	Prab.g_01930
OG0001196	Syar.g_00453	Prab.g_01943
OG0001197	Syar.g_00455	Prab.g_01944
OG0001198	Syar.g_00467	Prab.g_01952
OG0001199	Syar.g_03045	Prab.g_00066
OG0001200	Syar.g_03047	Prab.g_00068
OG0001201	Syar.g_03120	Prab.g_00099
OG0001202	Syar.g_00991	Prab.g_00190
OG0001204	Syar.g_00154	Prab.g_00233
OG0001205	Syar.g_02869	Prab.g_00448
OG0001207	Syar.g_01462	Prab.g_00481
OG0001208	Syar.g_01471	Prab.g_00486
OG0001211	Syar.g_02323	Prab.g_00554
OG0001212	Syar.g_02027	Prab.g_00600
OG0001213	Syar.g_02239	Prab.g_00634
OG0001214	Syar.g_02420	Prab.g_00642
OG0001215	Syar.g_00965	Prab.g_00695
OG0001216	Syar.g_01909	Prab.g_00725
OG0001217	Syar.g_02852	Prab.g_00768
OG0001218	Syar.g_01388	Prab.g_00776
OG0001219	Syar.g_02585	Prab.g_00829
OG0001222	Syar.g_02552	Prab.g_01018
OG0001223	Syar.g_02505	Prab.g_00992
OG0001225	Syar.g_01929	Prab.g_00931
OG0001226	Syar.g_03054	Prab.g_01120
OG0001227	Syar.g_02213	Prab.g_01138
OG0001230	Syar.g_02816	Prab.g_01458
OG0001231	Syar.g_00485	Prab.g_01565
OG0001232	Syar.g_02968	Prab.g_01692
OG0001233	Syar.g_02988	Prab.g_01712
OG0001235	Syar.g_01019	Prab.g_01755
OG0001237	Syar.g_00652	Prab.g_01839
OG0001238	Syar.g_00351	Prab.g_01914
OG0001239	Syar.g_03043	Prab.g_00063
OG0001240	Syar.g_03101	Prab.g_00084
OG0001241	Syar.g_03112	Prab.g_00092
OG0001242	Syar.g_00043	Prab.g_00110
OG0001244	Syar.g_00075	Prab.g_00131
OG0001245	Syar.g_00999	Prab.g_00368
OG0001246	Syar.g_01910	Prab.g_00508
OG0001247	Syar.g_02024	Prab.g_00688
OG0001248	Syar.g_02059	Prab.g_00690
OG0001249	Syar.g_01113	Prab.g_00818
OG0001250	Syar.g_01819, Syar.g_03240	Prab.g_00880
OG0001251	Syar.g_02575	Prab.g_01083
OG0001252	Syar.g_01372	Prab.g_00938
OG0001253	Syar.g_02015	Prab.g_01139
OG0001254	Syar.g_02233	Prab.g_01188
OG0001255	Syar.g_01746	Prab.g_01203
OG0001256	Syar.g_02915	Prab.g_01558
OG0001257	Syar.g_00807	Prab.g_01564
OG0001258	Syar.g_02925	Prab.g_01666
OG0001259	Syar.g_02986	Prab.g_01710
OG0001260	Syar.g_03007	Prab.g_01726
OG0001262	Syar.g_00527	Prab.g_01897
OG0001265	Syar.g_00041	Prab.g_00109
OG0001266	Syar.g_00987	Prab.g_00194
OG0001267	Syar.g_00225	Prab.g_00268
OG0001268	Syar.g_01124	Prab.g_00326
OG0001269	Syar.g_00688	Prab.g_00347
OG0001270	Syar.g_01175	Prab.g_00437
OG0001271	Syar.g_01270	Prab.g_00476
OG0001272	Syar.g_01475	Prab.g_00490
OG0001273	Syar.g_02413	Prab.g_00636
OG0001274	Syar.g_00929	Prab.g_00710
OG0001275	Syar.g_02490	Prab.g_00982
OG0001276	Syar.g_01797	Prab.g_00954
OG0001277	Syar.g_02250	Prab.g_01127
OG0001278	Syar.g_01720	Prab.g_01269
OG0001279	Syar.g_02841	Prab.g_01590
OG0001280	Syar.g_03317	Prab.g_01325
OG0001281	Syar.g_02783	Prab.g_01331
OG0001282	Syar.g_01460, Syar.g_01351	Prab.g_01361
OG0001283	Syar.g_00447	Prab.g_01381
OG0001284	Syar.g_02900	Prab.g_01536
OG0001285	Syar.g_02972	Prab.g_01695
OG0001286	Syar.g_01077	Prab.g_01806
OG0001287	Syar.g_00606	Prab.g_01859
OG0001288	Syar.g_00591	Prab.g_01868
OG0001289	Syar.g_03080	Prab.g_00079
OG0001290	Syar.g_03111	Prab.g_00091
OG0001291	Syar.g_00064	Prab.g_00125
OG0001292	Syar.g_00160	Prab.g_00238
OG0001293	Syar.g_00198	Prab.g_00250
OG0001294	Syar.g_01687	Prab.g_00366
OG0001295	Syar.g_00693	Prab.g_00472
OG0001296	Syar.g_01506	Prab.g_00513
OG0001297	Syar.g_01510	Prab.g_00518
OG0001298	Syar.g_02210	Prab.g_00581
OG0001299	Syar.g_01915	Prab.g_00671
OG0001303	Syar.g_02583	Prab.g_00749
OG0001304	Syar.g_01557	Prab.g_00944
OG0001305	Syar.g_01937	Prab.g_00925
OG0001306	Syar.g_01521	Prab.g_01205
OG0001308	Syar.g_02798	Prab.g_01476
OG0001309	Syar.g_00360	Prab.g_01562
OG0001310	Syar.g_02951	Prab.g_01681
OG0001311	Syar.g_01795	Prab.g_00952
OG0001312	Syar.g_02569	Prab.g_01029
OG0001315	Syar.g_01094	Prab.g_00053
OG0001317	Syar.g_03025	Prab.g_00225
OG0001318	Syar.g_00186	Prab.g_00246
OG0001319	Syar.g_00215	Prab.g_00261
OG0001325	Syar.g_01577	Prab.g_00728
OG0001326	Syar.g_00632	Prab.g_01095
OG0001327	Syar.g_01674	Prab.g_01112
OG0001329	Syar.g_02337	Prab.g_01178
OG0001331	Syar.g_01455	Prab.g_01366
OG0001334	Syar.g_03166	Prab.g_01826
OG0001336	Syar.g_00448	Prab.g_01940
OG0001339	Syar.g_03114	Prab.g_00094
OG0001343	Syar.g_03210	Prab.g_01086
OG0001345	Syar.g_01958	Prab.g_01238
OG0001346	Syar.g_02778	Prab.g_01327
OG0001348	Syar.g_02259	Prab.g_01595
OG0001349	Syar.g_02764	Prab.g_01408, Prab.g_01395
OG0001353	Syar.g_01809	Prab.g_00872
OG0001354	Syar.g_02520	Prab.g_01000
OG0001358	Syar.g_02262	Prab.g_00624
OG0001359	Syar.g_03211	Prab.g_01085
OG0001360	Syar.g_01961	Prab.g_01140
OG0001361	Syar.g_01955	Prab.g_01235
OG0001364	Syar.g_00284	Prab.g_01829
OG0001365	Syar.g_00335	Prab.g_01907
OG0001371	Syar.g_03059	Prab.g_00684
OG0001373	Syar.g_00631	Prab.g_01096
OG0001374	Syar.g_00642	Prab.g_01088
OG0001376	Syar.g_02600, Syar.g_03203	Prab.g_01106
OG0001377	Syar.g_03202, Syar.g_02599	Prab.g_01107
OG0001378	Syar.g_01174	Prab.g_01149
OG0001379	Syar.g_02772	Prab.g_01320
OG0001382	Syar.g_02834, Syar.g_03204	Prab.g_01581
OG0001385	Syar.g_00628	Prab.g_01099
OG0001386	Syar.g_00629	Prab.g_01098
OG0001387	Syar.g_00630	Prab.g_01097
OG0001388	Syar.g_00635	Prab.g_01094
OG0001389	Syar.g_00636	Prab.g_01093
OG0001390	Syar.g_00637	Prab.g_01092
OG0001391	Syar.g_00638	Prab.g_01091
OG0001392	Syar.g_00640	Prab.g_01090
OG0001393	Syar.g_00641	Prab.g_01089
OG0001394	Syar.g_02608	Prab.g_01053
OG0001395	Syar.g_01561	Prab.g_00942
OG0001403	Syar.g_00504	Prab.g_00030
OG0001406	Syar.g_02601	Prab.g_01105
OG0001408	Syar.g_02042	Prab.g_01123
OG0001411	Syar.g_02761, Syar.g_02360	Prab.g_01391
OG0001413	Syar.g_02063	Prab.g_01551
OG0001415	Syar.g_01553	Prab.g_00222
OG0001416	Syar.g_00433	Prab.g_00464
OG0001417	Syar.g_01885	Prab.g_00474
OG0001418	Syar.g_01546	Prab.g_00689
OG0001420	Syar.g_02680	Prab.g_01158
OG0001428	Syar.g_00108	Prab.g_00163
OG0001429	Syar.g_02582	Prab.g_00830
OG0001432	Syar.g_02064, Syar.g_02123	Prab.g_01549
OG0001433	Syar.g_00173	Prab.g_00792
OG0001434	Syar.g_02613	Prab.g_01049
OG0001437	Syar.g_01554	Prab.g_00221
OG0001438	Syar.g_00240	Prab.g_00281
OG0001439	Syar.g_00824	Prab.g_00295
OG0001441	Syar.g_02691	Prab.g_00525
OG0001442	Syar.g_02622	Prab.g_00752
OG0001443	Syar.g_00378	Prab.g_01604
OG0001447	Syar.g_00052	Prab.g_00116
OG0001449	Syar.g_01897	Prab.g_00389
OG0001450	Syar.g_00880	Prab.g_00692
OG0001452	Syar.g_00167	Prab.g_01081
OG0001453	Syar.g_02498	Prab.g_00988
OG0001454	Syar.g_02065, Syar.g_02122	Prab.g_01133
OG0001456	Syar.g_00643	Prab.g_01197
OG0001457	Syar.g_00644	Prab.g_01198
OG0001458	Syar.g_00645	Prab.g_01199
OG0001459	Syar.g_00418, Syar.g_02047	Prab.g_01653, Prab.g_01557
OG0001460	Syar.g_00172	Prab.g_00791
OG0001461	Syar.g_02478	Prab.g_01286
OG0001462	Syar.g_00511	Prab.g_00034
OG0001471	Syar.g_00830	Prab.g_01552
OG0001474	Syar.g_01125	Prab.g_00327
OG0001480	Syar.g_02013	Prab.g_00357
OG0001482	Syar.g_02511	Prab.g_00462
OG0001486	Syar.g_01537	Prab.g_01217
OG0001492	Syar.g_01717	Prab.g_01266
OG0001493	Syar.g_01725	Prab.g_01274
OG0001502	Syar.g_01840	Prab.g_00810
OG0001504	Syar.g_02046	Prab.g_01652
OG0001507	Syar.g_03257, Syar.g_01540	Prab.g_01586
OG0001525	Syar.g_01315	Prab.g_01570
OG0001527	Syar.g_02309	Prab.g_00567
OG0001546	Syar.g_03276, Syar.g_02688	Prab.g_00528
OG0001547	Syar.g_01855	Prab.g_00812
OG0001554	Syar.g_00327	Prab.g_01560
OG0001555	Syar.g_01689	Prab.g_01575
OG0001556	Syar.g_00177	Prab.g_00785
OG0001565	Syar.g_03069	Prab.g_00426
OG0001567	Syar.g_01847	Prab.g_00811
OG0001568	Syar.g_01866	Prab.g_00813
OG0001570	Syar.g_02858	Prab.g_01161
OG0001587	Syar.g_03010	Prab.g_01728
OG0001613	Syar.g_01093	Prab.g_01821
OG0001634	Syar.g_01691	Prab.g_01589
OG0001669	Syar.g_00323, Syar.g_00555	Prab.g_01292
OG0001745	Syar.g_02010	Prab.g_01548
OG0001923	Syar.g_00582	Prab.g_01407
OG0001991	Syar.g_01636	Prab.g_00796
OG0002107	Syar.g_00313, Syar.g_00870	Prab.g_00409
OG0002154	Syar.g_00251	Prab.g_01383
OG0002225	Syar.g_00315, Syar.g_00868	Prab.g_00408
OG0002227	Syar.g_00355	Prab.g_00787
OG0002270	Syar.g_02461, Syar.g_02463, Syar.g_02462	Prab.g_01442
OG0002375	Syar.g_02713, Syar.g_02699, Syar.g_02697	Prab.g_01409
OG0002622	Syar.g_02533	Prab.g_01418
OG0002776	Syar.g_00316, Syar.g_00867	Prab.g_00407
OG0003346	Syar.g_02712	Prab.g_01437
