Orthogroup	Syar	Pras
OG0001157	Syar.g_01184	Pras.g_00401
OG0001158	Syar.g_01183	Pras.g_00402
OG0001160	Syar.g_02908	Pras.g_00428
OG0001161	Syar.g_00382	Pras.g_00441
OG0001162	Syar.g_03081	Pras.g_00452
OG0001163	Syar.g_02917	Pras.g_00542
OG0001164	Syar.g_02922	Pras.g_00546
OG0001165	Syar.g_02927	Pras.g_00549
OG0001166	Syar.g_02959	Pras.g_00569
OG0001167	Syar.g_02982	Pras.g_00586
OG0001168	Syar.g_02983	Pras.g_00588
OG0001169	Syar.g_02985	Pras.g_00590
OG0001170	Syar.g_02987	Pras.g_00592
OG0001171	Syar.g_02999	Pras.g_00602
OG0001172	Syar.g_00143	Pras.g_00616
OG0001173	Syar.g_00142	Pras.g_00617
OG0001174	Syar.g_00134	Pras.g_00625
OG0001175	Syar.g_00133	Pras.g_00626
OG0001176	Syar.g_01025	Pras.g_00633
OG0001177	Syar.g_01023	Pras.g_00636
OG0001178	Syar.g_02943	Pras.g_00641
OG0001179	Syar.g_01055	Pras.g_00671
OG0001181	Syar.g_01082	Pras.g_00697
OG0001182	Syar.g_01090	Pras.g_00704
OG0001183	Syar.g_01096	Pras.g_00708
OG0001184	Syar.g_00653	Pras.g_00724
OG0001185	Syar.g_00614	Pras.g_00738
OG0001186	Syar.g_00562	Pras.g_00762
OG0001187	Syar.g_00548	Pras.g_00766
OG0001188	Syar.g_00546	Pras.g_00769
OG0001189	Syar.g_00525	Pras.g_00786
OG0001190	Syar.g_00330	Pras.g_00790
OG0001191	Syar.g_00349	Pras.g_00800
OG0001192	Syar.g_00356	Pras.g_00804
OG0001193	Syar.g_00711	Pras.g_00815
OG0001194	Syar.g_00622	Pras.g_00816
OG0001195	Syar.g_00623	Pras.g_00817
OG0001196	Syar.g_00453	Pras.g_00830
OG0001197	Syar.g_00455	Pras.g_00831
OG0001198	Syar.g_00467	Pras.g_00839
OG0001199	Syar.g_03045	Pras.g_00925
OG0001200	Syar.g_03047	Pras.g_00927
OG0001201	Syar.g_03120	Pras.g_00959
OG0001202	Syar.g_00991	Pras.g_01050
OG0001203	Syar.g_03021	Pras.g_01090
OG0001204	Syar.g_00154	Pras.g_01095
OG0001205	Syar.g_02869	Pras.g_01323
OG0001207	Syar.g_01462	Pras.g_01355
OG0001208	Syar.g_01471	Pras.g_01360
OG0001211	Syar.g_02323	Pras.g_01427
OG0001212	Syar.g_02027	Pras.g_01472
OG0001213	Syar.g_02239	Pras.g_01505
OG0001214	Syar.g_02420	Pras.g_01513
OG0001215	Syar.g_00965	Pras.g_01566
OG0001216	Syar.g_01909	Pras.g_01608
OG0001217	Syar.g_02852	Pras.g_01649
OG0001218	Syar.g_01388	Pras.g_01657
OG0001219	Syar.g_02585	Pras.g_01690
OG0001222	Syar.g_02552	Pras.g_01851
OG0001223	Syar.g_02505	Pras.g_01877
OG0001224	Syar.g_01361	Pras.g_01930
OG0001225	Syar.g_01929	Pras.g_01932
OG0001226	Syar.g_03054	Pras.g_01958
OG0001227	Syar.g_02213	Pras.g_01976
OG0001230	Syar.g_02816	Pras.g_00342
OG0001231	Syar.g_00485	Pras.g_00450
OG0001232	Syar.g_02968	Pras.g_00573
OG0001233	Syar.g_02988	Pras.g_00593
OG0001235	Syar.g_01019	Pras.g_00638
OG0001236	Syar.g_00657	Pras.g_00721
OG0001237	Syar.g_00652	Pras.g_00725
OG0001238	Syar.g_00351	Pras.g_00801
OG0001240	Syar.g_03101	Pras.g_00944
OG0001241	Syar.g_03112	Pras.g_00952
OG0001242	Syar.g_00043	Pras.g_00970
OG0001243	Syar.g_00051	Pras.g_00976
OG0001244	Syar.g_00075	Pras.g_00992
OG0001245	Syar.g_00999	Pras.g_01233
OG0001246	Syar.g_01910	Pras.g_01382
OG0001247	Syar.g_02024	Pras.g_01559
OG0001248	Syar.g_02059	Pras.g_01561
OG0001249	Syar.g_01113	Pras.g_01679
OG0001250	Syar.g_01819, Syar.g_03240	Pras.g_01741
OG0001251	Syar.g_02575	Pras.g_01789
OG0001252	Syar.g_01372	Pras.g_01925
OG0001253	Syar.g_02015	Pras.g_01977
OG0001254	Syar.g_02233	Pras.g_00025
OG0001255	Syar.g_01746	Pras.g_00040
OG0001256	Syar.g_02915	Pras.g_00443
OG0001257	Syar.g_00807	Pras.g_00449
OG0001258	Syar.g_02925	Pras.g_00547
OG0001259	Syar.g_02986	Pras.g_00591
OG0001260	Syar.g_03007	Pras.g_00608
OG0001262	Syar.g_00527	Pras.g_00784
OG0001263	Syar.g_00054	Pras.g_00979
OG0001265	Syar.g_00041	Pras.g_00969
OG0001266	Syar.g_00987	Pras.g_01054
OG0001267	Syar.g_00225	Pras.g_01132
OG0001268	Syar.g_01124	Pras.g_01192
OG0001269	Syar.g_00688	Pras.g_01212
OG0001270	Syar.g_01175	Pras.g_01312
OG0001271	Syar.g_01270	Pras.g_01350
OG0001272	Syar.g_01475	Pras.g_01364
OG0001273	Syar.g_02413	Pras.g_01507
OG0001274	Syar.g_00929	Pras.g_01579
OG0001275	Syar.g_02490	Pras.g_01888
OG0001276	Syar.g_01797	Pras.g_01909
OG0001277	Syar.g_02250	Pras.g_01966
OG0001278	Syar.g_01720	Pras.g_00107
OG0001279	Syar.g_02841	Pras.g_00152
OG0001280	Syar.g_03317	Pras.g_00208
OG0001282	Syar.g_01460, Syar.g_01351	Pras.g_00251
OG0001283	Syar.g_00447	Pras.g_00270
OG0001284	Syar.g_02900	Pras.g_00423
OG0001285	Syar.g_02972	Pras.g_00576
OG0001286	Syar.g_01077	Pras.g_00691
OG0001287	Syar.g_00606	Pras.g_00745
OG0001288	Syar.g_00591	Pras.g_00754
OG0001289	Syar.g_03080	Pras.g_00938
OG0001290	Syar.g_03111	Pras.g_00951
OG0001291	Syar.g_00064	Pras.g_00986
OG0001292	Syar.g_00160	Pras.g_01100
OG0001293	Syar.g_00198	Pras.g_01113
OG0001294	Syar.g_01687	Pras.g_01231
OG0001295	Syar.g_00693	Pras.g_01345
OG0001296	Syar.g_01506	Pras.g_01387
OG0001297	Syar.g_01510	Pras.g_01392
OG0001298	Syar.g_02210	Pras.g_01453
OG0001299	Syar.g_01915	Pras.g_01542
OG0001303	Syar.g_02583	Pras.g_01892
OG0001304	Syar.g_01557	Pras.g_01919
OG0001305	Syar.g_01937	Pras.g_01938
OG0001306	Syar.g_01521	Pras.g_00042
OG0001307	Syar.g_02591	Pras.g_00233
OG0001308	Syar.g_02798	Pras.g_00360
OG0001309	Syar.g_00360	Pras.g_00447
OG0001310	Syar.g_02951	Pras.g_00562
OG0001311	Syar.g_01795	Pras.g_01911
OG0001315	Syar.g_01094	Pras.g_00913
OG0001317	Syar.g_03025	Pras.g_01086
OG0001318	Syar.g_00186	Pras.g_01108
OG0001319	Syar.g_00215	Pras.g_01124
OG0001325	Syar.g_01577	Pras.g_01611
OG0001326	Syar.g_00632	Pras.g_01777
OG0001327	Syar.g_01674	Pras.g_01950
OG0001329	Syar.g_02337	Pras.g_00017
OG0001331	Syar.g_01455	Pras.g_00256
OG0001334	Syar.g_03166	Pras.g_00711
OG0001336	Syar.g_00448	Pras.g_00827
OG0001339	Syar.g_03114	Pras.g_00954
OG0001343	Syar.g_03210	Pras.g_01786
OG0001345	Syar.g_01958	Pras.g_00075
OG0001346	Syar.g_02778	Pras.g_00210
OG0001349	Syar.g_02764	Pras.g_00292
OG0001355	Syar.g_01912	Pras.g_00144
OG0001358	Syar.g_02262	Pras.g_01496
OG0001359	Syar.g_03211	Pras.g_01787
OG0001360	Syar.g_01961	Pras.g_01978
OG0001361	Syar.g_01955	Pras.g_00072
OG0001364	Syar.g_00284	Pras.g_00714
OG0001365	Syar.g_00335	Pras.g_00794
OG0001370	Syar.g_00013	Pras.g_01337
OG0001371	Syar.g_03059	Pras.g_01555
OG0001373	Syar.g_00631	Pras.g_01776
OG0001374	Syar.g_00642	Pras.g_01784
OG0001376	Syar.g_02600, Syar.g_03203	Pras.g_01944
OG0001377	Syar.g_03202, Syar.g_02599	Pras.g_01945
OG0001378	Syar.g_01174	Pras.g_01987
OG0001382	Syar.g_02834, Syar.g_03204	Pras.g_00462
OG0001385	Syar.g_00628	Pras.g_01773
OG0001386	Syar.g_00629	Pras.g_01774
OG0001387	Syar.g_00630	Pras.g_01775
OG0001388	Syar.g_00635	Pras.g_01778
OG0001389	Syar.g_00636	Pras.g_01779
OG0001390	Syar.g_00637	Pras.g_01780
OG0001391	Syar.g_00638	Pras.g_01781
OG0001392	Syar.g_00640	Pras.g_01782
OG0001393	Syar.g_00641	Pras.g_01783
OG0001394	Syar.g_02608	Pras.g_01816
OG0001395	Syar.g_01561	Pras.g_01921
OG0001403	Syar.g_00504	Pras.g_00872
OG0001406	Syar.g_02601	Pras.g_01943
OG0001408	Syar.g_02042	Pras.g_01961
OG0001413	Syar.g_02063	Pras.g_00438
OG0001415	Syar.g_01553	Pras.g_01083
OG0001416	Syar.g_00433	Pras.g_01336
OG0001417	Syar.g_01885	Pras.g_01347
OG0001418	Syar.g_01546	Pras.g_01560
OG0001420	Syar.g_02680	Pras.g_01996
OG0001428	Syar.g_00108	Pras.g_01023
OG0001429	Syar.g_02582	Pras.g_01691
OG0001430	Syar.g_03306	Pras.g_00172
OG0001432	Syar.g_02064, Syar.g_02123	Pras.g_00436
OG0001435	Syar.g_01621	Pras.g_01797
OG0001437	Syar.g_01554	Pras.g_01082
OG0001439	Syar.g_00824	Pras.g_01159
OG0001441	Syar.g_02691	Pras.g_01399
OG0001442	Syar.g_02622	Pras.g_01637
OG0001447	Syar.g_00052	Pras.g_00977
OG0001449	Syar.g_01897	Pras.g_01254, Pras.g_01253
OG0001450	Syar.g_00880	Pras.g_01563
OG0001453	Syar.g_02498	Pras.g_01882
OG0001454	Syar.g_02065, Syar.g_02122	Pras.g_01971
OG0001456	Syar.g_00643	Pras.g_00033
OG0001457	Syar.g_00644	Pras.g_00034
OG0001458	Syar.g_00645	Pras.g_00035
OG0001462	Syar.g_00511	Pras.g_00876
OG0001471	Syar.g_00830	Pras.g_00439
OG0001474	Syar.g_01125	Pras.g_01193
OG0001475	Syar.g_02370	Pras.g_00306
OG0001479	Syar.g_01122	Pras.g_01190
OG0001480	Syar.g_02013	Pras.g_01222
OG0001482	Syar.g_02511	Pras.g_01334
OG0001486	Syar.g_01537	Pras.g_00054
OG0001492	Syar.g_01717	Pras.g_00104
OG0001493	Syar.g_01725	Pras.g_00112
OG0001495	Syar.g_01022	Pras.g_00635
OG0001502	Syar.g_01840	Pras.g_01671
OG0001505	Syar.g_02696	Pras.g_00307, Pras.g_00298
OG0001507	Syar.g_03257, Syar.g_01540	Pras.g_00491
OG0001520	Syar.g_02053	Pras.g_01246
OG0001525	Syar.g_01315	Pras.g_00455
OG0001547	Syar.g_01855	Pras.g_01673
OG0001549	Syar.g_02838	Pras.g_01759
OG0001554	Syar.g_00327	Pras.g_00445
OG0001555	Syar.g_01689	Pras.g_00459
OG0001557	Syar.g_02609	Pras.g_01817
OG0001565	Syar.g_03069	Pras.g_01295
OG0001567	Syar.g_01847	Pras.g_01672
OG0001568	Syar.g_01866	Pras.g_01674
OG0001587	Syar.g_03010	Pras.g_00610
OG0001613	Syar.g_01093	Pras.g_00706
OG0001625	Syar.g_00192	Pras.g_01110
OG0001627	Syar.g_01215	Pras.g_01654
OG0001647	Syar.g_00217	Pras.g_01125
OG0001661	Syar.g_00911	Pras.g_00133
OG0001712	Syar.g_01846	Pras.g_01267
OG0001713	Syar.g_02147	Pras.g_00908
OG0001726	Syar.g_01863	Pras.g_01264
OG0001745	Syar.g_02010	Pras.g_00435
OG0001755	Syar.g_01515	Pras.g_00305
OG0001923	Syar.g_00582	Pras.g_00276
OG0001924	Syar.g_02672	Pras.g_00517
OG0001925	Syar.g_02671	Pras.g_00518
OG0001926	Syar.g_02669	Pras.g_00519
OG0001927	Syar.g_02668	Pras.g_00520
OG0001993	Syar.g_02674	Pras.g_00515
OG0001994	Syar.g_02673	Pras.g_00516
OG0002015	Syar.g_00280	Pras.g_00315
OG0002244	Syar.g_01824	Pras.g_00490
OG0002270	Syar.g_02461, Syar.g_02463, Syar.g_02462	Pras.g_00283
OG0002349	Syar.g_02990	Pras.g_00595
