Orthogroup	Syar	Prap
OG0001158	Syar.g_01183	Prap.g_00176
OG0001159	Syar.g_01182	Prap.g_00177
OG0001160	Syar.g_02908	Prap.g_00203
OG0001161	Syar.g_00382	Prap.g_01836
OG0001162	Syar.g_03081	Prap.g_01907
OG0001163	Syar.g_02917	Prap.g_01788
OG0001164	Syar.g_02922	Prap.g_01784
OG0001165	Syar.g_02927	Prap.g_01781
OG0001166	Syar.g_02959	Prap.g_01760
OG0001167	Syar.g_02982	Prap.g_01742
OG0001168	Syar.g_02983	Prap.g_01740
OG0001169	Syar.g_02985	Prap.g_01738
OG0001170	Syar.g_02987	Prap.g_01736
OG0001171	Syar.g_02999	Prap.g_01726
OG0001172	Syar.g_00143	Prap.g_01710
OG0001173	Syar.g_00142	Prap.g_01709
OG0001174	Syar.g_00134	Prap.g_01701
OG0001175	Syar.g_00133	Prap.g_01700
OG0001176	Syar.g_01025	Prap.g_01692
OG0001177	Syar.g_01023	Prap.g_01690
OG0001178	Syar.g_02943	Prap.g_01774
OG0001179	Syar.g_01055	Prap.g_01660
OG0001181	Syar.g_01082	Prap.g_01632
OG0001182	Syar.g_01090	Prap.g_01624
OG0001183	Syar.g_01096	Prap.g_01619
OG0001184	Syar.g_00653	Prap.g_01601
OG0001185	Syar.g_00614	Prap.g_01585
OG0001186	Syar.g_00562	Prap.g_01561
OG0001187	Syar.g_00548	Prap.g_01558
OG0001188	Syar.g_00546	Prap.g_01556
OG0001189	Syar.g_00525	Prap.g_01540
OG0001190	Syar.g_00330	Prap.g_01535
OG0001191	Syar.g_00349	Prap.g_01525
OG0001192	Syar.g_00356	Prap.g_01520
OG0001193	Syar.g_00711	Prap.g_01508
OG0001194	Syar.g_00622	Prap.g_01507
OG0001195	Syar.g_00623	Prap.g_01506
OG0001196	Syar.g_00453	Prap.g_01490
OG0001197	Syar.g_00455	Prap.g_01488
OG0001198	Syar.g_00467	Prap.g_01868
OG0001199	Syar.g_03045	Prap.g_00876
OG0001201	Syar.g_03120	Prap.g_01068
OG0001202	Syar.g_00991	Prap.g_00970
OG0001203	Syar.g_03021	Prap.g_01474
OG0001204	Syar.g_00154	Prap.g_01468
OG0001205	Syar.g_02869	Prap.g_01321
OG0001207	Syar.g_01462	Prap.g_01290
OG0001208	Syar.g_01471	Prap.g_01285
OG0001211	Syar.g_02323	Prap.g_01219
OG0001212	Syar.g_02027	Prap.g_01172
OG0001213	Syar.g_02239	Prap.g_01137
OG0001214	Syar.g_02420	Prap.g_00390
OG0001215	Syar.g_00965	Prap.g_00810
OG0001216	Syar.g_01909	Prap.g_00789
OG0001217	Syar.g_02852	Prap.g_00036
OG0001218	Syar.g_01388	Prap.g_00519
OG0001219	Syar.g_02585	Prap.g_00685
OG0001222	Syar.g_02552	Prap.g_00307
OG0001223	Syar.g_02505	Prap.g_00275
OG0001224	Syar.g_01361	Prap.g_00704
OG0001225	Syar.g_01929	Prap.g_00706
OG0001226	Syar.g_03054	Prap.g_01129
OG0001227	Syar.g_02213	Prap.g_00504
OG0001230	Syar.g_02816	Prap.g_00114
OG0001231	Syar.g_00485	Prap.g_01344
OG0001233	Syar.g_02988	Prap.g_01735
OG0001235	Syar.g_01019	Prap.g_01694
OG0001236	Syar.g_00657	Prap.g_01604
OG0001237	Syar.g_00652	Prap.g_01600
OG0001238	Syar.g_00351	Prap.g_01524
OG0001239	Syar.g_03043	Prap.g_00879
OG0001240	Syar.g_03101	Prap.g_01085
OG0001241	Syar.g_03112	Prap.g_01075
OG0001242	Syar.g_00043	Prap.g_01055
OG0001243	Syar.g_00051	Prap.g_01048
OG0001244	Syar.g_00075	Prap.g_01033
OG0001245	Syar.g_00999	Prap.g_00495
OG0001247	Syar.g_02024	Prap.g_00817
OG0001248	Syar.g_02059	Prap.g_00815
OG0001249	Syar.g_01113	Prap.g_01375
OG0001250	Syar.g_01819, Syar.g_03240	Prap.g_00740
OG0001251	Syar.g_02575	Prap.g_00659
OG0001252	Syar.g_01372	Prap.g_00699
OG0001253	Syar.g_02015	Prap.g_01126
OG0001254	Syar.g_02233	Prap.g_01881
OG0001255	Syar.g_01746	Prap.g_00474
OG0001256	Syar.g_02915	Prap.g_00210
OG0001258	Syar.g_02925	Prap.g_01783
OG0001259	Syar.g_02986	Prap.g_01737
OG0001260	Syar.g_03007	Prap.g_01720
OG0001263	Syar.g_00054	Prap.g_01046
OG0001265	Syar.g_00041	Prap.g_01056
OG0001266	Syar.g_00987	Prap.g_00966
OG0001267	Syar.g_00225	Prap.g_01430
OG0001268	Syar.g_01124	Prap.g_01367
OG0001269	Syar.g_00688	Prap.g_00728
OG0001270	Syar.g_01175	Prap.g_01332
OG0001271	Syar.g_01270	Prap.g_01295
OG0001272	Syar.g_01475	Prap.g_01281
OG0001273	Syar.g_02413	Prap.g_00396
OG0001274	Syar.g_00929	Prap.g_00942
OG0001275	Syar.g_02490	Prap.g_00285
OG0001276	Syar.g_01797	Prap.g_00299
OG0001277	Syar.g_02250	Prap.g_01502
OG0001278	Syar.g_01720	Prap.g_00402
OG0001279	Syar.g_02841	Prap.g_00610
OG0001280	Syar.g_03317	Prap.g_00560
OG0001281	Syar.g_02783	Prap.g_00566
OG0001282	Syar.g_01460, Syar.g_01351	Prap.g_00060
OG0001283	Syar.g_00447	Prap.g_01493
OG0001284	Syar.g_02900	Prap.g_00196
OG0001285	Syar.g_02972	Prap.g_01752
OG0001286	Syar.g_01077	Prap.g_01638
OG0001287	Syar.g_00606	Prap.g_01578
OG0001288	Syar.g_00591	Prap.g_01568
OG0001289	Syar.g_03080	Prap.g_01091
OG0001290	Syar.g_03111	Prap.g_01076
OG0001291	Syar.g_00064	Prap.g_01038
OG0001292	Syar.g_00160	Prap.g_01463
OG0001293	Syar.g_00198	Prap.g_01450
OG0001295	Syar.g_00693	Prap.g_01919
OG0001296	Syar.g_01506	Prap.g_01258
OG0001297	Syar.g_01510	Prap.g_01253
OG0001298	Syar.g_02210	Prap.g_01192
OG0001299	Syar.g_01915	Prap.g_00359
OG0001303	Syar.g_02583	Prap.g_01817
OG0001304	Syar.g_01557	Prap.g_00312
OG0001305	Syar.g_01937	Prap.g_00712
OG0001306	Syar.g_01521	Prap.g_00471
OG0001307	Syar.g_02591	Prap.g_01927
OG0001308	Syar.g_02798	Prap.g_00131
OG0001309	Syar.g_00360	Prap.g_00238
OG0001310	Syar.g_02951	Prap.g_01766
OG0001311	Syar.g_01795	Prap.g_00301
OG0001312	Syar.g_02569	Prap.g_00676
OG0001315	Syar.g_01094	Prap.g_00509
OG0001317	Syar.g_03025	Prap.g_01478
OG0001318	Syar.g_00186	Prap.g_01454
OG0001319	Syar.g_00215	Prap.g_01437
OG0001325	Syar.g_01577	Prap.g_00342
OG0001327	Syar.g_01674	Prap.g_00870
OG0001329	Syar.g_02337	Prap.g_01820
OG0001331	Syar.g_01455	Prap.g_00065
OG0001334	Syar.g_03166	Prap.g_01616
OG0001337	Syar.g_01112	Prap.g_01380
OG0001338	Syar.g_03232	Prap.g_01377
OG0001339	Syar.g_03114	Prap.g_01073
OG0001343	Syar.g_03210	Prap.g_00662
OG0001345	Syar.g_01958	Prap.g_00436
OG0001346	Syar.g_02778	Prap.g_00562
OG0001348	Syar.g_02259	Prap.g_01921
OG0001349	Syar.g_02764	Prap.g_00083
OG0001351	Syar.g_01420	Prap.g_01309
OG0001353	Syar.g_01809	Prap.g_00750
OG0001354	Syar.g_02520	Prap.g_00267
OG0001355	Syar.g_01912	Prap.g_00321
OG0001359	Syar.g_03211	Prap.g_00661
OG0001364	Syar.g_00284	Prap.g_01613
OG0001365	Syar.g_00335	Prap.g_01531
OG0001370	Syar.g_00013	Prap.g_01304
OG0001371	Syar.g_03059	Prap.g_00822
OG0001379	Syar.g_02772	Prap.g_00555
OG0001382	Syar.g_02834, Syar.g_03204	Prap.g_00524
OG0001394	Syar.g_02608	Prap.g_00843
OG0001401	Syar.g_01813	Prap.g_00745
OG0001402	Syar.g_02252	Prap.g_01143
OG0001403	Syar.g_00504	Prap.g_00924
OG0001411	Syar.g_02761, Syar.g_02360	Prap.g_00889
OG0001415	Syar.g_01553	Prap.g_01481
OG0001418	Syar.g_01546	Prap.g_00816
OG0001428	Syar.g_00108	Prap.g_00998
OG0001429	Syar.g_02582	Prap.g_00684
OG0001430	Syar.g_03306	Prap.g_00520
OG0001433	Syar.g_00173	Prap.g_01792
OG0001434	Syar.g_02613	Prap.g_00838
OG0001435	Syar.g_01621	Prap.g_00862
OG0001437	Syar.g_01554	Prap.g_01482
OG0001443	Syar.g_00378	Prap.g_00517
OG0001450	Syar.g_00880	Prap.g_00813
OG0001460	Syar.g_00172	Prap.g_01793
OG0001461	Syar.g_02478	Prap.g_00898
OG0001467	Syar.g_01745	Prap.g_01947
OG0001476	Syar.g_01647, Syar.g_02077, Syar.g_02128	Prap.g_00449
OG0001477	Syar.g_02277	Prap.g_00587
OG0001486	Syar.g_01537	Prap.g_00458
OG0001487	Syar.g_01389	Prap.g_00161
OG0001488	Syar.g_01948	Prap.g_00443
OG0001489	Syar.g_01087	Prap.g_01627
OG0001496	Syar.g_02279	Prap.g_00589
OG0001497	Syar.g_02278	Prap.g_00588
OG0001498	Syar.g_03286, Syar.g_01163	Prap.g_01348
OG0001505	Syar.g_02696	Prap.g_00003
OG0001510	Syar.g_00601	Prap.g_01574
OG0001511	Syar.g_03129	Prap.g_01064
OG0001512	Syar.g_03020	Prap.g_00513
OG0001513	Syar.g_00995	Prap.g_01847
OG0001514	Syar.g_02280	Prap.g_00590
OG0001515	Syar.g_03266, Syar.g_02594	Prap.g_00808
OG0001517	Syar.g_01119	Prap.g_01371
OG0001518	Syar.g_00353	Prap.g_01522
OG0001519	Syar.g_00380, Syar.g_00002	Prap.g_01517
OG0001525	Syar.g_01315	Prap.g_01814
OG0001527	Syar.g_02309	Prap.g_01206
OG0001529	Syar.g_00518	Prap.g_00914
OG0001530	Syar.g_03127	Prap.g_01065
OG0001531	Syar.g_03019	Prap.g_01473
OG0001532	Syar.g_01978	Prap.g_00425
OG0001534	Syar.g_01558	Prap.g_00313
OG0001535	Syar.g_01799	Prap.g_00297
OG0001536	Syar.g_02544	Prap.g_00253
OG0001537	Syar.g_02602	Prap.g_00846
OG0001538	Syar.g_02644	Prap.g_00778
OG0001539	Syar.g_01626	Prap.g_00868
OG0001540	Syar.g_00056	Prap.g_01044
OG0001541	Syar.g_00117	Prap.g_00990
OG0001542	Syar.g_00128	Prap.g_00984
OG0001543	Syar.g_00949	Prap.g_00547
OG0001544	Syar.g_00379, Syar.g_00001	Prap.g_01518
OG0001545	Syar.g_00865	Prap.g_01503
OG0001549	Syar.g_02838	Prap.g_00718
OG0001557	Syar.g_02609	Prap.g_00842
OG0001559	Syar.g_03126	Prap.g_01066
OG0001560	Syar.g_03110	Prap.g_01077
OG0001561	Syar.g_01792	Prap.g_00303
OG0001562	Syar.g_02484	Prap.g_00290
OG0001563	Syar.g_01072	Prap.g_01643
OG0001565	Syar.g_03069	Prap.g_00636
OG0001574	Syar.g_02311	Prap.g_01208
OG0001575	Syar.g_02306	Prap.g_01203
OG0001576	Syar.g_02794	Prap.g_00575
OG0001577	Syar.g_01534	Prap.g_00461
OG0001580	Syar.g_00895	Prap.g_00907
OG0001587	Syar.g_03010	Prap.g_01718
OG0001591	Syar.g_01685	Prap.g_00829
OG0001592	Syar.g_03309, Syar.g_00310	Prap.g_00908
OG0001614	Syar.g_00617	Prap.g_01586
OG0001616	Syar.g_01964	Prap.g_00433
OG0001617	Syar.g_01972	Prap.g_00804
OG0001619	Syar.g_02556	Prap.g_00246
OG0001620	Syar.g_01131	Prap.g_01363
OG0001621	Syar.g_00169	Prap.g_01458
OG0001622	Syar.g_00446	Prap.g_01494
OG0001636	Syar.g_00510	Prap.g_00920
OG0001638	Syar.g_02949, Syar.g_03132	Prap.g_01768
OG0001639	Syar.g_01212	Prap.g_00170
OG0001640	Syar.g_01377	Prap.g_00696
OG0001641	Syar.g_02500	Prap.g_00278
OG0001642	Syar.g_01387	Prap.g_00729
OG0001643	Syar.g_02423	Prap.g_00387
OG0001644	Syar.g_01876	Prap.g_00332
OG0001654	Syar.g_01214	Prap.g_00168
OG0001657	Syar.g_00089	Prap.g_01015
OG0001658	Syar.g_00329	Prap.g_00912
OG0001659	Syar.g_01973	Prap.g_01916
OG0001661	Syar.g_00911	Prap.g_00629
OG0001669	Syar.g_00323, Syar.g_00555	Prap.g_00579, Prap.g_01837
OG0001678	Syar.g_00144	Prap.g_01711
OG0001679	Syar.g_00032	Prap.g_01376
OG0001717	Syar.g_00103	Prap.g_00594
OG0001733	Syar.g_00179	Prap.g_01795
OG0001769	Syar.g_02437	Prap.g_00508
OG0001771	Syar.g_02677	Prap.g_01852
OG0001842	Syar.g_02270	Prap.g_00022
OG0001917	Syar.g_01798	Prap.g_00298
OG0001923	Syar.g_00582	Prap.g_00096
OG0001930	Syar.g_02271	Prap.g_00023
OG0001931	Syar.g_02272	Prap.g_00024
OG0001955	Syar.g_00733	Prap.g_01908
OG0001977	Syar.g_00703	Prap.g_01512
OG0001996	Syar.g_00502	Prap.g_00926
OG0002003	Syar.g_02127	Prap.g_00028
OG0002019	Syar.g_00615	Prap.g_01913
OG0002109	Syar.g_00759, Syar.g_01997	Prap.g_00033
OG0002270	Syar.g_02461, Syar.g_02463, Syar.g_02462	Prap.g_00092
OG0002340	Syar.g_00960	Prap.g_00960
OG0002344	Syar.g_00030, Syar.g_01149, Syar.g_01154	Prap.g_01353
OG0002348	Syar.g_00309	Prap.g_01922
OG0002384	Syar.g_00354	Prap.g_01808
