Orthogroup	Syar	Prak
OG0001157	Syar.g_01184	Prak.g_01445
OG0001158	Syar.g_01183	Prak.g_01446
OG0001159	Syar.g_01182	Prak.g_01447
OG0001160	Syar.g_02908	Prak.g_01473
OG0001161	Syar.g_00382	Prak.g_01588
OG0001162	Syar.g_03081	Prak.g_01526
OG0001163	Syar.g_02917	Prak.g_01636
OG0001164	Syar.g_02922	Prak.g_01640
OG0001165	Syar.g_02927	Prak.g_01643
OG0001166	Syar.g_02959	Prak.g_01664
OG0001167	Syar.g_02982	Prak.g_01681
OG0001168	Syar.g_02983	Prak.g_01683
OG0001169	Syar.g_02985	Prak.g_01685
OG0001170	Syar.g_02987	Prak.g_01687
OG0001171	Syar.g_02999	Prak.g_01697
OG0001172	Syar.g_00143	Prak.g_01713
OG0001173	Syar.g_00142	Prak.g_01714
OG0001174	Syar.g_00134	Prak.g_01722
OG0001175	Syar.g_00133	Prak.g_01723
OG0001176	Syar.g_01025	Prak.g_01731
OG0001177	Syar.g_01023	Prak.g_01733
OG0001178	Syar.g_02943	Prak.g_01650
OG0001179	Syar.g_01055	Prak.g_01763
OG0001181	Syar.g_01082	Prak.g_01790
OG0001182	Syar.g_01090	Prak.g_01798
OG0001183	Syar.g_01096	Prak.g_01803
OG0001184	Syar.g_00653	Prak.g_01821
OG0001185	Syar.g_00614	Prak.g_01837
OG0001186	Syar.g_00562	Prak.g_01861
OG0001187	Syar.g_00548	Prak.g_01864
OG0001188	Syar.g_00546	Prak.g_01866
OG0001189	Syar.g_00525	Prak.g_01883
OG0001190	Syar.g_00330	Prak.g_01888
OG0001191	Syar.g_00349	Prak.g_01898
OG0001192	Syar.g_00356	Prak.g_01903
OG0001193	Syar.g_00711	Prak.g_01915
OG0001194	Syar.g_00622	Prak.g_01916
OG0001195	Syar.g_00623	Prak.g_01917
OG0001196	Syar.g_00453	Prak.g_01933
OG0001197	Syar.g_00455	Prak.g_01935
OG0001198	Syar.g_00467	Prak.g_01942
OG0001199	Syar.g_03045	Prak.g_00079
OG0001200	Syar.g_03047	Prak.g_00081
OG0001201	Syar.g_03120	Prak.g_00114
OG0001202	Syar.g_00991	Prak.g_00212
OG0001203	Syar.g_03021	Prak.g_00254
OG0001204	Syar.g_00154	Prak.g_00260
OG0001205	Syar.g_02869	Prak.g_00407
OG0001207	Syar.g_01462	Prak.g_00438
OG0001208	Syar.g_01471	Prak.g_00443
OG0001211	Syar.g_02323	Prak.g_00510
OG0001212	Syar.g_02027	Prak.g_00557
OG0001213	Syar.g_02239	Prak.g_00592
OG0001214	Syar.g_02420	Prak.g_01106
OG0001215	Syar.g_00965	Prak.g_00818
OG0001216	Syar.g_01909	Prak.g_00839
OG0001217	Syar.g_02852	Prak.g_00728
OG0001218	Syar.g_01388	Prak.g_01235
OG0001219	Syar.g_02585	Prak.g_00944
OG0001222	Syar.g_02552	Prak.g_01023
OG0001223	Syar.g_02505	Prak.g_00991
OG0001224	Syar.g_01361	Prak.g_00924
OG0001225	Syar.g_01929	Prak.g_00922
OG0001226	Syar.g_03054	Prak.g_00600
OG0001227	Syar.g_02213	Prak.g_01220
OG0001230	Syar.g_02816	Prak.g_01384
OG0001231	Syar.g_00485	Prak.g_00384
OG0001232	Syar.g_02968	Prak.g_01668
OG0001233	Syar.g_02988	Prak.g_01688
OG0001235	Syar.g_01019	Prak.g_01729
OG0001236	Syar.g_00657	Prak.g_01818
OG0001237	Syar.g_00652	Prak.g_01822
OG0001238	Syar.g_00351	Prak.g_01899
OG0001239	Syar.g_03043	Prak.g_00076
OG0001240	Syar.g_03101	Prak.g_00097
OG0001241	Syar.g_03112	Prak.g_00107
OG0001242	Syar.g_00043	Prak.g_00127
OG0001243	Syar.g_00051	Prak.g_00134
OG0001244	Syar.g_00075	Prak.g_00149
OG0001245	Syar.g_00999	Prak.g_01211
OG0001247	Syar.g_02024	Prak.g_00811
OG0001248	Syar.g_02059	Prak.g_00813
OG0001249	Syar.g_01113	Prak.g_00353
OG0001250	Syar.g_01819, Syar.g_03240	Prak.g_00888
OG0001251	Syar.g_02575	Prak.g_00749
OG0001252	Syar.g_01372	Prak.g_00929
OG0001253	Syar.g_02015	Prak.g_00603
OG0001254	Syar.g_02233	Prak.g_01552
OG0001255	Syar.g_01746	Prak.g_01190
OG0001256	Syar.g_02915	Prak.g_01480
OG0001258	Syar.g_02925	Prak.g_01641
OG0001259	Syar.g_02986	Prak.g_01686
OG0001260	Syar.g_03007	Prak.g_01703
OG0001262	Syar.g_00527	Prak.g_01881
OG0001263	Syar.g_00054	Prak.g_00136
OG0001265	Syar.g_00041	Prak.g_00126
OG0001266	Syar.g_00987	Prak.g_00216
OG0001267	Syar.g_00225	Prak.g_00298
OG0001268	Syar.g_01124	Prak.g_00361
OG0001269	Syar.g_00688	Prak.g_00900
OG0001270	Syar.g_01175	Prak.g_00396
OG0001271	Syar.g_01270	Prak.g_00433
OG0001272	Syar.g_01475	Prak.g_00447
OG0001273	Syar.g_02413	Prak.g_01112
OG0001274	Syar.g_00929	Prak.g_00240
OG0001275	Syar.g_02490	Prak.g_01001
OG0001276	Syar.g_01797	Prak.g_01015
OG0001277	Syar.g_02250	Prak.g_01921
OG0001278	Syar.g_01720	Prak.g_01118
OG0001279	Syar.g_02841	Prak.g_00668
OG0001280	Syar.g_03317	Prak.g_01276
OG0001281	Syar.g_02783	Prak.g_01282
OG0001282	Syar.g_01460, Syar.g_01351	Prak.g_01330
OG0001283	Syar.g_00447	Prak.g_01930
OG0001284	Syar.g_02900	Prak.g_01466
OG0001285	Syar.g_02972	Prak.g_01671
OG0001286	Syar.g_01077	Prak.g_01784
OG0001287	Syar.g_00606	Prak.g_01844
OG0001288	Syar.g_00591	Prak.g_01854
OG0001289	Syar.g_03080	Prak.g_00091
OG0001290	Syar.g_03111	Prak.g_00106
OG0001291	Syar.g_00064	Prak.g_00144
OG0001292	Syar.g_00160	Prak.g_00265
OG0001293	Syar.g_00198	Prak.g_00278
OG0001295	Syar.g_00693	Prak.g_01514
OG0001296	Syar.g_01506	Prak.g_00470
OG0001297	Syar.g_01510	Prak.g_00475
OG0001298	Syar.g_02210	Prak.g_00537
OG0001299	Syar.g_01915	Prak.g_01075
OG0001303	Syar.g_02583	Prak.g_01607
OG0001304	Syar.g_01557	Prak.g_01028
OG0001305	Syar.g_01937	Prak.g_00916
OG0001306	Syar.g_01521	Prak.g_01187
OG0001307	Syar.g_02591	Prak.g_01304
OG0001308	Syar.g_02798	Prak.g_01401
OG0001309	Syar.g_00360	Prak.g_01508
OG0001310	Syar.g_02951	Prak.g_01658
OG0001311	Syar.g_01795	Prak.g_01017
OG0001312	Syar.g_02569	Prak.g_00953
OG0001315	Syar.g_01094	Prak.g_01225
OG0001317	Syar.g_03025	Prak.g_00250
OG0001318	Syar.g_00186	Prak.g_00274
OG0001319	Syar.g_00215	Prak.g_00291
OG0001325	Syar.g_01577	Prak.g_01058
OG0001327	Syar.g_01674	Prak.g_00758
OG0001329	Syar.g_02337	Prak.g_01604
OG0001331	Syar.g_01455	Prak.g_01335
OG0001334	Syar.g_03166	Prak.g_01806
OG0001337	Syar.g_01112	Prak.g_00348
OG0001338	Syar.g_03232	Prak.g_00351
OG0001339	Syar.g_03114	Prak.g_00109
OG0001343	Syar.g_03210	Prak.g_00746
OG0001345	Syar.g_01958	Prak.g_01152
OG0001346	Syar.g_02778	Prak.g_01278
OG0001348	Syar.g_02259	Prak.g_01512
OG0001349	Syar.g_02764	Prak.g_01353
OG0001351	Syar.g_01420	Prak.g_00419
OG0001353	Syar.g_01809	Prak.g_00878
OG0001354	Syar.g_02520	Prak.g_00983
OG0001355	Syar.g_01912	Prak.g_01037
OG0001359	Syar.g_03211	Prak.g_00747
OG0001364	Syar.g_00284	Prak.g_01809
OG0001365	Syar.g_00335	Prak.g_01892
OG0001370	Syar.g_00013	Prak.g_00424
OG0001371	Syar.g_03059	Prak.g_00806
OG0001379	Syar.g_02772	Prak.g_01271
OG0001382	Syar.g_02834, Syar.g_03204	Prak.g_01240
OG0001394	Syar.g_02608	Prak.g_00785
OG0001401	Syar.g_01813	Prak.g_00883
OG0001402	Syar.g_02252	Prak.g_00586
OG0001403	Syar.g_00504	Prak.g_00031
OG0001411	Syar.g_02761, Syar.g_02360	Prak.g_00066
OG0001415	Syar.g_01553	Prak.g_00247
OG0001418	Syar.g_01546	Prak.g_00812
OG0001428	Syar.g_00108	Prak.g_00184
OG0001429	Syar.g_02582	Prak.g_00945
OG0001430	Syar.g_03306	Prak.g_01236
OG0001433	Syar.g_00173	Prak.g_01632
OG0001434	Syar.g_02613	Prak.g_00790
OG0001435	Syar.g_01621	Prak.g_00766
OG0001437	Syar.g_01554	Prak.g_00246
OG0001443	Syar.g_00378	Prak.g_01233
OG0001450	Syar.g_00880	Prak.g_00815
OG0001460	Syar.g_00172	Prak.g_01631
OG0001461	Syar.g_02478	Prak.g_00057
OG0001467	Syar.g_01745	Prak.g_01324
OG0001476	Syar.g_01647, Syar.g_02077, Syar.g_02128	Prak.g_01165
OG0001477	Syar.g_02277	Prak.g_00691
OG0001486	Syar.g_01537	Prak.g_01174
OG0001487	Syar.g_01389	Prak.g_01431
OG0001488	Syar.g_01948	Prak.g_01159
OG0001489	Syar.g_01087	Prak.g_01795
OG0001496	Syar.g_02279	Prak.g_00689
OG0001497	Syar.g_02278	Prak.g_00690
OG0001498	Syar.g_03286, Syar.g_01163	Prak.g_00380
OG0001505	Syar.g_02696	Prak.g_00695
OG0001510	Syar.g_00601	Prak.g_01848
OG0001511	Syar.g_03129	Prak.g_00118
OG0001512	Syar.g_03020	Prak.g_01229
OG0001513	Syar.g_00995	Prak.g_01577
OG0001514	Syar.g_02280	Prak.g_00688
OG0001515	Syar.g_03266, Syar.g_02594	Prak.g_00820
OG0001517	Syar.g_01119	Prak.g_00357
OG0001518	Syar.g_00353	Prak.g_01901
OG0001519	Syar.g_00380, Syar.g_00002	Prak.g_01906
OG0001525	Syar.g_01315	Prak.g_01610
OG0001527	Syar.g_02309	Prak.g_00523
OG0001529	Syar.g_00518	Prak.g_00041
OG0001530	Syar.g_03127	Prak.g_00117
OG0001531	Syar.g_03019	Prak.g_00255
OG0001532	Syar.g_01978	Prak.g_01141
OG0001534	Syar.g_01558	Prak.g_01029
OG0001535	Syar.g_01799	Prak.g_01013
OG0001536	Syar.g_02544	Prak.g_00969
OG0001537	Syar.g_02602	Prak.g_00782
OG0001538	Syar.g_02644	Prak.g_00850
OG0001539	Syar.g_01626	Prak.g_00760
OG0001540	Syar.g_00056	Prak.g_00138
OG0001541	Syar.g_00117	Prak.g_00192
OG0001542	Syar.g_00128	Prak.g_00198
OG0001543	Syar.g_00949	Prak.g_01263
OG0001544	Syar.g_00379, Syar.g_00001	Prak.g_01905
OG0001545	Syar.g_00865	Prak.g_01920
OG0001549	Syar.g_02838	Prak.g_00910
OG0001557	Syar.g_02609	Prak.g_00786
OG0001559	Syar.g_03126	Prak.g_00116
OG0001560	Syar.g_03110	Prak.g_00105
OG0001561	Syar.g_01792	Prak.g_01019
OG0001562	Syar.g_02484	Prak.g_01006
OG0001563	Syar.g_01072	Prak.g_01779
OG0001565	Syar.g_03069	Prak.g_00642
OG0001574	Syar.g_02311	Prak.g_00521
OG0001575	Syar.g_02306	Prak.g_00526
OG0001576	Syar.g_02794	Prak.g_01291
OG0001577	Syar.g_01534	Prak.g_01177
OG0001580	Syar.g_00895	Prak.g_00048
OG0001587	Syar.g_03010	Prak.g_01705
OG0001591	Syar.g_01685	Prak.g_00799
OG0001592	Syar.g_03309, Syar.g_00310	Prak.g_00047
OG0001614	Syar.g_00617	Prak.g_01836
OG0001616	Syar.g_01964	Prak.g_01149
OG0001617	Syar.g_01972	Prak.g_00824
OG0001619	Syar.g_02556	Prak.g_00962
OG0001620	Syar.g_01131	Prak.g_00365
OG0001621	Syar.g_00169	Prak.g_00270
OG0001622	Syar.g_00446	Prak.g_01929
OG0001636	Syar.g_00510	Prak.g_00035
OG0001638	Syar.g_02949, Syar.g_03132	Prak.g_01656
OG0001639	Syar.g_01212	Prak.g_01440
OG0001640	Syar.g_01377	Prak.g_00932
OG0001641	Syar.g_02500	Prak.g_00994
OG0001642	Syar.g_01387	Prak.g_00899
OG0001643	Syar.g_02423	Prak.g_01103
OG0001644	Syar.g_01876	Prak.g_01048
OG0001654	Syar.g_01214	Prak.g_01438
OG0001657	Syar.g_00089	Prak.g_00167
OG0001658	Syar.g_00329	Prak.g_00043
OG0001659	Syar.g_01973	Prak.g_01517
OG0001661	Syar.g_00911	Prak.g_00650
OG0001669	Syar.g_00323, Syar.g_00555	Prak.g_01295, Prak.g_01587
OG0001678	Syar.g_00144	Prak.g_01712
OG0001679	Syar.g_00032	Prak.g_00352
OG0001717	Syar.g_00103	Prak.g_00684
OG0001733	Syar.g_00179	Prak.g_01629
OG0001769	Syar.g_02437	Prak.g_01224
OG0001771	Syar.g_02677	Prak.g_01572
OG0001842	Syar.g_02270	Prak.g_00714
OG0001917	Syar.g_01798	Prak.g_01014
OG0001923	Syar.g_00582	Prak.g_01366
OG0001930	Syar.g_02271	Prak.g_00715
OG0001931	Syar.g_02272	Prak.g_00716
OG0001955	Syar.g_00733	Prak.g_01525
OG0001977	Syar.g_00703	Prak.g_01911
OG0001996	Syar.g_00502	Prak.g_00029
OG0002003	Syar.g_02127	Prak.g_00720
OG0002019	Syar.g_00615	Prak.g_01520
OG0002109	Syar.g_00759, Syar.g_01997	Prak.g_00725
OG0002270	Syar.g_02461, Syar.g_02463, Syar.g_02462	Prak.g_01362
OG0002340	Syar.g_00960	Prak.g_00222
OG0002344	Syar.g_00030, Syar.g_01149, Syar.g_01154	Prak.g_00375
OG0002348	Syar.g_00309	Prak.g_01511
OG0002384	Syar.g_00354	Prak.g_01616
