Orthogroup	Syar	Praf
OG0001145	Syar.g_02769	Praf.g_00806
OG0001146	Syar.g_02782	Praf.g_00790
OG0001147	Syar.g_01276	Praf.g_01897
OG0001148	Syar.g_01459	Praf.g_00582
OG0001149	Syar.g_01458	Praf.g_00581
OG0001150	Syar.g_01457	Praf.g_00580
OG0001151	Syar.g_01238	Praf.g_00568
OG0001152	Syar.g_01237	Praf.g_00567
OG0001153	Syar.g_01398	Praf.g_01842
OG0001154	Syar.g_01397	Praf.g_01843
OG0001155	Syar.g_01211	Praf.g_00540
OG0001156	Syar.g_01185	Praf.g_00537
OG0001157	Syar.g_01184	Praf.g_01653
OG0001158	Syar.g_01183	Praf.g_00536
OG0001159	Syar.g_01182	Praf.g_00535
OG0001160	Syar.g_02908	Praf.g_00504
OG0001161	Syar.g_00382	Praf.g_01650
OG0001162	Syar.g_03081	Praf.g_01145
OG0001163	Syar.g_02917	Praf.g_00492
OG0001164	Syar.g_02922	Praf.g_00487
OG0001165	Syar.g_02927	Praf.g_00484
OG0001166	Syar.g_02959	Praf.g_00459
OG0001167	Syar.g_02982	Praf.g_00437
OG0001168	Syar.g_02983	Praf.g_00435
OG0001169	Syar.g_02985	Praf.g_00433
OG0001170	Syar.g_02987	Praf.g_00431
OG0001171	Syar.g_02999	Praf.g_00421
OG0001172	Syar.g_00143	Praf.g_02197
OG0001173	Syar.g_00142	Praf.g_02196
OG0001174	Syar.g_00134	Praf.g_02188
OG0001175	Syar.g_00133	Praf.g_02187
OG0001176	Syar.g_01025	Praf.g_02171
OG0001177	Syar.g_01023	Praf.g_02173
OG0001178	Syar.g_02943	Praf.g_00474
OG0001179	Syar.g_01055	Praf.g_02137
OG0001181	Syar.g_01082	Praf.g_02105
OG0001182	Syar.g_01090	Praf.g_02096
OG0001183	Syar.g_01096	Praf.g_02081
OG0001184	Syar.g_00653	Praf.g_02391
OG0001185	Syar.g_00614	Praf.g_00184
OG0001186	Syar.g_00562	Praf.g_00091
OG0001187	Syar.g_00548	Praf.g_00088
OG0001188	Syar.g_00546	Praf.g_00083
OG0001189	Syar.g_00525	Praf.g_00058
OG0001190	Syar.g_00330	Praf.g_02656
OG0001191	Syar.g_00349	Praf.g_02669
OG0001192	Syar.g_00356	Praf.g_02674
OG0001193	Syar.g_00711	Praf.g_02724
OG0001194	Syar.g_00622	Praf.g_02728
OG0001195	Syar.g_00623	Praf.g_02729
OG0001196	Syar.g_00453	Praf.g_02766
OG0001197	Syar.g_00455	Praf.g_02768
OG0001198	Syar.g_00467	Praf.g_02780
OG0001199	Syar.g_03045	Praf.g_00315
OG0001200	Syar.g_03047	Praf.g_00313
OG0001201	Syar.g_03120	Praf.g_00243
OG0001203	Syar.g_03021	Praf.g_00387
OG0001204	Syar.g_00154	Praf.g_02206
OG0001205	Syar.g_02869	Praf.g_01979
OG0001207	Syar.g_01462	Praf.g_00586
OG0001208	Syar.g_01471	Praf.g_00597
OG0001211	Syar.g_02323	Praf.g_00690
OG0001212	Syar.g_02027	Praf.g_00750
OG0001213	Syar.g_02239	Praf.g_01684
OG0001214	Syar.g_02420	Praf.g_01694
OG0001215	Syar.g_00965	Praf.g_01220
OG0001216	Syar.g_01909	Praf.g_01304
OG0001217	Syar.g_02852	Praf.g_00710
OG0001218	Syar.g_01388	Praf.g_01853
OG0001219	Syar.g_02585	Praf.g_01432
OG0001222	Syar.g_02552	Praf.g_02684
OG0001223	Syar.g_02505	Praf.g_01364
OG0001224	Syar.g_01361	Praf.g_01278
OG0001225	Syar.g_01929	Praf.g_01276
OG0001226	Syar.g_03054	Praf.g_00991
OG0001227	Syar.g_02213	Praf.g_00558
OG0001230	Syar.g_02816	Praf.g_01784
OG0001231	Syar.g_00485	Praf.g_00017
OG0001232	Syar.g_02968	Praf.g_00454
OG0001233	Syar.g_02988	Praf.g_00430
OG0001235	Syar.g_01019	Praf.g_02176
OG0001236	Syar.g_00657	Praf.g_02387
OG0001237	Syar.g_00652	Praf.g_02392
OG0001238	Syar.g_00351	Praf.g_02670
OG0001239	Syar.g_03043	Praf.g_00318
OG0001240	Syar.g_03101	Praf.g_00260
OG0001241	Syar.g_03112	Praf.g_00250
OG0001243	Syar.g_00051	Praf.g_02402
OG0001244	Syar.g_00075	Praf.g_02429
OG0001245	Syar.g_00999	Praf.g_01003
OG0001246	Syar.g_01910	Praf.g_00624
OG0001247	Syar.g_02024	Praf.g_01572
OG0001248	Syar.g_02059	Praf.g_01210
OG0001249	Syar.g_01113	Praf.g_02063
OG0001250	Syar.g_01819, Syar.g_03240	Praf.g_01598
OG0001252	Syar.g_01372	Praf.g_01284
OG0001253	Syar.g_02015	Praf.g_01008
OG0001254	Syar.g_02233	Praf.g_02691
OG0001255	Syar.g_01746	Praf.g_01134
OG0001256	Syar.g_02915	Praf.g_00497
OG0001258	Syar.g_02925	Praf.g_00486
OG0001259	Syar.g_02986	Praf.g_00432
OG0001260	Syar.g_03007	Praf.g_00403
OG0001262	Syar.g_00527	Praf.g_00061
OG0001263	Syar.g_00054	Praf.g_02404
OG0001265	Syar.g_00041	Praf.g_00217
OG0001266	Syar.g_00987	Praf.g_02522
OG0001267	Syar.g_00225	Praf.g_02279
OG0001268	Syar.g_01124	Praf.g_02048
OG0001269	Syar.g_00688	Praf.g_01616
OG0001270	Syar.g_01175	Praf.g_01991
OG0001271	Syar.g_01270	Praf.g_01910
OG0001272	Syar.g_01475	Praf.g_00601
OG0001273	Syar.g_02413	Praf.g_01687
OG0001274	Syar.g_00929	Praf.g_02550
OG0001275	Syar.g_02490	Praf.g_01351
OG0001276	Syar.g_01797	Praf.g_01334
OG0001277	Syar.g_02250	Praf.g_02752
OG0001278	Syar.g_01720	Praf.g_00893
OG0001279	Syar.g_02841	Praf.g_01769
OG0001280	Syar.g_03317	Praf.g_00798
OG0001281	Syar.g_02783	Praf.g_00789
OG0001283	Syar.g_00447	Praf.g_02762
OG0001285	Syar.g_02972	Praf.g_00450
OG0001286	Syar.g_01077	Praf.g_02111
OG0001287	Syar.g_00606	Praf.g_00176
OG0001288	Syar.g_00591	Praf.g_00158
OG0001290	Syar.g_03111	Praf.g_00251
OG0001291	Syar.g_00064	Praf.g_02414
OG0001292	Syar.g_00160	Praf.g_02211
OG0001293	Syar.g_00198	Praf.g_02252
OG0001294	Syar.g_01687	Praf.g_01750
OG0001295	Syar.g_00693	Praf.g_00676
OG0001298	Syar.g_02210	Praf.g_00722
OG0001303	Syar.g_02583	Praf.g_01431
OG0001307	Syar.g_02591	Praf.g_01893
OG0001308	Syar.g_02798	Praf.g_01808
OG0001309	Syar.g_00360	Praf.g_00639
OG0001310	Syar.g_02951	Praf.g_00465
OG0001311	Syar.g_01795	Praf.g_01332
OG0001312	Syar.g_02569	Praf.g_01421
OG0001319	Syar.g_00215	Praf.g_02269
OG0001326	Syar.g_00632	Praf.g_02735
OG0001327	Syar.g_01674	Praf.g_01640
OG0001329	Syar.g_02337	Praf.g_00960
OG0001331	Syar.g_01455	Praf.g_00578
OG0001334	Syar.g_03166	Praf.g_02077
OG0001336	Syar.g_00448	Praf.g_02763
OG0001337	Syar.g_01112	Praf.g_02067
OG0001339	Syar.g_03114	Praf.g_00248
OG0001347	Syar.g_00565	Praf.g_00085
OG0001348	Syar.g_02259	Praf.g_02569
OG0001351	Syar.g_01420	Praf.g_01958
OG0001353	Syar.g_01809	Praf.g_01589, Praf.g_01588
OG0001354	Syar.g_02520	Praf.g_01375
OG0001355	Syar.g_01912	Praf.g_01484
OG0001358	Syar.g_02262	Praf.g_01665
OG0001360	Syar.g_01961	Praf.g_00936
OG0001361	Syar.g_01955	Praf.g_00883
OG0001365	Syar.g_00335	Praf.g_02661
OG0001366	Syar.g_02962	Praf.g_01900, Praf.g_00292, Praf.g_00278, Praf.g_00456
OG0001370	Syar.g_00013	Praf.g_01578
OG0001371	Syar.g_03059	Praf.g_00371
OG0001373	Syar.g_00631	Praf.g_02734
OG0001374	Syar.g_00642	Praf.g_02742
OG0001376	Syar.g_02600, Syar.g_03203	Praf.g_02677
OG0001377	Syar.g_03202, Syar.g_02599	Praf.g_02676
OG0001378	Syar.g_01174	Praf.g_01997
OG0001379	Syar.g_02772	Praf.g_00803
OG0001382	Syar.g_02834, Syar.g_03204	Praf.g_01298
OG0001383	Syar.g_01880	Praf.g_00393
OG0001383	Syar.g_03016	Praf.g_00394
OG0001385	Syar.g_00628	Praf.g_02731
OG0001386	Syar.g_00629	Praf.g_02732
OG0001387	Syar.g_00630	Praf.g_02733
OG0001388	Syar.g_00635	Praf.g_02736
OG0001389	Syar.g_00636	Praf.g_02737
OG0001390	Syar.g_00637	Praf.g_02738
OG0001391	Syar.g_00638	Praf.g_02739
OG0001392	Syar.g_00640	Praf.g_02740
OG0001393	Syar.g_00641	Praf.g_02741
OG0001394	Syar.g_02608	Praf.g_01496
OG0001395	Syar.g_01561	Praf.g_01321
OG0001396	Syar.g_00566	Praf.g_00084
OG0001396	Syar.g_02402	Praf.g_00132
OG0001401	Syar.g_01813	Praf.g_01593
OG0001402	Syar.g_02252	Praf.g_01670
OG0001403	Syar.g_00504	Praf.g_00036
OG0001406	Syar.g_02601	Praf.g_02678
OG0001412	Syar.g_02400	Praf.g_00131, Praf.g_00086
OG0001415	Syar.g_01553	Praf.g_00744
OG0001416	Syar.g_00433	Praf.g_00792
OG0001418	Syar.g_01546	Praf.g_02180
OG0001433	Syar.g_00173	Praf.g_01027
OG0001434	Syar.g_02613	Praf.g_01500
OG0001435	Syar.g_01621	Praf.g_01457
OG0001436	Syar.g_03234	Praf.g_02364
OG0001437	Syar.g_01554	Praf.g_00745
OG0001438	Syar.g_00240	Praf.g_02294
OG0001441	Syar.g_02691	Praf.g_00644
OG0001442	Syar.g_02622	Praf.g_01504
OG0001443	Syar.g_00378	Praf.g_00493
OG0001444	Syar.g_03093	Praf.g_00166
OG0001444	Syar.g_03096	Praf.g_00266
OG0001449	Syar.g_01897	Praf.g_00353
OG0001450	Syar.g_00880	Praf.g_01230
OG0001452	Syar.g_00167	Praf.g_00953
OG0001460	Syar.g_00172	Praf.g_01028
OG0001461	Syar.g_02478	Praf.g_01953
OG0001462	Syar.g_00511	Praf.g_00043
OG0001470	Syar.g_02358, Syar.g_02369	Praf.g_00094
OG0001475	Syar.g_02370	Praf.g_00118
OG0001476	Syar.g_01647, Syar.g_02077, Syar.g_02128	Praf.g_00865
OG0001477	Syar.g_02277	Praf.g_01119
OG0001478	Syar.g_01259	Praf.g_01925
OG0001479	Syar.g_01122	Praf.g_02050
OG0001487	Syar.g_01389	Praf.g_01852
OG0001488	Syar.g_03222, Syar.g_01948	Praf.g_00876
OG0001489	Syar.g_01087	Praf.g_02100
OG0001495	Syar.g_01022	Praf.g_02174
OG0001496	Syar.g_02279	Praf.g_01115
OG0001497	Syar.g_02278	Praf.g_01118
OG0001498	Syar.g_01163	Praf.g_02014
OG0001508	Syar.g_02372	Praf.g_00093
OG0001509	Syar.g_00570, Syar.g_03249	Praf.g_00127
OG0001510	Syar.g_00601	Praf.g_00172
OG0001511	Syar.g_03129	Praf.g_00232
OG0001512	Syar.g_03020	Praf.g_00389
OG0001513	Syar.g_00995	Praf.g_00988, Praf.g_01976
OG0001514	Syar.g_02280	Praf.g_01114
OG0001515	Syar.g_03266, Syar.g_02594	Praf.g_01214
OG0001516	Syar.g_01918	Praf.g_01740
OG0001517	Syar.g_01119	Praf.g_02053
OG0001518	Syar.g_00353	Praf.g_02672
OG0001519	Syar.g_00380, Syar.g_00002	Praf.g_02682
OG0001525	Syar.g_01315	Praf.g_00977
OG0001527	Syar.g_02309	Praf.g_00704
OG0001528	Syar.g_02371	Praf.g_00096
OG0001529	Syar.g_00518	Praf.g_00051
OG0001530	Syar.g_03127	Praf.g_00238
OG0001531	Syar.g_03019	Praf.g_00390
OG0001532	Syar.g_01978	Praf.g_00924
OG0001533	Syar.g_01173	Praf.g_01998, Praf.g_00996
OG0001534	Syar.g_01558	Praf.g_01324
OG0001535	Syar.g_01799	Praf.g_01336
OG0001536	Syar.g_02544	Praf.g_01396
OG0001537	Syar.g_02602	Praf.g_01488
OG0001538	Syar.g_02644	Praf.g_01535
OG0001539	Syar.g_01626	Praf.g_01637
OG0001540	Syar.g_00056	Praf.g_02406
OG0001541	Syar.g_00117	Praf.g_02478
OG0001542	Syar.g_00128	Praf.g_02496
OG0001543	Syar.g_00949	Praf.g_02571
OG0001544	Syar.g_00379, Syar.g_00001	Praf.g_02681
OG0001545	Syar.g_00865	Praf.g_02751
OG0001555	Syar.g_01689	Praf.g_00345
OG0001556	Syar.g_00177	Praf.g_01032
OG0001558	Syar.g_00488	Praf.g_00020
OG0001559	Syar.g_03126	Praf.g_00239
OG0001560	Syar.g_03110	Praf.g_00252
OG0001561	Syar.g_01792	Praf.g_01330
OG0001562	Syar.g_02484	Praf.g_01344
OG0001563	Syar.g_01072	Praf.g_02120
OG0001565	Syar.g_03069	Praf.g_01576
OG0001573	Syar.g_02700	Praf.g_01943, Praf.g_00438, Praf.g_01171
OG0001574	Syar.g_02311	Praf.g_00702
OG0001575	Syar.g_02306	Praf.g_00707
OG0001576	Syar.g_02794	Praf.g_00778
OG0001577	Syar.g_01534	Praf.g_00835
OG0001578	Syar.g_00863	Praf.g_01053
OG0001580	Syar.g_00895	Praf.g_02612
OG0001590	Syar.g_02412	Praf.g_01617
OG0001591	Syar.g_01685	Praf.g_01642
OG0001592	Syar.g_03309, Syar.g_00310	Praf.g_02613
OG0001614	Syar.g_00617	Praf.g_00186
OG0001615	Syar.g_03185, Syar.g_02334	Praf.g_00682
OG0001616	Syar.g_01964	Praf.g_00915
OG0001617	Syar.g_01972	Praf.g_01199
OG0001618	Syar.g_01571	Praf.g_01312
OG0001619	Syar.g_02556	Praf.g_01406
OG0001620	Syar.g_01131	Praf.g_02040
OG0001621	Syar.g_00169	Praf.g_02241
OG0001622	Syar.g_00446	Praf.g_02761
OG0001627	Syar.g_01215	Praf.g_00545
OG0001634	Syar.g_01691	Praf.g_01746
OG0001636	Syar.g_00510	Praf.g_00042
OG0001637	Syar.g_00971, Syar.g_02007	Praf.g_00413
OG0001638	Syar.g_02949, Syar.g_03132	Praf.g_00467
OG0001639	Syar.g_01212	Praf.g_00541
OG0001640	Syar.g_01377	Praf.g_01288
OG0001641	Syar.g_02500	Praf.g_01361
OG0001642	Syar.g_01387	Praf.g_01615
OG0001643	Syar.g_02423	Praf.g_01697
OG0001652	Syar.g_00486	Praf.g_00018
OG0001653	Syar.g_03099	Praf.g_00263
OG0001654	Syar.g_01214	Praf.g_00543
OG0001657	Syar.g_00089	Praf.g_02443
OG0001658	Syar.g_00329	Praf.g_02655
OG0001661	Syar.g_00911	Praf.g_00966
OG0001671	Syar.g_00943	Praf.g_02564
OG0001672	Syar.g_03053	Praf.g_00307
OG0001673	Syar.g_03028	Praf.g_00377
OG0001674	Syar.g_02089	Praf.g_00409, Praf.g_00408
OG0001675	Syar.g_02486	Praf.g_01347, Praf.g_01345
OG0001677	Syar.g_01097	Praf.g_02080
OG0001678	Syar.g_00144	Praf.g_02198
OG0001692	Syar.g_02812	Praf.g_01789
OG0001694	Syar.g_00227	Praf.g_02281
OG0001695	Syar.g_00864	Praf.g_02747
OG0001702	Syar.g_03087	Praf.g_00295, Praf.g_00293, Praf.g_00286
OG0001703	Syar.g_01463	Praf.g_00587
OG0001712	Syar.g_01846	Praf.g_01581
OG0001714	Syar.g_00576	Praf.g_00135
OG0001715	Syar.g_00804	Praf.g_01024
OG0001716	Syar.g_01642	Praf.g_01611
OG0001726	Syar.g_01863	Praf.g_01442
OG0001729	Syar.g_03015	Praf.g_00395
OG0001730	Syar.g_00837, Syar.g_00806	Praf.g_00397
OG0001731	Syar.g_02884	Praf.g_00527
OG0001732	Syar.g_00464, Syar.g_01702	Praf.g_00909
OG0001733	Syar.g_00179	Praf.g_01029
OG0001734	Syar.g_00188	Praf.g_01613
OG0001735	Syar.g_02469	Praf.g_01732
OG0001737	Syar.g_00855	Praf.g_02299
OG0001738	Syar.g_00717	Praf.g_02334
OG0001739	Syar.g_00862	Praf.g_02744
OG0001748	Syar.g_00941	Praf.g_02562
OG0001749	Syar.g_00264	Praf.g_02353
OG0001750	Syar.g_03097, Syar.g_01648	Praf.g_00265
OG0001751	Syar.g_03029	Praf.g_00376
OG0001752	Syar.g_03009, Syar.g_03214	Praf.g_00401
OG0001754	Syar.g_00973	Praf.g_00410
OG0001755	Syar.g_01515	Praf.g_00638
OG0001756	Syar.g_00384, Syar.g_00840, Syar.g_01320	Praf.g_00780
OG0001761	Syar.g_01703, Syar.g_00182	Praf.g_01255
OG0001762	Syar.g_02493	Praf.g_01354
OG0001763	Syar.g_02506	Praf.g_01365
OG0001764	Syar.g_01870	Praf.g_01439
OG0001766	Syar.g_00902	Praf.g_02306, Praf.g_02309, Praf.g_02312
OG0001767	Syar.g_02733	Praf.g_02362
OG0001783	Syar.g_00611	Praf.g_00181
OG0001784	Syar.g_03090	Praf.g_00277, Praf.g_00270
OG0001786	Syar.g_02903	Praf.g_00510
OG0001787	Syar.g_03272, Syar.g_01927	Praf.g_00659
OG0001788	Syar.g_02351	Praf.g_00662
OG0001789	Syar.g_02776	Praf.g_00797
OG0001790	Syar.g_01528	Praf.g_00828
OG0001792	Syar.g_01708	Praf.g_00903
OG0001794	Syar.g_03304	Praf.g_01071
OG0001796	Syar.g_01808	Praf.g_01342
OG0001797	Syar.g_00681	Praf.g_01413
OG0001798	Syar.g_02248	Praf.g_01672
OG0001799	Syar.g_02434	Praf.g_01715
OG0001800	Syar.g_02840	Praf.g_01771
OG0001801	Syar.g_02821	Praf.g_01780
OG0001803	Syar.g_02873	Praf.g_01983
OG0001804	Syar.g_01164	Praf.g_02013
OG0001805	Syar.g_00927	Praf.g_02216
OG0001806	Syar.g_00216	Praf.g_02270
OG0001808	Syar.g_00286, Syar.g_03226	Praf.g_02374
OG0001809	Syar.g_02274	Praf.g_02417
OG0001810	Syar.g_00071	Praf.g_02419
OG0001811	Syar.g_00125, Syar.g_02050	Praf.g_02493
OG0001812	Syar.g_00311	Praf.g_02614
OG0001813	Syar.g_00696	Praf.g_02701
OG0001814	Syar.g_00456	Praf.g_02769
OG0001815	Syar.g_00465	Praf.g_02778
OG0001837	Syar.g_00942	Praf.g_02563
OG0001838	Syar.g_00478	Praf.g_00008
OG0001839	Syar.g_00506	Praf.g_00038
OG0001840	Syar.g_00524	Praf.g_00057
OG0001841	Syar.g_00531	Praf.g_00065
OG0001842	Syar.g_02270	Praf.g_00168
OG0001843	Syar.g_00618	Praf.g_00187
OG0001844	Syar.g_00619	Praf.g_00188
OG0001845	Syar.g_00621	Praf.g_00190
OG0001846	Syar.g_00044	Praf.g_00215
OG0001847	Syar.g_00042	Praf.g_00216
OG0001848	Syar.g_00037	Praf.g_00220
OG0001849	Syar.g_03079	Praf.g_00298
OG0001850	Syar.g_03055	Praf.g_00305
OG0001851	Syar.g_03049	Praf.g_00311
OG0001852	Syar.g_03048	Praf.g_00312
OG0001853	Syar.g_03042	Praf.g_00319
OG0001854	Syar.g_03023	Praf.g_00380
OG0001855	Syar.g_02726, Syar.g_01767, Syar.g_00369, Syar.g_00922	Praf.g_00414
OG0001856	Syar.g_02907	Praf.g_00506
OG0001857	Syar.g_02904	Praf.g_00509
OG0001858	Syar.g_02339	Praf.g_00531
OG0001859	Syar.g_01451	Praf.g_00574
OG0001860	Syar.g_01465	Praf.g_00588
OG0001861	Syar.g_01476	Praf.g_00602
OG0001862	Syar.g_01488	Praf.g_00613
OG0001863	Syar.g_01495	Praf.g_00618
OG0001864	Syar.g_02227	Praf.g_00671
OG0001865	Syar.g_02198	Praf.g_00736
OG0001866	Syar.g_02174	Praf.g_00762
OG0001867	Syar.g_02172	Praf.g_00772
OG0001868	Syar.g_02780	Praf.g_00793
OG0001869	Syar.g_01533	Praf.g_00834
OG0001870	Syar.g_01543	Praf.g_00857
OG0001871	Syar.g_01552	Praf.g_00862
OG0001872	Syar.g_01715	Praf.g_00896
OG0001873	Syar.g_01965	Praf.g_00916
OG0001874	Syar.g_01962	Praf.g_00935
OG0001877	Syar.g_02593	Praf.g_01213
OG0001878	Syar.g_02489	Praf.g_01350
OG0001879	Syar.g_02495	Praf.g_01357
OG0001880	Syar.g_03302, Syar.g_02535	Praf.g_01389
OG0001881	Syar.g_02536, Syar.g_03301	Praf.g_01390
OG0001882	Syar.g_00678, Syar.g_03147	Praf.g_01410
OG0001883	Syar.g_02561	Praf.g_01414
OG0001884	Syar.g_02571	Praf.g_01423
OG0001885	Syar.g_02587	Praf.g_01434
OG0001886	Syar.g_01871	Praf.g_01438
OG0001887	Syar.g_01971	Praf.g_01472
OG0001888	Syar.g_02614	Praf.g_01513
OG0001889	Syar.g_02654	Praf.g_01544
OG0001890	Syar.g_01831	Praf.g_01605
OG0001891	Syar.g_01839	Praf.g_01609
OG0001892	Syar.g_03139, Syar.g_02837	Praf.g_01621
OG0001893	Syar.g_02247	Praf.g_01673
OG0001894	Syar.g_02417	Praf.g_01691
OG0001895	Syar.g_02824	Praf.g_01774
OG0001896	Syar.g_01171	Praf.g_02000
OG0001897	Syar.g_01128	Praf.g_02046
OG0001898	Syar.g_01110	Praf.g_02064
OG0001899	Syar.g_01062	Praf.g_02130
OG0001900	Syar.g_00200	Praf.g_02253
OG0001901	Syar.g_00201	Praf.g_02254
OG0001902	Syar.g_00232	Praf.g_02286
OG0001903	Syar.g_00241	Praf.g_02295
OG0001904	Syar.g_00282	Praf.g_02367
OG0001905	Syar.g_00288	Praf.g_02376
OG0001906	Syar.g_00057	Praf.g_02407
OG0001907	Syar.g_00072	Praf.g_02423
OG0001908	Syar.g_00119	Praf.g_02479
OG0001909	Syar.g_01010	Praf.g_02501
OG0001910	Syar.g_00937	Praf.g_02558
OG0001912	Syar.g_00345	Praf.g_02666
OG0001913	Syar.g_00347	Praf.g_02668
OG0001914	Syar.g_02237	Praf.g_02695
OG0001929	Syar.g_00538	Praf.g_00073
OG0001930	Syar.g_02271	Praf.g_00169
OG0001931	Syar.g_02272	Praf.g_00170
OG0001932	Syar.g_00616	Praf.g_00185
OG0001933	Syar.g_03122	Praf.g_00241
OG0001934	Syar.g_03106	Praf.g_00256
OG0001935	Syar.g_03046	Praf.g_00314
OG0001936	Syar.g_02054	Praf.g_00347
OG0001937	Syar.g_02892	Praf.g_00519
OG0001938	Syar.g_01467	Praf.g_00590
OG0001939	Syar.g_00339	Praf.g_00680
OG0001940	Syar.g_02211	Praf.g_00721
OG0001941	Syar.g_02784	Praf.g_00788
OG0001943	Syar.g_01382	Praf.g_00868
OG0001944	Syar.g_02836	Praf.g_00967
OG0001946	Syar.g_02597	Praf.g_01208
OG0001947	Syar.g_01379	Praf.g_01290
OG0001948	Syar.g_02504	Praf.g_01363
OG0001949	Syar.g_02524	Praf.g_01379
OG0001950	Syar.g_02526	Praf.g_01381
OG0001951	Syar.g_02537	Praf.g_01391
OG0001952	Syar.g_00679	Praf.g_01411
OG0001953	Syar.g_00680	Praf.g_01412
OG0001954	Syar.g_02066	Praf.g_01571
OG0001955	Syar.g_00733	Praf.g_01612
OG0001957	Syar.g_02242	Praf.g_01679
OG0001958	Syar.g_02471	Praf.g_01735
OG0001960	Syar.g_01278	Praf.g_01885
OG0001961	Syar.g_01268	Praf.g_01912
OG0001964	Syar.g_00131	Praf.g_02186
OG0001966	Syar.g_00194	Praf.g_02248
OG0001967	Syar.g_00196	Praf.g_02250
OG0001968	Syar.g_00197	Praf.g_02251
OG0001969	Syar.g_00827	Praf.g_02317
OG0001970	Syar.g_00059	Praf.g_02409
OG0001971	Syar.g_01012	Praf.g_02499
OG0001972	Syar.g_00916	Praf.g_02546
OG0001974	Syar.g_00325	Praf.g_02653
OG0001975	Syar.g_02236	Praf.g_02694
OG0001976	Syar.g_02238	Praf.g_02696
OG0001977	Syar.g_00703	Praf.g_02718
OG0001991	Syar.g_01636	Praf.g_01051
OG0001995	Syar.g_02034	Praf.g_00667
OG0001996	Syar.g_00502	Praf.g_00034
OG0001997	Syar.g_03095	Praf.g_00267
OG0001999	Syar.g_02142, Syar.g_02981	Praf.g_00439
OG0002002	Syar.g_01714	Praf.g_00897
OG0002003	Syar.g_02127	Praf.g_01216
OG0002004	Syar.g_00361	Praf.g_01229
OG0002006	Syar.g_01380	Praf.g_01291
OG0002007	Syar.g_01994, Syar.g_01381	Praf.g_01292
OG0002008	Syar.g_02491	Praf.g_01352
OG0002009	Syar.g_02604	Praf.g_01491
OG0002010	Syar.g_01406	Praf.g_01835
OG0002011	Syar.g_00966	Praf.g_02010
OG0002013	Syar.g_03062	Praf.g_02338
OG0002015	Syar.g_00280	Praf.g_02355
OG0002016	Syar.g_00944	Praf.g_02565
OG0002017	Syar.g_00706	Praf.g_02721
OG0002038	Syar.g_02839	Praf.g_00864
OG0002039	Syar.g_03221	Praf.g_00877
OG0002040	Syar.g_02140	Praf.g_00878
OG0002041	Syar.g_02508	Praf.g_01367
OG0002042	Syar.g_02530	Praf.g_01386
OG0002043	Syar.g_02580	Praf.g_01430
OG0002045	Syar.g_01265	Praf.g_01914
OG0002046	Syar.g_01258	Praf.g_01927
OG0002047	Syar.g_01160	Praf.g_02017
OG0002048	Syar.g_01092	Praf.g_02083
OG0002049	Syar.g_01016	Praf.g_02178
OG0002051	Syar.g_00116	Praf.g_02477
OG0002053	Syar.g_01842	Praf.g_02689
OG0002110	Syar.g_00859	Praf.g_01468
OG0002113	Syar.g_00507	Praf.g_00039
OG0002114	Syar.g_00920, Syar.g_01908	Praf.g_00417
OG0002116	Syar.g_02897	Praf.g_00514
OG0002119	Syar.g_00950	Praf.g_00934
OG0002120	Syar.g_01671	Praf.g_00986
OG0002121	Syar.g_01318	Praf.g_01090
OG0002123	Syar.g_01489, Syar.g_01579	Praf.g_01306
OG0002125	Syar.g_01280	Praf.g_01883, Praf.g_02165, Praf.g_01882, Praf.g_02621, Praf.g_01876, Praf.g_01877
OG0002126	Syar.g_00271	Praf.g_02354
OG0002127	Syar.g_00073	Praf.g_02426
OG0002154	Syar.g_00251	Praf.g_02401
OG0002159	Syar.g_03094	Praf.g_00167
OG0002160	Syar.g_03003	Praf.g_00368
OG0002161	Syar.g_00923	Praf.g_00415
OG0002162	Syar.g_03193	Praf.g_00715
OG0002163	Syar.g_00383	Praf.g_00781
OG0002166	Syar.g_02857	Praf.g_01222
OG0002167	Syar.g_01875	Praf.g_01236
OG0002168	Syar.g_01378	Praf.g_01289
OG0002169	Syar.g_01159	Praf.g_02018
OG0002171	Syar.g_00263	Praf.g_02350
OG0002172	Syar.g_00940	Praf.g_02561
OG0002173	Syar.g_00952	Praf.g_02573
OG0002174	Syar.g_00707	Praf.g_02722
OG0002229	Syar.g_00550	Praf.g_00138
OG0002231	Syar.g_02338	Praf.g_01235
OG0002233	Syar.g_00265	Praf.g_01254
OG0002235	Syar.g_02621	Praf.g_01505
OG0002236	Syar.g_00871	Praf.g_01624
OG0002238	Syar.g_00738	Praf.g_01724
OG0002239	Syar.g_02678	Praf.g_01854
OG0002241	Syar.g_01257	Praf.g_01928
OG0002242	Syar.g_00279	Praf.g_02351
OG0002277	Syar.g_00541	Praf.g_00076
OG0002280	Syar.g_02685	Praf.g_00649
OG0002281	Syar.g_02291	Praf.g_00720
OG0002289	Syar.g_01255	Praf.g_01930
OG0002292	Syar.g_01001	Praf.g_02510
OG0002328	Syar.g_03100	Praf.g_00262
OG0002330	Syar.g_02675	Praf.g_01117
OG0002332	Syar.g_00739	Praf.g_01723
OG0002333	Syar.g_00737	Praf.g_01725
OG0002340	Syar.g_00960	Praf.g_02584
OG0002341	Syar.g_00900	Praf.g_02608
OG0002382	Syar.g_01478	Praf.g_00604
