Orthogroup	Prbd	Syac
OG0001125	Prbd.g_00319	Syac.g_01249
OG0001126	Prbd.g_00329	Syac.g_00870
OG0001127	Prbd.g_00330	Syac.g_00871
OG0001128	Prbd.g_00332	Syac.g_00875
OG0001129	Prbd.g_00333	Syac.g_00877
OG0001130	Prbd.g_00334	Syac.g_00878
OG0001131	Prbd.g_00370	Syac.g_01382
OG0001132	Prbd.g_00380	Syac.g_01062
OG0001133	Prbd.g_00414	Syac.g_00958
OG0001134	Prbd.g_00427	Syac.g_01466
OG0001135	Prbd.g_00430	Syac.g_01464
OG0001136	Prbd.g_00465	Syac.g_00767
OG0001137	Prbd.g_00476	Syac.g_00786
OG0001138	Prbd.g_00494	Syac.g_01486
OG0001139	Prbd.g_00495	Syac.g_01488
OG0001140	Prbd.g_00496	Syac.g_01489
OG0001141	Prbd.g_00497	Syac.g_01490
OG0001142	Prbd.g_00498	Syac.g_01491
OG0001143	Prbd.g_00505	Syac.g_01499
OG0001144	Prbd.g_00510	Syac.g_01508
OG0001145	Prbd.g_01809	Syac.g_00740
OG0001146	Prbd.g_01797	Syac.g_00722
OG0001147	Prbd.g_01778	Syac.g_01689
OG0001148	Prbd.g_01762	Syac.g_01918
OG0001149	Prbd.g_01761	Syac.g_01919
OG0001150	Prbd.g_01760	Syac.g_01920
OG0001151	Prbd.g_01749	Syac.g_01932
OG0001152	Prbd.g_01748	Syac.g_01933
OG0001153	Prbd.g_01657	Syac.g_01670
OG0001154	Prbd.g_01656	Syac.g_01671
OG0001155	Prbd.g_01644	Syac.g_00621
OG0001156	Prbd.g_01641	Syac.g_00618
OG0001157	Prbd.g_01640	Syac.g_00617
OG0001158	Prbd.g_01639	Syac.g_00616
OG0001159	Prbd.g_01638	Syac.g_00615
OG0001160	Prbd.g_01613	Syac.g_00570
OG0001161	Prbd.g_01600	Syac.g_02385
OG0001162	Prbd.g_01589	Syac.g_01307
OG0001163	Prbd.g_01533	Syac.g_00562
OG0001164	Prbd.g_01529	Syac.g_00556
OG0001165	Prbd.g_01526	Syac.g_00551
OG0001166	Prbd.g_01506	Syac.g_00520
OG0001167	Prbd.g_01489	Syac.g_00667
OG0001168	Prbd.g_01487	Syac.g_00665
OG0001169	Prbd.g_01485	Syac.g_00663
OG0001170	Prbd.g_01483	Syac.g_00661
OG0001171	Prbd.g_01473	Syac.g_00650
OG0001172	Prbd.g_01460	Syac.g_02187
OG0001173	Prbd.g_01459	Syac.g_02186
OG0001174	Prbd.g_01451	Syac.g_02178
OG0001175	Prbd.g_01450	Syac.g_02177
OG0001176	Prbd.g_01443	Syac.g_02141
OG0001177	Prbd.g_01440	Syac.g_02143
OG0001178	Prbd.g_01435	Syac.g_00539
OG0001179	Prbd.g_01407	Syac.g_02112
OG0001180	Prbd.g_01385	Syac.g_02087
OG0001181	Prbd.g_01381	Syac.g_02083
OG0001182	Prbd.g_01374	Syac.g_02074
OG0001183	Prbd.g_01370	Syac.g_02070
OG0001184	Prbd.g_01354	Syac.g_00186
OG0001185	Prbd.g_01340	Syac.g_00162
OG0001186	Prbd.g_01316	Syac.g_00082
OG0001187	Prbd.g_01311	Syac.g_00085
OG0001188	Prbd.g_01309	Syac.g_00076
OG0001189	Prbd.g_01292	Syac.g_00054
OG0001190	Prbd.g_01288	Syac.g_02353
OG0001191	Prbd.g_01278	Syac.g_02368
OG0001192	Prbd.g_01274	Syac.g_02374
OG0001193	Prbd.g_01264	Syac.g_02406
OG0001194	Prbd.g_01263	Syac.g_02408
OG0001195	Prbd.g_01262	Syac.g_02409
OG0001196	Prbd.g_01249	Syac.g_02477
OG0001197	Prbd.g_01248	Syac.g_02479
OG0001198	Prbd.g_01240	Syac.g_02491
OG0001199	Prbd.g_01170	Syac.g_00445
OG0001200	Prbd.g_01168	Syac.g_00443
OG0001201	Prbd.g_01136	Syac.g_00395
OG0001202	Prbd.g_01041	Syac.g_02285
OG0001203	Prbd.g_01001	Syac.g_01967
OG0001204	Prbd.g_00996	Syac.g_02200
OG0001205	Prbd.g_00797	Syac.g_00706
OG0001206	Prbd.g_00780	Syac.g_01715
OG0001207	Prbd.g_00765	Syac.g_01915
OG0001208	Prbd.g_00760	Syac.g_01902
OG0001209	Prbd.g_00707	Syac.g_01833
OG0001210	Prbd.g_00702	Syac.g_01826
OG0001211	Prbd.g_00692	Syac.g_01809
OG0001212	Prbd.g_00648	Syac.g_01751
OG0001213	Prbd.g_00615	Syac.g_00968
OG0001214	Prbd.g_00607	Syac.g_00981
OG0001215	Prbd.g_00554	Syac.g_00919
OG0001216	Prbd.g_00009	Syac.g_01285
OG0001217	Prbd.g_00049	Syac.g_01043
OG0001218	Prbd.g_00056	Syac.g_01679
OG0001220	Prbd.g_00154	Syac.g_00813
OG0001221	Prbd.g_00217	Syac.g_01379
OG0001223	Prbd.g_00282	Syac.g_01215
OG0001224	Prbd.g_00336	Syac.g_00880
OG0001225	Prbd.g_00338	Syac.g_00882
OG0001226	Prbd.g_00364	Syac.g_01026
OG0001227	Prbd.g_00383	Syac.g_02387
OG0001228	Prbd.g_00513	Syac.g_00700
OG0001229	Prbd.g_01766	Syac.g_00906
OG0001230	Prbd.g_01697	Syac.g_01621
OG0001231	Prbd.g_01591	Syac.g_00017
OG0001232	Prbd.g_01502	Syac.g_00509
OG0001233	Prbd.g_01482	Syac.g_00660
OG0001234	Prbd.g_01448	Syac.g_02173
OG0001235	Prbd.g_01438	Syac.g_02147
OG0001236	Prbd.g_01357	Syac.g_00189
OG0001237	Prbd.g_01353	Syac.g_00184
OG0001238	Prbd.g_01277	Syac.g_02369
OG0001240	Prbd.g_01151	Syac.g_00411
OG0001241	Prbd.g_01143	Syac.g_00402
OG0001242	Prbd.g_01124	Syac.g_00370
OG0001243	Prbd.g_01118	Syac.g_00363
OG0001244	Prbd.g_01101	Syac.g_00333
OG0001245	Prbd.g_00858	Syac.g_01064
OG0001246	Prbd.g_00738	Syac.g_01876
OG0001247	Prbd.g_00561	Syac.g_01303
OG0001248	Prbd.g_00559	Syac.g_01306
OG0001249	Prbd.g_00080	Syac.g_02029
OG0001250	Prbd.g_00143	Syac.g_00838
OG0001251	Prbd.g_00191	Syac.g_02415
OG0001252	Prbd.g_00331	Syac.g_00874
OG0001253	Prbd.g_00384	Syac.g_01063
OG0001254	Prbd.g_00429	Syac.g_01465
OG0001255	Prbd.g_00452	Syac.g_01957
OG0001256	Prbd.g_01598	Syac.g_00563
OG0001257	Prbd.g_01592	Syac.g_01686
OG0001258	Prbd.g_01528	Syac.g_00553
OG0001259	Prbd.g_01484	Syac.g_00662
OG0001260	Prbd.g_01467	Syac.g_00640
OG0001262	Prbd.g_01294	Syac.g_00056
OG0001263	Prbd.g_01115	Syac.g_00360
OG0001265	Prbd.g_01125	Syac.g_00372
OG0001266	Prbd.g_01037	Syac.g_02289
OG0001267	Prbd.g_00959	Syac.g_02253
OG0001268	Prbd.g_00900	Syac.g_02014
OG0001269	Prbd.g_00880	Syac.g_01960
OG0001270	Prbd.g_00808	Syac.g_00690
OG0001271	Prbd.g_00770	Syac.g_01703
OG0001272	Prbd.g_00756	Syac.g_01898
OG0001273	Prbd.g_00613	Syac.g_00974
OG0001274	Prbd.g_00541	Syac.g_02323
OG0001275	Prbd.g_00292	Syac.g_01228
OG0001276	Prbd.g_00315	Syac.g_01244
OG0001277	Prbd.g_00372	Syac.g_02463
OG0001278	Prbd.g_00518	Syac.g_01517
OG0001279	Prbd.g_01893	Syac.g_01605
OG0001280	Prbd.g_01802	Syac.g_00731
OG0001281	Prbd.g_01796	Syac.g_00721
OG0001282	Prbd.g_01763	Syac.g_01917
OG0001283	Prbd.g_01744	Syac.g_02472
OG0001284	Prbd.g_01618, Prbd.g_01619	Syac.g_00586
OG0001285	Prbd.g_01499	Syac.g_01060
OG0001286	Prbd.g_01387	Syac.g_02089
OG0001287	Prbd.g_01333	Syac.g_00154
OG0001288	Prbd.g_01324	Syac.g_00141
OG0001289	Prbd.g_01157	Syac.g_00426
OG0001291	Prbd.g_01108	Syac.g_00349
OG0001292	Prbd.g_00991	Syac.g_02205
OG0001293	Prbd.g_00978	Syac.g_02226
OG0001294	Prbd.g_00860	Syac.g_01411
OG0001295	Prbd.g_00775	Syac.g_01824
OG0001296	Prbd.g_00733	Syac.g_01870
OG0001297	Prbd.g_00728	Syac.g_01866
OG0001298	Prbd.g_00666	Syac.g_01774
OG0001299	Prbd.g_00578	Syac.g_01417
OG0001300	Prbd.g_00551	Syac.g_00910
OG0001301	Prbd.g_00548	Syac.g_00897
OG0001302	Prbd.g_00089	Syac.g_01012
OG0001303	Prbd.g_00296	Syac.g_01137
OG0001304	Prbd.g_00325	Syac.g_01257
OG0001305	Prbd.g_00344	Syac.g_00890
OG0001306	Prbd.g_00454	Syac.g_00749
OG0001307	Prbd.g_01781	Syac.g_02156
OG0001309	Prbd.g_01594	Syac.g_01860
OG0001310	Prbd.g_01513	Syac.g_00528
OG0001311	Prbd.g_00317	Syac.g_01246
OG0001312	Prbd.g_00245	Syac.g_01147
OG0001314	Prbd.g_00039	Syac.g_00809, Syac.g_00460
OG0001315	Prbd.g_01182	Syac.g_02072
OG0001316	Prbd.g_01102	Syac.g_00342
OG0001317	Prbd.g_01005	Syac.g_01971
OG0001318	Prbd.g_00983	Syac.g_02218
OG0001319	Prbd.g_00967	Syac.g_02242
OG0001321	Prbd.g_00791	Syac.g_00712
OG0001322	Prbd.g_00790	Syac.g_00713
OG0001323	Prbd.g_00723	Syac.g_01857
OG0001324	Prbd.g_00550	Syac.g_00909
OG0001325	Prbd.g_00012	Syac.g_01281
OG0001326	Prbd.g_00179	Syac.g_02420
OG0001328	Prbd.g_00382	Syac.g_01385
OG0001329	Prbd.g_00421	Syac.g_01007
OG0001332	Prbd.g_01646	Syac.g_00625
OG0001333	Prbd.g_01488	Syac.g_00666
OG0001334	Prbd.g_01367	Syac.g_02061
OG0001335	Prbd.g_01366	Syac.g_02060
OG0001336	Prbd.g_01252	Syac.g_02473
OG0001339	Prbd.g_01141	Syac.g_00400
OG0001340	Prbd.g_00911	Syac.g_02039
OG0001341	Prbd.g_00047	Syac.g_00904
OG0001343	Prbd.g_00188	Syac.g_02413
OG0001344	Prbd.g_00472	Syac.g_00774
OG0001345	Prbd.g_00487	Syac.g_00803
OG0001346	Prbd.g_01800	Syac.g_00728
OG0001347	Prbd.g_01815	Syac.g_00228, Syac.g_00123
OG0001348	Prbd.g_01570	Syac.g_00857
OG0001349	Prbd.g_01719	Syac.g_00504
OG0001352	Prbd.g_00564	Syac.g_01842
OG0001353	Prbd.g_00134	Syac.g_00850
OG0001354	Prbd.g_00274	Syac.g_01201
OG0001358	Prbd.g_00624	Syac.g_00952
OG0001359	Prbd.g_00189	Syac.g_02412
OG0001360	Prbd.g_00385	Syac.g_00805
OG0001361	Prbd.g_00484	Syac.g_00800
OG0001362	Prbd.g_01675	Syac.g_01649
OG0001363	Prbd.g_01673	Syac.g_01651
OG0001364	Prbd.g_01364	Syac.g_00204
OG0001372	Prbd.g_00055	Syac.g_01845
OG0001373	Prbd.g_00178	Syac.g_02419
OG0001374	Prbd.g_00186	Syac.g_02427
OG0001375	Prbd.g_00187	Syac.g_02414
OG0001376	Prbd.g_00350	Syac.g_02376
OG0001377	Prbd.g_00351	Syac.g_02375
OG0001378	Prbd.g_00394	Syac.g_00689
OG0001379	Prbd.g_01807	Syac.g_00736
OG0001380	Prbd.g_01776	Syac.g_01589
OG0001381	Prbd.g_01770	Syac.g_02162
OG0001382	Prbd.g_01578	Syac.g_00148
OG0001385	Prbd.g_00175	Syac.g_02416
OG0001386	Prbd.g_00176	Syac.g_02417
OG0001387	Prbd.g_00177	Syac.g_02418
OG0001388	Prbd.g_00180	Syac.g_02421
OG0001389	Prbd.g_00181	Syac.g_02422
OG0001390	Prbd.g_00182	Syac.g_02423
OG0001391	Prbd.g_00183	Syac.g_02424
OG0001392	Prbd.g_00184	Syac.g_02425
OG0001393	Prbd.g_00185	Syac.g_02426
OG0001394	Prbd.g_00221	Syac.g_01373
OG0001395	Prbd.g_00327	Syac.g_01262
OG0001396	Prbd.g_01814	Syac.g_00229
OG0001398	Prbd.g_01565	Syac.g_01120
OG0001402	Prbd.g_00063	Syac.g_00957
OG0001403	Prbd.g_01207	Syac.g_00033
OG0001404	Prbd.g_01176	Syac.g_00451
OG0001405	Prbd.g_00913	Syac.g_02058
OG0001406	Prbd.g_00349	Syac.g_02377
OG0001407	Prbd.g_00362	Syac.g_01841
OG0001408	Prbd.g_00367	Syac.g_01530
OG0001410	Prbd.g_01780	Syac.g_02155
OG0001413	Prbd.g_01603	Syac.g_01019
OG0001414	Prbd.g_01010	Syac.g_02161
OG0001416	Prbd.g_00783	Syac.g_00724
OG0001417	Prbd.g_00773	Syac.g_01200
OG0001419	Prbd.g_00363	Syac.g_01840
OG0001420	Prbd.g_00403	Syac.g_01847
OG0001423	Prbd.g_00832	Syac.g_00457
OG0001428	Prbd.g_01068	Syac.g_00301
OG0001432	Prbd.g_01605	Syac.g_01572
OG0001434	Prbd.g_00225	Syac.g_01368
OG0001435	Prbd.g_00202	Syac.g_01399
OG0001438	Prbd.g_00946	Syac.g_00280
OG0001439	Prbd.g_00932	Syac.g_00250
OG0001442	Prbd.g_00037	Syac.g_01358
OG0001446	Prbd.g_01165	Syac.g_01293
OG0001447	Prbd.g_01117	Syac.g_00362
OG0001448	Prbd.g_00872	Syac.g_01094
OG0001449	Prbd.g_00841	Syac.g_02197
OG0001452	Prbd.g_00193	Syac.g_02214
OG0001456	Prbd.g_00445	Syac.g_02434
OG0001457	Prbd.g_00446	Syac.g_02435
OG0001458	Prbd.g_00447	Syac.g_02436
OG0001459	Prbd.g_01879	Syac.g_01445
OG0001461	Prbd.g_00823	Syac.g_02168
OG0001462	Prbd.g_01203	Syac.g_00039
OG0001465	Prbd.g_00542	Syac.g_01299
OG0001468	Prbd.g_00354	Syac.g_01014
OG0001471	Prbd.g_01602	Syac.g_00257
OG0001473	Prbd.g_01315	Syac.g_01010
OG0001474	Prbd.g_00899	Syac.g_02013
OG0001479	Prbd.g_00902	Syac.g_02016
OG0001480	Prbd.g_00870	Syac.g_00812
OG0001481	Prbd.g_00865	Syac.g_01260
OG0001482	Prbd.g_00785	Syac.g_01210
OG0001492	Prbd.g_00515	Syac.g_01514
OG0001493	Prbd.g_00523	Syac.g_01522
OG0001495	Prbd.g_01441	Syac.g_02144
OG0001499	Prbd.g_01183	Syac.g_01441
OG0001502	Prbd.g_00072	Syac.g_00818
OG0001504	Prbd.g_01878	Syac.g_01446
OG0001520	Prbd.g_00846	Syac.g_01787
OG0001522	Prbd.g_00135	Syac.g_00849
OG0001546	Prbd.g_00718	Syac.g_01853
OG0001547	Prbd.g_00074	Syac.g_01122
OG0001548	Prbd.g_00078	Syac.g_01030
OG0001551	Prbd.g_00444	Syac.g_00861
OG0001567	Prbd.g_00073	Syac.g_01121
OG0001568	Prbd.g_00075	Syac.g_01124
OG0001570	Prbd.g_00405	Syac.g_01108
OG0001572	Prbd.g_00003	Syac.g_01584
OG0001585	Prbd.g_01889	Syac.g_01072
OG0001602	Prbd.g_00543	Syac.g_01300
OG0001625	Prbd.g_00981	Syac.g_02220
OG0001635	Prbd.g_01545	Syac.g_00137
OG0001647	Prbd.g_00966	Syac.g_02244
OG0001666	Prbd.g_01880	Syac.g_01452
OG0001667	Prbd.g_01857	Syac.g_00472
OG0001695	Prbd.g_01854	Syac.g_02457
OG0001718	Prbd.g_00876	Syac.g_00465
OG0001740	Prbd.g_01853	Syac.g_02459
OG0001928	Prbd.g_00814	Syac.g_01599, Syac.g_01598, Syac.g_01600
OG0001990	Prbd.g_00438	Syac.g_02460
OG0002020	Prbd.g_01852	Syac.g_02453
OG0002021	Prbd.g_01850	Syac.g_02451
OG0002022	Prbd.g_01849	Syac.g_02449
OG0002023	Prbd.g_01848	Syac.g_02448
OG0002024	Prbd.g_01844	Syac.g_02441
OG0002054	Prbd.g_01843	Syac.g_02440
OG0002055	Prbd.g_01846	Syac.g_02443
OG0002108	Prbd.g_00530	Syac.g_01596
OG0002131	Prbd.g_01851	Syac.g_02452
OG0002132	Prbd.g_01847	Syac.g_02444
OG0002133	Prbd.g_01845	Syac.g_02442
OG0002178	Prbd.g_01841	Syac.g_02446
OG0002249	Prbd.g_00820	Syac.g_01534
OG0002291	Prbd.g_01899	Syac.g_02263
