Orthogroup	Prbh	Prbi
OG0001083	Prbh.g_01726	Prbi.g_01841
OG0001084	Prbh.g_01725	Prbi.g_01842
OG0001085	Prbh.g_01724	Prbi.g_01843
OG0001086	Prbh.g_01719	Prbi.g_01848
OG0001087	Prbh.g_01717	Prbi.g_01849
OG0001088	Prbh.g_01716	Prbi.g_01850
OG0001089	Prbh.g_01713	Prbi.g_01852
OG0001090	Prbh.g_01712	Prbi.g_01853
OG0001091	Prbh.g_01711	Prbi.g_01854
OG0001092	Prbh.g_01710	Prbi.g_01855
OG0001093	Prbh.g_01709	Prbi.g_01856
OG0001094	Prbh.g_01708	Prbi.g_01857
OG0001095	Prbh.g_01707	Prbi.g_01858
OG0001096	Prbh.g_01706	Prbi.g_01859
OG0001097	Prbh.g_01705	Prbi.g_01860
OG0001098	Prbh.g_01704	Prbi.g_01861
OG0001099	Prbh.g_01703	Prbi.g_01863
OG0001100	Prbh.g_01702	Prbi.g_01864
OG0001101	Prbh.g_01701	Prbi.g_01865
OG0001102	Prbh.g_01697	Prbi.g_01868
OG0001103	Prbh.g_01696	Prbi.g_01869
OG0001104	Prbh.g_01692	Prbi.g_01870
OG0001105	Prbh.g_01694	Prbi.g_01872
OG0001106	Prbh.g_01698	Prbi.g_01874
OG0001107	Prbh.g_01699	Prbi.g_01875
OG0001108	Prbh.g_01700	Prbi.g_01876
OG0001109	Prbh.g_01687	Prbi.g_01896
OG0001110	Prbh.g_01685	Prbi.g_01898
OG0001111	Prbh.g_01684	Prbi.g_01899
OG0001112	Prbh.g_01683	Prbi.g_01900
OG0001113	Prbh.g_01682	Prbi.g_01901
OG0001114	Prbh.g_01681	Prbi.g_01902
OG0001115	Prbh.g_01680	Prbi.g_01903
OG0001116	Prbh.g_01679	Prbi.g_01904
OG0001117	Prbh.g_01678	Prbi.g_01905
OG0001118	Prbh.g_01677	Prbi.g_01906
OG0001119	Prbh.g_01676	Prbi.g_01907
OG0001120	Prbh.g_01675	Prbi.g_01908
OG0001121	Prbh.g_01674	Prbi.g_01909
OG0001122	Prbh.g_01673	Prbi.g_01910
OG0001123	Prbh.g_01672	Prbi.g_01911
OG0001124	Prbh.g_01671	Prbi.g_01912
OG0001125	Prbh.g_01670	Prbi.g_01913
OG0001126	Prbh.g_01669	Prbi.g_01914
OG0001127	Prbh.g_01668	Prbi.g_01915
OG0001128	Prbh.g_01667	Prbi.g_01916
OG0001129	Prbh.g_01666	Prbi.g_01917
OG0001130	Prbh.g_01665	Prbi.g_01918
OG0001131	Prbh.g_01664	Prbi.g_01919
OG0001132	Prbh.g_01663	Prbi.g_01920
OG0001133	Prbh.g_01662	Prbi.g_01921
OG0001134	Prbh.g_01661	Prbi.g_01922
OG0001135	Prbh.g_01660	Prbi.g_01923
OG0001136	Prbh.g_01659	Prbi.g_01924
OG0001137	Prbh.g_01658	Prbi.g_01925
OG0001138	Prbh.g_01657	Prbi.g_01926
OG0001139	Prbh.g_01656	Prbi.g_01927
OG0001140	Prbh.g_01655	Prbi.g_01928
OG0001141	Prbh.g_01653	Prbi.g_01930
OG0001142	Prbh.g_01652	Prbi.g_01931
OG0001143	Prbh.g_01651	Prbi.g_01932
OG0001144	Prbh.g_01649	Prbi.g_01934
OG0001145	Prbh.g_01647	Prbi.g_01936
OG0001146	Prbh.g_01646	Prbi.g_01937
OG0001147	Prbh.g_01643	Prbi.g_01939
OG0001148	Prbh.g_01642	Prbi.g_01940
OG0001149	Prbh.g_01641	Prbi.g_01941
OG0001150	Prbh.g_01638	Prbi.g_01944
OG0001151	Prbh.g_01637	Prbi.g_01945
OG0001152	Prbh.g_01636	Prbi.g_01946
OG0001153	Prbh.g_01635	Prbi.g_01947
OG0001154	Prbh.g_01634	Prbi.g_01948
OG0001155	Prbh.g_01633	Prbi.g_01949
OG0001156	Prbh.g_01632	Prbi.g_01950
OG0001157	Prbh.g_01630	Prbi.g_01952
OG0001158	Prbh.g_01628	Prbi.g_01953
OG0001159	Prbh.g_01627	Prbi.g_01954
OG0001160	Prbh.g_01626	Prbi.g_01955
OG0001161	Prbh.g_01621	Prbi.g_01958
OG0001162	Prbh.g_01620	Prbi.g_01959
OG0001163	Prbh.g_01619	Prbi.g_01960
OG0001164	Prbh.g_01618	Prbi.g_01961
OG0001165	Prbh.g_01617	Prbi.g_01962
OG0001166	Prbh.g_01616	Prbi.g_01963
OG0001167	Prbh.g_01615	Prbi.g_01964
OG0001168	Prbh.g_01613	Prbi.g_01966
OG0001169	Prbh.g_01612	Prbi.g_01967
OG0001170	Prbh.g_01608	Prbi.g_01969
OG0001171	Prbh.g_01607	Prbi.g_01970
OG0001172	Prbh.g_01606	Prbi.g_01971
OG0001173	Prbh.g_01604	Prbi.g_01973
OG0001174	Prbh.g_01602	Prbi.g_01975
OG0001175	Prbh.g_01600	Prbi.g_01977
OG0001176	Prbh.g_01598	Prbi.g_01978
OG0001177	Prbh.g_01596	Prbi.g_01980
OG0001178	Prbh.g_01595	Prbi.g_01981
OG0001179	Prbh.g_01594	Prbi.g_01982
OG0001180	Prbh.g_01593	Prbi.g_01983
OG0001181	Prbh.g_01592	Prbi.g_01984
OG0001182	Prbh.g_01591	Prbi.g_01985
OG0001183	Prbh.g_01590	Prbi.g_01986
OG0001184	Prbh.g_01589	Prbi.g_01987
OG0001185	Prbh.g_01588	Prbi.g_01988
OG0001186	Prbh.g_01586	Prbi.g_01989
OG0001187	Prbh.g_01585	Prbi.g_01990
OG0001188	Prbh.g_01584	Prbi.g_01991
OG0001189	Prbh.g_01583	Prbi.g_01992
OG0001190	Prbh.g_01582	Prbi.g_01993
OG0001191	Prbh.g_01580	Prbi.g_01995
OG0001192	Prbh.g_01578	Prbi.g_01997
OG0001193	Prbh.g_01577	Prbi.g_01998
OG0001194	Prbh.g_01576	Prbi.g_01999
OG0001195	Prbh.g_01574	Prbi.g_02000
OG0001196	Prbh.g_01572	Prbi.g_02002
OG0001197	Prbh.g_01569	Prbi.g_02005
OG0001198	Prbh.g_01568	Prbi.g_02006
OG0001199	Prbh.g_01567	Prbi.g_02007
OG0001200	Prbh.g_01566	Prbi.g_02008
OG0001201	Prbh.g_01565	Prbi.g_02009
OG0001202	Prbh.g_01564	Prbi.g_02010
OG0001203	Prbh.g_01562	Prbi.g_02012
OG0001204	Prbh.g_01560	Prbi.g_02027
OG0001205	Prbh.g_01559	Prbi.g_02028
OG0001206	Prbh.g_01558	Prbi.g_02030
OG0001207	Prbh.g_01557	Prbi.g_02031
OG0001208	Prbh.g_01556	Prbi.g_02032
OG0001209	Prbh.g_01555	Prbi.g_02033
OG0001210	Prbh.g_01554	Prbi.g_02034
OG0001211	Prbh.g_01553	Prbi.g_02035
OG0001212	Prbh.g_01552	Prbi.g_02036
OG0001213	Prbh.g_01551	Prbi.g_02037
OG0001214	Prbh.g_01550	Prbi.g_02038
OG0001215	Prbh.g_01549	Prbi.g_02039
OG0001216	Prbh.g_01548	Prbi.g_02040
OG0001217	Prbh.g_01547	Prbi.g_02041
OG0001218	Prbh.g_01546	Prbi.g_02042
OG0001219	Prbh.g_01545	Prbi.g_02043
OG0001220	Prbh.g_01544	Prbi.g_02044
OG0001221	Prbh.g_01543	Prbi.g_02045
OG0001222	Prbh.g_01541	Prbi.g_02047
OG0001223	Prbh.g_01539	Prbi.g_02049
OG0001224	Prbh.g_01537	Prbi.g_02050
OG0001225	Prbh.g_01535	Prbi.g_02052
OG0001226	Prbh.g_01534	Prbi.g_02053
OG0001227	Prbh.g_01533	Prbi.g_02054
OG0001228	Prbh.g_01532	Prbi.g_02055
OG0001229	Prbh.g_01531	Prbi.g_02056
OG0001230	Prbh.g_01530	Prbi.g_02057
OG0001231	Prbh.g_01529	Prbi.g_02058
OG0001232	Prbh.g_01527	Prbi.g_02060
OG0001233	Prbh.g_01526	Prbi.g_02061
OG0001234	Prbh.g_01525	Prbi.g_02062
OG0001235	Prbh.g_01524	Prbi.g_02063
OG0001236	Prbh.g_01523	Prbi.g_02064
OG0001237	Prbh.g_01520	Prbi.g_02067
OG0001238	Prbh.g_01519	Prbi.g_02068
OG0001239	Prbh.g_01514	Prbi.g_02071
OG0001240	Prbh.g_01513	Prbi.g_02072
OG0001241	Prbh.g_01512	Prbi.g_02073
OG0001242	Prbh.g_01510	Prbi.g_02074
OG0001243	Prbh.g_01509	Prbi.g_02075
OG0001244	Prbh.g_01508	Prbi.g_02076
OG0001245	Prbh.g_01507	Prbi.g_02077
OG0001246	Prbh.g_01506	Prbi.g_02078
OG0001247	Prbh.g_01505	Prbi.g_02079
OG0001248	Prbh.g_01504	Prbi.g_02080
OG0001249	Prbh.g_01503	Prbi.g_02081
OG0001250	Prbh.g_01501	Prbi.g_02082
OG0001251	Prbh.g_01500	Prbi.g_02083
OG0001252	Prbh.g_01499	Prbi.g_02084
OG0001253	Prbh.g_01498	Prbi.g_02085
OG0001254	Prbh.g_01496	Prbi.g_02087
OG0001255	Prbh.g_01495	Prbi.g_02088
OG0001256	Prbh.g_01490	Prbi.g_02090
OG0001257	Prbh.g_01489	Prbi.g_02091
OG0001258	Prbh.g_01488	Prbi.g_02092
OG0001259	Prbh.g_01485	Prbi.g_02094
OG0001260	Prbh.g_01484	Prbi.g_02095
OG0001261	Prbh.g_01483	Prbi.g_02096
OG0001262	Prbh.g_01482	Prbi.g_02097
OG0001263	Prbh.g_01481	Prbi.g_02098
OG0001264	Prbh.g_01480	Prbi.g_02099
OG0001265	Prbh.g_01479	Prbi.g_02100
OG0001266	Prbh.g_01478	Prbi.g_02101
OG0001267	Prbh.g_01477	Prbi.g_02102
OG0001268	Prbh.g_01476	Prbi.g_02103
OG0001269	Prbh.g_00691	Prbi.g_00099
OG0001270	Prbh.g_00643	Prbi.g_00146
OG0001271	Prbh.g_00632	Prbi.g_00174
OG0001272	Prbh.g_00498	Prbi.g_00305
OG0001273	Prbh.g_00440	Prbi.g_00357
OG0001274	Prbh.g_00349	Prbi.g_00485
OG0001275	Prbh.g_00333	Prbi.g_00501
OG0001276	Prbh.g_00240	Prbi.g_00592
OG0001277	Prbh.g_01046	Prbi.g_00791
OG0001278	Prbh.g_01006	Prbi.g_00898
OG0001279	Prbh.g_00877	Prbi.g_00950
OG0001280	Prbh.g_01124	Prbi.g_01062
OG0001281	Prbh.g_01444	Prbi.g_01111
OG0001282	Prbh.g_01357	Prbi.g_01129
OG0001283	Prbh.g_01889	Prbi.g_01134
OG0001284	Prbh.g_00808	Prbi.g_01144
OG0001285	Prbh.g_01300	Prbi.g_01191
OG0001286	Prbh.g_01286	Prbi.g_01204
OG0001288	Prbh.g_00143	Prbi.g_01630
OG0001289	Prbh.g_00155	Prbi.g_01641
OG0001290	Prbh.g_00802	Prbi.g_01683
OG0001291	Prbh.g_00205	Prbi.g_01684
OG0001292	Prbh.g_01824	Prbi.g_01689
OG0001294	Prbh.g_01146	Prbi.g_01724
OG0001295	Prbh.g_01815	Prbi.g_01738
OG0001296	Prbh.g_01790	Prbi.g_01779
OG0001297	Prbh.g_01787	Prbi.g_01783
OG0001299	Prbh.g_01714	Prbi.g_01851
OG0001300	Prbh.g_01777	Prbi.g_01877
OG0001301	Prbh.g_01601	Prbi.g_01976
OG0001302	Prbh.g_01570	Prbi.g_02004
OG0001303	Prbh.g_01540	Prbi.g_02048
OG0001304	Prbh.g_01486	Prbi.g_02093
OG0001306	Prbh.g_00395	Prbi.g_00438
OG0001307	Prbh.g_00750	Prbi.g_00030
OG0001308	Prbh.g_00711	Prbi.g_00078
OG0001309	Prbh.g_00708	Prbi.g_00081
OG0001310	Prbh.g_00706	Prbi.g_00083
OG0001311	Prbh.g_00690	Prbi.g_00100
OG0001312	Prbh.g_00662	Prbi.g_00127
OG0001313	Prbh.g_00655	Prbi.g_00133
OG0001314	Prbh.g_00583	Prbi.g_00223
OG0001315	Prbh.g_00536	Prbi.g_00267
OG0001316	Prbh.g_00527	Prbi.g_00276
OG0001317	Prbh.g_01356	Prbi.g_00397
OG0001319	Prbh.g_01339	Prbi.g_00800
OG0001320	Prbh.g_01040	Prbi.g_01077
OG0001321	Prbh.g_01035	Prbi.g_01082
OG0001324	Prbh.g_00792	Prbi.g_01159
OG0001326	Prbh.g_01249	Prbi.g_01235
OG0001327	Prbh.g_01937	Prbi.g_01423
OG0001328	Prbh.g_00410	Prbi.g_01687
OG0001329	Prbh.g_01759	Prbi.g_01810
OG0001331	Prbh.g_01605	Prbi.g_01972
OG0001332	Prbh.g_00640	Prbi.g_00149
OG0001333	Prbh.g_00542	Prbi.g_00262
OG0001335	Prbh.g_00867	Prbi.g_01102
OG0001336	Prbh.g_00850	Prbi.g_01122
OG0001337	Prbh.g_00769	Prbi.g_01137
OG0001338	Prbh.g_00201	Prbi.g_01362
OG0001339	Prbh.g_01378	Prbi.g_01396
OG0001340	Prbh.g_01492	Prbi.g_01459
OG0001341	Prbh.g_00188	Prbi.g_01680
OG0001342	Prbh.g_01891, Prbh.g_01798	Prbi.g_01690
OG0001343	Prbh.g_01786	Prbi.g_01784
OG0001344	Prbh.g_01734	Prbi.g_01833
OG0001345	Prbh.g_01640	Prbi.g_01942
OG0001346	Prbh.g_01579	Prbi.g_01996
OG0001347	Prbh.g_01542	Prbi.g_02046
OG0001348	Prbh.g_00653	Prbi.g_00136
OG0001349	Prbh.g_00663	Prbi.g_00126
OG0001350	Prbh.g_01389	Prbi.g_00168
OG0001351	Prbh.g_00579	Prbi.g_00227
OG0001352	Prbh.g_00531	Prbi.g_00272
OG0001353	Prbh.g_00518	Prbi.g_00285
OG0001354	Prbh.g_00499	Prbi.g_00304
OG0001355	Prbh.g_00433	Prbi.g_00363
OG0001357	Prbh.g_00398	Prbi.g_00435
OG0001358	Prbh.g_00359	Prbi.g_00475
OG0001359	Prbh.g_00345	Prbi.g_00489
OG0001360	Prbh.g_00321	Prbi.g_00512
OG0001361	Prbh.g_00316	Prbi.g_00517
OG0001362	Prbh.g_00252	Prbi.g_00579
OG0001363	Prbh.g_00556	Prbi.g_00707
OG0001364	Prbh.g_01047	Prbi.g_00831
OG0001365	Prbh.g_00995	Prbi.g_00888
OG0001366	Prbh.g_00855	Prbi.g_00932
OG0001367	Prbh.g_01112	Prbi.g_01037
OG0001368	Prbh.g_01123	Prbi.g_01061
OG0001369	Prbh.g_01863	Prbi.g_01178
OG0001370	Prbh.g_01862	Prbi.g_01179
OG0001371	Prbh.g_01228	Prbi.g_01257
OG0001372	Prbh.g_01396	Prbi.g_01332
OG0001373	Prbh.g_00175	Prbi.g_01660
OG0001374	Prbh.g_00726	Prbi.g_01278
OG0001375	Prbh.g_01744	Prbi.g_01824
OG0001377	Prbh.g_01571	Prbi.g_02003
OG0001378	Prbh.g_01125	Prbi.g_01063
OG0001379	Prbh.g_00716	Prbi.g_00074
OG0001380	Prbh.g_00714	Prbi.g_00075
OG0001381	Prbh.g_00696	Prbi.g_00094
OG0001382	Prbh.g_00645	Prbi.g_00143
OG0001383	Prbh.g_00546	Prbi.g_00258
OG0001384	Prbh.g_00522	Prbi.g_00280
OG0001385	Prbh.g_00506	Prbi.g_00296
OG0001386	Prbh.g_00140	Prbi.g_00386
OG0001388	Prbh.g_00932	Prbi.g_00427
OG0001389	Prbh.g_00373	Prbi.g_00455
OG0001390	Prbh.g_00368	Prbi.g_00462
OG0001391	Prbh.g_00824	Prbi.g_00507
OG0001392	Prbh.g_00319	Prbi.g_00514
OG0001393	Prbh.g_00310	Prbi.g_00522
OG0001394	Prbh.g_01186	Prbi.g_00669
OG0001395	Prbh.g_00908	Prbi.g_00677
OG0001396	Prbh.g_00910	Prbi.g_00679
OG0001397	Prbh.g_00916	Prbi.g_00685
OG0001398	Prbh.g_01168	Prbi.g_00750
OG0001399	Prbh.g_01050	Prbi.g_00833
OG0001400	Prbh.g_00854	Prbi.g_00931
OG0001401	Prbh.g_00856	Prbi.g_00933
OG0001402	Prbh.g_00883	Prbi.g_00956
OG0001403	Prbh.g_00886	Prbi.g_00959
OG0001405	Prbh.g_01136	Prbi.g_01071
OG0001406	Prbh.g_01027	Prbi.g_01090
OG0001407	Prbh.g_00846	Prbi.g_01100
OG0001408	Prbh.g_01345	Prbi.g_01109
OG0001409	Prbh.g_00842	Prbi.g_01116
OG0001410	Prbh.g_01298	Prbi.g_01193
OG0001411	Prbh.g_00809	Prbi.g_01365
OG0001412	Prbh.g_01374	Prbi.g_01392
OG0001413	Prbh.g_01139	Prbi.g_01430
OG0001414	Prbh.g_00010	Prbi.g_01440
OG0001415	Prbh.g_00142	Prbi.g_01629
OG0001416	Prbh.g_00145	Prbi.g_01632
OG0001417	Prbh.g_00189	Prbi.g_01681
OG0001418	Prbh.g_01851	Prbi.g_01693
OG0001421	Prbh.g_01063	Prbi.g_00990
OG0001422	Prbh.g_01794	Prbi.g_01760
OG0001424	Prbh.g_01861	Prbi.g_00068
OG0001425	Prbh.g_00453	Prbi.g_00350
OG0001426	Prbh.g_01140	Prbi.g_00388
OG0001427	Prbh.g_00308	Prbi.g_00524
OG0001429	Prbh.g_00804	Prbi.g_00803
OG0001430	Prbh.g_01055	Prbi.g_00836
OG0001431	Prbh.g_00858	Prbi.g_00935
OG0001432	Prbh.g_00862	Prbi.g_00940
OG0001433	Prbh.g_00794	Prbi.g_01105
OG0001434	Prbh.g_01905	Prbi.g_01180
OG0001435	Prbh.g_00191	Prbi.g_01271
OG0001436	Prbh.g_01343	Prbi.g_01699
OG0001437	Prbh.g_01888	Prbi.g_01707
OG0001438	Prbh.g_01491	Prbi.g_02089
OG0001439	Prbh.g_01940	Prbi.g_02024, Prbi.g_01567
OG0001441	Prbh.g_01096	Prbi.g_01019
OG0001443	Prbh.g_00839	Prbi.g_01107
OG0001448	Prbh.g_01463	Prbi.g_00622
OG0001449	Prbh.g_01906	Prbi.g_01147
OG0001450	Prbh.g_01816	Prbi.g_01169
OG0001451	Prbh.g_01301	Prbi.g_01190
OG0001453	Prbh.g_01353	Prbi.g_01317, Prbi.g_01770
OG0001454	Prbh.g_00404	Prbi.g_01319, Prbi.g_01768
OG0001455	Prbh.g_01309	Prbi.g_01320, Prbi.g_01767
OG0001457	Prbh.g_00076	Prbi.g_01590
OG0001458	Prbh.g_01521	Prbi.g_02066
OG0001460	Prbh.g_00375	Prbi.g_00391
OG0001466	Prbh.g_00941	Prbi.g_00706
OG0001467	Prbh.g_00007	Prbi.g_00826
OG0001468	Prbh.g_00985	Prbi.g_00879
OG0001469	Prbh.g_01440	Prbi.g_00910
OG0001470	Prbh.g_01322	Prbi.g_01053
OG0001471	Prbh.g_00369	Prbi.g_01099
OG0001474	Prbh.g_01340	Prbi.g_01356
OG0001475	Prbh.g_00200	Prbi.g_01369
OG0001478	Prbh.g_01614	Prbi.g_01965
OG0001479	Prbh.g_01285	Prbi.g_01205
OG0001481	Prbh.g_01938	Prbi.g_01300, Prbi.g_01549
OG0001482	Prbh.g_00459	Prbi.g_00344
OG0001485	Prbh.g_01021	Prbi.g_00909
OG0001487	Prbh.g_01175	Prbi.g_00982
OG0001494	Prbh.g_01264	Prbi.g_01223
OG0001496	Prbh.g_01367	Prbi.g_01385
OG0001497	Prbh.g_00721	Prbi.g_01491
OG0001498	Prbh.g_01722	Prbi.g_01846
OG0001501	Prbh.g_01458	Prbi.g_00808
OG0001504	Prbh.g_01720	Prbi.g_00422
OG0001506	Prbh.g_01874	Prbi.g_00784, Prbi.g_01323
OG0001509	Prbh.g_00986	Prbi.g_00880
OG0001523	Prbh.g_00893	Prbi.g_00966
OG0001524	Prbh.g_00785	Prbi.g_01044
OG0001525	Prbh.g_01330	Prbi.g_01124
OG0001526	Prbh.g_01302	Prbi.g_01189
OG0001528	Prbh.g_00209	Prbi.g_01700
OG0001529	Prbh.g_01622	Prbi.g_01957
OG0001531	Prbh.g_01927	Prbi.g_01031
OG0001535	Prbh.g_00772	Prbi.g_00413
OG0001537	Prbh.g_00725	Prbi.g_01279
OG0001538	Prbh.g_01852, Prbh.g_00826	Prbi.g_01751
OG0001541	Prbh.g_00860	Prbi.g_00938
OG0001542	Prbh.g_01899	Prbi.g_01145
OG0001545	Prbh.g_01791	Prbi.g_01303
OG0001552	Prbh.g_00810	Prbi.g_01359
OG0001555	Prbh.g_00063	Prbi.g_01509
OG0001556	Prbh.g_00035	Prbi.g_01469
OG0001560	Prbh.g_00874	Prbi.g_00947
OG0001592	Prbh.g_00077	Prbi.g_01498
OG0001599	Prbh.g_01839	Prbi.g_01545
OG0001616	Prbh.g_01882	Prbi.g_01306, Prbi.g_00153, Prbi.g_01409
OG0001619	Prbh.g_01693	Prbi.g_01871
OG0001625	Prbh.g_01821	Prbi.g_01349, Prbi.g_02016
OG0001626	Prbh.g_00078	Prbi.g_01406
OG0001628	Prbh.g_01348	Prbi.g_01428
OG0001629	Prbh.g_01912	Prbi.g_01480
OG0001632	Prbh.g_01394	Prbi.g_00806
OG0001642	Prbh.g_01917	Prbi.g_00739
OG0001644	Prbh.g_01449	Prbi.g_01265
OG0001650	Prbh.g_00791, Prbh.g_01949	Prbi.g_00723, Prbi.g_00783
OG0001740	Prbh.g_00894	Prbi.g_00967
OG0001788	Prbh.g_00774	Prbi.g_01754
OG0001800	Prbh.g_01859	Prbi.g_01525, Prbi.g_00166
OG0001820	Prbh.g_01805	Prbi.g_01368
OG0001826	Prbh.g_00770	Prbi.g_01367
OG0001834	Prbh.g_01310	Prbi.g_01766, Prbi.g_01321
OG0001853	Prbh.g_01799	Prbi.g_01756
OG0001855	Prbh.g_01802	Prbi.g_01537
OG0001868	Prbh.g_01402	Prbi.g_01307
OG0001884	Prbh.g_01800	Prbi.g_01757
OG0001885	Prbh.g_01801	Prbi.g_01758
OG0001989	Prbh.g_01916	Prbi.g_00738
OG0002023	Prbh.g_00040	Prbi.g_01470
OG0002122	Prbh.g_01915	Prbi.g_00737
OG0002303	Prbh.g_01432	Prbi.g_02022
OG0002323	Prbh.g_00072	Prbi.g_01505, Prbi.g_01506
OG0003004	Prbh.g_00057	Prbi.g_01494
OG0003296	Prbh.g_01435	Prbi.g_01283, Prbi.g_01566
OG0003298	Prbh.g_01946	Prbi.g_00066
OG0003475	Prbh.g_01436	Prbi.g_01416
