Orthogroup	Prbh	Praf
OG0001118	Prbh.g_01677	Praf.g_02153
OG0001119	Prbh.g_01676	Praf.g_02152
OG0001120	Prbh.g_01675	Praf.g_02151
OG0001121	Prbh.g_01674	Praf.g_02150
OG0001122	Prbh.g_01673	Praf.g_02149
OG0001123	Prbh.g_01672	Praf.g_02148
OG0001124	Prbh.g_01671	Praf.g_02147
OG0001125	Prbh.g_01670	Praf.g_02146
OG0001126	Prbh.g_01669	Praf.g_02145
OG0001127	Prbh.g_01668	Praf.g_02144
OG0001128	Prbh.g_01667	Praf.g_02143
OG0001129	Prbh.g_01666	Praf.g_02142
OG0001130	Prbh.g_01665	Praf.g_02141
OG0001131	Prbh.g_01664	Praf.g_02140
OG0001132	Prbh.g_01663	Praf.g_02139
OG0001133	Prbh.g_01662	Praf.g_02138
OG0001134	Prbh.g_01661	Praf.g_02137
OG0001135	Prbh.g_01660	Praf.g_02136
OG0001136	Prbh.g_01659	Praf.g_02135
OG0001137	Prbh.g_01658	Praf.g_02134
OG0001138	Prbh.g_01657	Praf.g_02133
OG0001139	Prbh.g_01656	Praf.g_02132
OG0001140	Prbh.g_01655	Praf.g_02131
OG0001141	Prbh.g_01653	Praf.g_02128
OG0001142	Prbh.g_01652	Praf.g_02127
OG0001143	Prbh.g_01651	Praf.g_02126
OG0001144	Prbh.g_01649	Praf.g_02124
OG0001145	Prbh.g_01647	Praf.g_02122
OG0001146	Prbh.g_01646	Praf.g_02121
OG0001147	Prbh.g_01643	Praf.g_02118
OG0001148	Prbh.g_01642	Praf.g_02117
OG0001149	Prbh.g_01641	Praf.g_02112
OG0001150	Prbh.g_01638	Praf.g_02109
OG0001151	Prbh.g_01637	Praf.g_02108
OG0001152	Prbh.g_01636	Praf.g_02107
OG0001153	Prbh.g_01635	Praf.g_02106
OG0001154	Prbh.g_01634	Praf.g_02105
OG0001155	Prbh.g_01633	Praf.g_02104
OG0001156	Prbh.g_01632	Praf.g_02103
OG0001157	Prbh.g_01630	Praf.g_02101
OG0001158	Prbh.g_01628	Praf.g_02099
OG0001159	Prbh.g_01627	Praf.g_02097
OG0001160	Prbh.g_01626	Praf.g_02096
OG0001161	Prbh.g_01621	Praf.g_02082
OG0001162	Prbh.g_01620	Praf.g_02081
OG0001163	Prbh.g_01619	Praf.g_02079
OG0001164	Prbh.g_01618	Praf.g_02078
OG0001165	Prbh.g_01617	Praf.g_02077
OG0001166	Prbh.g_01616	Praf.g_02076
OG0001167	Prbh.g_01615	Praf.g_02075
OG0001168	Prbh.g_01613	Praf.g_02372
OG0001169	Prbh.g_01612	Praf.g_02375
OG0001170	Prbh.g_01608	Praf.g_02383
OG0001171	Prbh.g_01607	Praf.g_02384
OG0001172	Prbh.g_01606	Praf.g_02386
OG0001173	Prbh.g_01604	Praf.g_02388
OG0001174	Prbh.g_01602	Praf.g_02391
OG0001175	Prbh.g_01600	Praf.g_02393
OG0001176	Prbh.g_01598	Praf.g_02395
OG0001177	Prbh.g_01596	Praf.g_02397
OG0001178	Prbh.g_01595	Praf.g_02398
OG0001179	Prbh.g_01594	Praf.g_02399
OG0001180	Prbh.g_01593	Praf.g_00196
OG0001181	Prbh.g_01592	Praf.g_00195
OG0001182	Prbh.g_01591	Praf.g_00194
OG0001183	Prbh.g_01590	Praf.g_00193
OG0001184	Prbh.g_01589	Praf.g_00192
OG0001185	Prbh.g_01588	Praf.g_00191
OG0001186	Prbh.g_01586	Praf.g_00184
OG0001187	Prbh.g_01585	Praf.g_00183
OG0001188	Prbh.g_01584	Praf.g_00182
OG0001189	Prbh.g_01583	Praf.g_00180
OG0001190	Prbh.g_01582	Praf.g_00179
OG0001191	Prbh.g_01580	Praf.g_00177
OG0001192	Prbh.g_01578	Praf.g_00175
OG0001193	Prbh.g_01577	Praf.g_00174
OG0001194	Prbh.g_01576	Praf.g_00173
OG0001195	Prbh.g_01574	Praf.g_00165
OG0001196	Prbh.g_01572	Praf.g_00163
OG0001197	Prbh.g_01569	Praf.g_00158
OG0001198	Prbh.g_01568	Praf.g_00157
OG0001199	Prbh.g_01567	Praf.g_00156
OG0001200	Prbh.g_01566	Praf.g_00155
OG0001201	Prbh.g_01565	Praf.g_00154
OG0001202	Prbh.g_01564	Praf.g_00153
OG0001203	Prbh.g_01562	Praf.g_00091
OG0001204	Prbh.g_01560	Praf.g_00089
OG0001205	Prbh.g_01559	Praf.g_00088
OG0001206	Prbh.g_01558	Praf.g_00087
OG0001207	Prbh.g_01557	Praf.g_00083
OG0001208	Prbh.g_01556	Praf.g_00082
OG0001209	Prbh.g_01555	Praf.g_00081
OG0001210	Prbh.g_01554	Praf.g_00077
OG0001211	Prbh.g_01553	Praf.g_00075
OG0001212	Prbh.g_01552	Praf.g_00074
OG0001213	Prbh.g_01551	Praf.g_00072
OG0001214	Prbh.g_01550	Praf.g_00071
OG0001215	Prbh.g_01549	Praf.g_00070
OG0001216	Prbh.g_01548	Praf.g_00069
OG0001217	Prbh.g_01547	Praf.g_00068
OG0001218	Prbh.g_01546	Praf.g_00067
OG0001219	Prbh.g_01545	Praf.g_00064
OG0001220	Prbh.g_01544	Praf.g_00063
OG0001221	Prbh.g_01543	Praf.g_00062
OG0001222	Prbh.g_01541	Praf.g_00060
OG0001223	Prbh.g_01539	Praf.g_00056
OG0001224	Prbh.g_01537	Praf.g_00054
OG0001225	Prbh.g_01535	Praf.g_02656
OG0001226	Prbh.g_01534	Praf.g_02657
OG0001227	Prbh.g_01533	Praf.g_02658
OG0001228	Prbh.g_01532	Praf.g_02659
OG0001229	Prbh.g_01531	Praf.g_02661
OG0001230	Prbh.g_01530	Praf.g_02662
OG0001231	Prbh.g_01529	Praf.g_02663
OG0001232	Prbh.g_01527	Praf.g_02665
OG0001233	Prbh.g_01526	Praf.g_02667
OG0001234	Prbh.g_01525	Praf.g_02669
OG0001235	Prbh.g_01524	Praf.g_02670
OG0001236	Prbh.g_01523	Praf.g_02671
OG0001237	Prbh.g_01520	Praf.g_02674
OG0001238	Prbh.g_01519	Praf.g_02680
OG0001239	Prbh.g_01514	Praf.g_02702
OG0001240	Prbh.g_01513	Praf.g_02716
OG0001241	Prbh.g_01512	Praf.g_02717
OG0001242	Prbh.g_01510	Praf.g_02719
OG0001243	Prbh.g_01509	Praf.g_02720
OG0001244	Prbh.g_01508	Praf.g_02723
OG0001245	Prbh.g_01507	Praf.g_02724
OG0001246	Prbh.g_01506	Praf.g_02728
OG0001247	Prbh.g_01505	Praf.g_02729
OG0001248	Prbh.g_01504	Praf.g_02730
OG0001249	Prbh.g_01503	Praf.g_02743
OG0001250	Prbh.g_01501	Praf.g_02753
OG0001251	Prbh.g_01500	Praf.g_02754
OG0001252	Prbh.g_01499	Praf.g_02755
OG0001253	Prbh.g_01498	Praf.g_02756
OG0001254	Prbh.g_01496	Praf.g_02758
OG0001255	Prbh.g_01495	Praf.g_02759
OG0001256	Prbh.g_01490	Praf.g_02764
OG0001257	Prbh.g_01489	Praf.g_02765
OG0001258	Prbh.g_01488	Praf.g_02766
OG0001259	Prbh.g_01485	Praf.g_02770
OG0001260	Prbh.g_01484	Praf.g_02772
OG0001261	Prbh.g_01483	Praf.g_02773
OG0001262	Prbh.g_01482	Praf.g_02775
OG0001263	Prbh.g_01481	Praf.g_02777
OG0001264	Prbh.g_01480	Praf.g_02779
OG0001265	Prbh.g_01479	Praf.g_02780
OG0001266	Prbh.g_01478	Praf.g_02781
OG0001267	Prbh.g_01477	Praf.g_02782
OG0001268	Prbh.g_01476	Praf.g_02783
OG0001269	Prbh.g_00691	Praf.g_00261
OG0001270	Prbh.g_00643	Praf.g_02418
OG0001271	Prbh.g_00632	Praf.g_02437
OG0001272	Prbh.g_00498	Praf.g_02280
OG0001273	Prbh.g_00440	Praf.g_02055
OG0001274	Prbh.g_00349	Praf.g_00597
OG0001275	Prbh.g_00333	Praf.g_00615
OG0001276	Prbh.g_00240	Praf.g_00738
OG0001278	Prbh.g_01006	Praf.g_01614
OG0001279	Prbh.g_00877	Praf.g_01460
OG0001280	Prbh.g_01124	Praf.g_01333
OG0001281	Prbh.g_01444	Praf.g_00991
OG0001282	Prbh.g_01357	Praf.g_01473
OG0001283	Prbh.g_01889	Praf.g_00989
OG0001285	Prbh.g_01300	Praf.g_01134
OG0001286	Prbh.g_01286	Praf.g_00852
OG0001288	Prbh.g_00143	Praf.g_00976
OG0001289	Prbh.g_00155	Praf.g_00535
OG0001290	Prbh.g_00802	Praf.g_01248
OG0001291	Prbh.g_00205	Praf.g_00639
OG0001292	Prbh.g_01824	Praf.g_01145
OG0001294	Prbh.g_01146	Praf.g_01484
OG0001296	Prbh.g_01790	Praf.g_00492
OG0001297	Prbh.g_01787	Praf.g_00487
OG0001298	Prbh.g_01784	Praf.g_00484
OG0001299	Prbh.g_01714	Praf.g_02197
OG0001300	Prbh.g_01777	Praf.g_00474
OG0001301	Prbh.g_01601	Praf.g_02392
OG0001302	Prbh.g_01570	Praf.g_00159
OG0001303	Prbh.g_01540	Praf.g_00058
OG0001304	Prbh.g_01486	Praf.g_02768
OG0001305	Prbh.g_01898	Praf.g_01095
OG0001306	Prbh.g_00395	Praf.g_01988
OG0001307	Prbh.g_00750	Praf.g_00036
OG0001308	Prbh.g_00711	Praf.g_00318
OG0001309	Prbh.g_00708	Praf.g_00315
OG0001310	Prbh.g_00706	Praf.g_00313
OG0001311	Prbh.g_00690	Praf.g_00260
OG0001313	Prbh.g_00655	Praf.g_02402
OG0001315	Prbh.g_00536	Praf.g_02206
OG0001316	Prbh.g_00527	Praf.g_02234, Praf.g_02225, Praf.g_02218
OG0001319	Prbh.g_01339	Praf.g_01853
OG0001320	Prbh.g_01040	Praf.g_01284
OG0001321	Prbh.g_01035	Praf.g_01278
OG0001326	Prbh.g_01249	Praf.g_00926
OG0001327	Prbh.g_01937	Praf.g_01894
OG0001328	Prbh.g_00410	Praf.g_00017
OG0001329	Prbh.g_01759	Praf.g_00454
OG0001331	Prbh.g_01605	Praf.g_02387
OG0001332	Prbh.g_00640	Praf.g_02429
OG0001333	Prbh.g_00542	Praf.g_00387
OG0001335	Prbh.g_00867	Praf.g_01640
OG0001336	Prbh.g_00850	Praf.g_01105
OG0001337	Prbh.g_00769	Praf.g_00969
OG0001338	Prbh.g_00201	Praf.g_00805
OG0001339	Prbh.g_01378	Praf.g_00789
OG0001340	Prbh.g_01492	Praf.g_02762
OG0001341	Prbh.g_00188	Praf.g_00497
OG0001343	Prbh.g_01786	Praf.g_00486
OG0001344	Prbh.g_01734	Praf.g_00426
OG0001345	Prbh.g_01640	Praf.g_02111
OG0001346	Prbh.g_01579	Praf.g_00176
OG0001347	Prbh.g_01542	Praf.g_00061
OG0001348	Prbh.g_00653	Praf.g_02404
OG0001349	Prbh.g_00663	Praf.g_00217
OG0001351	Prbh.g_00579	Praf.g_02522
OG0001352	Prbh.g_00531	Praf.g_02211
OG0001353	Prbh.g_00518	Praf.g_02252
OG0001354	Prbh.g_00499	Praf.g_02279
OG0001355	Prbh.g_00433	Praf.g_02048
OG0001357	Prbh.g_00398	Praf.g_01991
OG0001358	Prbh.g_00359	Praf.g_01910
OG0001359	Prbh.g_00345	Praf.g_00601
OG0001362	Prbh.g_00252	Praf.g_00722
OG0001363	Prbh.g_00556	Praf.g_02550
OG0001365	Prbh.g_00995	Praf.g_01598
OG0001367	Prbh.g_01112	Praf.g_01351
OG0001368	Prbh.g_01123	Praf.g_01334
OG0001369	Prbh.g_01863	Praf.g_01037
OG0001370	Prbh.g_01862	Praf.g_01038
OG0001371	Prbh.g_01228	Praf.g_00893
OG0001372	Prbh.g_01396	Praf.g_01769
OG0001375	Prbh.g_01744	Praf.g_00436
OG0001377	Prbh.g_01571	Praf.g_00160
OG0001378	Prbh.g_01125	Praf.g_01332
OG0001382	Prbh.g_00645	Praf.g_02414
OG0001385	Prbh.g_00506	Praf.g_02269
OG0001388	Prbh.g_00932	Praf.g_00819
OG0001389	Prbh.g_00373	Praf.g_01958
OG0001391	Prbh.g_00824	Praf.g_00624
OG0001393	Prbh.g_00310	Praf.g_00642
OG0001421	Prbh.g_01063	Praf.g_01421
OG0001422	Prbh.g_01794	Praf.g_00356, Praf.g_01078
OG0001425	Prbh.g_00453	Praf.g_02074
OG0001427	Prbh.g_00308	Praf.g_00644
OG0001436	Prbh.g_01343	Praf.g_01298
OG0001437	Prbh.g_01888	Praf.g_02569
OG0001438	Prbh.g_01491	Praf.g_02763
OG0001439	Prbh.g_01940	Praf.g_00331, Praf.g_01166
OG0001441	Prbh.g_01096	Praf.g_01375
OG0001448	Prbh.g_01463	Praf.g_01665
OG0001450	Prbh.g_01816	Praf.g_00960
OG0001456	Prbh.g_01399	Praf.g_01004
OG0001458	Prbh.g_01521	Praf.g_02673
OG0001463	Prbh.g_00781	Praf.g_00966
OG0001468	Prbh.g_00985	Praf.g_01589
OG0001475	Prbh.g_00200	Praf.g_01297
OG0001481	Prbh.g_01938	Praf.g_01168, Praf.g_02627, Praf.g_01187, Praf.g_00342
OG0001482	Prbh.g_00459	Praf.g_02333
OG0001484	Prbh.g_01838	Praf.g_01576
OG0001485	Prbh.g_01021	Praf.g_01231
OG0001494	Prbh.g_01264	Praf.g_00883
OG0001496	Prbh.g_01367	Praf.g_00803
OG0001501	Prbh.g_01458	Praf.g_01670
OG0001509	Prbh.g_00986	Praf.g_02169
OG0001523	Prbh.g_00893	Praf.g_01496
OG0001528	Prbh.g_00209	Praf.g_00355
OG0001545	Prbh.g_01791	Praf.g_01028
OG0001556	Prbh.g_00035	Praf.g_00097
OG0001559	Prbh.g_01400	Praf.g_02007
OG0001560	Prbh.g_00874	Praf.g_01457
OG0001561	Prbh.g_00990	Praf.g_01593
OG0001562	Prbh.g_00767, Prbh.g_00790	Praf.g_01015
OG0001563	Prbh.g_01337, Prbh.g_00801	Praf.g_01903
OG0001593	Prbh.g_00056	Praf.g_00099
OG0001599	Prbh.g_01839	Praf.g_01953
OG0001600	Prbh.g_01871	Praf.g_00493
OG0001615	Prbh.g_01913	Praf.g_00115
OG0001619	Prbh.g_01693	Praf.g_02174
OG0001621	Prbh.g_00204	Praf.g_02086
OG0001629	Prbh.g_01912, Prbh.g_00068	Praf.g_00110
OG0001632	Prbh.g_01394	Praf.g_02092
OG0001633	Prbh.g_00139	Praf.g_01852
OG0001634	Prbh.g_01896	Praf.g_01114
OG0001642	Prbh.g_01917	Praf.g_01470, Praf.g_01861
OG0001645	Prbh.g_00197	Praf.g_00482
OG0001646	Prbh.g_00203	Praf.g_00946, Praf.g_01089
OG0001647	Prbh.g_01895	Praf.g_01115
OG0001648	Prbh.g_01894	Praf.g_01118
OG0001649	Prbh.g_01893	Praf.g_01119
OG0001703	Prbh.g_00844	Praf.g_01144
OG0001721	Prbh.g_01575	Praf.g_00172
OG0001722	Prbh.g_00852	Praf.g_00954
OG0001723	Prbh.g_00845	Praf.g_00957
OG0001725	Prbh.g_00438	Praf.g_02053
OG0001741	Prbh.g_00742	Praf.g_00051
OG0001743	Prbh.g_00672	Praf.g_00238
OG0001744	Prbh.g_00673	Praf.g_00239
OG0001745	Prbh.g_00683	Praf.g_00252
OG0001747	Prbh.g_01335	Praf.g_00389
OG0001748	Prbh.g_00541	Praf.g_00390
OG0001749	Prbh.g_01736	Praf.g_00428
OG0001750	Prbh.g_01386	Praf.g_00778
OG0001751	Prbh.g_01269	Praf.g_00876
OG0001752	Prbh.g_01251	Praf.g_00924
OG0001753	Prbh.g_00927	Praf.g_01214
OG0001754	Prbh.g_00917	Praf.g_01245
OG0001755	Prbh.g_01137	Praf.g_01324
OG0001756	Prbh.g_01127	Praf.g_01330
OG0001757	Prbh.g_01122	Praf.g_01336
OG0001758	Prbh.g_01082	Praf.g_01396
OG0001759	Prbh.g_01045	Praf.g_01446
OG0001760	Prbh.g_00890	Praf.g_01488
OG0001761	Prbh.g_00958	Praf.g_01535
OG0001762	Prbh.g_01873	Praf.g_01612
OG0001763	Prbh.g_01007	Praf.g_01615
OG0001764	Prbh.g_01014	Praf.g_01628
OG0001765	Prbh.g_00869	Praf.g_01637
OG0001766	Prbh.g_00906	Praf.g_01642
OG0001767	Prbh.g_01189	Praf.g_01740
OG0001768	Prbh.g_00660	Praf.g_01899
OG0001769	Prbh.g_00414	Praf.g_02014
OG0001770	Prbh.g_00447	Praf.g_02067
OG0001771	Prbh.g_00448	Praf.g_02068
OG0001772	Prbh.g_00449	Praf.g_02070
OG0001773	Prbh.g_00450	Praf.g_02071
OG0001774	Prbh.g_00451	Praf.g_02072
OG0001775	Prbh.g_01629	Praf.g_02100
OG0001776	Prbh.g_01645	Praf.g_02120
OG0001777	Prbh.g_00651	Praf.g_02406
OG0001778	Prbh.g_00603	Praf.g_02478
OG0001779	Prbh.g_00597	Praf.g_02496
OG0001780	Prbh.g_01876	Praf.g_02571
OG0001781	Prbh.g_01522	Praf.g_02672
OG0001782	Prbh.g_01518	Praf.g_02681
OG0001783	Prbh.g_01517	Praf.g_02682
OG0001784	Prbh.g_01132	Praf.g_02683
OG0001785	Prbh.g_01511	Praf.g_02718
OG0001786	Prbh.g_01502	Praf.g_02751
OG0001798	Prbh.g_00266	Praf.g_00704
OG0001800	Prbh.g_01859	Praf.g_01076
OG0001801	Prbh.g_00192	Praf.g_00947
OG0001803	Prbh.g_00787	Praf.g_01211
OG0001821	Prbh.g_00033	Praf.g_02276
OG0001830	Prbh.g_01275	Praf.g_00865
OG0001843	Prbh.g_00046	Praf.g_00140
OG0001853	Prbh.g_01799	Praf.g_01061
OG0001866	Prbh.g_00058	Praf.g_00100
OG0001878	Prbh.g_00747	Praf.g_00042
OG0001879	Prbh.g_01587	Praf.g_00186
OG0001880	Prbh.g_00148	Praf.g_00541
OG0001881	Prbh.g_00268	Praf.g_00702
OG0001882	Prbh.g_01259	Praf.g_00915
OG0001883	Prbh.g_01258	Praf.g_00916
OG0001884	Prbh.g_01800	Praf.g_01062
OG0001885	Prbh.g_01801	Praf.g_01063
OG0001886	Prbh.g_00931	Praf.g_01199
OG0001887	Prbh.g_01850	Praf.g_01256
OG0001888	Prbh.g_01043	Praf.g_01288
OG0001889	Prbh.g_01072	Praf.g_01406
OG0001890	Prbh.g_00777	Praf.g_01644
OG0001891	Prbh.g_00429	Praf.g_02040
OG0001892	Prbh.g_00526	Praf.g_02241
OG0001893	Prbh.g_00735	Praf.g_02612
OG0001894	Prbh.g_00736	Praf.g_02613
OG0001895	Prbh.g_00740	Praf.g_02655
OG0001896	Prbh.g_01493	Praf.g_02761
OG0001910	Prbh.g_01183	Praf.g_01746
OG0001915	Prbh.g_01771	Praf.g_00467
OG0001916	Prbh.g_00843	Praf.g_00563
OG0001918	Prbh.g_01214	Praf.g_01697
OG0001919	Prbh.g_00796	Praf.g_01870, Praf.g_02644
OG0001920	Prbh.g_00805	Praf.g_02009
OG0001954	Prbh.g_00047	Praf.g_00141
OG0001955	Prbh.g_00048, Prbh.g_00038	Praf.g_00142
OG0001967	Prbh.g_00832	Praf.g_01216
OG0001968	Prbh.g_00831	Praf.g_01217
OG0001969	Prbh.g_01105	Praf.g_01361
OG0001996	Prbh.g_01141	Praf.g_01647
OG0001998	Prbh.g_01715	Praf.g_02198
OG0001999	Prbh.g_01610	Praf.g_02339, Praf.g_02340
OG0002024	Prbh.g_01926	Praf.g_01468
OG0002031	Prbh.g_01420, Prbh.g_01422	Praf.g_00363
OG0002055	Prbh.g_00071	Praf.g_00114
OG0002076	Prbh.g_00407	Praf.g_02653
OG0002137	Prbh.g_00161	Praf.g_00527
OG0002141	Prbh.g_01625	Praf.g_02095
OG0002275	Prbh.g_01152	Praf.g_01439
OG0002277	Prbh.g_00098	Praf.g_01566
OG0003397	Prbh.g_00036	Praf.g_00103
