Orthogroup	Prap	Prbm
OG0001100	Prap.g_01698	Prbm.g_01964
OG0001101	Prap.g_01697	Prbm.g_01965
OG0001102	Prap.g_01693	Prbm.g_01975
OG0001103	Prap.g_01692	Prbm.g_01974
OG0001104	Prap.g_01689	Prbm.g_01970
OG0001105	Prap.g_01690	Prbm.g_01972
OG0001106	Prap.g_01694	Prbm.g_01968
OG0001107	Prap.g_01695	Prbm.g_01967
OG0001108	Prap.g_01696	Prbm.g_01966
OG0001109	Prap.g_01686	Prbm.g_01990
OG0001110	Prap.g_01684	Prbm.g_01992
OG0001111	Prap.g_01683	Prbm.g_01993
OG0001112	Prap.g_01682	Prbm.g_01994
OG0001113	Prap.g_01681	Prbm.g_01995
OG0001114	Prap.g_01680	Prbm.g_01996
OG0001115	Prap.g_01679	Prbm.g_01997
OG0001116	Prap.g_01678	Prbm.g_01998
OG0001117	Prap.g_01677	Prbm.g_01999
OG0001118	Prap.g_01676	Prbm.g_02000
OG0001119	Prap.g_01675	Prbm.g_02001
OG0001120	Prap.g_01674	Prbm.g_02002
OG0001121	Prap.g_01673	Prbm.g_02003
OG0001122	Prap.g_01672	Prbm.g_02004
OG0001123	Prap.g_01671	Prbm.g_02005
OG0001124	Prap.g_01670	Prbm.g_02006
OG0001125	Prap.g_01669	Prbm.g_02007
OG0001126	Prap.g_01668	Prbm.g_02008
OG0001127	Prap.g_01667	Prbm.g_02009
OG0001128	Prap.g_01666	Prbm.g_02010
OG0001129	Prap.g_01665	Prbm.g_02011
OG0001130	Prap.g_01664	Prbm.g_02012
OG0001131	Prap.g_01663	Prbm.g_02013
OG0001132	Prap.g_01662	Prbm.g_02014
OG0001133	Prap.g_01661	Prbm.g_02015
OG0001134	Prap.g_01660	Prbm.g_02016
OG0001135	Prap.g_01659	Prbm.g_02017
OG0001136	Prap.g_01658	Prbm.g_02018
OG0001137	Prap.g_01657	Prbm.g_02019
OG0001138	Prap.g_01656	Prbm.g_02020
OG0001139	Prap.g_01655	Prbm.g_02021
OG0001140	Prap.g_01654	Prbm.g_02022
OG0001141	Prap.g_01652	Prbm.g_02024
OG0001142	Prap.g_01651	Prbm.g_02025
OG0001143	Prap.g_01650	Prbm.g_02026
OG0001144	Prap.g_01647	Prbm.g_02028
OG0001145	Prap.g_01645	Prbm.g_02030
OG0001146	Prap.g_01644	Prbm.g_02031
OG0001147	Prap.g_01641	Prbm.g_02034
OG0001148	Prap.g_01640	Prbm.g_02035
OG0001149	Prap.g_01639	Prbm.g_02036
OG0001150	Prap.g_01636	Prbm.g_02039
OG0001151	Prap.g_01635	Prbm.g_02040
OG0001152	Prap.g_01634	Prbm.g_02041
OG0001153	Prap.g_01633	Prbm.g_02042
OG0001154	Prap.g_01632	Prbm.g_02043
OG0001155	Prap.g_01631	Prbm.g_02044
OG0001156	Prap.g_01630	Prbm.g_02045
OG0001157	Prap.g_01628	Prbm.g_02048
OG0001158	Prap.g_01626	Prbm.g_02050
OG0001159	Prap.g_01625	Prbm.g_02051
OG0001160	Prap.g_01624	Prbm.g_02052
OG0001161	Prap.g_01620	Prbm.g_02057
OG0001162	Prap.g_01619	Prbm.g_02058
OG0001163	Prap.g_01618	Prbm.g_02059
OG0001164	Prap.g_01617	Prbm.g_02060
OG0001165	Prap.g_01616	Prbm.g_02061
OG0001166	Prap.g_01615	Prbm.g_02062
OG0001167	Prap.g_01614	Prbm.g_02063
OG0001168	Prap.g_01612	Prbm.g_02064
OG0001169	Prap.g_01611	Prbm.g_02065
OG0001170	Prap.g_01607	Prbm.g_02068
OG0001171	Prap.g_01606	Prbm.g_02069
OG0001172	Prap.g_01605	Prbm.g_02070
OG0001173	Prap.g_01603	Prbm.g_02072
OG0001174	Prap.g_01601	Prbm.g_02074
OG0001175	Prap.g_01599	Prbm.g_02076
OG0001176	Prap.g_01597	Prbm.g_02078
OG0001177	Prap.g_01595	Prbm.g_02080
OG0001178	Prap.g_01594	Prbm.g_02081
OG0001179	Prap.g_01593	Prbm.g_02082
OG0001180	Prap.g_01592	Prbm.g_02083
OG0001181	Prap.g_01591	Prbm.g_02084
OG0001182	Prap.g_01590	Prbm.g_02085
OG0001183	Prap.g_01589	Prbm.g_02086
OG0001184	Prap.g_01588	Prbm.g_02087
OG0001185	Prap.g_01587	Prbm.g_02088
OG0001186	Prap.g_01585	Prbm.g_02089
OG0001187	Prap.g_01584	Prbm.g_02090
OG0001188	Prap.g_01583	Prbm.g_02091
OG0001189	Prap.g_01582	Prbm.g_02092
OG0001190	Prap.g_01581	Prbm.g_02093
OG0001191	Prap.g_01579	Prbm.g_02095
OG0001192	Prap.g_01577	Prbm.g_02097
OG0001193	Prap.g_01576	Prbm.g_02098
OG0001194	Prap.g_01575	Prbm.g_02099
OG0001195	Prap.g_01573	Prbm.g_02101
OG0001196	Prap.g_01571	Prbm.g_02103
OG0001197	Prap.g_01568	Prbm.g_02106
OG0001198	Prap.g_01567	Prbm.g_02107
OG0001199	Prap.g_01566	Prbm.g_02108
OG0001200	Prap.g_01565	Prbm.g_02109
OG0001201	Prap.g_01564	Prbm.g_02110
OG0001202	Prap.g_01563	Prbm.g_02111
OG0001203	Prap.g_01561	Prbm.g_02140
OG0001204	Prap.g_01559	Prbm.g_02144
OG0001205	Prap.g_01558	Prbm.g_02145
OG0001206	Prap.g_01557	Prbm.g_02146
OG0001207	Prap.g_01556	Prbm.g_02147
OG0001208	Prap.g_01555	Prbm.g_02148
OG0001209	Prap.g_01554	Prbm.g_02149
OG0001210	Prap.g_01553	Prbm.g_02150
OG0001211	Prap.g_01552	Prbm.g_02151
OG0001212	Prap.g_01551	Prbm.g_02152
OG0001213	Prap.g_01550	Prbm.g_02153
OG0001214	Prap.g_01549	Prbm.g_02154
OG0001215	Prap.g_01548	Prbm.g_02155
OG0001216	Prap.g_01547	Prbm.g_02156
OG0001217	Prap.g_01546	Prbm.g_02157
OG0001218	Prap.g_01545	Prbm.g_02158
OG0001219	Prap.g_01544	Prbm.g_02159
OG0001220	Prap.g_01543	Prbm.g_02160
OG0001221	Prap.g_01542	Prbm.g_02161
OG0001222	Prap.g_01541	Prbm.g_02163
OG0001223	Prap.g_01539	Prbm.g_02165
OG0001224	Prap.g_01537	Prbm.g_02167
OG0001225	Prap.g_01535	Prbm.g_02169
OG0001226	Prap.g_01534	Prbm.g_02170
OG0001227	Prap.g_01533	Prbm.g_02171
OG0001228	Prap.g_01532	Prbm.g_02172
OG0001229	Prap.g_01531	Prbm.g_02173
OG0001230	Prap.g_01530	Prbm.g_02174
OG0001231	Prap.g_01529	Prbm.g_02175
OG0001232	Prap.g_01527	Prbm.g_02177
OG0001233	Prap.g_01526	Prbm.g_02178
OG0001234	Prap.g_01525	Prbm.g_02179
OG0001235	Prap.g_01524	Prbm.g_02180
OG0001236	Prap.g_01523	Prbm.g_02181
OG0001237	Prap.g_01520	Prbm.g_02184
OG0001238	Prap.g_01519	Prbm.g_02185
OG0001239	Prap.g_01515	Prbm.g_02190
OG0001240	Prap.g_01514	Prbm.g_02191
OG0001241	Prap.g_01513	Prbm.g_02192
OG0001242	Prap.g_01511	Prbm.g_02194
OG0001243	Prap.g_01510	Prbm.g_02195
OG0001244	Prap.g_01509	Prbm.g_02196
OG0001245	Prap.g_01508	Prbm.g_02197
OG0001246	Prap.g_01507	Prbm.g_02198
OG0001247	Prap.g_01506	Prbm.g_02199
OG0001248	Prap.g_01505	Prbm.g_02200
OG0001249	Prap.g_01504	Prbm.g_02201
OG0001250	Prap.g_01501	Prbm.g_02208
OG0001251	Prap.g_01500	Prbm.g_02209
OG0001252	Prap.g_01499	Prbm.g_02210
OG0001253	Prap.g_01498	Prbm.g_02211
OG0001254	Prap.g_01496	Prbm.g_02213
OG0001255	Prap.g_01495	Prbm.g_02214
OG0001256	Prap.g_01492	Prbm.g_02217
OG0001257	Prap.g_01491	Prbm.g_02218
OG0001258	Prap.g_01490	Prbm.g_02219
OG0001259	Prap.g_01874	Prbm.g_02222
OG0001260	Prap.g_01873	Prbm.g_02225
OG0001261	Prap.g_01872	Prbm.g_02226
OG0001262	Prap.g_01871	Prbm.g_02227
OG0001263	Prap.g_01870	Prbm.g_02228
OG0001264	Prap.g_01869	Prbm.g_02229
OG0001265	Prap.g_01868	Prbm.g_02230
OG0001266	Prap.g_00056	Prbm.g_02231
OG0001267	Prap.g_00055	Prbm.g_02232
OG0001268	Prap.g_00054	Prbm.g_02233
OG0001269	Prap.g_01086	Prbm.g_00149
OG0001270	Prap.g_01036	Prbm.g_00197
OG0001271	Prap.g_01021	Prbm.g_00209
OG0001272	Prap.g_01429	Prbm.g_00337
OG0001273	Prap.g_01373	Prbm.g_00399
OG0001274	Prap.g_01285	Prbm.g_00508
OG0001275	Prap.g_01269	Prbm.g_00523
OG0001276	Prap.g_01178	Prbm.g_00619
OG0001277	Prap.g_00693	Prbm.g_01023, Prbm.g_01479
OG0001279	Prap.g_00859	Prbm.g_00928
OG0001280	Prap.g_00300	Prbm.g_01037
OG0001281	Prap.g_01129	Prbm.g_01945
OG0001282	Prap.g_00542	Prbm.g_00937
OG0001283	Prap.g_00506	Prbm.g_01269
OG0001284	Prap.g_00597	Prbm.g_01139
OG0001285	Prap.g_00474	Prbm.g_01566
OG0001286	Prap.g_00459	Prbm.g_01552
OG0001287	Prap.g_00890	Prbm.g_02115
OG0001288	Prap.g_00164	Prbm.g_01751
OG0001289	Prap.g_00177	Prbm.g_01763
OG0001290	Prap.g_01120	Prbm.g_00893
OG0001291	Prap.g_00238	Prbm.g_00552
OG0001292	Prap.g_01907	Prbm.g_01801
OG0001293	Prap.g_00531	Prbm.g_01080
OG0001294	Prap.g_00321	Prbm.g_01804
OG0001295	Prap.g_01820	Prbm.g_01409, Prbm.g_01813, Prbm.g_01923
OG0001296	Prap.g_01788	Prbm.g_01833
OG0001297	Prap.g_01784	Prbm.g_01837
OG0001298	Prap.g_01781	Prbm.g_01840
OG0001299	Prap.g_01710	Prbm.g_01952
OG0001300	Prap.g_01774	Prbm.g_01345
OG0001301	Prap.g_01600	Prbm.g_02075
OG0001302	Prap.g_01569	Prbm.g_02105
OG0001303	Prap.g_01540	Prbm.g_02164
OG0001304	Prap.g_01488	Prbm.g_02221
OG0001305	Prap.g_01906	Prbm.g_01156
OG0001306	Prap.g_01329	Prbm.g_00447
OG0001307	Prap.g_00924	Prbm.g_00030
OG0001308	Prap.g_00879	Prbm.g_00128
OG0001309	Prap.g_00876	Prbm.g_00131
OG0001311	Prap.g_01085	Prbm.g_00150
OG0001312	Prap.g_01055	Prbm.g_00178
OG0001313	Prap.g_01048	Prbm.g_00185
OG0001314	Prap.g_00970	Prbm.g_00259
OG0001315	Prap.g_01468	Prbm.g_00304
OG0001316	Prap.g_01459	Prbm.g_00311
OG0001317	Prap.g_00541	Prbm.g_01071
OG0001318	Prap.g_00390	Prbm.g_00668
OG0001319	Prap.g_00519	Prbm.g_00785
OG0001320	Prap.g_00699	Prbm.g_01055
OG0001321	Prap.g_00704	Prbm.g_01060
OG0001322	Prap.g_01502	Prbm.g_02207
OG0001323	Prap.g_01538	Prbm.g_02166
OG0001324	Prap.g_00607	Prbm.g_01398, Prbm.g_01388
OG0001325	Prap.g_00035	Prbm.g_01314
OG0001326	Prap.g_00423	Prbm.g_01515
OG0001327	Prap.g_01926	Prbm.g_01632
OG0001328	Prap.g_01344	Prbm.g_00789
OG0001330	Prap.g_01720	Prbm.g_01897
OG0001331	Prap.g_01604	Prbm.g_02071
OG0001332	Prap.g_01033	Prbm.g_00201
OG0001333	Prap.g_01474	Prbm.g_00298
OG0001334	Prap.g_01919	Prbm.g_01574
OG0001335	Prap.g_00870	Prbm.g_00918
OG0001336	Prap.g_00667	Prbm.g_00118
OG0001337	Prap.g_00647	Prbm.g_01311
OG0001338	Prap.g_00227	Prbm.g_01604
OG0001340	Prap.g_01493	Prbm.g_02215
OG0001341	Prap.g_00210	Prbm.g_01797
OG0001343	Prap.g_01783	Prbm.g_01838
OG0001344	Prap.g_01731	Prbm.g_01886
OG0001345	Prap.g_01638	Prbm.g_02037
OG0001346	Prap.g_01578	Prbm.g_02096
OG0001348	Prap.g_01046	Prbm.g_00188
OG0001350	Prap.g_00580	Prbm.g_01098
OG0001360	Prap.g_01258	Prbm.g_00543
OG0001361	Prap.g_01253	Prbm.g_00548
OG0001366	Prap.g_00662	Prbm.g_00909
OG0001369	Prap.g_01878	Prbm.g_01915
OG0001370	Prap.g_01877	Prbm.g_01916
OG0001372	Prap.g_00610	Prbm.g_01171
OG0001373	Prap.g_00196	Prbm.g_01783
OG0001374	Prap.g_00894	Prbm.g_00952
OG0001378	Prap.g_00301	Prbm.g_01038
OG0001379	Prap.g_00884	Prbm.g_00124
OG0001380	Prap.g_00882	Prbm.g_00125
OG0001381	Prap.g_01091	Prbm.g_00144
OG0001383	Prap.g_01478	Prbm.g_00294
OG0001384	Prap.g_01454	Prbm.g_00316
OG0001386	Prap.g_00162	Prbm.g_01749
OG0001388	Prap.g_00803	Prbm.g_01067
OG0001389	Prap.g_01309	Prbm.g_00481
OG0001390	Prap.g_01303	Prbm.g_00489
OG0001392	Prap.g_01256	Prbm.g_00545
OG0001394	Prap.g_00359	Prbm.g_00698
OG0001395	Prap.g_00827	Prbm.g_00708
OG0001396	Prap.g_00825	Prbm.g_00710
OG0001397	Prap.g_00819	Prbm.g_00717
OG0001398	Prap.g_00342	Prbm.g_00747
OG0001399	Prap.g_00689	Prbm.g_00954
OG0001400	Prap.g_00663	Prbm.g_00908
OG0001401	Prap.g_00661	Prbm.g_00910
OG0001402	Prap.g_00853	Prbm.g_00934
OG0001403	Prap.g_00850	Prbm.g_00938
OG0001404	Prap.g_01817	Prbm.g_01273
OG0001405	Prap.g_00312	Prbm.g_01046
OG0001406	Prap.g_00712	Prbm.g_00884
OG0001407	Prap.g_00671	Prbm.g_00907
OG0001408	Prap.g_00528	Prbm.g_00900
OG0001409	Prap.g_00040	Prbm.g_01135
OG0001410	Prap.g_00471	Prbm.g_01564
OG0001411	Prap.g_00599	Prbm.g_01180
OG0001412	Prap.g_00562	Prbm.g_01612
OG0001413	Prap.g_00315	Prbm.g_01112
OG0001414	Prap.g_00060	Prbm.g_01661
OG0001415	Prap.g_00163	Prbm.g_01750
OG0001416	Prap.g_00166	Prbm.g_01754
OG0001417	Prap.g_00211	Prbm.g_01798
OG0001418	Prap.g_01858	Prbm.g_01137
OG0001421	Prap.g_00676	Prbm.g_00966
OG0001423	Prap.g_00007, Prap.g_00646, Prap.g_00536	Prbm.g_01168, Prbm.g_01187
OG0001424	Prap.g_00509	Prbm.g_02056
OG0001426	Prap.g_00316	Prbm.g_00109
OG0001428	Prap.g_00625	Prbm.g_01339
OG0001429	Prap.g_00598	Prbm.g_01155
OG0001430	Prap.g_00684	Prbm.g_00958
OG0001431	Prap.g_00659	Prbm.g_01937
OG0001432	Prap.g_00654	Prbm.g_00915
OG0001433	Prap.g_00616	Prbm.g_00770
OG0001434	Prap.g_00620	Prbm.g_01196
OG0001435	Prap.g_00214	Prbm.g_01918
OG0001437	Prap.g_01921	Prbm.g_01122
OG0001440	Prap.g_01843	Prbm.g_01819
OG0001441	Prap.g_00267	Prbm.g_00998
OG0001443	Prap.g_00038	Prbm.g_00899
OG0001444	Prap.g_00527	Prbm.g_00781
OG0001445	Prap.g_00492	Prbm.g_01109
OG0001446	Prap.g_01791	Prbm.g_01433, Prbm.g_01145
OG0001449	Prap.g_01894	Prbm.g_01286
OG0001451	Prap.g_00475	Prbm.g_01567
OG0001452	Prap.g_00436	Prbm.g_01528
OG0001453	Prap.g_01890	Prbm.g_01655
OG0001454	Prap.g_01889	Prbm.g_01656
OG0001455	Prap.g_00482	Prbm.g_01657
OG0001456	Prap.g_01896	Prbm.g_00761
OG0001458	Prap.g_01521	Prbm.g_02183
OG0001462	Prap.g_00507	Prbm.g_01074
OG0001463	Prap.g_00629	Prbm.g_01108
OG0001465	Prap.g_01179	Prbm.g_00396
OG0001467	Prap.g_01947	Prbm.g_00117
OG0001474	Prap.g_00520	Prbm.g_00898
OG0001475	Prap.g_00226	Prbm.g_01315
OG0001477	Prap.g_01855	Prbm.g_01587
OG0001477	Prap.g_01825	Prbm.g_01909
OG0001479	Prap.g_00458	Prbm.g_01551
OG0001486	Prap.g_00690	Prbm.g_00953
OG0001487	Prap.g_00349	Prbm.g_00804
OG0001495	Prap.g_01884	Prbm.g_00486
OG0001499	Prap.g_01112	Prbm.g_00079
OG0001500	Prap.g_00838	Prbm.g_00949
OG0001501	Prap.g_01143	Prbm.g_00655
OG0001503	Prap.g_00998	Prbm.g_00231
OG0001506	Prap.g_01909	Prbm.g_00090, Prbm.g_00470
OG0001509	Prap.g_00749	Prbm.g_00847
OG0001523	Prap.g_00843	Prbm.g_00945
OG0001524	Prap.g_01901	Prbm.g_01347
OG0001527	Prap.g_01814	Prbm.g_00086
OG0001528	Prap.g_01923	Prbm.g_01917
OG0001535	Prap.g_01905	Prbm.g_01285
OG0001536	Prap.g_01792	Prbm.g_01146, Prbm.g_01432
OG0001538	Prap.g_01859, Prap.g_00018	Prbm.g_01250
OG0001541	Prap.g_00656	Prbm.g_00913
OG0001545	Prap.g_01793	Prbm.g_01431, Prbm.g_01147
OG0001546	Prap.g_00622, Prap.g_00595	Prbm.g_01152
OG0001550	Prap.g_00718	Prbm.g_00876
OG0001559	Prap.g_01902	Prbm.g_01184
OG0001560	Prap.g_00862	Prbm.g_00925
OG0001561	Prap.g_00745	Prbm.g_00851
OG0001562	Prap.g_00008, Prap.g_00645	Prbm.g_01360
OG0001563	Prap.g_00515, Prap.g_00605	Prbm.g_02054
OG0001564	Prap.g_00516	Prbm.g_00093, Prbm.g_01227, Prbm.g_01827, Prbm.g_01641
OG0001570	Prap.g_01304	Prbm.g_01208
OG0001573	Prap.g_00019	Prbm.g_01193
OG0001599	Prap.g_00898	Prbm.g_00071
OG0001600	Prap.g_00517	Prbm.g_01919
OG0001621	Prap.g_00230	Prbm.g_01976
OG0001627	Prap.g_00537	Prbm.g_01185
OG0001633	Prap.g_00161	Prbm.g_01748
OG0001634	Prap.g_00590	Prbm.g_01832
OG0001645	Prap.g_00221	Prbm.g_01320
OG0001646	Prap.g_00229	Prbm.g_01939
OG0001647	Prap.g_00589	Prbm.g_01831
OG0001648	Prap.g_00588	Prbm.g_01830
OG0001649	Prap.g_00587	Prbm.g_01829
OG0001650	Prap.g_00644	Prbm.g_01169
OG0001704	Prap.g_00895	Prbm.g_02122, Prbm.g_02124
OG0001721	Prap.g_01574	Prbm.g_02100
OG0001722	Prap.g_00666	Prbm.g_01078
OG0001723	Prap.g_00672	Prbm.g_00115
OG0001725	Prap.g_01371	Prbm.g_00401
OG0001726	Prap.g_00648, Prap.g_01920	Prbm.g_01177
OG0001741	Prap.g_00914	Prbm.g_00050
OG0001743	Prap.g_01065	Prbm.g_00168
OG0001744	Prap.g_01066	Prbm.g_00167
OG0001745	Prap.g_01077	Prbm.g_00157
OG0001747	Prap.g_00513	Prbm.g_01824
OG0001748	Prap.g_01473	Prbm.g_00299
OG0001749	Prap.g_01733	Prbm.g_01884
OG0001750	Prap.g_00575	Prbm.g_01623
OG0001751	Prap.g_00443	Prbm.g_01535
OG0001752	Prap.g_00425	Prbm.g_01517
OG0001753	Prap.g_00808	Prbm.g_00729
OG0001754	Prap.g_00818	Prbm.g_00718
OG0001755	Prap.g_00313	Prbm.g_01047
OG0001756	Prap.g_00303	Prbm.g_01040
OG0001757	Prap.g_00297	Prbm.g_01036
OG0001758	Prap.g_00253	Prbm.g_00984
OG0001759	Prap.g_00694	Prbm.g_01050
OG0001760	Prap.g_00846	Prbm.g_00942
OG0001761	Prap.g_00778	Prbm.g_00819
OG0001762	Prap.g_01908	Prbm.g_00098
OG0001763	Prap.g_00729	Prbm.g_01643
OG0001764	Prap.g_00722	Prbm.g_00872
OG0001765	Prap.g_00868	Prbm.g_00920
OG0001766	Prap.g_00829	Prbm.g_00705
OG0001767	Prap.g_00362	Prbm.g_00695
OG0001768	Prap.g_01053	Prbm.g_00180
OG0001769	Prap.g_01348	Prbm.g_00424
OG0001770	Prap.g_01380	Prbm.g_00387
OG0001771	Prap.g_01381	Prbm.g_00386
OG0001772	Prap.g_01382	Prbm.g_00385
OG0001773	Prap.g_01383	Prbm.g_00384
OG0001774	Prap.g_01384	Prbm.g_00383
OG0001775	Prap.g_01627	Prbm.g_02049
OG0001776	Prap.g_01643	Prbm.g_02032
OG0001777	Prap.g_01044	Prbm.g_00190
OG0001778	Prap.g_00990	Prbm.g_00239
OG0001779	Prap.g_00984	Prbm.g_00245
OG0001780	Prap.g_00547	Prbm.g_00892
OG0001781	Prap.g_01522	Prbm.g_02182
OG0001782	Prap.g_01518	Prbm.g_02186
OG0001783	Prap.g_01517	Prbm.g_02187
OG0001784	Prap.g_00308	Prbm.g_00890
OG0001785	Prap.g_01512	Prbm.g_02193
OG0001786	Prap.g_01503	Prbm.g_02206
OG0001801	Prap.g_00215	Prbm.g_00902
OG0001802	Prap.g_01847	Prbm.g_00046
OG0001803	Prap.g_00603	Prbm.g_01589
OG0001804	Prap.g_00290	Prbm.g_01030
OG0001805	Prap.g_00665	Prbm.g_01069, Prbm.g_00107
OG0001829	Prap.g_00461	Prbm.g_01554
OG0001830	Prap.g_00449	Prbm.g_01541
OG0001831	Prap.g_00604	Prbm.g_01073
OG0001833	Prap.g_01124	Prbm.g_01364
OG0001834	Prap.g_00483	Prbm.g_01654
OG0001852	Prap.g_00016	Prbm.g_01266
OG0001853	Prap.g_01801	Prbm.g_01903
OG0001855	Prap.g_01864	Prbm.g_01904
OG0001876	Prap.g_01807	Prbm.g_00082
OG0001884	Prap.g_01802	Prbm.g_01902
OG0001885	Prap.g_01803	Prbm.g_01901
OG0001897	Prap.g_00658	Prbm.g_00912
OG0001898	Prap.g_01799	Prbm.g_01318
OG0001899	Prap.g_00489	Prbm.g_01580
OG0001900	Prap.g_01900	Prbm.g_01821
OG0001921	Prap.g_00231	Prbm.g_01296
OG0001923	Prap.g_00626	Prbm.g_00103
OG0001924	Prap.g_00670	Prbm.g_00110
OG0001925	Prap.g_01377	Prbm.g_00389
OG0001926	Prap.g_01299	Prbm.g_00493
OG0001927	Prap.g_01271	Prbm.g_00521
OG0001928	Prap.g_00792	Prbm.g_00741
OG0001929	Prap.g_00332	Prbm.g_00757
OG0001930	Prap.g_01910	Prbm.g_00880
OG0001931	Prap.g_00318	Prbm.g_01066
OG0001932	Prap.g_00602	Prbm.g_01343
OG0001933	Prap.g_00026	Prbm.g_01349
OG0001935	Prap.g_01131	Prbm.g_01486
OG0001936	Prap.g_01132	Prbm.g_01487
OG0001937	Prap.g_00201	Prbm.g_01788
OG0001938	Prap.g_01879	Prbm.g_01914
OG0001939	Prap.g_00487	Prbm.g_01943
OG0001940	Prap.g_00001	Prbm.g_01977
OG0001941	Prap.g_01610	Prbm.g_02066
OG0001961	Prap.g_01885	Prbm.g_01644
OG0001966	Prap.g_01808	Prbm.g_01372
OG0001974	Prap.g_01426	Prbm.g_01371
OG0001975	Prap.g_01916	Prbm.g_01521
OG0001976	Prap.g_00824	Prbm.g_01651
OG0001977	Prap.g_01804	Prbm.g_01941
OG0002003	Prap.g_00523	Prbm.g_01090
OG0002004	Prap.g_00021	Prbm.g_01099
OG0002005	Prap.g_00540	Prbm.g_01138
OG0002006	Prap.g_01904	Prbm.g_01341
OG0002007	Prap.g_00479	Prbm.g_01572
OG0002008	Prap.g_00674	Prbm.g_01820
OG0002010	Prap.g_00529	Prbm.g_00464
OG0002042	Prap.g_01822	Prbm.g_00092
OG0002045	Prap.g_00508	Prbm.g_01474
OG0002069	Prap.g_01795	Prbm.g_01421
OG0002082	Prap.g_01353	Prbm.g_00418
OG0002083	Prap.g_00235	Prbm.g_01127
OG0002085	Prap.g_00621	Prbm.g_01330
OG0002086	Prap.g_00630	Prbm.g_01253
OG0002088	Prap.g_00476	Prbm.g_01570
OG0002090	Prap.g_01856	Prbm.g_01942
OG0002151	Prap.g_00668	Prbm.g_00905
OG0002310	Prap.g_00632	Prbm.g_01446
