Orthogroup	Syak	Prae
OG0001173	Syak.g_01387	Prae.g_01690
OG0001174	Syak.g_01379	Prae.g_01698
OG0001175	Syak.g_01378	Prae.g_01699
OG0001176	Syak.g_01354	Prae.g_01706
OG0001177	Syak.g_01356	Prae.g_01709
OG0001178	Syak.g_02411	Prae.g_01714
OG0001179	Syak.g_01324	Prae.g_01742
OG0001181	Syak.g_01296	Prae.g_01769
OG0001182	Syak.g_01287	Prae.g_01776
OG0001183	Syak.g_01282	Prae.g_01780
OG0001184	Syak.g_01571	Prae.g_01796
OG0001185	Syak.g_01643	Prae.g_01810
OG0001186	Syak.g_01709	Prae.g_01833
OG0001187	Syak.g_01712	Prae.g_01837
OG0001188	Syak.g_01714	Prae.g_01839
OG0001189	Syak.g_01736	Prae.g_01856
OG0001190	Syak.g_01942	Prae.g_01860
OG0001191	Syak.g_01928	Prae.g_01870
OG0001192	Syak.g_01921	Prae.g_01875
OG0001193	Syak.g_01888	Prae.g_01885
OG0001194	Syak.g_01882	Prae.g_01886
OG0001195	Syak.g_01881	Prae.g_01887
OG0001196	Syak.g_01811	Prae.g_01900
OG0001197	Syak.g_01809	Prae.g_01901
OG0001198	Syak.g_01798	Prae.g_01908
OG0001199	Syak.g_02249	Prae.g_00074
OG0001200	Syak.g_02247	Prae.g_00076
OG0001201	Syak.g_02191	Prae.g_00107
OG0001202	Syak.g_02061	Prae.g_00202
OG0001203	Syak.g_02307	Prae.g_00241
OG0001204	Syak.g_01404	Prae.g_00246
OG0001205	Syak.g_01181	Prae.g_00419
OG0001206	Syak.g_01148	Prae.g_00436
OG0001207	Syak.g_02566	Prae.g_00451
OG0001208	Syak.g_02576	Prae.g_00456
OG0001209	Syak.g_02643	Prae.g_00510
OG0001210	Syak.g_02654	Prae.g_00515
OG0001211	Syak.g_02669	Prae.g_00525
OG0001212	Syak.g_02728	Prae.g_00570
OG0001213	Syak.g_00025	Prae.g_00603
OG0001214	Syak.g_00037	Prae.g_00611
OG0001215	Syak.g_00697	Prae.g_00664
OG0001216	Syak.g_00805	Prae.g_00713
OG0001217	Syak.g_00138	Prae.g_00752
OG0001218	Syak.g_01093	Prae.g_00759
OG0001219	Syak.g_00551	Prae.g_00794
OG0001220	Syak.g_00580	Prae.g_00857
OG0001221	Syak.g_00390	Prae.g_00919
OG0001222	Syak.g_00517	Prae.g_00956
OG0001223	Syak.g_00472	Prae.g_00982
OG0001224	Syak.g_00739	Prae.g_01036
OG0001226	Syak.g_02239	Prae.g_01066
OG0001227	Syak.g_00963	Prae.g_01084
OG0001228	Syak.g_00619	Prae.g_01208
OG0001229	Syak.g_00711	Prae.g_01366
OG0001230	Syak.g_01030	Prae.g_01451
OG0001231	Syak.g_01777	Prae.g_01556
OG0001232	Syak.g_02385	Prae.g_01646
OG0001233	Syak.g_02359	Prae.g_01666
OG0001234	Syak.g_01374	Prae.g_01701
OG0001235	Syak.g_01362	Prae.g_01711
OG0001236	Syak.g_01568	Prae.g_01793
OG0001237	Syak.g_01573	Prae.g_01797
OG0001238	Syak.g_01926	Prae.g_01871
OG0001239	Syak.g_02252	Prae.g_00071
OG0001240	Syak.g_02206	Prae.g_00093
OG0001241	Syak.g_02197	Prae.g_00101
OG0001242	Syak.g_02168	Prae.g_00119
OG0001243	Syak.g_02160	Prae.g_00125
OG0001244	Syak.g_02132	Prae.g_00141
OG0001245	Syak.g_00248	Prae.g_00380
OG0001246	Syak.g_02604	Prae.g_00478
OG0001247	Syak.g_00618	Prae.g_00657
OG0001248	Syak.g_00147	Prae.g_00659
OG0001249	Syak.g_01251	Prae.g_00784
OG0001250	Syak.g_00602	Prae.g_00846
OG0001251	Syak.g_01875	Prae.g_00893
OG0001252	Syak.g_00754	Prae.g_01031
OG0001253	Syak.g_00250	Prae.g_01085
OG0001254	Syak.g_00272	Prae.g_01132
OG0001255	Syak.g_00066	Prae.g_01147
OG0001256	Syak.g_02430	Prae.g_01549
OG0001257	Syak.g_02502	Prae.g_01555
OG0001258	Syak.g_02420	Prae.g_01620
OG0001259	Syak.g_02361	Prae.g_01664
OG0001260	Syak.g_02332	Prae.g_01680
OG0001261	Syak.g_01315	Prae.g_01750
OG0001262	Syak.g_01734	Prae.g_01854
OG0001263	Syak.g_02157	Prae.g_00128
OG0001265	Syak.g_02170	Prae.g_00118
OG0001266	Syak.g_02057	Prae.g_00206
OG0001267	Syak.g_01459	Prae.g_00281
OG0001268	Syak.g_01240	Prae.g_00339
OG0001269	Syak.g_02323	Prae.g_00358
OG0001270	Syak.g_01194	Prae.g_00408
OG0001271	Syak.g_01121	Prae.g_00446
OG0001272	Syak.g_02580	Prae.g_00460
OG0001273	Syak.g_00030	Prae.g_00605
OG0001274	Syak.g_01988	Prae.g_00677
OG0001275	Syak.g_00633	Prae.g_00992
OG0001276	Syak.g_00649	Prae.g_01015
OG0001277	Syak.g_01829	Prae.g_01074
OG0001278	Syak.g_00671	Prae.g_01213
OG0001279	Syak.g_00105	Prae.g_01265
OG0001280	Syak.g_00933	Prae.g_01328
OG0001281	Syak.g_00944	Prae.g_01334
OG0001282	Syak.g_02564	Prae.g_01369
OG0001283	Syak.g_01818	Prae.g_01388
OG0001284	Syak.g_02446	Prae.g_01529
OG0001285	Syak.g_02381	Prae.g_01649
OG0001286	Syak.g_01301	Prae.g_01762
OG0001287	Syak.g_01652	Prae.g_01817
OG0001288	Syak.g_01686	Prae.g_01826
OG0001289	Syak.g_02222	Prae.g_00087
OG0001290	Syak.g_02198	Prae.g_00100
OG0001291	Syak.g_02147	Prae.g_00135
OG0001292	Syak.g_01410	Prae.g_00251
OG0001293	Syak.g_01432	Prae.g_00264
OG0001294	Syak.g_00355	Prae.g_00378
OG0001295	Syak.g_00740	Prae.g_00441
OG0001296	Syak.g_02610	Prae.g_00483
OG0001297	Syak.g_02614	Prae.g_00488
OG0001298	Syak.g_02703	Prae.g_00551
OG0001299	Syak.g_00349	Prae.g_00640
OG0001300	Syak.g_00706	Prae.g_00667
OG0001301	Syak.g_00721	Prae.g_00670
OG0001302	Syak.g_00068	Prae.g_00793
OG0001303	Syak.g_00548	Prae.g_00996
OG0001304	Syak.g_00664	Prae.g_01025
OG0001305	Syak.g_00728	Prae.g_01044
OG0001306	Syak.g_00915	Prae.g_01149
OG0001307	Syak.g_00344	Prae.g_01351
OG0001308	Syak.g_01054	Prae.g_01469
OG0001309	Syak.g_02620	Prae.g_01553
OG0001311	Syak.g_00651	Prae.g_01017
OG0001313	Syak.g_01140	Prae.g_00700, Prae.g_00703, Prae.g_00708
OG0001315	Syak.g_01284	Prae.g_00061
OG0001316	Syak.g_02140	Prae.g_00140
OG0001317	Syak.g_02302	Prae.g_00237
OG0001318	Syak.g_01424	Prae.g_00259
OG0001319	Syak.g_01448	Prae.g_00275
OG0001321	Syak.g_01172	Prae.g_00425
OG0001322	Syak.g_01171	Prae.g_00426
OG0001323	Syak.g_02623	Prae.g_00493
OG0001324	Syak.g_00707	Prae.g_00668
OG0001325	Syak.g_00800	Prae.g_00716
OG0001326	Syak.g_01870, Syak.g_01154	Prae.g_00881
OG0001327	Syak.g_00362	Prae.g_01057
OG0001328	Syak.g_00383	Prae.g_01083
OG0001329	Syak.g_00280	Prae.g_01122
OG0001330	Syak.g_00925	Prae.g_01292
OG0001331	Syak.g_02559	Prae.g_01374
OG0001332	Syak.g_02485	Prae.g_01502
OG0001333	Syak.g_02365	Prae.g_01660
OG0001334	Syak.g_01274	Prae.g_01783
OG0001335	Syak.g_01273	Prae.g_01784
OG0001336	Syak.g_01817	Prae.g_01897
OG0001340	Syak.g_01261	Prae.g_00329
OG0001343	Syak.g_01877	Prae.g_00890
OG0001344	Syak.g_00893	Prae.g_01167
OG0001345	Syak.g_00856	Prae.g_01182
OG0001346	Syak.g_00937	Prae.g_01330
OG0001348	Syak.g_00774	Prae.g_01578
OG0001351	Syak.g_01164	Prae.g_00428
OG0001352	Syak.g_00764	Prae.g_00654
OG0001353	Syak.g_00612	Prae.g_00838
OG0001354	Syak.g_00485	Prae.g_00974
OG0001356	Syak.g_00773	Prae.g_01231
OG0001358	Syak.g_00007	Prae.g_00594
OG0001359	Syak.g_01878	Prae.g_00891
OG0001360	Syak.g_00854	Prae.g_01086
OG0001361	Syak.g_00859	Prae.g_01179
OG0001364	Syak.g_01552	Prae.g_01786
OG0001365	Syak.g_01937	Prae.g_01864
OG0001369	Syak.g_02207	Prae.g_00092
OG0001371	Syak.g_02231	Prae.g_00653
OG0001373	Syak.g_01871	Prae.g_00880
OG0001374	Syak.g_01863	Prae.g_00888
OG0001375	Syak.g_01876	Prae.g_00889
OG0001376	Syak.g_01916	Prae.g_01050
OG0001377	Syak.g_01917	Prae.g_01051
OG0001378	Syak.g_01196	Prae.g_01095
OG0001379	Syak.g_00927	Prae.g_01323
OG0001380	Syak.g_00237	Prae.g_01356
OG0001382	Syak.g_01169	Prae.g_01570
OG0001385	Syak.g_01874	Prae.g_00877
OG0001386	Syak.g_01873	Prae.g_00878
OG0001387	Syak.g_01872	Prae.g_00879
OG0001388	Syak.g_01869	Prae.g_00882
OG0001389	Syak.g_01868	Prae.g_00883
OG0001390	Syak.g_01867	Prae.g_00884
OG0001391	Syak.g_01866	Prae.g_00885
OG0001392	Syak.g_01865	Prae.g_00886
OG0001393	Syak.g_01864	Prae.g_00887
OG0001395	Syak.g_00789	Prae.g_01027
OG0001398	Syak.g_00571	Prae.g_01583
OG0001399	Syak.g_01977, Syak.g_01103	Prae.g_01703
OG0001401	Syak.g_00608	Prae.g_00687
OG0001402	Syak.g_00012	Prae.g_00767
OG0001405	Syak.g_01271	Prae.g_00327
OG0001406	Syak.g_01915	Prae.g_01049
OG0001408	Syak.g_00087	Prae.g_01069
OG0001409	Syak.g_00878	Prae.g_01170
OG0001410	Syak.g_00343	Prae.g_01352
OG0001413	Syak.g_00103	Prae.g_01544
OG0001416	Syak.g_00941	Prae.g_00433
OG0001417	Syak.g_00486	Prae.g_00443
OG0001420	Syak.g_00997, Syak.g_02635	Prae.g_01104
OG0001422	Syak.g_00928	Prae.g_01576
OG0001425	Syak.g_01922	Prae.g_01874
OG0001429	Syak.g_00547	Prae.g_00795
OG0001430	Syak.g_01949, Syak.g_00314	Prae.g_01287
OG0001432	Syak.g_00095	Prae.g_01542
OG0001433	Syak.g_00771	Prae.g_01232
OG0001436	Syak.g_01546, Syak.g_01547	Prae.g_01418
OG0001438	Syak.g_01475	Prae.g_00294
OG0001439	Syak.g_01506	Prae.g_00308
OG0001442	Syak.g_00415	Prae.g_00741
OG0001447	Syak.g_02159	Prae.g_00126
OG0001448	Syak.g_00121	Prae.g_00366
OG0001449	Syak.g_01401	Prae.g_00394
OG0001452	Syak.g_01419	Prae.g_00895
OG0001453	Syak.g_00465	Prae.g_00986
OG0001454	Syak.g_00249	Prae.g_01079
OG0001456	Syak.g_01855	Prae.g_01140
OG0001457	Syak.g_01854	Prae.g_01141
OG0001458	Syak.g_01853	Prae.g_01142
OG0001459	Syak.g_00311	Prae.g_01277
OG0001460	Syak.g_00770	Prae.g_01233
OG0001461	Syak.g_00276	Prae.g_01228
OG0001462	Syak.g_01750	Prae.g_00034
OG0001464	Syak.g_01260	Prae.g_00330
OG0001465	Syak.g_00775	Prae.g_00676
OG0001467	Syak.g_01022	Prae.g_00785
OG0001471	Syak.g_01501	Prae.g_01545
OG0001473	Syak.g_00102	Prae.g_01834
OG0001474	Syak.g_01239	Prae.g_00340
OG0001480	Syak.g_00084	Prae.g_00368
OG0001482	Syak.g_00476	Prae.g_00431
OG0001486	Syak.g_00900	Prae.g_01161
OG0001492	Syak.g_00668	Prae.g_01210
OG0001493	Syak.g_00676	Prae.g_01218
OG0001495	Syak.g_01357	Prae.g_01708
OG0001502	Syak.g_00586	Prae.g_00776
OG0001504	Syak.g_00310	Prae.g_01278
OG0001520	Syak.g_02689	Prae.g_00389
OG0001525	Syak.g_00091	Prae.g_01561
OG0001546	Syak.g_02627	Prae.g_00498
OG0001547	Syak.g_00564	Prae.g_00778
OG0001549	Syak.g_00577	Prae.g_00864
OG0001551	Syak.g_00689	Prae.g_01139
OG0001553	Syak.g_01037	Prae.g_01456
OG0001554	Syak.g_01945	Prae.g_01551
OG0001556	Syak.g_00845	Prae.g_01237
OG0001558	Syak.g_01774	Prae.g_00690
OG0001567	Syak.g_00565	Prae.g_00777
OG0001568	Syak.g_00562	Prae.g_00779
OG0001570	Syak.g_00574	Prae.g_01106
OG0001582	Syak.g_00231	Prae.g_00442
OG0001602	Syak.g_00776	Prae.g_00675
OG0001625	Syak.g_01426	Prae.g_00261
OG0001633	Syak.g_00662	Prae.g_01365
OG0001635	Syak.g_01690	Prae.g_01601
OG0001652	Syak.g_01776	Prae.g_00688
OG0001666	Syak.g_00212	Prae.g_01276
OG0001671	Syak.g_02002	Prae.g_00695
OG0001700	Syak.g_00320, Syak.g_00570	Prae.g_01234
OG0001745	Syak.g_00281	Prae.g_01541
OG0001749	Syak.g_01539	Prae.g_01394
OG0001991	Syak.g_00381	Prae.g_01254
OG0001995	Syak.g_00962	Prae.g_01259
OG0002029	Syak.g_01128	Prae.g_01275
OG0002380	Syak.g_00175	Prae.g_00397
OG0002487	Syak.g_00128	Prae.g_01603
OG0002692	Syak.g_00245	Prae.g_01585
OG0002700	Syak.g_02288	Prae.g_00707
OG0002787	Syak.g_00301	Prae.g_01301
OG0002788	Syak.g_00302	Prae.g_01302
OG0002789	Syak.g_00303	Prae.g_01303
OG0002790	Syak.g_00304	Prae.g_01304
OG0002791	Syak.g_00305	Prae.g_01305
OG0002792	Syak.g_00306	Prae.g_01306
OG0002793	Syak.g_00307	Prae.g_01307
OG0003666	Syak.g_00321	Prae.g_01252
OG0005392	Syak.g_00322	Prae.g_01429
