Orthogroup	Syak	Praw
OG0001173	Syak.g_01387	Praw.g_01913
OG0001174	Syak.g_01379	Praw.g_01905
OG0001175	Syak.g_01378	Praw.g_01904
OG0001176	Syak.g_01354	Praw.g_01897
OG0001177	Syak.g_01356	Praw.g_01895
OG0001178	Syak.g_02411	Praw.g_01890
OG0001179	Syak.g_01324	Praw.g_00112
OG0001181	Syak.g_01296	Praw.g_00086
OG0001182	Syak.g_01287	Praw.g_00079
OG0001183	Syak.g_01282	Praw.g_00075
OG0001184	Syak.g_01571	Praw.g_00059
OG0001185	Syak.g_01643	Praw.g_00045
OG0001186	Syak.g_01709	Praw.g_00021
OG0001187	Syak.g_01712	Praw.g_00017
OG0001188	Syak.g_01714	Praw.g_00015
OG0001189	Syak.g_01736	Praw.g_01191
OG0001190	Syak.g_01942	Praw.g_01187
OG0001191	Syak.g_01928	Praw.g_01177
OG0001192	Syak.g_01921	Praw.g_01172
OG0001193	Syak.g_01888	Praw.g_01162
OG0001194	Syak.g_01882	Praw.g_01161
OG0001195	Syak.g_01881	Praw.g_01160
OG0001196	Syak.g_01811	Praw.g_01147
OG0001197	Syak.g_01809	Praw.g_01146
OG0001198	Syak.g_01798	Praw.g_01139
OG0001199	Syak.g_02249	Praw.g_01360
OG0001200	Syak.g_02247	Praw.g_01358
OG0001201	Syak.g_02191	Praw.g_01327
OG0001202	Syak.g_02061	Praw.g_01236
OG0001203	Syak.g_02307	Praw.g_01197
OG0001204	Syak.g_01404	Praw.g_00890
OG0001205	Syak.g_01181	Praw.g_00702
OG0001206	Syak.g_01148	Praw.g_00685
OG0001207	Syak.g_02566	Praw.g_00670
OG0001209	Syak.g_02643	Praw.g_00613
OG0001210	Syak.g_02654	Praw.g_00608
OG0001211	Syak.g_02669	Praw.g_00598
OG0001212	Syak.g_02728	Praw.g_01942
OG0001213	Syak.g_00025	Praw.g_00165
OG0001214	Syak.g_00037	Praw.g_01885
OG0001215	Syak.g_00697	Praw.g_01832
OG0001216	Syak.g_00805	Praw.g_01807
OG0001217	Syak.g_00138	Praw.g_01759
OG0001218	Syak.g_01093	Praw.g_01751
OG0001219	Syak.g_00551	Praw.g_01708
OG0001220	Syak.g_00580	Praw.g_01647
OG0001221	Syak.g_00390	Praw.g_01586
OG0001222	Syak.g_00517	Praw.g_01547
OG0001223	Syak.g_00472	Praw.g_01521
OG0001224	Syak.g_00739	Praw.g_01471
OG0001226	Syak.g_02239	Praw.g_01443
OG0001227	Syak.g_00963	Praw.g_01424
OG0001228	Syak.g_00619	Praw.g_00279
OG0001229	Syak.g_00711	Praw.g_01014
OG0001230	Syak.g_01030	Praw.g_01091
OG0001231	Syak.g_01777	Praw.g_00432
OG0001232	Syak.g_02385	Praw.g_00538
OG0001233	Syak.g_02359	Praw.g_00558
OG0001234	Syak.g_01374	Praw.g_01902
OG0001235	Syak.g_01362	Praw.g_01893
OG0001236	Syak.g_01568	Praw.g_00062
OG0001237	Syak.g_01573	Praw.g_00058
OG0001238	Syak.g_01926	Praw.g_01176
OG0001239	Syak.g_02252	Praw.g_01363
OG0001241	Syak.g_02197	Praw.g_01334
OG0001242	Syak.g_02168	Praw.g_01316
OG0001243	Syak.g_02160	Praw.g_01310
OG0001244	Syak.g_02132	Praw.g_01294
OG0001245	Syak.g_00248	Praw.g_00753
OG0001246	Syak.g_02604	Praw.g_00644
OG0001247	Syak.g_00618	Praw.g_01839
OG0001248	Syak.g_00147	Praw.g_01837
OG0001249	Syak.g_01251	Praw.g_01719
OG0001250	Syak.g_00602	Praw.g_01658
OG0001251	Syak.g_01875	Praw.g_01610
OG0001252	Syak.g_00754	Praw.g_01476
OG0001253	Syak.g_00250	Praw.g_01423
OG0001254	Syak.g_00272	Praw.g_00203
OG0001255	Syak.g_00066	Praw.g_00218
OG0001256	Syak.g_02430	Praw.g_00425
OG0001257	Syak.g_02502	Praw.g_00431
OG0001258	Syak.g_02420	Praw.g_00512
OG0001259	Syak.g_02361	Praw.g_00556
OG0001260	Syak.g_02332	Praw.g_00573
OG0001261	Syak.g_01315	Praw.g_00104
OG0001262	Syak.g_01734	Praw.g_01193
OG0001263	Syak.g_02157	Praw.g_01307
OG0001265	Syak.g_02170	Praw.g_01317
OG0001266	Syak.g_02057	Praw.g_01232
OG0001267	Syak.g_01459	Praw.g_00854
OG0001268	Syak.g_01240	Praw.g_00791
OG0001269	Syak.g_02323	Praw.g_00773
OG0001270	Syak.g_01194	Praw.g_00713
OG0001271	Syak.g_01121	Praw.g_00675
OG0001272	Syak.g_02580	Praw.g_00662
OG0001273	Syak.g_00030	Praw.g_00167
OG0001274	Syak.g_01988	Praw.g_01819
OG0001275	Syak.g_00633	Praw.g_01511
OG0001276	Syak.g_00649	Praw.g_01492
OG0001277	Syak.g_01829	Praw.g_01435
OG0001278	Syak.g_00671	Praw.g_00284
OG0001279	Syak.g_00105	Praw.g_00930
OG0001280	Syak.g_00933	Praw.g_00980
OG0001281	Syak.g_00944	Praw.g_00986
OG0001282	Syak.g_02564	Praw.g_01017
OG0001284	Syak.g_02446	Praw.g_00407
OG0001285	Syak.g_02381	Praw.g_00541
OG0001286	Syak.g_01301	Praw.g_00092
OG0001287	Syak.g_01652	Praw.g_00037
OG0001288	Syak.g_01686	Praw.g_00028
OG0001289	Syak.g_02222	Praw.g_01347
OG0001290	Syak.g_02198	Praw.g_01335
OG0001291	Syak.g_02147	Praw.g_01300
OG0001292	Syak.g_01410	Praw.g_00885
OG0001293	Syak.g_01432	Praw.g_00873
OG0001294	Syak.g_00355	Praw.g_00755
OG0001295	Syak.g_00740	Praw.g_00680
OG0001296	Syak.g_02610	Praw.g_00639
OG0001297	Syak.g_02614	Praw.g_00634
OG0001298	Syak.g_02703	Praw.g_01924
OG0001299	Syak.g_00349	Praw.g_01856
OG0001300	Syak.g_00706	Praw.g_01829
OG0001301	Syak.g_00721	Praw.g_01826
OG0001302	Syak.g_00068	Praw.g_01710
OG0001303	Syak.g_00548	Praw.g_01507
OG0001304	Syak.g_00664	Praw.g_01482
OG0001305	Syak.g_00728	Praw.g_01463
OG0001306	Syak.g_00915	Praw.g_00220
OG0001307	Syak.g_00344	Praw.g_00998
OG0001308	Syak.g_01054	Praw.g_00347
OG0001309	Syak.g_02620	Praw.g_00429
OG0001311	Syak.g_00651	Praw.g_01490
OG0001312	Syak.g_00537	Praw.g_01558
OG0001313	Syak.g_01140	Praw.g_00921, Praw.g_00923, Praw.g_00315
OG0001314	Syak.g_00124	Praw.g_01768
OG0001315	Syak.g_01284	Praw.g_01373
OG0001316	Syak.g_02140	Praw.g_01295
OG0001317	Syak.g_02302	Praw.g_01201
OG0001318	Syak.g_01424	Praw.g_00877
OG0001319	Syak.g_01448	Praw.g_00862
OG0001321	Syak.g_01172	Praw.g_00696
OG0001322	Syak.g_01171	Praw.g_00695
OG0001323	Syak.g_02623	Praw.g_00629
OG0001324	Syak.g_00707	Praw.g_01828
OG0001325	Syak.g_00800	Praw.g_01804
OG0001326	Syak.g_01870, Syak.g_01154	Praw.g_01622
OG0001327	Syak.g_00362	Praw.g_01452
OG0001328	Syak.g_00383	Praw.g_01425
OG0001329	Syak.g_00280	Praw.g_00194
OG0001330	Syak.g_00925	Praw.g_00953
OG0001331	Syak.g_02559	Praw.g_01022
OG0001332	Syak.g_02485	Praw.g_00380
OG0001333	Syak.g_02365	Praw.g_00552
OG0001334	Syak.g_01274	Praw.g_00072
OG0001335	Syak.g_01273	Praw.g_00071
OG0001336	Syak.g_01817	Praw.g_01150
OG0001340	Syak.g_01261	Praw.g_00806
OG0001343	Syak.g_01877	Praw.g_01613
OG0001344	Syak.g_00893	Praw.g_00238
OG0001345	Syak.g_00856	Praw.g_00253
OG0001346	Syak.g_00937	Praw.g_00982
OG0001347	Syak.g_01622	Praw.g_00340
OG0001348	Syak.g_00774	Praw.g_00453
OG0001351	Syak.g_01164	Praw.g_00693
OG0001352	Syak.g_00764	Praw.g_01842
OG0001353	Syak.g_00612	Praw.g_01666
OG0001354	Syak.g_00485	Praw.g_01529
OG0001355	Syak.g_00144	Praw.g_00463
OG0001356	Syak.g_00773	Praw.g_01734
OG0001358	Syak.g_00007	Praw.g_00156
OG0001359	Syak.g_01878	Praw.g_01612
OG0001360	Syak.g_00854	Praw.g_01422
OG0001361	Syak.g_00859	Praw.g_00250
OG0001364	Syak.g_01552	Praw.g_00069
OG0001365	Syak.g_01937	Praw.g_01183
OG0001369	Syak.g_02207	Praw.g_01342
OG0001371	Syak.g_02231	Praw.g_01843
OG0001373	Syak.g_01871	Praw.g_01623
OG0001374	Syak.g_01863	Praw.g_01615
OG0001375	Syak.g_01876	Praw.g_01614
OG0001376	Syak.g_01916	Praw.g_01458
OG0001377	Syak.g_01917	Praw.g_01457
OG0001378	Syak.g_01196	Praw.g_00171
OG0001379	Syak.g_00927	Praw.g_00975
OG0001380	Syak.g_00237	Praw.g_01003
OG0001382	Syak.g_01169	Praw.g_00445
OG0001385	Syak.g_01874	Praw.g_01626
OG0001386	Syak.g_01873	Praw.g_01625
OG0001387	Syak.g_01872	Praw.g_01624
OG0001388	Syak.g_01869	Praw.g_01621
OG0001389	Syak.g_01868	Praw.g_01620
OG0001390	Syak.g_01867	Praw.g_01619
OG0001391	Syak.g_01866	Praw.g_01618
OG0001392	Syak.g_01865	Praw.g_01617
OG0001393	Syak.g_01864	Praw.g_01616
OG0001395	Syak.g_00789	Praw.g_01480
OG0001396	Syak.g_01623, Syak.g_01884	Praw.g_00341
OG0001398	Syak.g_00571	Praw.g_00459
OG0001399	Syak.g_01977, Syak.g_01103	Praw.g_01900
OG0001401	Syak.g_00608	Praw.g_00908
OG0001402	Syak.g_00012	Praw.g_01744
OG0001405	Syak.g_01271	Praw.g_00808
OG0001406	Syak.g_01915	Praw.g_01459
OG0001408	Syak.g_00087	Praw.g_01440
OG0001409	Syak.g_00878	Praw.g_00241
OG0001410	Syak.g_00343	Praw.g_00999
OG0001413	Syak.g_00103	Praw.g_00421
OG0001416	Syak.g_00941	Praw.g_00688
OG0001417	Syak.g_00486	Praw.g_00678
OG0001420	Syak.g_00997, Syak.g_02635	Praw.g_00179
OG0001422	Syak.g_00928	Praw.g_00451
OG0001425	Syak.g_01922	Praw.g_01173
OG0001429	Syak.g_00547	Praw.g_01707
OG0001430	Syak.g_01949, Syak.g_00314	Praw.g_00948
OG0001432	Syak.g_00095	Praw.g_00420
OG0001433	Syak.g_00771	Praw.g_01735
OG0001434	Syak.g_00404	Praw.g_01578
OG0001438	Syak.g_01475	Praw.g_00841
OG0001439	Syak.g_01506	Praw.g_00827
OG0001442	Syak.g_00415	Praw.g_01770
OG0001443	Syak.g_01909	Praw.g_00498
OG0001447	Syak.g_02159	Praw.g_01309
OG0001448	Syak.g_00121	Praw.g_00765
OG0001449	Syak.g_01401	Praw.g_00738
OG0001452	Syak.g_01419	Praw.g_01609
OG0001453	Syak.g_00465	Praw.g_01517
OG0001454	Syak.g_00249	Praw.g_01429
OG0001456	Syak.g_01855	Praw.g_00211
OG0001457	Syak.g_01854	Praw.g_00212
OG0001458	Syak.g_01853	Praw.g_00213
OG0001459	Syak.g_00311	Praw.g_00939
OG0001460	Syak.g_00770	Praw.g_01736
OG0001462	Syak.g_01750	Praw.g_01394
OG0001464	Syak.g_01260	Praw.g_00805
OG0001465	Syak.g_00775	Praw.g_01820
OG0001467	Syak.g_01022	Praw.g_01718
OG0001471	Syak.g_01501	Praw.g_00422
OG0001473	Syak.g_00102	Praw.g_00020
OG0001477	Syak.g_00718	Praw.g_00320
OG0001479	Syak.g_01242	Praw.g_00793
OG0001480	Syak.g_00084	Praw.g_00763
OG0001482	Syak.g_00476	Praw.g_00690
OG0001486	Syak.g_00900	Praw.g_00232
OG0001492	Syak.g_00668	Praw.g_00281
OG0001493	Syak.g_00676	Praw.g_00289
OG0001496	Syak.g_00715	Praw.g_00318
OG0001497	Syak.g_00717	Praw.g_00319
OG0001502	Syak.g_00586	Praw.g_01727
OG0001504	Syak.g_00310	Praw.g_00940, Praw.g_00485
OG0001514	Syak.g_00714	Praw.g_00317
OG0001525	Syak.g_00091	Praw.g_00436
OG0001546	Syak.g_02627	Praw.g_00624
OG0001547	Syak.g_00564	Praw.g_01725
OG0001549	Syak.g_00577	Praw.g_01640
OG0001551	Syak.g_00689	Praw.g_00210
OG0001553	Syak.g_01037	Praw.g_01086
OG0001554	Syak.g_01945	Praw.g_00427
OG0001556	Syak.g_00845	Praw.g_01742
OG0001558	Syak.g_01774	Praw.g_00911
OG0001564	Syak.g_01860	Praw.g_01062
OG0001565	Syak.g_00083	Praw.g_00731
OG0001567	Syak.g_00565	Praw.g_01726
OG0001568	Syak.g_00562	Praw.g_01724
OG0001582	Syak.g_00231	Praw.g_00679
OG0001602	Syak.g_00776	Praw.g_01821
OG0001633	Syak.g_00662	Praw.g_01013
OG0001635	Syak.g_01690	Praw.g_00480
OG0001647	Syak.g_01450	Praw.g_00861
OG0001652	Syak.g_01776	Praw.g_00909
OG0001666	Syak.g_00212	Praw.g_00938
OG0001671	Syak.g_02002	Praw.g_00916
OG0001700	Syak.g_00320, Syak.g_00570	Praw.g_01737
OG0001745	Syak.g_00281	Praw.g_00419
OG0001792	Syak.g_00814	Praw.g_01068
OG0001959	Syak.g_02031	Praw.g_00924
OG0002451	Syak.g_00192	Praw.g_01777
