Orthogroup	Syak	Prau
OG0001166	Syak.g_02394	Prau.g_01751
OG0001167	Syak.g_02366	Prau.g_01768
OG0001168	Syak.g_02364	Prau.g_01770
OG0001169	Syak.g_02362	Prau.g_01772
OG0001170	Syak.g_02360	Prau.g_01774
OG0001171	Syak.g_02349	Prau.g_01783
OG0001172	Syak.g_01388	Prau.g_01797
OG0001173	Syak.g_01387	Prau.g_01798
OG0001174	Syak.g_01379	Prau.g_01806
OG0001175	Syak.g_01378	Prau.g_01807
OG0001176	Syak.g_01354	Prau.g_01814
OG0001177	Syak.g_01356	Prau.g_01817
OG0001178	Syak.g_02411	Prau.g_01822
OG0001179	Syak.g_01324	Prau.g_01853
OG0001181	Syak.g_01296	Prau.g_01879
OG0001182	Syak.g_01287	Prau.g_01886
OG0001183	Syak.g_01282	Prau.g_01890
OG0001184	Syak.g_01571	Prau.g_01906
OG0001185	Syak.g_01643	Prau.g_01920
OG0001186	Syak.g_01709	Prau.g_01943
OG0001187	Syak.g_01712	Prau.g_01947
OG0001188	Syak.g_01714	Prau.g_01950
OG0001189	Syak.g_01736	Prau.g_01967
OG0001190	Syak.g_01942	Prau.g_01971
OG0001191	Syak.g_01928	Prau.g_01981
OG0001192	Syak.g_01921	Prau.g_01985
OG0001193	Syak.g_01888	Prau.g_01995
OG0001194	Syak.g_01882	Prau.g_01996
OG0001195	Syak.g_01881	Prau.g_01997
OG0001196	Syak.g_01811	Prau.g_02010
OG0001197	Syak.g_01809	Prau.g_02011
OG0001198	Syak.g_01798	Prau.g_02019
OG0001199	Syak.g_02249	Prau.g_00075
OG0001200	Syak.g_02247	Prau.g_00077
OG0001201	Syak.g_02191	Prau.g_00109
OG0001202	Syak.g_02061	Prau.g_00200
OG0001203	Syak.g_02307	Prau.g_00239
OG0001204	Syak.g_01404	Prau.g_00245
OG0001205	Syak.g_01181	Prau.g_00486
OG0001206	Syak.g_01148	Prau.g_00504
OG0001207	Syak.g_02566	Prau.g_00518
OG0001208	Syak.g_02576	Prau.g_00523
OG0001209	Syak.g_02643	Prau.g_00575
OG0001210	Syak.g_02654	Prau.g_00580
OG0001211	Syak.g_02669	Prau.g_00590
OG0001212	Syak.g_02728	Prau.g_00634
OG0001213	Syak.g_00025	Prau.g_00669
OG0001214	Syak.g_00037	Prau.g_00677
OG0001215	Syak.g_00697	Prau.g_00730
OG0001216	Syak.g_00805	Prau.g_00757
OG0001217	Syak.g_00138	Prau.g_00800
OG0001218	Syak.g_01093	Prau.g_00809
OG0001219	Syak.g_00551	Prau.g_00843
OG0001220	Syak.g_00580	Prau.g_00906
OG0001221	Syak.g_00390	Prau.g_00967
OG0001222	Syak.g_00517	Prau.g_01007
OG0001223	Syak.g_00472	Prau.g_01033
OG0001224	Syak.g_00739	Prau.g_01085
OG0001226	Syak.g_02239	Prau.g_01112
OG0001227	Syak.g_00963	Prau.g_01130
OG0001228	Syak.g_00619	Prau.g_01251
OG0001229	Syak.g_00711	Prau.g_01407
OG0001230	Syak.g_01030	Prau.g_01520
OG0001231	Syak.g_01777	Prau.g_01628
OG0001232	Syak.g_02385	Prau.g_01755
OG0001233	Syak.g_02359	Prau.g_01775
OG0001234	Syak.g_01374	Prau.g_01809
OG0001235	Syak.g_01362	Prau.g_01819
OG0001236	Syak.g_01568	Prau.g_01903
OG0001237	Syak.g_01573	Prau.g_01907
OG0001238	Syak.g_01926	Prau.g_01982
OG0001240	Syak.g_02206	Prau.g_00094
OG0001241	Syak.g_02197	Prau.g_00102
OG0001242	Syak.g_02168	Prau.g_00120
OG0001243	Syak.g_02160	Prau.g_00126
OG0001244	Syak.g_02132	Prau.g_00142
OG0001245	Syak.g_00248	Prau.g_00383
OG0001246	Syak.g_02604	Prau.g_00545
OG0001247	Syak.g_00618	Prau.g_00723
OG0001248	Syak.g_00147	Prau.g_00725
OG0001249	Syak.g_01251	Prau.g_00832
OG0001250	Syak.g_00602	Prau.g_00894
OG0001251	Syak.g_01875	Prau.g_00943
OG0001252	Syak.g_00754	Prau.g_01080
OG0001253	Syak.g_00250	Prau.g_01131
OG0001254	Syak.g_00272	Prau.g_01176
OG0001255	Syak.g_00066	Prau.g_01191
OG0001256	Syak.g_02430	Prau.g_01621
OG0001257	Syak.g_02502	Prau.g_01627
OG0001258	Syak.g_02420	Prau.g_01729
OG0001259	Syak.g_02361	Prau.g_01773
OG0001260	Syak.g_02332	Prau.g_01789
OG0001261	Syak.g_01315	Prau.g_01861
OG0001262	Syak.g_01734	Prau.g_01965
OG0001263	Syak.g_02157	Prau.g_00129
OG0001265	Syak.g_02170	Prau.g_00119
OG0001266	Syak.g_02057	Prau.g_00204
OG0001267	Syak.g_01459	Prau.g_00282
OG0001268	Syak.g_01240	Prau.g_00341
OG0001269	Syak.g_02323	Prau.g_00361
OG0001270	Syak.g_01194	Prau.g_00475
OG0001271	Syak.g_01121	Prau.g_00513
OG0001272	Syak.g_02580	Prau.g_00527
OG0001273	Syak.g_00030	Prau.g_00671
OG0001274	Syak.g_01988	Prau.g_00743
OG0001275	Syak.g_00633	Prau.g_01043
OG0001276	Syak.g_00649	Prau.g_01064
OG0001277	Syak.g_01829	Prau.g_01120
OG0001278	Syak.g_00671	Prau.g_01256
OG0001279	Syak.g_00105	Prau.g_01320
OG0001280	Syak.g_00933	Prau.g_01370
OG0001281	Syak.g_00944	Prau.g_01376
OG0001282	Syak.g_02564	Prau.g_01410
OG0001283	Syak.g_01818	Prau.g_01429
OG0001284	Syak.g_02446	Prau.g_01601
OG0001285	Syak.g_02381	Prau.g_01758
OG0001286	Syak.g_01301	Prau.g_01873
OG0001287	Syak.g_01652	Prau.g_01927
OG0001288	Syak.g_01686	Prau.g_01936
OG0001289	Syak.g_02222	Prau.g_00088
OG0001290	Syak.g_02198	Prau.g_00101
OG0001291	Syak.g_02147	Prau.g_00136
OG0001292	Syak.g_01410	Prau.g_00250
OG0001293	Syak.g_01432	Prau.g_00263
OG0001294	Syak.g_00355	Prau.g_00381
OG0001295	Syak.g_00740	Prau.g_00509
OG0001296	Syak.g_02610	Prau.g_00550
OG0001297	Syak.g_02614	Prau.g_00555
OG0001298	Syak.g_02703	Prau.g_00616
OG0001299	Syak.g_00349	Prau.g_00706
OG0001300	Syak.g_00706	Prau.g_00733
OG0001301	Syak.g_00721	Prau.g_00736
OG0001302	Syak.g_00068	Prau.g_00841
OG0001303	Syak.g_00548	Prau.g_01047
OG0001304	Syak.g_00664	Prau.g_01074
OG0001305	Syak.g_00728	Prau.g_01093
OG0001306	Syak.g_00915	Prau.g_01193
OG0001307	Syak.g_00344	Prau.g_01392
OG0001308	Syak.g_01054	Prau.g_01541
OG0001309	Syak.g_02620	Prau.g_01625
OG0001311	Syak.g_00651	Prau.g_01066
OG0001313	Syak.g_01140	Prau.g_00752
OG0001315	Syak.g_01284	Prau.g_00063
OG0001316	Syak.g_02140	Prau.g_00141
OG0001317	Syak.g_02302	Prau.g_00235
OG0001318	Syak.g_01424	Prau.g_00258
OG0001319	Syak.g_01448	Prau.g_00274
OG0001321	Syak.g_01172	Prau.g_00492
OG0001322	Syak.g_01171	Prau.g_00493
OG0001323	Syak.g_02623	Prau.g_00560
OG0001324	Syak.g_00707	Prau.g_00734
OG0001325	Syak.g_00800	Prau.g_00760
OG0001326	Syak.g_01870, Syak.g_01154	Prau.g_00931
OG0001327	Syak.g_00362	Prau.g_01104
OG0001328	Syak.g_00383	Prau.g_01129
OG0001329	Syak.g_00280	Prau.g_01168
OG0001330	Syak.g_00925	Prau.g_01345
OG0001331	Syak.g_02559	Prau.g_01415
OG0001332	Syak.g_02485	Prau.g_01574
OG0001333	Syak.g_02365	Prau.g_01769
OG0001334	Syak.g_01274	Prau.g_01893
OG0001335	Syak.g_01273	Prau.g_01894
OG0001336	Syak.g_01817	Prau.g_02007
OG0001340	Syak.g_01261	Prau.g_00330
OG0001343	Syak.g_01877	Prau.g_00940
OG0001344	Syak.g_00893	Prau.g_01210
OG0001345	Syak.g_00856	Prau.g_01225
OG0001346	Syak.g_00937	Prau.g_01372
OG0001350	Syak.g_02306	Prau.g_00784
OG0001351	Syak.g_01164	Prau.g_00495
OG0001352	Syak.g_00764	Prau.g_00720
OG0001355	Syak.g_00144	Prau.g_01657, Prau.g_01309
OG0001358	Syak.g_00007	Prau.g_00660
OG0001359	Syak.g_01878	Prau.g_00941
OG0001360	Syak.g_00854	Prau.g_01132
OG0001361	Syak.g_00859	Prau.g_01222
OG0001364	Syak.g_01552	Prau.g_01896
OG0001365	Syak.g_01937	Prau.g_01975
OG0001369	Syak.g_02207	Prau.g_00093
OG0001371	Syak.g_02231	Prau.g_00719
OG0001373	Syak.g_01871	Prau.g_00930
OG0001374	Syak.g_01863	Prau.g_00938
OG0001375	Syak.g_01876	Prau.g_00939
OG0001376	Syak.g_01916	Prau.g_01098
OG0001377	Syak.g_01917	Prau.g_01099
OG0001378	Syak.g_01196	Prau.g_01141
OG0001380	Syak.g_00237	Prau.g_01397
OG0001382	Syak.g_01169	Prau.g_01640
OG0001385	Syak.g_01874	Prau.g_00927
OG0001386	Syak.g_01873	Prau.g_00928
OG0001387	Syak.g_01872	Prau.g_00929
OG0001388	Syak.g_01869	Prau.g_00932
OG0001389	Syak.g_01868	Prau.g_00933
OG0001390	Syak.g_01867	Prau.g_00934
OG0001391	Syak.g_01866	Prau.g_00935
OG0001392	Syak.g_01865	Prau.g_00936
OG0001393	Syak.g_01864	Prau.g_00937
OG0001394	Syak.g_00399	Prau.g_00971
OG0001395	Syak.g_00789	Prau.g_01076
OG0001398	Syak.g_00571	Prau.g_01653
OG0001399	Syak.g_01977, Syak.g_01103	Prau.g_01811
OG0001405	Syak.g_01271	Prau.g_00328
OG0001406	Syak.g_01915	Prau.g_01097
OG0001408	Syak.g_00087	Prau.g_01115
OG0001409	Syak.g_00878	Prau.g_01213
OG0001410	Syak.g_00343	Prau.g_01393
OG0001411	Syak.g_01581	Prau.g_01452
OG0001413	Syak.g_00103	Prau.g_01616
OG0001416	Syak.g_00941	Prau.g_00500
OG0001417	Syak.g_00486	Prau.g_00511
OG0001420	Syak.g_00997, Syak.g_02635	Prau.g_01150
OG0001422	Syak.g_00928	Prau.g_01645
OG0001429	Syak.g_00547	Prau.g_00844
OG0001430	Syak.g_01949, Syak.g_00314	Prau.g_01341
OG0001432	Syak.g_00095	Prau.g_01614
OG0001434	Syak.g_00404	Prau.g_00976
OG0001436	Syak.g_01546, Syak.g_01547	Prau.g_01480
OG0001438	Syak.g_01475	Prau.g_00295
OG0001439	Syak.g_01506	Prau.g_00309
OG0001442	Syak.g_00415	Prau.g_00791
OG0001447	Syak.g_02159	Prau.g_00127
OG0001448	Syak.g_00121	Prau.g_00369
OG0001449	Syak.g_01401	Prau.g_00405
OG0001452	Syak.g_01419	Prau.g_00944
OG0001453	Syak.g_00465	Prau.g_01037
OG0001454	Syak.g_00249	Prau.g_01125
OG0001456	Syak.g_01855	Prau.g_01184
OG0001457	Syak.g_01854	Prau.g_01185
OG0001458	Syak.g_01853	Prau.g_01186
OG0001462	Syak.g_01750	Prau.g_00033
OG0001464	Syak.g_01260	Prau.g_00331
OG0001465	Syak.g_00775	Prau.g_00742
OG0001470	Syak.g_01592	Prau.g_01463, Prau.g_01472
OG0001471	Syak.g_01501	Prau.g_01617
OG0001473	Syak.g_00102	Prau.g_01944
OG0001474	Syak.g_01239	Prau.g_00342
OG0001475	Syak.g_01594	Prau.g_01474
OG0001479	Syak.g_01242	Prau.g_00339
OG0001480	Syak.g_00084	Prau.g_00371
OG0001482	Syak.g_00476	Prau.g_00498
OG0001492	Syak.g_00668	Prau.g_01253
OG0001493	Syak.g_00676	Prau.g_01261
OG0001495	Syak.g_01357	Prau.g_01816
OG0001502	Syak.g_00586	Prau.g_00824
OG0001508	Syak.g_01591	Prau.g_01462
OG0001520	Syak.g_02689	Prau.g_00397
OG0001525	Syak.g_00091	Prau.g_01633
OG0001528	Syak.g_01593	Prau.g_01473, Prau.g_01464
OG0001547	Syak.g_00564	Prau.g_00826
OG0001549	Syak.g_00577	Prau.g_00913
OG0001551	Syak.g_00689	Prau.g_01183
OG0001553	Syak.g_01037	Prau.g_01525
OG0001554	Syak.g_01945	Prau.g_01623
OG0001557	Syak.g_00400	Prau.g_00972
OG0001564	Syak.g_01860	Prau.g_01501, Prau.g_01505
OG0001565	Syak.g_00083	Prau.g_00457, Prau.g_00431
OG0001567	Syak.g_00565	Prau.g_00825
OG0001568	Syak.g_00562	Prau.g_00827
OG0001570	Syak.g_00574	Prau.g_01152
OG0001572	Syak.g_00097	Prau.g_01308
OG0001582	Syak.g_00231	Prau.g_00510
OG0001602	Syak.g_00776	Prau.g_00741
OG0001625	Syak.g_01426	Prau.g_00260
OG0001633	Syak.g_00662	Prau.g_01406
OG0001647	Syak.g_01450	Prau.g_00275
OG0001712	Syak.g_00225	Prau.g_00418
OG0001726	Syak.g_00572	Prau.g_00415
OG0001745	Syak.g_00281	Prau.g_01613
OG0001897	Syak.g_01236	Prau.g_01280
OG0001924	Syak.g_02769	Prau.g_01691
OG0001925	Syak.g_02768	Prau.g_01692
OG0001926	Syak.g_02767	Prau.g_01693
OG0001927	Syak.g_02766	Prau.g_01694
OG0001959	Syak.g_02031	Prau.g_01315
OG0001993	Syak.g_02771	Prau.g_01689
OG0001994	Syak.g_02770	Prau.g_01690
OG0002112	Syak.g_01488	Prau.g_00409
OG0002156	Syak.g_01003	Prau.g_00045
OG0002157	Syak.g_01489	Prau.g_00410
OG0002158	Syak.g_01487	Prau.g_00408
OG0002518	Syak.g_00195	Prau.g_00454
OG0002692	Syak.g_00245	Prau.g_01655
OG0002934	Syak.g_01107	Prau.g_00450
