Orthogroup	Syas	Prbh
OG0001150	Syas.g_01265	Prbh.g_00013
OG0001151	Syas.g_01366	Prbh.g_00025
OG0001152	Syas.g_01367	Prbh.g_00026
OG0001153	Syas.g_01301	Prbh.g_00131
OG0001154	Syas.g_01302	Prbh.g_00132
OG0001155	Syas.g_01478	Prbh.g_00149
OG0001156	Syas.g_01489	Prbh.g_00152
OG0001157	Syas.g_01490	Prbh.g_00153
OG0001158	Syas.g_01491	Prbh.g_00154
OG0001159	Syas.g_01492	Prbh.g_00155
OG0001160	Syas.g_02705	Prbh.g_00181
OG0001161	Syas.g_02030	Prbh.g_01837
OG0001162	Syas.g_02473	Prbh.g_01824
OG0001163	Syas.g_02697	Prbh.g_01790
OG0001164	Syas.g_02691	Prbh.g_01787
OG0001165	Syas.g_02686	Prbh.g_01784
OG0001166	Syas.g_02658	Prbh.g_01763
OG0001167	Syas.g_01046	Prbh.g_01745
OG0001168	Syas.g_02597	Prbh.g_01743
OG0001169	Syas.g_02595	Prbh.g_01741
OG0001170	Syas.g_02593	Prbh.g_01739
OG0001171	Syas.g_02580	Prbh.g_01729
OG0001172	Syas.g_01665	Prbh.g_01714
OG0001173	Syas.g_01664	Prbh.g_01713
OG0001174	Syas.g_01656	Prbh.g_01705
OG0001175	Syas.g_01655	Prbh.g_01704
OG0001176	Syas.g_01638	Prbh.g_01696
OG0001177	Syas.g_01640	Prbh.g_01694
OG0001178	Syas.g_02676	Prbh.g_01777
OG0001179	Syas.g_01608	Prbh.g_01661
OG0001180	Syas.g_01583	Prbh.g_01638
OG0001181	Syas.g_01579	Prbh.g_01634
OG0001182	Syas.g_01571	Prbh.g_01626
OG0001183	Syas.g_01564	Prbh.g_01620
OG0001184	Syas.g_02188	Prbh.g_01602
OG0001185	Syas.g_02162	Prbh.g_01586
OG0001186	Syas.g_02113	Prbh.g_01562
OG0001187	Syas.g_02111	Prbh.g_01559
OG0001189	Syas.g_02089	Prbh.g_01540
OG0001190	Syas.g_01881	Prbh.g_01535
OG0001191	Syas.g_01900	Prbh.g_01525
OG0001193	Syas.g_01952	Prbh.g_01507
OG0001194	Syas.g_01953	Prbh.g_01506
OG0001195	Syas.g_01954	Prbh.g_01505
OG0001196	Syas.g_02010	Prbh.g_01488
OG0001197	Syas.g_02012	Prbh.g_01486
OG0001198	Syas.g_02031	Prbh.g_01479
OG0001199	Syas.g_02516	Prbh.g_00708
OG0001200	Syas.g_02514	Prbh.g_00706
OG0001201	Syas.g_02419	Prbh.g_00675
OG0001202	Syas.g_02270	Prbh.g_00583
OG0001203	Syas.g_02557	Prbh.g_00542
OG0001204	Syas.g_01687	Prbh.g_00536
OG0001205	Syas.g_02745	Prbh.g_00387
OG0001207	Syas.g_01260	Prbh.g_00354
OG0001208	Syas.g_01251	Prbh.g_00349
OG0001209	Syas.g_00065	Prbh.g_00294
OG0001210	Syas.g_00761	Prbh.g_00290
OG0001211	Syas.g_00788	Prbh.g_00280
OG0001212	Syas.g_00847	Prbh.g_00234
OG0001213	Syas.g_00100	Prbh.g_01452
OG0001215	Syas.g_02245	Prbh.g_00925
OG0001217	Syas.g_01397, Syas.g_02493	Prbh.g_01875
OG0001218	Syas.g_01309	Prbh.g_01339
OG0001219	Syas.g_00399	Prbh.g_01054
OG0001220	Syas.g_02447	Prbh.g_01009
OG0001221	Syas.g_02669	Prbh.g_00889
OG0001222	Syas.g_00448	Prbh.g_01131
OG0001223	Syas.g_00541	Prbh.g_01103
OG0001224	Syas.g_01015	Prbh.g_01035
OG0001225	Syas.g_01017	Prbh.g_01033
OG0001226	Syas.g_02506	Prbh.g_01444
OG0001227	Syas.g_00824	Prbh.g_01331
OG0001228	Syas.g_02195	Prbh.g_01232
OG0001229	Syas.g_00285	Prbh.g_01872
OG0001230	Syas.g_02806	Prbh.g_00089
OG0001231	Syas.g_02050	Prbh.g_00410
OG0001232	Syas.g_02649	Prbh.g_01759
OG0001233	Syas.g_02592	Prbh.g_01738
OG0001234	Syas.g_01310	Prbh.g_01702
OG0001235	Syas.g_01646	Prbh.g_01698
OG0001236	Syas.g_02191	Prbh.g_01605
OG0001237	Syas.g_02187	Prbh.g_01601
OG0001238	Syas.g_01901	Prbh.g_01524
OG0001239	Syas.g_02519	Prbh.g_00711
OG0001240	Syas.g_02435	Prbh.g_00690
OG0001241	Syas.g_02427	Prbh.g_00681
OG0001242	Syas.g_02398	Prbh.g_00662
OG0001243	Syas.g_02391	Prbh.g_00655
OG0001244	Syas.g_02370	Prbh.g_00640
OG0001245	Syas.g_00524	Prbh.g_01320
OG0001246	Syas.g_01224	Prbh.g_00824
OG0001249	Syas.g_01547	Prbh.g_00442
OG0001250	Syas.g_00239	Prbh.g_00995
OG0001251	Syas.g_00516, Syas.g_00408	Prbh.g_00858
OG0001252	Syas.g_00994	Prbh.g_01040
OG0001253	Syas.g_00143	Prbh.g_01442
OG0001255	Syas.g_00492	Prbh.g_01300
OG0001256	Syas.g_02698	Prbh.g_00188
OG0001258	Syas.g_02688	Prbh.g_01786
OG0001259	Syas.g_02594	Prbh.g_01740
OG0001261	Syas.g_01599	Prbh.g_01653
OG0001262	Syas.g_02091	Prbh.g_01542
OG0001263	Syas.g_02388	Prbh.g_00653
OG0001265	Syas.g_02399	Prbh.g_00663
OG0001266	Syas.g_02266	Prbh.g_00579
OG0001267	Syas.g_01753	Prbh.g_00499
OG0001268	Syas.g_01535	Prbh.g_00433
OG0001269	Syas.g_00510	Prbh.g_01008
OG0001270	Syas.g_01499	Prbh.g_00398
OG0001271	Syas.g_01336	Prbh.g_00359
OG0001272	Syas.g_01247	Prbh.g_00345
OG0001273	Syas.g_00751	Prbh.g_01222
OG0001274	Syas.g_01849	Prbh.g_00556
OG0001275	Syas.g_00554	Prbh.g_01112
OG0001276	Syas.g_00215	Prbh.g_01123
OG0001278	Syas.g_01074	Prbh.g_01228
OG0001279	Syas.g_02792	Prbh.g_01396
OG0001280	Syas.g_01095	Prbh.g_01372
OG0001281	Syas.g_02845	Prbh.g_01378
OG0001282	Syas.g_01262	Prbh.g_00010
OG0001284	Syas.g_02713	Prbh.g_00175
OG0001286	Syas.g_01585	Prbh.g_01640
OG0001287	Syas.g_00136	Prbh.g_01579
OG0001288	Syas.g_02144	Prbh.g_01569
OG0001289	Syas.g_02474	Prbh.g_00696
OG0001290	Syas.g_02428	Prbh.g_00682
OG0001291	Syas.g_02378	Prbh.g_00645
OG0001292	Syas.g_01693	Prbh.g_00531
OG0001293	Syas.g_01720	Prbh.g_00518
OG0001296	Syas.g_01217	Prbh.g_00321
OG0001297	Syas.g_01213	Prbh.g_00316
OG0001298	Syas.g_00829	Prbh.g_00252
OG0001299	Syas.g_00700	Prbh.g_01186
OG0001304	Syas.g_00199	Prbh.g_01136
OG0001305	Syas.g_01027	Prbh.g_01027
OG0001306	Syas.g_01202	Prbh.g_01298
OG0001307	Syas.g_01923	Prbh.g_01936
OG0001308	Syas.g_02830	Prbh.g_00109
OG0001309	Syas.g_00003	Prbh.g_00205
OG0001310	Syas.g_02666	Prbh.g_01769
OG0001311	Syas.g_00213	Prbh.g_01125
OG0001312	Syas.g_00414	Prbh.g_01063
OG0001314	Syas.g_01925	Prbh.g_01949, Prbh.g_00791
OG0001315	Syas.g_01566	Prbh.g_01861
OG0001317	Syas.g_02553	Prbh.g_00546
OG0001318	Syas.g_01706	Prbh.g_00522
OG0001319	Syas.g_01736	Prbh.g_00506
OG0001323	Syas.g_00006	Prbh.g_00310
OG0001325	Syas.g_00179	Prbh.g_01168
OG0001327	Syas.g_00687	Prbh.g_00867
OG0001329	Syas.g_00773	Prbh.g_01816
OG0001330	Syas.g_02865	Prbh.g_00201
OG0001331	Syas.g_01267	Prbh.g_00015
OG0001333	Syas.g_02598	Prbh.g_01744
OG0001336	Syas.g_02003	Prbh.g_01491
OG0001337	Syas.g_01548	Prbh.g_00447
OG0001339	Syas.g_02425	Prbh.g_00679
OG0001346	Syas.g_02853	Prbh.g_01374
OG0001348	Syas.g_00119	Prbh.g_01888
OG0001349	Syas.g_02643	Prbh.g_00076
OG0001351	Syas.g_01280	Prbh.g_00373
OG0001353	Syas.g_00228	Prbh.g_00985
OG0001354	Syas.g_00526	Prbh.g_01096
OG0001355	Syas.g_01057	Prbh.g_01146
OG0001358	Syas.g_00122	Prbh.g_01463
OG0001361	Syas.g_01135	Prbh.g_01264
OG0001364	Syas.g_02212	Prbh.g_01614
OG0001365	Syas.g_01886	Prbh.g_01531
OG0001371	Syas.g_02499	Prbh.g_00913
OG0001379	Syas.g_02861	Prbh.g_01367
OG0001380	Syas.g_00126	Prbh.g_01341
OG0001394	Syas.g_00627	Prbh.g_00893
OG0001398	Syas.g_02481	Prbh.g_01399
OG0001401	Syas.g_00233	Prbh.g_00990
OG0001402	Syas.g_00112	Prbh.g_01458
OG0001403	Syas.g_02069	Prbh.g_00750
OG0001409	Syas.g_00154	Prbh.g_01274
OG0001411	Syas.g_01156	Prbh.g_00055, Prbh.g_00721
OG0001418	Syas.g_01177	Prbh.g_00919
OG0001423	Syas.g_02532	Prbh.g_01940
OG0001429	Syas.g_00401	Prbh.g_01055
OG0001435	Syas.g_00678	Prbh.g_00874
OG0001441	Syas.g_00008	Prbh.g_00308
OG0001443	Syas.g_01910	Prbh.g_01871
OG0001450	Syas.g_02208, Syas.g_00474	Prbh.g_00922
OG0001451	Syas.g_02342, Syas.g_02343	Prbh.g_01020
OG0001453	Syas.g_00547	Prbh.g_01927
OG0001460	Syas.g_01399	Prbh.g_01791
OG0001461	Syas.g_00566	Prbh.g_01839
OG0001476	Syas.g_00155	Prbh.g_01275
OG0001477	Syas.g_00934	Prbh.g_01893
OG0001484	Syas.g_00166, Syas.g_00167	Prbh.g_00200
OG0001486	Syas.g_01186	Prbh.g_01285
OG0001488	Syas.g_01142	Prbh.g_01269
OG0001489	Syas.g_01574	Prbh.g_01629
OG0001494	Syas.g_02633	Prbh.g_01912, Prbh.g_00068
OG0001495	Syas.g_01641	Prbh.g_01693
OG0001496	Syas.g_00936	Prbh.g_01895
OG0001497	Syas.g_00935	Prbh.g_01894
OG0001498	Syas.g_01511	Prbh.g_00414
OG0001505	Syas.g_02135	Prbh.g_00063
OG0001510	Syas.g_02151	Prbh.g_01575
OG0001511	Syas.g_02413	Prbh.g_00671
OG0001512	Syas.g_02559	Prbh.g_01335
OG0001514	Syas.g_00937	Prbh.g_01896
OG0001515	Syas.g_00734	Prbh.g_00927
OG0001517	Syas.g_01540	Prbh.g_00438
OG0001518	Syas.g_01903	Prbh.g_01522
OG0001519	Syas.g_01912	Prbh.g_01517
OG0001522	Syas.g_00369	Prbh.g_00986
OG0001527	Syas.g_00803	Prbh.g_00266
OG0001529	Syas.g_02082	Prbh.g_00742
OG0001530	Syas.g_02415	Prbh.g_00672
OG0001531	Syas.g_02560	Prbh.g_00541
OG0001532	Syas.g_01113	Prbh.g_01251
OG0001534	Syas.g_00198	Prbh.g_01137
OG0001535	Syas.g_00218	Prbh.g_01122
OG0001536	Syas.g_00456	Prbh.g_01082
OG0001537	Syas.g_00651	Prbh.g_00890
OG0001538	Syas.g_00591	Prbh.g_00958
OG0001539	Syas.g_00683	Prbh.g_00869
OG0001540	Syas.g_02386	Prbh.g_00651
OG0001541	Syas.g_02316	Prbh.g_00603
OG0001542	Syas.g_02294	Prbh.g_00597
OG0001543	Syas.g_02230	Prbh.g_01876
OG0001544	Syas.g_01911	Prbh.g_01518
OG0001545	Syas.g_01982	Prbh.g_01502
OG0001549	Syas.g_00482	Prbh.g_01018
OG0001557	Syas.g_00626	Prbh.g_00894
OG0001559	Syas.g_02416	Prbh.g_00673
OG0001560	Syas.g_02429	Prbh.g_00683
OG0001561	Syas.g_00211	Prbh.g_01127
OG0001563	Syas.g_01590	Prbh.g_01645
OG0001565	Syas.g_00351	Prbh.g_01838
OG0001574	Syas.g_00801	Prbh.g_00268
OG0001575	Syas.g_00806	Prbh.g_00263
OG0001576	Syas.g_02834	Prbh.g_01386
OG0001580	Syas.g_01875	Prbh.g_00735
OG0001584	Syas.g_00607	Prbh.g_01175
OG0001586	Syas.g_02637	Prbh.g_01913
OG0001587	Syas.g_02569	Prbh.g_01722
OG0001589	Syas.g_02589	Prbh.g_01736
OG0001591	Syas.g_00690	Prbh.g_00906
OG0001592	Syas.g_01877	Prbh.g_00736
OG0001614	Syas.g_02165	Prbh.g_01587
OG0001616	Syas.g_01127	Prbh.g_01259
OG0001617	Syas.g_00076	Prbh.g_00931
OG0001619	Syas.g_00445	Prbh.g_01072
OG0001620	Syas.g_01528	Prbh.g_00429
OG0001621	Syas.g_01702	Prbh.g_00526
OG0001622	Syas.g_02002	Prbh.g_01493
OG0001634	Syas.g_00697	Prbh.g_01183
OG0001636	Syas.g_02075	Prbh.g_00747
OG0001638	Syas.g_02670	Prbh.g_01771
OG0001639	Syas.g_01477	Prbh.g_00148
OG0001640	Syas.g_00989	Prbh.g_01043
OG0001641	Syas.g_00545	Prbh.g_01105
OG0001643	Syas.g_00741	Prbh.g_01214
OG0001644	Syas.g_00921, Syas.g_00767	Prbh.g_01158
OG0001659	Syas.g_01118	Prbh.g_01407
OG0001678	Syas.g_01666	Prbh.g_01715
OG0001679	Syas.g_02407	Prbh.g_00443
OG0001693	Syas.g_01022	Prbh.g_00805
OG0001717	Syas.g_02330	Prbh.g_00822
OG0001731	Syas.g_02729	Prbh.g_00161
OG0001762	Syas.g_00552	Prbh.g_01110
OG0001764	Syas.g_00374	Prbh.g_01152
OG0001771	Syas.g_00034	Prbh.g_01843
OG0001955	Syas.g_00480	Prbh.g_01873
OG0001956	Syas.g_00971	Prbh.g_01014
OG0001977	Syas.g_01942	Prbh.g_01511
OG0002003	Syas.g_00491	Prbh.g_00832
OG0002019	Syas.g_02163	Prbh.g_01950
OG0002098	Syas.g_02127, Syas.g_02608	Prbh.g_01921
OG0002109	Syas.g_02770	Prbh.g_00836
OG0002274	Syas.g_02624	Prbh.g_00047
OG0002348	Syas.g_00879	Prbh.g_01887
OG0002389	Syas.g_01570	Prbh.g_01625
OG0002559	Syas.g_00898, Syas.g_00899	Prbh.g_01428
OG0002730	Syas.g_02772	Prbh.g_01941
OG0003490	Syas.g_00149	Prbh.g_01411
OG0003491	Syas.g_00044	Prbh.g_01436
OG0003493	Syas.g_02179	Prbh.g_00044
OG0004659	Syas.g_01464	Prbh.g_01690
