Orthogroup	Syas	Prai
OG0001205	Syas.g_02745	Prai.g_00476
OG0001207	Syas.g_01260	Prai.g_00507
OG0001208	Syas.g_01251	Prai.g_00512
OG0001209	Syas.g_00065	Prai.g_00563
OG0001210	Syas.g_00761	Prai.g_00568
OG0001211	Syas.g_00788	Prai.g_00578
OG0001212	Syas.g_00847	Prai.g_00624
OG0001213	Syas.g_00100	Prai.g_00658
OG0001214	Syas.g_00744	Prai.g_00666
OG0001215	Syas.g_02245	Prai.g_00719
OG0001217	Syas.g_01397, Syas.g_02493	Prai.g_00894
OG0001218	Syas.g_01309	Prai.g_00887
OG0001219	Syas.g_00399	Prai.g_00858
OG0001220	Syas.g_02447	Prai.g_00795
OG0001221	Syas.g_02669	Prai.g_01035
OG0001222	Syas.g_00448	Prai.g_00997
OG0001223	Syas.g_00541	Prai.g_00971
OG0001224	Syas.g_01015	Prai.g_00922
OG0001225	Syas.g_01017	Prai.g_00920
OG0001226	Syas.g_02506	Prai.g_01083
OG0001227	Syas.g_00824	Prai.g_01101
OG0001228	Syas.g_02195	Prai.g_01218
OG0001229	Syas.g_00285	Prai.g_01368
OG0001230	Syas.g_02806	Prai.g_01455
OG0001231	Syas.g_02050	Prai.g_01560
OG0001232	Syas.g_02649	Prai.g_01661
OG0001233	Syas.g_02592	Prai.g_01681
OG0001234	Syas.g_01310	Prai.g_01716
OG0001235	Syas.g_01646	Prai.g_01726
OG0001236	Syas.g_02191	Prai.g_01816
OG0001237	Syas.g_02187	Prai.g_01820
OG0001238	Syas.g_01901	Prai.g_01896
OG0001239	Syas.g_02519	Prai.g_00071
OG0001240	Syas.g_02435	Prai.g_00093
OG0001241	Syas.g_02427	Prai.g_00101
OG0001242	Syas.g_02398	Prai.g_00119
OG0001243	Syas.g_02391	Prai.g_00125
OG0001244	Syas.g_02370	Prai.g_00141
OG0001245	Syas.g_00524	Prai.g_00392
OG0001246	Syas.g_01224, Syas.g_01829	Prai.g_00534
OG0001249	Syas.g_01547	Prai.g_00869
OG0001250	Syas.g_00239	Prai.g_00806
OG0001252	Syas.g_00994	Prai.g_00927
OG0001253	Syas.g_00143	Prai.g_01102
OG0001255	Syas.g_00492	Prai.g_01156
OG0001256	Syas.g_02698	Prai.g_01553
OG0001257	Syas.g_01407	Prai.g_01559
OG0001258	Syas.g_02688	Prai.g_01635
OG0001259	Syas.g_02594	Prai.g_01679
OG0001260	Syas.g_02572	Prai.g_01695
OG0001261	Syas.g_01599	Prai.g_01769
OG0001262	Syas.g_02091	Prai.g_01879
OG0001263	Syas.g_02388	Prai.g_00128
OG0001265	Syas.g_02399	Prai.g_00118
OG0001266	Syas.g_02266	Prai.g_00214
OG0001267	Syas.g_01753	Prai.g_00293
OG0001268	Syas.g_01535	Prai.g_00352
OG0001269	Syas.g_00510	Prai.g_00372
OG0001270	Syas.g_01499	Prai.g_00465
OG0001271	Syas.g_01336	Prai.g_00502
OG0001272	Syas.g_01247	Prai.g_00516
OG0001273	Syas.g_00751	Prai.g_00660
OG0001275	Syas.g_00554	Prai.g_00961
OG0001276	Syas.g_00215	Prai.g_00942
OG0001277	Syas.g_00110	Prai.g_01090
OG0001278	Syas.g_01074	Prai.g_01223
OG0001279	Syas.g_02792	Prai.g_01583
OG0001280	Syas.g_01095	Prai.g_01334
OG0001281	Syas.g_02845	Prai.g_01340
OG0001282	Syas.g_01262	Prai.g_01371
OG0001284	Syas.g_02713	Prai.g_01532
OG0001286	Syas.g_01585	Prai.g_01786
OG0001287	Syas.g_00136	Prai.g_01840
OG0001288	Syas.g_02144	Prai.g_01849
OG0001289	Syas.g_02474	Prai.g_00087
OG0001290	Syas.g_02428	Prai.g_00100
OG0001291	Syas.g_02378	Prai.g_00135
OG0001292	Syas.g_01693	Prai.g_00261
OG0001293	Syas.g_01720	Prai.g_00274
OG0001294	Syas.g_00692	Prai.g_00389
OG0001295	Syas.g_00770	Prai.g_00498
OG0001296	Syas.g_01217	Prai.g_00539
OG0001298	Syas.g_00829	Prai.g_00605
OG0001299	Syas.g_00700	Prai.g_00695
OG0001304	Syas.g_00199	Prai.g_00933
OG0001305	Syas.g_01027	Prai.g_00914
OG0001306	Syas.g_01202	Prai.g_01158
OG0001307	Syas.g_01923	Prai.g_01354
OG0001308	Syas.g_02830	Prai.g_01473
OG0001309	Syas.g_00003	Prai.g_01557
OG0001310	Syas.g_02666	Prai.g_01650
OG0001312	Syas.g_00414	Prai.g_01008
OG0001314	Syas.g_01925	Prai.g_00439
OG0001315	Syas.g_01566	Prai.g_00061
OG0001317	Syas.g_02553	Prai.g_00245
OG0001318	Syas.g_01706	Prai.g_00269
OG0001323	Syas.g_00006	Prai.g_00548
OG0001325	Syas.g_00179	Prai.g_00753
OG0001327	Syas.g_00687	Prai.g_01075
OG0001330	Syas.g_02865	Prai.g_01309
OG0001331	Syas.g_01267	Prai.g_01376
OG0001333	Syas.g_02598	Prai.g_01675
OG0001336	Syas.g_02003	Prai.g_01921
OG0001339	Syas.g_02425	Prai.g_00103
OG0001345	Syas.g_01132	Prai.g_01190
OG0001346	Syas.g_02853	Prai.g_01336
OG0001348	Syas.g_00119	Prai.g_01587
OG0001349	Syas.g_02643	Prai.g_01407
OG0001351	Syas.g_01280	Prai.g_00485
OG0001353	Syas.g_00228	Prai.g_00815
OG0001355	Syas.g_01057	Prai.g_01272
OG0001358	Syas.g_00122	Prai.g_00649
OG0001360	Syas.g_01130	Prai.g_01103
OG0001361	Syas.g_01135	Prai.g_01187
OG0001364	Syas.g_02212	Prai.g_01809
OG0001365	Syas.g_01886	Prai.g_01889
OG0001371	Syas.g_02499	Prai.g_00708
OG0001376	Syas.g_00468	Prai.g_01069
OG0001377	Syas.g_00467	Prai.g_01070
OG0001378	Syas.g_01500	Prai.g_01112
OG0001394	Syas.g_00627	Prai.g_01031
OG0001395	Syas.g_00195	Prai.g_00931
OG0001398	Syas.g_02481	Prai.g_01601
OG0001399	Syas.g_02459	Prai.g_01718
OG0001403	Syas.g_02069	Prai.g_00030
OG0001406	Syas.g_00469	Prai.g_01068
OG0001408	Syas.g_00142	Prai.g_01086
OG0001409	Syas.g_00154	Prai.g_01178
OG0001411	Syas.g_01156	Prai.g_01422, Prai.g_01391
OG0001413	Syas.g_01481	Prai.g_01547
OG0001416	Syas.g_01061	Prai.g_00490
OG0001417	Syas.g_00507	Prai.g_00500
OG0001418	Syas.g_01177	Prai.g_00713
OG0001420	Syas.g_00017	Prai.g_01122
OG0001428	Syas.g_02325	Prai.g_00183
OG0001432	Syas.g_01484	Prai.g_01545
OG0001438	Syas.g_01767	Prai.g_00306
OG0001439	Syas.g_01809	Prai.g_00320
OG0001441	Syas.g_00008	Prai.g_00550
OG0001443	Syas.g_01910	Prai.g_01602
OG0001447	Syas.g_02390	Prai.g_00126
OG0001449	Syas.g_02567	Prai.g_00413
OG0001450	Syas.g_02208, Syas.g_00474	Prai.g_00716
OG0001451	Syas.g_02342, Syas.g_02343	Prai.g_00786
OG0001452	Syas.g_01700	Prai.g_01058
OG0001453	Syas.g_00547	Prai.g_00967
OG0001454	Syas.g_01483	Prai.g_01096
OG0001459	Syas.g_02778	Prai.g_01552
OG0001470	Syas.g_02627	Prai.g_01433
OG0001471	Syas.g_01819	Prai.g_01548
OG0001473	Syas.g_00323	Prai.g_01857
OG0001474	Syas.g_01534	Prai.g_00353
OG0001475	Syas.g_02120	Prai.g_00152
OG0001477	Syas.g_00934	Prai.g_01254
OG0001480	Syas.g_00771	Prai.g_00382
OG0001482	Syas.g_00535	Prai.g_00488
OG0001484	Syas.g_00166, Syas.g_00167	Prai.g_00893
OG0001486	Syas.g_01186	Prai.g_01169
OG0001492	Syas.g_01077	Prai.g_01220
OG0001493	Syas.g_01069	Prai.g_01228
OG0001495	Syas.g_01641	Prai.g_01723
OG0001496	Syas.g_00936	Prai.g_01252
OG0001497	Syas.g_00935	Prai.g_01253
OG0001502	Syas.g_00290	Prai.g_00877
OG0001505	Syas.g_02135	Prai.g_01394
OG0001507	Syas.g_01183	Prai.g_01245
OG0001508	Syas.g_02114	Prai.g_01432
OG0001514	Syas.g_00937	Prai.g_01251
OG0001520	Syas.g_00828	Prai.g_00406
OG0001522	Syas.g_00369	Prai.g_00814
OG0001527	Syas.g_00803	Prai.g_00591
OG0001532	Syas.g_01113	Prai.g_01199
OG0001547	Syas.g_00300	Prai.g_00875
OG0001549	Syas.g_00482	Prai.g_00788
OG0001554	Syas.g_00153	Prai.g_01555
OG0001555	Syas.g_00654	Prai.g_01569
OG0001562	Syas.g_00560	Prai.g_00949
OG0001565	Syas.g_00351	Prai.g_00447
OG0001567	Syas.g_00294	Prai.g_00876
OG0001568	Syas.g_00368	Prai.g_00874
OG0001570	Syas.g_00309	Prai.g_01255
OG0001584	Syas.g_00607	Prai.g_01016
OG0001587	Syas.g_02569	Prai.g_01697
OG0001625	Syas.g_01708	Prai.g_00271
OG0001627	Syas.g_01474	Prai.g_00889
OG0001634	Syas.g_00697	Prai.g_01582
OG0001647	Syas.g_01738	Prai.g_00285
OG0001726	Syas.g_00337	Prai.g_00425
OG0001924	Syas.g_00040	Prai.g_01283
OG0001925	Syas.g_00041	Prai.g_01284
OG0001926	Syas.g_00042	Prai.g_01285
OG0001927	Syas.g_00043	Prai.g_01286
OG0001993	Syas.g_00038	Prai.g_01281
OG0001994	Syas.g_00039	Prai.g_01282
OG0002019	Syas.g_02163	Prai.g_01304
OG0002098	Syas.g_02608	Prai.g_01430
OG0002244	Syas.g_00244	Prai.g_01244
OG0002274	Syas.g_02624	Prai.g_00776
OG0002369	Syas.g_02628	Prai.g_00742
OG0002395	Syas.g_01365	Prai.g_01628
OG0002396	Syas.g_01624	Prai.g_01745
OG0002478	Syas.g_01099	Prai.g_00429
OG0002699	Syas.g_02123	Prai.g_01440
OG0002721	Syas.g_02177	Prai.g_01320
OG0002916	Syas.g_00615	Prai.g_01413
OG0003159	Syas.g_02117	Prai.g_01396
OG0003223	Syas.g_02125	Prai.g_01406
OG0003224	Syas.g_00366	Prai.g_01625
OG0004139	Syas.g_00918	Prai.g_00151
OG0004604	Syas.g_00644	Prai.g_00039
