Orthogroup	Syas	Praj
OG0001199	Syas.g_02516	Praj.g_00112
OG0001200	Syas.g_02514	Praj.g_00114
OG0001201	Syas.g_02419	Praj.g_00146
OG0001202	Syas.g_02270	Praj.g_00239
OG0001203	Syas.g_02557	Praj.g_00278
OG0001204	Syas.g_01687	Praj.g_00284
OG0001205	Syas.g_02745	Praj.g_00439
OG0001207	Syas.g_01260	Praj.g_00469
OG0001208	Syas.g_01251	Praj.g_00475
OG0001209	Syas.g_00065	Praj.g_00526
OG0001210	Syas.g_00761	Praj.g_00531
OG0001211	Syas.g_00788	Praj.g_00541
OG0001212	Syas.g_00847	Praj.g_00583
OG0001213	Syas.g_00100	Praj.g_00617
OG0001214	Syas.g_00744	Praj.g_00625
OG0001215	Syas.g_02245	Praj.g_00683
OG0001217	Syas.g_01397, Syas.g_02493	Praj.g_00091
OG0001218	Syas.g_01309	Praj.g_00740
OG0001219	Syas.g_00399	Praj.g_00915
OG0001220	Syas.g_02447	Praj.g_00825
OG0001221	Syas.g_02669	Praj.g_00899
OG0001222	Syas.g_00448	Praj.g_00847
OG0001223	Syas.g_00541	Praj.g_00964
OG0001224	Syas.g_01015	Praj.g_01020
OG0001225	Syas.g_01017	Praj.g_01022
OG0001227	Syas.g_00824	Praj.g_01045
OG0001228	Syas.g_02195	Praj.g_01411
OG0001229	Syas.g_00285	Praj.g_01160
OG0001230	Syas.g_02806	Praj.g_01623
OG0001231	Syas.g_02050	Praj.g_00744
OG0001232	Syas.g_02649	Praj.g_01789
OG0001233	Syas.g_02592	Praj.g_01809
OG0001234	Syas.g_01310	Praj.g_01884
OG0001235	Syas.g_01646	Praj.g_01888
OG0001236	Syas.g_02191	Praj.g_01989
OG0001237	Syas.g_02187	Praj.g_01993
OG0001238	Syas.g_01901	Praj.g_02095
OG0001239	Syas.g_02519	Praj.g_00109
OG0001240	Syas.g_02435	Praj.g_00131
OG0001241	Syas.g_02427	Praj.g_00140
OG0001242	Syas.g_02398	Praj.g_00159
OG0001243	Syas.g_02391	Praj.g_00166
OG0001244	Syas.g_02370	Praj.g_00182
OG0001245	Syas.g_00524	Praj.g_01244
OG0001246	Syas.g_01224, Syas.g_01829	Praj.g_00496
OG0001249	Syas.g_01547	Praj.g_00373
OG0001251	Syas.g_00516, Syas.g_00408	Praj.g_01858
OG0001252	Syas.g_00994	Praj.g_01015
OG0001253	Syas.g_00143	Praj.g_01728
OG0001255	Syas.g_00492	Praj.g_01477
OG0001256	Syas.g_02698	Praj.g_01719
OG0001257	Syas.g_01407	Praj.g_01724
OG0001259	Syas.g_02594	Praj.g_01807
OG0001260	Syas.g_02572	Praj.g_01824
OG0001261	Syas.g_01599	Praj.g_01943
OG0001262	Syas.g_02091	Praj.g_02077
OG0001263	Syas.g_02388	Praj.g_00169
OG0001269	Syas.g_00510	Praj.g_00824
OG0001273	Syas.g_00751	Praj.g_00619
OG0001277	Syas.g_00110	Praj.g_02123
OG0001279	Syas.g_02792	Praj.g_01155
OG0001280	Syas.g_01095	Praj.g_01527
OG0001281	Syas.g_02845	Praj.g_01533
OG0001282	Syas.g_01262	Praj.g_01576
OG0001284	Syas.g_02713	Praj.g_01705
OG0001286	Syas.g_01585	Praj.g_01956
OG0001287	Syas.g_00136	Praj.g_02014
OG0001288	Syas.g_02144	Praj.g_02025
OG0001289	Syas.g_02474	Praj.g_00125
OG0001290	Syas.g_02428	Praj.g_00139
OG0001294	Syas.g_00692	Praj.g_01564, Praj.g_01497
OG0001295	Syas.g_00770	Praj.g_01485
OG0001296	Syas.g_01217	Praj.g_00501
OG0001297	Syas.g_01213	Praj.g_00506
OG0001299	Syas.g_00700	Praj.g_00655
OG0001303	Syas.g_00400	Praj.g_01344
OG0001304	Syas.g_00199	Praj.g_01006
OG0001305	Syas.g_01027	Praj.g_00842
OG0001306	Syas.g_01202	Praj.g_01475
OG0001307	Syas.g_01923	Praj.g_01547
OG0001308	Syas.g_02830	Praj.g_01642
OG0001309	Syas.g_00003	Praj.g_00510
OG0001310	Syas.g_02666	Praj.g_01779
OG0001311	Syas.g_00213	Praj.g_00998
OG0001312	Syas.g_00414	Praj.g_00924
OG0001315	Syas.g_01566	Praj.g_01974
OG0001317	Syas.g_02553	Praj.g_00274
OG0001318	Syas.g_01706	Praj.g_00295
OG0001325	Syas.g_00179	Praj.g_00703
OG0001326	Syas.g_01960, Syas.g_01961	Praj.g_01850
OG0001327	Syas.g_00687	Praj.g_00876
OG0001329	Syas.g_00773	Praj.g_01727
OG0001330	Syas.g_02865	Praj.g_01521
OG0001331	Syas.g_01267	Praj.g_01581
OG0001336	Syas.g_02003	Praj.g_02133
OG0001337	Syas.g_01548	Praj.g_00367
OG0001339	Syas.g_02425	Praj.g_00142
OG0001345	Syas.g_01132	Praj.g_01441
OG0001346	Syas.g_02853	Praj.g_01529
OG0001347	Syas.g_01950	Praj.g_02039
OG0001348	Syas.g_00119	Praj.g_01082
OG0001351	Syas.g_01280	Praj.g_00448
OG0001354	Syas.g_00526	Praj.g_00956
OG0001355	Syas.g_01057	Praj.g_01726
OG0001356	Syas.g_01715	Praj.g_01119
OG0001358	Syas.g_00122	Praj.g_00608
OG0001360	Syas.g_01130	Praj.g_01439
OG0001365	Syas.g_01886	Praj.g_02088
OG0001366	Syas.g_02655	Praj.g_01565, Praj.g_00037, Praj.g_01597
OG0001371	Syas.g_02499	Praj.g_00671
OG0001373	Syas.g_01959	Praj.g_01849
OG0001374	Syas.g_01968	Praj.g_01857
OG0001376	Syas.g_00468	Praj.g_00854
OG0001377	Syas.g_00467	Praj.g_00855
OG0001378	Syas.g_01500	Praj.g_00428
OG0001380	Syas.g_00126	Praj.g_01484
OG0001385	Syas.g_01956	Praj.g_01846
OG0001386	Syas.g_01957	Praj.g_01847
OG0001387	Syas.g_01958	Praj.g_01848
OG0001388	Syas.g_01962	Praj.g_01851
OG0001389	Syas.g_01963	Praj.g_01852
OG0001390	Syas.g_01964	Praj.g_01853
OG0001391	Syas.g_01965	Praj.g_01854
OG0001392	Syas.g_01966	Praj.g_01855
OG0001393	Syas.g_01967	Praj.g_01856
OG0001394	Syas.g_00627	Praj.g_00903
OG0001395	Syas.g_00195	Praj.g_01009
OG0001396	Syas.g_01949	Praj.g_02040
OG0001398	Syas.g_02481	Praj.g_00717
OG0001401	Syas.g_00233	Praj.g_00807
OG0001402	Syas.g_00112	Praj.g_00612
OG0001403	Syas.g_02069	Praj.g_00030
OG0001406	Syas.g_00469	Praj.g_00853
OG0001408	Syas.g_00142	Praj.g_00082
OG0001409	Syas.g_00154	Praj.g_01453
OG0001412	Syas.g_01951	Praj.g_02038
OG0001413	Syas.g_01481	Praj.g_00745
OG0001417	Syas.g_00507	Praj.g_01496
OG0001418	Syas.g_01177	Praj.g_00677
OG0001420	Syas.g_00017	Praj.g_01142
OG0001423	Syas.g_02532	Praj.g_01598
OG0001429	Syas.g_00401	Praj.g_00916
OG0001432	Syas.g_01484	Praj.g_00988
OG0001433	Syas.g_01398	Praj.g_01118
OG0001435	Syas.g_00678	Praj.g_00883
OG0001439	Syas.g_01809	Praj.g_00342
OG0001441	Syas.g_00008	Praj.g_00513
OG0001443	Syas.g_01910	Praj.g_01841
OG0001447	Syas.g_02390	Praj.g_00167
OG0001450	Syas.g_02208, Syas.g_00474	Praj.g_00680
OG0001451	Syas.g_02342, Syas.g_02343	Praj.g_00836
OG0001453	Syas.g_00547	Praj.g_00967
OG0001454	Syas.g_01483	Praj.g_01237
OG0001456	Syas.g_01969	Praj.g_01503
OG0001457	Syas.g_01970	Praj.g_01502
OG0001458	Syas.g_01971	Praj.g_01501
OG0001459	Syas.g_02778	Praj.g_01123
OG0001460	Syas.g_01399	Praj.g_01117
OG0001461	Syas.g_00566	Praj.g_01381
OG0001471	Syas.g_01819	Praj.g_01498
OG0001473	Syas.g_00323	Praj.g_01560
OG0001474	Syas.g_01534	Praj.g_00385
OG0001475	Syas.g_02120	Praj.g_02052
OG0001476	Syas.g_00155	Praj.g_01454
OG0001477	Syas.g_00934	Praj.g_01370
OG0001480	Syas.g_00771	Praj.g_01173
OG0001482	Syas.g_00535	Praj.g_01044
OG0001484	Syas.g_00166, Syas.g_00167	Praj.g_01206
OG0001488	Syas.g_01142	Praj.g_01448
OG0001489	Syas.g_01574	Praj.g_01967
OG0001495	Syas.g_01641	Praj.g_01890
OG0001496	Syas.g_00936	Praj.g_01368
OG0001497	Syas.g_00935	Praj.g_01369
OG0001498	Syas.g_01511	Praj.g_00404
OG0001504	Syas.g_02777	Praj.g_01124
OG0001505	Syas.g_02135	Praj.g_02050
OG0001507	Syas.g_01183	Praj.g_01140
OG0001508	Syas.g_02114	Praj.g_02053
OG0001510	Syas.g_02151	Praj.g_02018
OG0001511	Syas.g_02413	Praj.g_00150
OG0001512	Syas.g_02559	Praj.g_01746
OG0001514	Syas.g_00937	Praj.g_01367
OG0001515	Syas.g_00734	Praj.g_00685
OG0001517	Syas.g_01540	Praj.g_00381
OG0001518	Syas.g_01903	Praj.g_02097
OG0001519	Syas.g_01912	Praj.g_02102
OG0001522	Syas.g_00369	Praj.g_00803
OG0001528	Syas.g_02116	Praj.g_02056
OG0001529	Syas.g_02082	Praj.g_00045
OG0001530	Syas.g_02415	Praj.g_00149
OG0001531	Syas.g_02560	Praj.g_00279
OG0001532	Syas.g_01113	Praj.g_01431
OG0001534	Syas.g_00198	Praj.g_01007
OG0001535	Syas.g_00218	Praj.g_00996
OG0001536	Syas.g_00456	Praj.g_00942
OG0001537	Syas.g_00651	Praj.g_00900
OG0001538	Syas.g_00591	Praj.g_00774
OG0001539	Syas.g_00683	Praj.g_00878
OG0001540	Syas.g_02386	Praj.g_00171
OG0001541	Syas.g_02316	Praj.g_00219
OG0001542	Syas.g_02294	Praj.g_00225
OG0001543	Syas.g_02230	Praj.g_00850
OG0001544	Syas.g_01911	Praj.g_02101
OG0001545	Syas.g_01982	Praj.g_02122
OG0001549	Syas.g_00482	Praj.g_00834
OG0001555	Syas.g_00654	Praj.g_01748
OG0001556	Syas.g_01679	Praj.g_01109
OG0001557	Syas.g_00626	Praj.g_00904
OG0001559	Syas.g_02416	Praj.g_00148
OG0001560	Syas.g_02429	Praj.g_00138
OG0001561	Syas.g_00211	Praj.g_01000
OG0001562	Syas.g_00560	Praj.g_00990
OG0001563	Syas.g_01590	Praj.g_01951
OG0001570	Syas.g_00309	Praj.g_01284
OG0001575	Syas.g_00806	Praj.g_00556
OG0001576	Syas.g_02834	Praj.g_01541
OG0001577	Syas.g_01189	Praj.g_01465
OG0001578	Syas.g_01979	Praj.g_01362
OG0001584	Syas.g_00607	Praj.g_00759
OG0001589	Syas.g_02589	Praj.g_01811
OG0001591	Syas.g_00690	Praj.g_00662
OG0001623	Syas.g_01550, Syas.g_00977, Syas.g_01554	Praj.g_00369
OG0001634	Syas.g_00697	Praj.g_00658
OG0001644	Syas.g_00921, Syas.g_00767	Praj.g_00713
OG0001659	Syas.g_01118	Praj.g_01435
OG0001666	Syas.g_02785	Praj.g_01122
OG0001673	Syas.g_02551	Praj.g_00272
OG0001692	Syas.g_02810	Praj.g_01627
OG0001694	Syas.g_01755	Praj.g_00317
OG0001695	Syas.g_01980	Praj.g_02118
OG0001700	Syas.g_01390, Syas.g_01391	Praj.g_01116
OG0001703	Syas.g_01259	Praj.g_00470
OG0001715	Syas.g_01409	Praj.g_01177
OG0001733	Syas.g_00974	Praj.g_01107
OG0001738	Syas.g_01792	Praj.g_00355
OG0001739	Syas.g_01978	Praj.g_02117
OG0001769	Syas.g_00723	Praj.g_01387
OG0001816	Syas.g_00688	Praj.g_00875
OG0001915	Syas.g_02019	Praj.g_02140
OG0001954	Syas.g_01433	Praj.g_01167
OG0001955	Syas.g_00480	Praj.g_00077
OG0001956	Syas.g_00971	Praj.g_00830
OG0001959	Syas.g_01814	Praj.g_01607, Praj.g_02047, Praj.g_02048
OG0001977	Syas.g_01942	Praj.g_02108
OG0001990	Syas.g_01973	Praj.g_00066
OG0002018	Syas.g_01974	Praj.g_02120
OG0002227	Syas.g_01904	Praj.g_01111
OG0002229	Syas.g_02128	Praj.g_02033
OG0002449	Syas.g_01975	Praj.g_02119
OG0002506	Syas.g_01019	Praj.g_00861
OG0002563	Syas.g_00428	Praj.g_01608
OG0002808	Syas.g_02076	Praj.g_00033
OG0003068	Syas.g_01152	Praj.g_01752, Praj.g_00422
