Orthogroup	Syas	Prbg
OG0001152	Syas.g_01367	Prbg.g_00545
OG0001153	Syas.g_01301	Prbg.g_00623
OG0001154	Syas.g_01302	Prbg.g_00624
OG0001155	Syas.g_01478	Prbg.g_00641
OG0001156	Syas.g_01489	Prbg.g_00644
OG0001157	Syas.g_01490	Prbg.g_00645
OG0001158	Syas.g_01491	Prbg.g_00646
OG0001159	Syas.g_01492	Prbg.g_00647
OG0001160	Syas.g_02705	Prbg.g_00673
OG0001161	Syas.g_02030	Prbg.g_01593
OG0001162	Syas.g_02473	Prbg.g_00726
OG0001163	Syas.g_02697	Prbg.g_01641
OG0001164	Syas.g_02691	Prbg.g_01645
OG0001165	Syas.g_02686	Prbg.g_01648
OG0001166	Syas.g_02658	Prbg.g_01669
OG0001167	Syas.g_01046	Prbg.g_01686
OG0001168	Syas.g_02597	Prbg.g_01688
OG0001169	Syas.g_02595	Prbg.g_01690
OG0001170	Syas.g_02593	Prbg.g_01692
OG0001171	Syas.g_02580	Prbg.g_01702
OG0001172	Syas.g_01665	Prbg.g_01718
OG0001173	Syas.g_01664	Prbg.g_01719
OG0001174	Syas.g_01656	Prbg.g_01727
OG0001175	Syas.g_01655	Prbg.g_01728
OG0001176	Syas.g_01638	Prbg.g_01736
OG0001177	Syas.g_01640	Prbg.g_01738
OG0001178	Syas.g_02676	Prbg.g_01655
OG0001179	Syas.g_01608	Prbg.g_01768
OG0001180	Syas.g_01583	Prbg.g_01791
OG0001181	Syas.g_01579	Prbg.g_01795
OG0001182	Syas.g_01571	Prbg.g_01803
OG0001183	Syas.g_01564	Prbg.g_01808
OG0001184	Syas.g_02188	Prbg.g_01826
OG0001185	Syas.g_02162	Prbg.g_01842
OG0001186	Syas.g_02113	Prbg.g_01866
OG0001187	Syas.g_02111	Prbg.g_01869
OG0001189	Syas.g_02089	Prbg.g_01888
OG0001190	Syas.g_01881	Prbg.g_01893
OG0001191	Syas.g_01900	Prbg.g_01903
OG0001193	Syas.g_01952	Prbg.g_01920
OG0001194	Syas.g_01953	Prbg.g_01921
OG0001195	Syas.g_01954	Prbg.g_01922
OG0001196	Syas.g_02010	Prbg.g_01938
OG0001197	Syas.g_02012	Prbg.g_01940
OG0001198	Syas.g_02031	Prbg.g_00764
OG0001199	Syas.g_02516	Prbg.g_00795
OG0001200	Syas.g_02514	Prbg.g_00793
OG0001201	Syas.g_02419	Prbg.g_00880
OG0001202	Syas.g_02270	Prbg.g_00978
OG0001203	Syas.g_02557	Prbg.g_01020
OG0001204	Syas.g_01687	Prbg.g_01026
OG0001205	Syas.g_02745	Prbg.g_00165
OG0001207	Syas.g_01260	Prbg.g_00196
OG0001208	Syas.g_01251	Prbg.g_00201
OG0001209	Syas.g_00065	Prbg.g_00252
OG0001210	Syas.g_00761	Prbg.g_00257
OG0001211	Syas.g_00788	Prbg.g_00268
OG0001212	Syas.g_00847	Prbg.g_00315
OG0001213	Syas.g_00100	Prbg.g_00350
OG0001214	Syas.g_00744	Prbg.g_01420
OG0001215	Syas.g_02245	Prbg.g_01132
OG0001217	Syas.g_01397, Syas.g_02493	Prbg.g_00006
OG0001218	Syas.g_01309	Prbg.g_01549
OG0001219	Syas.g_00399	Prbg.g_01258
OG0001220	Syas.g_02447	Prbg.g_01215
OG0001221	Syas.g_02669	Prbg.g_01095
OG0001222	Syas.g_00448	Prbg.g_01337
OG0001223	Syas.g_00541	Prbg.g_01305
OG0001224	Syas.g_01015	Prbg.g_01238
OG0001225	Syas.g_01017	Prbg.g_01236
OG0001226	Syas.g_02506	Prbg.g_00358
OG0001227	Syas.g_00824	Prbg.g_01534
OG0001228	Syas.g_02195	Prbg.g_01436
OG0001229	Syas.g_00285	Prbg.g_01548
OG0001230	Syas.g_02806	Prbg.g_00584
OG0001231	Syas.g_02050	Prbg.g_00142
OG0001232	Syas.g_02649	Prbg.g_01673
OG0001233	Syas.g_02592	Prbg.g_01693
OG0001234	Syas.g_01310	Prbg.g_01730
OG0001235	Syas.g_01646	Prbg.g_01734
OG0001236	Syas.g_02191	Prbg.g_01823
OG0001237	Syas.g_02187	Prbg.g_01827
OG0001238	Syas.g_01901	Prbg.g_01904
OG0001239	Syas.g_02519	Prbg.g_00798
OG0001240	Syas.g_02435	Prbg.g_00863
OG0001241	Syas.g_02427	Prbg.g_00873
OG0001242	Syas.g_02398	Prbg.g_00893
OG0001243	Syas.g_02391	Prbg.g_00900
OG0001244	Syas.g_02370	Prbg.g_00915
OG0001245	Syas.g_00524	Prbg.g_01525
OG0001249	Syas.g_01547	Prbg.g_00114
OG0001250	Syas.g_00239	Prbg.g_01202
OG0001251	Syas.g_00516, Syas.g_00408	Prbg.g_01063
OG0001252	Syas.g_00994	Prbg.g_01243
OG0001253	Syas.g_00143	Prbg.g_00361
OG0001255	Syas.g_00492	Prbg.g_01504
OG0001256	Syas.g_02698	Prbg.g_00680
OG0001258	Syas.g_02688	Prbg.g_01646
OG0001259	Syas.g_02594	Prbg.g_01691
OG0001260	Syas.g_02572	Prbg.g_01708
OG0001261	Syas.g_01599	Prbg.g_01776
OG0001262	Syas.g_02091	Prbg.g_01886
OG0001263	Syas.g_02388	Prbg.g_00902
OG0001265	Syas.g_02399	Prbg.g_00892
OG0001266	Syas.g_02266	Prbg.g_00982
OG0001267	Syas.g_01753	Prbg.g_00059
OG0001268	Syas.g_01535	Prbg.g_00122
OG0001269	Syas.g_00510	Prbg.g_01214
OG0001270	Syas.g_01499	Prbg.g_00154
OG0001271	Syas.g_01336	Prbg.g_00191
OG0001272	Syas.g_01247	Prbg.g_00205
OG0001273	Syas.g_00751	Prbg.g_01426
OG0001274	Syas.g_01849	Prbg.g_01006
OG0001275	Syas.g_00554	Prbg.g_01315
OG0001276	Syas.g_00215	Prbg.g_01329
OG0001277	Syas.g_00110	Prbg.g_01926
OG0001278	Syas.g_01074	Prbg.g_01432
OG0001279	Syas.g_02792	Prbg.g_00407
OG0001280	Syas.g_01095	Prbg.g_00476
OG0001281	Syas.g_02845	Prbg.g_00482
OG0001282	Syas.g_01262	Prbg.g_00530
OG0001284	Syas.g_02713	Prbg.g_00666
OG0001286	Syas.g_01585	Prbg.g_01789
OG0001287	Syas.g_00136	Prbg.g_01849
OG0001288	Syas.g_02144	Prbg.g_01859
OG0001289	Syas.g_02474	Prbg.g_00783
OG0001290	Syas.g_02428	Prbg.g_00872
OG0001291	Syas.g_02378	Prbg.g_00910
OG0001292	Syas.g_01693	Prbg.g_01031
OG0001293	Syas.g_01720	Prbg.g_01044
OG0001295	Syas.g_00770	Prbg.g_00714
OG0001296	Syas.g_01217	Prbg.g_00228
OG0001297	Syas.g_01213	Prbg.g_00233
OG0001298	Syas.g_00829	Prbg.g_00295
OG0001299	Syas.g_00700	Prbg.g_01389
OG0001303	Syas.g_00400	Prbg.g_01612
OG0001304	Syas.g_00199	Prbg.g_01342
OG0001305	Syas.g_01027	Prbg.g_01230
OG0001306	Syas.g_01202	Prbg.g_01501
OG0001307	Syas.g_01923	Prbg.g_00504
OG0001308	Syas.g_02830	Prbg.g_00601
OG0001309	Syas.g_00003	Prbg.g_00708
OG0001310	Syas.g_02666	Prbg.g_01663
OG0001311	Syas.g_00213	Prbg.g_01331
OG0001312	Syas.g_00414	Prbg.g_01267
OG0001314	Syas.g_01925	Prbg.g_00439
OG0001315	Syas.g_01566	Prbg.g_01539
OG0001317	Syas.g_02553	Prbg.g_01016
OG0001318	Syas.g_01706	Prbg.g_01040
OG0001319	Syas.g_01736	Prbg.g_00052
OG0001323	Syas.g_00006	Prbg.g_00238
OG0001325	Syas.g_00179	Prbg.g_01372
OG0001327	Syas.g_00687	Prbg.g_01072
OG0001329	Syas.g_00773	Prbg.g_01609
OG0001330	Syas.g_02865	Prbg.g_00697
OG0001331	Syas.g_01267	Prbg.g_00535
OG0001333	Syas.g_02598	Prbg.g_01687
OG0001337	Syas.g_01548	Prbg.g_00109
OG0001339	Syas.g_02425	Prbg.g_00875
OG0001345	Syas.g_01132	Prbg.g_01466
OG0001346	Syas.g_02853	Prbg.g_00478
OG0001348	Syas.g_00119	Prbg.g_00712
OG0001349	Syas.g_02643	Prbg.g_00553
OG0001351	Syas.g_01280	Prbg.g_00177
OG0001353	Syas.g_00228	Prbg.g_01192
OG0001354	Syas.g_00526	Prbg.g_01297
OG0001355	Syas.g_01057	Prbg.g_01351
OG0001356	Syas.g_01715	Prbg.g_01638
OG0001364	Syas.g_02212	Prbg.g_01814
OG0001365	Syas.g_01886	Prbg.g_01897
OG0001371	Syas.g_02499	Prbg.g_01120
OG0001379	Syas.g_02861	Prbg.g_00471
OG0001380	Syas.g_00126	Prbg.g_01551
OG0001394	Syas.g_00627	Prbg.g_01099
OG0001398	Syas.g_02481	Prbg.g_00737
OG0001401	Syas.g_00233	Prbg.g_01197
OG0001402	Syas.g_00112	Prbg.g_00344
OG0001403	Syas.g_02069	Prbg.g_00843
OG0001409	Syas.g_00154	Prbg.g_01478
OG0001411	Syas.g_01156	Prbg.g_00808
OG0001418	Syas.g_01177	Prbg.g_01126
OG0001423	Syas.g_02532	Prbg.g_00429
OG0001428	Syas.g_02325	Prbg.g_00950
OG0001429	Syas.g_00401	Prbg.g_01259
OG0001433	Syas.g_01398	Prbg.g_01637
OG0001435	Syas.g_00678	Prbg.g_01080
OG0001443	Syas.g_01910	Prbg.g_01547
OG0001450	Syas.g_02208, Syas.g_00474	Prbg.g_01129
OG0001451	Syas.g_02342, Syas.g_02343	Prbg.g_01226
OG0001460	Syas.g_01399	Prbg.g_01636
OG0001461	Syas.g_00566	Prbg.g_00817
OG0001476	Syas.g_00155	Prbg.g_01479
OG0001477	Syas.g_00934	Prbg.g_00384
OG0001484	Syas.g_00166, Syas.g_00167	Prbg.g_00696
OG0001486	Syas.g_01186	Prbg.g_01488
OG0001488	Syas.g_01142	Prbg.g_01473
OG0001489	Syas.g_01574	Prbg.g_01800
OG0001496	Syas.g_00936	Prbg.g_00386
OG0001497	Syas.g_00935	Prbg.g_00385
OG0001498	Syas.g_01511	Prbg.g_00138
OG0001505	Syas.g_02135	Prbg.g_00039
OG0001510	Syas.g_02151	Prbg.g_01853
OG0001511	Syas.g_02413	Prbg.g_00884
OG0001512	Syas.g_02559	Prbg.g_01543
OG0001514	Syas.g_00937	Prbg.g_00387
OG0001515	Syas.g_00734	Prbg.g_01134
OG0001517	Syas.g_01540	Prbg.g_00118
OG0001518	Syas.g_01903	Prbg.g_01906
OG0001519	Syas.g_01912	Prbg.g_01911
OG0001522	Syas.g_00369	Prbg.g_01193
OG0001527	Syas.g_00803	Prbg.g_00281
OG0001529	Syas.g_02082	Prbg.g_00833
OG0001530	Syas.g_02415	Prbg.g_00883
OG0001531	Syas.g_02560	Prbg.g_01021
OG0001532	Syas.g_01113	Prbg.g_01455
OG0001534	Syas.g_00198	Prbg.g_01343
OG0001535	Syas.g_00218	Prbg.g_01327
OG0001536	Syas.g_00456	Prbg.g_01283
OG0001537	Syas.g_00651	Prbg.g_01096
OG0001538	Syas.g_00591	Prbg.g_01164
OG0001539	Syas.g_00683	Prbg.g_01074
OG0001540	Syas.g_02386	Prbg.g_00904
OG0001541	Syas.g_02316	Prbg.g_00958
OG0001542	Syas.g_02294	Prbg.g_00964
OG0001543	Syas.g_02230	Prbg.g_00463
OG0001544	Syas.g_01911	Prbg.g_01910
OG0001545	Syas.g_01982	Prbg.g_01925
OG0001549	Syas.g_00482	Prbg.g_01224
OG0001557	Syas.g_00626	Prbg.g_01100
OG0001559	Syas.g_02416	Prbg.g_00882
OG0001560	Syas.g_02429	Prbg.g_00871
OG0001561	Syas.g_00211	Prbg.g_01333
OG0001562	Syas.g_00560	Prbg.g_01320
OG0001563	Syas.g_01590	Prbg.g_01784
OG0001564	Syas.g_01034	Prbg.g_00814
OG0001565	Syas.g_00351	Prbg.g_00432
OG0001574	Syas.g_00801	Prbg.g_00279
OG0001575	Syas.g_00806	Prbg.g_00284
OG0001576	Syas.g_02834	Prbg.g_00491
OG0001577	Syas.g_01189	Prbg.g_01491
OG0001580	Syas.g_01875	Prbg.g_00826
OG0001584	Syas.g_00607	Prbg.g_01379
OG0001587	Syas.g_02569	Prbg.g_01710
OG0001589	Syas.g_02589	Prbg.g_01695
OG0001591	Syas.g_00690	Prbg.g_01113
OG0001592	Syas.g_01877	Prbg.g_00827
OG0001614	Syas.g_02165	Prbg.g_01841
OG0001616	Syas.g_01127	Prbg.g_01463
OG0001617	Syas.g_00076	Prbg.g_01138
OG0001619	Syas.g_00445	Prbg.g_01276
OG0001620	Syas.g_01528	Prbg.g_00126
OG0001621	Syas.g_01702	Prbg.g_01036
OG0001622	Syas.g_02002	Prbg.g_01934
OG0001636	Syas.g_02075	Prbg.g_00839
OG0001638	Syas.g_02670	Prbg.g_01661
OG0001639	Syas.g_01477	Prbg.g_00640
OG0001640	Syas.g_00989	Prbg.g_01246
OG0001641	Syas.g_00545	Prbg.g_01308
OG0001643	Syas.g_00741	Prbg.g_01417
OG0001644	Syas.g_00921, Syas.g_00767	Prbg.g_01362
OG0001654	Syas.g_01475	Prbg.g_00638
OG0001657	Syas.g_02355	Prbg.g_00933
OG0001659	Syas.g_01118	Prbg.g_00717
OG0001678	Syas.g_01666	Prbg.g_01717
OG0001679	Syas.g_02407	Prbg.g_00113
OG0001693	Syas.g_01022	Prbg.g_01594
OG0001717	Syas.g_02330	Prbg.g_00391
OG0001733	Syas.g_00974	Prbg.g_01634
OG0001769	Syas.g_00723	Prbg.g_01538
OG0001771	Syas.g_00034	Prbg.g_01577
OG0001842	Syas.g_00658	Prbg.g_00020
OG0001917	Syas.g_00216	Prbg.g_01328
OG0001930	Syas.g_00657	Prbg.g_00019
OG0001931	Syas.g_00656	Prbg.g_00018
OG0001955	Syas.g_00480	Prbg.g_00725
OG0001956	Syas.g_00971	Prbg.g_01220
OG0001977	Syas.g_01942	Prbg.g_01916
OG0001996	Syas.g_02067	Prbg.g_00845
OG0002003	Syas.g_00491	Prbg.g_00014
OG0002019	Syas.g_02163	Prbg.g_00720
OG0002098	Syas.g_02608	Prbg.g_00512
OG0002109	Syas.g_02770	Prbg.g_00009
OG0002348	Syas.g_00879	Prbg.g_00711
OG0002389	Syas.g_01570	Prbg.g_01804
