Orthogroup	Syas	Prbi
OG0001153	Syas.g_01301	Prbi.g_01622
OG0001154	Syas.g_01302	Prbi.g_01623
OG0001155	Syas.g_01478	Prbi.g_01635
OG0001156	Syas.g_01489	Prbi.g_01638
OG0001157	Syas.g_01490	Prbi.g_01639
OG0001158	Syas.g_01491	Prbi.g_01640
OG0001159	Syas.g_01492	Prbi.g_01641
OG0001160	Syas.g_02705	Prbi.g_01665
OG0001161	Syas.g_02030	Prbi.g_01678
OG0001162	Syas.g_02473	Prbi.g_01689
OG0001163	Syas.g_02697	Prbi.g_01779
OG0001164	Syas.g_02691	Prbi.g_01783
OG0001166	Syas.g_02658	Prbi.g_01806
OG0001167	Syas.g_01046	Prbi.g_01823
OG0001168	Syas.g_02597	Prbi.g_01825
OG0001169	Syas.g_02595	Prbi.g_01827
OG0001170	Syas.g_02593	Prbi.g_01829
OG0001171	Syas.g_02580	Prbi.g_01838
OG0001172	Syas.g_01665	Prbi.g_01851
OG0001173	Syas.g_01664	Prbi.g_01852
OG0001174	Syas.g_01656	Prbi.g_01860
OG0001175	Syas.g_01655	Prbi.g_01861
OG0001176	Syas.g_01638	Prbi.g_01869
OG0001177	Syas.g_01640	Prbi.g_01872
OG0001178	Syas.g_02676	Prbi.g_01877
OG0001179	Syas.g_01608	Prbi.g_01922
OG0001180	Syas.g_01583	Prbi.g_01944
OG0001181	Syas.g_01579	Prbi.g_01948
OG0001182	Syas.g_01571	Prbi.g_01955
OG0001183	Syas.g_01564	Prbi.g_01959
OG0001184	Syas.g_02188	Prbi.g_01975
OG0001185	Syas.g_02162	Prbi.g_01989
OG0001186	Syas.g_02113	Prbi.g_02012
OG0001187	Syas.g_02111	Prbi.g_02028
OG0001189	Syas.g_02089	Prbi.g_02048
OG0001190	Syas.g_01881	Prbi.g_02052
OG0001191	Syas.g_01900	Prbi.g_02062
OG0001193	Syas.g_01952	Prbi.g_02077
OG0001194	Syas.g_01953	Prbi.g_02078
OG0001195	Syas.g_01954	Prbi.g_02079
OG0001196	Syas.g_02010	Prbi.g_02092
OG0001197	Syas.g_02012	Prbi.g_02093
OG0001198	Syas.g_02031	Prbi.g_02100
OG0001199	Syas.g_02516	Prbi.g_00081
OG0001200	Syas.g_02514	Prbi.g_00083
OG0001201	Syas.g_02419	Prbi.g_00115
OG0001202	Syas.g_02270	Prbi.g_00223
OG0001203	Syas.g_02557	Prbi.g_00262
OG0001204	Syas.g_01687	Prbi.g_00267
OG0001205	Syas.g_02745	Prbi.g_00446
OG0001207	Syas.g_01260	Prbi.g_00480
OG0001208	Syas.g_01251	Prbi.g_00485
OG0001209	Syas.g_00065	Prbi.g_00538
OG0001210	Syas.g_00761	Prbi.g_00543
OG0001211	Syas.g_00788	Prbi.g_00553
OG0001212	Syas.g_00847	Prbi.g_00598
OG0001213	Syas.g_00100	Prbi.g_00631
OG0001214	Syas.g_00744	Prbi.g_00640
OG0001215	Syas.g_02245	Prbi.g_00693
OG0001217	Syas.g_01397, Syas.g_02493	Prbi.g_00792
OG0001218	Syas.g_01309	Prbi.g_00800
OG0001219	Syas.g_00399	Prbi.g_00835
OG0001220	Syas.g_02447	Prbi.g_00899
OG0001221	Syas.g_02669	Prbi.g_00962
OG0001222	Syas.g_00448	Prbi.g_01001
OG0001223	Syas.g_00541	Prbi.g_01027
OG0001224	Syas.g_01015	Prbi.g_01082
OG0001225	Syas.g_01017	Prbi.g_01084
OG0001226	Syas.g_02506	Prbi.g_01111
OG0001227	Syas.g_00824	Prbi.g_01130
OG0001228	Syas.g_02195	Prbi.g_01252
OG0001229	Syas.g_00285	Prbi.g_01437
OG0001230	Syas.g_02806	Prbi.g_01581
OG0001231	Syas.g_02050	Prbi.g_01687
OG0001232	Syas.g_02649	Prbi.g_01810
OG0001233	Syas.g_02592	Prbi.g_01830
OG0001234	Syas.g_01310	Prbi.g_01864
OG0001235	Syas.g_01646	Prbi.g_01874
OG0001236	Syas.g_02191	Prbi.g_01972
OG0001237	Syas.g_02187	Prbi.g_01976
OG0001238	Syas.g_01901	Prbi.g_02063
OG0001239	Syas.g_02519	Prbi.g_00078
OG0001240	Syas.g_02435	Prbi.g_00100
OG0001241	Syas.g_02427	Prbi.g_00108
OG0001242	Syas.g_02398	Prbi.g_00127
OG0001243	Syas.g_02391	Prbi.g_00133
OG0001244	Syas.g_02370	Prbi.g_00149
OG0001245	Syas.g_00524	Prbi.g_00404
OG0001246	Syas.g_01224, Syas.g_01829	Prbi.g_00507
OG0001249	Syas.g_01547	Prbi.g_00825
OG0001250	Syas.g_00239	Prbi.g_00888
OG0001251	Syas.g_00516, Syas.g_00408	Prbi.g_00935
OG0001252	Syas.g_00994	Prbi.g_01077
OG0001253	Syas.g_00143	Prbi.g_01131
OG0001255	Syas.g_00492	Prbi.g_01191
OG0001256	Syas.g_02698	Prbi.g_01680
OG0001257	Syas.g_01407	Prbi.g_01686
OG0001258	Syas.g_02688	Prbi.g_01784
OG0001259	Syas.g_02594	Prbi.g_01828
OG0001260	Syas.g_02572	Prbi.g_01844
OG0001261	Syas.g_01599	Prbi.g_01930
OG0001262	Syas.g_02091	Prbi.g_02046
OG0001263	Syas.g_02388	Prbi.g_00136
OG0001265	Syas.g_02399	Prbi.g_00126
OG0001266	Syas.g_02266	Prbi.g_00227
OG0001267	Syas.g_01753	Prbi.g_00304
OG0001268	Syas.g_01535	Prbi.g_00363
OG0001269	Syas.g_00510	Prbi.g_00383
OG0001270	Syas.g_01499	Prbi.g_00435
OG0001271	Syas.g_01336	Prbi.g_00475
OG0001272	Syas.g_01247	Prbi.g_00489
OG0001273	Syas.g_00751	Prbi.g_00634
OG0001274	Syas.g_01849	Prbi.g_00707
OG0001275	Syas.g_00554	Prbi.g_01037
OG0001276	Syas.g_00215	Prbi.g_01061
OG0001277	Syas.g_00110	Prbi.g_01119
OG0001278	Syas.g_01074	Prbi.g_01257
OG0001279	Syas.g_02792	Prbi.g_01332
OG0001280	Syas.g_01095	Prbi.g_01390
OG0001281	Syas.g_02845	Prbi.g_01396
OG0001282	Syas.g_01262	Prbi.g_01440
OG0001284	Syas.g_02713	Prbi.g_01660
OG0001286	Syas.g_01585	Prbi.g_01942
OG0001287	Syas.g_00136	Prbi.g_01996
OG0001288	Syas.g_02144	Prbi.g_02005
OG0001289	Syas.g_02474	Prbi.g_00094
OG0001290	Syas.g_02428	Prbi.g_00107
OG0001291	Syas.g_02378	Prbi.g_00143
OG0001292	Syas.g_01693	Prbi.g_00272
OG0001293	Syas.g_01720	Prbi.g_00285
OG0001294	Syas.g_00692	Prbi.g_00402
OG0001295	Syas.g_00770	Prbi.g_00469
OG0001296	Syas.g_01217	Prbi.g_00512
OG0001297	Syas.g_01213	Prbi.g_00517
OG0001298	Syas.g_00829	Prbi.g_00579
OG0001299	Syas.g_00700	Prbi.g_00669
OG0001303	Syas.g_00400	Prbi.g_01041
OG0001304	Syas.g_00199	Prbi.g_01071
OG0001305	Syas.g_01027	Prbi.g_01090
OG0001306	Syas.g_01202	Prbi.g_01193
OG0001307	Syas.g_01923	Prbi.g_01422
OG0001308	Syas.g_02830	Prbi.g_01601
OG0001309	Syas.g_00003	Prbi.g_01684
OG0001310	Syas.g_02666	Prbi.g_01799
OG0001311	Syas.g_00213	Prbi.g_01063
OG0001312	Syas.g_00414	Prbi.g_00990
OG0001314	Syas.g_01925	Prbi.g_00723, Prbi.g_00783
OG0001315	Syas.g_01566	Prbi.g_00068
OG0001317	Syas.g_02553	Prbi.g_00258
OG0001318	Syas.g_01706	Prbi.g_00280
OG0001319	Syas.g_01736	Prbi.g_00296
OG0001323	Syas.g_00006	Prbi.g_00522
OG0001325	Syas.g_00179	Prbi.g_00750
OG0001326	Syas.g_01960, Syas.g_01961	Prbi.g_00923
OG0001327	Syas.g_00687	Prbi.g_01102
OG0001329	Syas.g_00773	Prbi.g_01169
OG0001330	Syas.g_02865	Prbi.g_01362
OG0001331	Syas.g_01267	Prbi.g_01445
OG0001333	Syas.g_02598	Prbi.g_01824
OG0001336	Syas.g_02003	Prbi.g_02089
OG0001339	Syas.g_02425	Prbi.g_00110
OG0001345	Syas.g_01132	Prbi.g_01226
OG0001346	Syas.g_02853	Prbi.g_01392
OG0001348	Syas.g_00119	Prbi.g_01707
OG0001349	Syas.g_02643	Prbi.g_01590
OG0001351	Syas.g_01280	Prbi.g_00455
OG0001353	Syas.g_00228	Prbi.g_00879
OG0001354	Syas.g_00526	Prbi.g_01019
OG0001355	Syas.g_01057	Prbi.g_01724
OG0001356	Syas.g_01715	Prbi.g_01301
OG0001358	Syas.g_00122	Prbi.g_00622
OG0001360	Syas.g_01130	Prbi.g_01132
OG0001361	Syas.g_01135	Prbi.g_01223
OG0001364	Syas.g_02212	Prbi.g_01965
OG0001365	Syas.g_01886	Prbi.g_02056
OG0001371	Syas.g_02499	Prbi.g_00682
OG0001373	Syas.g_01959	Prbi.g_00922
OG0001374	Syas.g_01968	Prbi.g_00930
OG0001376	Syas.g_00468	Prbi.g_01096
OG0001377	Syas.g_00467	Prbi.g_01097
OG0001378	Syas.g_01500	Prbi.g_01141
OG0001379	Syas.g_02861	Prbi.g_01385
OG0001380	Syas.g_00126	Prbi.g_01427
OG0001385	Syas.g_01956	Prbi.g_00919
OG0001386	Syas.g_01957	Prbi.g_00920
OG0001387	Syas.g_01958	Prbi.g_00921
OG0001388	Syas.g_01962	Prbi.g_00924
OG0001389	Syas.g_01963	Prbi.g_00925
OG0001390	Syas.g_01964	Prbi.g_00926
OG0001391	Syas.g_01965	Prbi.g_00927
OG0001392	Syas.g_01966	Prbi.g_00928
OG0001393	Syas.g_01967	Prbi.g_00929
OG0001394	Syas.g_00627	Prbi.g_00966
OG0001395	Syas.g_00195	Prbi.g_01073
OG0001399	Syas.g_02459	Prbi.g_01866
OG0001402	Syas.g_00112	Prbi.g_00808
OG0001403	Syas.g_02069	Prbi.g_00030
OG0001406	Syas.g_00469	Prbi.g_01095
OG0001408	Syas.g_00142	Prbi.g_01114
OG0001409	Syas.g_00154	Prbi.g_01214
OG0001411	Syas.g_01156	Prbi.g_01491
OG0001413	Syas.g_01481	Prbi.g_01675
OG0001416	Syas.g_01061	Prbi.g_00460
OG0001417	Syas.g_00507	Prbi.g_00471
OG0001418	Syas.g_01177	Prbi.g_00687
OG0001420	Syas.g_00017	Prbi.g_01150
OG0001423	Syas.g_02532	Prbi.g_01567, Prbi.g_02024
OG0001428	Syas.g_02325	Prbi.g_00196
OG0001429	Syas.g_00401	Prbi.g_00836
OG0001432	Syas.g_01484	Prbi.g_01673
OG0001433	Syas.g_01398	Prbi.g_01302
OG0001435	Syas.g_00678	Prbi.g_00947
OG0001438	Syas.g_01767	Prbi.g_00317
OG0001439	Syas.g_01809	Prbi.g_00331
OG0001441	Syas.g_00008	Prbi.g_00524
OG0001447	Syas.g_02390	Prbi.g_00134
OG0001449	Syas.g_02567	Prbi.g_00421
OG0001450	Syas.g_02208, Syas.g_00474	Prbi.g_00690
OG0001451	Syas.g_02342, Syas.g_02343	Prbi.g_00908
OG0001452	Syas.g_01700	Prbi.g_00937
OG0001453	Syas.g_00547	Prbi.g_01031
OG0001454	Syas.g_01483	Prbi.g_01125
OG0001456	Syas.g_01969	Prbi.g_01184
OG0001457	Syas.g_01970	Prbi.g_01185
OG0001458	Syas.g_01971	Prbi.g_01186
OG0001459	Syas.g_02778	Prbi.g_01344
OG0001460	Syas.g_01399	Prbi.g_01303
OG0001461	Syas.g_00566	Prbi.g_01545
OG0001471	Syas.g_01819	Prbi.g_01676
OG0001473	Syas.g_00323	Prbi.g_02013
OG0001474	Syas.g_01534	Prbi.g_00364
OG0001475	Syas.g_02120	Prbi.g_01472
OG0001479	Syas.g_01537	Prbi.g_00361
OG0001480	Syas.g_00771	Prbi.g_00393
OG0001482	Syas.g_00535	Prbi.g_00458
OG0001484	Syas.g_00166, Syas.g_00167	Prbi.g_01369
OG0001486	Syas.g_01186	Prbi.g_01205
OG0001492	Syas.g_01077	Prbi.g_01254
OG0001493	Syas.g_01069	Prbi.g_01262
OG0001494	Syas.g_02633	Prbi.g_01480, Prbi.g_01512
OG0001495	Syas.g_01641	Prbi.g_01871
OG0001502	Syas.g_00290	Prbi.g_00817
OG0001504	Syas.g_02777	Prbi.g_01345
OG0001505	Syas.g_02135	Prbi.g_01509
OG0001507	Syas.g_01183	Prbi.g_01739
OG0001508	Syas.g_02114	Prbi.g_01473
OG0001520	Syas.g_00828	Prbi.g_00416
OG0001522	Syas.g_00369	Prbi.g_00880
OG0001546	Syas.g_00011	Prbi.g_00527
OG0001547	Syas.g_00300	Prbi.g_00819
OG0001554	Syas.g_00153	Prbi.g_01682
OG0001555	Syas.g_00654	Prbi.g_01695
OG0001557	Syas.g_00626	Prbi.g_00967
OG0001564	Syas.g_01034	Prbi.g_01485
OG0001567	Syas.g_00294	Prbi.g_00818
OG0001568	Syas.g_00368	Prbi.g_00820
OG0001570	Syas.g_00309	Prbi.g_01152
OG0001584	Syas.g_00607	Prbi.g_00982
OG0001586	Syas.g_02637	Prbi.g_01464
OG0001587	Syas.g_02569	Prbi.g_01846
OG0001590	Syas.g_00752	Prbi.g_01538
OG0001625	Syas.g_01708	Prbi.g_00282
OG0001627	Syas.g_01474	Prbi.g_00797
OG0001647	Syas.g_01738	Prbi.g_00297
OG0001695	Syas.g_01980	Prbi.g_01299, Prbi.g_01550
OG0001704	Syas.g_00425, Syas.g_00426	Prbi.g_02023
OG0001928	Syas.g_02787	Prbi.g_01529
OG0001995	Syas.g_00916	Prbi.g_01411
OG0002020	Syas.g_01987	Prbi.g_01297, Prbi.g_01552
OG0002021	Syas.g_01989	Prbi.g_01295, Prbi.g_01554
OG0002022	Syas.g_01990	Prbi.g_01294, Prbi.g_01555
OG0002023	Syas.g_01991	Prbi.g_01293, Prbi.g_01556
OG0002024	Syas.g_01985	Prbi.g_01289, Prbi.g_01560
OG0002054	Syas.g_01986	Prbi.g_01288, Prbi.g_01561
OG0002055	Syas.g_01983	Prbi.g_01291, Prbi.g_01558
OG0002131	Syas.g_01988	Prbi.g_01296, Prbi.g_01553
OG0002133	Syas.g_01984	Prbi.g_01290, Prbi.g_01559
OG0002178	Syas.g_01981	Prbi.g_01286, Prbi.g_01563
OG0002249	Syas.g_01325	Prbi.g_00732
OG0002295	Syas.g_00647	Prbi.g_01284, Prbi.g_01565
OG0002295	Syas.g_01373	Prbi.g_01533
OG0002364	Syas.g_00402	Prbi.g_00837
OG0002838	Syas.g_00345	Prbi.g_01513
OG0002843	Syas.g_00643, Syas.g_01324	Prbi.g_00730
OG0003491	Syas.g_00044	Prbi.g_01416
