Orthogroup	Syas	Prax
OG0001205	Syas.g_02745	Prax.g_00755
OG0001207	Syas.g_01260	Prax.g_00725
OG0001208	Syas.g_01251	Prax.g_00720
OG0001209	Syas.g_00065	Prax.g_00666
OG0001210	Syas.g_00761	Prax.g_00001
OG0001211	Syas.g_00788	Prax.g_00011
OG0001212	Syas.g_00847	Prax.g_00055
OG0001213	Syas.g_00100	Prax.g_00088
OG0001214	Syas.g_00744	Prax.g_00096
OG0001215	Syas.g_02245	Prax.g_00952
OG0001217	Syas.g_01397, Syas.g_02493	Prax.g_00428
OG0001218	Syas.g_01309	Prax.g_00420
OG0001219	Syas.g_00399	Prax.g_00384
OG0001220	Syas.g_02447	Prax.g_00321
OG0001221	Syas.g_02669	Prax.g_00572
OG0001222	Syas.g_00448	Prax.g_00612
OG0001223	Syas.g_00541	Prax.g_01147
OG0001224	Syas.g_01015	Prax.g_01200
OG0001225	Syas.g_01017	Prax.g_01202
OG0001226	Syas.g_02506	Prax.g_01229
OG0001227	Syas.g_00824	Prax.g_01248
OG0001228	Syas.g_02195	Prax.g_00245
OG0001229	Syas.g_00285	Prax.g_01865
OG0001230	Syas.g_02806	Prax.g_01741
OG0001231	Syas.g_02050	Prax.g_01631
OG0001232	Syas.g_02649	Prax.g_01536
OG0001233	Syas.g_02592	Prax.g_01516
OG0001234	Syas.g_01310	Prax.g_01277
OG0001235	Syas.g_01646	Prax.g_01287
OG0001236	Syas.g_02191	Prax.g_01372
OG0001237	Syas.g_02187	Prax.g_01376
OG0001238	Syas.g_01901	Prax.g_01451
OG0001239	Syas.g_02519	Prax.g_00642
OG0001240	Syas.g_02435	Prax.g_01125
OG0001241	Syas.g_02427	Prax.g_01117
OG0001242	Syas.g_02398	Prax.g_01099
OG0001243	Syas.g_02391	Prax.g_01093
OG0001244	Syas.g_02370	Prax.g_01077
OG0001245	Syas.g_00524	Prax.g_00794
OG0001246	Syas.g_01224, Syas.g_01829	Prax.g_00697
OG0001249	Syas.g_01547	Prax.g_00395
OG0001250	Syas.g_00239	Prax.g_00332
OG0001251	Syas.g_00516, Syas.g_00408	Prax.g_00547
OG0001252	Syas.g_00994	Prax.g_01195
OG0001253	Syas.g_00143	Prax.g_01249
OG0001255	Syas.g_00492	Prax.g_00184
OG0001256	Syas.g_02698	Prax.g_01638
OG0001257	Syas.g_01407	Prax.g_01632
OG0001258	Syas.g_02688	Prax.g_01562
OG0001259	Syas.g_02594	Prax.g_01518
OG0001260	Syas.g_02572	Prax.g_01501
OG0001261	Syas.g_01599	Prax.g_01330
OG0001262	Syas.g_02091	Prax.g_01434
OG0001263	Syas.g_02388	Prax.g_01090
OG0001265	Syas.g_02399	Prax.g_01100
OG0001266	Syas.g_02266	Prax.g_01015
OG0001267	Syas.g_01753	Prax.g_00895
OG0001268	Syas.g_01535	Prax.g_00834
OG0001269	Syas.g_00510	Prax.g_00814
OG0001270	Syas.g_01499	Prax.g_00766
OG0001271	Syas.g_01336	Prax.g_00730
OG0001272	Syas.g_01247	Prax.g_00716
OG0001273	Syas.g_00751	Prax.g_00090
OG0001274	Syas.g_01849	Prax.g_00939
OG0001275	Syas.g_00554	Prax.g_01157
OG0001276	Syas.g_00215	Prax.g_01179
OG0001277	Syas.g_00110	Prax.g_01237
OG0001278	Syas.g_01074	Prax.g_00250
OG0001279	Syas.g_02792	Prax.g_01957
OG0001280	Syas.g_01095	Prax.g_01900
OG0001281	Syas.g_02845	Prax.g_01894
OG0001282	Syas.g_01262	Prax.g_01862
OG0001284	Syas.g_02713	Prax.g_01658
OG0001286	Syas.g_01585	Prax.g_01342
OG0001287	Syas.g_00136	Prax.g_01396
OG0001288	Syas.g_02144	Prax.g_01405
OG0001289	Syas.g_02474	Prax.g_00658
OG0001290	Syas.g_02428	Prax.g_01118
OG0001291	Syas.g_02378	Prax.g_01083
OG0001292	Syas.g_01693	Prax.g_00927
OG0001293	Syas.g_01720	Prax.g_00914
OG0001294	Syas.g_00692	Prax.g_00796
OG0001295	Syas.g_00770	Prax.g_00734
OG0001296	Syas.g_01217	Prax.g_00692
OG0001297	Syas.g_01213	Prax.g_00687
OG0001298	Syas.g_00829	Prax.g_00037
OG0001299	Syas.g_00700	Prax.g_00976
OG0001303	Syas.g_00400	Prax.g_01161
OG0001304	Syas.g_00199	Prax.g_01189
OG0001305	Syas.g_01027	Prax.g_01208
OG0001306	Syas.g_01202	Prax.g_00186
OG0001307	Syas.g_01923	Prax.g_01880
OG0001308	Syas.g_02830	Prax.g_01718
OG0001309	Syas.g_00003	Prax.g_01634
OG0001310	Syas.g_02666	Prax.g_01547
OG0001311	Syas.g_00213	Prax.g_01181
OG0001312	Syas.g_00414	Prax.g_00601
OG0001315	Syas.g_01566	Prax.g_00633
OG0001317	Syas.g_02553	Prax.g_00984
OG0001318	Syas.g_01706	Prax.g_00919
OG0001319	Syas.g_01736	Prax.g_00903
OG0001323	Syas.g_00006	Prax.g_00682
OG0001325	Syas.g_00179	Prax.g_00480
OG0001326	Syas.g_01960, Syas.g_01961	Prax.g_00535
OG0001327	Syas.g_00687	Prax.g_01221
OG0001329	Syas.g_00773	Prax.g_00154
OG0001330	Syas.g_02865	Prax.g_01929
OG0001331	Syas.g_01267	Prax.g_01857
OG0001333	Syas.g_02598	Prax.g_01522
OG0001336	Syas.g_02003	Prax.g_01476
OG0001339	Syas.g_02425	Prax.g_01115
OG0001345	Syas.g_01132	Prax.g_00219
OG0001346	Syas.g_02853	Prax.g_01898
OG0001348	Syas.g_00119	Prax.g_01611, Prax.g_01610
OG0001349	Syas.g_02643	Prax.g_01820
OG0001353	Syas.g_00228	Prax.g_00341
OG0001354	Syas.g_00526	Prax.g_01139
OG0001356	Syas.g_01715	Prax.g_00527
OG0001358	Syas.g_00122	Prax.g_00079
OG0001360	Syas.g_01130	Prax.g_01250
OG0001361	Syas.g_01135	Prax.g_00216
OG0001364	Syas.g_02212	Prax.g_01365
OG0001365	Syas.g_01886	Prax.g_01444
OG0001371	Syas.g_02499	Prax.g_00963
OG0001373	Syas.g_01959	Prax.g_00534
OG0001374	Syas.g_01968	Prax.g_00542
OG0001376	Syas.g_00468	Prax.g_01214
OG0001377	Syas.g_00467	Prax.g_01215
OG0001378	Syas.g_01500	Prax.g_00125
OG0001379	Syas.g_02861	Prax.g_01905
OG0001380	Syas.g_00126	Prax.g_01875
OG0001385	Syas.g_01956	Prax.g_00531
OG0001386	Syas.g_01957	Prax.g_00532
OG0001387	Syas.g_01958	Prax.g_00533
OG0001388	Syas.g_01962	Prax.g_00536
OG0001389	Syas.g_01963	Prax.g_00537
OG0001390	Syas.g_01964	Prax.g_00538
OG0001391	Syas.g_01965	Prax.g_00539
OG0001392	Syas.g_01966	Prax.g_00540
OG0001393	Syas.g_01967	Prax.g_00541
OG0001394	Syas.g_00627	Prax.g_00576
OG0001395	Syas.g_00195	Prax.g_01191
OG0001399	Syas.g_02459	Prax.g_01279
OG0001402	Syas.g_00112	Prax.g_00412
OG0001403	Syas.g_02069	Prax.g_00283
OG0001406	Syas.g_00469	Prax.g_01213
OG0001408	Syas.g_00142	Prax.g_01232
OG0001409	Syas.g_00154	Prax.g_00207
OG0001411	Syas.g_01156	Prax.g_01822
OG0001413	Syas.g_01481	Prax.g_01643
OG0001416	Syas.g_01061	Prax.g_00742
OG0001417	Syas.g_00507	Prax.g_00732
OG0001418	Syas.g_01177	Prax.g_00958
OG0001420	Syas.g_00017	Prax.g_00134
OG0001428	Syas.g_02325	Prax.g_01046
OG0001429	Syas.g_00401	Prax.g_00383
OG0001432	Syas.g_01484	Prax.g_01645
OG0001433	Syas.g_01398	Prax.g_00526
OG0001438	Syas.g_01767	Prax.g_00882
OG0001439	Syas.g_01809	Prax.g_00868
OG0001441	Syas.g_00008	Prax.g_00680
OG0001447	Syas.g_02390	Prax.g_01092
OG0001449	Syas.g_02567	Prax.g_00779
OG0001450	Syas.g_02208, Syas.g_00474	Prax.g_00955
OG0001451	Syas.g_02342, Syas.g_02343	Prax.g_00312
OG0001452	Syas.g_01700	Prax.g_00548
OG0001453	Syas.g_00547	Prax.g_01151
OG0001454	Syas.g_01483	Prax.g_01243
OG0001456	Syas.g_01969	Prax.g_00177
OG0001457	Syas.g_01970	Prax.g_00178
OG0001458	Syas.g_01971	Prax.g_00179
OG0001459	Syas.g_02778	Prax.g_01943
OG0001460	Syas.g_01399	Prax.g_00525
OG0001461	Syas.g_00566	Prax.g_01569
OG0001471	Syas.g_01819	Prax.g_01642
OG0001473	Syas.g_00323	Prax.g_01413
OG0001474	Syas.g_01534	Prax.g_00833
OG0001475	Syas.g_02120	Prax.g_01839
OG0001479	Syas.g_01537	Prax.g_00836
OG0001480	Syas.g_00771	Prax.g_00804
OG0001482	Syas.g_00535	Prax.g_00744
OG0001484	Syas.g_00166, Syas.g_00167	Prax.g_01921
OG0001486	Syas.g_01186	Prax.g_00198
OG0001492	Syas.g_01077	Prax.g_00247
OG0001493	Syas.g_01069	Prax.g_00255
OG0001495	Syas.g_01641	Prax.g_01284
OG0001502	Syas.g_00290	Prax.g_00403
OG0001504	Syas.g_02777	Prax.g_01942
OG0001507	Syas.g_01183	Prax.g_01590
OG0001508	Syas.g_02114	Prax.g_01842
OG0001520	Syas.g_00828	Prax.g_00784
OG0001522	Syas.g_00369	Prax.g_00340
OG0001528	Syas.g_02116	Prax.g_01840
OG0001546	Syas.g_00011	Prax.g_00677
OG0001547	Syas.g_00300	Prax.g_00401
OG0001554	Syas.g_00153	Prax.g_01636
OG0001555	Syas.g_00654	Prax.g_01622
OG0001556	Syas.g_01679	Prax.g_00518
OG0001557	Syas.g_00626	Prax.g_00577
OG0001564	Syas.g_01034	Prax.g_00489
OG0001567	Syas.g_00294	Prax.g_00402
OG0001568	Syas.g_00368	Prax.g_00400
OG0001570	Syas.g_00309	Prax.g_00137
OG0001584	Syas.g_00607	Prax.g_00593
OG0001587	Syas.g_02569	Prax.g_01258
OG0001625	Syas.g_01708	Prax.g_00917
OG0001627	Syas.g_01474	Prax.g_00424
OG0001635	Syas.g_02140	Prax.g_01586
OG0001647	Syas.g_01738	Prax.g_00902
OG0001666	Syas.g_02785	Prax.g_01944
OG0001680	Syas.g_02664	Prax.g_00521
OG0001700	Syas.g_01390, Syas.g_01391	Prax.g_00524
OG0001959	Syas.g_01814	Prax.g_01963
OG0001990	Syas.g_01973	Prax.g_00172
OG0002013	Syas.g_02488	Prax.g_01782
OG0002019	Syas.g_02163	Prax.g_00503
OG0002029	Syas.g_01930, Syas.g_02786	Prax.g_01945
OG0002227	Syas.g_01904	Prax.g_00520
OG0002274	Syas.g_02624	Prax.g_01806
OG0002349	Syas.g_02590	Prax.g_01514
OG0002458	Syas.g_01033	Prax.g_00488
OG0002459	Syas.g_01036	Prax.g_00490
OG0002460	Syas.g_01035	Prax.g_00491
