Orthogroup	Syas	Prac
OG0001202	Syas.g_02270	Prac.g_01731
OG0001203	Syas.g_02557	Prac.g_01692
OG0001204	Syas.g_01687	Prac.g_01687
OG0001205	Syas.g_02745	Prac.g_01102
OG0001207	Syas.g_01260	Prac.g_01067
OG0001208	Syas.g_01251	Prac.g_01062
OG0001209	Syas.g_00065	Prac.g_00837
OG0001210	Syas.g_00761	Prac.g_00832
OG0001211	Syas.g_00788	Prac.g_00822
OG0001212	Syas.g_00847	Prac.g_00776
OG0001213	Syas.g_00100	Prac.g_00742
OG0001214	Syas.g_00744	Prac.g_00734
OG0001215	Syas.g_02245	Prac.g_00681
OG0001217	Syas.g_01397, Syas.g_02493	Prac.g_01521
OG0001219	Syas.g_00399	Prac.g_01487
OG0001220	Syas.g_02447	Prac.g_01424
OG0001221	Syas.g_02669	Prac.g_01373
OG0001222	Syas.g_00448	Prac.g_01335
OG0001223	Syas.g_00541	Prac.g_01309
OG0001224	Syas.g_01015	Prac.g_01260
OG0001225	Syas.g_01017	Prac.g_01258
OG0001226	Syas.g_02506	Prac.g_01232
OG0001227	Syas.g_00824	Prac.g_01213
OG0001228	Syas.g_02195	Prac.g_00940
OG0001229	Syas.g_00285	Prac.g_00215
OG0001230	Syas.g_02806	Prac.g_00419
OG0001231	Syas.g_02050	Prac.g_00315
OG0001232	Syas.g_02649	Prac.g_00602
OG0001233	Syas.g_02592	Prac.g_00582
OG0001234	Syas.g_01310	Prac.g_00491
OG0001235	Syas.g_01646	Prac.g_00501
OG0001236	Syas.g_02191	Prac.g_00019
OG0001237	Syas.g_02187	Prac.g_00023
OG0001238	Syas.g_01901	Prac.g_00096
OG0001239	Syas.g_02519	Prac.g_01860
OG0001240	Syas.g_02435	Prac.g_01838
OG0001241	Syas.g_02427	Prac.g_01830
OG0001242	Syas.g_02398	Prac.g_01812
OG0001243	Syas.g_02391	Prac.g_01806
OG0001244	Syas.g_02370	Prac.g_01790
OG0001245	Syas.g_00524	Prac.g_01153
OG0001246	Syas.g_01224, Syas.g_01829	Prac.g_00867
OG0001249	Syas.g_01547	Prac.g_01498
OG0001250	Syas.g_00239	Prac.g_01435
OG0001251	Syas.g_00516, Syas.g_00408	Prac.g_01400
OG0001252	Syas.g_00994	Prac.g_01265
OG0001253	Syas.g_00143	Prac.g_01212
OG0001255	Syas.g_00492	Prac.g_01001
OG0001256	Syas.g_02698	Prac.g_00322
OG0001257	Syas.g_01407	Prac.g_00316
OG0001258	Syas.g_02688	Prac.g_00628
OG0001259	Syas.g_02594	Prac.g_00584
OG0001260	Syas.g_02572	Prac.g_00568
OG0001261	Syas.g_01599	Prac.g_00540
OG0001262	Syas.g_02091	Prac.g_00079
OG0001263	Syas.g_02388	Prac.g_01803
OG0001265	Syas.g_02399	Prac.g_01813
OG0001266	Syas.g_02266	Prac.g_01727
OG0001267	Syas.g_01753	Prac.g_01651
OG0001268	Syas.g_01535	Prac.g_01195
OG0001269	Syas.g_00510	Prac.g_01175
OG0001270	Syas.g_01499	Prac.g_01113
OG0001271	Syas.g_01336	Prac.g_01072
OG0001272	Syas.g_01247	Prac.g_01058
OG0001273	Syas.g_00751	Prac.g_00740
OG0001274	Syas.g_01849	Prac.g_00668
OG0001275	Syas.g_00554	Prac.g_01300
OG0001276	Syas.g_00215	Prac.g_01281
OG0001277	Syas.g_00110	Prac.g_01223
OG0001278	Syas.g_01074	Prac.g_00935
OG0001280	Syas.g_01095	Prac.g_00174
OG0001281	Syas.g_02845	Prac.g_00180
OG0001282	Syas.g_01262	Prac.g_00218
OG0001284	Syas.g_02713	Prac.g_00341
OG0001287	Syas.g_00136	Prac.g_00043
OG0001288	Syas.g_02144	Prac.g_00051
OG0001289	Syas.g_02474	Prac.g_01844
OG0001290	Syas.g_02428	Prac.g_01831
OG0001291	Syas.g_02378	Prac.g_01796
OG0001292	Syas.g_01693	Prac.g_01682
OG0001293	Syas.g_01720	Prac.g_01670
OG0001294	Syas.g_00692	Prac.g_01155
OG0001295	Syas.g_00770	Prac.g_01078
OG0001296	Syas.g_01217	Prac.g_00862
OG0001298	Syas.g_00829	Prac.g_00796
OG0001299	Syas.g_00700	Prac.g_00705
OG0001303	Syas.g_00400	Prac.g_01296
OG0001304	Syas.g_00199	Prac.g_01271
OG0001305	Syas.g_01027	Prac.g_01252
OG0001306	Syas.g_01202	Prac.g_00999
OG0001307	Syas.g_01923	Prac.g_00200
OG0001308	Syas.g_02830	Prac.g_00401
OG0001309	Syas.g_00003	Prac.g_00318
OG0001310	Syas.g_02666	Prac.g_00613
OG0001311	Syas.g_00213	Prac.g_01279
OG0001312	Syas.g_00414	Prac.g_01346
OG0001315	Syas.g_01566	Prac.g_01869
OG0001317	Syas.g_02553	Prac.g_01696
OG0001318	Syas.g_01706	Prac.g_01675
OG0001319	Syas.g_01736	Prac.g_01659
OG0001323	Syas.g_00006	Prac.g_00853
OG0001325	Syas.g_00179	Prac.g_01555
OG0001326	Syas.g_01960, Syas.g_01961	Prac.g_00647
OG0001327	Syas.g_00687	Prac.g_01240
OG0001329	Syas.g_00773	Prac.g_01024
OG0001330	Syas.g_02865	Prac.g_00153
OG0001331	Syas.g_01267	Prac.g_00223
OG0001333	Syas.g_02598	Prac.g_00588
OG0001336	Syas.g_02003	Prac.g_00121
OG0001339	Syas.g_02425	Prac.g_01828
OG0001345	Syas.g_01132	Prac.g_00966
OG0001346	Syas.g_02853	Prac.g_00176
OG0001348	Syas.g_00119	Prac.g_00295
OG0001349	Syas.g_02643	Prac.g_00261
OG0001351	Syas.g_01280	Prac.g_01093
OG0001355	Syas.g_01057	Prac.g_00285, Prac.g_00878
OG0001356	Syas.g_01715	Prac.g_00900
OG0001358	Syas.g_00122	Prac.g_00751
OG0001360	Syas.g_01130	Prac.g_01211
OG0001361	Syas.g_01135	Prac.g_00969
OG0001364	Syas.g_02212	Prac.g_00012
OG0001365	Syas.g_01886	Prac.g_00089
OG0001371	Syas.g_02499	Prac.g_00692
OG0001373	Syas.g_01959	Prac.g_00646
OG0001374	Syas.g_01968	Prac.g_00654
OG0001376	Syas.g_00468	Prac.g_01246
OG0001377	Syas.g_00467	Prac.g_01245
OG0001378	Syas.g_01500	Prac.g_01047
OG0001380	Syas.g_00126	Prac.g_00205
OG0001385	Syas.g_01956	Prac.g_00643
OG0001386	Syas.g_01957	Prac.g_00644
OG0001387	Syas.g_01958	Prac.g_00645
OG0001388	Syas.g_01962	Prac.g_00648
OG0001389	Syas.g_01963	Prac.g_00649
OG0001390	Syas.g_01964	Prac.g_00650
OG0001391	Syas.g_01965	Prac.g_00651
OG0001392	Syas.g_01966	Prac.g_00652
OG0001393	Syas.g_01967	Prac.g_00653
OG0001395	Syas.g_00195	Prac.g_01269
OG0001399	Syas.g_02459	Prac.g_00493
OG0001403	Syas.g_02069	Prac.g_01917
OG0001406	Syas.g_00469	Prac.g_01247
OG0001408	Syas.g_00142	Prac.g_01228, Prac.g_01229
OG0001409	Syas.g_00154	Prac.g_00978
OG0001411	Syas.g_01156	Prac.g_00259
OG0001413	Syas.g_01481	Prac.g_00327
OG0001416	Syas.g_01061	Prac.g_01088, Prac.g_01087
OG0001417	Syas.g_00507	Prac.g_01076, Prac.g_01075
OG0001418	Syas.g_01177	Prac.g_00687
OG0001420	Syas.g_00017	Prac.g_01038
OG0001423	Syas.g_02532	Prac.g_00634
OG0001428	Syas.g_02325	Prac.g_01758
OG0001429	Syas.g_00401	Prac.g_01486
OG0001432	Syas.g_01484	Prac.g_00328
OG0001433	Syas.g_01398	Prac.g_00899
OG0001435	Syas.g_00678	Prac.g_01388
OG0001438	Syas.g_01767	Prac.g_01638
OG0001439	Syas.g_01809	Prac.g_01624
OG0001441	Syas.g_00008	Prac.g_00851
OG0001447	Syas.g_02390	Prac.g_01805
OG0001450	Syas.g_02208, Syas.g_00474	Prac.g_00684
OG0001451	Syas.g_02342, Syas.g_02343	Prac.g_01415
OG0001452	Syas.g_01700	Prac.g_01398
OG0001453	Syas.g_00547	Prac.g_01306
OG0001454	Syas.g_01483	Prac.g_01218
OG0001456	Syas.g_01969	Prac.g_01008
OG0001457	Syas.g_01970	Prac.g_01007
OG0001458	Syas.g_01971	Prac.g_01006
OG0001459	Syas.g_02778	Prac.g_00134
OG0001471	Syas.g_01819	Prac.g_00326
OG0001473	Syas.g_00323	Prac.g_00059
OG0001474	Syas.g_01534	Prac.g_01194
OG0001475	Syas.g_02120	Prac.g_00241
OG0001479	Syas.g_01537	Prac.g_01197
OG0001480	Syas.g_00771	Prac.g_01165
OG0001482	Syas.g_00535	Prac.g_01090
OG0001486	Syas.g_01186	Prac.g_00987
OG0001492	Syas.g_01077	Prac.g_00938
OG0001493	Syas.g_01069	Prac.g_00930
OG0001494	Syas.g_02633	Prac.g_00453
OG0001502	Syas.g_00290	Prac.g_01502
OG0001504	Syas.g_02777	Prac.g_00135
OG0001507	Syas.g_01183	Prac.g_00278
OG0001508	Syas.g_02114	Prac.g_00238
OG0001520	Syas.g_00828	Prac.g_01141, Prac.g_01140
OG0001522	Syas.g_00369	Prac.g_01443
OG0001528	Syas.g_02116	Prac.g_00240
OG0001546	Syas.g_00011	Prac.g_00848
OG0001554	Syas.g_00153	Prac.g_00320
OG0001555	Syas.g_00654	Prac.g_00306
OG0001565	Syas.g_00351	Prac.g_01120
OG0001584	Syas.g_00607	Prac.g_01354
OG0001587	Syas.g_02569	Prac.g_00472
OG0001625	Syas.g_01708	Prac.g_01673
OG0001627	Syas.g_01474	Prac.g_01516
OG0001647	Syas.g_01738	Prac.g_01658
OG0001704	Syas.g_00425, Syas.g_00426	Prac.g_01875, Prac.g_01876, Prac.g_01878, Prac.g_00920
OG0001726	Syas.g_00337	Prac.g_01126
OG0001924	Syas.g_00040	Prac.g_01585
OG0001925	Syas.g_00041	Prac.g_01586
OG0001926	Syas.g_00042	Prac.g_01587
OG0001927	Syas.g_00043	Prac.g_01588
OG0001993	Syas.g_00038	Prac.g_01583
OG0001994	Syas.g_00039	Prac.g_01584
OG0002109	Syas.g_02770	Prac.g_00658, Prac.g_00193
OG0002274	Syas.g_02624	Prac.g_00470
OG0002364	Syas.g_00402	Prac.g_01485
OG0002478	Syas.g_01099	Prac.g_01121
OG0002559	Syas.g_00898, Syas.g_00899	Prac.g_00916
OG0002895	Syas.g_02769	Prac.g_00659, Prac.g_00192
