Orthogroup	Syas	Prbc
OG0001150	Syas.g_01265	Prbc.g_00661
OG0001151	Syas.g_01366	Prbc.g_00672
OG0001152	Syas.g_01367	Prbc.g_00673
OG0001153	Syas.g_01301	Prbc.g_00739
OG0001154	Syas.g_01302	Prbc.g_00740
OG0001155	Syas.g_01478	Prbc.g_00756
OG0001156	Syas.g_01489	Prbc.g_00759
OG0001157	Syas.g_01490	Prbc.g_00760
OG0001158	Syas.g_01491	Prbc.g_00761
OG0001159	Syas.g_01492	Prbc.g_00762
OG0001160	Syas.g_02705	Prbc.g_00787
OG0001161	Syas.g_02030	Prbc.g_01485
OG0001162	Syas.g_02473	Prbc.g_00799
OG0001163	Syas.g_02697	Prbc.g_00825
OG0001164	Syas.g_02691	Prbc.g_00829
OG0001165	Syas.g_02686	Prbc.g_00831
OG0001166	Syas.g_02658	Prbc.g_00849
OG0001167	Syas.g_01046	Prbc.g_00867
OG0001168	Syas.g_02597	Prbc.g_00868
OG0001169	Syas.g_02595	Prbc.g_00870
OG0001170	Syas.g_02593	Prbc.g_00872
OG0001171	Syas.g_02580	Prbc.g_00882
OG0001172	Syas.g_01665	Prbc.g_00937
OG0001173	Syas.g_01664	Prbc.g_00938
OG0001174	Syas.g_01656	Prbc.g_00946
OG0001175	Syas.g_01655	Prbc.g_00947
OG0001176	Syas.g_01638	Prbc.g_00959
OG0001177	Syas.g_01640	Prbc.g_00957
OG0001178	Syas.g_02676	Prbc.g_01309
OG0001179	Syas.g_01608	Prbc.g_00301
OG0001180	Syas.g_01583	Prbc.g_00278
OG0001181	Syas.g_01579	Prbc.g_00274
OG0001182	Syas.g_01571	Prbc.g_00266
OG0001183	Syas.g_01564	Prbc.g_00247
OG0001184	Syas.g_02188	Prbc.g_00231
OG0001185	Syas.g_02162	Prbc.g_00216
OG0001186	Syas.g_02113	Prbc.g_00189
OG0001187	Syas.g_02111	Prbc.g_00966
OG0001189	Syas.g_02089	Prbc.g_00985
OG0001190	Syas.g_01881	Prbc.g_00990
OG0001191	Syas.g_01900	Prbc.g_01000
OG0001193	Syas.g_01952	Prbc.g_01018
OG0001194	Syas.g_01953	Prbc.g_01019
OG0001195	Syas.g_01954	Prbc.g_01020
OG0001196	Syas.g_02010	Prbc.g_01054
OG0001197	Syas.g_02012	Prbc.g_01056
OG0001198	Syas.g_02031	Prbc.g_01066
OG0001199	Syas.g_02516	Prbc.g_00499
OG0001200	Syas.g_02514	Prbc.g_00497
OG0001201	Syas.g_02419	Prbc.g_00465
OG0001202	Syas.g_02270	Prbc.g_00372
OG0001203	Syas.g_02557	Prbc.g_00332
OG0001204	Syas.g_01687	Prbc.g_01141
OG0001205	Syas.g_02745	Prbc.g_01506
OG0001207	Syas.g_01260	Prbc.g_01536
OG0001208	Syas.g_01251	Prbc.g_01542
OG0001209	Syas.g_00065	Prbc.g_01614
OG0001210	Syas.g_00761	Prbc.g_01619
OG0001211	Syas.g_00788	Prbc.g_01630
OG0001212	Syas.g_00847	Prbc.g_01672
OG0001213	Syas.g_00100	Prbc.g_01706
OG0001214	Syas.g_00744	Prbc.g_01714
OG0001215	Syas.g_02245	Prbc.g_01772
OG0001217	Syas.g_01397, Syas.g_02493	Prbc.g_00521
OG0001218	Syas.g_01309	Prbc.g_01829
OG0001219	Syas.g_00399	Prbc.g_02005
OG0001220	Syas.g_02447	Prbc.g_01913
OG0001221	Syas.g_02669	Prbc.g_01989
OG0001222	Syas.g_00448	Prbc.g_01936
OG0001223	Syas.g_00541	Prbc.g_02053
OG0001224	Syas.g_01015	Prbc.g_02109
OG0001225	Syas.g_01017	Prbc.g_02111
OG0001226	Syas.g_02506	Prbc.g_00930
OG0001227	Syas.g_00824	Prbc.g_02133
OG0001228	Syas.g_02195	Prbc.g_01396
OG0001229	Syas.g_00285	Prbc.g_00138
OG0001230	Syas.g_02806	Prbc.g_00700
OG0001231	Syas.g_02050	Prbc.g_01833
OG0001232	Syas.g_02649	Prbc.g_00853
OG0001233	Syas.g_02592	Prbc.g_00873
OG0001234	Syas.g_01310	Prbc.g_00949
OG0001235	Syas.g_01646	Prbc.g_00953
OG0001236	Syas.g_02191	Prbc.g_00234
OG0001237	Syas.g_02187	Prbc.g_00230
OG0001238	Syas.g_01901	Prbc.g_01001
OG0001239	Syas.g_02519	Prbc.g_00502
OG0001240	Syas.g_02435	Prbc.g_00480
OG0001241	Syas.g_02427	Prbc.g_00471
OG0001242	Syas.g_02398	Prbc.g_00452
OG0001243	Syas.g_02391	Prbc.g_00445
OG0001244	Syas.g_02370	Prbc.g_00429
OG0001245	Syas.g_00524	Prbc.g_01317
OG0001246	Syas.g_01224, Syas.g_01829	Prbc.g_01584
OG0001249	Syas.g_01547	Prbc.g_01230
OG0001251	Syas.g_00516, Syas.g_00408	Prbc.g_00923
OG0001252	Syas.g_00994	Prbc.g_02104
OG0001253	Syas.g_00143	Prbc.g_00804
OG0001255	Syas.g_00492	Prbc.g_01463
OG0001256	Syas.g_02698	Prbc.g_00795
OG0001257	Syas.g_01407	Prbc.g_00800
OG0001259	Syas.g_02594	Prbc.g_00871
OG0001260	Syas.g_02572	Prbc.g_00888
OG0001261	Syas.g_01599	Prbc.g_00293
OG0001262	Syas.g_02091	Prbc.g_00983
OG0001263	Syas.g_02388	Prbc.g_00442
OG0001269	Syas.g_00510	Prbc.g_01912
OG0001273	Syas.g_00751	Prbc.g_01708
OG0001277	Syas.g_00110	Prbc.g_01042
OG0001279	Syas.g_02792	Prbc.g_00133
OG0001280	Syas.g_01095	Prbc.g_00565
OG0001282	Syas.g_01262	Prbc.g_00658
OG0001284	Syas.g_02713	Prbc.g_00781
OG0001286	Syas.g_01585	Prbc.g_00280
OG0001287	Syas.g_00136	Prbc.g_00209
OG0001288	Syas.g_02144	Prbc.g_00198
OG0001289	Syas.g_02474	Prbc.g_00486
OG0001290	Syas.g_02428	Prbc.g_00472
OG0001294	Syas.g_00692	Prbc.g_00646, Prbc.g_01483
OG0001295	Syas.g_00770	Prbc.g_01471
OG0001296	Syas.g_01217	Prbc.g_01589
OG0001297	Syas.g_01213	Prbc.g_01594
OG0001299	Syas.g_00700	Prbc.g_01744
OG0001303	Syas.g_00400	Prbc.g_00092
OG0001304	Syas.g_00199	Prbc.g_02095
OG0001305	Syas.g_01027	Prbc.g_01931
OG0001306	Syas.g_01202	Prbc.g_01461
OG0001307	Syas.g_01923	Prbc.g_00586
OG0001308	Syas.g_02830	Prbc.g_00719
OG0001309	Syas.g_00003	Prbc.g_01598
OG0001310	Syas.g_02666	Prbc.g_00843
OG0001311	Syas.g_00213	Prbc.g_02087
OG0001312	Syas.g_00414	Prbc.g_02014
OG0001314	Syas.g_01925	Prbc.g_01137
OG0001315	Syas.g_01566	Prbc.g_00249
OG0001317	Syas.g_02553	Prbc.g_00336
OG0001318	Syas.g_01706	Prbc.g_01152
OG0001325	Syas.g_00179	Prbc.g_01792
OG0001326	Syas.g_01960, Syas.g_01961	Prbc.g_00915
OG0001327	Syas.g_00687	Prbc.g_01966
OG0001329	Syas.g_00773	Prbc.g_00803
OG0001330	Syas.g_02865	Prbc.g_00559
OG0001331	Syas.g_01267	Prbc.g_00663
OG0001336	Syas.g_02003	Prbc.g_01051
OG0001337	Syas.g_01548	Prbc.g_01224
OG0001339	Syas.g_02425	Prbc.g_00469
OG0001345	Syas.g_01132	Prbc.g_01425
OG0001346	Syas.g_02853	Prbc.g_00567
OG0001348	Syas.g_00119	Prbc.g_02169
OG0001351	Syas.g_01280	Prbc.g_01515
OG0001354	Syas.g_00526	Prbc.g_02046
OG0001355	Syas.g_01057	Prbc.g_00802
OG0001356	Syas.g_01715	Prbc.g_00603
OG0001358	Syas.g_00122	Prbc.g_01697
OG0001360	Syas.g_01130	Prbc.g_01423
OG0001365	Syas.g_01886	Prbc.g_00994
OG0001366	Syas.g_02655	Prbc.g_00647, Prbc.g_01109, Prbc.g_01237
OG0001371	Syas.g_02499	Prbc.g_01760
OG0001373	Syas.g_01959	Prbc.g_00914
OG0001374	Syas.g_01968	Prbc.g_00922
OG0001376	Syas.g_00468	Prbc.g_01943
OG0001377	Syas.g_00467	Prbc.g_01944
OG0001378	Syas.g_01500	Prbc.g_01495
OG0001380	Syas.g_00126	Prbc.g_01470
OG0001385	Syas.g_01956	Prbc.g_00911
OG0001386	Syas.g_01957	Prbc.g_00912
OG0001387	Syas.g_01958	Prbc.g_00913
OG0001388	Syas.g_01962	Prbc.g_00916
OG0001389	Syas.g_01963	Prbc.g_00917
OG0001390	Syas.g_01964	Prbc.g_00918
OG0001391	Syas.g_01965	Prbc.g_00919
OG0001392	Syas.g_01966	Prbc.g_00920
OG0001393	Syas.g_01967	Prbc.g_00921
OG0001394	Syas.g_00627	Prbc.g_01993
OG0001395	Syas.g_00195	Prbc.g_02098
OG0001396	Syas.g_01949	Prbc.g_00180
OG0001398	Syas.g_02481	Prbc.g_01806
OG0001399	Syas.g_02459	Prbc.g_00264, Prbc.g_01136, Prbc.g_01235
OG0001401	Syas.g_00233	Prbc.g_01896
OG0001402	Syas.g_00112	Prbc.g_01701
OG0001403	Syas.g_02069	Prbc.g_01100
OG0001406	Syas.g_00469	Prbc.g_01942
OG0001408	Syas.g_00142	Prbc.g_02187
OG0001409	Syas.g_00154	Prbc.g_01437
OG0001412	Syas.g_01951	Prbc.g_00182
OG0001413	Syas.g_01481	Prbc.g_01834
OG0001417	Syas.g_00507	Prbc.g_01482
OG0001418	Syas.g_01177	Prbc.g_01766
OG0001420	Syas.g_00017	Prbc.g_00119
OG0001429	Syas.g_00401	Prbc.g_02006
OG0001432	Syas.g_01484	Prbc.g_02076
OG0001433	Syas.g_01398	Prbc.g_00602
OG0001435	Syas.g_00678	Prbc.g_01973
OG0001439	Syas.g_01809	Prbc.g_01199
OG0001441	Syas.g_00008	Prbc.g_01601
OG0001443	Syas.g_01910	Prbc.g_00905
OG0001447	Syas.g_02390	Prbc.g_00444
OG0001450	Syas.g_02208, Syas.g_00474	Prbc.g_01769
OG0001451	Syas.g_02342, Syas.g_02343	Prbc.g_01924
OG0001453	Syas.g_00547	Prbc.g_02056
OG0001454	Syas.g_01483	Prbc.g_01310
OG0001456	Syas.g_01969	Prbc.g_01489
OG0001457	Syas.g_01970	Prbc.g_01488
OG0001458	Syas.g_01971	Prbc.g_01487
OG0001460	Syas.g_01399	Prbc.g_00601
OG0001461	Syas.g_00566	Prbc.g_00014
OG0001471	Syas.g_01819	Prbc.g_01484
OG0001473	Syas.g_00323	Prbc.g_00642
OG0001474	Syas.g_01534	Prbc.g_01251
OG0001475	Syas.g_02120	Prbc.g_00185
OG0001476	Syas.g_00155	Prbc.g_01438
OG0001477	Syas.g_00934	Prbc.g_00010
OG0001480	Syas.g_00771	Prbc.g_00151
OG0001482	Syas.g_00535	Prbc.g_02132
OG0001484	Syas.g_00166, Syas.g_00167	Prbc.g_01278
OG0001486	Syas.g_01186	Prbc.g_01448
OG0001488	Syas.g_01142	Prbc.g_01432
OG0001489	Syas.g_01574	Prbc.g_00269
OG0001495	Syas.g_01641	Prbc.g_00956
OG0001496	Syas.g_00936	Prbc.g_00008
OG0001497	Syas.g_00935	Prbc.g_00009
OG0001498	Syas.g_01511	Prbc.g_01269
OG0001507	Syas.g_01183	Prbc.g_00117
OG0001508	Syas.g_02114	Prbc.g_00188
OG0001510	Syas.g_02151	Prbc.g_00205
OG0001511	Syas.g_02413	Prbc.g_00461
OG0001512	Syas.g_02559	Prbc.g_00820
OG0001514	Syas.g_00937	Prbc.g_00007
OG0001515	Syas.g_00734	Prbc.g_01774
OG0001517	Syas.g_01540	Prbc.g_01247
OG0001518	Syas.g_01903	Prbc.g_01003
OG0001519	Syas.g_01912	Prbc.g_01008
OG0001522	Syas.g_00369	Prbc.g_01892
OG0001528	Syas.g_02116	Prbc.g_00186
OG0001529	Syas.g_02082	Prbc.g_01119
OG0001530	Syas.g_02415	Prbc.g_00462
OG0001531	Syas.g_02560	Prbc.g_00331
OG0001532	Syas.g_01113	Prbc.g_01415
OG0001534	Syas.g_00198	Prbc.g_02096
OG0001535	Syas.g_00218	Prbc.g_02084
OG0001536	Syas.g_00456	Prbc.g_02032
OG0001537	Syas.g_00651	Prbc.g_01990
OG0001538	Syas.g_00591	Prbc.g_01863
OG0001539	Syas.g_00683	Prbc.g_01968
OG0001540	Syas.g_02386	Prbc.g_00440
OG0001541	Syas.g_02316	Prbc.g_00392
OG0001542	Syas.g_02294	Prbc.g_00386
OG0001543	Syas.g_02230	Prbc.g_01939
OG0001544	Syas.g_01911	Prbc.g_01007
OG0001545	Syas.g_01982	Prbc.g_01041
OG0001549	Syas.g_00482	Prbc.g_01922
OG0001555	Syas.g_00654	Prbc.g_01362, Prbc.g_00822
OG0001557	Syas.g_00626	Prbc.g_01994
OG0001559	Syas.g_02416	Prbc.g_00463
OG0001560	Syas.g_02429	Prbc.g_00473
OG0001561	Syas.g_00211	Prbc.g_02089
OG0001562	Syas.g_00560	Prbc.g_02078
OG0001563	Syas.g_01590	Prbc.g_00285
OG0001570	Syas.g_00309	Prbc.g_00639
OG0001575	Syas.g_00806	Prbc.g_01645
OG0001576	Syas.g_02834	Prbc.g_00578
OG0001577	Syas.g_01189	Prbc.g_01451
OG0001578	Syas.g_01979	Prbc.g_00003
OG0001584	Syas.g_00607	Prbc.g_01848
OG0001589	Syas.g_02589	Prbc.g_00875
OG0001591	Syas.g_00690	Prbc.g_01751
OG0001623	Syas.g_01550, Syas.g_00977, Syas.g_01554	Prbc.g_01226
OG0001634	Syas.g_00697	Prbc.g_01747
OG0001635	Syas.g_02140	Prbc.g_01559
OG0001644	Syas.g_00921, Syas.g_00767	Prbc.g_01802
OG0001659	Syas.g_01118	Prbc.g_01419
OG0001673	Syas.g_02551	Prbc.g_00338
OG0001692	Syas.g_02810	Prbc.g_00704
OG0001694	Syas.g_01755	Prbc.g_01174
OG0001695	Syas.g_01980	Prbc.g_01024
OG0001703	Syas.g_01259	Prbc.g_01537
OG0001704	Syas.g_00425, Syas.g_00426	Prbc.g_01369, Prbc.g_01131
OG0001715	Syas.g_01409	Prbc.g_00154
OG0001728	Syas.g_00776	Prbc.g_02201
OG0001738	Syas.g_01792	Prbc.g_01212
OG0001739	Syas.g_01978	Prbc.g_01023
OG0001769	Syas.g_00723	Prbc.g_01372
OG0001816	Syas.g_00688	Prbc.g_01965
OG0001915	Syas.g_02019	Prbc.g_01058
OG0001917	Syas.g_00216	Prbc.g_02085
OG0001954	Syas.g_01433	Prbc.g_00145
OG0001955	Syas.g_00480	Prbc.g_00547
OG0001956	Syas.g_00971	Prbc.g_01918
OG0001977	Syas.g_01942	Prbc.g_01014
OG0001990	Syas.g_01973	Prbc.g_00535
OG0002018	Syas.g_01974	Prbc.g_01025
OG0002020	Syas.g_01987	Prbc.g_01028
OG0002021	Syas.g_01989	Prbc.g_01030
OG0002022	Syas.g_01990	Prbc.g_01031
OG0002023	Syas.g_01991	Prbc.g_01032
OG0002024	Syas.g_01985	Prbc.g_01034
OG0002054	Syas.g_01986	Prbc.g_01035
OG0002055	Syas.g_01983	Prbc.g_01040
OG0002131	Syas.g_01988	Prbc.g_01029
OG0002133	Syas.g_01984	Prbc.g_01039
OG0002178	Syas.g_01981	Prbc.g_01038
OG0002229	Syas.g_02128	Prbc.g_00191
OG0002506	Syas.g_01019	Prbc.g_00179, Prbc.g_01950
OG0002665	Syas.g_02449	Prbc.g_00084, Prbc.g_01558, Prbc.g_01578, Prbc.g_00081, Prbc.g_00083, Prbc.g_00080
OG0002808	Syas.g_02076	Prbc.g_01103
OG0003819	Syas.g_01415	Prbc.g_01027
OG0004276	Syas.g_01426	Prbc.g_00043
OG0004277	Syas.g_01424	Prbc.g_00044
OG0004714	Syas.g_02768	Prbc.g_01569
