Orthogroup	Syas	Praf
OG0001193	Syas.g_01952	Praf.g_02724
OG0001194	Syas.g_01953	Praf.g_02728
OG0001195	Syas.g_01954	Praf.g_02729
OG0001196	Syas.g_02010	Praf.g_02766
OG0001197	Syas.g_02012	Praf.g_02768
OG0001198	Syas.g_02031	Praf.g_02780
OG0001199	Syas.g_02516	Praf.g_00315
OG0001200	Syas.g_02514	Praf.g_00313
OG0001201	Syas.g_02419	Praf.g_00243
OG0001203	Syas.g_02557	Praf.g_00387
OG0001204	Syas.g_01687	Praf.g_02206
OG0001205	Syas.g_02745	Praf.g_01979
OG0001207	Syas.g_01260	Praf.g_00586
OG0001208	Syas.g_01251	Praf.g_00597
OG0001209	Syas.g_00065	Praf.g_00663
OG0001210	Syas.g_00761	Praf.g_00673
OG0001211	Syas.g_00788	Praf.g_00690
OG0001212	Syas.g_00847	Praf.g_00750
OG0001213	Syas.g_00100	Praf.g_01684
OG0001214	Syas.g_00744	Praf.g_01694
OG0001215	Syas.g_02245	Praf.g_01220
OG0001217	Syas.g_01397, Syas.g_02493	Praf.g_00710
OG0001218	Syas.g_01309	Praf.g_01853
OG0001219	Syas.g_00399	Praf.g_01432
OG0001220	Syas.g_02447	Praf.g_01619
OG0001221	Syas.g_02669	Praf.g_01480
OG0001222	Syas.g_00448	Praf.g_02684
OG0001223	Syas.g_00541	Praf.g_01364
OG0001224	Syas.g_01015	Praf.g_01278
OG0001225	Syas.g_01017	Praf.g_01276
OG0001226	Syas.g_02506	Praf.g_00991
OG0001227	Syas.g_00824	Praf.g_00558
OG0001228	Syas.g_02195	Praf.g_00899
OG0001229	Syas.g_00285	Praf.g_00494
OG0001230	Syas.g_02806	Praf.g_01784
OG0001231	Syas.g_02050	Praf.g_00017
OG0001232	Syas.g_02649	Praf.g_00454
OG0001233	Syas.g_02592	Praf.g_00430
OG0001234	Syas.g_01310	Praf.g_02184
OG0001235	Syas.g_01646	Praf.g_02176
OG0001236	Syas.g_02191	Praf.g_02387
OG0001237	Syas.g_02187	Praf.g_02392
OG0001238	Syas.g_01901	Praf.g_02670
OG0001239	Syas.g_02519	Praf.g_00318
OG0001240	Syas.g_02435	Praf.g_00260
OG0001241	Syas.g_02427	Praf.g_00250
OG0001243	Syas.g_02391	Praf.g_02402
OG0001244	Syas.g_02370	Praf.g_02429
OG0001245	Syas.g_00524	Praf.g_01003
OG0001246	Syas.g_01224, Syas.g_01829	Praf.g_00624
OG0001249	Syas.g_01547	Praf.g_02063
OG0001250	Syas.g_00239	Praf.g_01598
OG0001252	Syas.g_00994	Praf.g_01284
OG0001253	Syas.g_00143	Praf.g_01008
OG0001255	Syas.g_00492	Praf.g_01134
OG0001256	Syas.g_02698	Praf.g_00497
OG0001258	Syas.g_02688	Praf.g_00486
OG0001259	Syas.g_02594	Praf.g_00432
OG0001260	Syas.g_02572	Praf.g_00403
OG0001261	Syas.g_01599	Praf.g_02128
OG0001262	Syas.g_02091	Praf.g_00061
OG0001263	Syas.g_02388	Praf.g_02404
OG0001265	Syas.g_02399	Praf.g_00217
OG0001266	Syas.g_02266	Praf.g_02522
OG0001267	Syas.g_01753	Praf.g_02279
OG0001268	Syas.g_01535	Praf.g_02048
OG0001269	Syas.g_00510	Praf.g_01616
OG0001270	Syas.g_01499	Praf.g_01991
OG0001271	Syas.g_01336	Praf.g_01910
OG0001272	Syas.g_01247	Praf.g_00601
OG0001273	Syas.g_00751	Praf.g_01687
OG0001274	Syas.g_01849	Praf.g_02550
OG0001275	Syas.g_00554	Praf.g_01351
OG0001276	Syas.g_00215	Praf.g_01334
OG0001277	Syas.g_00110	Praf.g_02752
OG0001278	Syas.g_01074	Praf.g_00893
OG0001279	Syas.g_02792	Praf.g_01769
OG0001280	Syas.g_01095	Praf.g_00798
OG0001281	Syas.g_02845	Praf.g_00789
OG0001286	Syas.g_01585	Praf.g_02111
OG0001287	Syas.g_00136	Praf.g_00176
OG0001288	Syas.g_02144	Praf.g_00158
OG0001290	Syas.g_02428	Praf.g_00251
OG0001291	Syas.g_02378	Praf.g_02414
OG0001292	Syas.g_01693	Praf.g_02211
OG0001293	Syas.g_01720	Praf.g_02252
OG0001294	Syas.g_00692	Praf.g_01750
OG0001295	Syas.g_00770	Praf.g_00676
OG0001298	Syas.g_00829	Praf.g_00722
OG0001303	Syas.g_00400	Praf.g_01431
OG0001307	Syas.g_01923	Praf.g_01893
OG0001308	Syas.g_02830	Praf.g_01808
OG0001309	Syas.g_00003	Praf.g_00639
OG0001310	Syas.g_02666	Praf.g_00465
OG0001311	Syas.g_00213	Praf.g_01332
OG0001312	Syas.g_00414	Praf.g_01421
OG0001319	Syas.g_01736	Praf.g_02269
OG0001323	Syas.g_00006	Praf.g_00642
OG0001326	Syas.g_01960, Syas.g_01961	Praf.g_02735
OG0001327	Syas.g_00687	Praf.g_01640
OG0001329	Syas.g_00773	Praf.g_00960
OG0001330	Syas.g_02865	Praf.g_00805
OG0001331	Syas.g_01267	Praf.g_00578
OG0001333	Syas.g_02598	Praf.g_00436
OG0001336	Syas.g_02003	Praf.g_02763
OG0001337	Syas.g_01548	Praf.g_02067
OG0001339	Syas.g_02425	Praf.g_00248
OG0001347	Syas.g_01950	Praf.g_00085
OG0001348	Syas.g_00119	Praf.g_02569
OG0001351	Syas.g_01280	Praf.g_01958
OG0001353	Syas.g_00228	Praf.g_01589, Praf.g_01588
OG0001354	Syas.g_00526	Praf.g_01375
OG0001355	Syas.g_01057	Praf.g_01484
OG0001356	Syas.g_01715	Praf.g_02686
OG0001358	Syas.g_00122	Praf.g_01665
OG0001360	Syas.g_01130	Praf.g_00936
OG0001361	Syas.g_01135	Praf.g_00883
OG0001365	Syas.g_01886	Praf.g_02661
OG0001366	Syas.g_02655	Praf.g_01900, Praf.g_00292, Praf.g_00278, Praf.g_00456
OG0001371	Syas.g_02499	Praf.g_00371
OG0001373	Syas.g_01959	Praf.g_02734
OG0001374	Syas.g_01968	Praf.g_02742
OG0001376	Syas.g_00468	Praf.g_02677
OG0001377	Syas.g_00467	Praf.g_02676
OG0001378	Syas.g_01500	Praf.g_01997
OG0001379	Syas.g_02861	Praf.g_00803
OG0001380	Syas.g_00126	Praf.g_01623
OG0001383	Syas.g_02563	Praf.g_01157
OG0001383	Syas.g_00522	Praf.g_00393
OG0001385	Syas.g_01956	Praf.g_02731
OG0001386	Syas.g_01957	Praf.g_02732
OG0001387	Syas.g_01958	Praf.g_02733
OG0001388	Syas.g_01962	Praf.g_02736
OG0001389	Syas.g_01963	Praf.g_02737
OG0001390	Syas.g_01964	Praf.g_02738
OG0001391	Syas.g_01965	Praf.g_02739
OG0001392	Syas.g_01966	Praf.g_02740
OG0001393	Syas.g_01967	Praf.g_02741
OG0001394	Syas.g_00627	Praf.g_01496
OG0001395	Syas.g_00195	Praf.g_01321
OG0001396	Syas.g_01949	Praf.g_00084, Praf.g_00132
OG0001398	Syas.g_02481	Praf.g_01004
OG0001401	Syas.g_00233	Praf.g_01593
OG0001402	Syas.g_00112	Praf.g_01670
OG0001403	Syas.g_02069	Praf.g_00036
OG0001406	Syas.g_00469	Praf.g_02678
OG0001409	Syas.g_00154	Praf.g_00870
OG0001412	Syas.g_01951	Praf.g_00131, Praf.g_00086
OG0001416	Syas.g_01061	Praf.g_00792
OG0001418	Syas.g_01177	Praf.g_02180
OG0001423	Syas.g_02532	Praf.g_00331
OG0001433	Syas.g_01398	Praf.g_01027
OG0001435	Syas.g_00678	Praf.g_01457
OG0001438	Syas.g_01767	Praf.g_02294
OG0001441	Syas.g_00008	Praf.g_00644
OG0001443	Syas.g_01910	Praf.g_00493
OG0001444	Syas.g_02442	Praf.g_00166
OG0001444	Syas.g_02439	Praf.g_00266
OG0001449	Syas.g_02567	Praf.g_00353
OG0001450	Syas.g_02208, Syas.g_00474	Praf.g_01230
OG0001451	Syas.g_02342, Syas.g_02343	Praf.g_01323
OG0001452	Syas.g_01700	Praf.g_00953
OG0001460	Syas.g_01399	Praf.g_01028
OG0001461	Syas.g_00566	Praf.g_01953
OG0001470	Syas.g_02115, Syas.g_02627	Praf.g_00094
OG0001475	Syas.g_02120	Praf.g_00118
OG0001476	Syas.g_00155	Praf.g_00865
OG0001477	Syas.g_00934	Praf.g_01119
OG0001478	Syas.g_01345, Syas.g_01344	Praf.g_01925
OG0001479	Syas.g_01537	Praf.g_02050
OG0001484	Syas.g_00166, Syas.g_00167	Praf.g_01297
OG0001488	Syas.g_01142	Praf.g_00876
OG0001489	Syas.g_01574	Praf.g_02100
OG0001494	Syas.g_02633	Praf.g_00110
OG0001495	Syas.g_01641	Praf.g_02174
OG0001496	Syas.g_00936	Praf.g_01115
OG0001497	Syas.g_00935	Praf.g_01118
OG0001498	Syas.g_01511	Praf.g_02014
OG0001508	Syas.g_02114	Praf.g_00093
OG0001510	Syas.g_02151	Praf.g_00172
OG0001511	Syas.g_02413	Praf.g_00232
OG0001512	Syas.g_02559	Praf.g_00389
OG0001514	Syas.g_00937	Praf.g_01114
OG0001515	Syas.g_00734	Praf.g_01214
OG0001516	Syas.g_00703	Praf.g_01740
OG0001517	Syas.g_01540	Praf.g_02053
OG0001518	Syas.g_01903	Praf.g_02672
OG0001519	Syas.g_01912	Praf.g_02682
OG0001522	Syas.g_00369	Praf.g_02169
OG0001527	Syas.g_00803	Praf.g_00704
OG0001528	Syas.g_02116	Praf.g_00096
OG0001529	Syas.g_02082	Praf.g_00051
OG0001530	Syas.g_02415	Praf.g_00238
OG0001531	Syas.g_02560	Praf.g_00390
OG0001532	Syas.g_01113	Praf.g_00924
OG0001533	Syas.g_00476	Praf.g_00996
OG0001534	Syas.g_00198	Praf.g_01324
OG0001535	Syas.g_00218	Praf.g_01336
OG0001536	Syas.g_00456	Praf.g_01396
OG0001537	Syas.g_00651	Praf.g_01488
OG0001538	Syas.g_00591	Praf.g_01535
OG0001539	Syas.g_00683	Praf.g_01637
OG0001540	Syas.g_02386	Praf.g_02406
OG0001541	Syas.g_02316	Praf.g_02478
OG0001542	Syas.g_02294	Praf.g_02496
OG0001543	Syas.g_02230	Praf.g_02571
OG0001544	Syas.g_01911	Praf.g_02681
OG0001545	Syas.g_01982	Praf.g_02751
OG0001555	Syas.g_00654	Praf.g_00345
OG0001556	Syas.g_01679	Praf.g_01032
OG0001558	Syas.g_02053	Praf.g_00020
OG0001559	Syas.g_02416	Praf.g_00239
OG0001560	Syas.g_02429	Praf.g_00252
OG0001561	Syas.g_00211	Praf.g_01330
OG0001562	Syas.g_00560	Praf.g_01344
OG0001563	Syas.g_01590	Praf.g_02120
OG0001565	Syas.g_00351	Praf.g_01576
OG0001573	Syas.g_02025	Praf.g_01514, Praf.g_01943, Praf.g_00438, Praf.g_01171
OG0001574	Syas.g_00801	Praf.g_00702
OG0001575	Syas.g_00806	Praf.g_00707
OG0001576	Syas.g_02834	Praf.g_00778
OG0001577	Syas.g_01189	Praf.g_00835
OG0001578	Syas.g_01979	Praf.g_01053
OG0001580	Syas.g_01875	Praf.g_02612
OG0001586	Syas.g_02637	Praf.g_00115
OG0001589	Syas.g_02589	Praf.g_00428
OG0001590	Syas.g_00752	Praf.g_01617
OG0001591	Syas.g_00690	Praf.g_01642
OG0001592	Syas.g_01877	Praf.g_02613
OG0001614	Syas.g_02165	Praf.g_00186
OG0001615	Syas.g_00778	Praf.g_00682
OG0001616	Syas.g_01127	Praf.g_00915
OG0001617	Syas.g_00076	Praf.g_01199
OG0001618	Syas.g_00185	Praf.g_01312
OG0001619	Syas.g_00445	Praf.g_01406
OG0001620	Syas.g_01528	Praf.g_02040
OG0001621	Syas.g_01702	Praf.g_02241
OG0001622	Syas.g_02002	Praf.g_02761
OG0001627	Syas.g_01474	Praf.g_00545
OG0001634	Syas.g_00697	Praf.g_01746
OG0001635	Syas.g_02140	Praf.g_00968
OG0001636	Syas.g_02075	Praf.g_00042
OG0001637	Syas.g_02242, Syas.g_02547	Praf.g_00413
OG0001638	Syas.g_02670	Praf.g_00467
OG0001639	Syas.g_01477	Praf.g_00541
OG0001640	Syas.g_00989	Praf.g_01288
OG0001641	Syas.g_00545	Praf.g_01361
OG0001643	Syas.g_00741	Praf.g_01697
OG0001652	Syas.g_02051	Praf.g_00018
OG0001653	Syas.g_02436	Praf.g_00263
OG0001654	Syas.g_01475	Praf.g_00543
OG0001655	Syas.g_01854	Praf.g_02586, Praf.g_02006
OG0001657	Syas.g_02355	Praf.g_02443
OG0001671	Syas.g_01830	Praf.g_02564
OG0001672	Syas.g_02508	Praf.g_00307
OG0001673	Syas.g_02551	Praf.g_00377
OG0001674	Syas.g_01745, Syas.g_01744, Syas.g_02533	Praf.g_00409, Praf.g_00408
OG0001675	Syas.g_00558	Praf.g_01347, Praf.g_01345
OG0001677	Syas.g_01563	Praf.g_02080
OG0001678	Syas.g_01666	Praf.g_02198
OG0001692	Syas.g_02810	Praf.g_01789
OG0001693	Syas.g_01022	Praf.g_02009
OG0001694	Syas.g_01755	Praf.g_02281
OG0001695	Syas.g_01980	Praf.g_02747
OG0001700	Syas.g_01390, Syas.g_01391	Praf.g_01043
OG0001702	Syas.g_02468	Praf.g_00295, Praf.g_00293, Praf.g_00286
OG0001703	Syas.g_01259	Praf.g_00587
OG0001715	Syas.g_01409	Praf.g_01024
OG0001716	Syas.g_00512	Praf.g_01611
OG0001726	Syas.g_00337	Praf.g_01442
OG0001728	Syas.g_00753, Syas.g_00776	Praf.g_00095
OG0001729	Syas.g_02564	Praf.g_00395
OG0001730	Syas.g_00954	Praf.g_00397
OG0001731	Syas.g_02729	Praf.g_00527
OG0001732	Syas.g_02021, Syas.g_01088	Praf.g_00909
OG0001733	Syas.g_00974	Praf.g_01029
OG0001735	Syas.g_00711	Praf.g_01732
OG0001736	Syas.g_00737	Praf.g_02320, Praf.g_02060, Praf.g_02058, Praf.g_02348
OG0001737	Syas.g_01777	Praf.g_02299
OG0001738	Syas.g_01792	Praf.g_02334
OG0001739	Syas.g_01978	Praf.g_02744
OG0001748	Syas.g_01832	Praf.g_02562
OG0001749	Syas.g_02217	Praf.g_02353
OG0001750	Syas.g_02438	Praf.g_00265
OG0001751	Syas.g_02550	Praf.g_00376
OG0001752	Syas.g_02570	Praf.g_00401
OG0001753	Syas.g_00364	Praf.g_00407
OG0001754	Syas.g_02545, Syas.g_02244	Praf.g_00410
OG0001755	Syas.g_01208	Praf.g_00638
OG0001756	Syas.g_01914, Syas.g_01905	Praf.g_00780
OG0001761	Syas.g_01040	Praf.g_01255
OG0001762	Syas.g_00552	Praf.g_01354
OG0001763	Syas.g_00540	Praf.g_01365
OG0001764	Syas.g_00374	Praf.g_01439
OG0001765	Syas.g_00314	Praf.g_01647
OG0001766	Syas.g_01870	Praf.g_02306, Praf.g_02309, Praf.g_02312
OG0001783	Syas.g_02159	Praf.g_00181
OG0001784	Syas.g_02445	Praf.g_00277, Praf.g_00270
OG0001786	Syas.g_02710	Praf.g_00510
OG0001787	Syas.g_00060	Praf.g_00659
OG0001788	Syas.g_00064	Praf.g_00662
OG0001789	Syas.g_02855	Praf.g_00797
OG0001790	Syas.g_01195	Praf.g_00828
OG0001792	Syas.g_01083	Praf.g_00903
OG0001794	Syas.g_00201	Praf.g_01071
OG0001796	Syas.g_00227	Praf.g_01342
OG0001797	Syas.g_02249	Praf.g_01413
OG0001798	Syas.g_00108	Praf.g_01672
OG0001800	Syas.g_00955	Praf.g_01771
OG0001801	Syas.g_02801	Praf.g_01780
OG0001803	Syas.g_02741	Praf.g_01983
OG0001804	Syas.g_01510	Praf.g_02013
OG0001805	Syas.g_00304	Praf.g_02216
OG0001806	Syas.g_01737	Praf.g_02270
OG0001808	Syas.g_02210	Praf.g_02374
OG0001811	Syas.g_02297	Praf.g_02493
OG0001812	Syas.g_01878	Praf.g_02614
OG0001813	Syas.g_01936	Praf.g_02701
OG0001814	Syas.g_02013	Praf.g_02769
OG0001815	Syas.g_02022	Praf.g_02778
OG0001837	Syas.g_01831	Praf.g_02563
OG0001838	Syas.g_02042	Praf.g_00008
OG0001839	Syas.g_02071	Praf.g_00038
OG0001840	Syas.g_02088	Praf.g_00057
OG0001841	Syas.g_02095	Praf.g_00065
OG0001842	Syas.g_00658	Praf.g_00168
OG0001843	Syas.g_02166	Praf.g_00187
OG0001844	Syas.g_02167	Praf.g_00188
OG0001845	Syas.g_02169	Praf.g_00190
OG0001846	Syas.g_02397	Praf.g_00215
OG0001848	Syas.g_02402	Praf.g_00220
OG0001849	Syas.g_02475	Praf.g_00298
OG0001850	Syas.g_02505	Praf.g_00305
OG0001851	Syas.g_02512	Praf.g_00311
OG0001852	Syas.g_02513	Praf.g_00312
OG0001853	Syas.g_02520	Praf.g_00319
OG0001854	Syas.g_02555	Praf.g_00380
OG0001855	Syas.g_00256, Syas.g_01747	Praf.g_00414
OG0001856	Syas.g_02706	Praf.g_00506
OG0001857	Syas.g_02709	Praf.g_00509
OG0001858	Syas.g_02734	Praf.g_00531
OG0001859	Syas.g_01271	Praf.g_00574
OG0001860	Syas.g_01257	Praf.g_00588
OG0001861	Syas.g_01246	Praf.g_00602
OG0001862	Syas.g_01233	Praf.g_00613
OG0001863	Syas.g_01229	Praf.g_00618
OG0001864	Syas.g_00092	Praf.g_00671
OG0001866	Syas.g_00862	Praf.g_00762
OG0001867	Syas.g_00866	Praf.g_00772
OG0001868	Syas.g_02851	Praf.g_00793
OG0001869	Syas.g_01190	Praf.g_00834
OG0001870	Syas.g_01180	Praf.g_00857
OG0001871	Syas.g_01173	Praf.g_00862
OG0001872	Syas.g_01078	Praf.g_00896
OG0001873	Syas.g_01126	Praf.g_00916
OG0001874	Syas.g_01129	Praf.g_00935
OG0001877	Syas.g_00735	Praf.g_01213
OG0001878	Syas.g_00555	Praf.g_01350
OG0001879	Syas.g_00550	Praf.g_01357
OG0001880	Syas.g_00465	Praf.g_01389
OG0001881	Syas.g_00464	Praf.g_01390
OG0001882	Syas.g_02252	Praf.g_01410
OG0001883	Syas.g_00423	Praf.g_01414
OG0001884	Syas.g_00412	Praf.g_01423
OG0001885	Syas.g_00395	Praf.g_01434
OG0001886	Syas.g_00375	Praf.g_01438
OG0001887	Syas.g_00661, Syas.g_00664	Praf.g_01472
OG0001888	Syas.g_00622	Praf.g_01513
OG0001889	Syas.g_00581	Praf.g_01544
OG0001890	Syas.g_00283	Praf.g_01605
OG0001891	Syas.g_00289	Praf.g_01609
OG0001892	Syas.g_00422	Praf.g_01621
OG0001893	Syas.g_00863, Syas.g_00107	Praf.g_01673
OG0001894	Syas.g_00747	Praf.g_01691
OG0001895	Syas.g_02798	Praf.g_01774
OG0001896	Syas.g_01502	Praf.g_02000
OG0001897	Syas.g_01531	Praf.g_02046
OG0001898	Syas.g_01549	Praf.g_02064
OG0001899	Syas.g_01601	Praf.g_02130
OG0001900	Syas.g_01722	Praf.g_02253
OG0001901	Syas.g_01723	Praf.g_02254
OG0001902	Syas.g_01759	Praf.g_02286
OG0001903	Syas.g_01768	Praf.g_02295
OG0001904	Syas.g_02214	Praf.g_02367
OG0001905	Syas.g_02198	Praf.g_02376
OG0001906	Syas.g_02385	Praf.g_02407
OG0001908	Syas.g_02314	Praf.g_02479
OG0001909	Syas.g_02289	Praf.g_02501
OG0001910	Syas.g_01836	Praf.g_02558
OG0001912	Syas.g_01895	Praf.g_02666
OG0001913	Syas.g_01898	Praf.g_02668
OG0001914	Syas.g_00098	Praf.g_02695
OG0001928	Syas.g_02787	Praf.g_01813
OG0001929	Syas.g_02102	Praf.g_00073
OG0001930	Syas.g_00657	Praf.g_00169
OG0001931	Syas.g_00656	Praf.g_00170
OG0001932	Syas.g_02164	Praf.g_00185
OG0001933	Syas.g_02418	Praf.g_00241
OG0001934	Syas.g_02430	Praf.g_00256
OG0001935	Syas.g_02515	Praf.g_00314
OG0001936	Syas.g_00945	Praf.g_00347
OG0001937	Syas.g_02721	Praf.g_00519
OG0001938	Syas.g_01255	Praf.g_00590
OG0001939	Syas.g_01526	Praf.g_00680
OG0001940	Syas.g_00826	Praf.g_00721
OG0001941	Syas.g_02844	Praf.g_00788
OG0001943	Syas.g_00388	Praf.g_00868
OG0001944	Syas.g_02794	Praf.g_00967
OG0001946	Syas.g_00928	Praf.g_01208
OG0001948	Syas.g_00542	Praf.g_01363
OG0001949	Syas.g_00502	Praf.g_01379
OG0001950	Syas.g_00499	Praf.g_01381
OG0001951	Syas.g_00463	Praf.g_01391
OG0001952	Syas.g_02251	Praf.g_01411
OG0001953	Syas.g_02250	Praf.g_01412
OG0001954	Syas.g_01433	Praf.g_01571
OG0001955	Syas.g_00480	Praf.g_01612
OG0001956	Syas.g_00971	Praf.g_01628
OG0001957	Syas.g_00102	Praf.g_01679
OG0001958	Syas.g_00709	Praf.g_01735
OG0001959	Syas.g_01814	Praf.g_01873
OG0001960	Syas.g_01313	Praf.g_01885
OG0001961	Syas.g_01338	Praf.g_01912
OG0001964	Syas.g_01653	Praf.g_02186
OG0001966	Syas.g_01710	Praf.g_02248
OG0001967	Syas.g_01712	Praf.g_02250
OG0001968	Syas.g_01713	Praf.g_02251
OG0001969	Syas.g_01818	Praf.g_02317
OG0001970	Syas.g_02383	Praf.g_02409
OG0001971	Syas.g_02291	Praf.g_02499
OG0001972	Syas.g_01853	Praf.g_02546
OG0001975	Syas.g_00097	Praf.g_02694
OG0001976	Syas.g_00099	Praf.g_02696
OG0001977	Syas.g_01942	Praf.g_02718
OG0001995	Syas.g_00916	Praf.g_00667
OG0001996	Syas.g_02067	Praf.g_00034
OG0001997	Syas.g_02440	Praf.g_00267
OG0001998	Syas.g_00371	Praf.g_00416
OG0001999	Syas.g_02599	Praf.g_00439
OG0002000	Syas.g_00004	Praf.g_00640
OG0002002	Syas.g_01079	Praf.g_00897
OG0002003	Syas.g_00491	Praf.g_01216
OG0002004	Syas.g_01906	Praf.g_01229
OG0002005	Syas.g_00036, Syas.g_00926, Syas.g_00080	Praf.g_01233
OG0002006	Syas.g_00171	Praf.g_01291
OG0002007	Syas.g_00988	Praf.g_01292
OG0002009	Syas.g_00631	Praf.g_01491
OG0002010	Syas.g_01293	Praf.g_01835
OG0002013	Syas.g_02488	Praf.g_02338
OG0002015	Syas.g_02219	Praf.g_02355
OG0002016	Syas.g_02222	Praf.g_02565
OG0002017	Syas.g_01946	Praf.g_02721
OG0002018	Syas.g_01974	Praf.g_02749
OG0002038	Syas.g_02793	Praf.g_00864
OG0002039	Syas.g_01141	Praf.g_00877
OG0002040	Syas.g_01047	Praf.g_00878
OG0002041	Syas.g_00538	Praf.g_01367
OG0002042	Syas.g_00495	Praf.g_01386
OG0002043	Syas.g_00404	Praf.g_01430
OG0002045	Syas.g_01341	Praf.g_01914
OG0002046	Syas.g_01346	Praf.g_01927
OG0002047	Syas.g_01514	Praf.g_02017
OG0002048	Syas.g_01567	Praf.g_02083
OG0002049	Syas.g_01648	Praf.g_02178
OG0002051	Syas.g_02317	Praf.g_02477
OG0002053	Syas.g_00291	Praf.g_02689
OG0002097	Syas.g_02623	Praf.g_00140
OG0002113	Syas.g_02072	Praf.g_00039
OG0002114	Syas.g_00085	Praf.g_00417
OG0002116	Syas.g_02716	Praf.g_00514
OG0002117	Syas.g_02864	Praf.g_00871
OG0002119	Syas.g_00170	Praf.g_00934
OG0002120	Syas.g_00127	Praf.g_00986
OG0002121	Syas.g_02491	Praf.g_01090
OG0002123	Syas.g_00177	Praf.g_01306
OG0002159	Syas.g_02441	Praf.g_00167
OG0002160	Syas.g_02576	Praf.g_00368
OG0002161	Syas.g_01746	Praf.g_00415
OG0002163	Syas.g_01913	Praf.g_00781
OG0002166	Syas.g_00144, Syas.g_01056	Praf.g_01222
OG0002167	Syas.g_00168	Praf.g_01236
OG0002169	Syas.g_01515	Praf.g_02018
OG0002170	Syas.g_01545	Praf.g_02057
OG0002171	Syas.g_02220	Praf.g_02350
OG0002172	Syas.g_01833	Praf.g_02561
OG0002173	Syas.g_02232	Praf.g_02573
OG0002174	Syas.g_01947	Praf.g_02722
OG0002229	Syas.g_02128	Praf.g_00138
OG0002230	Syas.g_02622	Praf.g_00148
OG0002231	Syas.g_01444, Syas.g_00772	Praf.g_01235
OG0002235	Syas.g_00616	Praf.g_01505
OG0002238	Syas.g_00306	Praf.g_01724
OG0002239	Syas.g_00024	Praf.g_01854
OG0002241	Syas.g_01347	Praf.g_01928
OG0002242	Syas.g_02218	Praf.g_02351
OG0002274	Syas.g_02624	Praf.g_00141
OG0002277	Syas.g_02105	Praf.g_00076
OG0002280	Syas.g_00014	Praf.g_00649
OG0002285	Syas.g_00418	Praf.g_01418
OG0002288	Syas.g_00249	Praf.g_01799
OG0002289	Syas.g_01349	Praf.g_01930
OG0002292	Syas.g_02280	Praf.g_02510
OG0002330	Syas.g_00035	Praf.g_01117
OG0002332	Syas.g_00305	Praf.g_01723
OG0002333	Syas.g_00307	Praf.g_01725
OG0002335	Syas.g_00357	Praf.g_01800
OG0002382	Syas.g_01244	Praf.g_00604
OG0002389	Syas.g_01570	Praf.g_02095
OG0002390	Syas.g_02287	Praf.g_02504
OG0002429	Syas.g_02444	Praf.g_00269
OG0002430	Syas.g_02816	Praf.g_00653, Praf.g_00275
OG0002431	Syas.g_02815	Praf.g_00652
OG0002440	Syas.g_00217	Praf.g_01335
OG0002443	Syas.g_00470	Praf.g_01706
OG0002444	Syas.g_01685, Syas.g_00084	Praf.g_01797
OG0002447	Syas.g_01348	Praf.g_01929
OG0002449	Syas.g_01975	Praf.g_02748
OG0002478	Syas.g_01099	Praf.g_00143
OG0002494	Syas.g_00838	Praf.g_00546
OG0002495	Syas.g_02299	Praf.g_01079
OG0002563	Syas.g_00428	Praf.g_00285, Praf.g_00280, Praf.g_01821
OG0002566	Syas.g_00160	Praf.g_00451
OG0002571	Syas.g_00165	Praf.g_01634
OG0002572	Syas.g_00156	Praf.g_01658
OG0002573	Syas.g_00083	Praf.g_01798
OG0002634	Syas.g_02558	Praf.g_00388
OG0002635	Syas.g_00117	Praf.g_00831
OG0002637	Syas.g_00895	Praf.g_00997
OG0002638	Syas.g_00953	Praf.g_01200
OG0002643	Syas.g_00924	Praf.g_01574
OG0002648	Syas.g_00058	Praf.g_02615
OG0002649	Syas.g_00057	Praf.g_02616
OG0002650	Syas.g_00056	Praf.g_02617
OG0002710	Syas.g_02300	Praf.g_01181
OG0002711	Syas.g_01097	Praf.g_01656
OG0002714	Syas.g_00925	Praf.g_01753
OG0002799	Syas.g_00370	Praf.g_00972
OG0002800	Syas.g_00131	Praf.g_00987
OG0002801	Syas.g_00987	Praf.g_01295
OG0002804	Syas.g_01931, Syas.g_02784	Praf.g_01924
OG0002906	Syas.g_00115	Praf.g_00973
OG0002908	Syas.g_01388	Praf.g_01035
OG0002913	Syas.g_01714	Praf.g_02687
OG0002914	Syas.g_02757	Praf.g_02688
OG0003036	Syas.g_00483	Praf.g_00171
OG0003037	Syas.g_00521	Praf.g_00231
OG0003040	Syas.g_02754	Praf.g_00774
OG0003042	Syas.g_01389	Praf.g_01034
OG0003046	Syas.g_02372	Praf.g_01758
OG0003191	Syas.g_01387	Praf.g_01036
OG0004083	Syas.g_01820	Praf.g_01011
