Orthogroup	Pras	Syaa
OG0001115	Pras.g_01870	Syaa.g_01337
OG0001116	Pras.g_01871	Syaa.g_01335
OG0001117	Pras.g_01872	Syaa.g_01334
OG0001118	Pras.g_01873	Syaa.g_01333
OG0001119	Pras.g_01874	Syaa.g_01331
OG0001120	Pras.g_01876	Syaa.g_01328
OG0001121	Pras.g_00021, Pras.g_01880	Syaa.g_01125
OG0001122	Pras.g_01906	Syaa.g_01301
OG0001123	Pras.g_01910	Syaa.g_01294
OG0001124	Pras.g_01912	Syaa.g_01292
OG0001125	Pras.g_01913	Syaa.g_01290
OG0001126	Pras.g_01923	Syaa.g_00864
OG0001127	Pras.g_01924	Syaa.g_00865
OG0001128	Pras.g_01926	Syaa.g_00868
OG0001129	Pras.g_01927	Syaa.g_00870
OG0001130	Pras.g_01928	Syaa.g_00871
OG0001131	Pras.g_01964	Syaa.g_01108
OG0001132	Pras.g_01973	Syaa.g_01468
OG0001133	Pras.g_00009	Syaa.g_01656
OG0001134	Pras.g_00023	Syaa.g_01028
OG0001135	Pras.g_00026	Syaa.g_01030
OG0001136	Pras.g_00053	Syaa.g_00767
OG0001137	Pras.g_00064	Syaa.g_00786
OG0001138	Pras.g_00082	Syaa.g_01002
OG0001139	Pras.g_00083	Syaa.g_01000
OG0001140	Pras.g_00084	Syaa.g_00999
OG0001141	Pras.g_00085	Syaa.g_00998
OG0001142	Pras.g_00086	Syaa.g_00997
OG0001143	Pras.g_00093	Syaa.g_00987
OG0001144	Pras.g_00099	Syaa.g_00978
OG0001145	Pras.g_00200	Syaa.g_00748
OG0001146	Pras.g_00213	Syaa.g_00729
OG0001147	Pras.g_00236	Syaa.g_01837
OG0001148	Pras.g_00252	Syaa.g_02061
OG0001149	Pras.g_00253	Syaa.g_02062
OG0001150	Pras.g_00254	Syaa.g_02063
OG0001151	Pras.g_00265	Syaa.g_02076
OG0001152	Pras.g_00266	Syaa.g_02077
OG0001153	Pras.g_00382	Syaa.g_01811
OG0001154	Pras.g_00384	Syaa.g_01812
OG0001156	Pras.g_00400	Syaa.g_00623
OG0001157	Pras.g_00401	Syaa.g_00622
OG0001158	Pras.g_00402	Syaa.g_00619
OG0001160	Pras.g_00428	Syaa.g_00574
OG0001161	Pras.g_00441	Syaa.g_02620
OG0001162	Pras.g_00452	Syaa.g_01203
OG0001163	Pras.g_00542	Syaa.g_00566
OG0001164	Pras.g_00546	Syaa.g_00560
OG0001165	Pras.g_00549	Syaa.g_00555
OG0001166	Pras.g_00569	Syaa.g_00527
OG0001167	Pras.g_00586	Syaa.g_00673
OG0001168	Pras.g_00588	Syaa.g_00672
OG0001169	Pras.g_00590	Syaa.g_00670
OG0001170	Pras.g_00592	Syaa.g_00668
OG0001171	Pras.g_00602	Syaa.g_00655
OG0001172	Pras.g_00616	Syaa.g_02347
OG0001173	Pras.g_00617	Syaa.g_02346
OG0001174	Pras.g_00625	Syaa.g_02338
OG0001175	Pras.g_00626	Syaa.g_02337
OG0001176	Pras.g_00633	Syaa.g_02314
OG0001177	Pras.g_00636	Syaa.g_02316
OG0001178	Pras.g_00641	Syaa.g_00546
OG0001179	Pras.g_00671	Syaa.g_02268
OG0001180	Pras.g_00693	Syaa.g_02243
OG0001181	Pras.g_00697	Syaa.g_02239
OG0001182	Pras.g_00704	Syaa.g_02230
OG0001183	Pras.g_00708	Syaa.g_02224
OG0001184	Pras.g_00724	Syaa.g_00151
OG0001186	Pras.g_00762	Syaa.g_00081
OG0001187	Pras.g_00766	Syaa.g_00082
OG0001188	Pras.g_00769	Syaa.g_00075
OG0001189	Pras.g_00786	Syaa.g_00057
OG0001190	Pras.g_00790	Syaa.g_02592
OG0001191	Pras.g_00800	Syaa.g_02605
OG0001192	Pras.g_00804	Syaa.g_02612
OG0001193	Pras.g_00815	Syaa.g_02658
OG0001194	Pras.g_00816	Syaa.g_02660
OG0001195	Pras.g_00817	Syaa.g_02661
OG0001196	Pras.g_00830	Syaa.g_02741
OG0001197	Pras.g_00831	Syaa.g_02743
OG0001198	Pras.g_00839	Syaa.g_02755
OG0001199	Pras.g_00925	Syaa.g_00347
OG0001200	Pras.g_00927	Syaa.g_00345
OG0001201	Pras.g_00959	Syaa.g_02381
OG0001202	Pras.g_01050	Syaa.g_02528
OG0001203	Pras.g_01090	Syaa.g_02106
OG0001204	Pras.g_01095	Syaa.g_00316
OG0001205	Pras.g_01323	Syaa.g_00713
OG0001206	Pras.g_01340	Syaa.g_01855
OG0001207	Pras.g_01355	Syaa.g_02058
OG0001208	Pras.g_01360	Syaa.g_02049
OG0001209	Pras.g_01412	Syaa.g_01977
OG0001210	Pras.g_01417	Syaa.g_01967
OG0001211	Pras.g_01427	Syaa.g_01950
OG0001212	Pras.g_01472	Syaa.g_01892
OG0001213	Pras.g_01505	Syaa.g_01646
OG0001214	Pras.g_01513	Syaa.g_01631
OG0001215	Pras.g_01566	Syaa.g_00914
OG0001216	Pras.g_01608	Syaa.g_01238
OG0001217	Pras.g_01649	Syaa.g_01559
OG0001218	Pras.g_01657	Syaa.g_01820
OG0001219	Pras.g_01690	Syaa.g_01404
OG0001220	Pras.g_01752	Syaa.g_00812
OG0001221	Pras.g_01812	Syaa.g_01111
OG0001222	Pras.g_01851	Syaa.g_01371
OG0001223	Pras.g_01877	Syaa.g_01326
OG0001224	Pras.g_01930	Syaa.g_00874
OG0001225	Pras.g_01932	Syaa.g_00876
OG0001226	Pras.g_01958	Syaa.g_01579
OG0001227	Pras.g_01976	Syaa.g_02622
OG0001228	Pras.g_00102	Syaa.g_00695
OG0001229	Pras.g_00248	Syaa.g_00899
OG0001230	Pras.g_00342	Syaa.g_01764
OG0001231	Pras.g_00450	Syaa.g_00017
OG0001232	Pras.g_00573	Syaa.g_00508
OG0001233	Pras.g_00593	Syaa.g_00667
OG0001234	Pras.g_00628	Syaa.g_02333
OG0001235	Pras.g_00638	Syaa.g_02323
OG0001236	Pras.g_00721	Syaa.g_00154
OG0001238	Pras.g_00801	Syaa.g_02607
OG0001240	Pras.g_00944	Syaa.g_02364
OG0001241	Pras.g_00952	Syaa.g_02374
OG0001242	Pras.g_00970	Syaa.g_02407
OG0001243	Pras.g_00976	Syaa.g_02415
OG0001244	Pras.g_00992	Syaa.g_02445
OG0001245	Pras.g_01233	Syaa.g_01492
OG0001246	Pras.g_01382	Syaa.g_02023
OG0001247	Pras.g_01559	Syaa.g_01207
OG0001248	Pras.g_01561	Syaa.g_01204
OG0001250	Pras.g_01741	Syaa.g_00832
OG0001251	Pras.g_01789	Syaa.g_02667
OG0001252	Pras.g_01925	Syaa.g_00867
OG0001253	Pras.g_01977	Syaa.g_01467
OG0001254	Pras.g_00025	Syaa.g_01029
OG0001255	Pras.g_00040	Syaa.g_01696
OG0001256	Pras.g_00443	Syaa.g_00567
OG0001257	Pras.g_00449	Syaa.g_01418, Syaa.g_00405
OG0001258	Pras.g_00547	Syaa.g_00557
OG0001259	Pras.g_00591	Syaa.g_00669
OG0001260	Pras.g_00608	Syaa.g_00642
OG0001261	Pras.g_00679	Syaa.g_02259
OG0001262	Pras.g_00784	Syaa.g_00059
OG0001263	Pras.g_00979	Syaa.g_02418
OG0001265	Pras.g_00969	Syaa.g_02405
OG0001266	Pras.g_01054	Syaa.g_02532
OG0001267	Pras.g_01132	Syaa.g_00262
OG0001268	Pras.g_01192	Syaa.g_02176
OG0001269	Pras.g_01212	Syaa.g_01499
OG0001270	Pras.g_01312	Syaa.g_00701
OG0001271	Pras.g_01350	Syaa.g_01845
OG0001272	Pras.g_01364	Syaa.g_02045
OG0001273	Pras.g_01507	Syaa.g_01639
OG0001274	Pras.g_01579	Syaa.g_02563
OG0001275	Pras.g_01888	Syaa.g_01311
OG0001276	Pras.g_01909	Syaa.g_01295
OG0001277	Pras.g_01966	Syaa.g_02724
OG0001278	Pras.g_00107	Syaa.g_00966
OG0001279	Pras.g_00152	Syaa.g_01749
OG0001280	Pras.g_00208	Syaa.g_00738
OG0001282	Pras.g_00251	Syaa.g_02060
OG0001283	Pras.g_00270	Syaa.g_02734
OG0001284	Pras.g_00423	Syaa.g_00583
OG0001286	Pras.g_00691	Syaa.g_02245
OG0001287	Pras.g_00745	Syaa.g_00121
OG0001289	Pras.g_00938	Syaa.g_00327
OG0001290	Pras.g_00951	Syaa.g_02373
OG0001291	Pras.g_00986	Syaa.g_02428
OG0001292	Pras.g_01100	Syaa.g_00310
OG0001293	Pras.g_01113	Syaa.g_00288
OG0001294	Pras.g_01231	Syaa.g_01076
OG0001295	Pras.g_01345	Syaa.g_01964
OG0001296	Pras.g_01387	Syaa.g_02017
OG0001297	Pras.g_01392	Syaa.g_02013
OG0001298	Pras.g_01453	Syaa.g_01913
OG0001299	Pras.g_01542	Syaa.g_01070
OG0001300	Pras.g_01569	Syaa.g_00905
OG0001301	Pras.g_01572	Syaa.g_00891
OG0001302	Pras.g_01688	Syaa.g_01600
OG0001303	Pras.g_01892	Syaa.g_01402
OG0001304	Pras.g_01919	Syaa.g_01281
OG0001305	Pras.g_01938	Syaa.g_00885
OG0001306	Pras.g_00042	Syaa.g_00753
OG0001309	Pras.g_00447	Syaa.g_02005
OG0001310	Pras.g_00562	Syaa.g_00535
OG0001311	Pras.g_01911	Syaa.g_01293
OG0001314	Pras.g_01639	Syaa.g_01225
OG0001315	Pras.g_00913	Syaa.g_02226
OG0001316	Pras.g_00991	Syaa.g_02434
OG0001317	Pras.g_01086	Syaa.g_02112
OG0001318	Pras.g_01108	Syaa.g_00296
OG0001319	Pras.g_01124	Syaa.g_00273
OG0001321	Pras.g_01329	Syaa.g_00719
OG0001322	Pras.g_01330	Syaa.g_00720
OG0001323	Pras.g_01397	Syaa.g_02002
OG0001324	Pras.g_01570	Syaa.g_00904
OG0001325	Pras.g_01611	Syaa.g_01243
OG0001326	Pras.g_01777	Syaa.g_00396, Syaa.g_02672
OG0001327	Pras.g_01950	Syaa.g_01083
OG0001328	Pras.g_01975	Syaa.g_01104
OG0001330	Pras.g_00177	Syaa.g_00746
OG0001331	Pras.g_00256	Syaa.g_02065
OG0001334	Pras.g_00711	Syaa.g_02216
OG0001335	Pras.g_00712	Syaa.g_02215
OG0001336	Pras.g_00827	Syaa.g_02735
OG0001339	Pras.g_00954	Syaa.g_02376
OG0001340	Pras.g_01180	Syaa.g_02199
OG0001341	Pras.g_01647	Syaa.g_00897
OG0001343	Pras.g_01786	Syaa.g_02664
OG0001344	Pras.g_00060	Syaa.g_00775
OG0001345	Pras.g_00075	Syaa.g_00803
OG0001346	Pras.g_00210	Syaa.g_00734
OG0001349	Pras.g_00292	Syaa.g_00454
OG0001352	Pras.g_01556	Syaa.g_01987
OG0001355	Pras.g_00144	Syaa.g_01524
OG0001358	Pras.g_01496	Syaa.g_01663
OG0001359	Pras.g_01787	Syaa.g_02663
OG0001360	Pras.g_01978	Syaa.g_00805
OG0001361	Pras.g_00072	Syaa.g_00800
OG0001362	Pras.g_00364	Syaa.g_01789
OG0001363	Pras.g_00366	Syaa.g_01791
OG0001364	Pras.g_00714	Syaa.g_00171
OG0001369	Pras.g_00943	Syaa.g_02363
OG0001370	Pras.g_01337	Syaa.g_01218, Syaa.g_02140, Syaa.g_02680
OG0001373	Pras.g_01776	Syaa.g_02671
OG0001374	Pras.g_01784	Syaa.g_02679
OG0001375	Pras.g_01785	Syaa.g_02665
OG0001376	Pras.g_01944	Syaa.g_02614
OG0001377	Pras.g_01945	Syaa.g_02613
OG0001378	Pras.g_01987	Syaa.g_00700
OG0001382	Pras.g_00462	Syaa.g_01866
OG0001385	Pras.g_01773	Syaa.g_02668
OG0001386	Pras.g_01774	Syaa.g_02669
OG0001387	Pras.g_01775	Syaa.g_02670
OG0001388	Pras.g_01778	Syaa.g_02673
OG0001389	Pras.g_01779	Syaa.g_02674
OG0001390	Pras.g_01780	Syaa.g_02675
OG0001391	Pras.g_01781	Syaa.g_02676
OG0001392	Pras.g_01782	Syaa.g_02677
OG0001393	Pras.g_01783	Syaa.g_02678
OG0001394	Pras.g_01816	Syaa.g_01118
OG0001395	Pras.g_01921	Syaa.g_01267
OG0001404	Pras.g_00920	Syaa.g_00355
OG0001405	Pras.g_01178	Syaa.g_02213
OG0001406	Pras.g_01943	Syaa.g_02615
OG0001407	Pras.g_01956	Syaa.g_01986
OG0001408	Pras.g_01961	Syaa.g_00953
OG0001413	Pras.g_00438	Syaa.g_01590
OG0001416	Pras.g_01336	Syaa.g_00731
OG0001417	Pras.g_01347	Syaa.g_01339
OG0001419	Pras.g_01957	Syaa.g_01985
OG0001420	Pras.g_01996	Syaa.g_01991
OG0001421	Pras.g_00444	Syaa.g_01583, Syaa.g_01469
OG0001422	Pras.g_00467	Syaa.g_00743
OG0001423	Pras.g_01277, Pras.g_01276	Syaa.g_00365
OG0001428	Pras.g_01023	Syaa.g_02481
OG0001430	Pras.g_00172	Syaa.g_02584
OG0001432	Pras.g_00436	Syaa.g_00930
OG0001435	Pras.g_01797	Syaa.g_01090
OG0001439	Pras.g_01159	Syaa.g_00221
OG0001441	Pras.g_01399	Syaa.g_02000
OG0001442	Pras.g_01637	Syaa.g_01138
OG0001447	Pras.g_00977	Syaa.g_02416
OG0001448	Pras.g_01220	Syaa.g_00423
OG0001449	Pras.g_01254, Pras.g_01253	Syaa.g_02098, Syaa.g_01042
OG0001453	Pras.g_01882	Syaa.g_01319
OG0001454	Pras.g_01971	Syaa.g_01580
OG0001456	Pras.g_00033	Syaa.g_02687
OG0001457	Pras.g_00034	Syaa.g_02688
OG0001458	Pras.g_00035	Syaa.g_02689
OG0001465	Pras.g_01578	Syaa.g_01211
OG0001468	Pras.g_01948	Syaa.g_01597
OG0001471	Pras.g_00439	Syaa.g_00226
OG0001473	Pras.g_00763	Syaa.g_01603
OG0001474	Pras.g_01193	Syaa.g_02175
OG0001475	Pras.g_00306	Syaa.g_00691
OG0001479	Pras.g_01190	Syaa.g_02178
OG0001480	Pras.g_01222	Syaa.g_00810
OG0001482	Pras.g_01334	Syaa.g_01329
OG0001486	Pras.g_00054	Syaa.g_00768
OG0001492	Pras.g_00104	Syaa.g_00969
OG0001493	Pras.g_00112	Syaa.g_00961
OG0001495	Pras.g_00635	Syaa.g_02317
OG0001499	Pras.g_00912	Syaa.g_01698
OG0001502	Pras.g_01671	Syaa.g_00819
OG0001507	Pras.g_00491	Syaa.g_02137
OG0001520	Pras.g_01246	Syaa.g_01929
OG0001523	Pras.g_00027	Syaa.g_02713
OG0001524	Pras.g_00028	Syaa.g_02714
OG0001547	Pras.g_01673	Syaa.g_01420
OG0001548	Pras.g_01677	Syaa.g_01573
OG0001549	Pras.g_01759	Syaa.g_00806
OG0001551	Pras.g_00032	Syaa.g_00853
OG0001552	Pras.g_00121	Syaa.g_01229
OG0001554	Pras.g_00445	Syaa.g_02590
OG0001557	Pras.g_01817	Syaa.g_01119
OG0001564	Pras.g_00320, Pras.g_00300	Syaa.g_02683
OG0001567	Pras.g_01672	Syaa.g_01421
OG0001568	Pras.g_01674	Syaa.g_01416
OG0001572	Pras.g_00143	Syaa.g_01180
OG0001582	Pras.g_01346	Syaa.g_01746
OG0001586	Pras.g_00313	Syaa.g_00479
OG0001602	Pras.g_01577	Syaa.g_01210
OG0001607	Pras.g_00029	Syaa.g_01519
OG0001613	Pras.g_00706	Syaa.g_02227
OG0001625	Pras.g_01110	Syaa.g_00294
OG0001627	Pras.g_01654	Syaa.g_00629
OG0001633	Pras.g_00247	Syaa.g_00855
OG0001647	Pras.g_01125	Syaa.g_00271
OG0001667	Pras.g_00180	Syaa.g_01129
OG0001709	Pras.g_00293	Syaa.g_00453
OG0001712	Pras.g_01267	Syaa.g_01487
OG0001713	Pras.g_00908	Syaa.g_00783
OG0001718	Pras.g_01216	Syaa.g_00941
OG0001755	Pras.g_00305	Syaa.g_02006
OG0001924	Pras.g_00517	Syaa.g_01671
OG0001925	Pras.g_00518	Syaa.g_01672
OG0001926	Pras.g_00519	Syaa.g_01673
OG0001927	Pras.g_00520	Syaa.g_01674
OG0001959	Pras.g_00228	Syaa.g_01047
OG0001993	Pras.g_00515	Syaa.g_01669
OG0001994	Pras.g_00516	Syaa.g_01670
OG0002015	Pras.g_00315	Syaa.g_00182
OG0002063	Pras.g_00499	Syaa.g_00949
OG0002096	Pras.g_00278	Syaa.g_00492
OG0002108	Pras.g_01600	Syaa.g_02636, Syaa.g_01736, Syaa.g_01274, Syaa.g_01721, Syaa.g_00382, Syaa.g_00410, Syaa.g_01703, Syaa.g_00361, Syaa.g_01709, Syaa.g_00398
OG0002112	Pras.g_01258	Syaa.g_00234, Syaa.g_00233
OG0002157	Pras.g_01259	Syaa.g_00232
OG0002158	Pras.g_01257	Syaa.g_00235
OG0002244	Pras.g_00490	Syaa.g_02136
OG0002562	Pras.g_01597	Syaa.g_00378, Syaa.g_01741, Syaa.g_01270, Syaa.g_02631
OG0002785	Pras.g_01591	Syaa.g_01235
OG0003026	Pras.g_00308	Syaa.g_00490
OG0003635	Pras.g_01601	Syaa.g_01734
