Orthogroup	Pras	Syar
OG0001141	Pras.g_00085	Syar.g_01982
OG0001142	Pras.g_00086	Syar.g_01983
OG0001143	Pras.g_00093	Syar.g_01698
OG0001144	Pras.g_00099	Syar.g_01707
OG0001145	Pras.g_00200	Syar.g_02769
OG0001146	Pras.g_00213	Syar.g_02782
OG0001147	Pras.g_00236	Syar.g_01276
OG0001148	Pras.g_00252	Syar.g_01459
OG0001149	Pras.g_00253	Syar.g_01458
OG0001150	Pras.g_00254	Syar.g_01457
OG0001151	Pras.g_00265	Syar.g_01238
OG0001152	Pras.g_00266	Syar.g_01237
OG0001153	Pras.g_00382	Syar.g_01398
OG0001154	Pras.g_00384	Syar.g_01397
OG0001155	Pras.g_00396, Pras.g_00397	Syar.g_01211
OG0001156	Pras.g_00400	Syar.g_01185
OG0001157	Pras.g_00401	Syar.g_01184
OG0001158	Pras.g_00402	Syar.g_01183
OG0001160	Pras.g_00428	Syar.g_02908
OG0001161	Pras.g_00441	Syar.g_00382
OG0001162	Pras.g_00452	Syar.g_03081
OG0001163	Pras.g_00542	Syar.g_02917
OG0001164	Pras.g_00546	Syar.g_02922
OG0001165	Pras.g_00549	Syar.g_02927
OG0001166	Pras.g_00569	Syar.g_02959
OG0001167	Pras.g_00586	Syar.g_02982
OG0001168	Pras.g_00588	Syar.g_02983
OG0001169	Pras.g_00590	Syar.g_02985
OG0001170	Pras.g_00592	Syar.g_02987
OG0001171	Pras.g_00602	Syar.g_02999
OG0001172	Pras.g_00616	Syar.g_00143
OG0001173	Pras.g_00617	Syar.g_00142
OG0001174	Pras.g_00625	Syar.g_00134
OG0001175	Pras.g_00626	Syar.g_00133
OG0001176	Pras.g_00633	Syar.g_01025
OG0001177	Pras.g_00636	Syar.g_01023
OG0001178	Pras.g_00641	Syar.g_02943
OG0001179	Pras.g_00671	Syar.g_01055
OG0001181	Pras.g_00697	Syar.g_01082
OG0001182	Pras.g_00704	Syar.g_01090
OG0001183	Pras.g_00708	Syar.g_01096
OG0001184	Pras.g_00724	Syar.g_00653
OG0001185	Pras.g_00738	Syar.g_00614
OG0001186	Pras.g_00762	Syar.g_00562
OG0001187	Pras.g_00766	Syar.g_00548
OG0001188	Pras.g_00769	Syar.g_00546
OG0001189	Pras.g_00786	Syar.g_00525
OG0001190	Pras.g_00790	Syar.g_00330
OG0001191	Pras.g_00800	Syar.g_00349
OG0001192	Pras.g_00804	Syar.g_00356
OG0001193	Pras.g_00815	Syar.g_00711
OG0001194	Pras.g_00816	Syar.g_00622
OG0001195	Pras.g_00817	Syar.g_00623
OG0001196	Pras.g_00830	Syar.g_00453
OG0001197	Pras.g_00831	Syar.g_00455
OG0001198	Pras.g_00839	Syar.g_00467
OG0001199	Pras.g_00925	Syar.g_03045
OG0001200	Pras.g_00927	Syar.g_03047
OG0001201	Pras.g_00959	Syar.g_03120
OG0001202	Pras.g_01050	Syar.g_00991
OG0001203	Pras.g_01090	Syar.g_03021
OG0001204	Pras.g_01095	Syar.g_00154
OG0001205	Pras.g_01323	Syar.g_02869
OG0001207	Pras.g_01355	Syar.g_01462
OG0001208	Pras.g_01360	Syar.g_01471
OG0001211	Pras.g_01427	Syar.g_02323
OG0001212	Pras.g_01472	Syar.g_02027
OG0001213	Pras.g_01505	Syar.g_02239
OG0001214	Pras.g_01513	Syar.g_02420
OG0001215	Pras.g_01566	Syar.g_00965
OG0001216	Pras.g_01608	Syar.g_01909
OG0001217	Pras.g_01649	Syar.g_02852
OG0001218	Pras.g_01657	Syar.g_01388
OG0001219	Pras.g_01690	Syar.g_02585
OG0001222	Pras.g_01851	Syar.g_02552
OG0001223	Pras.g_01877	Syar.g_02505
OG0001224	Pras.g_01930	Syar.g_01361
OG0001225	Pras.g_01932	Syar.g_01929
OG0001226	Pras.g_01958	Syar.g_03054
OG0001227	Pras.g_01976	Syar.g_02213
OG0001230	Pras.g_00342	Syar.g_02816
OG0001231	Pras.g_00450	Syar.g_00485
OG0001232	Pras.g_00573	Syar.g_02968
OG0001233	Pras.g_00593	Syar.g_02988
OG0001235	Pras.g_00638	Syar.g_01019
OG0001236	Pras.g_00721	Syar.g_00657
OG0001237	Pras.g_00725	Syar.g_00652
OG0001238	Pras.g_00801	Syar.g_00351
OG0001240	Pras.g_00944	Syar.g_03101
OG0001241	Pras.g_00952	Syar.g_03149, Syar.g_03112
OG0001242	Pras.g_00970	Syar.g_00043
OG0001243	Pras.g_00976	Syar.g_00051
OG0001244	Pras.g_00992	Syar.g_00075
OG0001245	Pras.g_01233	Syar.g_00999
OG0001246	Pras.g_01382	Syar.g_01910
OG0001247	Pras.g_01559	Syar.g_02024
OG0001248	Pras.g_01561	Syar.g_02059
OG0001249	Pras.g_01679	Syar.g_01113
OG0001250	Pras.g_01741	Syar.g_01819, Syar.g_03240
OG0001251	Pras.g_01789	Syar.g_02575
OG0001252	Pras.g_01925	Syar.g_01372
OG0001253	Pras.g_01977	Syar.g_02015
OG0001254	Pras.g_00025	Syar.g_02233
OG0001255	Pras.g_00040	Syar.g_01746
OG0001256	Pras.g_00443	Syar.g_02915
OG0001257	Pras.g_00449	Syar.g_00807, Syar.g_02468, Syar.g_02269
OG0001258	Pras.g_00547	Syar.g_02925
OG0001259	Pras.g_00591	Syar.g_02986
OG0001260	Pras.g_00608	Syar.g_03007
OG0001262	Pras.g_00784	Syar.g_00527
OG0001263	Pras.g_00979	Syar.g_00054
OG0001265	Pras.g_00969	Syar.g_00041
OG0001266	Pras.g_01054	Syar.g_00987
OG0001267	Pras.g_01132	Syar.g_00225
OG0001268	Pras.g_01192	Syar.g_01124
OG0001269	Pras.g_01212	Syar.g_00688
OG0001270	Pras.g_01312	Syar.g_01175
OG0001271	Pras.g_01350	Syar.g_01270
OG0001272	Pras.g_01364	Syar.g_01475
OG0001273	Pras.g_01507	Syar.g_02413
OG0001274	Pras.g_01579	Syar.g_00929
OG0001275	Pras.g_01888	Syar.g_02490
OG0001276	Pras.g_01909	Syar.g_01797
OG0001277	Pras.g_01966	Syar.g_02250
OG0001278	Pras.g_00107	Syar.g_01720
OG0001279	Pras.g_00152	Syar.g_02841
OG0001280	Pras.g_00208	Syar.g_03317
OG0001282	Pras.g_00251	Syar.g_01460, Syar.g_01351
OG0001283	Pras.g_00270	Syar.g_00447
OG0001284	Pras.g_00423	Syar.g_02900
OG0001285	Pras.g_00576	Syar.g_02972
OG0001286	Pras.g_00691	Syar.g_01077
OG0001287	Pras.g_00745	Syar.g_00606
OG0001288	Pras.g_00754	Syar.g_00591
OG0001289	Pras.g_00938	Syar.g_03080
OG0001290	Pras.g_00951	Syar.g_03111
OG0001291	Pras.g_00986	Syar.g_00064
OG0001292	Pras.g_01100	Syar.g_00160
OG0001293	Pras.g_01113	Syar.g_00198
OG0001294	Pras.g_01231	Syar.g_01687
OG0001295	Pras.g_01345	Syar.g_00693
OG0001296	Pras.g_01387	Syar.g_01506
OG0001297	Pras.g_01392	Syar.g_01510
OG0001298	Pras.g_01453	Syar.g_02210
OG0001299	Pras.g_01542	Syar.g_01915
OG0001303	Pras.g_01892	Syar.g_02583
OG0001304	Pras.g_01919	Syar.g_01557
OG0001305	Pras.g_01938	Syar.g_01937
OG0001306	Pras.g_00042	Syar.g_01521
OG0001307	Pras.g_00233	Syar.g_02591
OG0001308	Pras.g_00360	Syar.g_02798
OG0001309	Pras.g_00447	Syar.g_00360
OG0001310	Pras.g_00562	Syar.g_02951
OG0001311	Pras.g_01911	Syar.g_01795
OG0001315	Pras.g_00913	Syar.g_01094
OG0001317	Pras.g_01086	Syar.g_03025
OG0001318	Pras.g_01108	Syar.g_00186
OG0001319	Pras.g_01124	Syar.g_00215
OG0001325	Pras.g_01611	Syar.g_01577
OG0001326	Pras.g_01777	Syar.g_00632
OG0001327	Pras.g_01950	Syar.g_01674
OG0001329	Pras.g_00017	Syar.g_02337
OG0001331	Pras.g_00256	Syar.g_01455
OG0001334	Pras.g_00711	Syar.g_03166
OG0001336	Pras.g_00827	Syar.g_00448
OG0001339	Pras.g_00954	Syar.g_03114
OG0001343	Pras.g_01786	Syar.g_03210
OG0001345	Pras.g_00075	Syar.g_01958
OG0001346	Pras.g_00210	Syar.g_02778
OG0001355	Pras.g_00144	Syar.g_01912
OG0001358	Pras.g_01496	Syar.g_02262
OG0001359	Pras.g_01787	Syar.g_03211
OG0001360	Pras.g_01978	Syar.g_01961
OG0001361	Pras.g_00072	Syar.g_01955
OG0001364	Pras.g_00714	Syar.g_00284
OG0001365	Pras.g_00794	Syar.g_00335
OG0001370	Pras.g_01337	Syar.g_00013
OG0001371	Pras.g_01555	Syar.g_03059
OG0001373	Pras.g_01776	Syar.g_00631
OG0001374	Pras.g_01784	Syar.g_00642
OG0001376	Pras.g_01944	Syar.g_03203, Syar.g_02600
OG0001377	Pras.g_01945	Syar.g_02599, Syar.g_03202
OG0001378	Pras.g_01987	Syar.g_01174
OG0001382	Pras.g_00462	Syar.g_02834, Syar.g_03204
OG0001385	Pras.g_01773	Syar.g_00628
OG0001386	Pras.g_01774	Syar.g_00629
OG0001387	Pras.g_01775	Syar.g_00630
OG0001388	Pras.g_01778	Syar.g_00635
OG0001389	Pras.g_01779	Syar.g_00636
OG0001390	Pras.g_01780	Syar.g_00637
OG0001391	Pras.g_01781	Syar.g_00638
OG0001392	Pras.g_01782	Syar.g_00640
OG0001393	Pras.g_01783	Syar.g_00641
OG0001394	Pras.g_01816	Syar.g_02608
OG0001395	Pras.g_01921	Syar.g_01561
OG0001403	Pras.g_00872	Syar.g_00504
OG0001406	Pras.g_01943	Syar.g_02601
OG0001408	Pras.g_01961	Syar.g_02042
OG0001413	Pras.g_00438	Syar.g_02062, Syar.g_02063
OG0001415	Pras.g_01083	Syar.g_01553
OG0001416	Pras.g_01336	Syar.g_00433
OG0001417	Pras.g_01347	Syar.g_01885
OG0001418	Pras.g_01560	Syar.g_01546
OG0001420	Pras.g_01996	Syar.g_02680
OG0001428	Pras.g_01023	Syar.g_00108
OG0001429	Pras.g_01691	Syar.g_02582
OG0001430	Pras.g_00172	Syar.g_03306
OG0001432	Pras.g_00436	Syar.g_02064, Syar.g_02123
OG0001435	Pras.g_01797	Syar.g_01621
OG0001437	Pras.g_01082	Syar.g_01554
OG0001439	Pras.g_01159	Syar.g_00824
OG0001441	Pras.g_01399	Syar.g_02691
OG0001442	Pras.g_01637	Syar.g_02622
OG0001447	Pras.g_00977	Syar.g_00052
OG0001449	Pras.g_01254, Pras.g_01253	Syar.g_01897
OG0001450	Pras.g_01563	Syar.g_00880
OG0001453	Pras.g_01882	Syar.g_02498
OG0001454	Pras.g_01971	Syar.g_02065, Syar.g_02122
OG0001456	Pras.g_00033	Syar.g_00643
OG0001457	Pras.g_00034	Syar.g_00644
OG0001458	Pras.g_00035	Syar.g_00645
OG0001462	Pras.g_00876	Syar.g_00511
OG0001471	Pras.g_00439	Syar.g_00830
OG0001474	Pras.g_01193	Syar.g_01125
OG0001475	Pras.g_00306	Syar.g_02370
OG0001479	Pras.g_01190	Syar.g_01122
OG0001480	Pras.g_01222	Syar.g_02013
OG0001482	Pras.g_01334	Syar.g_02511
OG0001486	Pras.g_00054	Syar.g_01537
OG0001492	Pras.g_00104	Syar.g_01717
OG0001493	Pras.g_00112	Syar.g_01725
OG0001495	Pras.g_00635	Syar.g_01022
OG0001502	Pras.g_01671	Syar.g_01840
OG0001507	Pras.g_00491	Syar.g_03257, Syar.g_01540
OG0001520	Pras.g_01246	Syar.g_02053
OG0001525	Pras.g_00455	Syar.g_01315
OG0001547	Pras.g_01673	Syar.g_01855
OG0001549	Pras.g_01759	Syar.g_02838
OG0001554	Pras.g_00445	Syar.g_00327
OG0001555	Pras.g_00459	Syar.g_01689
OG0001557	Pras.g_01817	Syar.g_02609
OG0001565	Pras.g_01295	Syar.g_03069
OG0001567	Pras.g_01672	Syar.g_01847
OG0001568	Pras.g_01674	Syar.g_01866
OG0001587	Pras.g_00610	Syar.g_03010
OG0001613	Pras.g_00706	Syar.g_01093
OG0001625	Pras.g_01110	Syar.g_00192
OG0001627	Pras.g_01654	Syar.g_01215
OG0001647	Pras.g_01125	Syar.g_00217
OG0001661	Pras.g_00133	Syar.g_00911
OG0001712	Pras.g_01267	Syar.g_01846
OG0001713	Pras.g_00908	Syar.g_02147
OG0001726	Pras.g_01264	Syar.g_01863
OG0001745	Pras.g_00435	Syar.g_02010
OG0001755	Pras.g_00305	Syar.g_01515
OG0001923	Pras.g_00276	Syar.g_00582, Syar.g_00583, Syar.g_00267
OG0001924	Pras.g_00517	Syar.g_02672
OG0001925	Pras.g_00518	Syar.g_02671
OG0001926	Pras.g_00519	Syar.g_02669
OG0001927	Pras.g_00520	Syar.g_02668
OG0001993	Pras.g_00515	Syar.g_02674
OG0001994	Pras.g_00516	Syar.g_02673
OG0002015	Pras.g_00315	Syar.g_00280
OG0002244	Pras.g_00490	Syar.g_01824
OG0002270	Pras.g_00283	Syar.g_02461, Syar.g_02463, Syar.g_02462
OG0002349	Pras.g_00595	Syar.g_02990
