Orthogroup	Pram	Syab
OG0001168	Pram.g_01671	Syab.g_02324
OG0001169	Pram.g_01673	Syab.g_02326
OG0001170	Pram.g_01675	Syab.g_02328
OG0001171	Pram.g_01685	Syab.g_02339
OG0001172	Pram.g_01700	Syab.g_00371
OG0001173	Pram.g_01701	Syab.g_00372
OG0001174	Pram.g_01709	Syab.g_00380
OG0001175	Pram.g_01710	Syab.g_00381
OG0001176	Pram.g_01718	Syab.g_00398
OG0001177	Pram.g_01720	Syab.g_00396
OG0001178	Pram.g_01637	Syab.g_02263
OG0001179	Pram.g_01753	Syab.g_00427
OG0001180	Pram.g_01776	Syab.g_00453
OG0001181	Pram.g_01780	Syab.g_00457
OG0001182	Pram.g_01788	Syab.g_00467
OG0001183	Pram.g_01794	Syab.g_00474
OG0001184	Pram.g_01812	Syab.g_00196
OG0001185	Pram.g_01828	Syab.g_00119
OG0001186	Pram.g_01852	Syab.g_00085
OG0001187	Pram.g_01855	Syab.g_00081
OG0001188	Pram.g_01857	Syab.g_00079
OG0001189	Pram.g_01874	Syab.g_00058
OG0001190	Pram.g_01879	Syab.g_02755
OG0001191	Pram.g_01889	Syab.g_02771
OG0001192	Pram.g_01894	Syab.g_02778
OG0001193	Pram.g_01907	Syab.g_02827
OG0001194	Pram.g_01908	Syab.g_02833
OG0001195	Pram.g_01909	Syab.g_02834
OG0001196	Pram.g_01926	Syab.g_02896
OG0001197	Pram.g_01928	Syab.g_02898
OG0001198	Pram.g_01935	Syab.g_02911
OG0001199	Pram.g_00059	Syab.g_02440
OG0001200	Pram.g_00061	Syab.g_02442
OG0001201	Pram.g_00092	Syab.g_02501
OG0001202	Pram.g_00184	Syab.g_02635
OG0001203	Pram.g_00225	Syab.g_02369
OG0001204	Pram.g_00231	Syab.g_00353
OG0001205	Pram.g_00380	Syab.g_00593
OG0001206	Pram.g_00401	Syab.g_00641
OG0001207	Pram.g_00413	Syab.g_02088
OG0001208	Pram.g_00418	Syab.g_02098
OG0001209	Pram.g_00473	Syab.g_02038
OG0001210	Pram.g_00477	Syab.g_02030
OG0001211	Pram.g_00487	Syab.g_02013
OG0001212	Pram.g_00533	Syab.g_01955
OG0001213	Pram.g_00569	Syab.g_01886
OG0001215	Pram.g_00781	Syab.g_01171
OG0001216	Pram.g_00803	Syab.g_01269
OG0001217	Pram.g_01539	Syab.g_01464
OG0001218	Pram.g_01196	Syab.g_00723
OG0001220	Pram.g_00865	Syab.g_01737
OG0001221	Pram.g_00745	Syab.g_01607
OG0001222	Pram.g_00988	Syab.g_01396
OG0001223	Pram.g_00960	Syab.g_01345
OG0001224	Pram.g_00892	Syab.g_01214
OG0001225	Pram.g_00890	Syab.g_01212
OG0001226	Pram.g_00577	Syab.g_02450
OG0001227	Pram.g_01188	Syab.g_00891
OG0001228	Pram.g_01089	Syab.g_01697
OG0001229	Pram.g_01542	Syab.g_01184
OG0001230	Pram.g_01388	Syab.g_00791
OG0001231	Pram.g_00357	Syab.g_00017
OG0001232	Pram.g_01655	Syab.g_02306
OG0001233	Pram.g_01676	Syab.g_02329
OG0001234	Pram.g_01712	Syab.g_00385
OG0001235	Pram.g_01716	Syab.g_00391
OG0001236	Pram.g_01809	Syab.g_00200
OG0001237	Pram.g_01813	Syab.g_00192
OG0001238	Pram.g_01890	Syab.g_02773
OG0001239	Pram.g_00056	Syab.g_02437
OG0001240	Pram.g_00077	Syab.g_02484
OG0001241	Pram.g_00086	Syab.g_02494
OG0001242	Pram.g_00105	Syab.g_02525
OG0001243	Pram.g_00112	Syab.g_02533
OG0001244	Pram.g_00127	Syab.g_02561
OG0001245	Pram.g_01177	Syab.g_01762
OG0001246	Pram.g_00680	Syab.g_02126
OG0001247	Pram.g_00774	Syab.g_02825
OG0001248	Pram.g_00776	Syab.g_01163
OG0001249	Pram.g_00325	Syab.g_00514
OG0001250	Pram.g_00851	Syab.g_01714
OG0001251	Pram.g_00714	Syab.g_01816
OG0001252	Pram.g_00897	Syab.g_01228
OG0001253	Pram.g_00579	Syab.g_01761
OG0001254	Pram.g_01548	Syab.g_01749
OG0001255	Pram.g_01157	Syab.g_01846
OG0001256	Pram.g_01289	Syab.g_02238
OG0001258	Pram.g_01628	Syab.g_02250
OG0001259	Pram.g_01674	Syab.g_02327
OG0001261	Pram.g_01761	Syab.g_00436
OG0001262	Pram.g_01872	Syab.g_00060
OG0001263	Pram.g_00114	Syab.g_02536
OG0001265	Pram.g_00104	Syab.g_02523
OG0001266	Pram.g_00188	Syab.g_02639
OG0001267	Pram.g_00268	Syab.g_00295
OG0001268	Pram.g_00334	Syab.g_00529
OG0001269	Pram.g_00864	Syab.g_01809
OG0001270	Pram.g_00369	Syab.g_00579
OG0001271	Pram.g_00408	Syab.g_00694
OG0001272	Pram.g_00422	Syab.g_02102
OG0001273	Pram.g_01079	Syab.g_01878
OG0001274	Pram.g_00211	Syab.g_02706
OG0001275	Pram.g_00969	Syab.g_01330
OG0001276	Pram.g_00980	Syab.g_01313
OG0001278	Pram.g_01085	Syab.g_01152
OG0001279	Pram.g_01253	Syab.g_01807
OG0001280	Pram.g_01229	Syab.g_00918
OG0001281	Pram.g_01235	Syab.g_00906
OG0001282	Pram.g_01467	Syab.g_02086
OG0001283	Pram.g_01922	Syab.g_02885
OG0001284	Pram.g_01302	Syab.g_02211
OG0001285	Pram.g_01658	Syab.g_02309
OG0001286	Pram.g_01774	Syab.g_00451
OG0001287	Pram.g_01835	Syab.g_00111
OG0001288	Pram.g_01845	Syab.g_00094
OG0001289	Pram.g_00071	Syab.g_02465
OG0001290	Pram.g_00085	Syab.g_02493
OG0001291	Pram.g_00122	Syab.g_02546
OG0001292	Pram.g_00236	Syab.g_00348
OG0001293	Pram.g_00249	Syab.g_00322
OG0001296	Pram.g_00446	Syab.g_02132
OG0001297	Pram.g_00451	Syab.g_02136
OG0001298	Pram.g_00515	Syab.g_01980
OG0001299	Pram.g_01043	Syab.g_01557
OG0001300	Pram.g_00785	Syab.g_01180
OG0001301	Pram.g_00790	Syab.g_01197
OG0001302	Pram.g_00908	Syab.g_01844
OG0001304	Pram.g_00993	Syab.g_01298
OG0001305	Pram.g_00884	Syab.g_01204
OG0001306	Pram.g_01155	Syab.g_00941
OG0001307	Pram.g_01477	Syab.g_01552
OG0001308	Pram.g_01368	Syab.g_00759
OG0001309	Pram.g_01272	Syab.g_02142
OG0001310	Pram.g_01645	Syab.g_02288
OG0001311	Pram.g_00982	Syab.g_01311
OG0001312	Pram.g_00920	Syab.g_01414
OG0001315	Pram.g_01553	Syab.g_00472
OG0001316	Pram.g_00126	Syab.g_02552
OG0001317	Pram.g_00221	Syab.g_02373
OG0001318	Pram.g_00245	Syab.g_00333
OG0001319	Pram.g_00261	Syab.g_00306
OG0001321	Pram.g_00386	Syab.g_00616
OG0001322	Pram.g_00387	Syab.g_00617
OG0001323	Pram.g_00457	Syab.g_02145
OG0001324	Pram.g_00786	Syab.g_01181
OG0001325	Pram.g_01025	Syab.g_01273
OG0001327	Pram.g_00723	Syab.g_01643
OG0001328	Pram.g_01214	Syab.g_01616
OG0001329	Pram.g_01598	Syab.g_00361
OG0001330	Pram.g_01276	Syab.g_00925
OG0001331	Pram.g_01462	Syab.g_02081
OG0001332	Pram.g_01331	Syab.g_02165
OG0001333	Pram.g_01670	Syab.g_02323
OG0001334	Pram.g_01797	Syab.g_00483
OG0001335	Pram.g_01798	Syab.g_00484
OG0001336	Pram.g_01923	Syab.g_02886
OG0001337	Pram.g_00320	Syab.g_00480, Syab.g_00502
OG0001338	Pram.g_00323	Syab.g_00495, Syab.g_00509, Syab.g_02229, Syab.g_00505
OG0001339	Pram.g_00088	Syab.g_02496
OG0001340	Pram.g_00321	Syab.g_00503
OG0001341	Pram.g_01533	Syab.g_01779
OG0001343	Pram.g_00711	Syab.g_00359
OG0001344	Pram.g_01135	Syab.g_00974
OG0001346	Pram.g_01231	Syab.g_00914
OG0001348	Pram.g_01526	Syab.g_01258
OG0001349	Pram.g_01401	Syab.g_00150
OG0001351	Pram.g_00394	Syab.g_00625
OG0001353	Pram.g_00841	Syab.g_01702
OG0001354	Pram.g_00953	Syab.g_01358
OG0001358	Pram.g_00558	Syab.g_01900
OG0001359	Pram.g_00712	Syab.g_00360
OG0001361	Pram.g_01121	Syab.g_00154, Syab.g_01005
OG0001362	Pram.g_01364	Syab.g_00754
OG0001363	Pram.g_01362	Syab.g_00752
OG0001364	Pram.g_01800	Syab.g_00211
OG0001365	Pram.g_01883	Syab.g_02760
OG0001369	Pram.g_00076	Syab.g_02483
OG0001375	Pram.g_00710	Syab.g_00358
OG0001379	Pram.g_01224	Syab.g_00923
OG0001381	Pram.g_01165	Syab.g_01937
OG0001382	Pram.g_01200	Syab.g_00393
OG0001394	Pram.g_00749	Syab.g_01599
OG0001397	Pram.g_01363	Syab.g_00753
OG0001398	Pram.g_01256	Syab.g_02457
OG0001401	Pram.g_00846	Syab.g_01708
OG0001402	Pram.g_00563	Syab.g_01896
OG0001404	Pram.g_00053	Syab.g_02433
OG0001405	Pram.g_00314	Syab.g_00486
OG0001407	Pram.g_01202	Syab.g_01158
OG0001409	Pram.g_01131	Syab.g_00988
OG0001410	Pram.g_01476	Syab.g_01550
OG0001411	Pram.g_01422, Pram.g_00046	Syab.g_00147
OG0001414	Pram.g_00216	Syab.g_01938
OG0001415	Pram.g_00218	Syab.g_02471
OG0001425	Pram.g_01893	Syab.g_02777
OG0001429	Pram.g_00912	Syab.g_01423
OG0001430	Pram.g_01197	Syab.g_02743
OG0001435	Pram.g_00730	Syab.g_01637
OG0001443	Pram.g_01543	Syab.g_02794
OG0001448	Pram.g_00392	Syab.g_01789
OG0001450	Pram.g_00778	Syab.g_01081
OG0001461	Pram.g_01575	Syab.g_01754
OG0001463	Pram.g_00275	Syab.g_01104
OG0001467	Pram.g_01470	Syab.g_00805
OG0001472	Pram.g_00658	Syab.g_01800
OG0001476	Pram.g_01132	Syab.g_00984
OG0001477	Pram.g_01521	Syab.g_01191
OG0001481	Pram.g_01213	Syab.g_00621
OG0001484	Pram.g_01277	Syab.g_02849
OG0001486	Pram.g_01142	Syab.g_00967
OG0001488	Pram.g_01126	Syab.g_00994
OG0001489	Pram.g_01785	Syab.g_00462
OG0001494	Pram.g_01502	Syab.g_00173
OG0001494	Pram.g_01409	Syab.g_00180
OG0001496	Pram.g_01519	Syab.g_01188
OG0001497	Pram.g_01520	Syab.g_01190
OG0001498	Pram.g_00353	Syab.g_00552
OG0001505	Pram.g_01414	Syab.g_00189
OG0001510	Pram.g_01839	Syab.g_00103
OG0001511	Pram.g_00096	Syab.g_02509
OG0001512	Pram.g_01192	Syab.g_02368
OG0001514	Pram.g_01518	Syab.g_01187
OG0001515	Pram.g_00783	Syab.g_01176
OG0001516	Pram.g_01046	Syab.g_01554
OG0001517	Pram.g_00329	Syab.g_00524
OG0001518	Pram.g_01892	Syab.g_02775
OG0001519	Pram.g_01897	Syab.g_02796
OG0001522	Pram.g_00842	Syab.g_01703
OG0001527	Pram.g_00501	Syab.g_01998
OG0001529	Pram.g_00025	Syab.g_00051
OG0001530	Pram.g_00095	Syab.g_02507
OG0001531	Pram.g_00226	Syab.g_02367
OG0001532	Pram.g_01108	Syab.g_01024
OG0001534	Pram.g_00994	Syab.g_01297
OG0001535	Pram.g_00979	Syab.g_01316
OG0001536	Pram.g_00939	Syab.g_01388
OG0001537	Pram.g_00746	Syab.g_01606
OG0001538	Pram.g_00814	Syab.g_01278
OG0001539	Pram.g_00725	Syab.g_01641
OG0001540	Pram.g_00116	Syab.g_02538
OG0001541	Pram.g_00164	Syab.g_02603
OG0001542	Pram.g_00170	Syab.g_02614
OG0001543	Pram.g_01538	Syab.g_02686
OG0001544	Pram.g_01896	Syab.g_02795
OG0001545	Pram.g_01912	Syab.g_02874
OG0001557	Pram.g_00750	Syab.g_01598
OG0001559	Pram.g_00094	Syab.g_02506
OG0001560	Pram.g_00084	Syab.g_02492
OG0001561	Pram.g_00984	Syab.g_01309
OG0001565	Pram.g_01576	Syab.g_01837
OG0001574	Pram.g_00499	Syab.g_02000
OG0001575	Pram.g_00504	Syab.g_01995
OG0001576	Pram.g_01243	Syab.g_00896
OG0001579	Pram.g_00318	Syab.g_00489, Syab.g_00494
OG0001580	Pram.g_00032	Syab.g_02740
OG0001586	Pram.g_01501	Syab.g_00181, Syab.g_00169
OG0001589	Pram.g_01678	Syab.g_02331
OG0001591	Pram.g_00762	Syab.g_01566
OG0001592	Pram.g_00031	Syab.g_02741
OG0001614	Pram.g_01827	Syab.g_00121
OG0001616	Pram.g_01116	Syab.g_01013
OG0001617	Pram.g_00787	Syab.g_01183
OG0001619	Pram.g_00929	Syab.g_01399
OG0001620	Pram.g_00338	Syab.g_00535
OG0001621	Pram.g_00241	Syab.g_00337
OG0001622	Pram.g_01921	Syab.g_02884
OG0001634	Pram.g_01040	Syab.g_01560
OG0001636	Pram.g_00020	Syab.g_00041
OG0001638	Pram.g_01643	Syab.g_02270
OG0001639	Pram.g_01329	Syab.g_02170
OG0001640	Pram.g_00900	Syab.g_01233
OG0001641	Pram.g_00962	Syab.g_01341
OG0001642	Pram.g_00863	Syab.g_02027
OG0001643	Pram.g_01071	Syab.g_01869
OG0001644	Pram.g_01015	Syab.g_01672
OG0001656	Pram.g_00317	Syab.g_00493
OG0001658	Pram.g_00027	Syab.g_02754
OG0001659	Pram.g_01264	Syab.g_01020
OG0001676	Pram.g_00319	Syab.g_00492
OG0001678	Pram.g_01699	Syab.g_00370
OG0001679	Pram.g_00324	Syab.g_01425, Syab.g_02475
OG0001693	Pram.g_00661	Syab.g_01209
OG0001709	Pram.g_01400	Syab.g_00162
OG0001713	Pram.g_01217	Syab.g_00985
OG0001717	Pram.g_00678	Syab.g_02588
OG0001731	Pram.g_01316	Syab.g_02188
OG0001758	Pram.g_01615	Syab.g_01483
OG0001762	Pram.g_00967	Syab.g_01333
OG0001764	Pram.g_01009	Syab.g_01436
OG0001770	Pram.g_01612	Syab.g_01743
OG0001875	Pram.g_01614	Syab.g_01493
OG0001876	Pram.g_01613	Syab.g_01494
OG0001922	Pram.g_01399	Syab.g_00153
OG0001974	Pram.g_00360	Syab.g_02750
OG0002003	Pram.g_00688	Syab.g_01175
OG0002110	Pram.g_01488	Syab.g_00077
OG0002122	Pram.g_00687	Syab.g_01174
OG0002177	Pram.g_00574	Syab.g_01480
OG0002246	Pram.g_01583	Syab.g_00563
OG0002347	Pram.g_01661	Syab.g_02312
OG0002425	Pram.g_01406	Syab.g_00186
OG0002559	Pram.g_00592	Syab.g_01127
OG0002663	Pram.g_01592	Syab.g_00346
