Orthogroup	Pram	Syad
OG0001165	Pram.g_01630	Syad.g_02621
OG0001166	Pram.g_01651	Syad.g_02647
OG0001167	Pram.g_01669	Syad.g_02486
OG0001168	Pram.g_01671	Syad.g_02488
OG0001169	Pram.g_01673	Syad.g_02490
OG0001170	Pram.g_01675	Syad.g_02492
OG0001171	Pram.g_01685	Syad.g_02503
OG0001172	Pram.g_01700	Syad.g_00594
OG0001173	Pram.g_01701	Syad.g_00595
OG0001174	Pram.g_01709	Syad.g_00603
OG0001175	Pram.g_01710	Syad.g_00604
OG0001176	Pram.g_01718	Syad.g_00644
OG0001177	Pram.g_01720	Syad.g_00641
OG0001178	Pram.g_01637	Syad.g_02629
OG0001179	Pram.g_01753	Syad.g_00675
OG0001180	Pram.g_01776	Syad.g_00700
OG0001181	Pram.g_01780	Syad.g_00704
OG0001182	Pram.g_01788	Syad.g_00712
OG0001183	Pram.g_01794	Syad.g_00717
OG0001184	Pram.g_01812	Syad.g_00378
OG0001185	Pram.g_01828	Syad.g_00354
OG0001186	Pram.g_01852	Syad.g_00247
OG0001187	Pram.g_01855	Syad.g_00245
OG0001188	Pram.g_01857	Syad.g_00238
OG0001189	Pram.g_01874	Syad.g_00217
OG0001190	Pram.g_01879	Syad.g_03034
OG0001192	Pram.g_01894	Syad.g_00013
OG0001193	Pram.g_01907	Syad.g_00072
OG0001194	Pram.g_01908	Syad.g_00075
OG0001195	Pram.g_01909	Syad.g_00076
OG0001196	Pram.g_01926	Syad.g_00144
OG0001197	Pram.g_01928	Syad.g_00146
OG0001198	Pram.g_01935	Syad.g_00159
OG0001199	Pram.g_00059	Syad.g_02735
OG0001200	Pram.g_00061	Syad.g_02737
OG0001201	Pram.g_00092	Syad.g_02802
OG0001202	Pram.g_00184	Syad.g_02945
OG0001203	Pram.g_00225	Syad.g_00821
OG0001204	Pram.g_00231	Syad.g_00577
OG0001205	Pram.g_00380	Syad.g_02440
OG0001206	Pram.g_00401	Syad.g_02385
OG0001207	Pram.g_00413	Syad.g_00893
OG0001208	Pram.g_00418	Syad.g_00906
OG0001209	Pram.g_00473	Syad.g_00980
OG0001210	Pram.g_00477	Syad.g_00993
OG0001212	Pram.g_00533	Syad.g_01082
OG0001213	Pram.g_00569	Syad.g_02163
OG0001215	Pram.g_00781	Syad.g_01366
OG0001216	Pram.g_00803	Syad.g_01816
OG0001218	Pram.g_01196	Syad.g_02328
OG0001219	Pram.g_00911	Syad.g_01653
OG0001220	Pram.g_00865	Syad.g_01195
OG0001221	Pram.g_00745	Syad.g_01950
OG0001222	Pram.g_00988	Syad.g_01770
OG0001223	Pram.g_00960	Syad.g_01715
OG0001224	Pram.g_00892	Syad.g_01286
OG0001225	Pram.g_00890	Syad.g_01288
OG0001226	Pram.g_00577	Syad.g_02100
OG0001227	Pram.g_01188	Syad.g_00029
OG0001228	Pram.g_01089	Syad.g_02460
OG0001229	Pram.g_01542	Syad.g_01314
OG0001231	Pram.g_00357	Syad.g_00179
OG0001232	Pram.g_01655	Syad.g_02658
OG0001233	Pram.g_01676	Syad.g_02493
OG0001234	Pram.g_01712	Syad.g_00608
OG0001235	Pram.g_01716	Syad.g_00633
OG0001236	Pram.g_01809	Syad.g_00412
OG0001237	Pram.g_01813	Syad.g_00376
OG0001238	Pram.g_01890	Syad.g_00007
OG0001239	Pram.g_00056	Syad.g_02732
OG0001240	Pram.g_00077	Syad.g_02785
OG0001241	Pram.g_00086	Syad.g_02795
OG0001242	Pram.g_00105	Syad.g_02827
OG0001243	Pram.g_00112	Syad.g_02841
OG0001244	Pram.g_00127	Syad.g_02873
OG0001245	Pram.g_01177	Syad.g_02223
OG0001246	Pram.g_00680	Syad.g_00933
OG0001247	Pram.g_00774	Syad.g_01837
OG0001248	Pram.g_00776	Syad.g_01843
OG0001249	Pram.g_00325	Syad.g_00756
OG0001250	Pram.g_00851	Syad.g_01227
OG0001251	Pram.g_00714	Syad.g_00083
OG0001252	Pram.g_00897	Syad.g_01279
OG0001253	Pram.g_00579	Syad.g_02037
OG0001254	Pram.g_01548	Syad.g_01528
OG0001255	Pram.g_01157	Syad.g_02224
OG0001256	Pram.g_01289	Syad.g_02609
OG0001258	Pram.g_01628	Syad.g_02619
OG0001261	Pram.g_01761	Syad.g_00684
OG0001262	Pram.g_01872	Syad.g_00219
OG0001263	Pram.g_00114	Syad.g_02844
OG0001265	Pram.g_00104	Syad.g_02825
OG0001266	Pram.g_00188	Syad.g_02949
OG0001267	Pram.g_00268	Syad.g_00523
OG0001268	Pram.g_00334	Syad.g_00767
OG0001270	Pram.g_00369	Syad.g_02453
OG0001271	Pram.g_00408	Syad.g_02356
OG0001272	Pram.g_00422	Syad.g_00910
OG0001273	Pram.g_01079	Syad.g_02157
OG0001274	Pram.g_00211	Syad.g_02988
OG0001275	Pram.g_00969	Syad.g_01699
OG0001276	Pram.g_00980	Syad.g_01683
OG0001278	Pram.g_01085	Syad.g_01445
OG0001279	Pram.g_01253	Syad.g_02248
OG0001280	Pram.g_01229	Syad.g_02402
OG0001281	Pram.g_01235	Syad.g_02413
OG0001282	Pram.g_01467	Syad.g_00890
OG0001283	Pram.g_01922	Syad.g_00138
OG0001284	Pram.g_01302	Syad.g_02585
OG0001285	Pram.g_01658	Syad.g_02043
OG0001286	Pram.g_01774	Syad.g_00698
OG0001287	Pram.g_01835	Syad.g_00346
OG0001288	Pram.g_01845	Syad.g_00326
OG0001289	Pram.g_00071	Syad.g_02767
OG0001290	Pram.g_00085	Syad.g_02794
OG0001291	Pram.g_00122	Syad.g_02854
OG0001292	Pram.g_00236	Syad.g_00572
OG0001293	Pram.g_00249	Syad.g_00549
OG0001296	Pram.g_00446	Syad.g_00939
OG0001297	Pram.g_00451	Syad.g_00943
OG0001298	Pram.g_00515	Syad.g_01055
OG0001299	Pram.g_01043	Syad.g_01591
OG0001300	Pram.g_00785	Syad.g_01339
OG0001301	Pram.g_00790	Syad.g_01303
OG0001302	Pram.g_00908	Syad.g_02123
OG0001304	Pram.g_00993	Syad.g_01669
OG0001305	Pram.g_00884	Syad.g_01296
OG0001306	Pram.g_01155	Syad.g_01119
OG0001307	Pram.g_01477	Syad.g_00626
OG0001309	Pram.g_01272	Syad.g_00950
OG0001310	Pram.g_01645	Syad.g_02638
OG0001311	Pram.g_00982	Syad.g_01681
OG0001312	Pram.g_00920	Syad.g_01788
OG0001314	Pram.g_00622, Pram.g_00647	Syad.g_01356, Syad.g_01420, Syad.g_00861
OG0001315	Pram.g_01553	Syad.g_00715
OG0001316	Pram.g_00126	Syad.g_02861
OG0001317	Pram.g_00221	Syad.g_00814
OG0001318	Pram.g_00245	Syad.g_00557
OG0001321	Pram.g_00386	Syad.g_02423
OG0001322	Pram.g_00387	Syad.g_02422
OG0001323	Pram.g_00457	Syad.g_00953
OG0001324	Pram.g_00786	Syad.g_01338
OG0001325	Pram.g_01025	Syad.g_01811
OG0001327	Pram.g_00723	Syad.g_01605
OG0001328	Pram.g_01214	Syad.g_01638
OG0001329	Pram.g_01598	Syad.g_00866
OG0001330	Pram.g_01276	Syad.g_02395
OG0001332	Pram.g_01331	Syad.g_02535
OG0001333	Pram.g_01670	Syad.g_02487
OG0001334	Pram.g_01797	Syad.g_00725
OG0001335	Pram.g_01798	Syad.g_00726
OG0001336	Pram.g_01923	Syad.g_00139
OG0001337	Pram.g_00320	Syad.g_00750, Syad.g_00741
OG0001338	Pram.g_00323	Syad.g_00735, Syad.g_00722, Syad.g_00745
OG0001339	Pram.g_00088	Syad.g_02797
OG0001340	Pram.g_00321	Syad.g_00742
OG0001341	Pram.g_01533	Syad.g_01312
OG0001343	Pram.g_00711	Syad.g_00079
OG0001344	Pram.g_01135	Syad.g_01157
OG0001346	Pram.g_01231	Syad.g_02406
OG0001348	Pram.g_01526	Syad.g_01250
OG0001349	Pram.g_01401	Syad.g_02663
OG0001352	Pram.g_00770	Syad.g_00969
OG0001353	Pram.g_00841	Syad.g_01244
OG0001354	Pram.g_00953	Syad.g_01728
OG0001355	Pram.g_01003	Syad.g_02116
OG0001358	Pram.g_00558	Syad.g_02179
OG0001359	Pram.g_00712	Syad.g_00078
OG0001361	Pram.g_01121	Syad.g_01185
OG0001362	Pram.g_01364	Syad.g_02294
OG0001363	Pram.g_01362	Syad.g_02296
OG0001364	Pram.g_01800	Syad.g_00431
OG0001368	Pram.g_00649, Pram.g_00610, Pram.g_00624	Syad.g_00578
OG0001369	Pram.g_00076	Syad.g_02784
OG0001375	Pram.g_00710	Syad.g_00080
OG0001379	Pram.g_01224	Syad.g_02397
OG0001381	Pram.g_01165	Syad.g_01266, Syad.g_00614
OG0001394	Pram.g_00749	Syad.g_01920
OG0001397	Pram.g_01363	Syad.g_02295
OG0001398	Pram.g_01256	Syad.g_01977
OG0001401	Pram.g_00846	Syad.g_01233
OG0001402	Pram.g_00563	Syad.g_02174
OG0001403	Pram.g_00017	Syad.g_00197
OG0001404	Pram.g_00053	Syad.g_02727
OG0001405	Pram.g_00314	Syad.g_00728
OG0001407	Pram.g_01202	Syad.g_00970
OG0001410	Pram.g_01476	Syad.g_00627
OG0001411	Pram.g_01422, Pram.g_00046	Syad.g_00372
OG0001414	Pram.g_00216	Syad.g_00615
OG0001421	Pram.g_01288	Syad.g_02105, Syad.g_02039
OG0001423	Pram.g_00613	Syad.g_02707, Syad.g_02708
OG0001425	Pram.g_01893	Syad.g_00012
OG0001429	Pram.g_00912	Syad.g_01656
OG0001430	Pram.g_01197	Syad.g_03026
OG0001431	Pram.g_01186, Pram.g_00629	Syad.g_00393
OG0001435	Pram.g_00730	Syad.g_01612
OG0001443	Pram.g_01543	Syad.g_00023
OG0001448	Pram.g_00392	Syad.g_02723
OG0001453	Pram.g_01487	Syad.g_01709
OG0001460	Pram.g_01623	Syad.g_01254
OG0001461	Pram.g_01575	Syad.g_02162
OG0001463	Pram.g_00275	Syad.g_01264
OG0001464	Pram.g_00322	Syad.g_00743
OG0001465	Pram.g_00797	Syad.g_01830
OG0001477	Pram.g_01521	Syad.g_01307
OG0001487	Pram.g_01338	Syad.g_02327
OG0001488	Pram.g_01126	Syad.g_01175
OG0001489	Pram.g_01785	Syad.g_00709
OG0001494	Pram.g_01409	Syad.g_00267
OG0001496	Pram.g_01519	Syad.g_01309
OG0001497	Pram.g_01520	Syad.g_01308
OG0001498	Pram.g_00353	Syad.g_00786
OG0001505	Pram.g_01414	Syad.g_00259
OG0001510	Pram.g_01839	Syad.g_00342
OG0001511	Pram.g_00096	Syad.g_02810
OG0001512	Pram.g_01192	Syad.g_00822
OG0001514	Pram.g_01518	Syad.g_01310
OG0001515	Pram.g_00783	Syad.g_01343
OG0001516	Pram.g_01046	Syad.g_01588
OG0001517	Pram.g_00329	Syad.g_00762
OG0001518	Pram.g_01892	Syad.g_00009
OG0001519	Pram.g_01897	Syad.g_00025
OG0001522	Pram.g_00842	Syad.g_01243
OG0001527	Pram.g_00501	Syad.g_01030
OG0001529	Pram.g_00025	Syad.g_00210
OG0001530	Pram.g_00095	Syad.g_02808
OG0001531	Pram.g_00226	Syad.g_00823
OG0001532	Pram.g_01108	Syad.g_01492
OG0001534	Pram.g_00994	Syad.g_01668
OG0001535	Pram.g_00979	Syad.g_01685
OG0001536	Pram.g_00939	Syad.g_01762
OG0001537	Pram.g_00746	Syad.g_01949
OG0001538	Pram.g_00814	Syad.g_01884
OG0001539	Pram.g_00725	Syad.g_01607
OG0001540	Pram.g_00116	Syad.g_02846
OG0001541	Pram.g_00164	Syad.g_02915
OG0001542	Pram.g_00170	Syad.g_02924
OG0001543	Pram.g_01538	Syad.g_02969
OG0001544	Pram.g_01896	Syad.g_00024
OG0001545	Pram.g_01912	Syad.g_00126
OG0001559	Pram.g_00094	Syad.g_02807
OG0001560	Pram.g_00084	Syad.g_02793
OG0001561	Pram.g_00984	Syad.g_01679
OG0001563	Pram.g_01769	Syad.g_00693
OG0001574	Pram.g_00499	Syad.g_01028
OG0001575	Pram.g_00504	Syad.g_01033
OG0001576	Pram.g_01243	Syad.g_01103
OG0001579	Pram.g_00318	Syad.g_00732
OG0001580	Pram.g_00032	Syad.g_03020
OG0001586	Pram.g_01501	Syad.g_02669
OG0001589	Pram.g_01678	Syad.g_02495
OG0001591	Pram.g_00762	Syad.g_01599
OG0001592	Pram.g_00031	Syad.g_03021
OG0001614	Pram.g_01827	Syad.g_00356
OG0001616	Pram.g_01116	Syad.g_01515
OG0001617	Pram.g_00787	Syad.g_01335
OG0001619	Pram.g_00929	Syad.g_01773
OG0001620	Pram.g_00338	Syad.g_00774
OG0001621	Pram.g_00241	Syad.g_00562
OG0001622	Pram.g_01921	Syad.g_00137
OG0001634	Pram.g_01040	Syad.g_01594
OG0001636	Pram.g_00020	Syad.g_00203
OG0001638	Pram.g_01643	Syad.g_02636
OG0001639	Pram.g_01329	Syad.g_02539
OG0001640	Pram.g_00900	Syad.g_01274
OG0001641	Pram.g_00962	Syad.g_01711
OG0001642	Pram.g_00863	Syad.g_01197
OG0001643	Pram.g_01071	Syad.g_02147
OG0001644	Pram.g_01015	Syad.g_01799
OG0001656	Pram.g_00317	Syad.g_00731
OG0001658	Pram.g_00027	Syad.g_03033
OG0001659	Pram.g_01264	Syad.g_01507
OG0001676	Pram.g_00319	Syad.g_00734
OG0001678	Pram.g_01699	Syad.g_00593
OG0001679	Pram.g_00324	Syad.g_01038, Syad.g_01037
OG0001691	Pram.g_00902	Syad.g_02182
OG0001693	Pram.g_00661	Syad.g_01291
OG0001713	Pram.g_01217	Syad.g_01164
OG0001717	Pram.g_00678	Syad.g_02901
OG0001731	Pram.g_01316	Syad.g_02563
OG0001758	Pram.g_01615	Syad.g_01546
OG0001762	Pram.g_00967	Syad.g_01704
OG0001764	Pram.g_01009	Syad.g_01642
OG0001771	Pram.g_01571	Syad.g_02075
OG0001780	Pram.g_01421	Syad.g_00288
OG0001795	Pram.g_00700	Syad.g_00817
OG0001875	Pram.g_01614	Syad.g_01547
OG0001876	Pram.g_01613	Syad.g_01548
OG0001916	Pram.g_00432	Syad.g_00921
OG0002019	Pram.g_01951	Syad.g_01962
OG0002321	Pram.g_01419	Syad.g_00278
OG0002347	Pram.g_01661	Syad.g_02656
OG0002397	Pram.g_00668	Syad.g_02009
OG0002663	Pram.g_01592	Syad.g_00962
