Orthogroup	Pram	Syae
OG0001174	Pram.g_01709	Syae.g_02045
OG0001175	Pram.g_01710	Syae.g_02046
OG0001176	Pram.g_01718	Syae.g_02076
OG0001177	Pram.g_01720	Syae.g_02073
OG0001178	Pram.g_01637	Syae.g_01168
OG0001179	Pram.g_01753	Syae.g_02106
OG0001180	Pram.g_01776	Syae.g_02130
OG0001181	Pram.g_01780	Syae.g_02134
OG0001182	Pram.g_01788	Syae.g_02143
OG0001183	Pram.g_01794	Syae.g_02147
OG0001184	Pram.g_01812	Syae.g_01862
OG0001185	Pram.g_01828	Syae.g_01835
OG0001188	Pram.g_01857	Syae.g_01783
OG0001189	Pram.g_01874	Syae.g_01767
OG0001190	Pram.g_01879	Syae.g_01567
OG0001191	Pram.g_01889	Syae.g_01580
OG0001192	Pram.g_01894	Syae.g_01587
OG0001193	Pram.g_01907	Syae.g_01617
OG0001194	Pram.g_01908	Syae.g_01625
OG0001195	Pram.g_01909	Syae.g_01626
OG0001196	Pram.g_01926	Syae.g_01695
OG0001197	Pram.g_01928	Syae.g_01697
OG0001198	Pram.g_01935	Syae.g_01709
OG0001199	Pram.g_00059	Syae.g_01291
OG0001200	Pram.g_00061	Syae.g_01293
OG0001201	Pram.g_00092	Syae.g_01364
OG0001202	Pram.g_00184	Syae.g_01494
OG0001203	Pram.g_00225	Syae.g_02240
OG0001204	Pram.g_00231	Syae.g_02022
OG0001205	Pram.g_00380	Syae.g_00984
OG0001206	Pram.g_00401	Syae.g_02502
OG0001207	Pram.g_00413	Syae.g_02300
OG0001208	Pram.g_00418	Syae.g_02311
OG0001209	Pram.g_00473	Syae.g_02377
OG0001210	Pram.g_00477	Syae.g_02387
OG0001211	Pram.g_00487	Syae.g_02403
OG0001212	Pram.g_00533	Syae.g_02460
OG0001213	Pram.g_00569	Syae.g_00062
OG0001215	Pram.g_00781	Syae.g_00757
OG0001216	Pram.g_00803	Syae.g_00470
OG0001217	Pram.g_01539	Syae.g_00151
OG0001218	Pram.g_01196	Syae.g_02605
OG0001219	Pram.g_00911	Syae.g_00312
OG0001220	Pram.g_00865	Syae.g_00880
OG0001221	Pram.g_00745	Syae.g_00559
OG0001222	Pram.g_00988	Syae.g_00347
OG0001223	Pram.g_00960	Syae.g_00392
OG0001224	Pram.g_00892	Syae.g_00797
OG0001225	Pram.g_00890	Syae.g_00795
OG0001226	Pram.g_00577	Syae.g_00135
OG0001227	Pram.g_01188	Syae.g_01600
OG0001228	Pram.g_01089	Syae.g_01004
OG0001229	Pram.g_01542	Syae.g_00771
OG0001230	Pram.g_01388	Syae.g_02662
OG0001231	Pram.g_00357	Syae.g_01729
OG0001232	Pram.g_01655	Syae.g_01197
OG0001233	Pram.g_01676	Syae.g_01038
OG0001234	Pram.g_01712	Syae.g_02050
OG0001235	Pram.g_01716	Syae.g_02066
OG0001236	Pram.g_01809	Syae.g_01867
OG0001237	Pram.g_01813	Syae.g_01860
OG0001238	Pram.g_01890	Syae.g_01582
OG0001239	Pram.g_00056	Syae.g_01288
OG0001240	Pram.g_00077	Syae.g_01347
OG0001241	Pram.g_00086	Syae.g_01357
OG0001242	Pram.g_00105	Syae.g_01387
OG0001243	Pram.g_00112	Syae.g_01395
OG0001244	Pram.g_00127	Syae.g_01425
OG0001245	Pram.g_01177	Syae.g_00149
OG0001246	Pram.g_00680	Syae.g_02337
OG0001247	Pram.g_00774	Syae.g_00482
OG0001248	Pram.g_00776	Syae.g_00485
OG0001249	Pram.g_00325	Syae.g_02186
OG0001250	Pram.g_00851	Syae.g_00841
OG0001251	Pram.g_00714	Syae.g_01632
OG0001252	Pram.g_00897	Syae.g_00804
OG0001253	Pram.g_00579	Syae.g_00243
OG0001254	Pram.g_01548	Syae.g_00637
OG0001255	Pram.g_01157	Syae.g_00667
OG0001256	Pram.g_01289	Syae.g_01149
OG0001258	Pram.g_01628	Syae.g_01159
OG0001259	Pram.g_01674	Syae.g_01036
OG0001261	Pram.g_01761	Syae.g_02115
OG0001262	Pram.g_01872	Syae.g_01769
OG0001263	Pram.g_00114	Syae.g_01399
OG0001265	Pram.g_00104	Syae.g_01385
OG0001266	Pram.g_00188	Syae.g_01498
OG0001267	Pram.g_00268	Syae.g_01969
OG0001268	Pram.g_00334	Syae.g_02198
OG0001269	Pram.g_00864	Syae.g_00225
OG0001270	Pram.g_00369	Syae.g_00997
OG0001271	Pram.g_00408	Syae.g_02527
OG0001272	Pram.g_00422	Syae.g_02315
OG0001273	Pram.g_01079	Syae.g_00069
OG0001274	Pram.g_00211	Syae.g_01535
OG0001275	Pram.g_00969	Syae.g_00407
OG0001276	Pram.g_00980	Syae.g_00423
OG0001278	Pram.g_01085	Syae.g_00697
OG0001279	Pram.g_01253	Syae.g_00007
OG0001280	Pram.g_01229	Syae.g_00958
OG0001281	Pram.g_01235	Syae.g_00969
OG0001282	Pram.g_01467	Syae.g_02298
OG0001283	Pram.g_01922	Syae.g_01688
OG0001284	Pram.g_01302	Syae.g_01132
OG0001285	Pram.g_01658	Syae.g_00237
OG0001287	Pram.g_01835	Syae.g_01827
OG0001288	Pram.g_01845	Syae.g_01815
OG0001289	Pram.g_00071	Syae.g_01330
OG0001290	Pram.g_00085	Syae.g_01356
OG0001291	Pram.g_00122	Syae.g_01409
OG0001292	Pram.g_00236	Syae.g_02017
OG0001293	Pram.g_00249	Syae.g_01996
OG0001296	Pram.g_00446	Syae.g_02343
OG0001297	Pram.g_00451	Syae.g_02347
OG0001298	Pram.g_00515	Syae.g_02439
OG0001299	Pram.g_01043	Syae.g_00599
OG0001300	Pram.g_00785	Syae.g_00766
OG0001301	Pram.g_00790	Syae.g_00780
OG0001302	Pram.g_00908	Syae.g_00110
OG0001304	Pram.g_00993	Syae.g_00436
OG0001305	Pram.g_00884	Syae.g_00786
OG0001306	Pram.g_01155	Syae.g_00943
OG0001307	Pram.g_01477	Syae.g_02059
OG0001310	Pram.g_01645	Syae.g_01178
OG0001311	Pram.g_00982	Syae.g_00425
OG0001312	Pram.g_00920	Syae.g_00326
OG0001314	Pram.g_00622, Pram.g_00647	Syae.g_00097
OG0001315	Pram.g_01553	Syae.g_02145
OG0001316	Pram.g_00126	Syae.g_01415
OG0001317	Pram.g_00221	Syae.g_02235
OG0001318	Pram.g_00245	Syae.g_02004
OG0001319	Pram.g_00261	Syae.g_01980
OG0001321	Pram.g_00386	Syae.g_00978
OG0001322	Pram.g_00387	Syae.g_00977
OG0001323	Pram.g_00457	Syae.g_02355
OG0001324	Pram.g_00786	Syae.g_00767
OG0001325	Pram.g_01025	Syae.g_00465
OG0001327	Pram.g_00723	Syae.g_00586
OG0001328	Pram.g_01214	Syae.g_00565
OG0001330	Pram.g_01276	Syae.g_00950
OG0001331	Pram.g_01462	Syae.g_02293
OG0001332	Pram.g_01331	Syae.g_01077
OG0001333	Pram.g_01670	Syae.g_01032
OG0001334	Pram.g_01797	Syae.g_02156
OG0001335	Pram.g_01798	Syae.g_02157
OG0001336	Pram.g_01923	Syae.g_01689
OG0001337	Pram.g_00320	Syae.g_02153, Syae.g_02175
OG0001338	Pram.g_00323	Syae.g_02162, Syae.g_00689, Syae.g_02178
OG0001339	Pram.g_00088	Syae.g_01359
OG0001340	Pram.g_00321	Syae.g_02176
OG0001341	Pram.g_01533	Syae.g_00737
OG0001342	Pram.g_00644, Pram.g_01544	Syae.g_02559
OG0001343	Pram.g_00711	Syae.g_01629
OG0001344	Pram.g_01135	Syae.g_00916
OG0001346	Pram.g_01231	Syae.g_00962
OG0001348	Pram.g_01526	Syae.g_00821
OG0001349	Pram.g_01401	Syae.g_01228, Syae.g_01245
OG0001351	Pram.g_00394	Syae.g_02492
OG0001352	Pram.g_00770	Syae.g_00666
OG0001353	Pram.g_00841	Syae.g_00831
OG0001354	Pram.g_00953	Syae.g_00379
OG0001355	Pram.g_01003	Syae.g_00120
OG0001358	Pram.g_00558	Syae.g_00046
OG0001359	Pram.g_00712	Syae.g_01628
OG0001361	Pram.g_01121	Syae.g_00889
OG0001362	Pram.g_01364	Syae.g_02637
OG0001363	Pram.g_01362	Syae.g_02635
OG0001364	Pram.g_01800	Syae.g_01883
OG0001368	Pram.g_00649, Pram.g_00610, Pram.g_00624	Syae.g_02023
OG0001369	Pram.g_00076	Syae.g_01346
OG0001375	Pram.g_00710	Syae.g_01630
OG0001379	Pram.g_01224	Syae.g_00952
OG0001382	Pram.g_01200	Syae.g_02490
OG0001394	Pram.g_00749	Syae.g_00553
OG0001397	Pram.g_01363	Syae.g_02636
OG0001398	Pram.g_01256	Syae.g_00289
OG0001401	Pram.g_00846	Syae.g_00835
OG0001402	Pram.g_00563	Syae.g_00051
OG0001404	Pram.g_00053	Syae.g_01283
OG0001405	Pram.g_00314	Syae.g_02159
OG0001407	Pram.g_01202	Syae.g_02368
OG0001410	Pram.g_01476	Syae.g_02060
OG0001421	Pram.g_01288	Syae.g_00241
OG0001425	Pram.g_01893	Syae.g_01586
OG0001429	Pram.g_00912	Syae.g_00315
OG0001430	Pram.g_01197	Syae.g_01560
OG0001435	Pram.g_00730	Syae.g_00579
OG0001443	Pram.g_01543	Syae.g_01594
OG0001453	Pram.g_01487	Syae.g_00399
OG0001460	Pram.g_01623	Syae.g_00818
OG0001461	Pram.g_01575	Syae.g_00063
OG0001465	Pram.g_00797	Syae.g_00475
OG0001468	Pram.g_00702	Syae.g_00113
OG0001476	Pram.g_01132	Syae.g_00908
OG0001477	Pram.g_01521	Syae.g_00776
OG0001484	Pram.g_01277	Syae.g_01649
OG0001487	Pram.g_01338	Syae.g_02606
OG0001488	Pram.g_01126	Syae.g_00898
OG0001489	Pram.g_01785	Syae.g_02139
OG0001495	Pram.g_01721	Syae.g_02072
OG0001496	Pram.g_01519	Syae.g_00774
OG0001497	Pram.g_01520	Syae.g_00775
OG0001498	Pram.g_00353	Syae.g_02220
OG0001505	Pram.g_01414	Syae.g_01204
OG0001510	Pram.g_01839	Syae.g_01823
OG0001511	Pram.g_00096	Syae.g_01372
OG0001512	Pram.g_01192	Syae.g_02241
OG0001514	Pram.g_01518	Syae.g_00773
OG0001515	Pram.g_00783	Syae.g_00762
OG0001516	Pram.g_01046	Syae.g_00602
OG0001517	Pram.g_00329	Syae.g_02193
OG0001518	Pram.g_01892	Syae.g_01584
OG0001519	Pram.g_01897	Syae.g_01596
OG0001527	Pram.g_00501	Syae.g_02417
OG0001529	Pram.g_00025	Syae.g_01760
OG0001530	Pram.g_00095	Syae.g_01370
OG0001531	Pram.g_00226	Syae.g_02242
OG0001532	Pram.g_01108	Syae.g_00655
OG0001534	Pram.g_00994	Syae.g_00437
OG0001535	Pram.g_00979	Syae.g_00421
OG0001536	Pram.g_00939	Syae.g_00355
OG0001537	Pram.g_00746	Syae.g_00558
OG0001538	Pram.g_00814	Syae.g_00516
OG0001539	Pram.g_00725	Syae.g_00584
OG0001540	Pram.g_00116	Syae.g_01401
OG0001541	Pram.g_00164	Syae.g_01465
OG0001542	Pram.g_00170	Syae.g_01474
OG0001543	Pram.g_01538	Syae.g_01516
OG0001544	Pram.g_01896	Syae.g_01595
OG0001545	Pram.g_01912	Syae.g_01676
OG0001549	Pram.g_00875	Syae.g_00882
OG0001557	Pram.g_00750	Syae.g_00552
OG0001559	Pram.g_00094	Syae.g_01369
OG0001560	Pram.g_00084	Syae.g_01355
OG0001561	Pram.g_00984	Syae.g_00427
OG0001563	Pram.g_01769	Syae.g_02124
OG0001574	Pram.g_00499	Syae.g_02415
OG0001575	Pram.g_00504	Syae.g_02420
OG0001576	Pram.g_01243	Syae.g_02478
OG0001579	Pram.g_00318	Syae.g_02165
OG0001580	Pram.g_00032	Syae.g_01556
OG0001586	Pram.g_01501	Syae.g_01251, Syae.g_01215
OG0001589	Pram.g_01678	Syae.g_01040
OG0001592	Pram.g_00031	Syae.g_01557
OG0001614	Pram.g_01827	Syae.g_01837
OG0001616	Pram.g_01116	Syae.g_00642
OG0001617	Pram.g_00787	Syae.g_00769
OG0001619	Pram.g_00929	Syae.g_00344
OG0001620	Pram.g_00338	Syae.g_02205
OG0001621	Pram.g_00241	Syae.g_02008
OG0001622	Pram.g_01921	Syae.g_01687
OG0001634	Pram.g_01040	Syae.g_00596
OG0001636	Pram.g_00020	Syae.g_01753
OG0001638	Pram.g_01643	Syae.g_01175
OG0001639	Pram.g_01329	Syae.g_01082
OG0001640	Pram.g_00900	Syae.g_00809
OG0001641	Pram.g_00962	Syae.g_00397
OG0001642	Pram.g_00863	Syae.g_00878
OG0001643	Pram.g_01071	Syae.g_00079
OG0001644	Pram.g_01015	Syae.g_00452
OG0001656	Pram.g_00317	Syae.g_02164
OG0001658	Pram.g_00027	Syae.g_01566
OG0001659	Pram.g_01264	Syae.g_00650
OG0001676	Pram.g_00319	Syae.g_02167
OG0001678	Pram.g_01699	Syae.g_02035
OG0001679	Pram.g_00324	Syae.g_02424
OG0001691	Pram.g_00902	Syae.g_00044
OG0001693	Pram.g_00661	Syae.g_00792
OG0001713	Pram.g_01217	Syae.g_00907
OG0001717	Pram.g_00678	Syae.g_01451
OG0001731	Pram.g_01316	Syae.g_01117
OG0001746	Pram.g_01257	Syae.g_01064
OG0001758	Pram.g_01615	Syae.g_00620
OG0001762	Pram.g_00967	Syae.g_00404
OG0001764	Pram.g_01009	Syae.g_00301
OG0001770	Pram.g_01612	Syae.g_00617
OG0001771	Pram.g_01571	Syae.g_00183
OG0001875	Pram.g_01614	Syae.g_00619
OG0001876	Pram.g_01613	Syae.g_00618
OG0001916	Pram.g_00432	Syae.g_02326
OG0001974	Pram.g_00360	Syae.g_01563
OG0002019	Pram.g_01951	Syae.g_00294
OG0002347	Pram.g_01661	Syae.g_01195
